"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","relatedCatalogItem","typeStatus","infraspecificEpithet","fieldNumber","individualCount"
"92","2021-01-26 13:58:08-03","IMA","MAC","44602","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Hexasepalum","sarmentosum","Hexasepalum sarmentosum","(Sw.) Delprete & J.H. Kirkbr.","E.C.O.Chagas","Chagas-Mota; V.G.Ramalho","6106","2009","10","04",NA,"Brasil","Alagoas","São Sebastião","Fazenda Indiana.","-36.544578","-9.954767",NA,NA,NA,"Trepadeira. Flores brancas. Frutos verdes.; Mata Atlântica.","MAC0044602","MAC0044602","-36.544578","-9.954767","2009","10","04",NA,NA,NA,NA,NA,NA,NA,NA
"93","2020-09-12 05:00:02-03","US","US","3306162","PreservedSpecimen","Plantae",NA,"Rubiales","Rubiaceae","Diodella","sarmentosa","Diodella sarmentosa","(Sw.) Bacigalupo & E.L. Cabral ex Borhidi","Delprete, P. G.","B. Hoffman","2422","1992","8","28","South America - Neotropics","Guyana","E. Berbice-Corentyne",NA,"Canje River, 10-25 km upriver from mouth","-57.3333","6",NA,"5",NA,NA,"US00456305",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1"
"94","2020-09-12 05:00:02-03","US","US","3106740","PreservedSpecimen","Plantae",NA,"Rubiales","Rubiaceae","Diodella","sarmentosa","Diodella sarmentosa","(Sw.) Bacigalupo & E.L. Cabral ex Borhidi","Delprete, P. G.","J.-J. de Granville et al.","10250","1988","4","12","South America - Neotropics","French Guiana",NA,NA,"Crique Gabaret, Bassin de l'Oyapock, entre l'embouchure et la crique Mérignan","-51.8","3.91","5",NA,NA,NA,"US00645385","US00645385_01",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1"
"95","2020-09-12 05:00:02-03","US","US","3131320","PreservedSpecimen","Plantae",NA,"Rubiales","Rubiaceae","Diodella","sarmentosa","Diodella sarmentosa","(Sw.) Bacigalupo & E.L. Cabral ex Borhidi","Delprete, P. G.","J. J. Pipoly & H. Lall","8235","1986","8","9","South America - Neotropics","Guyana","Barima-Waini",NA,"Barima River head; small rapids 1.5 mi W Eclipse Falls; W of Arakaka","-60.0833","7.63333",NA,"10",NA,NA,"US00645633","US00645633_01",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1"
"96","2020-09-12 05:00:02-03","US","US","2835162","PreservedSpecimen","Plantae",NA,"Rubiales","Rubiaceae","Diodella","sarmentosa","Diodella sarmentosa","(Sw.) Bacigalupo & E.L. Cabral ex Borhidi","Delprete, P. G.","H. Jacquemin","2113","1977","9","14","South America - Neotropics","French Guiana",NA,NA,"Saut Maripa","-51.88","3.8",NA,NA,NA,NA,"US00645419","US00645419_01",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1"
"97","2020-09-12 05:00:02-03","US","US","3315941","PreservedSpecimen","Plantae",NA,"Rubiales","Rubiaceae","Diodella","sarmentosa","Diodella sarmentosa","(Sw.) Bacigalupo & E.L. Cabral ex Borhidi","Delprete, P. G.","J. J. Pipoly","11298","1987","3","31","South America - Neotropics","Guyana","Essequibo Isl-W. Demerara",NA,"Naamryck Canal; ±8 km SE of Naamryck Public Rd, just W of Lookout village","-58.4167","6.83333",NA,NA,NA,NA,"US00475356",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1"
"98","2020-09-12 05:00:02-03","US","US","2572351A","PreservedSpecimen","Plantae",NA,"Rubiales","Rubiaceae","Diodella","sarmentosa","Diodella sarmentosa","(Sw.) Bacigalupo & E.L. Cabral ex Borhidi","Delprete, P. G.","J. M. Pires, W. A. Rodrigues & G. Irvine","51344","1961","9","30","South America - Neotropics","Brazil","Amapá",NA,"Río Araguari, vic Camp 12","-52.13","1.18",NA,NA,NA,NA,"US00939496","US00939496_01",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1"
"99","2020-09-12 05:00:02-03","US","US","1123107","PreservedSpecimen","Plantae",NA,"Rubiales","Rubiaceae","Diodella","sarmentosa","Diodella sarmentosa","(Sw.) Bacigalupo & E.L. Cabral ex Borhidi","Delprete, P. G.","J. S. de la Cruz","3050","1923","1","14","South America - Neotropics","Guyana","Pomeroon-Supenaam",NA,"Pomeroon R.",NA,NA,NA,NA,NA,NA,"US00645417","US00645417_01",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1"
"100","2020-09-12 05:00:02-03","US","US","1856202","PreservedSpecimen","Plantae",NA,"Rubiales","Rubiaceae","Diodia","sarmentosa","Diodia sarmentosa","Sw.",NA,"E. P. Killip & J. Cuatrecasas","39052","1944","6","12","South America - Neotropics","Colombia","Chocó",NA,"Playa de Togoromá.",NA,NA,NA,NA,NA,NA,"US02685194",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1"
"101","2020-09-12 05:00:02-03","US","US","3493203","PreservedSpecimen","Plantae",NA,"Rubiales","Rubiaceae","Diodia","sarmentosa","Diodia sarmentosa","Sw.","Taylor, C. M.","T. Hollowell & W. Hinds","633","2001","10","23","South America - Neotropics","Guyana","Barima-Waini",NA,"Waini River, Kwebana. Vicinity of abandoned sawmill","-59.1478","7.55944","5","10",NA,NA,"US00824455",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1"
"102","2020-09-12 05:00:02-03","US","US","3039665","PreservedSpecimen","Plantae",NA,"Rubiales","Rubiaceae","Diodia","sarmentosa","Diodia sarmentosa","Sw.","Kirkbride, J. H.","W. H. Camp","E-3728","1945","6","8","South America - Neotropics","Ecuador",NA,NA,"Junction of the Provinces of Guayas, Canar, Chimborazo & Bolivar: Foothills of the western cordillera near the village of Bucay.",NA,NA,"305","381",NA,NA,"US02685193","US02685193_01",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1"
"103","2020-09-12 05:00:02-03","US","US","2784016","PreservedSpecimen","Plantae",NA,"Rubiales","Rubiaceae","Diodia","sarmentosa","Diodia sarmentosa","Sw.","Bruza, J.","J. A. Steyermark","87343","1960","11","7","South America - Neotropics","Venezuela","Delta Amacuro",NA,"Río Amacuro to mouth of Deadwater Creek Moat (Agua Muerto), Sierra Imataca, Venezuela-Guyana border",NA,NA,"65","80",NA,NA,"US00750224","US00750224_01",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1"
"104","2020-09-12 05:00:02-03","US","US","1908659","PreservedSpecimen","Plantae",NA,"Rubiales","Rubiaceae","Diodia","sarmentosa","Diodia sarmentosa","Sw.",NA,"J. A. Steyermark","55069","1943","12","30","South America - Neotropics","Venezuela",NA,NA,"Distrito Federal: south- and southwest-facing densely wooded slopes of the Cordillera del Avila, above Caracas, between Los Venados and Papelon.",NA,NA,"1585","1820",NA,NA,"US02685195","US02685195_01",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1"
"105","2020-09-12 05:00:02-03","US","US",NA,"PreservedSpecimen","Plantae",NA,"Rubiales","Rubiaceae","Diodia","sarmentosa","Diodia sarmentosa","Sw.","Taylor, C. M.","W. Hahn & F. Grifo","4981","1989","1","3","South America - Neotropics","Venezuela","Táchira",NA,"5 km E of San Antonio del Táchira","-72.4167","7.83333","1400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1"
"106","2020-09-12 05:00:02-03","US","US","1120628","PreservedSpecimen","Plantae",NA,"Rubiales","Rubiaceae","Diodia","sarmentosa","Diodia sarmentosa","Sw.",NA,"H. F. Pittier","9388","1921","3","26","South America - Neotropics","Venezuela",NA,NA,"In bushes, trailing. Alto de Nor León.",NA,NA,NA,NA,NA,NA,"US02685196",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1"
"107","2020-09-12 05:00:02-03","US","US","1234670","PreservedSpecimen","Plantae",NA,"Rubiales","Rubiaceae","Diodia","sarmentosa","Diodia sarmentosa","Sw.",NA,"-. Eggers","13424","1891","7","22","South America - Neotropics","Venezuela",NA,NA,"Sanchorquiz [interpreted]",NA,NA,NA,NA,NA,NA,"US02685197",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1"
"108","2020-09-12 05:00:02-03","US","US","1068687","PreservedSpecimen","Plantae",NA,"Rubiales","Rubiaceae","Diodia","sarmentosa","Diodia sarmentosa","Sw.",NA,"W. E. Broadway","403","1921","6","3","South America - Neotropics","French Guiana","Cayenne",NA,"Cayenne, vic.","-52.33","4.93",NA,NA,NA,NA,"US00645418",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1"
"109","2020-09-12 05:00:02-03","US","US","2222919","PreservedSpecimen","Plantae",NA,"Rubiales","Rubiaceae","Diodia","sarmentosa","Diodia sarmentosa","Sw.","Taylor, C. M.","H. Gines","4931","1952","12","20","South America - Neotropics","Venezuela","Delta Amacuro",NA,"Jotacuay",NA,NA,NA,"20",NA,NA,"US00750225",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1"
"110","2020-09-12 05:00:02-03","US","US","1902161","PreservedSpecimen","Plantae",NA,"Rubiales","Rubiaceae","Diodia","sarmentosa","Diodia sarmentosa","Sw.","Bruza, J.","B. Maguire","23821","1944","6","16","South America - Neotropics","Suriname",NA,NA,"Jacob Kondre village, Saramacca River headwaters","-55.53","4.95",NA,NA,NA,NA,"US00645420","US00645420_01",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1"
"111","2019-11-13 11:30:04-03","USP","SPF","92206","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Diodella","sarmentosa","Diodella sarmentosa","(Sw.) Bacigalupo & E.L.Cabral ex Borhidi","Zappi, DC","Nic Lughadha, E","H51136","1992","02","02",NA,"Brasil","Bahia","Abaíra",NA,"-41.916667","-13.25","1650","1650",NA,NA,"SPF00092206",NA,"-41.916667","-13.25","2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","2019-11-13 11:30:04-03","USP","SPF","88844","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Diodella","sarmentosa","Diodella sarmentosa","(Sw.) Bacigalupo & E.L.Cabral ex Borhidi","Zappi, DC","Ganev, W","267","1992","05","14",NA,"Brasil","Bahia","Abaíra","Catolés","-41.883333","-13.266667","1480","1480",NA,NA,"SPF00088844",NA,"-41.883333","-13.266667","2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113","2019-11-13 11:30:04-03","USP","SPF","90212","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Diodella","sarmentosa","Diodella sarmentosa","(Sw.) Bacigalupo & E.L.Cabral ex Borhidi","Zappi, DC","Harley, RM","H50369","1992","12","25",NA,"Brasil","Bahia","Abaíra","Catolés de Cima","-41.883333","-13.266667","1200","1200",NA,NA,"SPF00090212",NA,"-41.883333","-13.266667","2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","2019-11-13 11:30:04-03","USP","SPF","90152","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Diodella","sarmentosa","Diodella sarmentosa","(Sw.) Bacigalupo & E.L.Cabral ex Borhidi","Zappi, DC","Hind, DJN","H50925","1992","01","21",NA,"Brasil","Bahia","Abaíra","Campo de Ouro Fino","-41.9","-13.25","1700","1700",NA,NA,"SPF00090152",NA,"-41.9","-13.25","2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115","2019-11-13 11:30:04-03","USP","SPF","177059","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Diodella","sarmentosa","Diodella sarmentosa","(Sw.) Bacigalupo & E.L.Cabral ex Borhidi","Zappi, DC","Oliveira, RS","71","2004","12","01",NA,"Brasil","Minas Gerais","Grão Mogol",NA,"-42.8897018432617","-16.5594005584717",NA,NA,NA,NA,"SPF00177059",NA,NA,NA,"2013",NA,NA,"67219","auto",NA,NA,NA,NA,NA,NA
"116","2021-03-25 13:53:29-03","UNIVILLE","JOI","14776","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Diodella","sarmentosa","Diodella sarmentosa","(Sw.) Bacigalupo & E.L.Cabral","J.C.F. Melo Jr.","Melo-Júnior, J.C.F.","1327",NA,NA,NA,NA,"Brasil","Santa Catarina","São Francisco do Sul","Tapera.","-48.6380996704102","-26.2432994842529",NA,NA,NA,"Data de coleta: Julho/2014; HABITAT: Ambiente degradado em antigo aterro sanitário; HABITO: erva","JOI014776",NA,NA,NA,NA,NA,NA,"23627","auto",NA,NA,NA,NA,NA,NA
"117","2019-10-07 09:14:22-03","UEFS","HUEFS","77958","PreservedSpecimen","Plantae","Angiospermae","Gentianales","Rubiaceae","Diodia","sarmentosa","Diodia sarmentosa","Sw.",NA,"Hind, D.J.N.","H50925",NA,NA,NA,NA,"Brasil","Bahia","Abaíra","Campo de Ouro Fino (alto)","-41.9","-13.25","1700","1700",NA,NA,"HUEFS0077958",NA,"41W54'","13S15'",NA,NA,NA,NA,NA,"Asteranae",NA,NA,NA,NA,NA
"118","2019-10-07 09:14:22-03","UEFS","HUEFS","10710","PreservedSpecimen","Plantae","Angiospermae","Gentianales","Rubiaceae","Diodia","sarmentosa","Diodia sarmentosa","Sw.",NA,"Ganev, W.","267","1992","05","14",NA,"Brasil","Bahia","Abaíra",NA,"-41.883333","-13.266667","1480","1480",NA,NA,"HUEFS0010710",NA,"41W53'","13S16'",NA,NA,NA,NA,NA,"Asteranae",NA,NA,NA,NA,NA
"119","2019-10-07 09:14:22-03","UEFS","HUEFS","48194","PreservedSpecimen","Plantae","Angiospermae","Gentianales","Rubiaceae","Diodia","sarmentosa","Diodia sarmentosa","Sw.","A.A.Ribeiro-Filho","Ribeiro-Filho, A.A.","103","2000","09","05",NA,"Brasil","Bahia","Lençóis","Rio Mandassaia, Barro Branco, Parque Nacional da Chapada Diamantina.","-41.341667","-12.341667",NA,NA,NA,"Mata Ciliar.","HUEFS0048194",NA,"41W20'30''","12S20'30''","2001","08",NA,NA,NA,"Asteranae",NA,NA,NA,NA,NA
"120","2015-03-13 19:24:26-03","F","FMNH-SEEDPLANTS","V0207941F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Rubiaceae","Diodella","sarmentosa","Diodella sarmentosa",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0207941F",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"121","2015-03-17 13:47:28-03","F","FMNH-SEEDPLANTS","V0263160F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Rubiaceae","Diodia","sarmentosa","Diodia sarmentosa",NA,NA,NA,NA,NA,NA,NA,"South America","Venezuela",NA,NA,NA,"-65.9119","7.0758",NA,NA,NA,NA,"V0263160F","V0263160F_01",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"122","2015-03-17 13:47:28-03","F","FMNH-SEEDPLANTS","V0263162F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Rubiaceae","Diodia","sarmentosa","Diodia sarmentosa",NA,NA,NA,NA,NA,NA,NA,"South America","Venezuela",NA,NA,NA,"-65.9119","7.0758",NA,NA,NA,NA,"V0263162F","V0263162F_01",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"123","2015-03-17 13:47:28-03","F","FMNH-SEEDPLANTS","V0263163F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Rubiaceae","Diodia","sarmentosa","Diodia sarmentosa",NA,NA,NA,NA,NA,NA,NA,"South America","Guyana",NA,NA,NA,"-58.7017","4.7364",NA,NA,NA,NA,"V0263163F","V0263163F_01",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"124","2015-03-17 13:47:28-03","F","FMNH-SEEDPLANTS","V0263164F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Rubiaceae","Diodia","sarmentosa","Diodia sarmentosa",NA,NA,NA,NA,NA,NA,NA,"South America","Suriname",NA,NA,NA,"-55.625","4.1006",NA,NA,NA,NA,"V0263164F","V0263164F_01",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"125","2020-02-20 14:37:24-03","IAC","IAC","13216","S","Plantae",NA,NA,"Rubiaceae-207.Rubioideae-Spermacoceae","Diodella","sarmentosa","Diodella sarmentosa","(Sw.) Bacigalupo & Cabral","R.M. Salas","A.D. Andrade-Lima & G.A. Black","3167","1948","08","22",NA,"Brasil","Pará","São Miguel do Guamá",NA,"-47.4833","-1.6267",NA,NA,NA,"plantas da Amazônia.",NA,NA,"-47.4833","-1.6267","2009","10","22",NA,NA,NA,NA,NA,NA,NA,NA
"126","2018-12-17 10:18:19-02","PERD","PERD","1072","S","Plantae",NA,NA,"Rubiaceae","Diodia","sarmentosa","Diodia sarmentosa","Sw.","Pivari, MO","Pivari, MO; Oliveira, VB","531","2007","07","18",NA,"Brasil","Minas Gerais","Caratinga","Lagoa Vermelha","-42.449167","-19.498611","249","249",NA,"Erva, ca. 0,5m alt., em solo orgânico flutuante. Corola branca, frutos castanhos.",NA,NA,"-42.449167","-19.498611","2007","10","08",NA,NA,NA,NA,NA,NA,NA,NA
"127","2016-12-19 13:51:34-02","PERD","PERD","737","S","Plantae",NA,NA,"Rubiaceae","Diodia","sarmentosa","Diodia sarmentosa","Sw.","Pivari, MO","Pivari, MO; Oliveira, VB","661","2007","10","15",NA,"Brasil","Minas Gerais","Caratinga","Lagoa Nova","-42.421111","-19.545556","239","239",NA,"Erva, ca. 0,6m alt., sobre vegetação aquática flutuante (histossolo). Corola branca, frutos verdes.",NA,NA,"-42.421111","-19.545556","2007","10","15",NA,NA,NA,NA,NA,NA,NA,NA
"128","2018-12-17 10:18:19-02","PERD","PERD","1044","S","Plantae",NA,NA,"Rubiaceae","Diodia","sarmentosa","Diodia sarmentosa","Sw.","Pivari, MO","Pivari, MO; Oliveira, VB","764","2007","12","21",NA,"Brasil","Minas Gerais","Marliéria","Lagoa do Jacaré","-42.647222","-19.806667","264","264",NA,"Subarbusto, ca. 1,5m alt., sobre vegetação aquática flutuante (histossolo). Flores brancas, frutos castanhos.",NA,NA,"-42.647222","-19.806667","2007","12","21",NA,NA,NA,NA,NA,NA,NA,NA
"129","2019-11-01 15:09:05-03","UnB","UB","176231","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Rubiaceae","Diodia","sarmentosa","Diodia sarmentosa","Sw.","Zappi, DC","Hind, DJN; Queiroz, RF","50925","1992","01","21","Southern America","Brasil","Bahia","Abaíra","Campo de Ouro Fino (alto)","-41.9","-13.25","1700","1700",NA,"Caules vermelhos. Folhas discolores verde-claras na face inferior, verdes na face superior. Flores alvas.; Solo, beira da floresta",NA,NA,"-41.9","-13.25","1994",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","2019-11-01 15:09:05-03","UnB","UB","176232","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Rubiaceae","Diodia","sarmentosa","Diodia sarmentosa","Sw.","Zappi, DC","Hind, DJN; et al.","50369","1992","12","25","Southern America","Brasil","Bahia","Abaíra","Catolés de Cima","-41.883333","-13.266667","1200","1200",NA,"Erva rasteira. Corola, estames e estiletes alvos.; Solo úmido perto do rio, na mata ciliar",NA,NA,"-41.883333","-13.266667","1994",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131","2017-09-11 17:13:24-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Rubiaceae","Diodia","sarmentosa","Diodia sarmentosa","Sw.",NA,"Sagot, PA","332",NA,NA,NA,NA,"?",NA,NA,"prope Karouany",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","2017-09-11 17:13:24-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Rubiaceae","Diodia","sarmentosa","Diodia sarmentosa","Sw.",NA,"?","s.n.",NA,NA,NA,NA,"?",NA,NA,"Praetera typus in Jamaica, Puerto-Rico et in America centrali invenitur",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","2017-09-11 17:13:24-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Rubiaceae","Diodia","sarmentosa","Diodia sarmentosa","Sw.",NA,"Leprieur, FMR","172",NA,NA,NA,"Southern America","French Guiana",NA,NA,"in Guiana Gallica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","2017-09-11 17:13:24-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Rubiaceae","Diodia","sarmentosa","Diodia sarmentosa","Sw.",NA,"Leprieur, FMR","166",NA,NA,NA,"Southern America","French Guiana",NA,NA,"in Guiana Gallica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","2017-09-11 17:13:24-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Rubiaceae","Diodia","sarmentosa","Diodia sarmentosa bisepala","Bremek.",NA,"Menge, JG","s.n.",NA,NA,NA,"Southern America","Surinam",NA,NA,"In Guiana Batava prope Paramaribo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"bisepala",NA,NA
"136","2017-09-11 17:13:24-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Rubiaceae","Diodia","sarmentosa","Diodia sarmentosa bisepala","Bremek.",NA,"Wullschlaegel, HR","271",NA,NA,NA,"Southern America","Surinam",NA,NA,"In Guiana Batava prope Paramaribo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"bisepala",NA,NA
"137","2017-09-11 17:13:24-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Rubiaceae","Diodia","sarmentosa","Diodia sarmentosa bisepala","Bremek.",NA,"Menge, JG","s.n.",NA,NA,NA,"Southern America","Surinam",NA,NA,"In Guiana Batava prope Paramaribo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"bisepala",NA,NA
"138","2017-09-11 17:13:24-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Rubiaceae","Diodia","sarmentosa","Diodia sarmentosa bisepala","Bremek.",NA,"Wullschlaegel, HR","271",NA,NA,NA,"Southern America","Surinam",NA,NA,"In Guiana Batava prope Paramaribo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"bisepala",NA,NA
"139","2019-11-21 10:17:51-03","IBt","SP","221599","S","Plantae",NA,NA,"Rubiaceae","Diodella","sarmentosa","Diodella sarmentosa","(Sw.) Bacigalupo & E.L.Cabral","Cabral, E","Pipoly, JJ; Lall, H","8235","1986","08","09","Southern America","Guyana","Barima-Waini",NA,"Barima River head; small rapids 1.5 mi W Eclipse Falls; W of Arakaka","-60.083333","7.633333","1","10",NA,NA,NA,NA,"-60.083333","7.633333","2006",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140","2019-11-21 10:17:51-03","IBt","SP","11872","S","Plantae",NA,NA,"Rubiaceae","Diodella","sarmentosa","Diodella sarmentosa","(Sw.) Bacigalupo & E.L.Cabral","Bacigalupo, NM","Luederwaldt, H","s.n.","1906","05","31",NA,"Brasil","São Paulo","São Paulo","Ipiranga","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA
"141","2020-11-05 09:52:42-03","IBt","SP","272743","S","Plantae",NA,NA,"Rubiaceae","Diodia","sarmentosa","Diodia sarmentosa","Sw.","Zappi, DC","Hind, DJN; Queiroz, RF","H50925","1992","01","21",NA,"Brasil","Bahia","Abaíra","Campo de Ouro Fino","-41.9","-13.25","1700","1700",NA,NA,NA,NA,"-41.9","-13.25","1994",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142","2020-08-07 17:12:01-03","IEPA","HAMAB",NA,"PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Diodella","sarmentosa","Diodella sarmentosa",NA,NA,"Rabelo, BV","878",NA,NA,NA,NA,"?",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143","2020-08-07 17:12:01-03","IEPA","HAMAB",NA,"PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Diodella","sarmentosa","Diodella sarmentosa",NA,NA,"Granville, JJ de","1025",NA,NA,NA,NA,"?",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144","2020-08-07 17:12:01-03","IEPA","HAMAB",NA,"PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Diodia","sarmentosa","Diodia sarmentosa",NA,NA,"Rabelo, BV","949","1980","10","28",NA,"Brasil","Amapá","Macapá",NA,"-51.0663986206055","-0.366667002439499",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"225229","auto",NA,NA,NA,NA,NA,NA
