"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","relatedCatalogItem","typeStatus","infraspecificEpithet","fieldNumber","individualCount"
"14","2020-02-08 09:23:30-03","NBC","NL-BOTANY","U.1566386","PreservedSpecimen","Plantae",NA,"Gentianales","Rubiaceae","Diodella","sarmentosa","Diodella sarmentosa","(Sw.) Bacigalupo & Cabral","Delprete PG","Mennega AMW",NA,"1954","10","04","Southern America","Surinam","Commewijne",NA,"Bank of Pauluskreek.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1566386 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1566386","NL-U1566386",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0164508",NA,NA,NA,NA
"15","2020-02-08 09:23:30-03","NBC","NL-BOTANY","U 0164504","PreservedSpecimen","Plantae",NA,"Gentianales","Rubiaceae","Diodella","sarmentosa","Diodella sarmentosa","(Sw.) Bacigalupo & Cabral",NA,"Hoock JML",NA,"1962","08","04","Southern America","French Guiana",NA,NA,"Kourou",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200164504 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0164504",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"16","2020-02-08 09:23:30-03","NBC","NL-BOTANY","U.1566382","PreservedSpecimen","Plantae",NA,"Gentianales","Rubiaceae","Diodella","sarmentosa","Diodella sarmentosa","(Sw.) Bacigalupo & Cabral","Delprete PG","Pipoly JJ; Lall H",NA,"1986","08","09","Southern America","Guyana","Barima-Waini",NA,"Guyana. Barima-Waini Region: Barima River head; small rapids 1.5 mi W Eclipse Falls; W of Arakaka.","-60.083333","7.633333",NA,NA,NA,"Tall wet forest on granite rocks and red clay.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1566382 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1566382","NL-U1566382","-60.083333","7.633333",NA,NA,NA,NA,NA,"Magnoliopsidae","U 0164503",NA,NA,NA,NA
"17","2020-02-08 09:23:30-03","NBC","NL-BOTANY","U.1566384","PreservedSpecimen","Plantae",NA,"Gentianales","Rubiaceae","Diodella","sarmentosa","Diodella sarmentosa","(Sw.) Bacigalupo & Cabral","Delprete PG","Gonggrijp JW",NA,"1916","06","18","Southern America","Surinam",NA,NA,"Suriname, fluv. Corantijn, Matappi.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1566384 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1566384","NL-U1566384",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0164510",NA,NA,NA,NA
"18","2020-02-08 09:23:30-03","NBC","NL-BOTANY","U.1566387","PreservedSpecimen","Plantae",NA,"Gentianales","Rubiaceae","Diodella","sarmentosa","Diodella sarmentosa","(Sw.) Bacigalupo & Cabral","Delprete PG","Sandwith NY",NA,"1937","08","23","Southern America","Guyana",NA,NA,"Labbakabra Cr., Tiger Ck., Essequibo R.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1566387 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1566387","NL-U1566387",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0164506",NA,NA,NA,NA
"19","2020-02-08 09:23:30-03","NBC","NL-BOTANY","U.1566388","PreservedSpecimen","Plantae",NA,"Gentianales","Rubiaceae","Diodella","sarmentosa","Diodella sarmentosa","(Sw.) Bacigalupo & Cabral","Delprete PG","Versteeg GM",NA,"1903","08","14","Southern America","Surinam",NA,NA,"Suriname fluv. Gonini.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1566388 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1566388","NL-U1566388",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0164513",NA,NA,NA,NA
"20","2020-02-08 09:23:30-03","NBC","NL-BOTANY","U.1566389","PreservedSpecimen","Plantae",NA,"Gentianales","Rubiaceae","Diodella","sarmentosa","Diodella sarmentosa","(Sw.) Bacigalupo & Cabral","Delprete PG","Soeprato",NA,"1913","06","12","Southern America","Surinam",NA,NA,"Suriname",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1566389 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1566389","NL-U1566389",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0164509",NA,NA,NA,NA
"21","2020-02-08 09:23:30-03","NBC","NL-BOTANY","U.1566391","PreservedSpecimen","Plantae",NA,"Gentianales","Rubiaceae","Diodella","sarmentosa","Diodella sarmentosa","(Sw.) Bacigalupo & Cabral","Delprete PG","Maguire B",NA,"1944","06","16","Southern America","Surinam",NA,NA,"In Jacob kondre.",NA,NA,NA,NA,NA,"Along river banks below rapids.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1566391 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1566391","NL-U1566391",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0164512",NA,NA,NA,NA
"22","2020-02-08 09:23:30-03","NBC","NL-BOTANY","U.1566392","PreservedSpecimen","Plantae",NA,"Gentianales","Rubiaceae","Diodella","sarmentosa","Diodella sarmentosa","(Sw.) Bacigalupo & Cabral","Delprete PG","Reijenga TW",NA,"1964","01","10","Southern America","Surinam","Saramacca",NA,"N. of Coesewijne swamp. District Saramacca.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1566392 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1566392","NL-U1566392",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0164514",NA,NA,NA,NA
"23","2020-02-08 09:23:30-03","NBC","NL-BOTANY","U.1566393","PreservedSpecimen","Plantae",NA,"Gentianales","Rubiaceae","Diodella","sarmentosa","Diodella sarmentosa","(Sw.) Bacigalupo & Cabral","Delprete PG","Baker CF",NA,"1908","01","04","Southern America","Brazil","Pará",NA,"Vicinity of Pará.","-48.470614","-1.437281",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1566393 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1566393","NL-U1566393","-48.470614","-1.437281",NA,NA,NA,NA,NA,"Magnoliopsidae","U 0227544",NA,NA,NA,NA
"24","2020-02-08 09:23:30-03","NBC","NL-BOTANY","U.1566417","PreservedSpecimen","Plantae",NA,"Gentianales","Rubiaceae","Diodella","sarmentosa","Diodella sarmentosa","(Sw.) Bacigalupo & Cabral",NA,"Rutten LMR",NA,"1921","08","06","Southern America","Peru","Lima",NA,"Chosica prope Lima.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1566417 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1566417","NL-U1566417",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0252870",NA,NA,NA,NA
"25","2020-02-08 09:23:30-03","NBC","NL-BOTANY","U.1566418","PreservedSpecimen","Plantae",NA,"Gentianales","Rubiaceae","Diodella","sarmentosa","Diodella sarmentosa","(Sw.) Bacigalupo & Cabral",NA,"Steyermark JA; Carreño Espinoza V; Manara BJ",NA,"1973","09","08","Southern America","Venezuela","Sucre",NA,"Estado Sucre: Playa Cautaro, entre Punta de Chivo y Punta Barranca de Guagua, Oeste del Hotel Cumanagoto y Suroeste de Cumaná.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1566418 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1566418","NL-U1566418",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0252869",NA,NA,NA,NA
"26","2020-02-08 09:23:30-03","NBC","NL-BOTANY","U.1566419","PreservedSpecimen","Plantae",NA,"Gentianales","Rubiaceae","Diodella","sarmentosa","Diodella sarmentosa","(Sw.) Bacigalupo & Cabral",NA,"Boldingh I",NA,NA,NA,NA,"Southern America","Venezuela",NA,NA,"Venezuela.",NA,NA,NA,NA,NA,"At the coast.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1566419 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1566419","NL-U1566419",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0252868",NA,NA,NA,NA
"27","2020-02-08 09:23:30-03","NBC","NL-BOTANY","U.1566420","PreservedSpecimen","Plantae",NA,"Gentianales","Rubiaceae","Diodella","sarmentosa","Diodella sarmentosa","(Sw.) Bacigalupo & Cabral",NA,"Steinbach RF",NA,"1966","10","14","Southern America","Bolivia","Cochabamba",NA,"Todos Santos, cerca al Coni. Prov. Chapare, Cochabamba.",NA,NA,NA,NA,NA,"Terrenos arenosos con sombra y algo humedad.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1566420 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1566420","NL-U1566420",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0252867",NA,NA,NA,NA
"28","2020-02-08 09:23:30-03","NBC","NL-BOTANY","U.1566421","PreservedSpecimen","Plantae",NA,"Gentianales","Rubiaceae","Diodella","sarmentosa","Diodella sarmentosa","(Sw.) Bacigalupo & Cabral",NA,"Steinbach RF",NA,"1967","03","03","Southern America","Bolivia","Santa Cruz",NA,"Buena Vista. Prov. Ichilo. Depto, Santa Cruz.",NA,NA,NA,NA,NA,"Terrenos húmedos arenosos a orillas del arroyo.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1566421 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1566421","NL-U1566421",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0252866",NA,NA,NA,NA
"29","2020-02-08 09:23:30-03","NBC","NL-BOTANY","U.1566381","PreservedSpecimen","Plantae",NA,"Gentianales","Rubiaceae","Diodella","sarmentosa","Diodella sarmentosa","(Sw.) Bacigalupo & Cabral","Delprete PG","Pipoly JJ",NA,"1987","03","31","Southern America","Guyana","Essequibo Isl. - West Demerara",NA,"Guyana. Region: Essequibo Isl-W. Demerara. Naamrijck Canal, 8 km SE of Naamrijck Public Rd, just W of Lookout village.","-58.416667","6.833333",NA,NA,NA,"Secondary forest, thickets at margin of agric. areas. Also along canal.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1566381 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1566381","NL-U1566381","-58.416667","6.833333",NA,NA,NA,NA,NA,"Magnoliopsidae","U 0080654",NA,NA,NA,NA
"30","2020-02-08 09:23:30-03","NBC","NL-BOTANY","U.1566390","PreservedSpecimen","Plantae",NA,"Gentianales","Rubiaceae","Diodella","sarmentosa","Diodella sarmentosa","(Sw.) Bacigalupo & Cabral","Delprete PG","Lindeman JC; Görts-van Rijn ARA; Jansen-Jacobs MJ; Hetterscheid-Hollants AMC",NA,"1980","09","28","Southern America","Surinam","Nickerie",NA,"Area of Kabalebo Dam project, distr. Nickerie.","-57.75","4.5",NA,NA,NA,"Forest near road km 113.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1566390 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1566390","NL-U1566390","-57.75","4.5",NA,NA,NA,NA,NA,"Magnoliopsidae","U 0164507",NA,NA,NA,NA
"31","2020-02-08 09:23:30-03","NBC","NL-BOTANY","U.1566422","PreservedSpecimen","Plantae",NA,"Gentianales","Rubiaceae","Diodia","sarmentosa","Diodia sarmentosa","Sw.",NA,"Breteler FJ",NA,"1964","01","30","Southern America","Venezuela","Delta Amacuro",NA,"Delta Amacuro. Near I. Tigre.","-62.416667","9.666667",NA,NA,NA,"Fresh water area. Primary forest, periodically inundated.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1566422 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1566422","NL-U1566422","-62.416667","9.666667",NA,NA,NA,NA,NA,"Magnoliopsidae","U 0252865",NA,NA,NA,NA
"32","2020-02-08 09:23:30-03","NBC","NL-BOTANY","WAG.1500232","PreservedSpecimen","Plantae",NA,"Gentianales","Rubiaceae","Diodia","sarmentosa","Diodia sarmentosa","Sw.",NA,"Breteler FJ",NA,"1964","01","30","Southern America","Venezuela","Delta Amacuro",NA,"Delta Amacuro. Near I. Tigre.","-62.416667","9.666667",NA,NA,NA,"Fresh water area. Primary forest, periodically inundated.<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1500232 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1500232","NL-WAG1500232","-62.416667","9.666667",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"33","2020-02-08 09:23:30-03","NBC","NL-BOTANY","L.2854815","PreservedSpecimen","Plantae",NA,"Gentianales","Rubiaceae","Diodia","sarmentosa","Diodia sarmentosa","Sw.",NA,"Ule EHG",NA,"1910","02","01","Southern America","Brazil",NA,NA,"Bl. neiss am Flussufes.* Rio Euguenan*.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2854815 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2854815","NL-L2854815",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"34","2020-02-08 09:23:30-03","NBC","NL-BOTANY","L.2854818","PreservedSpecimen","Plantae",NA,"Gentianales","Rubiaceae","Diodia","sarmentosa","Diodia sarmentosa","Sw.","Dwyer JD","Steyermark JA; Liesner RL; Delascio Chitty F",NA,"1977","10","17","Southern America","Venezuela","Delta Amacuro",NA,NA,"-61.1","9.083333",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2854818 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2854818","NL-L2854818","-61.1","9.083333",NA,NA,NA,NA,NA,"Magnoliopsidae","L 0543661",NA,NA,NA,NA
"35","2020-02-08 09:23:30-03","NBC","NL-BOTANY","L.4195333","PreservedSpecimen","Plantae",NA,"Gentianales","Rubiaceae","Diodia","sarmentosa","Diodia sarmentosa","Sw.",NA,"Delprete PG; Croizer F",NA,"1999","02","07","Southern America","French Guiana",NA,NA,"route Cayenne - Brazil (Rt. de Regina), bridge over the Orapu River, near Auberge des Orpailleurs.","-52.333333","4.5",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.4195333 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L4195333","NL-L4195333","-52.333333","4.5",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"36","2020-02-08 09:23:30-03","NBC","NL-BOTANY","L.2854819","PreservedSpecimen","Plantae",NA,"Gentianales","Rubiaceae","Diodia","sarmentosa","Diodia sarmentosa tetrasepala",NA,NA,"Splitgerber FL",NA,"1839","11","01","Southern America","Surinam",NA,NA,"in campis, cultis et unteron Suriname, prope Paramaribo. *.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2854819 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2854819","NL-L2854819",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,"tetrasepala",NA,NA
"37","2019-02-15 11:49:30-02","IPA","IPA","763","S","Plantae","Plantae",NA,"Rubiaceae","Diodia","sarmentosa","Diodia sarmentosa","Sw.","Sucre, D.","Andrade-Lima; Black; Black","48-3167","1948","08","22","Southern America","Brasil","Pará","São Miguel do Guamá","beira dos rios Guamá e Irituia. Igapó.","-47.4832992553711","-1.62667000293732",NA,NA,NA,"Cipó herbáceo; flor branca, folhas ásperas.","IPA0000763",NA,NA,NA,"1964","12",NA,"53234","auto",NA,NA,NA,NA,NA,NA
"38","2019-02-15 11:49:30-02","IPA","IPA","764","S","Plantae","Plantae",NA,"Rubiaceae","Diodia","sarmentosa","Diodia sarmentosa bisepala","Bremek.","Sucre, D.","Andrade-Lima; Black; Black","48-3167a","1948","08","22","Southern America","Brasil","Pará","São Miguel do Guamá","beira dos rios Igapó.","-47.4832992553711","-1.62667000293732",NA,NA,NA,"Cipó herbáceo; flor branca; folhas ásperas.","IPA0000764",NA,NA,NA,"1964","11",NA,"53234","auto",NA,NA,NA,"bisepala",NA,NA
"39","2019-02-15 11:49:30-02","IPA","IPA","764","S","Plantae","Plantae",NA,"Rubiaceae","Diodia","sarmentosa","Diodia sarmentosa bisepala","Bremek.","Sucre, D.","Andrade-Lima; Black; Black","48-3167a","1948","08","22","Southern America","Brasil","Pará","São Miguel do Guamá","beira dos rios Igapó.","-47.4832992553711","-1.62667000293732",NA,NA,NA,"Cipó herbáceo; flor branca; folhas ásperas.","IPA0000764",NA,NA,NA,"1964","11",NA,"53234","auto",NA,NA,NA,"bisepala",NA,NA
"40","2020-10-27 09:14:34-03","UFPB","JPB","65510","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Rubiaceae","Diodella","sarmentosa","Diodella sarmentosa","(Sw.) Bacigalupo & E.L.Cabral",NA,"Mól, DFF; Costa-Lima, JL","95","2009","09","30","Southern America","Brasil","Rio Grande do Norte","Parnamirim","Mata do Jiqui","-35.183889","-5.923611",NA,NA,NA,NA,"JPB0065510",NA,"-35.183889","-5.923611",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-04-22 16:24:01-03","UFPB","JPB","64447","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Rubiaceae","Diodia","sarmentosa","Diodia sarmentosa","Sw.","Pivari, MO","Pivari, MO; Salino, A; Dittrich, V; Oliveira, VB","823","2008","02","19","Southern America","Brasil","Minas Gerais","Marliéria","Parque Estadual do Rio Doce, Lagoa Carioca","-42.620278","-19.758333",NA,NA,NA,"; DESC: Erva, ca. 1m alt., anfíbia. Flores brancas","JPB0064447",NA,"-42.620278","-19.758333","2008","02","19",NA,NA,NA,NA,NA,NA,NA,NA
"42","2020-06-29 09:31:57-03","UFRRJ","RBR","24171","S","Plantae",NA,NA,"Rubiaceae","Diodella","sarmentosa","Diodella sarmentosa","(Sw.) Bacigalupo & E.L.Cabral","B.V. Rabelo","B.V. Rabelo","878","1980","10","24",NA,"Brasil","Amapá","Macapá","Igarapé do Lago","-51.0663986206055","-0.366667002439499",NA,NA,NA,NA,"RBR00024171",NA,NA,NA,"1981","07",NA,"225229","auto",NA,NA,NA,NA,NA,NA
