"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","recordNumber","coordinatePrecision","occurrenceRemarks","geoFlag","phylum","order","individualCount","infraspecificEpithet","continentOcean","preparationType","class","typeStatus","relationshipType","relatedCatalogItem","fieldNumber"
"11","2019-06-10 10:10:40-03","FZB-BH","CVJBFZB","276","S","Plantae","Bromeliaceae","Aechmea","recurvata","Aechmea recurvata","(Klotzsch) L.B.Sm.","Elton. C. M. Leme","2009","05",NA,"Jones Caldas da Silva;",NA,NA,NA,"Brasil","Santa Catarina","Picarras","A beira mar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"254",NA,"Magnoliophyta","Poales","1",NA,NA,NA,NA,NA,NA,NA,NA
"12","2019-06-10 10:10:40-03","FZB-BH","CVJBFZB","7","S","Plantae","Bromeliaceae","Aechmea","recurvata","Aechmea recurvata benratii","(Klotzsch) L.B.Sm.","Elton. C. M. Leme","2009","05",NA,"Janes Caldas da Silva;","1980",NA,NA,"Brasil","Rio Grande do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"254",NA,"Magnoliophyta","Poales","1","benratii",NA,NA,NA,NA,NA,NA,NA
"13","2019-06-10 10:10:40-03","FZB-BH","CVJBFZB","233","S","Plantae","Bromeliaceae","Aechmea","recurvata","Aechmea recurvata litle bem","(Klotzsch) L.B.Sm.","Elton. C. M. Leme","2009","05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"254",NA,"Magnoliophyta","Poales","1","litle bem",NA,NA,NA,NA,NA,NA,NA
"14","2019-06-10 10:10:40-03","FZB-BH","CVJBFZB","230","S","Plantae","Bromeliaceae","Aechmea","recurvata","Aechmea recurvata var. benrathii suave","(Klotzsch) L.B.Sm.","Elton. C. M. Leme","2009","05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"254",NA,"Magnoliophyta","Poales","1","var. benrathii suave",NA,NA,NA,NA,NA,NA,NA
"15","2019-06-10 10:10:40-03","FZB-BH","CVJBFZB","442","S","Plantae","Bromeliaceae","Aechmea","recurvata","Aechmea recurvata var. ortgiesii","(Klotzsch) L.B.Sm.","Elton. C. M. Leme","2009","05",NA,NA,NA,NA,NA,"Brasil","Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"254",NA,"Magnoliophyta","Poales",NA,"var. ortgiesii",NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","376372","PreservedSpecimen","Plantae","Bromeliaceae","Aechmea","recurvata","Aechmea recurvata","(Klotzsch) L.B.Sm.","L. B. Smith",NA,NA,NA,"J. E. Leite","1941","04",NA,"Brazil","Rio Grande do Sul",NA,"In Monte Limmer [or Zimmer?] prope Estaçao Capela",NA,NA,NA,NA,NA,NA,"NY00376372","NY00376372_01","447",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=494361' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"Magnoliophyta","Poales",NA,NA,"South America","sheet",NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","376371","PreservedSpecimen","Plantae","Bromeliaceae","Aechmea","recurvata","Aechmea recurvata ortgiesii","(Baker) Reitz","L. B. Smith",NA,NA,NA,"M. Rossato","1988","04","23","Brazil","Rio Grande do Sul","Jaquirana","Jaquirana. Faz. Boa Vista","-50.3578","-28.8847",NA,NA,"900","900","NY00376371",NA,"4005",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=221269' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"Magnoliophyta","Poales",NA,"ortgiesii","South America","sheet",NA,NA,NA,NA,NA
"18","2020-06-29 11:29:37-03","UFRJ","RFA","30873","PreservedSpecimen","Plantae","Bromeliaceae","Aechmea","recurvata","Aechmea recurvata","(Klotzsch) L.B.Sm.","A. P. G. de Faria","2001","07","06","A. P. G. de Faria; T. Wendt","2001","07","06","Brasil",NA,"Brasil","Região Sul",NA,NA,NA,NA,NA,NA,"RFA51922",NA,"31",NA,"Planta cultivada por Luiz Carlos Gurken. Folhas do centro da roseta avermelhadas. Pétalas roxas. Brácteas florais e sépalas rosas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2020-06-29 11:29:37-03","UFRJ","RFA","30902","PreservedSpecimen","Plantae","Bromeliaceae","Aechmea","recurvata","Aechmea recurvata","(Klotzsch) L.B.Sm.","A. Costa",NA,NA,NA,"A. P. G. de Faria; A. Costa","2001","07",NA,"Brasil",NA,"Brasil","Região Sul",NA,NA,NA,NA,NA,NA,"RFA51913",NA,"45",NA,"Planta cultivada por A. Costa. Folhas do centro da roseta avermelhadas. Pétalas roxas, brácteas florais e sépalas rosas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2020-06-29 11:29:37-03","UFRJ","RFA","28237","PreservedSpecimen","Plantae","Bromeliaceae","Aechmea","recurvata","Aechmea recurvata","(Klotzsch) L.B.Sm.","T. Wendt",NA,NA,NA,"T. Wendt; G. K. Brown; A. P. G. de Faria","2000","11","24","Brasil","Rio de Janeiro","Rio de Janeiro","Vargem Grande, propriedade de João Márcio de Melo. Sul do Brasil","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,"RFA51925",NA,"343","57442","Folhas coriáceas verdes, flores rosas. Fl. Cult. Em abril de 2003","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2020-11-24 17:10:34-03","UTFPR","DVPR","5044","PreservedSpecimen","Plantae","Bromeliaceae","Aechmea","recurvata","Aechmea recurvata","(Klotzsch) L.B.Sm.","Estevan, DA","2017","02",NA,"Minuzzo, JJ; et al.","2016","12",NA,"Brasil","Paraná","São Jorge d' Oeste","RPPN Salto do Chopim","-53.043755","-25.364014","-53.043755","-25.364014",NA,NA,"DVPR005044",NA,"6",NA,"Epífita, frutos; Relevo: ondulado. Vegetação: Floresta Estacional Semidecidual",NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2019-12-04 15:26:25-03","PUCPR","HUCP","20387","S","Plantae","Bromeliaceae","Aechmea","recurvata","Aechmea recurvata","(Klotzsch.) L.B. Sm.","Kersten, RA",NA,NA,NA,"Kersten, RA","2009","07","08","Brasil","Paraná","Araucária","Parque Estadual José Wachwicz","-49.4103012084961","-25.5930995941162",NA,NA,NA,NA,NA,NA,"1364","21346",NA,"auto","Monocotiledonea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2019-12-04 15:26:25-03","PUCPR","HUCP","21787","S","Plantae","Bromeliaceae","Aechmea","recurvata","Aechmea recurvata","(Klotzsch.) L.B. Sm.","Kersten, RA",NA,NA,NA,"Selusniaki, M","2009","10",NA,"Brasil","Paraná","Palmas",NA,"-51.9906005859375","-26.4841995239258",NA,NA,NA,NA,NA,NA,"3010","46666",NA,"auto","Monocotiledonea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2019-12-04 15:26:25-03","PUCPR","HUCP","21231","S","Plantae","Bromeliaceae","Aechmea","recurvata","Aechmea recurvata","(Klotzsch.) L.B. Sm.","Kersten, RA",NA,NA,NA,"Selusniaki, M","2009","10","17","Brasil","Paraná","Palmas","Refúgio de Vida Silvestre","-51.9906005859375","-26.4841995239258",NA,NA,NA,NA,NA,NA,"2873","46666",NA,"auto","Monocotiledonea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2019-12-04 15:26:25-03","PUCPR","HUCP","14324","S","Plantae","Bromeliaceae","Aechmea","recurvata","Aechmea recurvata","(Klotzsch.) L.B. Sm.","Bettega, GT",NA,NA,NA,"Libsch, D","2000","07","20","Brasil","Santa Catarina","Mirim Doce","Mirinzinho","-50.0766983032227","-27.1963996887207",NA,NA,NA,NA,"HUCP00004702","HUCP00004702","036","28064",NA,"auto","Monocotiledonea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-02-08 21:33:33-03","UFBA","ALCB","50768","PreservedSpecimen","Plantae","Bromeliaceae","Aechmea","recurvata","Aechmea recurvata",NA,"Oliveira, ALPC de","2000","10",NA,"Oliveira, ALPC de","2000","10","10","Brasil","Rio de Janeiro","Rio de Janeiro",NA,"-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,NA,NA,"s/n","57442","folhas cartáceas, concolores. Planta comercializada.","auto","Monocotyledon",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA
"27","2020-02-08 10:12:05-03","NBC","NL-BOTANY","L.1429902","PreservedSpecimen","Plantae","Bromeliaceae","Aechmea","recurvata","Aechmea recurvata","(Klotzsch) L.B.Sm.",NA,NA,NA,NA,"Reinsch PF","1898","11","01","Brazil",NA,NA,"Porto Alegre: auf den Tarthevaõbergen grappen weipe Zwischen felsen. *.",NA,NA,NA,NA,NA,NA,"NL-L1429902","NL-L1429902",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1429902 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"Poales",NA,NA,"Southern America",NA,"Magnoliopsidae",NA,NA,NA,NA
"28","2020-02-08 10:12:05-03","NBC","NL-BOTANY","L.3736688","PreservedSpecimen","Plantae","Bromeliaceae","Aechmea","recurvata","Aechmea recurvata","(Klotzsch) L.B.Sm.",NA,NA,NA,NA,"Pedersen TM","1982","09","16","Argentina",NA,NA,"Argentinae. Carandayty. Dep. San Miguel. Prov. Corrientes.",NA,NA,NA,NA,NA,NA,"NL-L3736688","NL-L3736688",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3736688 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"Poales",NA,NA,"Southern America",NA,"Magnoliopsidae",NA,NA,NA,NA
"29","2020-02-08 10:12:05-03","NBC","NL-BOTANY","L.3736691","PreservedSpecimen","Plantae","Bromeliaceae","Aechmea","recurvata","Aechmea recurvata","(Klotzsch) L.B.Sm.",NA,NA,NA,NA,"Pedersen TM","1982","09","16","Argentina",NA,NA,"Argentinae. Carandayty. Dep. San Miguel. Prov. Corrientes.",NA,NA,NA,NA,NA,NA,"NL-L3736691","NL-L3736691",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3736691 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"Poales",NA,NA,"Southern America",NA,"Magnoliopsidae",NA,NA,NA,NA
"30","2020-02-08 10:12:05-03","NBC","NL-BOTANY","WAG.1456161","PreservedSpecimen","Plantae","Bromeliaceae","Aechmea","recurvata","Aechmea recurvata","(Klotzsch) L.B.Sm.",NA,NA,NA,NA,"Hatschbach GG","1975","08","27","Brazil",NA,NA,"Rio Bitumirim (mun. Piranga) Paraná.",NA,NA,NA,NA,NA,NA,"NL-WAG1456161","NL-WAG1456161",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1456161 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"Poales",NA,NA,"Southern America",NA,"Magnoliopsidae",NA,NA,NA,NA
"31","2020-02-08 10:12:05-03","NBC","NL-BOTANY","U.1166711","PreservedSpecimen","Plantae","Bromeliaceae","Aechmea","recurvata","Aechmea recurvata ortgiesii","(Baker) Reitz",NA,NA,NA,NA,"Lindeman JC; Haas JH de","1967","03","06","Brazil",NA,NA,"Est. Parana. Fazenda reserva, ca. 85 km S.W. of Guarapuava.",NA,NA,NA,NA,NA,NA,"NL-U1166711","NL-U1166711",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1166711 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"Poales",NA,"ortgiesii","Southern America",NA,"Magnoliopsidae",NA,NA,NA,NA
"32","2020-02-08 10:12:05-03","NBC","NL-BOTANY","U.1166712","PreservedSpecimen","Plantae","Bromeliaceae","Aechmea","recurvata","Aechmea recurvata ortgiesii","(Baker) Reitz",NA,NA,NA,NA,"Lindeman JC; Haas JH de","1966","06","28","Brazil",NA,NA,"Est. Parana. N.E. of Palotina, near Rio Piquiri. Young sec. growth near hydro-dam in Rio Azul.",NA,NA,NA,NA,NA,NA,"NL-U1166712","NL-U1166712",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1166712 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"Poales",NA,"ortgiesii","Southern America",NA,"Magnoliopsidae",NA,NA,NA,NA
"33","2020-02-08 10:12:05-03","NBC","NL-BOTANY","U.1166713","PreservedSpecimen","Plantae","Bromeliaceae","Aechmea","recurvata","Aechmea recurvata ortgiesii","(Baker) Reitz",NA,NA,NA,NA,"Lindeman JC; Haas JH de","1967","03","18","Brazil",NA,NA,"Est. Parana. Fazenda Reserva, ca. 85 km S.W. of Guarapuava. Cachambu.",NA,NA,NA,NA,NA,NA,"NL-U1166713","NL-U1166713",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1166713 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"Poales",NA,"ortgiesii","Southern America",NA,"Magnoliopsidae",NA,NA,NA,NA
"34","2020-11-04 11:03:42-03","ESALQ","ESA","111854","PreservedSpecimen","Plantae","Bromeliaceae","Aechmea","recurvata","Aechmea recurvata",NA,"Hoeltgebaum, M.P.","2009","05","22","Gasper, A.L.","2009","01","22","Brasil","Santa Catarina","Irani",NA,"-51.9016990661621","-27.0247001647949",NA,NA,NA,NA,"ESA111854",NA,NA,"13629",NA,"auto","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-01-14 15:25:33-03","MN","R","102840","PreservedSpecimen","Plantae","Bromeliaceae","Aechmea","recurvata","Aechmea recurvata","(Klotzsch) L.B. Sm.",NA,NA,NA,NA,"Smith, L.B.","1952","03","06","Brasil","Santa Catarina",NA,NA,NA,NA,NA,NA,NA,NA,"R010004160","R010004160","6082",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-01-14 15:25:33-03","MN","R","109128","PreservedSpecimen","Plantae","Bromeliaceae","Aechmea","recurvata","Aechmea recurvata","(Klotzsch) L.B. Sm.",NA,NA,NA,NA,"Castellanos, A.","1959","10","24","Brasil","Rio Grande do Sul",NA,NA,NA,NA,NA,NA,NA,NA,"R010004155","R010004155","22553",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-01-14 15:25:33-03","MN","R","161711","PreservedSpecimen","Plantae","Bromeliaceae","Aechmea","recurvata","Aechmea recurvata","(Klotzsch) L.B. Sm.",NA,NA,NA,NA,"Costa, J.A.F.","1986","09","19","Brasil","Paraná",NA,NA,NA,NA,NA,NA,NA,NA,"R010004159","R010004159","101",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-01-14 15:25:33-03","MN","R","197523","PreservedSpecimen","Plantae","Bromeliaceae","Aechmea","recurvata","Aechmea recurvata","(Klotzsch) L.B. Sm.",NA,NA,NA,NA,"Pabst, G.F.J.","1961","10","21","Brasil","Santa Catarina",NA,NA,NA,NA,NA,NA,NA,NA,"R010004158","R010004158","6113",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-01-14 15:25:33-03","MN","R","46342","PreservedSpecimen","Plantae","Bromeliaceae","Aechmea","recurvata","Aechmea recurvata","(Klotzsch) L.B. Sm.",NA,NA,NA,NA,"Dusén, P.H.K.","1903","11","27","Brasil","Paraná","Curitiba",NA,"-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,"R010004161","R010004161","2410","25180",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-01-14 15:25:33-03","MN","R","21426","PreservedSpecimen","Plantae","Bromeliaceae","Aechmea","recurvata","Aechmea recurvata","(Klotzsch) L.B. Sm.",NA,NA,NA,NA,"Dusén, P.H.K.","1903","12","27","Brasil","Paraná","Piraí do Sul",NA,"-49.948600769043","-24.5261001586914",NA,NA,NA,NA,"R010004163","R010004163","3028","37171",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-01-14 15:25:33-03","MN","R","46340","PreservedSpecimen","Plantae","Bromeliaceae","Aechmea","recurvata","Aechmea recurvata","(Klotzsch) L.B. Sm.",NA,NA,NA,NA,"Schwacke, C.A.W.","1884","04",NA,"Brasil","Santa Catarina","Blumenau",NA,"-49.0661010742188","-26.9193992614746",NA,NA,NA,NA,"R010004162","R010004162 R010004162_1","55","34291",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-01-14 15:25:33-03","MN","R","108537","PreservedSpecimen","Plantae","Bromeliaceae","Aechmea","recurvata","Aechmea recurvata","(Klotzsch) L.B. Sm.",NA,NA,NA,NA,"Mello Filho, L.E.","1959","11",NA,"Brasil","Santa Catarina","Lages",NA,"-50.326099395752","-27.8160991668701",NA,NA,NA,NA,"R010004157","R010004157","1809","70701",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-01-14 15:25:33-03","MN","R","226594","PreservedSpecimen","Plantae","Bromeliaceae","Aechmea","recurvata","Aechmea recurvata","(Klotzsch) L.B. Sm.","Gomes-da-Silva, J.","2008","02","15","Gomes-da-Silva, J.","2008","02","15","Brasil","Santa Catarina","Campo Alegre","Salto do Engenho.","-49.2655982971191","-26.1924991607666",NA,NA,NA,NA,"R010005386","R010005386","24","37493",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2018-11-21 10:17:27-02","BGBM","B","B 10 0244088","S","Plantae","Bromeliaceae","Aechmea","recurvata","Aechmea recurvata","Reitz",NA,NA,NA,NA,"H. Strauss","1910","01","19","Brazil",NA,NA,"Prov. S. Paulo, Prov. S. Catharina.",NA,NA,NA,NA,NA,NA,"B100244088","B100244088",NA,NA,"Lagernamen prüfen- unter sp. oder var. gelagert?; collected as Aechmea ortgiesii Baker; collection of cultivated material by H. Strauss? <a href=http://herbarium.bgbm.org/object/B100244088 target=other class=eLink> <mi>dwc_moreinfo</mi>",NA,NA,NA,NA,NA,"Middle and South America",NA,NA,"holotype",NA,NA,NA
"45","2019-12-19 08:08:01-03","FPS","FPS","795","MachineObservation","Plantae","Bromeliaceae","Aechmea","recurvata","Aechmea recurvata","(Klotzsch) L. B. Sm.","Schwirkowski, P.","2015","02","22","Schwirkowski, P.","2015","02","22","Brasil","Santa Catarina","São Bento do Sul","Serra Alta. Atrás da Implantec.","-49.389189","-26.292649","-49.389189","-26.292649",NA,NA,"FPS00795,FURB48430","FPS00795_v01 FPS00795_v02 FPS00795_v03 FURB48430","1055",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"voucher","FURB 48430",NA
"46","2019-12-19 08:08:01-03","FPS","FPS","1867","MachineObservation","Plantae","Bromeliaceae","Aechmea","recurvata","Aechmea recurvata","(Klotzsch) L. B. Sm.","Schwirkowski, P.","2010","08","29","Schwirkowski, P.","2010","08","29","Brasil","Santa Catarina","São Bento do Sul","Rio Natal - Trilha do Parque das Aves","-49.276775","-26.362928","-49.276775","-26.362928",NA,NA,"FPS01867","FPS01867_v01 FPS01867_v02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2019-12-19 08:08:01-03","FPS","FPS","3259","MachineObservation","Plantae","Bromeliaceae","Aechmea","recurvata","Aechmea recurvata","(Klotzsch) L.B.Sm.","Romanini, R.P.","2018","07","23","Schwirkowski, P.","2018","02","25","Brasil","Santa Catarina","São Bento do Sul","Bairro Mato Preto","-49.391917","-26.195522","-49.391917","-26.195522",NA,NA,"FPS03259","FPS03259_v01 FPS03259_v02 FPS03259_v03","2685",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2019-12-19 08:08:01-03","FPS","FPS","885","MachineObservation","Plantae","Bromeliaceae","Aechmea","recurvata","Aechmea recurvata","(Klotzsch) L.B.Sm.","Romanini, R.P.","2018","07","23","Schwirkowski, P.","2015","05","16","Brasil","Santa Catarina","São Bento do Sul","Trilha do Parque 23 de Setembro","-49.383622","-26.27563","-49.383622","-26.27563",NA,NA,"FPS00885,FURB48520","FPS00885_v01 FPS00885_v02 FPS00885_v03 FURB48520","1147",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"voucher","FURB 48520",NA
"49","2019-12-19 08:08:01-03","FPS","FPS","1718","MachineObservation","Plantae","Bromeliaceae","Aechmea","recurvata","Aechmea recurvata","(Klotzsch) L. B. Sm.","Schwirkowski, P.","2011","10","10","Schwirkowski, P.","2011","10","10","Brasil","Santa Catarina","São Bento do Sul","Trilha Parque Horto Florestal do SAMAE","-49.360175","-26.233265","-49.360175","-26.233265",NA,NA,"FPS01718","FPS01718_v01 FPS01718_v02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2019-02-15 11:35:33-02","IPA","IPA","43064","S","Plantae","Bromeliaceae","Aechmea","recurvata","Aechmea recurvata","(Klotzsch) L.B. Sm.","Siqueira-Filho, J.A.","1998","06","22","Andrade-Lima","1975",NA,NA,"Brasil","Rio Grande do Sul",NA,NA,NA,NA,NA,NA,NA,NA,"IPA0043064",NA,"75-8021",NA,NA,NA,"Plantae",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA
