"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","coordinatePrecision","geoFlag","fieldNumber","typeStatus","individualCount"
"143","2011-02-18 16:05:00-02","MO","MOBOT","3063435","PreservedSpecimen","Plantae",NA,NA,"Zingiberaceae","Renealmia","petasites","Renealmia petasites","Gagnep.","P.J.M. Maas (WAG)","G. Hieronymus","Hieronymus 249",NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144","2014-09-26 11:25:00-03","MO","MOBOT","3063437","PreservedSpecimen","Plantae",NA,NA,"Zingiberaceae","Renealmia","petasites","Renealmia petasites","Gagnep.","P. Maas","Peter W. Lund","Lund s.n.",NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145","2011-06-27 08:43:00-03","MO","MOBOT","3063533","PreservedSpecimen","Plantae",NA,NA,"Zingiberaceae","Renealmia","petasites","Renealmia petasites","Gagnep.","P. Maas","F. Sellow","Sellow 498","1814",NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146","2009-07-27 09:32:00-03","MO","MOBOT","3063654","PreservedSpecimen","Plantae",NA,NA,"Zingiberaceae","Renealmia","petasites","Renealmia petasites","Gagnep.","P. Maas","Auguste F.M. Glaziou","Glaziou 20515","1861",NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147","2016-09-14 05:18:00-03","MO","MOBOT","3063761","PreservedSpecimen","Plantae",NA,NA,"Zingiberaceae","Renealmia","petasites","Renealmia petasites","Gagnep.","P.J.M. Maas","Paul J. M. Maas","Maas 3300","1977","10","18","South America","Brazil","Rio de Janeiro",NA,"Serra macahé, forest.",NA,NA,NA,NA,NA,NA,"1100.00000000","1250.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"148","2015-10-22 10:03:28-02","UNIOESTE","UNOP","1586","S","Plantae",NA,NA,"Zingiberaceae","Renealmia","petasites","Renealmia petasites","Gagnep.","Fendrich, T.G.","Lima, D.F.; Gerlach, A.; Fendrich, T.G.; Gerlach, A.; Fendrich, T.G.","71","2010","09","17",NA,"Brasil","Paraná","Antonina","Reserva Natural do Rio Cachoeira","-48.7118988037109","-25.4286003112793",NA,"DESINFETADA COM QUEROSENE E NAFTALINA. Floresta Ombrófila Densa. Trilha do Bom Jesus. Herbácea 1,5m. Pétalas brancas. Frutos vermelhos.",NA,NA,NA,NA,"2010","10",NA,NA,NA,NA,NA,"38300","auto",NA,NA,NA
"149","2018-09-12 14:48:38-03","UNIOESTE","UNOP","7016","S","Plantae",NA,NA,"Zingiberaceae","Renealmia","petasites","Renealmia petasites","Gagnep.","Lombardi, J.A.","Lombardi, J.A.","8474","2011","04","14",NA,"Brasil","Rio de Janeiro","Teresópolis","Parque Nacional da Serra dos Órgãos. Trilha Mozart Catão.","-42.995297","-22.425556",NA,"Mata atlântica. Erva rizomatosa, aromática, eixo da inflorescência e pedicelo vermelho, ovário e cálice rosado, corola branca, frutos maduros negros, sementes marrons com arilo laranja.",NA,NA,"1190","1190","2011","04",NA,"-42.995297","-22.425556",NA,NA,NA,NA,NA,NA,NA
"150","2020-07-10 09:49:41-03","MBML","MBML-HERBARIO","13573",NA,"Plantae",NA,NA,"Zingiberaceae","Renealmia","petasites","Renealmia petasites","Gaynepain",NA,"M. Alves; et al","1954","2000","06","02",NA,"Brasil","Espírito Santo","Cariacica","REBIO de Duas Bocas","-40.479167","-20.272778",NA,"Erva ereta caulescente, rizoma amarelo internamente com odor intenso; escapo axilar vermelho escarlate, flores brancas com a base rósea, frutos vermelhos com cálice persistente. Área de encosta úmida.","MBML013573",NA,NA,NA,NA,NA,NA,"40W28'45","20S16'22",NA,NA,NA,NA,NA,NA,NA
"151","2020-07-10 09:49:41-03","MBML","MBML-HERBARIO","33371",NA,"Plantae",NA,NA,"Zingiberaceae","Renealmia","petasites","Renealmia petasites","Gaynepain","Guimarães/09-10-2007","P. Labiak; et al","4057","2007","07","12",NA,"Brasil","Espírito Santo","Santa Teresa","Alto de Santo Antônio, terreno do Boza","-40.591667","-19.909167",NA,"Terrestre no interior da mata, próximo à riacho. Cálice e frutos vermelhos, pétalas alvas.","MBML033371",NA,NA,NA,NA,NA,NA,"40W35'30","19S54'33",NA,NA,NA,NA,NA,NA,NA
"152","2021-03-04 11:06:35-03","UFRB","HURB","4902","PreservedSpecimen","Plantae",NA,NA,"Zingiberaceae","Renealmia","petasites","Renealmia petasites","Gagnep.",NA,"Aona, L.Y.S.; Costa, G; Fonseca, W.; Jardim, J.G.; et al","1969","2013","01","07",NA,"Brasil","Bahia","Boa Nova","P.N. de Boa Nova; Ramal para Fazenda Liberdade, Setor Sul","-40.119722","-14.4125",NA,NA,"HURB000004902",NA,"917","917",NA,NA,NA,"40°07'11 W","14°24'45 S",NA,NA,NA,NA,NA,NA,NA
"153","2021-03-03 13:56:32-03","UFF","NIT","NIT10555","PreservedSpecimen","Plantae",NA,NA,"Zingiberaceae","Renealmia","petasites","Renealmia petasites","Gagnep.","L, Teixeira & A, Lobão","A. Lobão; A. Narcizo, A. Rena, G. Moraes, I. Lopes, J. P. Guedes & N. Barros","2364","2016","03","20",NA,"Brasil","Rio de Janeiro","Nova Friburgo","Rio de Janeiro, Nova Friburgo, Lumiar, Zona Rural (Galdinópolis), estrada para oficina das Ervas, beira do rio Macaé, próximo à Pedra Azul.","-42.5311012268066","-22.2819004058838",NA,"Folhas cartáceas, lisas, verdes levemente discolores. Flores rosa claro, frutos vermelhos Habito: Erva","NIT00001789",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"33190","auto",NA,NA,NA
"154","2021-02-25 10:11:39-03","CVRD","CVRD","13151","PreservedSpecimen","Plantae","Magnoliophyta","Zingiberales","Zingiberaceae","Renealmia","petasites","Renealmia petasites","Gagnep.","Paul J. M. Maas","Folli, D.A.","6700","2010","10","08","América do Sul","BRASIL","ES","Domingos Martins",NA,"-40.865944","-20.327479",NA,"<ll>dwc_commonname:</ll> Gengibre falso","CVRD013151","CVRD013151","890","890","2017","07","30","-40,865944","-20,327479","Liliopsida",NA,NA,NA,NA,NA,NA
"155","2021-02-25 10:11:39-03","CVRD","CVRD","14461","PreservedSpecimen","Plantae","Magnoliophyta","Zingiberales","Zingiberaceae","Renealmia","petasites","Renealmia petasites","Gagnep.","Paul J. M. Maas","Folli, D.A.","7083","2013","06","14","América do Sul","BRASIL","ES","Marechal Floriano",NA,"-40.6831016540527","-20.4127998352051",NA,"<ll>dwc_commonname:</ll> Gengibre falso","CVRD014461",NA,"990","990","2017","07","30",NA,NA,"Liliopsida",NA,"23038","auto",NA,NA,NA
"156","2021-03-01 11:53:03-03","UFPE","UFP","37670","PreservedSpecimen","Plantae",NA,NA,"Zingiberaceae","Renealmia","petasites","Renealmia petasites","Gaynepain",NA,"Alves, M; Sousa, G","1954","2000","06","02",NA,"Brasil","Espírito Santo","Cariacica",NA,"-40.477778","-20.2725",NA,"Área de encosta úmida.; Erva ereta caulescente, rizoma amarelo internamente com odor intenso; escapo axilar vermelho escarlate; flores brancas com base rósea, frutos vermelhos com cálice persistente.","UFP037670",NA,"700","750",NA,NA,NA,"-40.477778","-20.2725",NA,NA,NA,NA,NA,NA,NA
"157","2021-03-01 11:53:03-03","UFPE","UFP",NA,"PreservedSpecimen","Plantae",NA,NA,"Zingiberaceae","Renealmia","petasites","Renealmia petasites","Gaynepain",NA,"Alves, M; Sousa, G","1954","2000","06","02",NA,"Brasil","Espírito Santo","Cariacica",NA,"-40.477778","-20.2725",NA,"Área de encosta úmida.; Erva ereta caulescente, rizoma amarelo internamente com odor intenso; escapo axilar vermelho escarlate; flores brancas com base rósea, frutos vermelhos com cálice persistente.",NA,NA,"700","750",NA,NA,NA,"-40.477778","-20.2725",NA,NA,NA,NA,NA,NA,NA
"158","2021-03-01 11:53:03-03","UFPE","UFP","40909","PreservedSpecimen","Plantae",NA,NA,"Zingiberaceae","Renealmia","petasites","Renealmia petasites","Gaynepain","Oliveira, M","Cara, PAA","80","2004","04",NA,NA,"Brasil","Alagoas","Ibateguara",NA,"-35.9393997192383","-8.97249984741211",NA,"Erva ereta apresentando flor de cor roxa, presente em beira de rio no interior da mata.","UFP040909",NA,NA,NA,"2004",NA,NA,NA,NA,NA,NA,"16798","auto",NA,NA,NA
"159","2021-03-01 11:53:03-03","UFPE","UFP","36094","PreservedSpecimen","Plantae",NA,NA,"Zingiberaceae","Renealmia","petasites","Renealmia petasites","Gaynepain",NA,"Olivera, M; Grillo, AA","627","2001","09","05",NA,"Brasil","Alagoas","Ibateguara",NA,"-35.9393997192383","-8.97249984741211",NA,"Érva. Frutos róseos. Ocasional.","UFP036094",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16798","auto",NA,NA,NA
"160","2020-09-12 05:00:02-03","US","US","2579992","PreservedSpecimen","Plantae",NA,"Zingiberales","Zingiberaceae","Renealmia","petasites","Renealmia petasites","Gagnep.","Maas, P. J. M.","F. C. Hoehne & A. Gehrt","s.n.","1936","10","6","South America - Neotropics","Brazil","São Paulo",NA,"Alto da serra, estacao biologica",NA,NA,NA,NA,"US00337756","US00337756_01",NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,"1"
"161","2020-09-12 05:00:02-03","US","US","3212360","PreservedSpecimen","Plantae",NA,"Zingiberales","Zingiberaceae","Renealmia","petasites","Renealmia petasites","Gagnep.","Maas, P. J. M.","G. Hatschbach, M. M. Hatschbach & V. Nicolack","53514","1989","9","20","South America - Neotropics","Brazil","Espírito Santo",NA,"Victor hugo",NA,NA,NA,NA,"US00382479","US00382479_01",NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,"1"
"162","2020-09-12 05:00:02-03","US","US","2252464","PreservedSpecimen","Plantae",NA,"Zingiberales","Zingiberaceae","Renealmia","petasites","Renealmia petasites","Gagnep.","Maas, P. J. M.","R. Reitz & R. M. Klein","4027","1956","10","26","South America","Brazil","Santa Catarina",NA,"Piloes, palhoca",NA,NA,NA,NA,"US00337760","US00337760_01","200","200",NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,"1"
"163","2020-09-12 05:00:02-03","US","US","2564715","PreservedSpecimen","Plantae",NA,"Zingiberales","Zingiberaceae","Renealmia","petasites","Renealmia petasites","Gagnep.","Maas, P. J. M.","G. Hatschbach","14712","1966","9","14","South America","Brazil","Paraná",NA,"Mun of morretes, cadeado",NA,NA,NA,NA,"US00337762","US00337762_01",NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,"1"
"164","2020-09-12 05:00:02-03","US","US","1934510","PreservedSpecimen","Plantae",NA,"Zingiberales","Zingiberaceae","Renealmia","petasites","Renealmia petasites","Gagnep.","Maas, P. J. M.","R. Reitz","C1801","1947","6","17","South America","Brazil","Santa Catarina",NA,"Azambuja - brusque",NA,NA,NA,NA,"US00337757","US00337757_01","50","50",NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,"1"
"165","2020-09-12 05:00:02-03","US","US","1954429","PreservedSpecimen","Plantae",NA,"Zingiberales","Zingiberaceae","Renealmia","petasites","Renealmia petasites","Gagnep.","Maas, P. J. M.","R. Reitz","1801","1947","6","17","South America","Brazil","Santa Catarina",NA,"Azambuja - brusque",NA,NA,NA,NA,"US00337758","US00337758_01","50","50",NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,"1"
"166","2020-09-12 05:00:02-03","US","US","1934535","PreservedSpecimen","Plantae",NA,"Zingiberales","Zingiberaceae","Renealmia","petasites","Renealmia petasites","Gagnep.","Maas, P. J. M.","R. Reitz","C1912","1947","10","27","South America","Brazil","Santa Catarina",NA,"Morro da bateia - brusque",NA,NA,NA,NA,"US00337759","US00337759_01","100","100",NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,"1"
"167","2020-09-12 05:00:02-03","US","US","2564727","PreservedSpecimen","Plantae",NA,"Zingiberales","Zingiberaceae","Renealmia","petasites","Renealmia petasites","Gagnep.","Maas, P. J. M.","G. Hatschbach","14712","1966","9","14","South America","Brazil","Paraná",NA,"Mun of morretes, cadeado",NA,NA,NA,NA,"US00337761","US00337761_01",NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,"1"
"168","2019-08-28 09:58:19-03","UFPR","EFC","13877","PreservedSpecimen","Plantae",NA,NA,"Zingiberaceae","Renealmia","petasites","Renealmia petasites","Gagnep.","Blum, C.T.","Blum, C.T.","1701","2014","07","23",NA,"Brasil","Paraná","Morretes","Serra da Igreja","-48.8723","-25.5917",NA,"Herbácea com 1,5 m, no subosque (680 m.s.n.m.). Com flores brancas e cálice róseo.","EFC013877",NA,"680","680","2014","07","23","-48.8723","-25.5917",NA,NA,NA,NA,NA,NA,NA
"169","2019-08-28 09:58:19-03","UFPR","EFC","12046","PreservedSpecimen","Plantae",NA,NA,"Zingiberaceae","Renealmia","petasites","Renealmia petasites","Gagnep.","Blum, C.T.","Blum, C.T.; Proença, R.T.","277","2008","10","18",NA,"Brasil","Paraná","Morretes","Serra da Prata","-48.6987","-25.614",NA,"Planta com 2 m de altura, aos 600 m.s.n.m.. Com frutos vermelhos.","EFC012046",NA,"600","600","2008","10","18","-48.6987","-25.6140",NA,NA,NA,NA,NA,NA,NA
"170","2019-11-13 11:33:15-03","USP","SPF","205754","PreservedSpecimen","Plantae",NA,NA,"Zingiberaceae","Renealmia","petasites","Renealmia petasites","Gagnep.","Maas, PJM","Forzza, RC","5017","2008","02","15",NA,"Brasil","Espírito Santo","Cariacica","Reserva Biológica de Duas Bocas","-40.519444","-20.291389",NA,NA,"SPF00205754",NA,"600","600","2009",NA,NA,"-40.519444","-20.291389",NA,NA,NA,NA,NA,NA,NA
"171","2021-02-26 21:16:41-03","UNEMAT","HPAN","5795","PreservedSpecimen","Plantae","Magnoliidae","Zingiberales","Zingiberaceae","Renealmia","petasites","Renealmia petasites","Gagnep.","Guarim Neto, G","Carniello, MA; Teixeira, RG; Filgueiras, TS; Graciano-Ribeiro, D","1582","2007","12","08","América","Brasil","Mato Grosso","Porto Esperidião","Fazenda Santa Helena, Natural de Floresta Estacional Semidecidual.","-58.4603004455566","-15.8528003692627",NA,NA,NA,NA,NA,NA,"2008","06",NA,NA,NA,NA,NA,"113725","auto",NA,NA,NA
"172","2021-03-04 11:16:16-03","UEFS","HUEFS","116503","PreservedSpecimen","Plantae","Angiospermae","Zingiberales","Zingiberaceae","Renealmia","petasites","Renealmia petasites","Gagnep.","J.G.Jardim","Cardoso, D.","1668","2007","01","27",NA,"Brasil","Bahia","Amargosa","Serra do Timbó. Área de estudos do Projeto Timbó/Centro Sapucaia.","-39.65","-13.083333",NA,"Fragmento de floresta ombrófila densa do Domínio da Floresta Atlântica.","HUEFS0116503","HUEFS0116503","750","900",NA,NA,NA,"39W39'","13S5'","Lilianae",NA,NA,NA,NA,NA,NA
"173","2021-03-04 11:16:16-03","UEFS","HUEFS","3490","PreservedSpecimen","Plantae","Angiospermae","Zingiberales","Zingiberaceae","Renealmia","petasites","Renealmia petasites","Gagnep.","P.J.M.Maas","Noblick, L.R.","3344","1984","06","06",NA,"Brasil","Bahia","Santa Terezinha",NA,"-39.533333","-12.75",NA,NA,"HUEFS0003490","HUEFS0003490",NA,NA,NA,NA,NA,"39W32'","12S45'","Lilianae",NA,NA,NA,NA,NA,NA
"174","2019-10-07 09:22:53-03","UEFS","HUEFS","49132","PreservedSpecimen","Plantae","Angiospermae","Zingiberales","Zingiberaceae","Renealmia","petasites","Renealmia petasites","Gagnep.","J.G.de Carvalho-Sobrinho","Carvalho-Sobrinho, J.G.de","25","2000","10","18",NA,"Brasil","Bahia","Santa Terezinha","Pedra Branca. Serra da Jibóia, ca. 7 km de Pedra Branca.","-39.475556","-12.853056",NA,"Mata Higrófila.","HUEFS0049132","HUEFS0049132","838","838","2001","01",NA,"39W28'32''","12S51'11''","Lilianae",NA,NA,NA,NA,NA,NA
"175","2021-03-04 11:16:16-03","UEFS","HUEFS","25268","PreservedSpecimen","Plantae","Angiospermae","Zingiberales","Zingiberaceae","Renealmia","petasites","Renealmia petasites","Gagnep.","P.Wilkin","Harley, R.M.","28414","1996","09","24",NA,"Brasil","Bahia","Santa Terezinha","Serra da Jibóia.","-39.5233001708984","-12.771900177002",NA,"Interior da mata de Brejo (da encosta) perenifolia.","HUEFS0025268","HUEFS0025268",NA,NA,"1998","04",NA,NA,NA,"Lilianae",NA,"25196","auto",NA,NA,NA
"176","2019-09-04 18:23:45-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Zingiberaceae","Renealmia","longipes","Renealmia longipes",NA,NA,"E. H. G. Ule & G. Hieronymus","249","1885","6",NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledoneae",NA,NA,NA,NA,"Syntype",NA
"177","2019-09-04 18:22:20-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Zingiberaceae","Renealmia","petasites","Renealmia petasites",NA,NA,"P. W. Lund",NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledoneae",NA,NA,NA,NA,NA,NA
"178","2019-09-04 18:10:47-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Zingiberaceae","Renealmia","petasites","Renealmia petasites",NA,NA,"A. Glaziou","20515",NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledoneae",NA,NA,NA,NA,"Isolectotype",NA
"179","2020-07-23 12:24:45-03","CEPLAC","CEPEC","13773","PreservedSpecimen","Plantae",NA,NA,"Zingiberaceae","Renealmia","petasites","Renealmia petasites",NA,"P. J. M. Maas","S. A. Mori","10127","1971","07","08",NA,"Brasil","Bahia","ITACARÉ","Ramal da Torre da Embratel, com entrada no Km 15 da Rod. Ubaitaba/Itacaré (BR-654). A 5,8Km da entrada.","-38.9967002868652","-14.2775001525879",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/2005","41230","auto",NA,NA,NA
"180","2020-07-23 12:24:45-03","CEPLAC","CEPEC","109068","PreservedSpecimen","Plantae",NA,NA,"Zingiberaceae","Renealmia","petasites","Renealmia petasites",NA,"Sem Informação","Lopes, M. M. M.","312","2005","11","21",NA,"Brasil","Bahia","Barro Preto","Serra da Pedra Lascada, 13,7 Km de Barro Preto, na estrada que passa pela Fazenda São Miguel, em direção à serra.","-39.202778","-14.770278",NA,NA,NA,NA,"600","600",NA,NA,NA,"39W12'10","14S46'13",NA,NA,NA,NA,NA,NA,NA
"181","2020-07-23 12:24:45-03","CEPLAC","CEPEC","109130","PreservedSpecimen","Plantae",NA,NA,"Zingiberaceae","Renealmia","petasites","Renealmia petasites",NA,"Sem Informação","Lopes, M. M. M.","375","2005","11","22",NA,"Brasil","Bahia","ALMADINA","Serra do Corcovado, 13,8 Km ao SW de Coaraci, estrada para Almadina. Fazenda São José. Proprietário Senhor Francisco.","-39.603333","-14.705833",NA,NA,NA,NA,"650","650",NA,NA,NA,"39W36'12","14S42'21",NA,NA,NA,NA,NA,NA,NA
"182","2020-07-23 12:24:45-03","CEPLAC","CEPEC","116083","PreservedSpecimen","Plantae",NA,NA,"Zingiberaceae","Renealmia","petasites","Renealmia petasites",NA,"Sem Informação","Borges, R.A.X.","553","2007","01","16",NA,"Brasil","Bahia","ALMADINA","Serra do Corcovado. 13,8km ao SW de Coaraci na estrada para Almadina. Fazenda São José. Proprietário Senhor Francisco.","-39.603333","-14.705833",NA,"Det: A. Amorim 2007",NA,NA,"650","650",NA,NA,NA,"39W36'12","14S42'21",NA,NA,NA,NA,NA,NA,NA
"183","2020-07-23 12:24:45-03","CEPLAC","CEPEC","119171","PreservedSpecimen","Plantae",NA,NA,"Zingiberaceae","Renealmia","petasites","Renealmia petasites",NA,"J. G. Jardim","D. Cardoso","1668","2007","01","27",NA,"Brasil","Bahia","AMARGOSA","Serra do Timbó. Área de estudos do projeto Timbó/Centro Sapucaia.","-39.65","-13.083333",NA,NA,NA,NA,NA,NA,NA,NA,NA,"39W39'","13S5'",NA,"30/12/2008",NA,NA,NA,NA,NA
"184","2020-07-23 12:03:53-03","CEPLAC","CEPEC","54412","PreservedSpecimen","Plantae",NA,NA,"Costaceae","Renealmia","petasites","Renealmia petasites",NA,"P. J. M. Maas","G. Hatschbach","53514","1989","09","20",NA,"Brasil","Espírito Santo","victor hugo","Arredores da cidade.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1991",NA,NA,NA,NA,NA
"185","2020-07-23 12:24:45-03","CEPLAC","CEPEC","36125","PreservedSpecimen","Plantae",NA,NA,"Zingiberaceae","Renealmia","petasites","Renealmia petasites",NA,"P. J. M. Maas","F. S. Santos","443","1984","10","09",NA,"Brasil","Bahia","SANTA CRUZ CABRÁLIA","Área da Estação Ecológica do Paubrasil (ESPAB). Ca. 16Km a W de Porto Seguro, Rod. BR-367 (Porto Seguro/Eunápolis).","-39.133333","-16.383333",NA,"<ll>dwc_commonname:</ll> Pacova",NA,NA,NA,NA,NA,NA,NA,"39W8'","16S23'",NA,"30/12/2005",NA,NA,NA,NA,NA
"186","2020-07-23 12:24:45-03","CEPLAC","CEPEC","120122","PreservedSpecimen","Plantae",NA,NA,"Zingiberaceae","Renealmia","petasites","Renealmia petasites",NA,"A. A. S. Mascarenhas","J. L. da Paixão","409","2005","05","10",NA,"Brasil","Bahia","SÃO JOSÉ DA VITÓRIA","Faz. Viçosa, a ca. 3,4Km da BR-101, entrada à direita após o município de São Jose#?#da Vitória. Ca. 4,5Km.","-39.565278","-15.391667",NA,NA,NA,NA,NA,NA,NA,NA,NA,"39W33'55","15S23'30",NA,"19/03/2015",NA,NA,NA,NA,NA
"187","2020-07-23 12:24:45-03","CEPLAC","CEPEC","8325","PreservedSpecimen","Plantae",NA,NA,"Zingiberaceae","Renealmia","petasites","Renealmia petasites",NA,"P. J. M. Maas","A. Eupunino","182","1972","01","24",NA,"Brasil","Bahia","SANTA CRUZ CABRÁLIA","Reserva Biológica do Pau-brasil. CEPLAC.","-39.0247001647949","-16.2780990600586",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/2005","49584","auto",NA,NA,NA
"188","2020-07-23 12:03:53-03","CEPLAC","CEPEC","59152","PreservedSpecimen","Plantae",NA,NA,"Costaceae","Renealmia","petasites","Renealmia petasites",NA,"G. Hatschbach","G. Hatschbach","57997","1992","10","12",NA,"Brasil","Espírito Santo","domingos martins","BR-262, prox. Rio Araguaia. Encosta de morro.","-40.6591987609863","-20.3633003234863",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1993","48150","auto",NA,NA,NA
"189","2020-07-23 12:03:53-03","CEPLAC","CEPEC","66059","PreservedSpecimen","Plantae",NA,NA,"Costaceae","Renealmia","petasites","Renealmia petasites",NA,"P. J. M. Maas","W. A. Hofmann","107","1984","05","17",NA,"Brasil","Espírito Santo","SANTA TERESA",NA,"-40.6002998352051","-19.9356002807617",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1992","23813","auto",NA,NA,NA
"190","2020-07-23 12:24:45-03","CEPLAC","CEPEC","7259","PreservedSpecimen","Plantae",NA,NA,"Zingiberaceae","Renealmia","petasites","Renealmia petasites",NA,"P. J. M. Maas","R. S. Pinheiro","1309","1971","06","14",NA,"Brasil","Bahia","UNA","Fazenda São Rafael.","-39.0752983093262","-15.2932996749878",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/2005","36070","auto",NA,NA,NA
"191","2020-08-20 20:42:20-03","UFSC","FLOR","24527","PreservedSpecimen","Plantae",NA,"Zingiberales","Zingiberaceae","Renealmia","petasites","Renealmia petasites","Gagnep.","Maas, P.J.M.","Klein, R.M.; Souza Sobrinho, R.J. de & Bresolin, A.","6786","1966","09","13",NA,"Brasil","Santa Catarina","Florianópolis","Morro do Ribeirão, Ilha de Santa Catarina.","-48.5491981506348","-27.596700668335",NA,"erva, flor branca","FLOR0024527",NA,"200","200","1975",NA,NA,NA,NA,NA,NA,"27000","auto",NA,NA,NA
"192","2020-08-20 20:42:20-03","UFSC","FLOR","31261","PreservedSpecimen","Plantae",NA,"Zingiberales","Zingiberaceae","Renealmia","petasites","Renealmia petasites","Gagnep.","Maas, P.J.M.","Klein, R.M.; Souza Sobrinho, R.J. de & Bresolin, A.","6876a","1966","09","13",NA,"Brasil","Santa Catarina","Florianópolis","Morro do Ribeirão, Ilha de Santa Catarina.","-48.5491981506348","-27.596700668335",NA,"erva, flor branca","FLOR0031261",NA,"200","200","1975",NA,NA,NA,NA,NA,NA,"27000","auto",NA,NA,NA
"193","2020-08-20 15:00:44-03","UFSC","FLOR","31260","PreservedSpecimen","Plantae",NA,"Zingiberales","Zingiberaceae","Renealmia","petasites","Renealmia petasites","Gagnep.",NA,"Klein, R.M.; Bresolin, A.","6115","1965","07","28",NA,"Brasil","Santa Catarina","Florianópolis","Rio Tavares, Ilha de Santa Catarina.","-48.5491981506348","-27.596700668335",NA,"erva, flor branca","FLOR0031260",NA,"200","200",NA,NA,NA,NA,NA,NA,NA,"27000","auto",NA,NA,NA
"194","2021-03-04 15:42:15-03","IF","SPSF","10068","PreservedSpecimen","Plantae","Magnoliophyta","Zingiberales","Zingiberaceae","Renealmia","petasites","Renealmia petasites","Gagnep.","J.V.Coffani-Nunes","A.Custodio Filho","1484","1983","08","30","América do Sul","Brasil","SP","Salesópolis","Estacão Biológica de Boracéia","-45.866667","-23.633333",NA,"COLETA: Herbácea com 1,2m de altura. Flores brancas. Frutos.; GEOGRAFIA: Na exsicata foi informado Munícipio Biritiba Mirim, que não condiz com coordenadas informadas.;",NA,NA,"890","950","2019","09","10",NA,NA,"Liliopsida",NA,NA,NA,NA,NA,NA
"195","2021-03-04 15:42:15-03","IF","SPSF","40263","PreservedSpecimen","Plantae","Magnoliophyta","Zingiberales","Zingiberaceae","Renealmia","petasites","Renealmia petasites","Gagnep.","F.A.R.D.P Arzolla","F. A. R. D. P. Arzolla & F.E.S.P.Vilela","1285","2008","07","24","América do Sul","Brasil","SP","Guarulhos","Parque Estadual da Cantareira, Núcleo Cabuçú","-46.611667","-23.406944",NA,"COLETA: Floresta Ombrófila Densa Montana.&nf;Herbácea 1,5m altura, flores com pétalas brancas e sépalas róseas.;",NA,NA,"1080","1080","2008","07","24",NA,NA,"Liliopsida",NA,NA,NA,NA,NA,NA
