"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","locality","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","coordinatePrecision","geoFlag","class","relatedCatalogItem","verbatimLongitude","verbatimLatitude","dayIdentified","fieldNumber","infraspecificEpithet","typeStatus","individualCount"
"11","2020-02-08 08:47:08-03","NBC","NL-BOTANY","L.3001782","PreservedSpecimen","Plantae",NA,"Asterales","Campanulaceae","Lobelia","nummularioides","Lobelia nummularioides","Cham.",NA,"Sellow F",NA,NA,NA,NA,"Southern America","Brazil",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3001782 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3001782","NL-L3001782","Bras. merid.",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA
"12","2020-02-08 08:47:08-03","NBC","NL-BOTANY","L.3744029","PreservedSpecimen","Plantae",NA,"Asterales","Campanulaceae","Lobelia","nummularioides","Lobelia nummularioides","Cham.",NA,"Pedersen TM",NA,"1988","09","19","Southern America","Paraguay",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3744029 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3744029","NL-L3744029","Very wet ground.",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA
"13","2020-02-08 08:47:08-03","NBC","NL-BOTANY","U.1179720","PreservedSpecimen","Plantae",NA,"Asterales","Campanulaceae","Lobelia","nummularioides","Lobelia nummularioides","Cham.","Lindeman JC","Lindeman JC; Haas JH de",NA,"1966","11","23","Southern America","Brazil","Paraná",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1179720 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1179720","NL-U1179720",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0066759",NA,NA,NA,NA,NA,NA,NA
"14","2020-11-19 10:23:03-03","CPAP","CPAP","22183","PreserverdSpecimen","Plantae",NA,NA,"Campanulaceae","Lobelia","nummularioides","Lobelia nummularioides","Cham.","A. Pott","Pott, V. J.","5537","2002","05","25",NA,"Brasil","MS","Campo Grande","-54.575083","-20.478417",NA,"Erva ereta com flor de cor lilás. Ocorrência Ocasional.. Borda de lagoa, campo inundável. Solo: areno-argiloso.. Relevo: plano deprimido.",NA,NA,"Lagoa Itatiaia","500","500","2002","05",NA,NA,NA,NA,"54°34'30,3 W","20°28'42,3 S",NA,NA,NA,NA,NA
"15","2019-08-27 13:28:12-03","IAP","PACA-AGP","104418","PreservedSpecimen","Plantae","Magnoliophyta","Campanulales","Campanulaceae","Lobelia","nummularioides","Lobelia nummularioides","Cham.","A. sehnem","Sehnem, A.","1413","1956","12","03",NA,"Brasil","RS",NA,NA,NA,NA,"Habitat: Em banhado. Fenofase: flor roxa Hábito: erva perene","PACA104418",NA,"Vale Vêneto",NA,NA,NA,NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA,NA,NA
"16","2019-08-27 13:28:12-03","IAP","PACA-AGP","2144","PreservedSpecimen","Plantae","Magnoliophyta","Campanulales","Campanulaceae","Lobelia","nummularioides","Lobelia nummularioides","Cham.","Emrich-Rambo","Rambo, B.",NA,"1935","01","27",NA,"Brasil","RS","São Leopoldo","-51.1472015380859","-29.7602996826172",NA,"Habitat: in paludosis Fenofase: flor","PACA002144",NA,"Portão",NA,NA,"1954","05","10287","auto","Magnoliatae",NA,NA,NA,"20",NA,NA,NA,NA
"17","2019-08-27 13:28:12-03","IAP","PACA-AGP","51838","PreservedSpecimen","Plantae","Magnoliophyta","Campanulales","Campanulaceae","Lobelia","nummularioides","Lobelia nummularioides","Cham.","Emrich-Rambo","Rambo, B.",NA,"1952","01","14",NA,"Brasil","RS","Vacaria","-50.9338989257812","-28.5121994018555",NA,"SEM MATERIAL Habitat: in paludosis Fenofase: flor e fruto","PACA051838",NA,"Passo da Guarda",NA,NA,"1954","05","63451","auto","Magnoliatae",NA,NA,NA,"20",NA,NA,NA,NA
"18","2019-08-27 13:28:12-03","IAP","PACA-AGP","31669","PreservedSpecimen","Plantae","Magnoliophyta","Campanulales","Campanulaceae","Lobelia","nummularioides","Lobelia nummularioides","Cham.","Emrich-Rambo","Rambo, B.",NA,"1946","02","06",NA,"Brasil","SC","Araranguá","-49.4858016967773","-28.934700012207",NA,"Habitat: in paludosis Fenofase: flor","PACA031669",NA,"Sombrio",NA,NA,"1954","05","19353","auto","Magnoliatae",NA,NA,NA,"20",NA,NA,NA,NA
"19","2019-08-27 13:28:12-03","IAP","PACA-AGP","33712","PreservedSpecimen","Plantae","Magnoliophyta","Campanulales","Campanulaceae","Lobelia","nummularioides","Lobelia nummularioides","Cham.","Emrich-Rambo","Hatschbach, G.",NA,"1946","04","14",NA,"Brasil","PR",NA,NA,NA,NA,"Habitat: in paludosis Fenofase: flor e fruto","PACA033712",NA,NA,NA,NA,"1954","05",NA,NA,"Magnoliatae",NA,NA,NA,"20",NA,NA,NA,NA
"20","2019-08-27 13:28:12-03","IAP","PACA-AGP","31155","PreservedSpecimen","Plantae","Magnoliophyta","Campanulales","Campanulaceae","Lobelia","nummularioides","Lobelia nummularioides","Cham.","Emrich-Rambo","Rambo, B.",NA,"1946","01","09",NA,"Brasil","RS","Caxias do Sul","-51.1794013977051","-29.1681003570557",NA,"SEM MATERIAL Habitat: in paludosis Fenofase: flor e fruto","PACA031155",NA,"Vila Oliva",NA,NA,"1954","05","49662","auto","Magnoliatae",NA,NA,NA,"20",NA,NA,NA,NA
"21","2019-08-27 13:28:12-03","IAP","PACA-AGP","11280","PreservedSpecimen","Plantae","Magnoliophyta","Campanulales","Campanulaceae","Lobelia","nummularioides","Lobelia nummularioides","Cham.","Emrich-Rambo","E. Frideichs",NA,"1943","01",NA,NA,"Brasil","RS","Lagoa Vermelha","-51.5257987976074","-28.2085990905762",NA,"Habitat: in paludosis Fenofase: flor","PACA011280",NA,"ad fl. Uruguai",NA,NA,"1954","05","42261","auto","Magnoliatae",NA,NA,NA,"20",NA,NA,NA,NA
"22","2019-08-27 13:28:12-03","IAP","PACA-AGP","36154","PreservedSpecimen","Plantae","Magnoliophyta","Campanulales","Campanulaceae","Lobelia","nummularioides","Lobelia nummularioides","Cham.","Emrich-Rambo","Rambo, B.",NA,"1952","01","14",NA,"Brasil","RS","São Francisco de Paula","-50.5835990905762","-29.4480991363525",NA,"Habitat: in paludosis graminosis Fenofase: flor","PACA036154",NA,"Cambara",NA,NA,"1954","05","76715","auto","Magnoliatae",NA,NA,NA,"20",NA,NA,NA,NA
"23","2019-08-27 13:28:12-03","IAP","PACA-AGP","38796","PreservedSpecimen","Plantae","Magnoliophyta","Campanulales","Campanulaceae","Lobelia","nummularioides","Lobelia nummularioides","Cham.","Emrich-Rambo","Rambo, B.",NA,"1948","12","14",NA,"Brasil","RS","São Sebastião do Caí","-51.3755989074707","-29.5867004394531",NA,"SEM MATERIAL Habitat: in paludosis Fenofase: flor","PACA038796",NA,"Conceição",NA,NA,"1954","05","12036","auto","Magnoliatae",NA,NA,NA,"20",NA,NA,NA,NA
"24","2019-08-27 13:28:12-03","IAP","PACA-AGP","10050","PreservedSpecimen","Plantae","Magnoliophyta","Campanulales","Campanulaceae","Lobelia","nummularioides","Lobelia nummularioides","Cham.","Emrich-Rambo","Rambo, B.",NA,"1942","01","30",NA,"Brasil","RS","Tupanciretã","-53.8358001708984","-29.0806007385254",NA,"Habitat: in paludosis Fenofase: flor","PACA010050",NA,"Ijuisinho",NA,NA,"1954","05","59498","auto","Magnoliatae",NA,NA,NA,"20",NA,NA,NA,NA
"25","2019-08-27 13:28:12-03","IAP","PACA-AGP","34616","PreservedSpecimen","Plantae","Magnoliophyta","Campanulales","Campanulaceae","Lobelia","nummularioides","Lobelia nummularioides","Cham.","Emrich-Rambo","Rambo, B.",NA,"1946","12","30",NA,"Brasil","RS","Vacaria","-50.9338989257812","-28.5121994018555",NA,"Habitat: in paludosis Fenofase: flor e fruto","PACA034616",NA,"Fazenda da Ronda",NA,NA,"1954","05","63451","auto","Magnoliatae",NA,NA,NA,"20",NA,NA,NA,NA
"26","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0038322","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Campanulaceae","Lobelia","nummularioides","Lobelia nummularioides","Cham.","G. Hatschbach","J. M. Silva; E. P. Santos","1224","1995","1","15",NA,"Brazil","Parana",NA,"-50.0033","-25.4261",NA,"Erva, flor lilás.",NA,NA,"Recanto dos Papagaios (Mun. Palmeira) Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0038323","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Campanulaceae","Lobelia","nummularioides","Lobelia nummularioides","Cham.","S. Tressens","S. G. Tressens; H. Keller, V. Maruñak, G. Pellegrini, V. Revilla, F. Robledo, O. Vebra, W. Vebra","5809","1997","5","7",NA,"Argentina","Misiones",NA,"-55.160215","-27.523891",NA,"Flores celeste-violáceas.",NA,NA,"Dep. Guaraní. Predio Guaraní, En bajo dentro de la selva.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-01 16:27:38-03","UNICAMP","UEC","23604","S","Plantae","Magnoliopsida",NA,"Campanulaceae","Lobelia","nummularioides","Lobelia nummularioides","Cham.","Godoy, SAP","Shepherd, GJ; Martins, FR; Tamashiro, JY","12186","1981","01","22",NA,"Brazil","Minas Gerais","Andradas","-46.516861","-22.034528",NA,"Erva semi aquatica, flores roxas.","UEC094705","UEC094705","Estrada de Andradas - Caldas e Pocinhos",NA,NA,"1988",NA,NA,NA,NA,NA,"-46.516861","-22.034528",NA,NA,NA,NA,NA
"29","2021-03-01 16:27:38-03","UNICAMP","UEC","29285","S","Plantae","Magnoliopsida",NA,"Campanulaceae","Lobelia","nummularioides","Lobelia nummularioides","Cham.",NA,"Shepherd, GJ; Vieira, AOS","12255","1981","01","19",NA,"Brazil","Minas Gerais","Andradas","-46.516861","-22.034528",NA,"Flores azuis.","UEC094707","UEC094707","Estrada para Caldas.",NA,NA,NA,NA,NA,NA,NA,NA,"-46.516861","-22.034528",NA,NA,NA,NA,NA
"30","2021-03-01 16:27:38-03","UNICAMP","UEC","55632","S","Plantae","Magnoliopsida",NA,"Campanulaceae","Lobelia","nummularioides","Lobelia nummularioides","Cham.","Meira Neto, JAA","Meira Neto, JAA; Martins, E; Martinez, F; Siqueira","636","1990","10","09",NA,"Brazil","São Paulo","Águas de Santa Bárbara","-49.238899230957","-22.8805999755859",NA,"Erva na beira de estrada do riacho, flores rochas.; Cerrado.","UEC094708","UEC094708","Estação Ecológica de Santa Bárbara",NA,NA,"1991","07","18363","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2019-11-05 16:46:34-03","UFOP","OUPR","2523","PreservedSpecimen","Plantae",NA,NA,"Campanulaceae","Lobelia","nummularioides","Lobelia nummularioides","Cham.",NA,"Damazio, L.B.","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Ouro Preto","-43.5080986022949","-20.2875003814697",NA,"Brejo",NA,NA,"Saramenha",NA,NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-16 17:51:16-03","UCS","HUCS","42037","PreservedSpecimen","Plantae","Angiospermae","Asterales","Campanulaceae","Lobelia","nummularioides","Lobelia nummularioides","Cham.","Funez, L.A.","Funez, L.A.","902","2012","09","15",NA,"Brasil","Santa Catarina","Navegantes","-48.641431","-26.832064",NA,"FURB:39073; Ecótono FOD terras baixas",NA,NA,"Rua Adolfo Antônio Cabral","8","8","2012","09",NA,NA,NA,NA,"-48.641431","-26.832064","15",NA,NA,NA,NA
"33","2021-03-16 17:51:16-03","UCS","HUCS","46905","PreservedSpecimen","Plantae","Angiospermae","Asterales","Campanulaceae","Lobelia","nummularioides","Lobelia nummularioides","Cham.",NA,"Gonzatti, F.","3444","2017","03","25",NA,"Brasil","Rio Grande do Sul","Bom Jesus","-50.4166984558105","-28.6678009033203",NA,"em banhado pastejado",NA,NA,"Estrada para Monte Alegre dos Campos - Ranchinho",NA,NA,NA,NA,"55856","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2019-11-25 12:11:42-03","UFSM","SMDB","18486","S","Plantae",NA,NA,"Campanulaceae","Lobelia","nummularioides","Lobelia nummularioides","Cham.","Rolim, RG","Rolim, RG","180102","2018","10","13",NA,"Brasil","Rio Grande do Sul","Santa Maria","-54.004722","-29.6875",NA,"Erva de 8 cm de altura; banhado","SMDB018486",NA,"Estância Velha","163","163","2018","10",NA,NA,NA,NA,"-54.004722","-29.6875","13",NA,NA,NA,NA
"35","2020-12-21 16:19:56-03","MBM","MBM","32665","PreservedSpecimen","Plantae",NA,NA,"Campanulaceae","Lobelia","nummularioides","Lobelia nummularioides","Cham.","Brade, A.C.","Hatschbach, G.","281","1946","04","14","Southern America","Brazil","Paraná","Campo Largo","-49.5283012390137","-25.4585990905762",NA,NA,"MBM032665","MBM032665","Itaqui",NA,NA,NA,NA,"53742","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2020-12-21 16:19:56-03","MBM","MBM","14901","PreservedSpecimen","Plantae",NA,NA,"Campanulaceae","Lobelia","nummularioides","Lobelia nummularioides","Cham.",NA,"Lindeman, J.; Haas, H.; Haas, H.","3359","1966","12","23","Southern America","Brazil","Paraná","Capanema","-53.8088989257812","-25.6718997955322",NA,NA,"MBM014901","MBM014901","Rio Iguaçu",NA,NA,NA,NA,"23753","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-12-21 16:19:56-03","MBM","MBM","263925","PreservedSpecimen","Plantae",NA,NA,"Campanulaceae","Lobelia","nummularioides","Lobelia nummularioides","Cham.",NA,"Tessmann, G.","2501","1947","10","15","Southern America","Brazil","Paraná","Palmeira","-50.0064010620117","-25.4293994903564",NA,"= 263924","MBM263925","MBM263925","Fazenda Padre Ignácio",NA,NA,NA,NA,"35166","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-12-21 16:19:56-03","MBM","MBM","32667","PreservedSpecimen","Plantae",NA,NA,"Campanulaceae","Lobelia","nummularioides","Lobelia nummularioides","Cham.","Hatschbach, G.","Hatschbach, G.","8660","1961","12","10","Southern America","Brazil","Paraná","Palmeira","-50.0064010620117","-25.4293994903564",NA,NA,"MBM032667","MBM032667","Fazenda Padre Inácio",NA,NA,NA,NA,"35166","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2020-12-21 16:19:56-03","MBM","MBM","216204","PreservedSpecimen","Plantae",NA,NA,"Campanulaceae","Lobelia","nummularioides","Lobelia nummularioides","Cham.","Hatschbach, G.","Silva, J.M.; Santos, E.P. dos; Santos, E.P. dos","1224","1995","01","15","Southern America","Brazil","Paraná","Palmeira","-50.0064010620117","-25.4293994903564",NA,NA,"MBM216204","MBM216204","Recanto dos Papagaios",NA,NA,NA,NA,"35166","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-12-21 16:19:56-03","MBM","MBM","32666","PreservedSpecimen","Plantae",NA,NA,"Campanulaceae","Lobelia","nummularioides","Lobelia nummularioides","Cham.","Hatschbach, G.","Hatschbach, G.","9641","1962","11","18","Southern America","Brazil","Paraná","Palmeira","-50.0064010620117","-25.4293994903564",NA,NA,"MBM032666","MBM032666","Rodovia do Café, Rio Tibagi",NA,NA,NA,NA,"35166","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-12-21 16:19:56-03","MBM","MBM","220932","PreservedSpecimen","Plantae",NA,NA,"Campanulaceae","Lobelia","nummularioides","Lobelia nummularioides","Cham.","Dombrowski, L.T.","Dombrowski, L.T.; et al.; et al.","2085","1966","11",NA,"Southern America","Brazil","Paraná","Curitiba","-49.2731018066406","-25.4277992248535",NA,NA,"MBM220932",NA,"Capão da Imbuia",NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2020-12-21 16:19:56-03","MBM","MBM","220929","PreservedSpecimen","Plantae",NA,NA,"Campanulaceae","Lobelia","nummularioides","Lobelia nummularioides","Cham.","Dombrowski, L.T.","Dombrowski, L.T.","s.n.","1962","11",NA,"Southern America","Brazil","Paraná","Curitiba","-49.2731018066406","-25.4277992248535",NA,NA,"MBM220929",NA,"Colônia Orleãs",NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2020-12-21 16:19:56-03","MBM","MBM","220931","PreservedSpecimen","Plantae",NA,NA,"Campanulaceae","Lobelia","nummularioides","Lobelia nummularioides","Cham.","Dombrowski, L.T.","Dombrowski, L.T.; et al.; et al.","2038","1966","11",NA,"Southern America","Brazil","Paraná","Curitiba","-49.2731018066406","-25.4277992248535",NA,NA,"MBM220931",NA,"Pinheirinho",NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2020-12-21 16:19:56-03","MBM","MBM","2560","PreservedSpecimen","Plantae",NA,NA,"Campanulaceae","Lobelia","nummularioides","Lobelia nummularioides","Cham.","Hatschbach, G.","Hatschbach, G.; Lindeman, J.; Haas, H.; Lindeman, J.; Haas, H.","13588","1966","02","10","Southern America","Brazil","Paraná","General Carneiro","-51.315601348877","-26.4274997711182",NA,NA,"MBM002560","MBM002560","Cabeceiras do Rio Iratim",NA,NA,NA,NA,"33284","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2020-12-21 16:19:56-03","MBM","MBM","105382","PreservedSpecimen","Plantae",NA,NA,"Campanulaceae","Lobelia","nummularioides","Lobelia nummularioides","Cham.","Hatschbach, G.","Kummrow, R.; Graham, S.; Graham, S.","2667","1985","08","13","Southern America","Brazil","Paraná","Guarapuava","-51.4580993652344","-25.395299911499",NA,NA,"MBM105382","MBM105382","Fazenda Noricum, 8km a O de Guarapuava",NA,NA,NA,NA,"53832","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2020-12-21 16:19:56-03","MBM","MBM","32668","PreservedSpecimen","Plantae",NA,NA,"Campanulaceae","Lobelia","nummularioides","Lobelia nummularioides","Cham.","Hatschbach, G.","Hatschbach, G.","6290","1959","09","10","Southern America","Brazil","Paraná","Sengés","-49.4636001586914","-24.1128005981445",NA,NA,"MBM032668","MBM032668","Fazenda Morungava, Rio do Funil",NA,NA,NA,NA,"55682","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2020-12-21 16:19:56-03","MBM","MBM","220930","PreservedSpecimen","Plantae",NA,NA,"Campanulaceae","Lobelia","nummularioides","Lobelia nummularioides","Cham.","Braga, R.","Braga, R.","97","1959","10","17","Southern America","Brazil","Paraná","Araucária","-49.4103012084961","-25.5930995941162",NA,NA,"MBM220930",NA,"Rio Iguaçu",NA,NA,NA,NA,"21346","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2020-12-21 16:19:56-03","MBM","MBM","135467","PreservedSpecimen","Plantae",NA,NA,"Campanulaceae","Lobelia","nummularioides","Lobelia nummularioides","Cham.","Hatschbach, G.","Nicolack, V.; Ribas, O.S.; Ribas, O.S.","111","1989","12","15","Southern America","Brazil","Paraná","Colombo","-49.2242012023926","-25.2917003631592",NA,NA,"MBM135467","MBM135467","Campestre",NA,NA,NA,NA,"13536","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2020-12-21 16:19:56-03","MBM","MBM","80578","PreservedSpecimen","Plantae",NA,NA,"Campanulaceae","Lobelia","nummularioides","Lobelia nummularioides","Cham.","Hatschbach, G.","Tessmann, G.; et al.; et al.","s.n.","1950","10","27","Southern America","Brazil","Paraná","Curitiba","-49.2731018066406","-25.4277992248535",NA,NA,"MBM080578","MBM080578","Estrada federal a Rio Negro",NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2020-12-21 16:19:56-03","MBM","MBM","22436","PreservedSpecimen","Plantae",NA,NA,"Campanulaceae","Lobelia","nummularioides","Lobelia nummularioides","Cham.","McVaug, R.","Hatschbach, G.","28572","1971","12","22","Southern America","Brazil","Paraná","Curitiba","-49.2731018066406","-25.4277992248535",NA,NA,"MBM022436","MBM022436","Vila Higienópolis",NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2020-12-21 16:19:56-03","MBM","MBM","263924","PreservedSpecimen","Plantae",NA,NA,"Campanulaceae","Lobelia","nummularioides","Lobelia nummularioides","Cham.",NA,"Tessmann, G.","2501","1947","10","15","Southern America","Brazil","Paraná","Palmeira","-50.0064010620117","-25.4293994903564",NA,"= 263925","MBM263924","MBM263924","Fazenda Padre Ignácio",NA,NA,NA,NA,"35166","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
