"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","coordinatePrecision","individualCount","occurrenceRemarks","geoFlag","class","typeStatus","recordNumber","continentOcean","locality","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","relatedCatalogItem","imagecode","preparationType","previousCatalogNumber"
"19","2020-12-11 11:41:56-03","UFMG","BHCB","188765","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Petunia","mantiqueirensis","Petunia mantiqueirensis","T.Ando & Hashim.",NA,"2017","11","21","Stehmann, JR","2017","11","21","Brasil","Minas Gerais","Camanducaia","-46.068628","-22.800664",NA,NA,"Planta com ramos ascendentes, com flores patentes, corola com tubo reticulado, com venação púrpura-escura, limbo magenta, pólen azulado.; população com centanas de indivíduos em área de plantação de Pinus (Pinaceae), recém-cortada; me",NA,NA,NA,"6433","Southern America","Fazenda Floresta Negra, ca. de 2km após a entrada da fazenda","-46.068628","-22.800664","1220","1220","BHCB188765",NA,NA,NA,NA
"20","2020-12-11 11:41:56-03","UFMG","BHCB","56585","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Petunia","mantiqueirensis","Petunia mantiqueirensis","T.Ando & Hashim.",NA,NA,NA,NA,"Stehmann, JR; França, GS; Coelho, AS","2001","02","03","Brasil","Minas Gerais","Camanducaia","-45.931667","-22.710833",NA,NA,"Erva, ramos ascendentes, em barranco à beira da estrada. Flores magenta, anteras azuladas.",NA,NA,NA,"2706","Southern America",NA,"-45.931667","-22.710833","1700","1700",NA,NA,NA,NA,NA
"21","2020-12-11 11:41:56-03","UFMG","BHCB","53946","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Petunia","mantiqueirensis","Petunia mantiqueirensis","T.Ando & Hashim.",NA,NA,NA,NA,"França, GS; Stehmann, JR","2000","10","14","Brasil","Minas Gerais","São Sebastião do Paraíso","-45.970833","-22.686944",NA,NA,"Herbáceo, próximo à estrada",NA,NA,NA,"181","Southern America","Entre a Pedra de Sâo Domingos e Bairro Pessegueiro","-45.970833","-22.686944","1660","1660",NA,NA,NA,NA,NA
"22","2020-12-11 11:41:56-03","UFMG","BHCB","78269","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Petunia","mantiqueirensis","Petunia mantiqueirensis","T.Ando & Hashim.",NA,NA,NA,NA,"Stehmann, JR; França, GS","2003","03","12","Brasil","Minas Gerais","Gonçalves","-45.875556","-22.675278",NA,NA,"(Material para estudo genético 6 (A-D); Erva, em barranco; flores púrpuras, tubo externamente reticulado-venoso, anteras arroxeadas",NA,NA,NA,"3424","Southern America","Estrada para Camanducaia, antes do Canta Galo","-45.875556","-22.675278","1421","1421","BHCB030202",NA,NA,NA,NA
"23","2020-12-11 11:41:56-03","UFMG","BHCB","78268","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Petunia","mantiqueirensis","Petunia mantiqueirensis","T.Ando & Hashim.",NA,NA,NA,NA,"Stehmann, JR; França, GS","2003","03","12","Brasil","Minas Gerais","Gonçalves","-45.8558006286621","-22.658899307251","15843",NA,"Erva, em barranco; flores púrpuras, tubo externamente reticulado-venoso, anteras arroxeadas (Materia","auto",NA,NA,"3423","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2020-12-11 11:41:56-03","UFMG","BHCB","78265","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Petunia","mantiqueirensis","Petunia mantiqueirensis","T.Ando & Hashim.",NA,NA,NA,NA,"Stehmann, JR; França, GS","2003","03","12","Brasil","Minas Gerais","Camanducaia","-46.1446990966797","-22.7553005218506","22140",NA,"Erva, em barranco; flores púrpuras, tubo externamente reticulado-venoso, anteras arroxeadas (Materia","auto",NA,NA,"3420","Southern America","Fazenda do Zé.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2020-12-11 11:41:56-03","UFMG","BHCB","78264","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Petunia","mantiqueirensis","Petunia mantiqueirensis","T.Ando & Hashim.",NA,NA,NA,NA,"Stehmann, JR; França, GS","2003","03","12","Brasil","Minas Gerais","Camanducaia","-46.1446990966797","-22.7553005218506","22140",NA,"Erva, em barranco; flores púrpuras, tubo externamente reticulado-venoso, anteras arroxeadas (Materia","auto",NA,NA,"3419","Southern America","Pesqueiro.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2020-12-11 11:41:56-03","UFMG","BHCB","74352","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Petunia","mantiqueirensis","Petunia mantiqueirensis","T.Ando & Hashim.",NA,NA,NA,NA,"Stehmann, JR","2002","11","15","Brasil","Minas Gerais","Gonçalves","-45.8558006286621","-22.658899307251","15843",NA,"Erva, em beira de estrada; flores magenta. Material para estudo genético.","auto",NA,NA,"3087","Southern America","Pousada O montanhês.",NA,NA,"1500","1500",NA,NA,NA,NA,NA
"27","2020-09-12 05:00:02-03","US","US","3295343","PreservedSpecimen","Plantae",NA,"Solanales","Solanaceae","Petunia","mantiqueirensis","Petunia mantiqueirensis","T. Ando & Hashimoto",NA,NA,NA,NA,"G. Hashimoto, T. Ando & S. Iida","1991","12","7","Brazil","Minas Gerais","Camanducaia","-46.0794","-22.8081",NA,"1",NA,NA,"Dicotyledonae","Isotype","B 357","South America - Neotropics","22km SE of Camanducaia to Monte Verde.",NA,NA,"1300","1300","US00433341",NA,"US00433341_01",NA,NA
"28","2020-09-12 05:00:02-03","US","US","3295344","PreservedSpecimen","Plantae",NA,"Solanales","Solanaceae","Petunia","mantiqueirensis","Petunia mantiqueirensis","T. Ando & Hashimoto",NA,NA,NA,NA,"G. Hashimoto, T. Ando, K. Shibata & M. Kurata","1992","11","16","Brazil","Minas Gerais",NA,"-45.9322","-22.7517",NA,"1",NA,NA,"Dicotyledonae",NA,"B361","South America - Neotropics","Mun. Camanducaia, 3 km W. of Fazenda Mantiqueira, along the river Jaguari.",NA,NA,NA,NA,"US02848057",NA,"US02848057_01",NA,NA
"29","2020-09-02 16:39:59-03","Cenargen","CEN","107053","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Petunia","mantiqueirensis","Petunia mantiqueirensis","DC.","V. C. Souza","2016","01",NA,"Vinícius Castro Souza","2016","01","26","Brasil","MG","CAMANDUCAIA","-46.1446990966797","-22.7553005218506","22140","1","Estrada para a área da Melhoramentos. Floresta Ombrófila Mista degradada. Doação Universidade de São Paulo ESALQ/USP - Herbário ESA nº 138138.","auto",NA,NA,"40085",NA,"Estrada entre Camanducaia e Monte Verde, cerca de 10 km de Camanducaia.",NA,NA,NA,NA,"CEN00107053",NA,"CEN00107053","Exsicatas",NA
"30","2020-04-07 16:32:46-03","IAC","IAC","39084","S","Plantae",NA,NA,"Solanaceae-6.Petunioideae","Petunia","mantiqueirensis","Petunia mantiqueirensis","T.Ando & Hashim.","R.B. Torres et al.","2000","02","28","R.B. Torres; J.R. Stehmann; R.C. Mota & A. Butta","2000","02","28","Brasil","Minas Gerais","Camanducaia","-46.1447","-22.7553",NA,NA,"Identificação confirmada J.R. Stehmann 10-03-2015, apud FUEL",NA,NA,NA,"1068",NA,NA,"-46.1447","-22.7553",NA,NA,NA,NA,NA,NA,NA
"31","2020-04-07 16:32:46-03","IAC","IAC","39155","S","Plantae",NA,NA,"Solanaceae-6.Petunioideae","Petunia","mantiqueirensis","Petunia mantiqueirensis","T.Ando & Hashim.","R.B. Torres et al.","2000","03","01","R.B. Torres; J.R. Stehmann; R.C. Mota & A. Butta","2000","03","01","Brasil","Minas Gerais","Camanducaia","-46.1447","-22.7553",NA,NA,NA,NA,NA,NA,"1140",NA,"Sertão dos Lopes","-46.1447","-22.7553",NA,NA,NA,NA,NA,NA,NA
"32","2020-04-07 16:32:46-03","IAC","IAC","39296","S","Plantae",NA,NA,"Solanaceae-6.Petunioideae","Petunia","mantiqueirensis","Petunia mantiqueirensis","T.Ando & Hashim.","R.B. Torres et al.","2000","04","04","R.B. Torres; J.R. Stehmann & J.B. Paula","2000","04","04","Brasil","Minas Gerais","Gonçalves","-45.8558","-22.6589",NA,NA,"Identificação confirmada J.R. Stehmann 10-03-2015, apud FUEL",NA,NA,NA,"1201",NA,NA,"-45.8558","-22.6589",NA,NA,NA,NA,NA,NA,NA
"33","2016-08-23 10:23:15-03","NHMLondon","NHM-LONDON-BOT","BM000941587","S","Plantae","Magnoliophyta","Solanales","Solanaceae","Petunia","mantiqueirensis","Petunia mantiqueirensis","T.Ando & Hashim.",NA,NA,NA,NA,"Goro Hashimoto; b.1913; Hashim.; Toshio Ando; b.1946; T.Ando; Keita Shibata; b.1877; d.1949; Shibata","1992","11","16","Brasil","Minas Gerais",NA,"-45.932222","-22.751667",NA,NA,NA,NA,"Magnoliopsida",NA,"B361",NA,"3km W of Fazenda Mantiqueira, along the river Jaguari.","-45.932222","-22.751667",NA,NA,NA,NA,NA,NA,"NHMUK:ecatalogue:4339480"
"34","2016-08-23 11:01:02-03","NHMLondon","NHM-LONDON-BOT","BM000992204","S","Plantae","Magnoliophyta","Solanales","Solanaceae","Petunia","mantiqueirensis","Petunia mantiqueirensis","T.Ando & Hashim.",NA,NA,NA,NA,"Collaboration; Toshio Ando; 1946; T.Ando, Goro Hashimoto; 1913; Hashim. et al.","1991","12","07","Brasil","Minas Gerais",NA,"-44.096503","-19.690239",NA,NA,"<a href=http://www.nhm.ac.uk/services/media-store/asset/9d454b27ba5b73b98a4fb7bf0ac259c66690d06f/contents/preview target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Magnoliopsida","Isotype","B357",NA,NA,"-44.096503","-19.690239",NA,NA,NA,NA,NA,NA,"NHMUK:ecatalogue:471817"
"35","2020-11-12 17:03:35-03","UEL","FUEL","16194","PreservedSpecimen","Plantae","Tracheophyta","Solanales","Solanaceae","Petunia","mantiqueirensis","Petunia mantiqueirensis","T.Ando & Hashim.","Stehmann, JR","2015","02","10","Torres, RB; et al.","2000","02","28","Brasil","Minas Gerais","Camanducaia","-46.1446990966797","-22.7553005218506","22140",NA,NA,"auto",NA,NA,"1068",NA,NA,NA,NA,NA,NA,"FUEL018387",NA,NA,NA,NA
"36","2020-11-12 17:03:35-03","UEL","FUEL","16193","PreservedSpecimen","Plantae","Tracheophyta","Solanales","Solanaceae","Petunia","mantiqueirensis","Petunia mantiqueirensis","T.Ando & Hashim.","Stehmann, JR","2015","02","10","Torres, RB; et al.","2000","04","04","Brasil","Minas Gerais","Gonçalves","-45.8558006286621","-22.658899307251","15843",NA,NA,"auto",NA,NA,"1201",NA,"Beira da estrada",NA,NA,NA,NA,"FUEL018386",NA,NA,NA,NA
"37","2019-11-21 10:19:31-03","IBt","SP","270313","S","Plantae",NA,NA,"Solanaceae","Petunia","mantiqueirensis","Petunia mantiqueirensis","T.Ando & Hashim.","Ando, T",NA,NA,NA,"Hashimoto, G; Ando, T; Iida, A","1991","12","07","Brasil","Minas Gerais","Camanducaia","-46.079444","-22.808056",NA,NA,NA,NA,NA,"Isotype","s.n.",NA,"22 Km SE of Camanducaia to Monte Verde","-46.079444","-22.808056","1300","1300","SP001636",NA,"SP001636",NA,NA
"38","2019-11-21 10:19:31-03","IBt","SP","270312","S","Plantae",NA,NA,"Solanaceae","Petunia","mantiqueirensis","Petunia mantiqueirensis","T.Ando & Hashim.",NA,NA,NA,NA,"Hashimoto, G; Ando, T; Shibata, K; Kurata, M","1992","11","16","Brasil","Minas Gerais","Camanducaia","-45.932222","-22.751667",NA,NA,NA,NA,NA,"Paratype","B361",NA,"3 km W of Fazenda Mantiqueira, along the river Jaguari","-45.932222","-22.751667",NA,NA,"SP003298",NA,"SP003298",NA,NA
