"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","individualCount"
"55","2020-09-12 05:00:02-03","US","US","2829992","PreservedSpecimen","Plantae",NA,"Rosales","Connaraceae","Rourea","gracilis","Rourea gracilis",NA,NA,"R. Reitz & R. M. Klein","2362","1956","1","10","South America","Brazil","Santa Catarina","Itajaí","Luis Alves","-48.6618995666504","-26.9078006744385","200",NA,NA,NA,"US01857806","US01857806_01",NA,NA,NA,NA,NA,"27253","auto","Dicotyledonae","1"
"56","2019-11-13 11:18:03-03","USP","SPF","19080","PreservedSpecimen","Plantae",NA,NA,"Connaraceae","Rourea","gracilis","Rourea gracilis","G.Schellenb.","Forero, E","Hatschbach, G","20829","1969","01","18",NA,"Brasil","Paraná","Paranaguá",NA,"-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,"SPF00019080",NA,NA,NA,"1985","02",NA,"24916","auto",NA,NA
"57","2021-03-25 13:51:58-03","UNIVILLE","JOI","2167","PreservedSpecimen","Plantae",NA,NA,"Connaraceae","Rourea","gracilis","Rourea gracilis","G.Schellenb.","Hatschbach","Jotham Ziffer Berger","148","2006","09","06",NA,"Brasil","Santa Catarina","São Francisco do Sul","Trilha Azul - CEPA Vila da Glória.","-48.6380996704102","-26.2432994842529",NA,NA,NA,"; HABITAT: floresta de restinga; HABITO: liana","JOI002167","JOI002167",NA,NA,"1905","06","28","23627","auto",NA,NA
"58","2020-09-22 13:48:36-03","USP","SPFW","966","PreservedSpecimen","Plantae",NA,NA,"Connaraceae","Rourea","gracilis","Rourea gracilis","Schellenb.","L.B. Smith 1956","Reitz ;Klein","2362","1956","01","10",NA,"Brasil","Santa Catarina","Luis Alves",NA,NA,NA,"200","200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2020-09-23 12:35:20-03","UFSC","FLOR","19770","PreservedSpecimen","Plantae",NA,"Oxalidales","Connaraceae","Rourea","gracilis","Rourea gracilis","G.Schellenb.","Hatschbach, G.","Hatschbach, G.; Silva, J.M.","52147","1988","06","14",NA,"Brasil","Paraná","Antonina","Porto das Moças, 3km O.","-48.7118988037109","-25.4286003112793","30","30",NA,"trepadeira lenhosa, fruto amarelo avermelhado. Duplicata de MBM 25244 Habitat: mata pluvial","FLOR0019770",NA,NA,NA,"1988",NA,NA,"38300","auto",NA,NA
"60","2020-08-20 16:36:46-03","UFSC","FLOR","7424","PreservedSpecimen","Plantae",NA,"Oxalidales","Connaraceae","Rourea","gracilis","Rourea gracilis","G.Schellenb.","Forero, E.","Hatschbach, G.; Fontella, J.P.","20829","1969","01","18",NA,"Brasil","Paraná","Paranaguá","Rio Cachoeirinha, 1km abaixo do Pico Torto.","-48.5092010498047","-25.5200004577637","300","300",NA,"trepadeira lenhosa, tronco volúvel, flor alva; floresce no alto das árvores Habitat: mata pluvial, encosta de morro","FLOR0007424",NA,NA,NA,NA,NA,NA,"24916","auto",NA,NA
"61","2018-07-20 21:34:30-03","UFMT","UFMT","2915","S","Plantae",NA,NA,"Connaraceae","Rourea","gracilis","Rourea gracilis","G.Schellenb.","Fovero, E.","Hatschbach, G.; Fontella, J.P.","20829","1969","01","18",NA,"Brasil","Paraná","Paranaguá","Rio Cachoeirinha, 1 km abaixo do Pico Torto.","-48.5092010498047","-25.5200004577637",NA,NA,NA,"Trepadeira lenhosa, tronco voluvel, flor alva floresce no alta das arvores mata ciliar encosta de morro .ALT.300m s/mar.; Mata.",NA,NA,NA,NA,NA,NA,NA,"24916","auto",NA,NA
"62","2021-03-04 15:43:03-03","IF","SPSF","24047","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Connaraceae","Rourea","gracilis","Rourea gracilis",NA,NA,"D.F.Pereira","178","1992","06","23","América do Sul","Brasil","SP","Iguape","Estação Ecológica Juréia-Itatins","-47.5499992370605","-24.7000007629395",NA,NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,NA,NA,NA,NA,NA,"55628","auto","Magnoliopsida",NA
"63","2021-02-08 12:39:19-03","UFRGS","ICN","125922","S","Plantae","Dicotyledon",NA,"Connaraceae","Rourea","gracilis","Rourea gracilis","Schellenb.","Forero, E","Hatschbach, G; Fontella, JP","20829","1969","01","18","América do Sul","Brasil","PR","Paranaguá","rio Cachoeirinha 1 km abaixo do Pico Torto","-48.5092010498047","-25.5200004577637","300","300",NA,"Doação MBM.; Trepadeira lenhosa, tronco volúvel, flor alva floresce no alto das árvores.; Mata pluvial encosta de morro.",NA,NA,NA,NA,NA,NA,NA,"24916","auto",NA,NA
"64","2021-02-08 12:39:19-03","UFRGS","ICN","001861","S","Plantae","Dicotyledon",NA,"Connaraceae","Rourea","gracilis","Rourea gracilis","Schellenb.","Smith, LB","Reitz, R; Klein, RM","2362","1956","01","10","América do Sul","Brasil","SC","Itajaí","Luis Alves","-48.6618995666504","-26.9078006744385","200","200",NA,"Doação FLOR; Liana, flor branca.; Mata.",NA,NA,NA,NA,"1956",NA,NA,"27253","auto",NA,NA
"65","2019-11-21 10:03:16-03","IBt","SP","254661","S","Plantae",NA,NA,"Connaraceae","Rourea","gracilis","Rourea gracilis","G.Schellenb.","Rossi, L","Pereira, DF; et al.","178","1992","06","23",NA,"Brasil","São Paulo","Iguape","Estação Ecológica Juréia-Itatins, Trilha próxima do alojamento em direção ao caminho do Imperador","-47.5499992370605","-24.7000007629395",NA,NA,NA,"Trepadeira, frutos pêndulos, imaturos amarelo alaranjados, vermelhos posteriormente, semente negra com arilo amarelo",NA,NA,NA,NA,"1992","10","05","55628","auto",NA,NA
