"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","coordinatePrecision","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","geoFlag","individualCount","continentOcean","preparationType","barcode","imagecode","infraspecificEpithet","typeStatus","class","fieldNumber","relatedCatalogItem","sex"
"34","2021-03-15 16:37:00-03","NY","NYBG","898718","PreservedSpecimen","Plantae","Magnoliophyta","Pandanales","Velloziaceae","Vellozia","epidendroides","Vellozia epidendroides","Mart. ex Schult.f.","R. de Mello-Silva",NA,NA,NA,"N. L. de Menezes","478","1975","10","08","Brazil","Minas Gerais","Santana do Riacho","Serra do Cipó, km 137 (antigo 138) da estrada Lagoa Santa-Conceição do Mato Dentro.","-43.7142","-19.1692",NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=977204' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet","NY00898718","NY00898718_01",NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","898732","PreservedSpecimen","Plantae","Magnoliophyta","Pandanales","Velloziaceae","Vellozia","epidendroides","Vellozia epidendroides","Mart. ex Schult.f.","R. de Mello-Silva",NA,NA,NA,"R. de Mello-Silva","CFCR8608","1985","11","22","Brazil","Minas Gerais","Diamantina","Diamantina, estrada para Biri-Biri.","-43.6003","-18.2494",NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=977226' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet","NY00898732","NY00898732_01",NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","898705","PreservedSpecimen","Plantae","Magnoliophyta","Pandanales","Velloziaceae","Vellozia","epidendroides","Vellozia epidendroides","Mart. ex Schult.f.","R. de Mello-Silva",NA,NA,NA,"H. S. Irwin","27707","1970","03","16","Brazil","Minas Gerais","Diamantina","Serra do Espinhaço, Ca. 18 km E. of Diamantina","-43.5367","-18.1838",NA,NA,NA,"900","900","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=977167' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet","NY00898705","NY00898705_01",NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","898713","PreservedSpecimen","Plantae","Magnoliophyta","Pandanales","Velloziaceae","Vellozia","epidendroides","Vellozia epidendroides","Mart. ex Schult.f.",NA,NA,NA,NA,"L. B. Smith","6762","1952","04","28","Brazil","Minas Gerais","Jaboticatubas","Serra do Cipó, Palacio","-43.58","-19.17",NA,NA,NA,"1200","1200","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=977193' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet","NY00898713","NY00898713_01",NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","898712","PreservedSpecimen","Plantae","Magnoliophyta","Pandanales","Velloziaceae","Vellozia","epidendroides","Vellozia epidendroides","Mart. ex Schult.f.","L. B. Smith",NA,NA,NA,"W. R. Anderson","36201","1972","02","18","Brazil","Minas Gerais",NA,"Serra do Espinhaço, Serra do Cipó","-43.566908","-19.391522",NA,NA,NA,"1225","1225","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=977192' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet","NY00898712","NY00898712_01",NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","898714","PreservedSpecimen","Plantae","Magnoliophyta","Pandanales","Velloziaceae","Vellozia","epidendroides","Vellozia epidendroides","Mart. ex Schult.f.","L. B. Smith; E. S. Ayensu",NA,NA,NA,"L. B. Smith","15969","1972","01","18","Brazil","Minas Gerais",NA,"5 km north of Palacios.",NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=977195' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet","NY00898714","NY00898714_01",NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","898730","PreservedSpecimen","Plantae","Magnoliophyta","Pandanales","Velloziaceae","Vellozia","epidendroides","Vellozia epidendroides","Mart. ex Schult.f.","L. B. Smith",NA,NA,NA,"H. S. Irwin","20538","1968","02","19","Brazil","Minas Gerais",NA,"Serra do Cipó, km. 135 (ca. 150km N. of Belo Horizonte).","-43.38","-18.82",NA,NA,NA,"1300","1300","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=977222' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet","NY00898730","NY00898730_01",NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","898874","PreservedSpecimen","Plantae","Magnoliophyta","Pandanales","Velloziaceae","Vellozia","epidendroides","Vellozia epidendroides major","L.B.Sm.","L. B. Smith",NA,NA,NA,"W. R. Anderson","36242","1972","02","18","Brazil","Minas Gerais",NA,"Serra do Espinhaço, Serra do Cipó",NA,NA,NA,NA,NA,"1125","1125","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=978057' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet","NY00898874","NY00898874_01","major",NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","898728","PreservedSpecimen","Plantae","Magnoliophyta","Pandanales","Velloziaceae","Vellozia","epidendroides","Vellozia epidendroides","Mart. ex Schult.f.",NA,NA,NA,NA,"H. S. Irwin","20473","1968","02","19","Brazil","Minas Gerais",NA,"Serra do Cipó, km. 115 (ca. 140km N. of Belo Horizonte).","-43.4","-18.9",NA,NA,NA,"1250","1250","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=977220' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet","NY00898728","NY00898728_01",NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","898731","PreservedSpecimen","Plantae","Magnoliophyta","Pandanales","Velloziaceae","Vellozia","epidendroides","Vellozia epidendroides","Mart. ex Schult.f.","R. de Mello-Silva",NA,NA,NA,"R. de Mello-Silva","CFCR8706","1985","11","24","Brazil","Minas Gerais","Datas","Estrada Curvelo-Diamantina, km 108, em estrada vicinal.","-43.6556","-18.4458",NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=977224' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet","NY00898731","NY00898731_01",NA,NA,NA,NA,NA,NA
