"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","class","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","year","month","day","continentOcean","country","locality","occurrenceRemarks","barcode","imagecode","phylum","identifiedBy","yearIdentified","monthIdentified","dayIdentified","stateProvince","county","decimalLongitude","decimalLatitude","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","individualCount","fieldNumber","preparationType","recordNumber","minimumElevationInMeters","typeStatus","maximumElevationInMeters"
"11","2015-09-03 20:13:14-03","MNHN","RECOLNAT_MNHN_P","P00227816","PreservedSpecimen",NA,NA,NA,"Amaryllidaceae","Haylockia","americana","Haylockia americana","(Hoffmanns.) Herter","Gaudichaud, C.","1833",NA,NA,NA,"Brésil","Prov. Rio Grande","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00227816' target='other'> <mi>dwc_moreinfo</mi></a>","P00227816","P00227816_01",NA,"Arroyo-Leuenberger",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"281","hb",NA,NA,NA,NA
"12","2015-09-03 20:13:14-03","MNHN","RECOLNAT_MNHN_P","P00227817","PreservedSpecimen",NA,NA,NA,"Amaryllidaceae","Haylockia","americana","Haylockia americana","(Hoffmanns.) Herter","Saint-Hilaire, A. de",NA,NA,NA,NA,"Brésil","Prov. Rio Grande do Sul","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00227817' target='other'> <mi>dwc_moreinfo</mi></a>","P00227817","P00227817_01",NA,"Arroyo-Leuenberger",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C2 2574","hb",NA,NA,NA,NA
"13","2015-09-03 20:13:14-03","MNHN","RECOLNAT_MNHN_P","P00227818","PreservedSpecimen",NA,NA,NA,"Amaryllidaceae","Haylockia","americana","Haylockia americana","(Hoffmanns.) Herter","Saint-Hilaire, A. de",NA,NA,NA,NA,"Brésil","Prov. Rio Grande do Sul","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00227818' target='other'> <mi>dwc_moreinfo</mi></a>","P00227818","P00227818_01",NA,"Arroyo-Leuenberger",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C2 2574","hb",NA,NA,NA,NA
"14","2015-09-03 20:13:14-03","MNHN","RECOLNAT_MNHN_P","P00227815","PreservedSpecimen",NA,NA,NA,"Amaryllidaceae","Zephyranthes","americana","Zephyranthes americana","(Hoffm.) Ravenna","Langeron","1927","3","20",NA,"Uruguay","Estancia del Sarandi","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00227815' target='other'> <mi>dwc_moreinfo</mi></a>","P00227815","P00227815_01",NA,"Arroyo-Leuenberger",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"hb",NA,NA,NA,NA
"15","2018-01-19 15:01:11-02","MNHN","RECOLNAT_MNHN_P","P00227819","PreservedSpecimen",NA,NA,NA,"Amaryllidaceae","Zephyranthes","americana","Zephyranthes americana","(Hoffm.) Ravenna","Sellow, F.","1855",NA,NA,NA,"Brésil",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00227819' target='other'> <mi>dwc_moreinfo</mi></a>","P00227819","P00227819_01",NA,"Arroyo-Leuenberger",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"hb",NA,NA,NA,NA
"16","2014-01-13 16:15:00-02","MO","MOBOT","100663415","PreservedSpecimen","Plantae",NA,NA,"Amaryllidaceae","Zephyranthes","americana","Zephyranthes americana","(Hoffmanns.) Ravenna","W.G. Herter","1931","2","5","South America","Uruguay","Miguelete.",NA,NA,NA,NA,NA,NA,NA,NA,"Montevideo",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,"Herter 622","20.00000000",NA,NA
"17","2016-08-26 09:15:56-03","UFSM","HDCF","2156","S","Plantae",NA,NA,"Amaranthaceae","Haylockia","pusilla","Haylockia pusilla","Herb.","Marchiori, J. N. C.; Longhi, S. J.","1986","01","13","América","Brasil","Cerro do Diogo","Flores amarelo-douradas",NA,NA,NA,"Marchiori, J. N. C.","1986","10","08","Rio Grande do Sul","Santana da Boa Vista","-53.1152992248535","-30.8719005584717","47489","auto",NA,NA,NA,NA,NA,"204",NA,NA,NA
"18","2021-03-01 11:53:11-03","UFPE","UFP","24097","PreservedSpecimen","Plantae",NA,"Asparagales","Amaryllidaceae","Haylockia","pusilla","Haylockia pusilla","Herb.","Schlindwein, C","1992","02","23",NA,"Brasil",NA,NA,"UFP024097",NA,NA,"Schlindwein, C",NA,NA,NA,"Rio Grande do Sul","Caçapava do Sul","-53.4914016723633","-30.5121994018555","50525","auto",NA,NA,NA,NA,NA,"1558",NA,NA,NA
"19","2020-09-12 05:00:02-03","US","US","1898317","PreservedSpecimen","Plantae","Monocotyledonae","Liliales","Amaryllidaceae","Cooperia","brasiliensis","Cooperia brasiliensis","Traub","H. P. Traub","1939","8",NA,"South America","Brazil","100 mi. N of Curitiba.",NA,"US00092070","US00092070_01",NA,NA,NA,NA,NA,"Paraná",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,"s.n.",NA,"Type collection",NA
"20","2020-09-12 05:00:02-03","US","US","1934868","PreservedSpecimen","Plantae","Monocotyledonae","Liliales","Amaryllidaceae","Haylockia","pusilla","Haylockia pusilla",NA,"W. G. F. Herter","1937","2",NA,"South America","Uruguay","Tambores",NA,"US00041050",NA,NA,NA,NA,NA,NA,"Tacuarembó",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,"622 A","300",NA,"300"
"21","2020-09-12 05:00:02-03","US","US","1157736","PreservedSpecimen","Plantae","Monocotyledonae","Liliales","Amaryllidaceae","Haylockia","pusilla","Haylockia pusilla",NA,"C. Osten","1912","3","17","South America","Uruguay","Santa lucia",NA,"US00041053",NA,NA,NA,NA,NA,NA,"Canelones",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,"6130 A",NA,NA,NA
"22","2020-09-12 05:00:02-03","US","US","1934662","PreservedSpecimen","Plantae","Monocotyledonae","Liliales","Amaryllidaceae","Haylockia","pusilla","Haylockia pusilla",NA,"W. G. F. Herter","1931","2","5","South America","Uruguay","Miguelete",NA,"US00041051",NA,NA,NA,NA,NA,NA,"Montevideo",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,"1508","20",NA,"20"
"23","2020-09-12 05:00:02-03","US","US","1854836","PreservedSpecimen","Plantae","Monocotyledonae","Liliales","Amaryllidaceae","Haylockia","pusilla","Haylockia pusilla",NA,"D. Jurado","1920","2","18","South America","Uruguay","Villa la paz, arroyo rosario",NA,"US00041054",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,"16746",NA,NA,NA
"24","2020-09-12 05:00:02-03","US","US","1157737","PreservedSpecimen","Plantae","Monocotyledonae","Liliales","Amaryllidaceae","Haylockia","pusilla","Haylockia pusilla",NA,"C. Osten","1912","3","17","South America","Uruguay","Santa lucia",NA,"US00041055",NA,NA,NA,NA,NA,NA,"Canelones",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,"6130 B",NA,NA,NA
"25","2020-09-12 05:00:02-03","US","US","1540728","PreservedSpecimen","Plantae","Monocotyledonae","Liliales","Amaryllidaceae","Haylockia","pusilla","Haylockia pusilla",NA,"P. Jorgensen",NA,NA,NA,"South America","Paraguay",NA,NA,"US00041057",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,"3877",NA,NA,NA
"26","2020-09-12 05:00:02-03","US","US","1066005","PreservedSpecimen","Plantae","Monocotyledonae","Liliales","Amaryllidaceae","Haylockia","pusilla","Haylockia pusilla",NA,"A. Wetmore","1921","1","27","South America","Uruguay","San vicente",NA,"US00041052",NA,NA,NA,NA,NA,NA,"Rocha",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,"856",NA,NA,NA
"27","2017-09-11 16:26:17-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Amaryllidaceae","Haylockia","pusilla","Haylockia pusilla","Herb.","Hoffmannsegg, JC",NA,NA,NA,NA,"?","Frequentissime etiam ad Maldonado in republica Cisplatina, Brasiliae contermina provenit.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,NA
"28","2021-02-08 12:50:40-03","UFRGS","ICN","128778","S","Plantae",NA,NA,"Amaryllidaceae","Haylockia","americana","Haylockia americana","(Hoffmanns.) Herter","Kinupp, VF; Florísitco 2002-2, Alunos Inv","2003","02","21","América do Sul","Brasil","Passo do Petim Fazenda São Maximiano BR 116 KM 308","Erva com bulbos subterrâneos; tépalas amarelas com ranhuras vinho; sem folhas; afloramento rochoso com solo periodicamente encharcado no topo do morro",NA,NA,"Monocotyledon","Bastian, RE","2020","02","20","RS","Guaíba","-51.3250007629395","-30.113899230957","28343","auto",NA,NA,NA,NA,NA,"2575","198",NA,"198"
"29","2021-02-08 12:50:40-03","UFRGS","ICN","156245","S","Plantae",NA,NA,"Amaryllidaceae","Haylockia","americana","Haylockia americana","(Hoffmanns.) Herter","Setubal, R; Bassi, J","2006","01","02","América do Sul","Brasil","morro São Pedro Econsciência Espaço de Conservação","flores brancas; em lajeado úmido de topo de morro",NA,NA,"Monocotyledon","Bastian, RE","2020","02","20","RS","Porto Alegre","-51.2299995422363","-30.0331001281738","29946","auto",NA,NA,NA,NA,NA,"348","145",NA,"145"
"30","2021-02-08 12:50:40-03","UFRGS","ICN","081784","S","Plantae",NA,NA,"Amaryllidaceae","Haylockia","americana","Haylockia americana","(Hoffmanns.) Herter","Sobral, M; S. Longhi; Marchiori, J","1987","01",NA,"América do Sul","Brasil","Cerro do Diogo","Erva bulbosa em campo queimado na encosta do cerro, em grande densidade(até dezemas por m²). V. lombardi, F1. Montevidensis 3: 387. 1984",NA,NA,"Monocotyledon","Bastian, RE","2020","02","20","RS","Santana da Boa Vista","-53.1152992248535","-30.8719005584717","47489","auto",NA,NA,NA,NA,NA,"4869",NA,NA,NA
"31","2021-02-08 12:50:40-03","UFRGS","ICN","128116","S","Plantae",NA,NA,"Amaryllidaceae","Haylockia","americana","Haylockia americana","(Hoffmanns.) Herter","Schneider, AA","2003","02","18","América do Sul","Brasil","Itapuã trilha do araçá","Flores amarelas, em rocha granítica",NA,NA,"Monocotyledon","Bastian, RE","2020","02","20","RS","Viamão","-51.0233001708984","-30.0811004638672","41667","auto",NA,NA,NA,NA,NA,"s.n.",NA,NA,NA
"32","2021-02-08 12:50:40-03","UFRGS","ICN","019377","S","Plantae",NA,NA,"Amaryllidaceae","Haylockia","americana","Haylockia americana","(Hoffmanns.) Herter","Emrich, K","1943","02","10","América do Sul","Brasil","Morro Petropolis",NA,NA,NA,"Monocotyledon","Bastian, RE","2020","02","20","RS","Porto Alegre","-51.2299995422363","-30.0331001281738","29946","auto",NA,NA,NA,NA,NA,"s.n.",NA,NA,NA
"33","2021-02-08 12:50:40-03","UFRGS","ICN","081768","S","Plantae",NA,NA,"Amaryllidaceae","Haylockia","americana","Haylockia americana","(Hoffmanns.) Herter","Sobral, M; Longhi, H; Marchiori, J","1986","01",NA,"América do Sul","Brasil","Cerro do Ouro","Erva entre pedras, em campo, no Cerro do Ouro; fl. brancas.",NA,NA,"Monocotyledon","Bastian, RE","2020","02","20","RS","São Gabriel","-54.3199996948242","-30.3363990783691","56206","auto",NA,NA,NA,NA,NA,"4898",NA,NA,NA
