"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","imagecode","locality","minimumElevationInMeters","maximumElevationInMeters","phylum","order","continentOcean","preparationType","coordinatePrecision","geoFlag","class","relatedCatalogItem","individualCount","typeStatus","fieldNumber"
"401","2015-03-06 18:58:39-03","F","FMNH-SEEDPLANTS","V0270907F","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","myrsinites","Erythroxylum myrsinites",NA,NA,NA,NA,NA,"G. G. Hatschbach","20536","1968","12","7","Brazil","Paraná",NA,NA,NA,NA,NA,NA,"V0270907F","V0270907F_01","Rio Iguacu. Salto Osorio. Mun. S. Jorge do Oeste, Parana",NA,NA,"Spermatophyta",NA,"South America",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"402","2015-03-06 18:58:40-03","F","FMNH-SEEDPLANTS","V0270908F","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","myrsinites","Erythroxylum myrsinites",NA,NA,NA,NA,NA,"G. G. Hatschbach & A. C. Cervi","50642","1986","10","13","Brazil","Paraná",NA,NA,NA,NA,NA,NA,"V0270908F","V0270908F_01","Parque Nacional do Iguacu. Macucos, Mun. Foz do Iguacu",NA,NA,"Spermatophyta",NA,"South America",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"403","2015-03-06 18:58:40-03","F","FMNH-SEEDPLANTS","V0270910F","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","myrsinites","Erythroxylum myrsinites",NA,NA,NA,NA,NA,"G. G. Hatschbach","40527","1977","12","8","Brazil","Paraná",NA,NA,NA,NA,NA,NA,"V0270910F","V0270910F_01","Sta. Helena, Rod. S. Francisco Chico",NA,NA,"Spermatophyta",NA,"South America",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"404","2015-03-06 18:58:40-03","F","FMNH-SEEDPLANTS","V0270911F","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","myrsinites","Erythroxylum myrsinites",NA,NA,NA,NA,NA,"C. A. Mondin",NA,"1999","10","9","Brazil",NA,NA,"-52.8731","-10.8339",NA,NA,NA,"V0270911F","V0270911F_01",NA,NA,NA,"Spermatophyta",NA,"South America",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"405","2015-03-06 18:58:40-03","F","FMNH-SEEDPLANTS","V0270912F","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","myrsinites","Erythroxylum myrsinites",NA,NA,NA,NA,NA,"W. G. F. Herter","1628","1933","12","2","Uruguay","Rivera",NA,NA,NA,NA,NA,NA,"V0270912F","V0270912F_01","Loc. Dict. Galgo","200",NA,"Spermatophyta",NA,"South America",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"406","2015-03-06 18:58:40-03","F","FMNH-SEEDPLANTS","V0270913F","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","myrsinites","Erythroxylum myrsinites",NA,NA,NA,NA,NA,"S. Cáceres et al.","374","1986","2","24","Argentina","Corrientes","Santo Tome",NA,NA,NA,NA,NA,"V0270913F","V0270913F_01","Ruta 38 y Río Aguapey","1.50",NA,"Spermatophyta",NA,"South America",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"407","2015-03-06 18:58:40-03","F","FMNH-SEEDPLANTS","V0270914F","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","myrsinites","Erythroxylum myrsinites",NA,NA,NA,NA,NA,"G. G. Hatschbach","27059","1971","9","25","Brazil","Paraná",NA,NA,NA,NA,NA,NA,"V0270914F","V0270914F_01","Curitiba, Capao da Imbuia",NA,NA,"Spermatophyta",NA,"South America",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"408","2015-03-07 09:27:10-03","F","FMNH-SEEDPLANTS","V0270915F","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","myrsinites","Erythroxylum myrsinites",NA,"N. Hensold : Field Museum of Natural History",NA,NA,NA,"G. G. Hatschbach & J. M. Silva","61060","1994","9","16","Brazil","Rio Grande do Sul",NA,NA,NA,NA,NA,NA,"V0270915F","V0270915F_01","Rio Uruguai, Estreito (mun. Marcelino Ramos)",NA,NA,"Spermatophyta",NA,"South America",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"409","2015-03-07 09:27:10-03","F","FMNH-SEEDPLANTS","V0270916F","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","myrsinites","Erythroxylum myrsinites",NA,NA,NA,NA,NA,"P. E. Berry et al.","4490","1985","1","26","Brazil","Paraná",NA,NA,NA,NA,NA,NA,"V0270916F","V0270916F_01","Balsa Nova, along right bank of Rio Iguacu, outskirts of town of Balsa Nova",NA,NA,"Spermatophyta",NA,"South America",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"410","2015-03-07 09:27:10-03","F","FMNH-SEEDPLANTS","V0270917F","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","myrsinites","Erythroxylum myrsinites",NA,NA,NA,NA,NA,"G. G. Hatschbach & A. L. Souza","50826","1986","11","28","Brazil","Paraná",NA,NA,NA,NA,NA,NA,"V0270917F","V0270917F_01","Rod. BR277, rio dos Papagaios, Mun. Palmeira",NA,NA,"Spermatophyta",NA,"South America",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"411","2015-03-07 09:27:10-03","F","FMNH-SEEDPLANTS","V0270918F","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","myrsinites","Erythroxylum myrsinites",NA,NA,NA,NA,NA,"G. G. Hatschbach","51482","1987","10","5","Brazil","Paraná",NA,NA,NA,NA,NA,NA,"V0270918F","V0270918F_01","Poco Frio, Mun. Pien",NA,NA,"Spermatophyta",NA,"South America",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"412","2015-03-13 19:02:08-03","F","FMNH-SEEDPLANTS","V0270903F","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","myrsinites","Erythroxylum myrsinites",NA,NA,NA,NA,NA,"L. B. Smith & R. Reitz","12884","1964","10","23","Brazil","Santa Catarina",NA,"-52","26.57",NA,NA,NA,"V0270903F","V0270903F_01","Abelardo Luz, Low woods, 4 Km N of Abelardo Luz","900","1000","Spermatophyta",NA,"South America",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"413","2015-03-07 09:27:10-03","F","FMNH-SEEDPLANTS","V0270919F","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","myrsinites","Erythroxylum myrsinites",NA,NA,NA,NA,NA,"A. Krapovickas & C. L. Cristóbal","44011","1992","1","29","Brazil","Rio Grande do Sul",NA,NA,NA,NA,NA,NA,"V0270919F","V0270919F_01","Irai, ladera con selva frente al Balneario Oswaldo Cruz",NA,NA,"Spermatophyta",NA,"South America",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"414","2015-03-07 09:27:10-03","F","FMNH-SEEDPLANTS","V0270920F","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","myrsinites","Erythroxylum myrsinites",NA,NA,NA,NA,NA,"J. R. Stehmann","159","1982","12",NA,"Brazil","Rio Grande do Sul",NA,NA,NA,NA,NA,NA,"V0270920F","V0270920F_01","Esmeralda",NA,NA,"Spermatophyta",NA,"South America",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"415","2015-03-07 09:27:10-03","F","FMNH-SEEDPLANTS","V0270921F","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","myrsinites","Erythroxylum myrsinites",NA,NA,NA,NA,NA,"M. Sobral","2391","1983","10",NA,"Brazil","Rio Grande do Sul",NA,NA,NA,NA,NA,NA,"V0270921F","V0270921F_01","Pessegueiro. Camaqua",NA,NA,"Spermatophyta",NA,"South America",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"416","2015-03-13 18:29:56-03","F","FMNH-SEEDPLANTS","V0270922F","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","myrsinites","Erythroxylum myrsinites",NA,NA,NA,NA,NA,"M. Sobral","1352","1982","12",NA,"Brazil","Rio Grande do Sul",NA,NA,NA,NA,NA,NA,"V0270922F","V0270922F_01","Proc. Parque Estadual do Turvo. Tenente Portela. RS.",NA,NA,"Spermatophyta",NA,"South America",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"417","2015-03-13 18:29:56-03","F","FMNH-SEEDPLANTS","V0270923F","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","myrsinites","Erythroxylum myrsinites",NA,NA,NA,NA,NA,"M. Sobral","1352","1982","10",NA,"Brazil","Rio Grande do Sul",NA,NA,NA,NA,NA,NA,"V0270923F","V0270923F_01","Proc. Parque Estadual do Turvo. Tenente Portela. RS.",NA,NA,"Spermatophyta",NA,"South America",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"418","2015-03-13 19:03:47-03","F","FMNH-SEEDPLANTS","V0270909F","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","myrsinites","Erythroxylum myrsinites",NA,NA,NA,NA,NA,"L. B. Smith & R. Reitz","12703","1964","10","18","Brazil","Santa Catarina",NA,"-53","-27.17",NA,NA,NA,"V0270909F",NA,"Itapiranga, Forest above Rio Uruguai: Barra Macaco Branco","150","250","Spermatophyta",NA,"South America",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"419","2019-01-25 15:34:48-02","IAC","IAC","42340","S","Plantae","Erythroxylaceae","Erythroxylum","myrsinites","Erythroxylum myrsinites","Mart.","A. Amaral & J.O. Mendonça","2001","06","05","E. M. Francisco","s/nº","1999","11","05","Brasil","Paraná","Ortigueira","-50.9494","-24.2083","-50.9494","-24.2083",NA,NA,NA,"Fazenda Banhado Grande",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"420","2019-06-24 08:12:33-03","IAC","IAC","48722","S","Plantae","Erythroxylaceae","Erythroxylum","myrsinites","Erythroxylum myrsinites","Mart.","H.R. Gonçalves & R.B. Torres","2007","10","14","M.A.L. Silva; M.I. Ferreira; H.O. Yamaki; V.J. Diniz Filho & J.S.B. Souza","2","2006","10","14","Brasil","São Paulo","Guaratinguetá","-45.1925","-22.8164","-45.1925","-22.8164","Coordenadas medidas: -22.44301,-45.20351",NA,NA,"Morro da Pedra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"421","2020-07-23 12:05:31-03","CEPLAC","CEPEC","140134","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","myrsinites","Erythroxylum myrsinites",NA,"J. L. Costa-Lima",NA,NA,NA,"M. Borgo","139","1997","10","04","Brasil","Bahia","TRÊS BARRAS DO PARANÁ",NA,NA,NA,NA,"<ll>dwc_commonname:</ll>",NA,NA,"Canyon do Rio Guarani (margem direita).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"422","2019-11-12 17:14:53-03","URICER","HPBR","2096","S","Plantae","Erythroxylaceae","Erythroxylum","myrsinites","Erythroxylum myrsinites","Mart.","RIGO, V.",NA,NA,NA,"PLAUMANN, F.",NA,"1944","01","12","Brasil","SC","Nova Teutônia",NA,NA,NA,NA,NA,"HPBR002096",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"423","2019-11-12 17:14:53-03","URICER","HPBR","11832","S","Plantae","Erythroxylaceae","Erythroxylum","myrsinites","Erythroxylum myrsinites","Mart","BUDKE,J","2014","04","28","HOFMANN,A.J.",NA,"2014","04","28","Brasil","RS","Aratiba","-52.3003005981445","-27.3941993713379",NA,NA,"Próximo a ponte do Rio Negro","HPBR011832",NA,NA,NA,NA,NA,NA,NA,NA,"18075","auto",NA,NA,"1",NA,NA
"424","2019-11-12 17:14:53-03","URICER","HPBR","11826","S","Plantae","Erythroxylaceae","Erythroxylum","myrsinites","Erythroxylum myrsinites","Mart","BUDKE, J.",NA,NA,NA,"HOFMANN, A. J.",NA,NA,NA,NA,"Brasil","RS","Erebango","-52.3018989562988","-27.8553009033203",NA,NA,"Coletada ao lado da igreja","HPBR011826",NA,NA,NA,NA,NA,NA,NA,NA,"12173","auto",NA,NA,"3",NA,NA
"425","2019-11-12 17:14:53-03","URICER","HPBR","11825","S","Plantae","Erythroxylaceae","Erythroxylum","myrsinites","Erythroxylum myrsinites","Mart","BUDKE, J.",NA,NA,NA,"HOFMANN, A. J.",NA,NA,NA,NA,"Brasil","RS","Erebango","-52.3018989562988","-27.8553009033203",NA,NA,"Encontrado ao lado da igreja, ERS 157","HPBR011825",NA,NA,NA,NA,NA,NA,NA,NA,"12173","auto",NA,NA,"1",NA,NA
"426","2019-11-12 17:14:53-03","URICER","HPBR","7943","S","Plantae","Erythroxylaceae","Erythroxylum","myrsinites","Erythroxylum myrsinites","Mart.",NA,NA,NA,NA,"BUTZKE, A.",NA,"1995","11","16","Brasil","RS","Erechim","-52.2738990783691","-27.6341991424561",NA,NA,"5m de altura","HPBR007943",NA,"POVOADO TARTAS",NA,NA,NA,NA,NA,NA,"46790","auto",NA,NA,"1",NA,NA
"427","2019-11-12 17:14:53-03","URICER","HPBR","11828","S","Plantae","Erythroxylaceae","Erythroxylum","myrsinites","Erythroxylum myrsinites","Mart.","BUDKE, J.",NA,NA,NA,"HOFMANN, A. J.",NA,NA,NA,NA,"Brasil","RS","Santana do Livramento","-55.5327987670898","-30.8908004760742",NA,NA,"Km 55, BR 159","HPBR011828",NA,NA,NA,NA,NA,NA,NA,NA,"79795","auto",NA,NA,"2",NA,NA
"428","2019-11-12 17:14:53-03","URICER","HPBR","2903","S","Plantae","Erythroxylaceae","Erythroxylum","myrsinites","Erythroxylum myrsinites","Mart.","ZANIN, E. M.",NA,NA,NA,"ZANIN, E. M.",NA,"1986","05","20","Brasil","SC","Concórdia","-52.0278015136719","-27.2341995239258",NA,NA,"12m de altura","HPBR002903",NA,"ESTREITO AUGUSTO CÉSAR",NA,NA,NA,NA,NA,NA,"24608","auto",NA,NA,"1",NA,NA
"429","2019-07-02 15:55:23-03","UEM","HUEM","5245","S","Plantae","Erythroxylaceae","Erythroxylum","myrsinites","Erythroxylum myrsinites","Mart.","J.O. Mendonça","1995",NA,NA,"D. Carrião","s.n.","1994","10","11","Brasil","Paraná","Curitiba","-49.2731018066406","-25.4277992248535",NA,NA,"Arbusto; 1 m de altura; flor creme","HUEM000003819","HUEM000003819","Parque Barigui, Com Araucária, no subosque",NA,NA,NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA
"430","2020-11-12 17:00:57-03","UEL","FUEL","35737","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","myrsinites","Erythroxylum myrsinites","Mart.","Lovato, MC","2003",NA,NA,"Lovato, MC; et al.","81","2003","08","19","Brasil","Paraná","Londrina","-50.975556","-23.540833","-50.975556","-23.540833",NA,NA,NA,"Fazenda Figueira, Paiquerê",NA,NA,"Tracheophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"431","2020-11-12 17:00:57-03","UEL","FUEL","42490","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","myrsinites","Erythroxylum myrsinites","Mart.","Marestoni, TM","2007","10","06","Marestoni, TM; Cervigne, NS; Francisco, EM","51","2007","09","11","Brasil","Paraná","Lupionópolis","-51.701667","-22.688333","-51.701667","-22.688333",NA,NA,NA,"R.P.P.N. Mata São Pedro",NA,NA,"Tracheophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"432","2020-11-12 17:00:57-03","UEL","FUEL","20752","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","myrsinites","Erythroxylum myrsinites","Mart.","Kinupp, VF","1997",NA,NA,"Kinupp, VF; Medri, C; Francisco, EM","1025","1997","10","24","Brasil","Paraná","Cambé","-51.2783012390137","-23.2758007049561",NA,NA,NA,NA,NA,"Parque Histórico Municipal Danziger Hof",NA,NA,"Tracheophyta","Malpighiales",NA,NA,"29438","auto",NA,NA,NA,NA,NA
"433","2020-11-12 17:00:57-03","UEL","FUEL","22495","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","myrsinites","Erythroxylum myrsinites","Mart.","Kinupp, VF","1998","03","05","Kinupp, VF; Medri, C; Francisco, EM","848","1997","10","26","Brasil","Paraná","Cambé","-51.2783012390137","-23.2758007049561",NA,NA,NA,NA,NA,"Parque Municipal Dansiger Hof",NA,NA,"Tracheophyta","Malpighiales",NA,NA,"29438","auto",NA,NA,NA,NA,NA
"434","2020-11-12 17:00:57-03","UEL","FUEL","22497","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","myrsinites","Erythroxylum myrsinites","Mart.","Dias, MC","1999","03","05","Kinupp, VF; Medri, C; Francisco, EM","785","1997","08","22","Brasil","Paraná","Cambé","-51.2783012390137","-23.2758007049561",NA,NA,NA,NA,NA,"Parque Municipal Dansiger Hof",NA,NA,"Tracheophyta","Malpighiales",NA,NA,"29438","auto",NA,NA,NA,NA,NA
"435","2020-11-12 17:00:57-03","UEL","FUEL","19368","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","myrsinites","Erythroxylum myrsinites","Mart.","Mendonça, JO","1995",NA,NA,"Carrião, D","s.n.","1994","10","11","Brasil","Paraná","Curitiba","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,NA,"Parque Barigüi",NA,NA,"Tracheophyta","Malpighiales",NA,NA,"25180","auto",NA,NA,NA,NA,NA
"436","2020-11-12 17:00:57-03","UEL","FUEL","19381","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","myrsinites","Erythroxylum myrsinites","Mart.",NA,NA,NA,NA,"Mendonça, JO; Bidá, A","s.n.","1993","11","09","Brasil","Paraná","Curitiba","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,NA,"UFPR- Centro Politécnico- Capão, Centro Politécnico- Capão",NA,NA,"Tracheophyta","Malpighiales",NA,NA,"25180","auto",NA,NA,NA,NA,NA
"437","2020-11-12 17:00:57-03","UEL","FUEL","19387","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","myrsinites","Erythroxylum myrsinites","Mart.","Mendonça, JO","1993","11",NA,"Bidá, A","665","1992","10","24","Brasil","Paraná","Curitiba","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,NA,"UFPR-Centro Politécnico, Centro Politécnico",NA,NA,"Tracheophyta","Malpighiales",NA,NA,"25180","auto",NA,NA,NA,NA,NA
"438","2020-11-12 17:00:57-03","UEL","FUEL","19419","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","myrsinites","Erythroxylum myrsinites","Mart.","Mendonça, JO","1993","11",NA,"Bidá, A","665","1992","10","24","Brasil","Paraná","Curitiba","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,NA,"Universidade Federal do Paraná, Centro Politécnico, Centro Politécnico",NA,NA,"Tracheophyta","Malpighiales",NA,NA,"25180","auto",NA,NA,NA,NA,NA
"439","2020-11-12 17:00:57-03","UEL","FUEL","7753","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","myrsinites","Erythroxylum myrsinites","Mart.","Vieira, AOS","1998","07","22","Pimenta, JA; et al.","s.n.","1989","12","03","Brasil","Paraná","Ipiranga","-50.5842018127441","-25.0238990783691",NA,NA,NA,NA,NA,"Barra do rio Imbituizinho","800","800","Tracheophyta","Malpighiales",NA,NA,"31827","auto",NA,NA,NA,NA,NA
"440","2020-11-12 17:00:57-03","UEL","FUEL","17866","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","myrsinites","Erythroxylum myrsinites","Mart.","Dias, MC","1999","03","05","Francisco das Chagas e Silva; Soares-Silva, LH","1872","1995","11","15","Brasil","Paraná","Londrina","-51.1627998352051","-23.3103008270264",NA,NA,NA,NA,NA,"Arredores da barragem do Ribeirão Três Bocas",NA,NA,"Tracheophyta","Malpighiales",NA,NA,"63728","auto",NA,NA,NA,NA,NA
"441","2020-11-12 17:00:57-03","UEL","FUEL","28711","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","myrsinites","Erythroxylum myrsinites","Mart.","Mendonça, JO; Amaral Jr, A","2001",NA,NA,"Kinupp, VF; et al.","66","1996","11","08","Brasil","Paraná","Londrina","-51.1627998352051","-23.3103008270264",NA,NA,NA,NA,NA,"Mata da CONFEPAR",NA,NA,"Tracheophyta","Malpighiales",NA,NA,"63728","auto",NA,NA,NA,NA,NA
"442","2020-11-12 17:00:57-03","UEL","FUEL","3860","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","myrsinites","Erythroxylum myrsinites","Mart.","Mendonça, JO","1995",NA,NA,"Coelho, FR; et al.","s.n.","1986","11","01","Brasil","Paraná","Londrina","-51.1627998352051","-23.3103008270264",NA,NA,NA,NA,NA,"Mata do Sítio Irmãos Vitorino, Viação Velha",NA,NA,"Tracheophyta","Malpighiales",NA,NA,"63728","auto",NA,NA,NA,NA,NA
"443","2020-11-12 17:00:57-03","UEL","FUEL","28710","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","myrsinites","Erythroxylum myrsinites","Mart.","Mendonça, JO; Amaral Jr, A","2001",NA,NA,"Francisco, EM; et al.","s.n.","1999","11","19","Brasil","Paraná","Londrina","-51.1627998352051","-23.3103008270264",NA,NA,NA,NA,NA,"Patrimônio Regina",NA,NA,"Tracheophyta","Malpighiales",NA,NA,"63728","auto",NA,NA,NA,NA,NA
"444","2020-11-12 17:00:57-03","UEL","FUEL","7689","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","myrsinites","Erythroxylum myrsinites","Mart.","Vieira, AOS","1998","07","22","Francisco das Chagas e Silva; et al.","s.n.","1989","11","27","Brasil","Paraná","Londrina","-51.1627998352051","-23.3103008270264",NA,NA,NA,NA,NA,"Reserva Indígena, Margem do Rio Apucarana",NA,NA,"Tracheophyta","Malpighiales",NA,NA,"63728","auto",NA,NA,NA,NA,NA
"445","2020-11-12 17:00:57-03","UEL","FUEL","28708","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","myrsinites","Erythroxylum myrsinites","Mart.","Mendonça, JO; Amaral Jr, A","2001",NA,NA,"Francisco, EM","s.n.","1999","11","05","Brasil","Paraná","Ortigueira","-50.9494018554688","-24.2082996368408",NA,NA,NA,NA,NA,"Fazenda Banhado Grande",NA,NA,"Tracheophyta","Malpighiales",NA,NA,"46016","auto",NA,NA,NA,NA,NA
"446","2020-11-12 17:00:57-03","UEL","FUEL","34615","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","myrsinites","Erythroxylum myrsinites","Mart.","K.L.V.R. de Sá","2003",NA,NA,"K.L.V.R. de Sá; et al.","374","2002","10","24","Brasil","Paraná","São Jerônimo da Serra","-50.7411003112793","-23.7275009155273",NA,NA,NA,NA,NA,"Reserva Indígena São Jerônimo",NA,NA,"Tracheophyta","Malpighiales",NA,NA,"30511","auto",NA,NA,NA,NA,NA
"447","2020-11-12 17:00:57-03","UEL","FUEL","20504","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","myrsinites","Erythroxylum myrsinites","Mart.","Kersten, RA","2002",NA,NA,"Francisco das Chagas e Silva","s.n.","1995","10","04","Brasil","Paraná","Sapopema","-50.5802993774414","-23.9108009338379",NA,NA,NA,NA,NA,"Arredores de Sapopema",NA,NA,"Tracheophyta","Malpighiales",NA,NA,"21990","auto",NA,NA,NA,NA,NA
"448","2019-11-01 14:57:19-03","UnB","UB","142","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","myrsinites","Erythroxylum myrsinites","Mart.","Sobral, M",NA,NA,NA,"Sobral, MEG","2365","1983","10","12","Brasil","Rio Grande do Sul","Camaqua","-51.812198638916","-30.8511009216309",NA,NA,"D2M#.; Arbusto 2m. Flor branca; Beira de estrada.",NA,NA,"Pessegueiro",NA,NA,"Dicotyledoneae",NA,"Southern America",NA,"49429","auto",NA,NA,NA,NA,NA
"449","2019-05-06 11:55:35-03","UFU","HUFU","35653","S","Plantae","Erythroxylaceae","Erythroxylum","myrsinites","Erythroxylum myrsinites","Mart.","Pacheco, R.A.","2004","01","02","Nakajima, J.N.; Romero, R.; Hattori, E.K.O.; Santos, A.P.M.; Volpi, R.L. & Pacheco, R.A.","3777","2003","11","29","Brasil","Minas Gerais","Delfinópolis","-46.8539009094238","-20.343900680542",NA,NA,"Arbusto 1,5 m. Frutos imaturos verdes, maduros vermelhos.; Mata de galeria.","HUFU00040929","HUFU00040929","Parque Nacional da Serra da Canastra, Estrada para Escada de Pedras, vão na fazenda do José Onório.",NA,NA,NA,NA,NA,NA,"41380","auto",NA,NA,NA,NA,NA
"450","2019-05-06 11:55:35-03","UFU","HUFU","45761","S","Plantae","Erythroxylaceae","Erythroxylum","myrsinites","Erythroxylum myrsinites","Mart.","Damaso, P.P.","2004","12",NA,"Damaso, P.P.; Nakajima, J.N.","23","2004","11","12","Brasil","Minas Gerais","Monte Alegre de Minas","-48.8807983398438","-18.8705997467041",NA,NA,"Arbusto, ca. 2 m. Fruto esverdeado.; Cerradão.","HUFU00005931","HUFU00005931","Fazenda Conquista",NA,NA,NA,NA,NA,NA,"45497","auto",NA,NA,NA,NA,NA
"451","2020-08-04 12:47:56-03","UFU","HUFU","42681","S","Plantae","Erythroxylaceae","Erythroxylum","myrsinites","Erythroxylum myrsinites","Mart.","Melo, K.B.S.","2006","07","06","Romero, R.; Nakajima, J.N.; Arantes, A.A.A.; Rezende, T.M. & Hattori, E.K.O.","7172","2005","09","28","Brasil","Minas Gerais",NA,NA,NA,NA,NA,"Arbusto ca. de 0,7 m. Cálice verde, corola creme.; Mata de encosta.","HUFU00040926","HUFU00040926","Região da Represa de Furnas, Cachoeira Feixo da Serra, Rio Turvo.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"452","2019-05-06 11:55:35-03","UFU","HUFU","45762","S","Plantae","Erythroxylaceae","Erythroxylum","myrsinites","Erythroxylum myrsinites","Mart.","Damaso, P.P.","2004","12",NA,"Damaso, P.P.; Nakajima, J.N.","5","2004","11","12","Brasil","Minas Gerais","Monte Alegre de Minas","-48.8807983398438","-18.8705997467041",NA,NA,"Arvoreta, a. 2 m. Fruto esverdeado.; Borda de cerradão.","HUFU00005932","HUFU00005932","Fazenda Conquista",NA,NA,NA,NA,NA,NA,"45497","auto",NA,NA,NA,NA,NA
"453","2019-05-06 11:55:35-03","UFU","HUFU","18414","S","Plantae","Erythroxylaceae","Erythroxylum","myrsinites","Erythroxylum myrsinites","Mart.","Kinnup, V.F.","1998",NA,NA,"Kinupp, V.F.; Medri, C. & Francisco, E.M.","848","1997","10","26","Brasil","Paraná","Cambé","-51.2783012390137","-23.2758007049561",NA,NA,"Mata ciliar.","HUFU00005930","HUFU00005930","Parque Municipal Danziger Hof",NA,NA,NA,NA,NA,NA,"29438","auto",NA,NA,NA,NA,NA
"454","2019-05-06 11:55:35-03","UFU","HUFU","29939","S","Plantae","Erythroxylaceae","Erythroxylum","myrsinites","Erythroxylum myrsinites","Mart.","Amaral-Junior, A.","2001",NA,NA,"Francisco, E.M.","s.n.","1999","11","05","Brasil","Paraná","Ortigueira","-50.9494018554688","-24.2082996368408",NA,NA,"Arvoreta 2 m. Frutos imaturos verde e maduro vinho.; Borda da mata, brejo.","HUFU00005929","HUFU00005929","Fazenda Banhado Grande",NA,NA,NA,NA,NA,NA,"46016","auto",NA,NA,NA,NA,NA
