"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","imagecode","recordNumber","class","order","continentOcean","phylum","coordinatePrecision","geoFlag","minimumElevationInMeters","maximumElevationInMeters","fieldNumber","preparationType","individualCount","typeStatus","previousCatalogNumber"
"101","2017-11-08 10:15:58-02","UNIOESTE","UNOP","434","S","Plantae","Orchidaceae","Gomesa","cornigera","Gomesa cornigera","(Lindl.) M.W.Chase & N.H.Williams","Boff, L.","2015","02","02","Boff, L.; Martins, S.; Schinemann, D.A.; Martins, S.; Schinemann, D.A.","2014","12","10","Brasil","Paraná","Foz do Iguaçu","Parque Nacional do Iguaçu. BR 469 Km 26.","-54.5881004333496","-25.5478000640869",NA,NA,"Epífita. Pseudobulbo liso, com uma folha em seu ápice. Escapo alongado pendente. Flores amareladas manchadas em marrom.",NA,NA,"91",NA,NA,NA,NA,"39570","auto",NA,NA,NA,NA,NA,NA,NA
"102","2017-11-08 10:15:58-02","UNIOESTE","UNOP","485","S","Plantae","Orchidaceae","Gomesa","cornigera","Gomesa cornigera","(Lindl.) M.W.Chase & N.H.Williams","Boff, L.","2015","03","02","Boff, L.; Temponi, L. .G.; Silva, T. .M.; Lombardi, J. .A.; Temponi, L. .G.; Silva, T. .M.; Lombardi, J. .A.","2015","02","20","Brasil","Paraná","Foz do Iguaçu","Parque Nacional do Iguaçu. BR 469 Km 26.","-54.5881004333496","-25.5478000640869",NA,NA,"Epífita. Pseudobulbo liso. Folhas carnosas. Flores amareladas com manchas marrom.",NA,NA,"115",NA,NA,NA,NA,"39570","auto",NA,NA,NA,NA,NA,NA,NA
"103","2017-11-08 10:15:58-02","UNIOESTE","UNOP","1640","S","Plantae","Orchidaceae","Gomesa","cornigera","Gomesa cornigera","(Lindl.) M.W.Chase & N.H.Williams","Boff, L.","2015","03","12","Boff, L.; Hammes, J.K.; Munhoz, H.M.; Escher, A.R.; Hammes, J.K.; Munhoz, H.M.; Escher, A.R.","2015","03","11","Brasil","Paraná","Foz do Iguaçu","Parque Nacional do Iguaçu. Br 469, Km 31.","-54.5881004333496","-25.5478000640869",NA,NA,"Epífita. Pseudobulbo liso. Folhas carnosas. Flores amarelas com manchas marrom.",NA,NA,"124",NA,NA,NA,NA,"39570","auto",NA,NA,NA,NA,NA,NA,NA
"104","2017-11-08 10:15:58-02","UNIOESTE","UNOP","7235","S","Plantae","Orchidaceae","Gomesa","cornigera","Gomesa cornigera","(Lindl.) M.W.Chase & N.H.Williams","Martinez, M.T.","2011","12",NA,"Martinez, M.T.; Temponi, L.G.; Temponi, L.G.","2011","12","02","Brasil","Paraná","Foz do Iguaçu","Parque Nacional do Iguaçu. Trilha das Cataratas.","-54.5881004333496","-25.5478000640869",NA,NA,"Epífita. Pétalas e coluna amarelas com manchas vináceas. Labelo amarelo.",NA,NA,"137",NA,NA,NA,NA,"39570","auto",NA,NA,NA,NA,NA,NA,NA
"105","2017-11-08 10:15:58-02","UNIOESTE","UNOP","2847","S","Plantae","Orchidaceae","Gomesa","cornigera","Gomesa cornigera","(Lindl.) M.W.Chase & N.H.Williams","Engels, M.E.","2014","06","21","Engels, M.E.; Saka, M.N.; Ferneda Rocha, L.C.; Cardozo, A.P.; Temponi, L.G.; Saka, M.N.; Ferneda Rocha, L.C.; Cardozo, A.P.; Temponi, L.G.","2012","11","28","Brasil","Paraná","Morretes","Parque Nacional Saint-Hilaire & Lange. Trilha da Torre da Prata.","-48.834400177002","-25.476900100708",NA,NA,"Epífita. Pseudobulbos e folhas verdes. Flores com sépalas e pétalas amarelo-esverdeadas, com pintas castanhas. Labelo amarelo.",NA,NA,"565",NA,NA,NA,NA,"30514","auto",NA,NA,NA,NA,NA,NA,NA
"106","2017-11-08 10:15:58-02","UNIOESTE","UNOP","7285","S","Plantae","Orchidaceae","Gomesa","cornigera","Gomesa cornigera","(Lindl.) M.W.Chase & N.H.Williams","Martinez, M.T.","2011","12",NA,"Martinez, M.T.; Temponi, L.G.; Temponi, L.G.","2011","12","08","Brasil","Paraná","Santa Terezinha de Itaipu","Reserva Particular do Patrimônio Natural Fazenda Santa Maria","-54.4880981445312","-25.3621997833252",NA,NA,"Epífita. Pseudobulbo não sulcado. Escapo bem comprido.",NA,NA,"160",NA,NA,NA,NA,"24409","auto",NA,NA,NA,NA,NA,NA,NA
"107","2018-12-03 15:35:28-02","UNIOESTE","UNOP","7002","S","Plantae","Orchidaceae","Gomesa","cornigera","Gomesa cornigera","(Lindl.) M.W.Chase & N.H.Williams","Martinez, M.T.","2011","09",NA,"Martinez, M.T.; Ferneda Rocha, L.C.; Boff, L.; Temponi, L.G.; Ferneda Rocha, L.C.; Boff, L.; Temponi, L.G.","2011","09","06","Brasil","Paraná","Céu Azul","Parque Nacional do Iguaçu. Trilha da Cachoeira Jacutinga.","-53.856667","-25.241444","-53.856667","-25.241444","Epífita. Folha coriácea, pseudobulbo não sulcado. Escapo floral verde, fruto verde sulcado.",NA,NA,"62",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","2017-11-08 10:15:58-02","UNIOESTE","UNOP","484","S","Plantae","Orchidaceae","Gomesa","cornigera","Gomesa cornigera","(Lindl.) M.W.Chase & N.H.Williams","Boff, L.","2015","03","02","Boff, L.; Buturi, C. .V.; Toderke, M. .L.; Buturi, C. .V.; Toderke, M. .L.","2015","02","26","Brasil","Paraná","Capanema","Parque Nacional do Iguaçu. Ilha do Sol.","-53.8088989257812","-25.6718997955322",NA,NA,"Epífita. Pseudobulbo liso. Folhas carnosas. Flores amareladas com manchas marrom.",NA,NA,"114",NA,NA,NA,NA,"23753","auto",NA,NA,NA,NA,NA,NA,NA
"109","2017-11-08 10:15:58-02","UNIOESTE","UNOP","1793","S","Plantae","Orchidaceae","Gomesa","cornigera","Gomesa cornigera","(Lindl.) M.W.Chase & N.H.Williams",NA,NA,NA,NA,"Neves, R.C.P.","2008","08","16","Brasil","Paraná","Cascavel","Parque Ecológico Tarquínio Joslin dos Santos","-53.4552993774414","-24.9557991027832",NA,NA,"24,5819",NA,NA,"72",NA,NA,NA,NA,"47841","auto",NA,NA,NA,NA,NA,NA,NA
"110","2017-11-08 10:15:58-02","UNIOESTE","UNOP","431","S","Plantae","Orchidaceae","Gomesa","cornigera","Gomesa cornigera","(Lindl.) M.W.Chase & N.H.Williams","Boff, L.","2015","01","28","Boff, L.; Temponi, L. .G.; Silva, T. .M.; Lombardi, J. .A.; Temponi, L. .G.; Silva, T. .M.; Lombardi, J. .A.","2015","01","27","Brasil","Paraná","Foz do Iguaçu","Parque Nacional do Iguaçu. BR 469 Km 26.","-54.5881004333496","-25.5478000640869",NA,NA,"Epífita. Pseudobulbo liso, com duas folhas em seu ápice. Escapo alongado pendente. Flores amareladas manchadas em marrom.",NA,NA,"89",NA,NA,NA,NA,"39570","auto",NA,NA,NA,NA,NA,NA,NA
"111","2017-11-08 10:15:58-02","UNIOESTE","UNOP","462","S","Plantae","Orchidaceae","Gomesa","cornigera","Gomesa cornigera","(Lindl.) M.W.Chase & N.H.Williams","Boff, L.","2015","01","28","Boff, L.; Martins, S.; Schinemann, D.A.; Martins, S.; Schinemann, D.A.","2015","01","26","Brasil","Paraná","Foz do Iguaçu","Parque Nacional do Iguaçu. BR 469 Km 26.","-54.5881004333496","-25.5478000640869",NA,NA,"Epífita. Pseudobulbo liso. Escapo alongado pendente. Flores amareladas manchadas em marrom.",NA,NA,"94",NA,NA,NA,NA,"39570","auto",NA,NA,NA,NA,NA,NA,NA
"112","2017-11-08 10:15:58-02","UNIOESTE","UNOP","2852","S","Plantae","Orchidaceae","Gomesa","cornigera","Gomesa cornigera","(Lindl.) M.W.Chase & N.H.Williams","Engels, M.E.","2012","12","11","Engels, M.E.; Saka, M.N.; Ferneda Rocha, L.C.; Cardozo, A.P.; Temponi, L.G.; Saka, M.N.; Ferneda Rocha, L.C.; Cardozo, A.P.; Temponi, L.G.","2012","12","11","Brasil","Paraná","Morretes","Parque Nacional Saint-Hilaire & Lange. Trilha da Torre da Prata.","-48.834400177002","-25.476900100708",NA,NA,"Epífita. Flores amarelas com pintas castanhas.",NA,NA,"592",NA,NA,NA,NA,"30514","auto",NA,NA,NA,NA,NA,NA,NA
"113","2020-10-20 15:00:15-03","FUVATES","HVAT","858","PreservedSpecimen","Plantae","Orchidaceae","Baptistonia","cornigera","Baptistonia cornigera","(Lindl.) Chiron & V.P.Castro","J. B. Castro","2016","08","12","E. Freitas","2001","12","22","Brasil","Rio Grande do Sul","Lajeado","Bairro São Bento.","-51.961389","-29.466944","51º57'41''W","29º28'1''S","Epifita; coletada em um jerivá","HVAT00000858",NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","2019-11-07 11:44:47-03","FUVATES","HVAT","211","PreservedSpecimen","Plantae","Orchidaceae","Gomesa","cornigera","Gomesa cornigera","(Lindl.) M.W.Chase & N.H.Williams","J. B. Castro","2017","05","25","E. Freitas","1999","12","11","Brasil","Rio Grande do Sul","Lajeado","Bairro Carneiros.","-51.961389","-29.466944","-51º57'41''W","-29º28'1''S","Epífita; Coletada em arvoreta, nas margens do banhado, nas proximidades da capela.","HVAT00000211",NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115","2020-06-25 16:06:22-03","FUVATES","HVAT","2864","PreservedSpecimen","Plantae","Orchidaceae","Gomesa","cornigera","Gomesa cornigera","(Lindl.) M.W.Chase & N.H.Williams","J. B. Castro","2017","05","25","E. Freitas","2012","11","28","Brasil","Rio Grande do Sul","Colinas","Mata Ciliar do Rio Taquari.","-51.8775","-29.393611","-51º52'39''W","-29º23'37''S","Herbácea, epifíta.; Mata Ciliar.","HVAT00002864",NA,"951",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","2019-11-07 11:44:47-03","FUVATES","HVAT","1951","PreservedSpecimen","Plantae","Orchidaceae","Gomesa","cornigera","Gomesa cornigera","(Lindl.) M.W.Chase & N.H.Williams","J. B. Castro","2017","05","25","R. Krahl","2003","01","19","Brasil","Rio Grande do Sul","Arroio do Meio",NA,"-51.945","-29.401111","-51º56'42''W","-29º24'4''S","Epífita.; Coletada nas margens do Forqueta.","HVAT00001951",NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","2019-11-07 11:44:47-03","FUVATES","HVAT","1650","PreservedSpecimen","Plantae","Orchidaceae","Gomesa","cornigera","Gomesa cornigera","(Lindl.) M.W.Chase & N.H.Williams","J. B. Castro","2017","05","25","C. Gonçalves","2003","12","03","Brasil","Rio Grande do Sul","Arroio do Meio","Morro Gaúcho.","-51.945","-29.401111","-51º56'42''W","-29º24'4''S","Epífita; coletada em arvore perto da lagoa","HVAT00001650",NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","2019-11-07 11:44:47-03","FUVATES","HVAT","553","PreservedSpecimen","Plantae","Orchidaceae","Gomesa","cornigera","Gomesa cornigera","(Lindl.) M.W.Chase & N.H.Williams","J. B. Castro","2017","05","25","J. Bruxel; E. Musskopf","2001","01","02","Brasil","Rio Grande do Sul","Arroio do Meio","Morro Gaúcho.","-51.945","-29.401111","-51º56'42''W","-29º24'4''S",NA,"HVAT00000553",NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","2019-11-07 11:44:47-03","FUVATES","HVAT","545","PreservedSpecimen","Plantae","Orchidaceae","Gomesa","cornigera","Gomesa cornigera","(Lindl.) M.W.Chase & N.H.Williams","J. B. Castro","2017","05","25","E. Freitas","2000","12","22","Brasil","Rio Grande do Sul","Forquetinha","Morro Eckardt.",NA,NA,NA,NA,NA,"HVAT00000545",NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","2019-11-07 11:44:47-03","FUVATES","HVAT","870","PreservedSpecimen","Plantae","Orchidaceae","Gomesa","cornigera","Gomesa cornigera","(Lindl.) M.W.Chase & N.H.Williams","J. B. Castro","2017","05","25","E. Freitas","2001","12","13","Brasil","Rio Grande do Sul","Sério",NA,"-52.268611","-29.383333","-52º16'7''W","-29º22'60''S",NA,"HVAT00000870",NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","2020-10-20 15:00:16-03","FUVATES","HVAT","1","PreservedSpecimen","Plantae","Orchidaceae","Oncidium","fimbriatum","Oncidium fimbriatum","Hoffmanns.","A. Jasper","1996","05","27","A. Jasper; E. Musskopf","1996","01","23","Brasil","Rio Grande do Sul","Lajeado","Jardim Botânico.","-51.996111","-29.455833","51º59'46''W","29º27'21''S",NA,"HVAT00000001",NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","2021-01-26 14:12:44-03","CPACT","ECT","1727","PreservedSpecimen","Plantae","Orchidaceae","Gomesa","cornigera","Gomesa cornigera","(Lindl.) M.W.Chase & N.H.Williams","T.E.C.Meneguzzo","2020","09","22","T.Perleberg","2009","01","14","Brasil","Rio Grande do Sul","Pelotas","Distrito de Rincão da Cruz, Morro Quilongongo. Nome comum: orquídea. Altitude obida a partir dos dados de coordenadas geográficas.","-52.541667","-31.408056","52º32'30''W","31º24'29''S",NA,"ECT0001727","ECT0001727","314",NA,NA,NA,"Embryophyta",NA,NA,"223","223",NA,NA,NA,NA,NA
"123","2021-01-26 14:12:44-03","CPACT","ECT","1725","PreservedSpecimen","Plantae","Orchidaceae","Gomesa","cornigera","Gomesa cornigera","(Lindl.) M.W.Chase & N.H.Williams","T.E.C.Meneguzzo","2020","09","22","T.Perleberg","2008","01","21","Brasil","Rio Grande do Sul","Pelotas","Distrito de Rincão da Cruz, Morro Quilongongo. Nome comum: orquídea. Altitude obida a partir dos dados de coordenadas geográficas.","-52.541667","-31.408056","52º32'30''W","31º24'29''S",NA,"ECT0001725","ECT0001725","216",NA,NA,NA,"Embryophyta",NA,NA,"223","223",NA,NA,NA,NA,NA
"124","2021-01-26 14:12:44-03","CPACT","ECT","1726","PreservedSpecimen","Plantae","Orchidaceae","Gomesa","cornigera","Gomesa cornigera","(Lindl.) M.W.Chase & N.H.Williams","T.E.C.Meneguzzo","2020","09","22","T.Perleberg","2008","12","13","Brasil","Rio Grande do Sul","Pelotas","Distrito de Rincão da Cruz, Morro Quilongongo. Nome comum: orquídea. Altitude obida a partir dos dados de coordenadas geográficas.","-52.541667","-31.408056","52º32'30''W","31º24'29''S",NA,"ECT0001726","ECT0001726","310",NA,NA,NA,"Embryophyta",NA,NA,"223","223",NA,NA,NA,NA,NA
"125","2014-11-06 16:18:34-02","UFPB","EAN","3840","S","Plantae","Orchidaceae","Oncidium","cornigerum","Oncidium cornigerum","Lindl.","L. P. Felix & G. V. Dornelas","1987","10","08","L. P. Felix ; G. V. Dornelas","1987","01","01","Brasil","São Paulo","Peruibe",NA,"-46.99","-24.32",NA,NA,"Herbácea; flores amarelas..Habitat: Epífita",NA,NA,"807",NA,NA,NA,NA,"21922","auto",NA,NA,NA,NA,NA,NA,NA
"126","2014-11-06 16:18:34-02","UFPB","EAN","2519","S","Plantae","Orchidaceae","Oncidium","fimbriatum","Oncidium fimbriatum","Lindl.","L. P. Felix & G. V. Dornelas","1986","02","24","L. P. Felix ; G. V. Dornelas","1986","01",NA,"Brasil","São Paulo",NA,"Orquidário Vitorino",NA,NA,NA,NA,"Flores amarelo e marrom.Habitat: Epífita",NA,NA,"93",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","2021-02-09 10:13:42-03","UENF","HUENF","12281","PreservedSpecimen","Plantae","Orchidaceae","Gomesa","cornigera","Gomesa cornigera","(Lindl.) M.W.Chase & N.H.Williams","H.B.M. Viana","2020","11","13","H.B.M. Viana","2020","09","16","Brasil","Rio de Janeiro","Mangaratiba","zona de armotencimento do parque estacional do Cunhambebe. Floresta Ombrófila Densa.","-44.024167","-22.917222","44º1'27''W","22º55'2''S","Erva epífita, ciófila. Raizes finas, velame alvo e coifa verde. Rizomas curtos e imperceptíveis donde se projetam os pseudobulbos afilados e delicados. Espécime aparesentando propágulos bifoliolados e monofoliolados, folhas de verd","HUENF00013100",NA,"216",NA,NA,NA,NA,NA,NA,"6","6",NA,NA,NA,NA,NA
"128","2020-09-12 05:00:02-03","US","US","3177856","PreservedSpecimen","Plantae","Orchidaceae","Oncidium","fimbriatum","Oncidium fimbriatum",NA,NA,NA,NA,NA,"R. Kummrow","1982","1","19","Brazil","Paraná","Cêrro Azul",NA,"-49.261100769043","-24.823600769043",NA,NA,NA,"US00506641","US00506641_01","1678","Monocotyledonae","Orchidales","South America",NA,"32006","auto",NA,NA,NA,NA,"1",NA,NA
"129","2020-10-15 09:54:00-03","UFPR","EFC","5719","PreservedSpecimen","Plantae","Orchidaceae","Gomesa","cornigera","Gomesa cornigera","(Lindl.) M.W.Chase & N.H.Williams","Mancinelli, W.S.","2010","07","01","Svolenski, A.C.; Kuniyoshi, Y.S.","1996","03","10","Brasil","Paraná","Pinhão","Rio Jordão","-51.6596984863281","-25.6956005096436",NA,NA,"Epífita em paredão úmido. Encosta do Rio Jordão, após vale do túnel. 620m. Flores amarelas com marrom. Relativamente comum.","EFC005719",NA,"83",NA,NA,NA,NA,"37408","auto",NA,NA,NA,NA,NA,NA,NA
"130","2019-12-09 17:30:35-03","UFPR","EFC","15029","PreservedSpecimen","Plantae","Orchidaceae","Gomesa","cornigera","Gomesa cornigera","(Lindl.) M.W.Chase & N.H.Williams","Imig, D.C.","2018","03","21","Blum, C.T.","2016","03","14","Brasil","Paraná","Morretes","Trilha para Torre da Prata","-48.7003","-25.599","-48.7003","-25.5990",NA,"EFC015029",NA,"2472",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131","2021-03-25 13:53:06-03","UNIVILLE","JOI","16936","PreservedSpecimen","Plantae","Orchidaceae","Gomesa","cornigera","Gomesa cornigera","(Lindl.) M.W.Chase & N.H.Williams","MANCINELLI, W.S.","2016","11","06","BILK, K.D.; CRUZ DE LIMA; A.R.; MANCINELLI, W.S.; PAGANI, A.; SCHEGUSCHEWSKY, V.","2016","01","23","Brasil","Santa Catarina","Joinville","Propriedade Marcos Merkle. Área de Proteção Ambiental da Serra Dona Francisca","-48.980833","-26.141389","48º58'51''W","26º8'29''S","epífita","JOI016936",NA,"108",NA,NA,NA,NA,NA,NA,"215","215",NA,NA,NA,NA,NA
"132","2020-07-21 11:43:31-03","URICER","HPBR","9911","S","Plantae","Orchidaceae","Oncidium","cornigerum","Oncidium cornigerum","Lindl.",NA,NA,NA,NA,"VENDRUSCOLO,T.","1998","11","12","Brasil","RS","Severiano de Almeida",NA,"-52.1161003112793","-27.4330997467041",NA,NA,NA,"HPBR009911",NA,NA,NA,NA,NA,NA,"11604","auto",NA,NA,NA,NA,"2",NA,NA
"133","2020-11-04 17:30:10-03","UEM","HUEM","29687","S","Plantae","Orchidaceae","Baptistonia","cornigera","Baptistonia cornigera","(Lindl.) Chiron & V.P.Castro","Milaneze-Gutierre, MA",NA,NA,NA,"Milaneze-Gutierre, MA","2015","01","23","Brasil","Paraná","Ortigueira/Telêmaco Borba","UHE Mauá,","-50.701389","-24.063333","-50.701389","-24.063333","Epífita; flores de coloração amarela com manchas marrons.","HUEM000009455","HUEM000009455","618",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","2020-11-04 17:30:10-03","UEM","HUEM","25880","S","Plantae","Orchidaceae","Baptistonia","cornigera","Baptistonia cornigera","(Lindl.) Chiron & V.P.Castro","Milaneze-Gutierre, MA","2013","04",NA,"Milaneze-Gutierre, MA","2013","03",NA,"Brasil","Paraná","Telêmaco Borba","Área de alagamento da UHE Mauá","-50.583333","-24.35","-50.583333","-24.35",NA,"HUEM000011442","HUEM000011442","s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","2020-11-04 17:30:10-03","UEM","HUEM","31420","S","Plantae","Orchidaceae","Gomesa","cornigera","Gomesa cornigera","(Lindl.) M.W.Chase & N.H.Williams","In Flora do Brasil","2017","12",NA,"Martinez, MT; Temponi, LG","2011","12","02","Brasil","Paraná","Foz do Iguaçu","Parque Nacional do Iguaçu,, Trilha das cataratas","-54.5881004333496","-25.5478000640869",NA,NA,"Epífita. Pétalas e coluna amarelas com manchas vináceas. Labelo amarelo","HUEM000014357","HUEM000014357","137",NA,NA,NA,NA,"39570","auto",NA,NA,NA,NA,NA,NA,NA
"136","2016-08-23 09:46:22-03","NHMLondon","NHM-LONDON-BOT","BM000534452","S","Plantae","Orchidaceae","Gomesa","cornigera","Gomesa cornigera","(Lindl.) M.W.Chase & N.H.Williams","Thiago Erir Cadete Meneguzzo; Jardim Botanico do Rio de Janeiro; b.1987; Meneguzzo","2014",NA,NA,"Anon.",NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"S.N.",NA,"Asparagales",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not a type; Type","NHMUK:ecatalogue:4651878"
"137","2021-02-12 15:02:22-03","UFSCar","SPSC","7300","PreservedSpecimen","Plantae","Orchidaceae","Gomesa","fimbriata","Gomesa fimbriata","(Lindl.) A.C.Ferreira, M.I.S.Lima & Pansarin",NA,NA,NA,NA,"A.W.C. Ferreira",NA,NA,NA,"Brasil","São Paulo","São Carlos",NA,"-47.8899993896484","-22.0100002288818",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45913","auto",NA,NA,NA,NA,NA,NA,NA
"138","2020-11-12 16:58:10-03","UEL","FUEL","31856","PreservedSpecimen","Plantae","Orchidaceae","Oncidium","fimbriatum","Oncidium fimbriatum","Lindl.",NA,NA,NA,NA,"Ferrarezi, E","2001","10","10","Brasil","Paraná","Londrina","Campus Universitário da UEL, Orquidário do CCA, orquidário do CCA","-51.1627998352051","-23.3103008270264",NA,NA,NA,NA,NA,"54",NA,"Asparagales",NA,"Tracheophyta","63728","auto",NA,NA,NA,NA,NA,NA,NA
"139","2020-08-20 20:37:49-03","UFSC","FLOR","2610","PreservedSpecimen","Plantae","Orchidaceae","Baptistonia","cornigera","Baptistonia cornigera","(Lindl.) Chiron & V.P.Castro","Pabst, G.","1974",NA,NA,"Klein, R.M.; Bresolin, A.","1973","01","15","Brasil","Santa Catarina","Águas Mornas","Serraria Alcides P. Alves.","-48.823600769043","-27.6938991546631",NA,NA,"epífita, flor amarela viva pintada de marron","FLOR0002610",NA,"10711",NA,"Asparagales",NA,NA,"26556","auto","200","200",NA,NA,NA,NA,NA
"140","2020-08-20 14:54:42-03","UFSC","FLOR","2606","PreservedSpecimen","Plantae","Orchidaceae","Baptistonia","cornigera","Baptistonia cornigera","(Lindl.) Chiron & V.P.Castro","Pabst, G.","1974","06","27","Klein, R.M.; Bresolin, A.","1973","01","16","Brasil","Santa Catarina","Águas Mornas","Serraria Alcides P. Alves.","-48.823600769043","-27.6938991546631",NA,NA,"epífito, flor amarela pintada de marron. exemplar único.","FLOR0002606",NA,"10713",NA,"Asparagales",NA,NA,"26556","auto","100","100",NA,NA,NA,NA,NA
"141","2020-08-20 20:37:49-03","UFSC","FLOR","2654","PreservedSpecimen","Plantae","Orchidaceae","Baptistonia","cornigera","Baptistonia cornigera","(Lindl.) Chiron & V.P.Castro","Pabst, G.","1974",NA,NA,"Klein, R.M.; Bresolin, A.","1973","01","16","Brasil","Santa Catarina","Águas Mornas","Serraria Alcides P. Alves, imarui.","-48.823600769043","-27.6938991546631",NA,NA,"epífito, flor amarela. exemplar único.","FLOR0002654",NA,"10689",NA,"Asparagales",NA,NA,"26556","auto","300","300",NA,NA,NA,NA,NA
"142","2020-08-20 20:37:49-03","UFSC","FLOR","2655","PreservedSpecimen","Plantae","Orchidaceae","Baptistonia","cornigera","Baptistonia cornigera","(Lindl.) Chiron & V.P.Castro","Pabst, G.","1974",NA,NA,"Klein, R.M.; Bresolin, A.","1973","01","16","Brasil","Santa Catarina","Águas Mornas","Serraria Alcides P. Alves, imarui.","-48.823600769043","-27.6938991546631",NA,NA,"epífito, flor amarela pintada de marron","FLOR0002655",NA,"10708",NA,"Asparagales",NA,NA,"26556","auto","200","200",NA,NA,NA,NA,NA
"143","2020-08-20 20:37:49-03","UFSC","FLOR","2704","PreservedSpecimen","Plantae","Orchidaceae","Baptistonia","cornigera","Baptistonia cornigera","(Lindl.) Chiron & V.P.Castro","Pabst, G.","1971",NA,NA,"Bresolin, A.","1971","02","19","Brasil","Santa Catarina","Florianópolis","Caiacanguçu, Morro da Ponta, Ilha de Santa Catarina.","-48.5491981506348","-27.596700668335",NA,NA,"epífito, flor amarelo-claro com marrom-claro","FLOR0002704",NA,"162",NA,"Asparagales",NA,NA,"27000","auto",NA,NA,NA,NA,NA,NA,NA
"144","2020-08-20 20:37:49-03","UFSC","FLOR","2571","PreservedSpecimen","Plantae","Orchidaceae","Baptistonia","cornigera","Baptistonia cornigera","(Lindl.) Chiron & V.P.Castro","Pabst, G.","1974",NA,NA,"Bresolin, A.","1974","01","15","Brasil","Santa Catarina","Imaruí","Alto Rio D#?#Una.","-48.8199996948242","-28.3414001464844",NA,NA,"epífito, flor amarela manchetada transversalmente. Exemplar único.","FLOR0002571",NA,"1104",NA,"Asparagales",NA,NA,"29971","auto","450","450",NA,NA,NA,NA,NA
"145","2020-08-20 20:37:49-03","UFSC","FLOR","3328","PreservedSpecimen","Plantae","Orchidaceae","Baptistonia","cornigera","Baptistonia cornigera","(Lindl.) Chiron & V.P.Castro","Pabst, G.","1974",NA,NA,"Klein, R.M.; Bresolin, A.","1973","01","17","Brasil","Santa Catarina","Imaruí","Serraria Arlindo, Laranjeiros.","-48.8199996948242","-28.3414001464844",NA,NA,"epífito, flor amarela pintada de marron. exemplar único.","FLOR0003328",NA,"10766",NA,"Asparagales",NA,NA,"29971","auto","400","400",NA,NA,NA,NA,NA
"146","2020-08-20 20:37:49-03","UFSC","FLOR","2636","PreservedSpecimen","Plantae","Orchidaceae","Baptistonia","cornigera","Baptistonia cornigera","(Lindl.) Chiron & V.P.Castro","Pabst, G.","1974",NA,NA,"Klein, R.M.; Bresolin, A.","1972","11","23","Brasil","Santa Catarina","Palhoça","Morro do Cambirela.","-48.6678009033203","-27.645299911499",NA,NA,"epífita, flor amarela com a parte interior marron. exemplar único.","FLOR0002636",NA,"10080",NA,"Asparagales",NA,NA,"31105","auto","300","300",NA,NA,NA,NA,NA
"147","2014-10-09 13:58:29-03","UHH","HBG","500426","S","Plantae","Orchidaceae","Oncidium","cornigerum","Oncidium cornigerum","Lindl.","Kränzlin",NA,NA,NA,"Dusén, P.","1910","02","17","Brazil",NA,NA,"Sta. Catharina, Laguna",NA,NA,NA,NA,NA,"HBG500426",NA,"9040",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148","2014-10-09 13:58:29-03","UHH","HBG","500418","S","Plantae","Orchidaceae","Oncidium","fimbriatum","Oncidium fimbriatum","Lindl.","E. de Barros","1983",NA,NA,"Kummrov, R.","1982","01","19","Brazil",NA,NA,"Paraná, Cab. do Rib. do Tigre (mun. Cerro Azul), epifita",NA,NA,NA,NA,NA,"HBG500418",NA,"1678",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
