"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","imagecode","recordNumber","class","order","continentOcean","phylum","coordinatePrecision","geoFlag","minimumElevationInMeters","maximumElevationInMeters","fieldNumber","preparationType","individualCount","typeStatus","previousCatalogNumber"
"11","2019-08-27 13:26:31-03","IAP","PACA-AGP","115537","PreservedSpecimen","Plantae","Orchidaceae","Baptistonia","cornigera","Baptistonia cornigera","(Lindl.) Chiron & V. P. Castro","Castro, J. B.","2016","07","26","Rocha, L.D.","2013","11","23","Brasil","RS","Taquara","trecho médio do Rio dos Sinos","-50.765833","-29.679667","50º45'57.0W","29º40'46.8S","Habitat: epífito","PACA115537",NA,"159","Liliatae","Orchidales",NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2019-08-27 13:26:31-03","IAP","PACA-AGP","36004","PreservedSpecimen","Plantae","Orchidaceae","Baptistonia","cornigera","Baptistonia cornigera","(Lindl.) Chiron & V. P. Castro","Castro, J. B.","2016","06","16","Emrich, K.","1947","03","05","Brasil","RS","Porto Alegre",NA,"-51.2299995422363","-30.0331001281738",NA,NA,"Habitat: In silvula campestri epiphytica Fenofase: flor","PACA036004",NA,NA,"Liliatae","Orchidales",NA,"Magnoliophyta","29946","auto",NA,NA,NA,NA,NA,NA,NA
"13","2019-08-27 13:26:31-03","IAP","PACA-AGP","32807","PreservedSpecimen","Plantae","Orchidaceae","Baptistonia","cornigera","Baptistonia cornigera","(Lindl.) Chiron & V. P. Castro","Castro, J. P.","2016","06","16","Rambo, B.","1945","12","12","Brasil","RS","Porto Alegre","Vila Manresa","-51.2299995422363","-30.0331001281738",NA,NA,"Habitat: In silva campestri, epiphytica Fenofase: flor","PACA032807",NA,NA,"Liliatae","Orchidales",NA,"Magnoliophyta","29946","auto",NA,NA,NA,NA,NA,NA,NA
"14","2019-08-27 13:26:31-03","IAP","PACA-AGP","363","PreservedSpecimen","Plantae","Orchidaceae","Baptistonia","cornigera","Baptistonia cornigera","(Lindl.) Chiron & V. P. Castro","Castro, J. B","2016","06","16","C. Orth SJ","1931","09","15","Brasil","RS","Porto Alegre","Vila Manresa","-51.2299995422363","-30.0331001281738",NA,NA,"Habitat: In silvula campestri, epiphytica Fenofase: flor","PACA000363",NA,NA,"Liliatae","Orchidales",NA,"Magnoliophyta","29946","auto",NA,NA,NA,NA,NA,NA,NA
"15","2019-08-27 13:26:31-03","IAP","PACA-AGP","60497","PreservedSpecimen","Plantae","Orchidaceae","Baptistonia","cornigera","Baptistonia cornigera","(Lindl.) Chiron & V. P. Castro","Castro, J. B.","2016","06","16","Camargo, O. R.","1956",NA,NA,"Brasil","RS","Santa Maria",NA,"-53.8069000244141","-29.6842002868652",NA,NA,"Habitat: In silva, epiphytica Fenofase: flor","PACA060497",NA,NA,"Liliatae","Orchidales",NA,"Magnoliophyta","37819","auto",NA,NA,NA,NA,NA,NA,NA
"16","2016-07-05 11:14:14-03","FFCLRP","LBMBP","378","S","Plantae","Orchidaceae","Baptistonia","cornigera","Baptistonia cornigera","(Lindl.) Chiron & V.P.Castro","E.R. Pansarin",NA,NA,NA,"L.M. Pansarin",NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2016-07-05 11:14:14-03","FFCLRP","LBMBP","252","S","Plantae","Orchidaceae","Baptistonia","fimbriata","Baptistonia fimbriata","(Lindl.) Chiron & V.P.Castro","E.R. Pansarin",NA,NA,NA,"E.R. Pansarin",NA,NA,NA,"Brasil","São Paulo","Jundiaí",NA,"-46.883333","-23.183333","46°53'W","23°11'S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2019-08-20 10:00:46-03","UNICAMP","UEC","140208","S","Plantae","Orchidaceae","Gomesa","cornigera","Gomesa cornigera","(Lindl.) M.W.Chase & N.H.Williams","Meneguzzo, TEC","2015",NA,NA,"Breier, TB",NA,NA,NA,"Brazil","São Paulo","Gália","Estação Ecológica Caetetus","-49.5","-22.25","-49.5","-22.25","Cultivado na Base do I.F., sem procedência.","UEC001850","UEC001850","892",NA,NA,NA,"Liliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-01 16:20:10-03","UNICAMP","UEC","55256","S","Plantae","Orchidaceae","Gomesa","cornigera","Gomesa cornigera","(Lindl.) M.W.Chase & N.H.Williams","Castro, JB","2017","05","25","Abruzzi de Oliveira, ML","1982","12","15","Brazil","Rio Grande do Sul","São Jerônimo","Polo Carboquímico, Mata ao longo do rio Jacuí.","-51.7221984863281","-29.9591999053955",NA,NA,"Epífita com flores amarelas e manchas vermelhas.","UEC017516","UEC017516","752",NA,NA,NA,"Liliopsida","78415","auto",NA,NA,NA,NA,NA,NA,NA
"20","2019-08-20 10:00:46-03","UNICAMP","UEC","128505","S","Plantae","Orchidaceae","Gomesa","cornigera","Gomesa cornigera","(Lindl.) M.W.Chase & N.H.Williams","Meneguzzo, TEC","2015",NA,NA,"Pansarin, ER; Mickeliunas, L","2002","12","21","Brazil","São Paulo","Jundiaí","Serra do Japi, Sentido bairro Eloy Chaves, próximo à represa do DAE.","-46.8800010681152","-23.1800003051758",NA,NA,NA,"UEC001852","UEC001852","927",NA,NA,NA,"Liliopsida","17840","auto",NA,NA,NA,NA,NA,NA,NA
"21","2019-08-20 10:00:46-03","UNICAMP","UEC","129087","S","Plantae","Orchidaceae","Gomesa","cornigera","Gomesa cornigera","(Lindl.) M.W.Chase & N.H.Williams","Meneguzzo, TEC","2015",NA,NA,"Pansarin, ER","2003","01","15","Brazil","São Paulo","Jundiaí","Serra do Japi, Sentido bairro Eloy Chaves, próximo à represa do DAE.","-46.8800010681152","-23.1800003051758",NA,NA,NA,"UEC001853","UEC001853","968",NA,NA,NA,"Liliopsida","17840","auto",NA,NA,NA,NA,NA,NA,NA
"22","2020-10-14 10:03:57-03","FURB","FURB","17347","PreservedSpecimen","Plantae","Orchidaceae","Baptistonia","cornigera","Baptistonia cornigera","(Lindl.) Chiron & V.P.Castro","Mancinelli, WS","2010","01","25","Cadorin, T.J.; Clemes, S.M. & Oliveira, C.","2009","11","21","Brasil","Santa Catarina","São Bento do Sul","Braço esquerdo.","-49.2355555","-26.365","-49.2355555","-26.3650000","Epífita IFFSC e993a (Acima de 4m), forófito 3 Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: epífita; flor amarela","FURB02684","FURB02684","618",NA,NA,NA,NA,NA,NA,"417","417",NA,NA,NA,NA,NA
"23","2019-11-08 08:54:13-03","FURB","FURB","17636","PreservedSpecimen","Plantae","Orchidaceae","Baptistonia","cornigera","Baptistonia cornigera","(Lindl.) Chiron & V.P.Castro","Mancinelli, WS","2010","01","10","Cadorin, T.J.; Uller, H.F. & Oliveira, C.P.L.","2009","12","10","Brasil","Santa Catarina","Joinville",NA,"-49.0477777","-26.1925","-49.0477777","-26.1925000",NA,"FURB34468","FURB34468","826",NA,NA,NA,NA,NA,NA,"576","576",NA,NA,NA,NA,NA
"24","2020-10-14 10:03:57-03","FURB","FURB","20302","PreservedSpecimen","Plantae","Orchidaceae","Baptistonia","cornigera","Baptistonia cornigera","(Lindl.) Chiron & V.P.Castro","Mancinelli, WS","2011","01","10","Schmitt, J.L.; Caglioni, E.; Andrade, S. & Cristofolini, C.","2010","01","26","Brasil","Santa Catarina","São Martinho","Chicão.","-48.87","-28.08","-48.8700000","-28.0800000","Epífita IFFSC e173a (Abaixo de 4m) Habitat: Floresta Ombrófila Densa; Estágio Avançado; mata ciliar Habito: epífita; flor amarela com mancha marrom","FURB34469","FURB34469","1054",NA,NA,NA,NA,NA,NA,"526","526",NA,NA,NA,NA,NA
"25","2019-11-08 08:54:13-03","FURB","FURB","37361","PreservedSpecimen","Plantae","Orchidaceae","Baptistonia","cornigera","Baptistonia cornigera","(Lindl.) Chiron & V.P.Castro","Caetano, JO","2012","01","31","Caetano, J.O.","2012","01","31","Brasil","Santa Catarina","Benedito Novo","Terreno de Ivo Werlich.","-49.4116667","-26.7847222","-49.4116667","-26.7847222",NA,"FURB34466","FURB34466",NA,NA,NA,NA,NA,NA,NA,"310","310",NA,NA,NA,NA,NA
"26","2019-11-08 08:54:23-03","FURB","FURB","17430","PreservedSpecimen","Plantae","Orchidaceae","Gomesa","cornigera","Gomesa cornigera","(Lindl.) M.W.Chase & N.H.Williams","Meneguzzo, T.E.C.","2017","08","03","Cadorin, T.J.; Uller, H.F. & Oliveira, C.P.L.","2009","12","10","Brasil","Santa Catarina","Joinville",NA,"-49.0477777","-26.1925","-49.0477777","-26.1925000",NA,"FURB35869","FURB35869","817",NA,NA,NA,NA,NA,NA,"576","576",NA,NA,NA,NA,NA
"27","2020-10-14 10:04:09-03","FURB","FURB","17503","PreservedSpecimen","Plantae","Orchidaceae","Gomesa","cornigera","Gomesa cornigera","(Lindl.) M.W.Chase & N.H.Williams","Meneguzzo, T.E.C.","2017","08","03","Cadorin, T.J.; Clemes, S.M. & Oliveira, C.","2009","11","21","Brasil","Santa Catarina","São Bento do Sul","Braço esquerdo.","-49.2355555","-26.365","-49.2355555","-26.3650000","Epífita IFFSC e993a (Acima de 4m), forófito 1. Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: epífita; flor amarela","FURB35867","FURB35867","585",NA,NA,NA,NA,NA,NA,"417","417",NA,NA,NA,NA,NA
"28","2020-10-14 10:04:09-03","FURB","FURB","23070","PreservedSpecimen","Plantae","Orchidaceae","Gomesa","cornigera","Gomesa cornigera","(Lindl.) M.W.Chase & N.H.Williams","Meneguzzo, T.E.C.","2017","08","03","Cadorin, T.J.; Grosch, B. & Zimmermann, R.","2010","03","10","Brasil","Santa Catarina","Florianópolis","Parque Municipal da Lagoa do Peri.","-48.535","-27.7241667","-48.5350000","-27.7241667","Epífita IFFSC e8003a (Abaixo de 4m) Habitat: Floresta Ombrófila Densa; Estágio Primário; interior do fragmento Habito: epífita; flor amarela","FURB35863","FURB35863","1494",NA,NA,NA,NA,NA,NA,"317","317",NA,NA,NA,NA,NA
"29","2020-10-14 10:04:09-03","FURB","FURB","56193","PreservedSpecimen","Plantae","Orchidaceae","Gomesa","cornigera","Gomesa cornigera","(Lindl.) M.W.Chase & N.H.Williams","Kassner-Filho, A.","2017","11","23","Kassner-Filho, A.","2017","11","23","Brasil","Santa Catarina","Guaramirim","Jaqua-açu.","-49.0416666","-26.5336111","-49.0416666","-26.5336111","flor amarela Habitat: interior do fragmento Habito: epífita","FURB56193","FURB56193","1579",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-16 17:50:18-03","UCS","HUCS","5093","PreservedSpecimen","Plantae","Orchidaceae","Gomesa","cornigera","Gomesa cornigera","(Lindl.) M.W. Chase & N.H.Williams","Castro, J.B.","2017","05","29","Rossato, M.","1989","01","04","Brasil","Rio Grande do Sul","Estrela",NA,"-51.9664001464844","-29.5018997192383",NA,NA,"epífita- interior da mata",NA,NA,"s.n.",NA,"Asparagales",NA,"Angiospermae","14416","auto",NA,NA,NA,NA,NA,NA,NA
"31","2019-08-16 08:40:23-03","UTFPR","HCF","18949","S","Plantae","Orchidaceae","Gomesa","cornigera","Gomesa cornigera","(Lindl.) M.W.Chase & N.H.Williams","G.A. Dettke","2016","11",NA,"E.L. Siqueira","2016","01","29","Brasil","PR","Foz do Iguaçu","Parque Nacional do Iguaçu, Macuco","-54.45625","-25.646972","54°27'22,5 W","25°38'49,1 S","erva epífita, ciófila, ca. 0,30 m, ripária. Flores amarelas com pigmentos marrons.",NA,NA,"1895",NA,NA,NA,NA,NA,NA,"161","161",NA,NA,NA,NA,NA
"32","2019-08-16 08:40:23-03","UTFPR","HCF","22311","S","Plantae","Orchidaceae","Gomesa","cornigera","Gomesa cornigera","(Lindl.) M.W.Chase & N.H.Williams","W.S. Mancinelli","2010","01","25","T.J. Cadorin","2009","11","21","Brasil","SC","São Bento do Sul","Braço Esquerdo","-49.235556","-26.365","49°14'08 W","26°21'54 S","epífita, acima de 4 m; flor amarela. Floresta Ombrófila Densa; Estágio Avançado. IFFSC e993a.",NA,NA,"618",NA,NA,NA,NA,NA,NA,"417","417",NA,NA,NA,NA,NA
"33","2019-08-16 08:40:23-03","UTFPR","HCF","21525","S","Plantae","Orchidaceae","Gomesa","cornigera","Gomesa cornigera","(Lindl.) M.W.Chase & N.H.Williams","C.C.de Araújo & G.A. Dettke","2016","10","15","M.G. Caxambu","2016","10","12","Brasil","PR","Céu Azul","Parque Nacional do Iguaçu - Estrada de","-53.868972","-25.201472","53°52'08,3 W","25°12'05,3 S","erva epífita, semi-ciófila. Flores amarelas, maculadas de castanho. Forófito: Machaerium sp. (Fabaceae-Faboideae).",NA,NA,"7583",NA,NA,NA,NA,NA,NA,"638","638",NA,NA,NA,NA,NA
"34","2021-04-07 09:00:37-03","UTFPR","HCF","25604","S","Plantae","Orchidaceae","Gomesa","cornigera","Gomesa cornigera","(Lindl.) M.W.Chase & N.H.Williams","H. Zubek","2021","04","26","J.C. Pilonetto","2017","03","18","Brasil","PR","Cruzeiro do Iguaçu","Comunidade Alto Vera Cruz, PR-473, próxi","-53.127799987793","-25.6156005859375",NA,NA,"epífita até 50 cm aproximadamente, inflorescências amarelas com manchas marrons claras, folhas verde escuras.",NA,NA,NA,NA,NA,NA,NA,"12520","auto",NA,NA,NA,NA,NA,NA,NA
"35","2020-09-02 11:21:30-03","UFSM","SMDB","13827","S","Plantae","Orchidaceae","Gomesa","cornigera","Gomesa cornigera","(Lindl.) M.W.Chose & N.H.Willians","Portalet, A","1999",NA,NA,"Portalet, A","1999","01","03","Brasil","Rio Grande do Sul","Santa Maria","Morro do cerrito","-53.8069000244141","-29.6842002868652",NA,NA,"Epífita de interior e borda de mata, psudobulbos compridos e cilindricos, sustentando de uma ou duas folhas (às vezes três). Haste floral longa ramificada. As flores são amarelas com manchas castanhas. Labelo possui uma espécie de placa dividida no l","SMDB013827",NA,"25",NA,NA,NA,NA,"37819","auto",NA,NA,NA,NA,NA,NA,NA
"36","2020-12-07 11:51:18-03","UFSM","SMDB","6649","S","Plantae","Orchidaceae","Oncidium","fimbriatum","Oncidium fimbriatum","Lindl.","Breier, TB",NA,NA,NA,"Breier, TB",NA,NA,NA,"Brasil","Rio Grande do Sul","Itaára","Centro Tabor","-53.7647018432617","-29.6096992492676",NA,NA,NA,"SMDB006649",NA,"0s.n.0",NA,NA,NA,NA,"17818","auto",NA,NA,NA,NA,NA,NA,NA
"37","2020-12-21 16:38:15-03","MBM","MBM","411837","PreservedSpecimen","Plantae","Orchidaceae","Baptistonia","cornigera","Baptistonia cornigera","(Lindl.) Chiron & V.P. Castro","Boff, L.","2015","03","12","Boff, L.; Hammes, J.K.; Munhoz, H.M.; Escher, A.R.; Hammes, J.K.; Munhoz, H.M.; Escher, A.R.","2015","03","11","Brazil","Paraná","Foz do Iguaçu","Paque Nacional do Iguaçu, BR - 469, Km 31.","-54.5881004333496","-25.5478000640869",NA,NA,"Epífita. Pseudobulbo liso. Folhas carnosas. Flores amareladas com manchas marrons.","MBM411837","MBM411837","124",NA,NA,"Southern America",NA,"39570","auto",NA,NA,NA,NA,NA,NA,NA
"38","2020-12-21 16:38:15-03","MBM","MBM","385509","PreservedSpecimen","Plantae","Orchidaceae","Baptistonia","cornigera","Baptistonia cornigera","(Lindl.) Chiron & V.P. Castro","Ariati, V.","2012","01","23","Ariati, V.","2012","01","23","Brasil","Paraná","Telêmaco Borba","UHE Mauá","-50.706944","-24.100556","-50.706944","-24.100556","Resgate de flora da UHE Mauá; Epífita.","MBM385509","MBM385509","638",NA,NA,NA,NA,NA,NA,"520","750",NA,NA,NA,NA,NA
"39","2020-12-21 16:38:15-03","MBM","MBM","387299","PreservedSpecimen","Plantae","Orchidaceae","Baptistonia","cornigera","Baptistonia cornigera","(Lindl.) Chiron & V.P. Castro","Michelon, C.",NA,NA,NA,"Michelon, C.","2012","11","17","Brazil","Paraná","Telêmaco Borba","UHE Mauá","-50.706944","-24.100556","-50.706944","-24.100556","Epífita, flores amarelas com máculas marrom.","MBM387299","MBM387299","1591",NA,NA,"Southern America",NA,NA,NA,"520","750",NA,NA,NA,NA,NA
"40","2020-12-21 16:38:15-03","MBM","MBM","397428","PreservedSpecimen","Plantae","Orchidaceae","Baptistonia","cornigera","Baptistonia cornigera","(Lindl.) Chiron & V.P. Castro","Cordeiro, J.",NA,NA,NA,"Roher, D.","2013","01","21","Brazil","Paraná","Tijucas do Sul","Resgate de flora LT 230 kv Joinville Norte - Curitiba C2","-49.068525","-25.799789","-49.068525","-25.799789","2/3 das pétalas/sépalas de cor marrom, labelo com o lobo central marrom e lobos laterais amarelo, coluna amarela com projeções laterias amarela e com pintas vermelhas.","MBM397428","MBM397428","s.n.",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-12-21 16:38:15-03","MBM","MBM","411836","PreservedSpecimen","Plantae","Orchidaceae","Baptistonia","cornigera","Baptistonia cornigera","(Lindl.) Chiron & V.P. Castro","Boff, L.","2015","03","02","Boff, L.; Buturi, C.V.; Toderke, M.L.; Buturi, C.V.; Toderke, M.L.","2015","02","26","Brazil","Paraná","Capanema","Paque Nacional do Iguaçu, Ilha do Sol.","-53.8088989257812","-25.6718997955322",NA,NA,"Epífita. Pseudobulbo liso. Folhas carnosas. Flores amareladas com manchas marrons.","MBM411836","MBM411836","112",NA,NA,"Southern America",NA,"23753","auto",NA,NA,NA,NA,NA,NA,NA
"42","2020-12-21 16:38:15-03","MBM","MBM","411822","PreservedSpecimen","Plantae","Orchidaceae","Baptistonia","cornigera","Baptistonia cornigera","(Lindl.) Chiron & V.P. Castro","Martinez, M.T.","2011","12",NA,"Martinez, M.T.; Temponi, L.G.; Temponi, L.G.","2011","12","02","Brazil","Paraná","Foz do Iguaçu","Paque Nacional do Iguaçu, Trilha das Cataratas.","-54.5881004333496","-25.5478000640869",NA,NA,"Epífita. Pétalas e coluna amarelas com manchas vináceas. Labelo amarelo.","MBM411822","MBM411822","137",NA,NA,"Southern America",NA,"39570","auto",NA,NA,NA,NA,NA,NA,NA
"43","2020-12-21 16:38:39-03","MBM","MBM","48933","PreservedSpecimen","Plantae","Orchidaceae","Oncidium","cornigerum","Oncidium cornigerum","Lindl.","Pabst, G.",NA,NA,NA,"Hatschbach, G.","1953","01","16","Brazil","Paraná","Campo Largo","Conceição de São Silvestre","-49.5283012390137","-25.4585990905762",NA,NA,NA,"MBM048933","MBM048933","2940",NA,NA,"Southern America",NA,"53742","auto",NA,NA,NA,NA,NA,NA,NA
"44","2020-12-21 16:38:39-03","MBM","MBM","48932","PreservedSpecimen","Plantae","Orchidaceae","Oncidium","cornigerum","Oncidium cornigerum","Lindl.","Pabst, G.",NA,NA,NA,"Hatschbach, G.","1963","02","19","Brazil","Paraná","Foz do Iguaçu","Parque Nacional, Poço Preto","-54.5881004333496","-25.5478000640869",NA,NA,NA,"MBM048932","MBM048932","9924",NA,NA,"Southern America",NA,"39570","auto",NA,NA,NA,NA,NA,NA,NA
"45","2020-12-21 16:38:40-03","MBM","MBM","6238","PreservedSpecimen","Plantae","Orchidaceae","Oncidium","fimbriatum","Oncidium fimbriatum","Lindl.","Pabst, G.",NA,NA,NA,"Hatschbach, G.","1968","01","30","Brazil","Paraná","Guaraqueçaba","Rio do Cedro","-48.3288993835449","-25.3066997528076",NA,NA,NA,"MBM006238","MBM006238","18506",NA,NA,"Southern America",NA,"37295","auto",NA,NA,NA,NA,NA,NA,NA
"46","2020-12-21 16:38:39-03","MBM","MBM","24823","PreservedSpecimen","Plantae","Orchidaceae","Oncidium","fimbriatum","Oncidium fimbriatum","Lindl.","Pabst, G.",NA,NA,NA,"Hatschbach, G.","1971","02","23","Brazil","Paraná","Medianeira","Flor da Serra","-54.0938987731934","-25.2952995300293",NA,NA,NA,"MBM024823","MBM024823","26483",NA,NA,"Southern America",NA,"17581","auto",NA,NA,NA,NA,NA,NA,NA
"47","2020-12-21 16:38:39-03","MBM","MBM","12743","PreservedSpecimen","Plantae","Orchidaceae","Oncidium","fimbriatum","Oncidium fimbriatum","Lindl.","Pabst, G.",NA,NA,NA,"Hatschbach, G.","1969","02","09","Brazil","Paraná","Medianeira","Missal","-54.0938987731934","-25.2952995300293",NA,NA,NA,"MBM012743","MBM012743","1103",NA,NA,"Southern America",NA,"17581","auto",NA,NA,NA,NA,NA,NA,NA
"48","2020-12-21 16:38:40-03","MBM","MBM","8428","PreservedSpecimen","Plantae","Orchidaceae","Oncidium","fimbriatum","Oncidium fimbriatum","Lindl.","Pabst, G.",NA,NA,NA,"Hatschbach, G.; Guimarães, O.; Guimarães, O.","1968","12","07","Brazil","Paraná","São Jorge do Oeste","Rio Iguaçu, Salto Osório",NA,NA,NA,NA,NA,"MBM008428","MBM008428","20539",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2020-12-21 16:38:40-03","MBM","MBM","73611","PreservedSpecimen","Plantae","Orchidaceae","Oncidium","fimbriatum","Oncidium fimbriatum","Lindl.","Barros, F. de",NA,NA,NA,"Kummrow, R.","1982","01","19","Brazil","Paraná","Cerro Azul","Cabeceiras do Ribeirão do Tigre","-49.261100769043","-24.823600769043",NA,NA,NA,"MBM073611","MBM073611","1678",NA,NA,"Southern America",NA,"32006","auto",NA,NA,NA,NA,NA,NA,NA
