"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","individualCount","occurrenceRemarks","geoFlag","recordNumber","continentOcean","preparationType","barcode","imagecode","dayIdentified","typeStatus","class"
"11","2021-02-07 08:35:28-03","MN","R","227517","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","sucrei","Vriesea sucrei","L.B. Sm. & Read","Costa, A.F. et B. Neves",NA,NA,NA,NA,NA,NA,"Brasil","Rio de Janeiro","Arraial do Cabo","Ilha do Cabo Frio.","-42.0278015136719","-22.966100692749","25964",NA,NA,"auto",NA,NA,NA,"R010007489",NA,NA,NA,NA
"12","2021-04-07 17:00:40-03","MN","R","225336","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","sucrei","Vriesea sucrei","L.B. Sm. & Read","Neves, B.",NA,NA,"Neves, B.F.S.","2015","10","14","Brasil","Rio de Janeiro","Arraial do Cabo","Ilha do Cabo Frio. Trilha para o Farol Velho","-42.0278015136719","-22.966100692749","25964",NA,NA,"auto","388",NA,NA,"R010016911","R010016911",NA,NA,NA
"13","2021-04-07 17:00:40-03","MN","R","225198","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","sucrei","Vriesea sucrei","L.B. Sm. & Read","Neves, B.","2015","08","Neves, B.F.S.","2015","08","20","Brasil","Espírito Santo","Domingos Martins","Mata do Instituto Kautsky","-40.6591987609863","-20.3633003234863","48150",NA,NA,"auto","351",NA,NA,"R010016912",NA,"31",NA,NA
"14","2021-02-07 08:35:28-03","MN","R","229487","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","sucrei","Vriesea sucrei","L.B. Sm. & Read",NA,NA,NA,"Carauta, J.P.P.","2003","09","26","Brasil","Rio de Janeiro","Armação de Búzios","Reserva Tauá.","-41.8816986083984","-22.7469005584717","12927",NA,NA,"auto","7332",NA,NA,NA,NA,NA,NA,NA
"15","2020-12-20 21:16:30-03","UFV","VIC","26192","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","sucrei","Vriesea sucrei","L.B.Smith",NA,NA,NA,"Paula, C.C.","2001","11","10","Brasil","Rio de Janeiro","Búzios","Reserva Tauá",NA,NA,NA,NA,"Terrestre, brácteas florais vermelhas.",NA,"s.n.",NA,NA,"VIC026192","VIC026192",NA,NA,NA
"16","2020-12-20 21:16:30-03","UFV","VIC","26410","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","sucrei","Vriesea sucrei","L.B.Smith",NA,NA,NA,"Paula, C.C.; Silva, R.R.","2002","03",NA,"Brasil","Rio de Janeiro","Armação dos Búzios","Tauá",NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,"VIC026410","VIC026410",NA,NA,NA
"17","2019-02-25 10:28:00-03","MO","MOBOT","3021084","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","sucrei","Vriesea sucrei","L.B. Sm. & Read","fide Neves et al.",NA,NA,"Dimitri Sucre","1968","8","8","Brazil","Rio de Janeiro","Cabo Frio","Restinga de Cabo Frio.","-42.0186004638672","-22.8794002532959","40069","1",NA,"auto","Sucre 3808","South America",NA,NA,NA,NA,"Holotype",NA
"18","2020-09-12 05:00:02-03","US","US","2750266","PreservedSpecimen","Plantae",NA,"Bromeliales","Bromeliaceae","Vriesea","sucrei","Vriesea sucrei","L.B. Sm. & Read",NA,NA,NA,"D. Sucre","1968","10","8","Brazil","Rio de Janeiro",NA,"Cabo Frio.",NA,NA,NA,"1",NA,NA,"3808","South America - Neotropics",NA,"US00091224","US00091224_01",NA,"Holotype","Monocotyledonae"
"19","2020-09-12 05:00:02-03","US","US","2852499","PreservedSpecimen","Plantae",NA,"Bromeliales","Bromeliaceae","Vriesea","sucrei","Vriesea sucrei","L.B. Sm. & Read",NA,NA,NA,"Bleher","1905","5","30","Brazil",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,"South America - Neotropics",NA,"US01914349","US01914349_01",NA,NA,"Monocotyledonae"
"20","2020-05-22 17:52:54-03","UFMT","UFMT","11135","S","Plantae",NA,NA,"Bromeliaceae","Vriesea","gladioflammans","Vriesea gladioflammans","E. Pereira & Reitz",NA,NA,NA,"Sucre, D.; Araújo, L.C.; Pereira; Reitz","1973","07","06","Brasil","Rio de Janeiro","Cabo Frio","Alcális.","-42.0186004638672","-22.8794002532959","40069",NA,"Mudas para cultura no Bromeliário do Jardim Botânico.; Bainha crescendo em ambas as faces; lâmina na face dorsal com metade inferior vinosa e a metade superior verde lúcido, na face ventral verde lúcido. pedúnculo verde, rachis vi","auto","10025",NA,NA,"UFMT00011135",NA,NA,"Isotype",NA
"21","2019-11-21 10:02:55-03","IBt","SP","350843","S","Plantae",NA,NA,"Bromeliaceae","Vriesea","sucrei","Vriesea sucrei","L.B.Sm. & Read",NA,NA,NA,"Wanderley, MGL; et al.","2000","10","19","Brasil","São Paulo","Caraguatatuba","Parque Estadual da Serra do Mar, Alto da Serra. Trilha dos Tucanos","-45.4099998474121","-23.6200008392334","30093",NA,NA,"auto","2342",NA,NA,"SP053512","SP053512",NA,NA,NA
