"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","imagecode","phylum","order","recordNumber","continentOcean","minimumElevationInMeters","maximumElevationInMeters","preparationType","coordinatePrecision","geoFlag","class","typeStatus","eventTime","fieldNumber","individualCount","relatedCatalogItem"
"99","2014-10-14 15:56:26-03","BS","M","M-0185187","S","Plantae","Boraginaceae","Cordia","silvestris","Cordia silvestris","Fresen.",NA,NA,NA,NA,"Martius, C.F.P. von",NA,NA,NA,"Brasil",NA,NA,"Habitat in sylvis, a Campinha usq. in Serram 1500 pedum altitudine adscendens; Provinciae Sebastianopolin",NA,NA,NA,NA,NA,"M0185187",NA,"Magnoliophyta","Boraginales",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida","SYNTYPE",NA,NA,NA,NA
"100","2014-10-14 15:56:26-03","BS","M","M-0185188","S","Plantae","Boraginaceae","Cordia","silvestris","Cordia silvestris","Fresen.",NA,NA,NA,NA,"Martius, C.F.P. von","1817","11","30","Brasil",NA,NA,"In silvis ad Campinho inde in Serram de Taguahy ad 1500` usque",NA,NA,NA,NA,NA,"M0185188",NA,"Magnoliophyta","Boraginales",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida","SYNTYPE","21:00",NA,NA,NA
"101","2020-12-21 16:18:50-03","MBM","MBM","62872","PreservedSpecimen","Plantae","Boraginaceae","Cordia","silvestris","Cordia silvestris","Fresen.","Hatschbach, G.",NA,NA,NA,"Hatschbach, G.","1979","01","04","Brazil","Paraná","Antonina","Manduíra","-48.7118988037109","-25.4286003112793",NA,NA,NA,"MBM062872","MBM062872",NA,NA,"41828","Southern America",NA,NA,NA,"38300","auto",NA,NA,NA,NA,NA,NA
"102","2020-12-21 16:18:50-03","MBM","MBM","131304","PreservedSpecimen","Plantae","Boraginaceae","Cordia","silvestris","Cordia silvestris","Fresen.","Hatschbach, G.",NA,NA,NA,"Hatschbach, G.; Nicolack, V.; Nicolack, V.","1989","04","13","Brazil","Paraná","Antonina","Rio do Cedro","-48.7118988037109","-25.4286003112793",NA,NA,NA,"MBM131304","MBM131304",NA,NA,"52758","Southern America",NA,NA,NA,"38300","auto",NA,NA,NA,NA,NA,NA
"103","2020-12-21 16:18:50-03","MBM","MBM","69593","PreservedSpecimen","Plantae","Boraginaceae","Cordia","silvestris","Cordia silvestris","Fresen.","Hatschbach, G.",NA,NA,NA,"Hatschbach, G.","1972","05","10","Brazil","Paraná","Antonina","Serrinha","-48.7118988037109","-25.4286003112793",NA,NA,NA,"MBM069593","MBM069593",NA,NA,"29658","Southern America",NA,NA,NA,"38300","auto",NA,NA,NA,NA,NA,NA
"104","2020-12-21 16:18:50-03","MBM","MBM","136388","PreservedSpecimen","Plantae","Boraginaceae","Cordia","silvestris","Cordia silvestris","Fresen.","Hatschbach, G.",NA,NA,NA,"Hatschbach, G.; Ribas, O.S.; Ribas, O.S.","1990","03","16","Brazil","Paraná","Guaraqueçaba","Rio Morato, próximo ao salto","-48.3288993835449","-25.3066997528076",NA,NA,NA,"MBM136388","MBM136388",NA,NA,"54099","Southern America",NA,NA,NA,"37295","auto",NA,NA,NA,NA,NA,NA
"105","2020-12-21 16:18:50-03","MBM","MBM","31253","PreservedSpecimen","Plantae","Boraginaceae","Cordia","silvestris","Cordia silvestris","Fresen.","Hatschbach, G.",NA,NA,NA,"Hatschbach, G.","1974","04","23","Brazil","Paraná","Morretes","São João da Graciosa","-48.834400177002","-25.476900100708",NA,NA,NA,"MBM031253","MBM031253",NA,NA,"34343","Southern America",NA,NA,NA,"30514","auto",NA,NA,NA,NA,NA,NA
"106","2020-12-21 16:18:50-03","MBM","MBM","410233","PreservedSpecimen","Plantae","Boraginaceae","Cordia","silvestris","Cordia silvestris","Fresen.","Moraes, L.P.","2016","02","19","Scarponi, T.M.; Nascimento, L.S.; Ammon, R.A.; Hottz, D.; Nascimento, L.S.; Ammon, R.A.; Hottz, D.","2014","05","12","Brazil","Rio de Janeiro","Santo Antônio de Pádua","Conglomerado 260-Ex1. UTM do Ponto Central: E (779594m) N (7609031m). Fuso do GPS (23K).","-42.1803016662598","-21.539400100708",NA,NA,"Arbusto, com 2,7 m de altura. Fruto maduro, com 1 cm, baga redonda, vermelho, carnoso.; Conglomerado próximo a sítios, com espécies de pomar e roça, também ocorre pastagem em área brejosa, plana com solo alagado.","MBM410233","MBM410233",NA,NA,"s.n.","Southern America","175","175",NA,"21677","auto",NA,NA,NA,NA,NA,NA
"107","2020-12-21 16:18:50-03","MBM","MBM","207123","PreservedSpecimen","Plantae","Boraginaceae","Cordia","silvestris","Cordia silvestris","Fresen.","Jarenkow, J.A.",NA,NA,NA,"Jarenkow, J.A.","1994","01","11","Brazil","Rio Grande do Sul","Morrinhos do Sul","Perdida","-49.934700012207","-29.3649997711182",NA,NA,NA,"MBM207123","MBM207123",NA,NA,"2379","Southern America",NA,NA,NA,"12766","auto",NA,NA,NA,NA,NA,NA
"108","2020-12-21 16:18:52-03","MBM","MBM","97713","PreservedSpecimen","Plantae","Boraginaceae","Cordia","silvestris","Cordia silvestris","Fresen.","Smith, L.B.",NA,NA,NA,"Klein, R.M.","1967","04","18","Brazil","Santa Catarina","Florianópolis","Morro do Ribeirão","-48.5491981506348","-27.596700668335",NA,NA,NA,"MBM097713","MBM097713",NA,NA,"7353","Southern America",NA,NA,NA,"27000","auto",NA,NA,NA,NA,NA,NA
"109","2020-12-21 16:18:50-03","MBM","MBM","397130","PreservedSpecimen","Plantae","Boraginaceae","Cordia","silvestris","Cordia silvestris","Fresen.","Assis, M.A.",NA,NA,NA,"Assis, M.A.","2005","12","09","Brazil","São Paulo","Ubatuba","Parque Estadual da Serra do Mar, núcleo Picinguaba, ao longo da trilha do Corisco","-44.835556","-23.336944","-44.835556","-23.336944","Sertão da Casa da Farinha.","MBM397130","MBM397130",NA,NA,"s.n.","Southern America","33","57",NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","2020-12-21 16:18:50-03","MBM","MBM","65542","PreservedSpecimen","Plantae","Boraginaceae","Cordia","silvestris","Cordia silvestris","Fresen.","Hoehne, F.C.",NA,NA,NA,"Bondar, G.","1937","10","20","Brazil","Bahia","Água Preta","Água Preta",NA,NA,NA,NA,NA,"MBM065542","MBM065542",NA,NA,"s.n.","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111","2020-12-21 16:18:50-03","MBM","MBM","187167","PreservedSpecimen","Plantae","Boraginaceae","Cordia","silvestris","Cordia silvestris","Fresen.","Miller, J.S.",NA,NA,NA,"Carvalho, A.M. de; et al.; et al.","1993","07","03","Brazil","Bahia","Ilhéus","Estrada Pontal - Buerarema","-39.0494003295898","-14.7889003753662",NA,NA,NA,"MBM187167","MBM187167",NA,NA,"4264","Southern America",NA,NA,NA,"61245","auto",NA,NA,NA,NA,NA,NA
"112","2020-12-21 16:18:50-03","MBM","MBM","184544","PreservedSpecimen","Plantae","Boraginaceae","Cordia","silvestris","Cordia silvestris","Fresen.","Smith, S.F.",NA,NA,NA,"Hatschbach, G.; Hatschbach, M.; Motta, J.T.; Hatschbach, M.; Motta, J.T.","1995","08","12","Brazil","Bahia","Prado","Prado, km 45-25 da Rodovia para Itamaraju","-39.2207984924316","-17.341100692749",NA,NA,NA,"MBM184544","MBM184544",NA,NA,"63001","Southern America",NA,NA,NA,"53161","auto",NA,NA,NA,NA,NA,NA
"113","2020-12-21 16:18:50-03","MBM","MBM","474","PreservedSpecimen","Plantae","Boraginaceae","Cordia","silvestris","Cordia silvestris","Fresen.","Stapf, M.N.S.",NA,NA,NA,"Hatschbach, G.; Lindeman, J.; Haas, H.; Lindeman, J.; Haas, H.","1966","01","18","Brazil","Paraná","Antonina","Caixa da Água","-48.7118988037109","-25.4286003112793",NA,NA,"= 21628","MBM000474","MBM000474",NA,NA,"13533","Southern America",NA,NA,NA,"38300","auto",NA,NA,NA,NA,NA,NA
"114","2020-12-21 16:18:50-03","MBM","MBM","21628","PreservedSpecimen","Plantae","Boraginaceae","Cordia","silvestris","Cordia silvestris","Fresen.","Stapf, M.N.S.",NA,NA,NA,"Hatschbach, G.; Lindeman, J.; Haas, H.; Lindeman, J.; Haas, H.","1966","01","18","Brazil","Paraná","Antonina","Caixa da Água","-48.7118988037109","-25.4286003112793",NA,NA,"= 474","MBM021628","MBM021628",NA,NA,"15533","Southern America",NA,NA,NA,"38300","auto",NA,NA,NA,NA,NA,NA
"115","2020-12-21 16:18:50-03","MBM","MBM","82588","PreservedSpecimen","Plantae","Boraginaceae","Cordia","silvestris","Cordia silvestris","Fresen.","Hatschbach, G.",NA,NA,NA,"Hatschbach, G.","1982","12","29","Brazil","Paraná","Antonina","Rio do Cedro, próximo a foz","-48.7118988037109","-25.4286003112793",NA,NA,NA,"MBM082588","MBM082588",NA,NA,"45984","Southern America",NA,NA,NA,"38300","auto",NA,NA,NA,NA,NA,NA
"116","2020-12-21 16:18:50-03","MBM","MBM","21728","PreservedSpecimen","Plantae","Boraginaceae","Cordia","silvestris","Cordia silvestris","Fresen.","Hatschbach, G.",NA,NA,NA,"Hatschbach, G.","1972","01","09","Brazil","Paraná","Antonina","Sapitanduva","-48.7118988037109","-25.4286003112793",NA,NA,NA,"MBM021728","MBM021728",NA,NA,"28622","Southern America",NA,NA,NA,"38300","auto",NA,NA,NA,NA,NA,NA
"117","2020-12-21 16:18:50-03","MBM","MBM","136389","PreservedSpecimen","Plantae","Boraginaceae","Cordia","silvestris","Cordia silvestris","Fresen.","Hatschbach, G.",NA,NA,NA,"Ribas, O.S.; Nicolack, V.; Nicolack, V.","1990","02","02","Brazil","Paraná","Campina Grande do Sul","Serra Capivari","-49.0553016662598","-25.3055992126465",NA,NA,NA,"MBM136389","MBM136389",NA,NA,"243","Southern America",NA,NA,NA,"55154","auto",NA,NA,NA,NA,NA,NA
"118","2020-12-21 16:18:50-03","MBM","MBM","165844","PreservedSpecimen","Plantae","Boraginaceae","Cordia","silvestris","Cordia silvestris","Fresen.","Hatschbach, G.",NA,NA,NA,"Hatschbach, G.; Silva, J.M.; Silva, J.M.","1993","11","15","Brazil","Paraná","Guaraqueçaba","Salto Morato","-48.3288993835449","-25.3066997528076",NA,NA,NA,"MBM165844","MBM165844",NA,NA,"59783","Southern America",NA,NA,NA,"37295","auto",NA,NA,NA,NA,NA,NA
"119","2020-12-21 16:18:50-03","MBM","MBM","165838","PreservedSpecimen","Plantae","Boraginaceae","Cordia","silvestris","Cordia silvestris","Fresen.","Hatschbach, G.",NA,NA,NA,"Kummrow, R.; Silva, J.M.; Cordeiro, J.; Silva, J.M.; Cordeiro, J.","1994","01","20","Brazil","Paraná","Guaratuba","Castelhanos","-48.5746994018555","-25.8827991485596",NA,NA,NA,"MBM165838","MBM165838",NA,NA,"33448","Southern America",NA,NA,NA,"41937","auto",NA,NA,NA,NA,NA,NA
"120","2020-12-21 16:18:50-03","MBM","MBM","29196","PreservedSpecimen","Plantae","Boraginaceae","Cordia","silvestris","Cordia silvestris","Fresen.","Hatschbach, G.",NA,NA,NA,"Hatschbach, G.","1974","01","30","Brazil","Paraná","Morretes","Estrada da Graciosa, Ferradura","-48.834400177002","-25.476900100708",NA,NA,NA,"MBM029196","MBM029196",NA,NA,"33779","Southern America",NA,NA,NA,"30514","auto",NA,NA,NA,NA,NA,NA
"121","2020-12-21 16:18:50-03","MBM","MBM","33745","PreservedSpecimen","Plantae","Boraginaceae","Cordia","silvestris","Cordia silvestris","Fresen.","Hatschbach, G.",NA,NA,NA,"Hatschbach, G.; Kummrow, R.; Kummrow, R.","1975","01","17","Brazil","Paraná","Morretes","Ilha da Malha","-48.834400177002","-25.476900100708",NA,NA,NA,"MBM033745","MBM033745",NA,NA,"35757","Southern America",NA,NA,NA,"30514","auto",NA,NA,NA,NA,NA,NA
"122","2020-12-21 16:18:50-03","MBM","MBM","21644","PreservedSpecimen","Plantae","Boraginaceae","Cordia","silvestris","Cordia silvestris","Fresen.","Smith, L.B.",NA,NA,NA,"Klein, R.M.","1955","01","04","Brazil","Santa Catarina","Itajaí","Cunhas","-48.6618995666504","-26.9078006744385",NA,NA,NA,"MBM021644","MBM021644",NA,NA,"1005","Southern America",NA,NA,NA,"27253","auto",NA,NA,NA,NA,NA,NA
"123","2015-09-04 12:41:59-03","MNHN","RECOLNAT_MNHN_P","P03862821","PreservedSpecimen",NA,"Boraginaceae","Cordia","silvestris","Cordia silvestris","Fresen.",NA,NA,NA,NA,"Prance, G.T.|Rodrigues, W.A.|Ramos, J.F.|Farias, L.G.","1968","11","28","Brasil","Rondônia",NA,"Vicinity of São Lorenço mines.","-65.1","-9.55",NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03862821' target='other'> <mi>dwc_moreinfo</mi></a>","P03862821","P03862821_01",NA,NA,NA,NA,NA,NA,"hb",NA,NA,NA,NA,NA,"8970",NA,NA
"124","2015-09-04 12:41:59-03","MNHN","RECOLNAT_MNHN_P","P03862824","PreservedSpecimen",NA,"Boraginaceae","Cordia","silvestris","Cordia silvestris","Fresen.",NA,NA,NA,NA,"Hatschbach, G.|Haas, H.|Lindeman, J.","1966","1","18","Brasil","Paraná","Antonina","Caixa D´Agua.","-48.7118988037109","-25.4286003112793",NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03862824' target='other'> <mi>dwc_moreinfo</mi></a>","P03862824","P03862824_01",NA,NA,NA,NA,NA,NA,"hb","38300","auto",NA,NA,NA,"13533",NA,NA
"125","2015-09-04 12:41:59-03","MNHN","RECOLNAT_MNHN_P","P03862819","PreservedSpecimen",NA,"Boraginaceae","Cordia","silvestris","Cordia silvestris","Fresen.",NA,NA,NA,NA,"Glaziou",NA,NA,NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Cascadura.","-43.2075004577637","-22.9027996063232",NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03862819' target='other'> <mi>dwc_moreinfo</mi></a>","P03862819","P03862819_01",NA,NA,NA,NA,NA,NA,"hb","57442","auto",NA,NA,NA,"4148",NA,NA
"126","2015-09-04 12:41:59-03","MNHN","RECOLNAT_MNHN_P","P03862823","PreservedSpecimen",NA,"Boraginaceae","Cordia","silvestris","Cordia silvestris","Fresen.",NA,NA,NA,NA,"Glaziou, A.","1869","12","23","Brasil","Rio de Janeiro","Rio de Janeiro","Cascadura.","-43.2075004577637","-22.9027996063232",NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03862823' target='other'> <mi>dwc_moreinfo</mi></a>","P03862823","P03862823_01",NA,NA,NA,NA,NA,NA,"hb","57442","auto",NA,NA,NA,"4148",NA,NA
"127","2015-09-04 12:41:59-03","MNHN","RECOLNAT_MNHN_P","P03862822","PreservedSpecimen",NA,"Boraginaceae","Cordia","silvestris","Cordia silvestris","Fresen.",NA,NA,NA,NA,"Glaziou","1869","12","23","Brasil","Rio de Janeiro","Rio de Janeiro","Cascadura.","-43.2075004577637","-22.9027996063232",NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03862822' target='other'> <mi>dwc_moreinfo</mi></a>","P03862822","P03862822_01",NA,NA,NA,NA,NA,NA,"hb","57442","auto",NA,NA,NA,"4148",NA,NA
"128","2015-09-04 12:41:59-03","MNHN","RECOLNAT_MNHN_P","P03862820","PreservedSpecimen",NA,"Boraginaceae","Cordia","silvestris","Cordia silvestris","Fresen.",NA,NA,NA,NA,"Hatschbach, G.","1974","1","30","Brasil","Paraná","Morretes","Estr. da Graciosa, Ferradura.","-48.834400177002","-25.476900100708",NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03862820' target='other'> <mi>dwc_moreinfo</mi></a>","P03862820","P03862820_01",NA,NA,NA,NA,NA,NA,"hb","30514","auto",NA,NA,NA,"33779",NA,NA
"129","2020-12-11 11:34:08-03","UFMG","BHCB","43858","PreservedSpecimen","Plantae","Boraginaceae","Cordia","silvestris","Cordia silvestris",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledon",NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","2021-02-11 17:18:19-03","UFPR","UPCB","5681","PreservedSpecimen","Plantae","Boraginaceae","Cordia","silvestris","Cordia silvestris","Fresen.","Hatschbach, G.","1972","10",NA,"Hatschbach, G.","1966","01","18","Brasil","Paraná","Antonina","Caixa d'água","-48.7118988037109","-25.4286003112793",NA,NA,"Árvore, 15m, flor alva. Mata..",NA,NA,NA,NA,"13533",NA,NA,NA,NA,"38300","auto",NA,NA,NA,NA,NA,NA
"131","2021-02-11 17:18:19-03","UFPR","UPCB","9707","PreservedSpecimen","Plantae","Boraginaceae","Cordia","silvestris","Cordia silvestris","Fresen.","Hatschbach, G.","1975","05",NA,"Hatschbach, G.","1975","01","17","Brasil","Paraná","Morretes","Ilha do Malha","-48.834400177002","-25.476900100708",NA,NA,"Arvoreta, 4m, flor alva. Mata da ilha..",NA,NA,NA,NA,"35757",NA,NA,NA,NA,"30514","auto",NA,NA,NA,NA,NA,NA
"132","2021-02-11 17:18:19-03","UFPR","UPCB","27206","PreservedSpecimen","Plantae","Boraginaceae","Cordia","silvestris","Cordia silvestris","Fresen.","Hatschbach, G.","1995","05",NA,"Lima, R.X.","1995","03","22","Brasil","Paraná","Guaraqueçaba","Potinga","-48.3288993835449","-25.3066997528076",NA,NA,"Árvore, 10m, fruto vermelho carnoso..",NA,NA,NA,NA,"323",NA,NA,NA,NA,"37295","auto",NA,NA,NA,NA,NA,NA
"133","2021-02-11 17:18:19-03","UFPR","UPCB","40854","PreservedSpecimen","Plantae","Boraginaceae","Cordia","silvestris","Cordia silvestris","Fresen.","Gatti, G.","2000","04",NA,"Gatti, G.","2000","04","08","Brasil","Paraná","Guaraqueçaba","Reserva Natural Salto Morato, Área Projeto Sucessão","-48.3288993835449","-25.3066997528076",NA,NA,"Árvore 6m, frutos avermelhados. Floresta ombrófila densa submontana, capoeira, local sem sombreamento..",NA,NA,NA,NA,"636",NA,NA,NA,NA,"37295","auto",NA,NA,NA,NA,NA,NA
"134","2021-02-11 17:18:19-03","UFPR","UPCB","40867","PreservedSpecimen","Plantae","Boraginaceae","Cordia","silvestris","Cordia silvestris","Fresen.","Silva, S.M.","2000","02",NA,"Gatti, G.","2000","01","22","Brasil","Paraná","Guaraqueçaba","Reserva Natural Salto Morato, Área Projeto Sucessão","-48.3288993835449","-25.3066997528076",NA,NA,"Arvoreta 5,5m, botões creme. Floresta ombrófila densa submontana, capoeira, local sem sombreamento..",NA,NA,NA,NA,"605",NA,NA,NA,NA,"37295","auto",NA,NA,NA,NA,NA,NA
"135","2021-02-11 17:18:19-03","UFPR","UPCB","58741","PreservedSpecimen","Plantae","Boraginaceae","Cordia","silvestris","Cordia silvestris","Fresen.","Hatschbach, G.","2006","01","01","Ribas, O.S.","2006","01","12","Brasil","Paraná","Antonina","Rodovia Antonina - Bairro Alto, Rio Xaxim","-48.7118988037109","-25.4286003112793",NA,NA,"Árvore 5m, flor alva. Floresta Atlântica da Serra do Mar..",NA,NA,NA,NA,"7166",NA,"50","50",NA,"38300","auto",NA,NA,NA,NA,NA,NA
"136","2020-09-09 13:31:04-03","UNESP-IBILCE","SJRP","11698","PreservedSpecimen","Plantae","Boraginaceae","Cordia","silvestris","Cordia silvestris","Fresen","M.N.S. Stapf","2007","02",NA,"H.F. Leitão Filho et all.",NA,NA,NA,"Brasil","Rio de Janeiro","Parati","estrada próximo ao condomínio laranjeiras","-44.681389","-23.328889","-44.681389","-23.328889","Árvore 20 m, flores brancas;",NA,NA,"Tracheophyta","Boraginales",NA,"América do Sul",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA
"137","2020-09-09 13:31:04-03","UNESP-IBILCE","SJRP","12931","PreservedSpecimen","Plantae","Boraginaceae","Cordia","silvestris","Cordia silvestris","Fresen",NA,NA,NA,NA,"Leitão Filho, H. F. & Rodrigues, R.R. & Cardoso-Leite, E. & Lisboa, M.L.G. & Goldemberg, R. & Grecco, M.D.N. & Teixeira, S.P.",NA,NA,NA,"Brasil","São Paulo","Ubatuba","estrada da casa da farinha","-44.852778","-23.3525","-44.852778","-23.3525","Mata de planície, beira de estrada. Altura 2m; frutos imaturos verde-escuros.;",NA,NA,"Tracheophyta","Boraginales",NA,"América do Sul",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA
"138","2020-09-09 13:31:04-03","UNESP-IBILCE","SJRP","04018","PreservedSpecimen","Plantae","Boraginaceae","Cordia","silvestris","Cordia silvestris","Fresen",NA,NA,NA,NA,"M.M.R.F. Melo",NA,NA,NA,"Brasil","São Paulo","Ilha do Cardoso","ilha do cardoso",NA,NA,NA,NA,"Árvore 15 m, frutos imaturos verdes;",NA,NA,"Tracheophyta","Boraginales",NA,"América do Sul",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA
"139","2020-09-09 13:31:04-03","UNESP-IBILCE","SJRP","17346","PreservedSpecimen","Plantae","Boraginaceae","Cordia","silvestris","Cordia silvestris","Fresen",NA,NA,NA,NA,"Leitão Filho, H. R. & Rodrigues, R.R. & Santin, D.A. & Nave, A.G. & Sanchez, M. & Mansano, V. & Seoane, C.E.S.",NA,NA,NA,"Brasil","São Paulo","Ubatuba",NA,"-45.0699996948242","-23.4300003051758",NA,NA,"Árvore com 20 metros de altura, floração branca, frutos verdes.;",NA,NA,"Tracheophyta","Boraginales",NA,"América do Sul",NA,NA,NA,"34265","auto","Magnoliopsida",NA,NA,NA,NA,NA
"140","2020-09-09 13:31:05-03","UNESP-IBILCE","SJRP","21732","PreservedSpecimen","Plantae","Boraginaceae","Cordia","silvestris","Cordia silvestris","Fresen","Stapf, M.",NA,NA,NA,"A. Furlan",NA,NA,NA,"Brasil","São Paulo","Ubatuba","estrada da casa da farinha","-45.0699996948242","-23.4300003051758",NA,NA,"Arboreta, 4 m, com furte de 2m, frutos verdes a vermelhos;",NA,NA,"Tracheophyta","Boraginales",NA,"América do Sul",NA,NA,NA,"34265","auto","Magnoliopsida",NA,NA,NA,NA,NA
"141","2020-09-09 13:31:05-03","UNESP-IBILCE","SJRP","21731","PreservedSpecimen","Plantae","Boraginaceae","Cordia","silvestris","Cordia silvestris","Fresen","Stapf, M.",NA,NA,NA,"R. Costa",NA,NA,NA,"Brasil","São Paulo","Ubatuba","estrada da casa da farinha","-45.0699996948242","-23.4300003051758",NA,NA,"Árvoe 12 m, frutos verdes;",NA,NA,"Tracheophyta","Boraginales",NA,"América do Sul",NA,NA,NA,"34265","auto","Magnoliopsida",NA,NA,NA,NA,NA
"142","2020-09-09 13:31:04-03","UNESP-IBILCE","SJRP","12908","PreservedSpecimen","Plantae","Boraginaceae","Cordia","silvestris","Cordia silvestris","Fresen",NA,NA,NA,NA,"Bernacci, L.C. & Andrade, P.R.P. & Belinelo, R. & Falivene, S.M.P. & Silva, A.M.C.",NA,NA,NA,"Brasil","São Paulo","Pariquera-Açu","Fazenda Esteiro do Morro","-47.8800010681152","-24.7099990844727",NA,NA,"Arvoreta ca 5m de altura, frutos imaturos;",NA,NA,"Tracheophyta","Boraginales",NA,"América do Sul",NA,NA,NA,"17990","auto","Magnoliopsida",NA,NA,NA,NA,NA
"143","2020-09-09 13:31:04-03","UNESP-IBILCE","SJRP","12914","PreservedSpecimen","Plantae","Boraginaceae","Cordia","silvestris","Cordia silvestris","Fresen",NA,NA,NA,NA,"Almeida-Scabbia, R.J.",NA,NA,NA,"Brasil","São Paulo","Sete Barras","fazenda intervales","-47.9199981689453","-24.3799991607666",NA,NA,"Árvore, 20m de altura, muito frutos vermelhos, poucos verdes.;",NA,NA,"Tracheophyta","Boraginales",NA,"América do Sul",NA,NA,NA,"34059","auto","Magnoliopsida",NA,NA,NA,NA,NA
"144","2020-09-09 13:31:05-03","UNESP-IBILCE","SJRP","26785","PreservedSpecimen","Plantae","Boraginaceae","Cordia","silvestris","Cordia silvestris","Fresen","R.J. Almeida-Scabbia",NA,NA,NA,"Galetti, M.",NA,NA,NA,"Brasil","São Paulo","Sete Barras","faz. Intervales","-47.9199981689453","-24.3799991607666",NA,NA,"Árvore 5 m, flores brancas;",NA,NA,"Tracheophyta","Boraginales",NA,"América do Sul",NA,NA,NA,"34059","auto","Magnoliopsida",NA,NA,NA,NA,NA
"145","2020-09-09 13:31:05-03","UNESP-IBILCE","SJRP","26786","PreservedSpecimen","Plantae","Boraginaceae","Cordia","silvestris","Cordia silvestris","Fresen",NA,NA,NA,NA,"F.A.G. Guilherme",NA,NA,NA,"Brasil","São Paulo","Sete Barras","faz. Intervales","-47.9199981689453","-24.3799991607666",NA,NA,"Floresta atlântica de terras baixas, 8 m altura, frutos vermelhos;",NA,NA,"Tracheophyta","Boraginales",NA,"América do Sul",NA,NA,NA,"34059","auto","Magnoliopsida",NA,NA,NA,NA,NA
"146","2020-09-09 13:31:05-03","UNESP-IBILCE","SJRP","17666","PreservedSpecimen","Plantae","Boraginaceae","Cordia","silvestris","Cordia silvestris","Fresen",NA,NA,NA,NA,"Moraes, P.L.R.",NA,NA,NA,"Brasil","São Paulo","São Miguel Arcanjo","parque estadual carlos botelho","-47.9900016784668","-23.8700008392334",NA,NA,"Árvore de + - 6m de altura, flores brancas;",NA,NA,"Tracheophyta","Boraginales",NA,"América do Sul",NA,NA,NA,"27904","auto","Magnoliopsida",NA,NA,NA,NA,NA
"147","2020-09-09 13:31:05-03","UNESP-IBILCE","SJRP","17624","PreservedSpecimen","Plantae","Boraginaceae","Cordia","silvestris","Cordia silvestris","Fresen",NA,NA,NA,NA,"Moraes, P.L.R. & Ivanauskas, N.",NA,NA,NA,"Brasil","São Paulo","São Miguel Arcanjo","parque estadual carlos botelho","-47.9900016784668","-23.8700008392334",NA,NA,"Arvoreta ca 4m altura; flores brancas;",NA,NA,"Tracheophyta","Boraginales",NA,"América do Sul",NA,NA,NA,"27904","auto","Magnoliopsida",NA,NA,NA,NA,NA
"148","2020-09-09 13:31:05-03","UNESP-IBILCE","SJRP","21733","PreservedSpecimen","Plantae","Boraginaceae","Cordia","silvestris","Cordia silvestris","Fresen",NA,NA,NA,NA,"Marco A. de Assis",NA,NA,NA,"Brasil","São Paulo","Ubatuba","Picinguaba","-45.0699996948242","-23.4300003051758",NA,NA,"Arvoreta 3 m, flores brancas.;",NA,NA,"Tracheophyta","Boraginales",NA,"América do Sul",NA,NA,NA,"34265","auto","Magnoliopsida",NA,NA,NA,NA,NA
"149","2020-09-09 13:31:04-03","UNESP-IBILCE","SJRP","12943","PreservedSpecimen","Plantae","Boraginaceae","Cordia","silvestris","Cordia silvestris","Fresen",NA,NA,NA,NA,"Leitão Filho, H. R. & Rodrigues, R.R. & Santin, D.A. & Nave, A.G. & Sanchez, M. & Mansano, V. & Seoane, C.E.S.",NA,NA,NA,"Brasil","São Paulo","Ubatuba","Praia de Itamambuca","-45.0699996948242","-23.4300003051758",NA,NA,"Planície costeira. Árvore com 10m de altura, local com solo encharcado.;",NA,NA,"Tracheophyta","Boraginales",NA,"América do Sul",NA,NA,NA,"34265","auto","Magnoliopsida",NA,NA,NA,NA,NA
