"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","geoFlag","monthIdentified","continentOcean","verbatimLongitude","verbatimLatitude","dayIdentified","typeStatus"
"15","2021-02-11 17:20:58-03","UFPR","UPCB","73210","PreservedSpecimen","Plantae",NA,"Orchidaceae","Octomeria","rotundiglossa","Octomeria rotundiglossa","Hoehne","Santos, T.F.","2019","Cadorin, T.J.","1323","2010","02","16","Brasil","Santa Catarina","Blumenau","Parque Nacional da Serra do Itajaí, Morro do Spitzkopf.","-49.118056","-27.006944",NA,"249","249","Epífita IFFSC e8001b (abaixo de 4m). Flor amarela. Floresta ombrófila densa..","UPCB0037161","UPCB0037161",NA,"08",NA,"-49.118056","-27.006944","28",NA
"16","2021-02-11 17:20:58-03","UFPR","UPCB","83267","PreservedSpecimen","Plantae",NA,"Orchidaceae","Octomeria","rotundiglossa","Octomeria rotundiglossa","Hoehne","Santos, T.F.","2016","Toscano de Brito, A.L.V. | Bolson, M. | Royer, C.A. | J.M.Silva Bagre | Ignowski, H., Klingelfus, M.L., Imig, D.","3309","2014","11","28","Brasil","Paraná","Pontal do Paraná","Estrada às margens do Rio Guaraguaçu.","-48.511100769043","-25.6735992431641","19508",NA,NA,"Flores amarelas..",NA,NA,"auto","11",NA,NA,NA,"30",NA
"17","2021-02-11 17:20:58-03","UFPR","UPCB","92881","PreservedSpecimen","Plantae",NA,"Orchidaceae","Octomeria","rotundiglossa","Octomeria rotundiglossa","Hoehne","Santos, T.F.","2016","Santos, T.F.","117","2016","03","12","Brasil","Paraná","Paranaguá","Floresta Estadual do Palmito","-48.5092010498047","-25.5200004577637","24916",NA,NA,"Floresta Ombrofila Densa de Terras Baixas. Epífita em interior de floresta ombrofila densa de terras baixas. Flores amarelas a alaranjado translucidas","UPCB0037182","UPCB0037182","auto","03",NA,NA,NA,NA,NA
"18","2020-07-10 09:48:27-03","MBML","MBML-HERBARIO","14002",NA,"Plantae",NA,"Orchidaceae","Octomeria","rotundiglossa","Octomeria rotundiglossa","Hoehne","W.Foster/9-2008",NA,"L. Kollmann; et al","3442","2000","11","30","Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia","-40.530278","-19.971389",NA,NA,NA,"Flores amarelas.","MBML014002",NA,NA,NA,NA,"40W31'49","19S58'17",NA,NA
"19","2020-07-10 09:48:27-03","MBML","MBML-HERBARIO","16769",NA,"Plantae",NA,"Orchidaceae","Octomeria","rotundiglossa","Octomeria rotundiglossa","Hoehne","W.Foster/9-2008",NA,"R.R. Vervloet; et al","89","2002","04","09","Brasil","Espírito Santo","Santa Teresa","Reserva Biológica Augusto Ruschi - Nova Lombardia","-40.553056","-19.9075",NA,NA,NA,"Epífita em árvore caída, flores laranjas.","MBML016769",NA,NA,NA,NA,"40W33'11","19S54'27",NA,NA
"20","2020-07-10 09:48:27-03","MBML","MBML-HERBARIO","16944",NA,"Plantae",NA,"Orchidaceae","Octomeria","rotundiglossa","Octomeria rotundiglossa","Hoehne","W.Foster/9-2008",NA,"R.R. Vervloet; et al","28","2000","10","06","Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia","-40.530278","-19.971389",NA,NA,NA,"Epífita, galho caido, flor amarela.","MBML016944",NA,NA,NA,NA,"40W31'49","19S58'17",NA,NA
"21","2020-07-10 09:48:27-03","MBML","MBML-HERBARIO","19697",NA,"Plantae",NA,"Orchidaceae","Octomeria","rotundiglossa","Octomeria rotundiglossa","Hoehne","W.Foster/9-2008",NA,"A. P. Fontana; et al","447","2002","12","30","Brasil","Espírito Santo","Fundão","Goiapaba-Açu","-40.472222","-19.914167",NA,NA,NA,"Epífita, flores amarelas.","MBML019697",NA,NA,NA,NA,"40W28'20","19S54'51",NA,NA
"22","2020-07-10 09:48:27-03","MBML","MBML-HERBARIO","19791",NA,"Plantae",NA,"Orchidaceae","Octomeria","rotundiglossa","Octomeria rotundiglossa","Hoehne","W.Foster/9-2008",NA,"R.R. Vervloet; et al","1874","2003","02","20","Brasil","Espírito Santo","Santa Teresa","Reserva Biológica Augusto Ruschi - Nova Lombardia","-40.553056","-19.9075",NA,NA,NA,"Epífita em galho caído, flores laranja, topo de morro, dossel 20m.","MBML019791",NA,NA,NA,NA,"40W33'11","19S54'27",NA,NA
"23","2020-07-10 09:48:27-03","MBML","MBML-HERBARIO","19868",NA,"Plantae",NA,"Orchidaceae","Octomeria","rotundiglossa","Octomeria rotundiglossa","Hoehne","W.Foster/9-2008",NA,"A. P. Fontana; et al","496","2003","02","09","Brasil","Espírito Santo","Fundão","Goiapaba-Açu","-40.472222","-19.914167",NA,NA,NA,"Epífita; flores amarelas.","MBML019868",NA,NA,NA,NA,"40W28'20","19S54'51",NA,NA
"24","2020-07-10 09:48:27-03","MBML","MBML-HERBARIO","20322",NA,"Plantae",NA,"Orchidaceae","Octomeria","rotundiglossa","Octomeria rotundiglossa","Hoene","W.Foster/9-2008",NA,"R.R. Vervloet; et al","2091","2003","04","01","Brasil","Espírito Santo","Santa Teresa","Reserva Biológica Augusto Ruschi - Nova Lombardia","-40.553056","-19.9075",NA,NA,NA,"Epífita, em árvore caída, flores de cor amarela. Fundo de vale, dossel 18m.","MBML020322",NA,NA,NA,NA,"40W33'11","19S54'27",NA,NA
"25","2020-07-10 09:48:27-03","MBML","MBML-HERBARIO","9122",NA,"Plantae",NA,"Orchidaceae","Octomeria","rotundiglossa","Octomeria rotundiglossa","Hoehne","W.Foster/9-2008",NA,"L. Kollmann; E. Bausen & W. Pizziolo","1821","1999","02","04","Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia","-40.530278","-19.971389",NA,NA,NA,"Epífita caída. Flores amarelas.","MBML009122",NA,NA,NA,NA,"40W31'49","19S58'17",NA,NA
"26","2020-07-10 09:48:26-03","MBML","MBML-HERBARIO","49903",NA,"Plantae",NA,"Orchidaceae","Octomeria","cf. rotundiglossa","Octomeria cf. rotundiglossa","Hoehne",NA,NA,"N. Sanson","107",NA,NA,NA,"Brasil","Espírito Santo","Conceição do Castelo",NA,"-41.2439002990723","-20.3682994842529","17824",NA,NA,NA,"MBML049903","MBML049903","auto",NA,NA,NA,NA,NA,NA
"27","2021-03-25 13:53:06-03","UNIVILLE","JOI","15301","PreservedSpecimen","Plantae",NA,"Orchidaceae","Octomeria","rotundiglossa","Octomeria rotundiglossa","Hoehne","Mancinelli, W. S.","2014","J.L. Schmitt","2221",NA,NA,NA,"Brasil",NA,"Brasil","E 8008 A.",NA,NA,NA,NA,NA,"; HABITO: arbórea","JOI015301",NA,NA,"04",NA,NA,NA,"08",NA
"28","2019-11-21 10:13:37-03","IBt","SP","162658","S","Plantae",NA,"Orchidaceae","Octomeria","rotundiglossa","Octomeria rotundiglossa","Hoehne","Romanini, RP","2006","Barros, F","9","1979","12","13","Brasil","São Paulo","Cananéia","Ilha do Cardoso","-47.9199981689453","-25.0100002288818","37574",NA,NA,NA,NA,NA,"auto",NA,NA,NA,NA,NA,NA
"29","2019-11-21 10:13:37-03","IBt","SP","366391","S","Plantae",NA,"Orchidaceae","Octomeria","rotundiglossa","Octomeria rotundiglossa","Hoehne",NA,NA,"Barros, F","s.n.",NA,NA,NA,"Brasil","São Paulo","Cananéia","Ilha do Cardoso, Cultivada na coleção viva do Orquidário do Estado de São Paulo, nº 15946","-47.9199981689453","-25.0100002288818","37574",NA,NA,NA,NA,NA,"auto",NA,NA,NA,NA,NA,NA
"30","2019-11-21 10:13:37-03","IBt","SP","379028","S","Plantae",NA,"Orchidaceae","Octomeria","rotundiglossa","Octomeria rotundiglossa","Hoehne",NA,NA,"Romanini, RP","s.n.",NA,NA,NA,"Brasil","São Paulo","Cananéia","Ilha do Cardoso, Cultivada no Instituto de Botânica sob nº IC08, fl. 23-IX-2005","-47.9199981689453","-25.0100002288818","37574",NA,NA,NA,NA,NA,"auto",NA,NA,NA,NA,NA,NA
"31","2019-11-21 10:13:37-03","IBt","SP","237367","S","Plantae",NA,"Orchidaceae","Octomeria","rotundiglossa","Octomeria rotundiglossa","Hoehne",NA,NA,"Barros, F","1722","1989","09","25","Brasil","São Paulo","Cananéia","Ilha do Cardoso, Estrada para a captação de água doce","-47.9199981689453","-25.0100002288818","37574",NA,NA,NA,NA,NA,"auto",NA,NA,NA,NA,NA,NA
"32","2019-11-21 10:13:37-03","IBt","SP","32197","S","Plantae",NA,"Orchidaceae","Octomeria","rotundiglossa","Octomeria rotundiglossa","Hoehne","Hoehne, FC","1937","Lemos, C","s.n.","1934","12","11","Brasil","São Paulo","Santo André","Serra de Paranapiacaba, próximo à Estação Biológica do Alto da Serra. Cultivada no Jardim Botânico de São Paulo","-46.5299987792969","-23.6599998474121","27258",NA,NA,NA,"SP002285","SP002285","auto",NA,NA,NA,NA,NA,"Holotype"
