"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","yearIdentified","class","monthIdentified","dayIdentified","typeStatus","eventTime","fieldNumber","individualCount","relatedCatalogItem"
"22","2021-03-15 16:37:00-03","NY","NYBG","448545","PreservedSpecimen","Plantae","Magnoliophyta","Boraginales","Boraginaceae","Cordia","taguahyensis","Cordia taguahyensis","Vell.","N. Laroda","E. Pereira","8442","1965","01","20","South America","Brazil","Bahia",NA,"Entre Itabuna e Itajuipe",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=617434' target='other'> <mi>dwc_moreinfo</mi></a>","NY00448545","NY00448545_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","448550","PreservedSpecimen","Plantae","Magnoliophyta","Boraginales","Boraginaceae","Cordia","taguahyensis","Cordia taguahyensis","Vell.","N. Laroda","R. P. Belém","3378","1967","03","08","South America","Brazil","Bahia","Jitaúna","Jitaúna. Saída para Jequié","-39.8889","-14.0192",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=617438' target='other'> <mi>dwc_moreinfo</mi></a>","NY00448550","NY00448550_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","448547","PreservedSpecimen","Plantae","Magnoliophyta","Boraginales","Boraginaceae","Cordia","taguahyensis","Cordia taguahyensis","Vell.",NA,"J. F. Widgren",NA,"1844",NA,NA,"South America","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=617469' target='other'> <mi>dwc_moreinfo</mi></a>","NY00448547","NY00448547_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","448542","PreservedSpecimen","Plantae","Magnoliophyta","Boraginales","Boraginaceae","Cordia","taguahyensis","Cordia taguahyensis","Vell.","J. A. Kallunki","J. R. Pirani","3404","1994","12","05","South America","Brazil","Espírito Santo","Marilândia","Remanescente de floresta pluvial tropical na zona urbana de Marilândia, na propriedade do Sr. Euclides Canal e família","-40.5417","-19.4131",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=617456' target='other'> <mi>dwc_moreinfo</mi></a>","NY00448542","NY00448542_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","448546","PreservedSpecimen","Plantae","Magnoliophyta","Boraginales","Boraginaceae","Cordia","taguahyensis","Cordia taguahyensis","Vell.","N. Laroda","E. Pereira","8442","1965","01","20","South America","Brazil","Bahia",NA,"Entre Itabuna e Itajuipe",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=617435' target='other'> <mi>dwc_moreinfo</mi></a>","NY00448546","NY00448546_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","632184","PreservedSpecimen","Plantae","Magnoliophyta","Boraginales","Boraginaceae","Cordia","taguahyensis","Cordia taguahyensis","Vell.","D. C. Zappi","R. M. Harley","H51369","1992","01","31","South America","Brazil","Bahia","Abaíra","Estrada de engenho entre Catolés e Abaíra","-41.82","-13.3","1100","1100","sheet","Harley is not on the label but we can assume he is the collector <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=617426' target='other'> <mi>dwc_moreinfo</mi></a>","NY00632184","NY00632184_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","448551","PreservedSpecimen","Plantae","Magnoliophyta","Boraginales","Boraginaceae","Cordia","taguahyensis","Cordia taguahyensis","Vell.","J. A. Kallunki","W. W. Thomas","6082","1988","02","22","South America","Brazil","Espírito Santo","Linhares","8 km W of Linhares on road to Colatina (on north side of Rio Doce)","-40.12","-19.37",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=617453' target='other'> <mi>dwc_moreinfo</mi></a>","NY00448551","NY00448551_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","448544","PreservedSpecimen","Plantae","Magnoliophyta","Boraginales","Boraginaceae","Cordia","taguahyensis","Cordia taguahyensis","Vell.","N. Laroda","R. P. Belém","3378","1967","03","08","South America","Brazil","Bahia","Jitaúna","Jitaúna. Saída para Jequié","-39.8889","-14.0192",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=617433' target='other'> <mi>dwc_moreinfo</mi></a>","NY00448544","NY00448544_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","448532","PreservedSpecimen","Plantae","Magnoliophyta","Boraginales","Boraginaceae","Cordia","taguahyensis","Cordia taguahyensis","Vell.","J. A. Kallunki","L. Riedel","s.n.",NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=617452' target='other'> <mi>dwc_moreinfo</mi></a>","NY00448532","NY00448532_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","2425675","PreservedSpecimen","Plantae","Magnoliophyta","Boraginales","Boraginaceae","Cordia","taguahyensis","Cordia taguahyensis","Vell.","O. Kosovsky","R. S. Moreira","8","2011","07","08","South America","brazil","Bahia","Jequié","Brejo Novo 9 km do Mandacarú","-40.0835990905762","-13.8575000762939",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2481651' target='other'> <mi>dwc_moreinfo</mi></a>","NY02425675","NY02425675_01","49443","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","227675","PreservedSpecimen","Plantae","Magnoliophyta","Boraginales","Boraginaceae","Cordia","taguahyensis","Cordia taguahyensis","Vell.","J. A. Kallunki","W. W. Thomas","11159","1996","03","25","South America","Brazil","Bahia","Porto Seguro","Parque Nacional Monte Pascoal, along trail leading to summit of Monte Pascoal.","-40.5747","-15.2647","150","400","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=617461' target='other'> <mi>dwc_moreinfo</mi></a>","NY00227675","NY00227675_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","448552","PreservedSpecimen","Plantae","Magnoliophyta","Boraginales","Boraginaceae","Cordia","taguahyensis","Cordia taguahyensis","Vell.","N. Laroda","J. N. Rose","20096","1915","06","27","South America","Brazil","Bahia",NA,"Vicinity of Toca de Onca",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=617439' target='other'> <mi>dwc_moreinfo</mi></a>","NY00448552","NY00448552_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","448559","PreservedSpecimen","Plantae","Magnoliophyta","Boraginales","Boraginaceae","Cordia","taguahyensis","Cordia taguahyensis","Vell.","J. A. Kallunki","L. Riedel","1692",NA,NA,NA,"South America","Brazil","São Paulo",NA,"Inter Lorena et Taubaté",NA,NA,NA,NA,"sheet","1933[?] <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=617465' target='other'> <mi>dwc_moreinfo</mi></a>","NY00448559","NY00448559_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","448565","PreservedSpecimen","Plantae","Magnoliophyta","Boraginales","Boraginaceae","Cordia","taguahyensis","Cordia taguahyensis","Vell.","J. A. Kallunki","A. M. V. de Carvalho","6059","1995","07","15","South America","Brazil","Bahia","Itacaré","Marambaia. Ca. 6 a 8 km na estrada Itacaré/Serra Grande","-39.0245211","-14.3232206",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=617459' target='other'> <mi>dwc_moreinfo</mi></a>","NY00448565","NY00448565_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","448554","PreservedSpecimen","Plantae","Magnoliophyta","Boraginales","Boraginaceae","Cordia","taguahyensis","Cordia taguahyensis","Vell.","N. Laroda","R. P. Belém","528","1965","03","25","South America","Brazil","Bahia","Ilhéus","Centro de Pesquisas do Cacau, CEPLAC, CEPEC. Ilhéus.","-39.2273659","-14.771874",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=617441' target='other'> <mi>dwc_moreinfo</mi></a>","NY00448554","NY00448554_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","448543","PreservedSpecimen","Plantae","Magnoliophyta","Boraginales","Boraginaceae","Cordia","taguahyensis","Cordia taguahyensis","Vell.","E. F. Guimarães","S. A. Mori","9555","1978","03","06","South America","Brazil","Bahia",NA,"Rod. BR 101, a 63 kms ao N de Itabuna",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=617445' target='other'> <mi>dwc_moreinfo</mi></a>","NY00448543","NY00448543_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","400815","PreservedSpecimen","Plantae","Magnoliophyta","Boraginales","Boraginaceae","Cordia","taguahyensis","Cordia taguahyensis","Vell.","M. N. S. Stapf","Dr. Mertens","s.n.",NA,NA,NA,"South America","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,"sheet","Herb. Acad. Petrop. <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=93215' target='other'> <mi>dwc_moreinfo</mi></a>","NY00400815","NY00400815_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","448563","PreservedSpecimen","Plantae","Magnoliophyta","Boraginales","Boraginaceae","Cordia","taguahyensis","Cordia taguahyensis","Vell.","J. A. Kallunki","W. W. Thomas","7164","1991","07","01","South America","Brazil","Bahia","Uruçuca","7.3 km N of Serra Grande on rd to Itacaré. Fazenda Lagoa do Conjunto Fazenda Santa Cruz","-39.0617","-14.4231",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=617457' target='other'> <mi>dwc_moreinfo</mi></a>","NY00448563","NY00448563_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","00858108","PreservedSpecimen","Plantae","Magnoliophyta","Boraginales","Boraginaceae","Cordia","taguahyensis","Cordia taguahyensis","Vell.","J. A. Kallunki","W. R. Anderson","9138","1973","04","19","South America","Brazil","Minas Gerais",NA,"13 km by road W of Januária on road to Serra das Araras, ca. 2 km E of large limestone hill","-44.45237","-15.56637","575","575","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=952473' target='other'> <mi>dwc_moreinfo</mi></a>","NY00858108","NY00858108_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","448537","PreservedSpecimen","Plantae","Magnoliophyta","Boraginales","Boraginaceae","Cordia","taguahyensis","Cordia taguahyensis","Vell.","N. Laroda","R. P. Belém","3279","1967","02","03","South America","Brazil","Bahia","Belmonte",NA,"-38.88","-15.86",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=617431' target='other'> <mi>dwc_moreinfo</mi></a>","NY00448537","NY00448537_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","482687","PreservedSpecimen","Plantae","Magnoliophyta","Boraginales","Boraginaceae","Cordia","taguahyensis","Cordia taguahyensis","Vell.","N. Laroda","H. S. Irwin","21076","1968","03","12","South America","Brazil","Tocantins","Araguaína","Ca. 2 km S of Araguaína","-48.2","-7.1819444","300","300","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=617444' target='other'> <mi>dwc_moreinfo</mi></a>","NY00482687","NY00482687_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","448556","PreservedSpecimen","Plantae","Magnoliophyta","Boraginales","Boraginaceae","Cordia","taguahyensis","Cordia taguahyensis","Vell.","N. Laroda","R. P. Belém","2928","1966","11","24","South America","Brazil","Bahia","Itajuípe","Plantaçao de cacau","-39.375","-14.6783",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=617443' target='other'> <mi>dwc_moreinfo</mi></a>","NY00448556","NY00448556_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
