"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","phylum","class","order","recordNumber","locality","coordinatePrecision","occurrenceRemarks","geoFlag","continentOcean","preparationType","typeStatus","fieldNumber","individualCount","sex"
"12","2021-03-15 16:37:00-03","NY","NYBG","4103318","PreservedSpecimen","Plantae","Orchidaceae","Malaxis","parthonii","Malaxis parthonii","C.Morren",NA,NA,NA,NA,"H. H. Smith","1898",NA,NA,"Colombia","Magdalena","Santa Marta",NA,NA,NA,NA,"1524",NA,"NY04103318","NY04103318_01","Magnoliophyta",NA,"Asparagales","2501","Sierra de Onaca",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4423359' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","1032132","PreservedSpecimen","Plantae","Orchidaceae","Malaxis","parthonii","Malaxis parthonii","C.Morren","E. A. Christenson",NA,NA,NA,"A. Puttemans","1896","07",NA,"Brazil","São Paulo",NA,NA,NA,NA,NA,NA,NA,"NY01032132","NY01032132_01","Magnoliophyta",NA,"Asparagales","29242","Serra da Cantareira",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1190586' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","4103320","PreservedSpecimen","Plantae","Orchidaceae","Malaxis","parthonii","Malaxis parthonii","C.Morren",NA,NA,NA,NA,"H. H. Smith","1898",NA,NA,"Colombia","Magdalena","Santa Marta",NA,NA,NA,NA,"1676",NA,"NY04103320","NY04103320_01","Magnoliophyta",NA,"Asparagales","2842","Sierra del Libano",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4423361' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","04103317","PreservedSpecimen","Plantae","Orchidaceae","Malaxis","parthonii","Malaxis parthonii","C.Morren",NA,NA,NA,NA,"W. H. Camp","1944","11","17","Ecuador",NA,NA,"-78","-2.67",NA,NA,NA,NA,"NY04103317","NY04103317_01","Magnoliophyta",NA,"Asparagales","E1320","Santiago-Zamora: Cordillera Cutucú. Ridge just north and west of rio Itzintza",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4423358' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","4103321","PreservedSpecimen","Plantae","Orchidaceae","Malaxis","parthonii","Malaxis parthonii","C.Morren",NA,NA,NA,NA,"H. H. Smith","1898",NA,NA,"Colombia","Magdalena","Santa Marta",NA,NA,NA,NA,"762",NA,"NY04103321","NY04103321_01","Magnoliophyta",NA,"Asparagales","2495","near Jira Oasaca",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4423362' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","4103319","PreservedSpecimen","Plantae","Orchidaceae","Malaxis","parthonii","Malaxis parthonii","C.Morren",NA,NA,NA,NA,"H. H. Smith","1898",NA,NA,"Colombia","Magdalena","Santa Marta",NA,NA,NA,NA,"1067",NA,"NY04103319","NY04103319_01","Magnoliophyta",NA,"Asparagales","2501","Lao Partido",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4423360' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","1032134","PreservedSpecimen","Plantae","Orchidaceae","Malaxis","parthonii","Malaxis parthonii","C.Morren","O. Ames",NA,NA,NA,"R. Reiss","1934","05","28","Brazil","Paraná",NA,"-50.488585","-24.686032",NA,NA,NA,NA,"NY01032134","NY01032134_01","Magnoliophyta",NA,"Asparagales","48","Tibagy",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1190590' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","1032133","PreservedSpecimen","Plantae","Orchidaceae","Malaxis","parthonii","Malaxis parthonii","C.Morren","E. A. Christenson",NA,NA,NA,"P. K. H. Dusén","1909","02","03","Brazil","Paraná",NA,NA,NA,NA,NA,NA,NA,"NY01032133","NY01032133_01","Magnoliophyta",NA,"Asparagales","7668","Capão Grande",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1190588' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","4103318","PreservedSpecimen","Plantae","Orchidaceae","Malaxis","parthonii","Malaxis parthonii","C.Morren",NA,NA,NA,NA,"H. H. Smith","1898",NA,NA,"Colombia","Magdalena","Santa Marta",NA,NA,NA,NA,"1524",NA,"NY04103318","NY04103318_01","Magnoliophyta",NA,"Asparagales","2501","Sierra de Onaca",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4423359' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","9092","PreservedSpecimen","Plantae","Orchidaceae","Microstylis","ovatilabia","Microstylis ovatilabia","Schltr.",NA,NA,NA,NA,"P. K. H. Dusén","1910","04","19","Brazil","Paraná","Jaguariaíva","-49.713647","-24.340602",NA,NA,NA,NA,"NY00009092","NY00009092_01","Magnoliophyta",NA,"Asparagales","9780","Jaguariahyva",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=571339' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet","type",NA,NA,NA
"22","2021-03-31 13:41:08-03","MN","R","86498","PreservedSpecimen","Plantae","Orchidaceae","Malaxis","parthoni","Malaxis parthoni","C.Morren","Pabst, G.F.J.","1962","04","25","Vidal, J.","1948","11",NA,"Brasil","Minas Gerais","Passa Quatro","-44.9667015075684","-22.3903007507324",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2133",NA,"17293",NA,"auto",NA,NA,NA,NA,NA,NA
"23","2021-03-31 13:41:08-03","MN","R","35630","PreservedSpecimen","Plantae","Orchidaceae","Malaxis","parthoni","Malaxis parthoni","C.Morren",NA,NA,NA,NA,"Schreiner, C.",NA,NA,NA,"Brasil","Rio de Janeiro","Cantagalo","-42.3680992126465","-21.9811000823975",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"33898",NA,"auto",NA,NA,NA,NA,NA,NA
"24","2021-03-31 13:41:08-03","MN","R","86498","PreservedSpecimen","Plantae","Orchidaceae","Malaxis","parthoni","Malaxis parthoni","C.Morren","Pabst, G.F.J.","1962","04","25","Vidal, J.","1948","11",NA,"Brasil","Minas Gerais","Passa Quatro","-44.9667015075684","-22.3903007507324",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2133",NA,"17293",NA,"auto",NA,NA,NA,NA,NA,NA
"25","2021-03-31 13:41:08-03","MN","R","35630","PreservedSpecimen","Plantae","Orchidaceae","Malaxis","parthoni","Malaxis parthoni","C.Morren",NA,NA,NA,NA,"Schreiner, C.",NA,NA,NA,"Brasil","Rio de Janeiro","Cantagalo","-42.3680992126465","-21.9811000823975",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"33898",NA,"auto",NA,NA,NA,NA,NA,NA
"26","2019-11-14 13:52:04-03","IAP","PACA-AGP","103284","PreservedSpecimen","Plantae","Orchidaceae","Malaxis","parthonii","Malaxis parthonii","C. Morren","F.B. Colla","2013","07","04","J. Brustulin","2007","01","07","Brasil","RS","São Francisco de Paula","-50.594722","-29.450833","50°35'41W","29°27'03S",NA,NA,"PACA103284",NA,"Magnoliophyta","Liliatae","Orchidales","50","Parque Municipal da Ronda.",NA,"Hábito: terrícola",NA,NA,NA,NA,NA,NA,NA
"27","2019-08-27 13:26:35-03","IAP","PACA-AGP","41848","PreservedSpecimen","Plantae","Orchidaceae","Malaxis","parthonii","Malaxis parthonii","C. Morren","F.B. Colla","2013","07","04","Rambo, B.","1949","04","18","Brasil","RS","Porto Alegre","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,"PACA041848",NA,"Magnoliophyta","Liliatae","Orchidales",NA,"Esteio","29946","Habitat: In silva campestri Fenofase: flor nondum evoluto","auto",NA,NA,NA,NA,NA,NA
"28","2019-08-27 13:26:35-03","IAP","PACA-AGP","560","PreservedSpecimen","Plantae","Orchidaceae","Malaxis","parthonii","Malaxis parthonii","C. Morren","F.B. Colla","2013","07","04","Rambo, B.","1932","05","05","Brasil","RS","Porto Alegre","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,"PACA000560",NA,"Magnoliophyta","Liliatae","Orchidales",NA,"Vila Manresa","29946","Habitat: In silva campestri Fenofase: flor","auto",NA,NA,NA,NA,NA,NA
"29","2019-08-27 13:26:35-03","IAP","PACA-AGP","49456","PreservedSpecimen","Plantae","Orchidaceae","Malaxis","parthonii","Malaxis parthonii","C. Morren","F.B. Colla","2013","07","04","Rambo, B.","1950","12","18","Brasil","RS","São Francisco de Paula","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,"PACA049456",NA,"Magnoliophyta","Liliatae","Orchidales",NA,"Taimbezinho","76715","Habitat: In araucarieto Fenofase: flor","auto",NA,NA,NA,NA,NA,NA
"30","2019-08-27 13:26:35-03","IAP","PACA-AGP","71147","PreservedSpecimen","Plantae","Orchidaceae","Malaxis","parthonii","Malaxis parthonii","C. Morren","F.B. Colla","2013","07","04","V. F. Nunes et al.","1991","07","20","Brasil","RS","Sapiranga","-51.0069007873535","-29.6380996704102",NA,NA,NA,NA,"PACA071147",NA,"Magnoliophyta","Liliatae","Orchidales","1288","Recanto da Cascata, Picada Verão","11711","Planta de folhas caducas, flores esverdeadas. Habitat: Terrícola de interior de mato, higrófita.","auto",NA,NA,NA,NA,NA,NA
"31","2019-08-27 13:26:35-03","IAP","PACA-AGP","93583","PreservedSpecimen","Plantae","Orchidaceae","Malaxis","parthonii","Malaxis parthonii","C. Morren","V. F. Nunes",NA,NA,NA,"K. Potter","1986","12","10","Brasil","RS","Viamão","-51.0233001708984","-30.0811004638672",NA,NA,NA,NA,"PACA093583",NA,"Magnoliophyta","Liliatae","Orchidales",NA,"Morro do Coco","41667","HEDU 800&nf;Com flores freqüentes Habitat: Dentro da mata Hábito: erva terrícola","auto",NA,NA,NA,NA,NA,NA
"32","2019-08-27 13:26:35-03","IAP","PACA-AGP","34460","PreservedSpecimen","Plantae","Orchidaceae","Malaxis","parthonii","Malaxis parthonii","C. Morren","F.B. Colla","2013","07","04","Rambo, B.","1946",NA,NA,"Brasil","RS","Porto Alegre","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,"PACA034460",NA,"Magnoliophyta","Liliatae","Orchidales",NA,"Vila Manresa","29946","Habitat: In silva campestri Fenofase: fruto submaturo","auto",NA,NA,NA,NA,NA,NA
"33","2019-08-27 13:26:35-03","IAP","PACA-AGP","71201","PreservedSpecimen","Plantae","Orchidaceae","Malaxis","parthonii","Malaxis parthonii","C. Morren",NA,"2013","07","04","S. Diesel","1988","05","30","Brasil","RS","Rolante","-50.5758018493652","-29.6506004333496",NA,NA,NA,NA,"PACA071201",NA,"Magnoliophyta","Liliatae","Orchidales",NA,"Cascata do Chuvisqueiro","18269","Levantamento fitossociológico do Rio dos Sinos Habitat: Mata nativa","auto",NA,NA,NA,NA,NA,NA
"34","2019-08-27 13:26:35-03","IAP","PACA-AGP","71202","PreservedSpecimen","Plantae","Orchidaceae","Malaxis","parthonii","Malaxis parthonii","C. Morren","F.B. Colla","2013","07","04","S. Diesel","1988","05","30","Brasil","RS","Rolante","-50.5758018493652","-29.6506004333496",NA,NA,NA,NA,"PACA071202",NA,"Magnoliophyta","Liliatae","Orchidales",NA,"Cascata do Chuvisqueiro","18269","Levantamento fitossociológico do Rio dos Sinos Habitat: Mata nativa","auto",NA,NA,NA,NA,NA,NA
"35","2019-08-27 13:26:35-03","IAP","PACA-AGP","4345","PreservedSpecimen","Plantae","Orchidaceae","Malaxis","parthonii","Malaxis parthonii","C. Morren","F.B. Colla","2013","07","04","Rambo, B.","1941","02","07","Brasil","RS","São Francisco de Paula","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,"PACA004345",NA,"Magnoliophyta","Liliatae","Orchidales",NA,"Taimbezinho","76715","Habitat: In araucarieto terrestris Fenofase: fruto submaturo","auto",NA,NA,NA,NA,NA,NA
"36","2019-08-27 13:26:35-03","IAP","PACA-AGP","93582","PreservedSpecimen","Plantae","Orchidaceae","Malaxis","parthonii","Malaxis parthonii","C. Morren","V. F. Nunes",NA,NA,NA,"M. Haussen","1989","06","11","Brasil","RS","Viamão","-51.0233001708984","-30.0811004638672",NA,NA,NA,NA,"PACA093582",NA,"Magnoliophyta","Liliatae","Orchidales",NA,"Parque Estadual de Itapuã","41667","HEDU 502&nf;Umbrófita, freqüente, flores esverdeadas Habitat: Terrícola entre folhas secas","auto",NA,NA,NA,NA,NA,NA
"37","2019-11-14 13:52:04-03","IAP","PACA-AGP","103284","PreservedSpecimen","Plantae","Orchidaceae","Malaxis","parthonii","Malaxis parthonii","C. Morren","F.B. Colla","2013","07","04","J. Brustulin","2007","01","07","Brasil","RS","São Francisco de Paula","-50.594722","-29.450833","50°35'41W","29°27'03S",NA,NA,"PACA103284",NA,"Magnoliophyta","Liliatae","Orchidales","50","Parque Municipal da Ronda.",NA,"Hábito: terrícola",NA,NA,NA,NA,NA,NA,NA
"38","2019-08-27 13:26:35-03","IAP","PACA-AGP","41848","PreservedSpecimen","Plantae","Orchidaceae","Malaxis","parthonii","Malaxis parthonii","C. Morren","F.B. Colla","2013","07","04","Rambo, B.","1949","04","18","Brasil","RS","Porto Alegre","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,"PACA041848",NA,"Magnoliophyta","Liliatae","Orchidales",NA,"Esteio","29946","Habitat: In silva campestri Fenofase: flor nondum evoluto","auto",NA,NA,NA,NA,NA,NA
"39","2019-08-27 13:26:35-03","IAP","PACA-AGP","560","PreservedSpecimen","Plantae","Orchidaceae","Malaxis","parthonii","Malaxis parthonii","C. Morren","F.B. Colla","2013","07","04","Rambo, B.","1932","05","05","Brasil","RS","Porto Alegre","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,"PACA000560",NA,"Magnoliophyta","Liliatae","Orchidales",NA,"Vila Manresa","29946","Habitat: In silva campestri Fenofase: flor","auto",NA,NA,NA,NA,NA,NA
"40","2019-08-27 13:26:35-03","IAP","PACA-AGP","49456","PreservedSpecimen","Plantae","Orchidaceae","Malaxis","parthonii","Malaxis parthonii","C. Morren","F.B. Colla","2013","07","04","Rambo, B.","1950","12","18","Brasil","RS","São Francisco de Paula","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,"PACA049456",NA,"Magnoliophyta","Liliatae","Orchidales",NA,"Taimbezinho","76715","Habitat: In araucarieto Fenofase: flor","auto",NA,NA,NA,NA,NA,NA
"41","2019-08-27 13:26:35-03","IAP","PACA-AGP","71147","PreservedSpecimen","Plantae","Orchidaceae","Malaxis","parthonii","Malaxis parthonii","C. Morren","F.B. Colla","2013","07","04","V. F. Nunes et al.","1991","07","20","Brasil","RS","Sapiranga","-51.0069007873535","-29.6380996704102",NA,NA,NA,NA,"PACA071147",NA,"Magnoliophyta","Liliatae","Orchidales","1288","Recanto da Cascata, Picada Verão","11711","Planta de folhas caducas, flores esverdeadas. Habitat: Terrícola de interior de mato, higrófita.","auto",NA,NA,NA,NA,NA,NA
"42","2019-08-27 13:26:35-03","IAP","PACA-AGP","93583","PreservedSpecimen","Plantae","Orchidaceae","Malaxis","parthonii","Malaxis parthonii","C. Morren","V. F. Nunes",NA,NA,NA,"K. Potter","1986","12","10","Brasil","RS","Viamão","-51.0233001708984","-30.0811004638672",NA,NA,NA,NA,"PACA093583",NA,"Magnoliophyta","Liliatae","Orchidales",NA,"Morro do Coco","41667","HEDU 800&nf;Com flores freqüentes Habitat: Dentro da mata Hábito: erva terrícola","auto",NA,NA,NA,NA,NA,NA
"43","2019-08-27 13:26:35-03","IAP","PACA-AGP","34460","PreservedSpecimen","Plantae","Orchidaceae","Malaxis","parthonii","Malaxis parthonii","C. Morren","F.B. Colla","2013","07","04","Rambo, B.","1946",NA,NA,"Brasil","RS","Porto Alegre","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,"PACA034460",NA,"Magnoliophyta","Liliatae","Orchidales",NA,"Vila Manresa","29946","Habitat: In silva campestri Fenofase: fruto submaturo","auto",NA,NA,NA,NA,NA,NA
"44","2019-08-27 13:26:35-03","IAP","PACA-AGP","71201","PreservedSpecimen","Plantae","Orchidaceae","Malaxis","parthonii","Malaxis parthonii","C. Morren",NA,"2013","07","04","S. Diesel","1988","05","30","Brasil","RS","Rolante","-50.5758018493652","-29.6506004333496",NA,NA,NA,NA,"PACA071201",NA,"Magnoliophyta","Liliatae","Orchidales",NA,"Cascata do Chuvisqueiro","18269","Levantamento fitossociológico do Rio dos Sinos Habitat: Mata nativa","auto",NA,NA,NA,NA,NA,NA
"45","2019-08-27 13:26:35-03","IAP","PACA-AGP","71202","PreservedSpecimen","Plantae","Orchidaceae","Malaxis","parthonii","Malaxis parthonii","C. Morren","F.B. Colla","2013","07","04","S. Diesel","1988","05","30","Brasil","RS","Rolante","-50.5758018493652","-29.6506004333496",NA,NA,NA,NA,"PACA071202",NA,"Magnoliophyta","Liliatae","Orchidales",NA,"Cascata do Chuvisqueiro","18269","Levantamento fitossociológico do Rio dos Sinos Habitat: Mata nativa","auto",NA,NA,NA,NA,NA,NA
"46","2019-08-27 13:26:35-03","IAP","PACA-AGP","4345","PreservedSpecimen","Plantae","Orchidaceae","Malaxis","parthonii","Malaxis parthonii","C. Morren","F.B. Colla","2013","07","04","Rambo, B.","1941","02","07","Brasil","RS","São Francisco de Paula","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,"PACA004345",NA,"Magnoliophyta","Liliatae","Orchidales",NA,"Taimbezinho","76715","Habitat: In araucarieto terrestris Fenofase: fruto submaturo","auto",NA,NA,NA,NA,NA,NA
"47","2019-08-27 13:26:35-03","IAP","PACA-AGP","93582","PreservedSpecimen","Plantae","Orchidaceae","Malaxis","parthonii","Malaxis parthonii","C. Morren","V. F. Nunes",NA,NA,NA,"M. Haussen","1989","06","11","Brasil","RS","Viamão","-51.0233001708984","-30.0811004638672",NA,NA,NA,NA,"PACA093582",NA,"Magnoliophyta","Liliatae","Orchidales",NA,"Parque Estadual de Itapuã","41667","HEDU 502&nf;Umbrófita, freqüente, flores esverdeadas Habitat: Terrícola entre folhas secas","auto",NA,NA,NA,NA,NA,NA
"48","2019-08-27 13:26:38-03","IAP","PACA-AGP","43035","PreservedSpecimen","Plantae","Orchidaceae","Microstylis","ovatilabia","Microstylis ovatilabia","Schlechter","Emrich-Rambo, conf. Pabst","1954","09","03","Rambo, B.","1949","08","17","Brasil","RS","Novo Hamburgo","-51.1305999755859","-29.6783008575439",NA,NA,NA,NA,"PACA043035",NA,"Magnoliophyta","Liliatae","Orchidales",NA,"Schwabenschneis","20722","SEM MATERIAL Habitat: In silva primaeva Fenofase: flor","auto",NA,NA,NA,NA,NA,NA
"49","2019-08-27 13:26:38-03","IAP","PACA-AGP","36587","PreservedSpecimen","Plantae","Orchidaceae","Microstylis","ovatilabia","Microstylis ovatilabia","Schlechter","Emrich-Rambo, conf. Pabst","1954","09","03","Rambo, B.","1948","02",NA,"Brasil","RS","São Francisco de Paula","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,"PACA036587",NA,"Magnoliophyta","Liliatae","Orchidales",NA,"Cambará","76715","SEM MATERIAL Habitat: In araucarieto Fenofase: fruto submaturo","auto",NA,NA,NA,NA,NA,NA
"50","2019-11-21 14:40:53-03","UFJF","CESJ","48500","PreservedSpecimen","Plantae","Orchidaceae","Malaxis","parthonii","Malaxis parthonii","C.Morren","N.L. Abreu","2007","03","15","L. Menini Neto; C.N. Matozinhos; N.L. Abreu; T.Trindade; E.A. Feliciano; P.L. Viana","2007","01","27","Brasil","Minas Gerais","Rio Preto","-43.8278007507324","-22.0891990661621",NA,NA,NA,NA,"CESJ048500",NA,"Angiosperma",NA,NA,"273","Serra Negra, Mata do Ninho da Égua.","20815","Erva terrestre, no interior da mata. Pseudobulbo verde, folhas nítidas, levemente discolores, face abaxial verde-glauca, flores verde-acastanhadas.","auto","América do Sul",NA,NA,NA,NA,NA
