"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","coordinatePrecision","geoFlag","class","dayIdentified","verbatimLongitude","verbatimLatitude","fieldNumber","typeStatus","individualCount"
"15","2019-02-21 19:29:05-03","UNEMAT","HERBAM","0620","S","Plantae",NA,NA,"Cucurbitaceae","Ceratosanthes","hilariana","Ceratosanthes hilariana","Cong.","Zappi, DC","P.F.C.; Sasaki, D.; Pedroga, J.A.; Rodrigues, L. & Piva, J.H.","518","2006","09","30",NA,"Brasil","Mato Grosso","Novo Mundo","Parque Estadual Cristalino, Afloramento rochoso. Grande população de orquídeas e velózias. Muitas arvoretas e árvores caducifólias.","-55.916111","-9.578056",NA,NA,"HERBAM000620",NA,"271","271","2008",NA,NA,NA,NA,NA,"-55.916111","-9.578056",NA,NA,NA
"16","2019-02-23 17:02:14-03","UNEMAT","HERBAM","14968","S","Plantae",NA,NA,"Cucurbitaceae","Ceratosanthes","hilariana","Ceratosanthes hilariana","Cong.","D.R. da Silva","Da Silva, D.R.; Silva, D.F.; Gallo, S.C. & Ribeiro, R.S.","135","2016","09","26",NA,"Brasil","Mato Grosso","Novo Mundo","RPPN Cristalino, Serra 1, ALF-3, subplot 7, Floresta Estacional Decidual Submontana sobre afloramento rochoso.","-55.91675","-9.586639",NA,NA,"HERBAM014968",NA,"337","337","2017","03",NA,NA,NA,"02","-55.91675","-9.586639",NA,NA,NA
"17","2019-08-16 08:39:03-03","UTFPR","HCF","445","S","Plantae",NA,NA,"Cucurbitaceae","Ceratosanthes","hilariana","Ceratosanthes hilariana","Cogn.","G. Hatschbach","M.G. Caxambu","148","2003","11","10",NA,"Brasil","PR","Campo Mourão","Cerrado","-52.3830986022949","-24.0456008911133",NA,"planta trepadeira, com gavinhas e flores amarelas.",NA,NA,NA,NA,"2004","05","28572","auto",NA,"05",NA,NA,NA,NA,NA
"18","2019-08-16 08:39:03-03","UTFPR","HCF","4476","S","Plantae",NA,NA,"Cucurbitaceae","Ceratosanthes","hilariana","Ceratosanthes hilariana","Cogn.","M.G. Caxambu","M.G. Caxambu","1211","2006","10","20",NA,"Brasil","PR","Campo Mourão","Cerrado Valtra","-52.3830986022949","-24.0456008911133",NA,"herbácea, trepadeira com gavinhas, heliófita, com flores brancas.",NA,NA,NA,NA,"2007","04","28572","auto",NA,"19",NA,NA,NA,NA,NA
"19","2019-08-16 08:39:03-03","UTFPR","HCF","1451","S","Plantae",NA,NA,"Cucurbitaceae","Ceratosanthes","hilariana","Ceratosanthes hilariana","Cogn.","J. Cordeiro & E. Barboza","E.A. Maieski","61","2004","10","02",NA,"Brasil","PR","Campo Mourão","Estação Ecológica do Cerrado","-52.3830986022949","-24.0456008911133",NA,"liana. Suas flores são branco-amareladas. Não apresenta folhas.",NA,NA,NA,NA,"2005","05","28572","auto",NA,NA,NA,NA,NA,NA,NA
"20","2021-03-21 19:33:57-03","UFC","EAC","9928","PreservedSpecimen","Plantae","Dicotyledon",NA,"Cucurbitaceae","Ceratosanthes","hilariana","Ceratosanthes hilariana","Cogn.","Gomes-Klein, V.L.","Fernandes, A.; Nunes, E.","EAC9928","1981","03","09","Southern America","Brasil","Ceará","Meruoca","Sítio Santo Antônio, Serra da Meruoca.","-40.4550018310547","-3.54167008399963",NA,"Trepadeira, flor amarela.; Capoeira de mata.","EAC0009928","EAC0009928",NA,NA,"1990","01","14054","auto",NA,"22",NA,NA,NA,NA,NA
"21","2020-12-21 16:21:38-03","MBM","MBM","31179","PreservedSpecimen","Plantae",NA,NA,"Cucurbitaceae","Ceratosanthes","hilariana","Ceratosanthes hilariana","Cogn.","Jeffrey, C.","Hatschbach, G.","32912","1974","10","20","Southern America","Brazil","Paraná","Campo Mourão","Aeroporto","-52.3830986022949","-24.0456008911133",NA,NA,"MBM031179","MBM031179",NA,NA,NA,NA,"28572","auto",NA,NA,NA,NA,NA,NA,NA
"22","2020-12-21 16:21:38-03","MBM","MBM","17289","PreservedSpecimen","Plantae",NA,NA,"Cucurbitaceae","Ceratosanthes","hilariana","Ceratosanthes hilariana","Cogn.","Jeffrey, C.","Hatschbach, G.; Guimarães, O.; Guimarães, O.","21930","1969","07","17","Southern America","Brazil","Mato Grosso do Sul","Aquidauana","Fazenda Santa Cruz","-55.7872009277344","-20.4710998535156",NA,NA,"MBM017289","MBM017289",NA,NA,NA,NA,"212961","auto",NA,NA,NA,NA,NA,NA,NA
"23","2020-12-21 16:21:38-03","MBM","MBM","65406","PreservedSpecimen","Plantae",NA,NA,"Cucurbitaceae","Ceratosanthes","hilariana","Ceratosanthes hilariana","Cogn.","Jeffrey, C.","Irwin, H.S.; et al.; et al.","6540","1964","10","01","Southern America","Brazil","Mato Grosso","Garapu","1km NE of Garapu",NA,NA,NA,NA,"MBM065406","MBM065406",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2020-12-21 16:21:38-03","MBM","MBM","207229","PreservedSpecimen","Plantae",NA,NA,"Cucurbitaceae","Ceratosanthes","hilariana","Ceratosanthes hilariana","Cogn.","Zappi, D.","Hatschbach, G.; Silva, J.M.; Deodato, F.; Silva, J.M.; Deodato, F.","65308","1996","09","18","Southern America","Brazil","Paraná","Guarapuava","Colônia São Judas Tadeu","-51.4580993652344","-25.395299911499",NA,NA,"MBM207229","MBM207229",NA,NA,NA,NA,"53832","auto",NA,NA,NA,NA,NA,NA,NA
"25","2020-12-21 16:21:38-03","MBM","MBM","144503","PreservedSpecimen","Plantae",NA,NA,"Cucurbitaceae","Ceratosanthes","hilariana","Ceratosanthes hilariana","Cogn.","Sappi, D.","Silva, J.M.; Hatschbach, G.; Hatschbach, G.","1031","1991","05","30","Southern America","Brazil","Paraná","Guarapuava","Colônia São Judas Tadeu","-51.4580993652344","-25.395299911499",NA,NA,"MBM144503","MBM144503",NA,NA,NA,NA,"53832","auto",NA,NA,NA,NA,NA,NA,NA
"26","2020-12-21 16:21:38-03","MBM","MBM","159563","PreservedSpecimen","Plantae",NA,NA,"Cucurbitaceae","Ceratosanthes","hilariana","Ceratosanthes hilariana","Cogn.","Zappi, D.","Hatschbach, G.; Hatschbach, M.; Silva, J.M.; Hatschbach, M.; Silva, J.M.","56032","1991","01","10","Southern America","Brazil","Tocantins","Arraias","Arraias, 25-30km O na rodovia para Paranã","-46.9383010864258","-12.9314002990723",NA,NA,"MBM159563","MBM159563",NA,NA,NA,NA,"66446","auto",NA,NA,NA,NA,NA,NA,NA
"27","2015-09-05 10:35:10-03","MNHN","RECOLNAT_MNHN_P","P05622528","PreservedSpecimen",NA,NA,NA,"Cucurbitaceae","Ceratosanthes","hilariana","Ceratosanthes hilariana","Cogn.",NA,"Harley, R.M.|Ferreira, A.|Castro, R.",NA,"1968","10","21",NA,"Brasil",NA,NA,"Mato Grosso. Expedition Base Camp. 2km W of Base Camp.","-51.76667","-12.81667","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05622528' target='other'> <mi>dwc_moreinfo</mi></a>","P05622528","P05622528_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10739",NA,NA
"28","2015-11-06 23:58:17-02","MNHN","RECOLNAT_MNHN_P","P02273851","PreservedSpecimen",NA,NA,NA,"Cucurbitaceae","Ceratosanthes","hilariana","Ceratosanthes hilariana","Cogn.","Martinez Crovetto","Saint-Hilaire, A. de",NA,"1816",NA,NA,NA,"Brésil",NA,NA,"Province de Minas Geraes. Campos près Pso alto.",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02273851' target='other'> <mi>dwc_moreinfo</mi></a>","P02273851","P02273851_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C1 981 bis","lectotype",NA
"29","2015-09-05 10:35:10-03","MNHN","RECOLNAT_MNHN_P","P05622522","PreservedSpecimen",NA,NA,NA,"Cucurbitaceae","Ceratosanthes","hilariana","Ceratosanthes hilariana","Cogn.",NA,"Saint-Hilaire, A. de",NA,"1816",NA,NA,NA,"Brésil",NA,NA,"Province de Goyaz. Campos, près Meiaponte.",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05622522' target='other'> <mi>dwc_moreinfo</mi></a>","P05622522","P05622522_01 P05622522_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C1 726","lectoparatype",NA
"30","2015-11-06 22:15:09-02","MNHN","RECOLNAT_MNHN_P","P05622523","PreservedSpecimen",NA,NA,NA,"Cucurbitaceae","Ceratosanthes","hilariana","Ceratosanthes hilariana","Cogn.",NA,"Saint-Hilaire, A. de",NA,"1816",NA,NA,NA,"Brésil",NA,NA,"Province de Minas Geraes",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05622523' target='other'> <mi>dwc_moreinfo</mi></a>","P05622523","P05622523_01 P05622523_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B1 1959","lectoparatype",NA
"31","2015-09-05 10:35:10-03","MNHN","RECOLNAT_MNHN_P","P05622524","PreservedSpecimen",NA,NA,NA,"Cucurbitaceae","Ceratosanthes","hilariana","Ceratosanthes hilariana","Cogn.",NA,"Saint-Hilaire, A. de",NA,"1816",NA,NA,NA,"Brésil",NA,NA,"Province de Goyaz",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05622524' target='other'> <mi>dwc_moreinfo</mi></a>","P05622524","P05622524_01 P05622524_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C1 777 bis","lectoparatype",NA
"32","2015-09-05 10:35:10-03","MNHN","RECOLNAT_MNHN_P","P05622525","PreservedSpecimen",NA,NA,NA,"Cucurbitaceae","Ceratosanthes","hilariana","Ceratosanthes hilariana","Cogn.",NA,"Saint-Hilaire, A. de",NA,"1816",NA,NA,NA,"Brésil",NA,NA,"Province de Goyaz",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05622525' target='other'> <mi>dwc_moreinfo</mi></a>","P05622525","P05622525_01 P05622525_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C1 777 bis","lectoparatype",NA
"33","2020-12-11 11:34:51-03","UFMG","BHCB","76387","PreservedSpecimen","Plantae","Dicotyledon",NA,"Cucurbitaceae","Ceratosanthes","hilariana","Ceratosanthes hilariana","Cogn.",NA,"Hatschbach, G","65308","1996","09","18","Southern America","Brasil","Paraná","Guarapuava",NA,"-51.4580993652344","-25.395299911499",NA,NA,NA,NA,NA,NA,NA,NA,"53832","auto",NA,NA,NA,NA,NA,NA,NA
"34","2015-08-10 05:49:00-03","MO","MOBOT","100773018","PreservedSpecimen","Plantae",NA,NA,"Cucurbitaceae","Ceratosanthes","hilariana","Ceratosanthes hilariana","Cogn.","A. Gentry","Amaro Macedo","Macedo 2013","1949","10","16","South America","Brazil","Minas Gerais","Ituiutaba","S. Terezinha.","-49.4650001525879","-18.968900680542",NA,NA,NA,NA,NA,NA,NA,NA,"50022","auto",NA,NA,NA,NA,NA,NA,"1"
"35","2015-01-26 14:13:00-02","MO","MOBOT","100773029","PreservedSpecimen","Plantae",NA,NA,"Cucurbitaceae","Ceratosanthes","hilariana","Ceratosanthes hilariana","Cogn.","C. Jeffrey","Howard S. Irwin|Thomas R. Soderstrom","Irwin 6879","1964","10","15","South America","Brazil","Mato Grosso",NA,"Ca. 50 km N of Barra do Garças on road to Xavantina.","-52.25","-15.8833333",NA,NA,NA,NA,"300.00000000","400.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"36","2008-05-27 22:02:00-03","MO","MOBOT","1418700","PreservedSpecimen","Plantae",NA,NA,"Cucurbitaceae","Ceratosanthes","hilariana","Ceratosanthes hilariana","Cogn.","M.Nee (NY)","Elsa M. Zardini|Pedro Báez","Zardini 52315","1999","11","10","South America","Paraguay","Amambay",NA,"National Park Cerro Corá. Cerrado scrub on white sand and on red sandy soil.","-56.32166","-22.66416",NA,NA,NA,NA,"350.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1186",NA,"4"
"37","2008-05-27 22:02:00-03","MO","MOBOT","1709545","PreservedSpecimen","Plantae",NA,NA,"Cucurbitaceae","Ceratosanthes","hilariana","Ceratosanthes hilariana","Cogn.","M.Nee (NY)","Elsa M. Zardini|M. Vera","Zardini 57401","2001","11","4","South America","Paraguay","Concepción",NA,"Vallemi: Cerro Pucú. Forest on marbres and limestones.","-57.95333","-22.14138",NA,NA,NA,NA,"300.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1242",NA,"4"
"38","2011-04-03 21:11:00-03","MO","MOBOT","2340793","PreservedSpecimen","Plantae",NA,NA,"Cucurbitaceae","Ceratosanthes","hilariana","Ceratosanthes hilariana","Cogn.","Krapovickas, A., //","A. Di Giácomo","Di Giácomo 449","1999","10","15","South America","Argentina","Formosa","Laishí","Reserva Ecológica El Bagual. San Francisco de Laishi","-58.633333","-26.233333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2011-04-03 21:11:00-03","MO","MOBOT","2396036","PreservedSpecimen","Plantae",NA,NA,"Cucurbitaceae","Ceratosanthes","hilariana","Ceratosanthes hilariana","Cogn.","Krapovickas, A., //","A. Di Giácomo","Di Giácomo 449","1999","10","15","South America","Argentina","Formosa","Laishí","Reserva Ecológica El Bagual. San Francisco de Laishi","-58.633333","-26.233333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2018-08-26 04:35:00-03","MO","MOBOT","2404679","PreservedSpecimen","Plantae",NA,NA,"Cucurbitaceae","Ceratosanthes","hilariana","Ceratosanthes hilariana","Cogn.","Pozner, R.","F. Biganzoli|Paola Peralta|S. A. Catalano|A.M. Girscht|G. Irrazabal|G. Massaccesi|Y. Sasal","Biganzoli 528","1999","9","20","South America","Argentina","Misiones","Cainguás","Predio UNLP; valle del arroyo Cuña Pirú, campo.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2011-02-14 14:50:00-02","MO","MOBOT","2488867","PreservedSpecimen","Plantae",NA,NA,"Cucurbitaceae","Ceratosanthes","hilariana","Ceratosanthes hilariana","Cogn.",NA,"Maria M. Arbo|Joel S. Shore|Aurelio Schinini","Arbo 8911","2001","8","31","South America","Paraguay","Amambay",NA,"Alrededores de Pedro Juan Caballero",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"42","2015-01-26 14:08:00-02","MO","MOBOT","100773022","PreservedSpecimen","Plantae",NA,NA,"Cucurbitaceae","Ceratosanthes","hilariana","Ceratosanthes hilariana","Cogn.","C. Jeffrey","Howard S. Irwin|Thomas R. Soderstrom","Irwin 6540","1964","10","1","South America","Brazil","Mato Grosso",NA,"Ca. 1 km NE of Garapú.","-52.5666667","-13.2",NA,NA,NA,NA,"300.00000000","400.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"43","2015-08-10 05:49:00-03","MO","MOBOT","100773015","PreservedSpecimen","Plantae",NA,NA,"Cucurbitaceae","Ceratosanthes","hilariana","Ceratosanthes hilariana","Cogn.","A. Gentry","Amaro Macedo","Macedo 1948","1949","10","16","South America","Brazil","Minas Gerais","Ituiutaba",NA,"-49.4650001525879","-18.968900680542",NA,NA,NA,NA,NA,NA,NA,NA,"50022","auto",NA,NA,NA,NA,NA,NA,"1"
"44","2015-01-26 14:01:00-02","MO","MOBOT","100773009","PreservedSpecimen","Plantae",NA,NA,"Cucurbitaceae","Ceratosanthes","hilariana","Ceratosanthes hilariana","Cogn.","C. Jeffrey","Gert G. Hatschbach","Hatschbach 32912","1974","10","20","South America","Brazil","Paraná","Campo Mourão","Aeroporto.","-52.3830986022949","-24.0456008911133",NA,NA,NA,NA,NA,NA,NA,NA,"28572","auto",NA,NA,NA,NA,NA,NA,"1"
"45","2020-06-22 14:19:14-03","UNESP-IBILCE","SJRP","17826","PreservedSpecimen","Plantae","Tracheophyta","Violales","Cucurbitaceae","Ceratosanthes","hilariana","Ceratosanthes hilariana","Cogn.","D. Zappi","J.M. Silva",NA,NA,NA,NA,"América do Sul","Brasil","Paraná","Guarapuava","Colônia São Judas Tadeu","-51.4580993652344","-25.395299911499",NA,"Escandente. Na vegetação arbustiva à beira de lajeados rochosos.;",NA,NA,NA,NA,NA,NA,"53832","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA
"46","2020-08-31 09:14:15-03","INPA","INPA","88009","S","Plantae","Dicotyledon Rosids","Cucurbitales","Cucurbitaceae","Ceratosanthes","hilariana","Ceratosanthes hilariana","Cogn.",NA,"Hatschbach, GG","32912","1974","10","20","Southern America","Brasil","Paraná","Campo Mourão","Aeroporto","-52.3830986022949","-24.0456008911133",NA,NA,"INPA0088009","INPA0088009 INPA0088009_e INPA0088009_e1",NA,NA,NA,NA,"28572","auto",NA,NA,NA,NA,NA,NA,NA
"47","2020-09-12 05:00:02-03","US","US","2198150","PreservedSpecimen","Plantae",NA,"Violales","Cucurbitaceae","Ceratosanthes","hilariana","Ceratosanthes hilariana","Cogn.",NA,"T. Rojas","14615","1951","10","30","South America","Paraguay","Itapua",NA,"Santísima Trinidad",NA,NA,NA,NA,"US02719657",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1"
"48","2020-09-12 05:00:02-03","US","US","2918827","PreservedSpecimen","Plantae",NA,"Violales","Cucurbitaceae","Ceratosanthes","hilariana","Ceratosanthes hilariana","Cogn.",NA,"H. S. Irwin & T. R. Soderstrom","6540","1964","10","1","South America - Neotropics","Brazil","Mato Grosso",NA,"The Planalto do Brasil, Vicinity of Garapú, Partial shade, savanna ''islands'', ca 1 km N.E. of Garapú","-52.57","-13.2",NA,NA,"US02719656","US02719656_01","300","400",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1"
"49","2020-09-12 05:00:02-03","US","US","2124247","PreservedSpecimen","Plantae",NA,"Violales","Cucurbitaceae","Ceratosanthes","hilariana","Ceratosanthes hilariana","Cogn.",NA,"-. Mendes-Magalhaes","2189","1942","9","25","South America - Neotropics","Brazil","Minas Gerais",NA,"Cerrado sujo. Horto Florestal, municipio de Belo Horizonte",NA,NA,NA,NA,"US02719659","US02719659_01",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1"
"50","2020-09-12 05:00:02-03","US","US","1834356","PreservedSpecimen","Plantae",NA,"Violales","Cucurbitaceae","Ceratosanthes","hilariana","Ceratosanthes hilariana","Cogn.",NA,"J. T. Baldwin","3094","1943","9","26","South America - Neotropics","Brazil","Mato Grosso",NA,"Matto Grosso: Braco, Rio Arinos",NA,NA,NA,NA,"US02719658","US02719658_01",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1"
