"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","recordNumber","phylum","order","typeStatus","locality","imagecode","scientificNameAuthorship","identifiedBy","stateProvince","decimalLongitude","decimalLatitude","infraspecificEpithet","county","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","class","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","relatedCatalogItem","fieldNumber","individualCount"
"11","2021-03-15 16:37:00-03","NY","NYBG","579719","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","sessiliflora","Campomanesia sessiliflora lanuginosa","H. S. Irwin","1964","10","27","South America","Brazil","sheet",NA,"Unicate. <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=476182' target='other'> <mi>dwc_moreinfo</mi></a>","NY00579719","7440","Magnoliophyta","Myrtales",NA,"Serra do Caiapó. Ca. 60 km S. of Caiaponia on road to Jataí.","NY00579719_01","(Barb.Rodr. ex Chodat & Hassl.) Landrum","L. R. Landrum","Goiás","-51.78","-17.2","lanuginosa","Jataí","800","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","00907115","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","sessiliflora","Campomanesia sessiliflora","G. G. Hatschbach","1999","10","19","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=984312' target='other'> <mi>dwc_moreinfo</mi></a>","NY00907115","69318","Magnoliophyta","Myrtales",NA,"Rod. BR-365, 10 km S do córrego Segredo","NY00907115_01","(O.Berg) Mattos","M. L. Kawasaki","Minas Gerais","-46.0317","-18.3781",NA,"Varjao de Minas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","00907138","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","sessiliflora","Campomanesia sessiliflora","M. L. Kawasaki","1984","11","29","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=984355' target='other'> <mi>dwc_moreinfo</mi></a>","NY00907138","CFCR6584","Magnoliophyta","Myrtales",NA,"5 km de Itacambira, a leste da cidade, na estr. p/Montes Claros","NY00907138_01","(O.Berg) Mattos","L. R. Landrum","Minas Gerais","-43.3089","-17.0647",NA,"Itacambira",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","00907118","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","sessiliflora","Campomanesia sessiliflora bullata","G. G. Hatschbach","1975","02","06","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=984350' target='other'> <mi>dwc_moreinfo</mi></a>","NY00907118","35910","Magnoliophyta","Myrtales",NA,"Rio Sta. Luzia","NY00907118_01","(Barb.Rodr.) Landrum","B. K. Holst","Mato Grosso do Sul","-54.5464","-21.8019","bullata","Rio Brilhante",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","00907117","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","sessiliflora","Campomanesia sessiliflora bullata","I. A. Rodrigues","1977","11","02","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=984346' target='other'> <mi>dwc_moreinfo</mi></a>","NY00907117","222","Magnoliophyta","Myrtales",NA,"Campo Grande. Parque do Jatobás da Prefeitura Municipal de C. Grande","NY00907117_01","(Barb.Rodr.) Landrum","L. R. Landrum","Mato Grosso do Sul","-54.6464","-20.4431","bullata","Campo Grande",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","00907104","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","sessiliflora","Campomanesia sessiliflora bullata","G. G. Hatschbach","1975","02","06","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=984059' target='other'> <mi>dwc_moreinfo</mi></a>","NY00907104","35910","Magnoliophyta","Myrtales",NA,"Rio Sts. Luzia","NY00907104_01","(Barb.Rodr.) Landrum","B. K. Holst","Mato Grosso do Sul","-54.5464","-21.8019","bullata","Rio Brilhante",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","00907120","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","sessiliflora","Campomanesia sessiliflora lanuginosa","H. S. Irwin","1969","02","23","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=984352' target='other'> <mi>dwc_moreinfo</mi></a>","NY00907120","23709","Magnoliophyta","Myrtales",NA,"Serra do Espinhaço, Serra dos Três Irmãos, ca. 25 km west of Montes Claros, road to Agua Boa.","NY00907120_01","(Barb.Rodr. ex Chodat & Hassl.) Landrum","L. R. Landrum","Minas Gerais","-43.64425","-16.78765","lanuginosa",NA,"1000","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","818298","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","sessiliflora","Campomanesia sessiliflora lanuginosa","H. S. Irwin","1969","02","23","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=860075' target='other'> <mi>dwc_moreinfo</mi></a>","NY00818298","23706","Magnoliophyta","Myrtales",NA,"Serra do Espinhaço, Serra dos Três Irmãos, ca. 25 km west of Montes Claros, road to Agua Boa.","NY00818298_01","(Barb.Rodr. ex Chodat & Hassl.) Landrum","L. R. Landrum","Minas Gerais","-43.64425","-16.78765","lanuginosa",NA,"1000","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","00907136","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","sessiliflora","Campomanesia sessiliflora lanuginosa","H. S. Irwin","1969","02","10","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=984353' target='other'> <mi>dwc_moreinfo</mi></a>","NY00907136","23009","Magnoliophyta","Myrtales",NA,"Serra do Espinhaço, ca. 30 km N.E. of Francisco Sá, on road to Salinas","NY00907136_01","(Barb.Rodr. ex Chodat & Hassl.) Landrum","L. R. Landrum","Minas Gerais","-43.2679","-16.4288","lanuginosa",NA,"1100","1100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","579808","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","sessiliflora","Campomanesia sessiliflora lanuginosa","S. A. Mori","1980","03","03","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=476183' target='other'> <mi>dwc_moreinfo</mi></a>","NY00579808","13384","Magnoliophyta","Myrtales",NA,"10 km ao N de Piata.","NY00579808_01","(Barb.Rodr. ex Chodat & Hassl.) Landrum","L. R. Landrum","Bahia","-41.7728","-13.1519","lanuginosa","Piata","1100","1100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","00907119","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","sessiliflora","Campomanesia sessiliflora lanuginosa","H. S. Irwin","1969","01","19","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=984351' target='other'> <mi>dwc_moreinfo</mi></a>","NY00907119","22242","Magnoliophyta","Myrtales",NA,"Ca. 16km SW of Diamantina. Serra do Espinhaço.","NY00907119_01","(Barb.Rodr. ex Chodat & Hassl.) Landrum","L. R. Landrum","Minas Gerais","-43.7","-18.33","lanuginosa",NA,"1370","1370",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","03091241","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","sessiliflora","Campomanesia sessiliflora lanuginosa","L. Riedel","1824","12",NA,"South America","Brazil","photo",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3470064' target='other'> <mi>dwc_moreinfo</mi></a>","NY03091241","s.n.","Magnoliophyta","Myrtales","photo of type","In campis montosis prope Guardia do Diamantino","NY03091241_01","(Barb.Rodr. ex Chodat & Hassl.) Landrum","L. R. Landrum","Mato Grosso",NA,NA,"lanuginosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","818302","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","sessiliflora","Campomanesia sessiliflora lanuginosa","H. S. Irwin","1965","11","30","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=860088' target='other'> <mi>dwc_moreinfo</mi></a>","NY00818302","10827","Magnoliophyta","Myrtales",NA,"Serra dos Pirineus, ca. 15 km S. of Corumbá de Goiás","NY00818302_01","(Barb.Rodr. ex Chodat & Hassl.) Landrum","L. R. Landrum","Goiás","-48.8086","-16.05915","lanuginosa","Abadiânia","1000","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2020-01-28 13:11:27-03","MCN-PUC-MINAS","HPUC-MG","ANG1710","S","Plantae","Myrtaceae","Campomanesia","cf. sessiliflora","Campomanesia cf. sessiliflora","Teixeira et al.","1994","11","03",NA,"Brasil",NA,NA,"Doação do CETEC, herbário n°. Coleção EC: 1218, Área pomar.",NA,NA,NA,NA,NA,"Est. Ecológica do Tripuí",NA,NA,"V.L.Oliveira","Minas Gerais","-43.5080986022949","-20.2875003814697",NA,"Ouro Preto",NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2020-01-28 13:11:25-03","MCN-PUC-MINAS","HPUC-MG","ANG1709","S","Plantae","Myrtaceae","Campomanesia","cf. sessiliflora","Campomanesia cf. sessiliflora","Teixeira e Santos","1994","10","20",NA,"Brasil",NA,NA,"Doação CETEC, Coleção EC:1154. Áerea, pomar.",NA,NA,NA,NA,NA,"Est. Ecológica do Tripuí",NA,NA,"V.L.Oliveira","Minas Gerais","-43.5080986022949","-20.2875003814697",NA,"Ouro Preto",NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2020-01-28 13:11:25-03","MCN-PUC-MINAS","HPUC-MG","ANG3870","S","Plantae","Myrtaceae","Campomanesia","sessiliflora","Campomanesia sessiliflora","Teixeira R. Santos",NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,"Est. Ecológica do Tripuí",NA,NA,"V.L. Oliveira","Minas Gerais","-43.5080986022949","-20.2875003814697",NA,"Ouro Preto",NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2019-11-19 15:44:41-03","UNEB","HUNEB","13309","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","sessiliflora","Campomanesia sessiliflora","Guedes, M.L.","2009","12","17",NA,"Brasil",NA,NA,NA,"HUNEB0013309","16886ALCB:93060","Angiospermae","Florideophycidae",NA,"Chapada Diamantina, estrada Cascavel para João Correia",NA,"(O.Berg) Mattos",NA,"Bahia","-41.531667","-13.290278",NA,"João Correia","1193","1193",NA,NA,"Dicotyledoneae","41W31'54''","13S17'25''",NA,NA,NA,NA,NA,NA
"28","2019-10-09 11:21:07-03","UFBA","ALCB","93060","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","sessiliflora","Campomanesia sessiliflora","Guedes, ML; Gomes, FS; Guaré, F; Silveira, ER; et al.","2009","12","17","Southern America","Brasil",NA,NA,"de ca 1,30 m de altura. Folhas cartáceas, discolores, face abaxial esbranquiçada. Flores alvas, botões verdes.","ALCB057616","16886","Dicotyledon",NA,NA,"Chapada Diamantina, Estrada Cascavel para João Correia",NA,"(O.Berg) Mattos Silva","Faria Júnior, JEQ de","Bahia","-41.531667","-13.290278",NA,"João Correia","1193","1193",NA,NA,NA,"-41.531667","-13.290278","2010","09","17",NA,NA,NA
"29","2019-10-09 11:21:07-03","UFBA","ALCB","134663","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","sessiliflora","Campomanesia sessiliflora","Stadnik, A; Lucresia, L","2018","01","25","Southern America","Brasil",NA,NA,"ca. 1m. Folhas discolores. Frutos verdes imaturos.","ALCB059807","506","Dicotyledon",NA,NA,"P17 - Próximo a pivôs de agricultura","ALCB059807","(O.Berg) Mattos Silva","Stadnik, A","Bahia","-41.935833","-13.501111",NA,"Mucugê","1118","1118",NA,NA,NA,"-41.935833","-13.501111","2018","01",NA,NA,NA,NA
"30","2019-10-09 11:21:07-03","UFBA","ALCB","034119","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","sessiliflora","Campomanesia sessiliflora","Hatschbach, G; Hatschbach, M; Barbosa, E","1997","11","18","Southern America","Brasil",NA,NA,"sublenhosa, 35 cm. Flor alva.; solo arenoso.","ALCB057618","67242","Dicotyledon",NA,NA,"Serra do Cabral, próximo ao armazém da Laje",NA,"(O.Berg) Mattos Silva","Ibrahim, M","Minas Gerais","-44.1721992492676","-17.7574996948242",NA,"Joaquim Felício",NA,NA,"37503","auto",NA,NA,NA,"2010","09",NA,NA,NA,NA
"31","2019-10-09 11:21:07-03","UFBA","ALCB","036500","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","sessiliflora","Campomanesia sessiliflora","Stannard, B; Atkins, S; Harley, RM; Saar, E; Passos Júnior, LA; Guedes, ML","1997","02","03","Southern America","Brasil",NA,NA,"1,0 m, ramos tomentosos. Folhas membranáceas, discolores.; arenoso com afloramentos rochosos.","ALCB057622","PCD4990","Dicotyledon",NA,NA,"Chapada Diamantina, Serra do Mato Grosso",NA,"(O.Berg) Mattos Silva","Ibrahim, M","Bahia","-41.889722","-13.389444",NA,"Rio de Contas","1340","1340",NA,NA,NA,"-41.889722","-13.389444","2008","05",NA,NA,NA,NA
"32","2019-10-09 11:21:07-03","UFBA","ALCB","036506","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","sessiliflora","Campomanesia sessiliflora","Hind, DJN; Harley, RM; Roque, N; Bautista, HP","1996","11","21","Southern America","Brasil",NA,NA,"0,50 m. Folhas semi-cartáceas, face abaxial verde-claro acinzentado, adaxial verde mais escuro, nervuras avermelhadas. Botões creme, flores com cálice verde. Frequente.","ALCB057613","PCD&nf;4548","Dicotyledon",NA,NA,"Chapada Diamantina, Próximo ao Sítio Abóbora",NA,"(O.Berg) Mattos Silva","Ibrahim, M","Bahia","-41.539167","-13.288611",NA,"Mucugê","1160","1160",NA,NA,NA,"-41.539167","-13.288611","2008","05",NA,NA,NA,NA
"33","2019-10-09 11:21:07-03","UFBA","ALCB","036534","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","sessiliflora","Campomanesia sessiliflora","Stannard, B; Saar, E; Passos Júnior, LA; Guedes, ML","1997","02","10","Southern America","Brasil",NA,NA,"0,80 m. Folhas membranáceas, discolores, face abaxial esranquiçada. Frutos imaturos verdes. Ocasional.","ALCB057619","PCD5369","Dicotyledon",NA,NA,"Serra Geral, Caminho para Licínio de Almeida",NA,"(O.Berg) Mattos Silva","Ibrahim, M","Bahia","-42.505278","-14.087778",NA,"Caetité","1080","1080",NA,NA,NA,"-42.505278","-14.087778","2008","05",NA,NA,NA,NA
"34","2019-10-09 11:21:07-03","UFBA","ALCB","036541","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","sessiliflora","Campomanesia sessiliflora","Stannard, B; Passos Júnior, LA; Harley, RM; Atkins, S; Saar, E; Guedes, ML","1997","02","13","Southern America","Brasil",NA,NA,"1,0 m. Folhas cartáceas, discolores, face abaxial glauca. Frutos imaturos verdes. Frequente.","ALCB057624","PCD5539","Dicotyledon",NA,NA,"Chapada Diamantina, Caminho para Abaíra",NA,"(O.Berg) Mattos Silva","Ibrahim, M","Bahia","-41.374444","-13.006667",NA,"Mucugê","970","970",NA,NA,NA,"-41.374444","-13.006667","2008","05",NA,NA,NA,NA
"35","2019-10-09 11:21:07-03","UFBA","ALCB","039174","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","sessiliflora","Campomanesia sessiliflora","Guedes, ML; Velozo, ES","1998","12","05","Southern America","Brasil",NA,NA,"1 m., aromático. Folhas membranáceas, face abaxial cinérea, tomentosas. Flores axilares, botões e flores com cálice tomentoso e pétalas alvas. Comum. Possui óleo volátil.","ALCB057623","6206","Dicotyledon",NA,NA,"Chapada Diamantina, Caminho para Guiné, BR-242 no Km 54.",NA,"(O.Berg) Mattos Silva","Ibrahim, M","Bahia","-41.4","-12.95",NA,"Mucugê","1000","1000",NA,NA,NA,"-41.4","-12.95","2008","05",NA,NA,NA,NA
"36","2019-10-09 11:21:07-03","UFBA","ALCB","113145","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","sessiliflora","Campomanesia sessiliflora","Guedes, ML; Costa, TF; Alunos de Botânica III","2014","01","18","Southern America","Brasil",NA,NA,"Folhas membranáceas, discolores, vilosas. Inflorescência com botões axilares, esverdeados, flores alvas.","ALCB057614","21254","Dicotyledon",NA,NA,"Piemonte da Diamantina, Capão do Pinho, Vila Ecológica Catinguara.",NA,"(O.Berg) Mattos Silva","Guedes, ML","Bahia","-41.016667","-11.6",NA,"Morro do Chapéu","840","840",NA,NA,NA,"-41.016667","-11.6","2014","04",NA,NA,NA,NA
"37","2019-10-09 11:21:07-03","UFBA","ALCB","128217","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","sessiliflora","Campomanesia sessiliflora","Stadnik, A; Lopes, R; Jardim, JG; Ibrahim, M","2015","01","20","Southern America","Brasil",NA,NA,"ca. 0,6m alt. Folhas cartaceas, discolores. Flores passadas, sépalas verdes, ovário verde, glandulas laranja ao redor dos lóculos, secretando óleo, pétalas alvas. Frutos verdes imaturos.","ALCB045480","258","Dicotyledon",NA,NA,"Riacho de Areia","ALCB045480","(O.Berg) Mattos Silva","Stadnik, A","Bahia","-42.567778","-14.781667",NA,"Licínio de Almeida","994","994",NA,NA,NA,"-42.567778","-14.781667","2015","01",NA,NA,NA,NA
"38","2019-10-09 11:21:07-03","UFBA","ALCB","128225","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","sessiliflora","Campomanesia sessiliflora","Stadnik, A; Lopes, R; Jardim, JG; Ibrahim, M","2015","01","21","Southern America","Brasil",NA,NA,"ca. 1m alt. Folhas cartaceas, discolores. Frutos verdes imaturos.","ALCB045488","274","Dicotyledon",NA,NA,"Xaxa","ALCB045488","(O.Berg) Mattos Silva","Stadnik, A","Bahia","-42.554444","-14.645833",NA,"Licínio de Almeida","1044","1044",NA,NA,NA,"-42.554444","-14.645833","2015","01",NA,NA,NA,NA
"39","2019-10-09 11:21:07-03","UFBA","ALCB","135951","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","sessiliflora","Campomanesia sessiliflora","Lucresia, L; Alunos de Botânica BIOC05","2019","05","18","Southern America","Brasil",NA,NA,"ca. 1m alt. Folhas discolores. Flores passadas. Frutos bem jovens.","ALCB065239","21","Dicotyledon",NA,NA,"Inicio da Estrada Real (Santa Ursula a Ventura), Cerrado","ALCB065239","(O.Berg) Mattos Silva",NA,"Bahia","-41.120556","-11.658333",NA,"Morro do Chapéu","1033","1033",NA,NA,NA,"-41.120556","-11.658333",NA,NA,NA,NA,NA,NA
"40","2019-11-25 16:51:17-03","UFBA","ALCB","138272","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","sessiliflora","Campomanesia sessiliflora","Stadnik, A; et al.","2018","01","14","Southern America","Brasil",NA,NA,"ca. 1m. Folhas discolores. Sépalas verdes.","ALCB069111","471","Dicotyledon",NA,NA,"Trilha para serra de Santana.",NA,"(O.Berg) Mattos Silva","Stadnik, A","Bahia","-41.766667","-13.149167",NA,"Piatã","1245","1245",NA,NA,NA,"-41.766667","-13.149167","2018","01",NA,NA,NA,NA
"41","2019-11-25 16:51:17-03","UFBA","ALCB","138305","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","sessiliflora","Campomanesia sessiliflora","Stadnik, A; Alunos de Sistemática Evolução de Espermatófitas","2018","01","13","Southern America","Brasil",NA,NA,"ca. 60cm. Folhas discolores, indumento cremes. Sépalas verdes. Cálice e estames alvos.","ALCB069144","455","Dicotyledon",NA,NA,"Estrada para o gerais de Piatã, próximos aos 3 morros.",NA,"(O.Berg) Mattos Silva","Stadnik, A","Bahia","-41.855556","-13.096944",NA,"Piatã","1335","1335",NA,NA,NA,"-41.855556","-13.096944","2018","01",NA,NA,NA,NA
