"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","phylum","order","recordNumber","continentOcean","preparationType","infraspecificEpithet","typeStatus","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount","sex"
"1420","2017-09-11 17:09:40-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Euphorbiaceae","Croton","lobatus","Croton lobatus manihot","(Klotzsch) Müll.Arg.",NA,"Warming, JEB",NA,NA,NA,"Brazil","Minas Gerais","Lagoa Santa","et ad Lagoa Santa.","-43.8897","-19.6272",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1632","Southern America",NA,"manihot",NA,"12338","auto",NA,NA,NA,NA,NA,NA,NA,NA
"1421","2017-09-11 17:09:40-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Euphorbiaceae","Croton","lobatus","Croton lobatus manihot","(Klotzsch) Müll.Arg.",NA,"Peckolt, T",NA,NA,NA,"Brazil","Rio de Janeiro","Cantagalo","ad Canta Gallo. (fere glaber).","-42.3681","-21.9811",NA,NA,NA,NA,NA,NA,NA,NA,NA,"100","Southern America",NA,"manihot",NA,"33898","auto",NA,NA,NA,NA,NA,NA,NA,NA
"1422","2017-09-11 16:27:20-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Euphorbiaceae","Croton","lobatus","Croton lobatus palmatus","Müll.Arg.",NA,"Sello, HL",NA,NA,NA,"Brazil",NA,NA,"Habitat in Brasilia meridionali, loco accuratius non notato.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"s.n.","Southern America",NA,"palmatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1423","2017-09-11 16:27:20-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Euphorbiaceae","Croton","lobatus","Croton lobatus riparius","Müll.Arg.",NA,"Humboldt, FWHA",NA,NA,NA,"?",NA,NA,"et extra imperii limites in Andibus Quitoensibus.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,"riparius",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1424","2017-09-11 16:27:20-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Euphorbiaceae","Croton","lobatus","Croton lobatus riparius","Müll.Arg.",NA,"?",NA,NA,NA,"?",NA,NA,"in Senegambia, Guinea, Oware et Benin, in Nubia, Cordofania, Abyssinia et in Arabia.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,"riparius",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1425","2017-09-11 16:27:20-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Euphorbiaceae","Croton","lobatus","Croton lobatus riparius","Müll.Arg.",NA,"Wied-Neuwied, MAP Prince",NA,NA,NA,"Brazil","Espírito Santo",NA,"Habitat in prov. Espiritu Santo ad Rio Belmonte.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"s.n.","Southern America",NA,"riparius",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1426","2017-09-11 16:27:20-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Euphorbiaceae","Croton","lobatus","Croton lobatus sericeus","Müll.Arg.",NA,"Warming, JEB",NA,NA,NA,"Brazil","Minas Gerais","Lagoa Santa","Habitat in cultis ad Lagoa Santa prov. Minas Geraes.","-43.89","-19.63","-43.89","-19.63",NA,NA,NA,NA,NA,NA,NA,"1635","Southern America",NA,"sericeus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1427","2017-09-11 17:09:40-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Euphorbiaceae","Croton","lobatus","Croton lobatus genuinus","Müll.Arg.",NA,"Schomburgk, ?",NA,NA,NA,"French Guiana",NA,NA,"in Guyana anglica.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1098","Southern America",NA,"genuinus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1428","2017-09-11 17:09:40-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Euphorbiaceae","Croton","lobatus","Croton lobatus genuinus","Müll.Arg.",NA,"Wullschlaegel, HR",NA,NA,NA,"?",NA,NA,"Extra Brasiliam crescit in Surinamia.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"464",NA,NA,"genuinus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1429","2017-09-11 17:09:40-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Euphorbiaceae","Croton","lobatus","Croton lobatus genuinus","Müll.Arg.",NA,"Wullschlaegel, HR",NA,NA,NA,"?",NA,NA,"Extra Brasiliam crescit in Surinamia.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"999",NA,NA,"genuinus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1430","2017-09-11 17:09:40-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Euphorbiaceae","Croton","lobatus","Croton lobatus genuinus","Müll.Arg.",NA,"?",NA,NA,NA,"?",NA,NA,"in Venezuela et Nova Granata, in Mexico meridionali et in variis Antillarum insulis.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,"genuinus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1431","2017-09-11 17:09:40-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Euphorbiaceae","Croton","lobatus","Croton lobatus genuinus","Müll.Arg.",NA,"Hostmann, FWR",NA,NA,NA,"?",NA,NA,"Extra Brasiliam crescit in Surinamia.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1573",NA,NA,"genuinus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1432","2017-09-11 17:09:40-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Euphorbiaceae","Croton","lobatus","Croton lobatus genuinus","Müll.Arg.",NA,"Salzmann, P",NA,NA,NA,"Brazil","Bahia",NA,"prope Bahiam.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"493","Southern America",NA,"genuinus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1433","2017-09-11 17:09:40-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Euphorbiaceae","Croton","lobatus","Croton lobatus genuinus","Müll.Arg.",NA,"Burchell, WJ",NA,NA,NA,"Brazil","Tocantins",NA,"Santa Maria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9021","Southern America",NA,"genuinus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1434","2017-09-11 17:09:40-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Euphorbiaceae","Croton","lobatus","Croton lobatus genuinus","Müll.Arg.",NA,"Blanchet, JS",NA,NA,NA,"Brazil","Bahia",NA,"prope Bahiam.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1191","Southern America",NA,"genuinus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1435","2017-09-11 16:27:20-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Euphorbiaceae","Croton","lobatus","Croton lobatus genuinus","Müll.Arg.",NA,"Spruce, R",NA,NA,NA,"Brazil","Amazonas","Óbidos","in vicinitate Obidos.","-55.52","-1.92","-55.52","-1.92",NA,NA,"There is another Spruce 192 that is Gurania cissoides",NA,NA,NA,NA,"192","Southern America",NA,"genuinus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1436","2017-09-11 17:09:40-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Euphorbiaceae","Croton","lobatus","Croton lobatus genuinus","Müll.Arg.",NA,"Blanchet, JS",NA,NA,NA,"Brazil","Bahia",NA,"prope Bahiam.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"422","Southern America",NA,"genuinus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1437","2017-09-11 17:09:40-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Euphorbiaceae","Croton","lobatus","Croton lobatus genuinus","Müll.Arg.",NA,"Blanchet, JS",NA,NA,NA,"Brazil","Bahia",NA,"prope Bahiam.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"17","Southern America",NA,"genuinus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1438","2017-09-11 17:09:40-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Euphorbiaceae","Croton","lobatus","Croton lobatus genuinus","Müll.Arg.",NA,"Burchell, WJ",NA,NA,NA,"Brazil","Pará ",NA,"S. Jose to the arsenal (in an old map of the city Belem, there was an arsenal on the northwest corner of the city on the bay)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9606","Southern America",NA,"genuinus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1439","2017-09-11 17:09:40-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Euphorbiaceae","Croton","lobatus","Croton lobatus genuinus","Müll.Arg.",NA,"Pohl, JBE",NA,NA,NA,"Brazil",NA,NA,"Habitat in Brasilia orientali, prope Corgo et Hyacintho, prov. ? :",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1645","Southern America",NA,"genuinus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1440","2017-09-11 16:27:20-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Euphorbiaceae","Croton","lobatus","Croton lobatus genuinus","Müll.Arg.",NA,"Martius, CFP",NA,NA,NA,"Brazil","Pará ","Santarém","in prov. Para prope Santarem in campis.","-54.71","-2.44","-54.71","-2.44",NA,NA,NA,NA,NA,NA,NA,"s.n.","Southern America",NA,"genuinus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1441","2017-09-11 16:27:20-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Euphorbiaceae","Croton","lobatus","Croton lobatus palmatus","Müll.Arg.",NA,"Sello, HL",NA,NA,NA,"Brazil",NA,NA,"Habitat in Brasilia meridionali, loco accuratius non notato.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"s.n.","Southern America",NA,"palmatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1442","2017-09-11 16:27:20-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Euphorbiaceae","Croton","lobatus","Croton lobatus sericeus","Müll.Arg.",NA,"Warming, JEB",NA,NA,NA,"Brazil","Minas Gerais","Lagoa Santa","Habitat in cultis ad Lagoa Santa prov. Minas Geraes.","-43.89","-19.63","-43.89","-19.63",NA,NA,NA,NA,NA,NA,NA,"1635","Southern America",NA,"sericeus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1443","2021-02-08 12:41:01-03","UFRGS","ICN","198639","S","Plantae","Euphorbiaceae","Astraea","lobata","Astraea lobata","(L.) Klotzsch","Valduga, E","Hagelund, K","1965","03","27","Brasil","RS","Giruá","Granja Sodal","-54.3497009277344","-28.028299331665",NA,NA,NA,NA,NA,NA,NA,"Dicotyledon",NA,"3486","América do Sul",NA,NA,NA,"23862","auto","2018","06","21",NA,NA,NA,NA,NA
"1444","2021-02-08 12:41:01-03","UFRGS","ICN","197500","S","Plantae","Euphorbiaceae","Astraea","lobata","Astraea lobata","(L.) Klotzsch",NA,"Soares, MVB","2018","01","17","Brasil","PA","Santo Antônio do Pará","Margem de mata secundária","-48.123056","-1.1475","-48.123056","-1.1475",NA,NA,"Planta herbácea ca 40 cm alt. Flores e frutos imaturos verdes.; Margem de mata secundária",NA,NA,"Dicotyledon",NA,"228","América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1445","2021-02-08 12:41:01-03","UFRGS","ICN","116302","S","Plantae","Euphorbiaceae","Astraea","lobata","Astraea lobata","(L.) Klotzsch","Valduga, E","Carneiro, AM","1996","03","05","Brasil","RS","Santo Amaro","Gal. Câmara",NA,NA,NA,NA,"20","20","ruderal",NA,NA,"Dicotyledon",NA,"581","América do Sul",NA,NA,NA,NA,NA,"2018","05","23",NA,NA,NA,NA,NA
"1446","2021-02-08 12:41:01-03","UFRGS","ICN","198642","S","Plantae","Euphorbiaceae","Astraea","lobata","Astraea lobata","(L.) Klotzsch","Valduga, E","Hagelund, K","1977","02","10","Brasil","RS","Caçapava do Sul",NA,"-53.4914016723633","-30.5121994018555",NA,NA,NA,NA,NA,NA,NA,"Dicotyledon",NA,"10778","América do Sul",NA,NA,NA,"50525","auto","2018","06","21",NA,NA,NA,NA,NA
"1447","2021-02-08 12:41:01-03","UFRGS","ICN","018664","S","Plantae","Euphorbiaceae","Astraea","lobata","Astraea lobata","(L.) Klotzsch","Valduga, E","Irmão Augusto","1939","12","07","Brasil","RS","Canoas","Chácara Valdemar","-51.1836013793945","-29.9178009033203",NA,NA,NA,NA,"Flor verde.",NA,NA,"Dicotyledon",NA,"s.n.","América do Sul",NA,NA,NA,"8037","auto","2018","05","23",NA,NA,NA,NA,NA
"1448","2021-02-08 12:41:01-03","UFRGS","ICN","016199","S","Plantae","Euphorbiaceae","Astraea","lobata","Astraea lobata","(L.) Klotzsch","Valduga, E","Rambo, B","1951","01","18","Brasil","RS","Capão da Canoa","Posto da Lagoa dos Quadros","-50.0097007751465","-29.7455997467041",NA,NA,NA,NA,"Em roça arenosa.",NA,NA,"Dicotyledon",NA,"49779","América do Sul",NA,NA,NA,"15808","auto","2018","05","23",NA,NA,NA,NA,NA
"1449","2021-02-08 12:41:01-03","UFRGS","ICN","198640","S","Plantae","Euphorbiaceae","Astraea","lobata","Astraea lobata","(L.) Klotzsch","Valduga, E","Hagelund, K","1967","04",NA,"Brasil","RS","Giruá","Granja Sodal","-54.3497009277344","-28.028299331665",NA,NA,NA,NA,NA,NA,NA,"Dicotyledon",NA,"5306","América do Sul",NA,NA,NA,"23862","auto","2018","06","21",NA,NA,NA,NA,NA
"1450","2021-02-08 12:41:01-03","UFRGS","ICN","160454","S","Plantae","Euphorbiaceae","Astraea","lobata","Astraea lobata","(L.) Klotzsch","Valduga, E","Grings, M","2009","03","06","Brasil","RS","Itacurubi","Projeto de Assentamento Conquista da Luta","-55.2352981567383","-28.7952995300293",NA,NA,NA,NA,"erva frutificando em borda de estrada aberta em interior de mata virgem, próximo ao rio Itacurubi",NA,NA,"Dicotyledon",NA,"525","América do Sul",NA,NA,NA,"30791","auto","2018","05","23",NA,NA,NA,NA,NA
"1451","2021-02-08 12:41:01-03","UFRGS","ICN","133899a","S","Plantae","Euphorbiaceae","Astraea","lobata","Astraea lobata","(L.) Klotzsch","Valduga, E","Schneider, AA","2003","12","01","Brasil","RS","Não-Me-Toque",NA,"-52.82080078125","-28.4591999053955",NA,NA,NA,NA,"Herbácea ruderal nativa.; Coletada em horta doméstica.",NA,NA,"Dicotyledon",NA,"88","América do Sul",NA,NA,NA,"14277","auto","2018","05","23",NA,NA,NA,NA,NA
"1452","2021-02-08 12:41:01-03","UFRGS","ICN","007467","S","Plantae","Euphorbiaceae","Astraea","lobata","Astraea lobata","(L.) Klotzsch","Valduga, E","Ferreira, AG; Irgang, BE","1970","01","27","Brasil","RS","Porto Alegre","Aterro Praia de Belas","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,"Odor sui-generis.",NA,NA,"Dicotyledon",NA,"533","América do Sul",NA,NA,NA,"29946","auto","2018","05","23",NA,NA,NA,NA,NA
"1453","2021-02-08 12:41:01-03","UFRGS","ICN","023642","S","Plantae","Euphorbiaceae","Astraea","lobata","Astraea lobata","(L.) Klotzsch","Valduga, E","Valls, JFM","1973","02","15","Brasil","RS","Porto Alegre","Av. Venâncio Aires 281","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,"Adventícia em monte de areia e frestas entre lajes de gres, em pátio de edifício.",NA,NA,"Dicotyledon",NA,"2618","América do Sul",NA,NA,NA,"29946","auto","2018","05","23",NA,NA,NA,NA,NA
"1454","2021-02-08 12:41:01-03","UFRGS","ICN","044459","S","Plantae","Euphorbiaceae","Astraea","lobata","Astraea lobata","(L.) Klotzsch","Valduga, E","Arzivenco, L","1979","11","01","Brasil","RS","Porto Alegre","Em gramado novo do DPA","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,NA,NA,NA,"Dicotyledon",NA,"s.n.","América do Sul",NA,NA,NA,"29946","auto","2018","05","23",NA,NA,NA,NA,NA
"1455","2021-02-08 12:41:01-03","UFRGS","ICN","197498","S","Plantae","Euphorbiaceae","Astraea","lobata","Astraea lobata","(L.) Klotzsch",NA,"Külkamp, J","2017","03","02","Brasil","RS","Porto Alegre","Terreno baldio em frente a Churrascaria barranco.","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,"Erva 30 cm.; Terreno baldio",NA,NA,"Dicotyledon",NA,"479","América do Sul",NA,NA,NA,"29946","auto",NA,NA,NA,NA,NA,NA,NA,NA
"1456","2021-02-08 12:41:01-03","UFRGS","ICN","009658","S","Plantae","Euphorbiaceae","Astraea","lobata","Astraea lobata","(L.) Klotzsch","Valduga, E","Vianna, E","1972","02","09","Brasil","RS","Porto Alegre","Terreno baldio na Rua General Lima e Silva 130","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,"Flores brancas.",NA,NA,"Dicotyledon",NA,"s.n.","América do Sul",NA,NA,NA,"29946","auto","2018","05","23",NA,NA,NA,NA,NA
"1457","2021-02-08 12:41:01-03","UFRGS","ICN","198641","S","Plantae","Euphorbiaceae","Astraea","lobata","Astraea lobata","(L.) Klotzsch","Valduga, E","Hagelund, K","1975","03","08","Brasil","RS","Santo Ângelo",NA,"-54.2630996704102","-28.2992000579834",NA,NA,NA,NA,NA,NA,NA,"Dicotyledon",NA,"9045","América do Sul",NA,NA,NA,"25915","auto","2018","06","21",NA,NA,NA,NA,NA
"1458","2021-02-08 12:41:01-03","UFRGS","ICN","008937","S","Plantae","Euphorbiaceae","Astraea","lobata","Astraea lobata","(L.) Klotzsch","Valduga, E","Lindeman, JC; Irgang, BE; Valls, JFM","1971","11","01","Brasil","RS","Tenente Portela","Parque do Turvo, mato na beira alta do Rio Uruguai","-53.75830078125","-27.3710994720459",NA,NA,NA,NA,NA,NA,NA,"Dicotyledon",NA,"s.n.","América do Sul",NA,NA,NA,"14404","auto","2018","05","23",NA,NA,NA,NA,NA
"1459","2021-02-08 12:41:01-03","UFRGS","ICN","026965","S","Plantae","Euphorbiaceae","Astraea","lobata","Astraea lobata","(L.) Klotzsch","Valduga, E","Allem, A; Irgang, BE; et al.","1973","12",NA,"Brasil","RS","Tenente Portela","Parque Florestal do Turvo","-53.75830078125","-27.3710994720459",NA,NA,NA,NA,NA,NA,NA,"Dicotyledon",NA,"s.n.","América do Sul",NA,NA,NA,"14404","auto","2018","05","23",NA,NA,NA,NA,NA
"1460","2020-09-17 10:40:43-03","UEPA","MFS","003930","PreservedSpecimen","Plantae","Euphorbiaceae","Astraea","lobata","Astraea lobata","(L.) Klotzch.","Flora do Brasil 2014","Lucas, F.C.A.",NA,NA,NA,"Brasil","Pará","Primavera",NA,"-47.116725","-0.958772","-47.116725","-0.958772",NA,NA,"Erva de 50 cm de altura com fruto imaturo verde.","MFS003930","MFS003930 MFS003930_e",NA,NA,"1214",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1461","2020-09-17 10:40:43-03","UEPA","MFS","001903","PreservedSpecimen","Plantae","Euphorbiaceae","Astraea","lobata","Astraea lobata","(L.) Klotzch.",NA,"Lucas, F.C.A.",NA,NA,NA,"Brasil","Pará","Santarém","Mata de terra firme.Solo arenoso.","-54.700922","-2.450628","-54.700922","-2.450628",NA,NA,"Erva de 30 cm de altura com frutos imaturos verdes.","MFS001903","MFS001903 MFS001903_e",NA,NA,"284",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1462","2020-09-17 10:40:43-03","UEPA","MFS","003415","PreservedSpecimen","Plantae","Euphorbiaceae","Astraea","lobata","Astraea lobata","(L.) Klotzch.",NA,"Lucas, F.C.A.",NA,NA,NA,"Brasil","Pará","Aurora do Pará",NA,"-47.555697","-2.134386","-47.555697","-2.134386",NA,NA,"Erva de 70cm de altura com botões florais esverdeados.","MFS003415","MFS003415 MFS003415_e",NA,NA,"980",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1463","2021-03-03 22:00:02-03","FLAS","FLAS","189158","PreservedSpecimen","Plantae","Euphorbiaceae","Astraea","lobata","Astraea lobata","(L.) Klotzsch",NA,"J. Richard Abbott",NA,NA,NA,"Bolivia","Santa Cruz","Chiquitos Province",NA,NA,NA,NA,NA,NA,NA,"[Label footing:] Museo Noel Kempff Mercado (USZ). Berea College Herbarium (BEREA).",NA,NA,NA,NA,"16058",NA,"Preserved herbarium specimen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1464","2021-03-03 22:00:02-03","FLAS","FLAS","168609","PreservedSpecimen","Plantae","Euphorbiaceae","Astraea","lobata","Astraea lobata","(L.) Klotzsch",NA,"R.S. Secco, C. Sperling, M. Condon, A. Mesquita, B. Gilberto R. & Lucival Marinho",NA,NA,NA,"Brazil","Para","Maraba",NA,"-49.1178016662598","-5.36860990524292",NA,NA,NA,NA,"[Label heading:] CNPq. Museu Paraense Emilio Goeldi. Plantas da Amazônia.",NA,NA,NA,NA,"141",NA,"Preserved herbarium specimen",NA,NA,"262883","auto",NA,NA,NA,NA,NA,NA,NA,NA
"1465","2020-03-04 16:04:48-03","UNESP-IS","HISA","1677","PreservedSpecimen","Plantae","Euphorbiaceae","Astraea","lobata","Astraea lobata","(L.) Klotzsch","Cordeiro,I","Tititan, O & M. Paiva","1991","02","07","Brasil","Mato Grosso do Sul","Selvíria","Fazenda de Ensino e Pesquisa, UNESP, Campus de Ilha Solteira","-51.410556","-20.394444","51w24'38''","20s23'40''",NA,NA,"Cerradão.Arbusto delgado, ca 1,60m, flores brancas, final de floração, frutos.",NA,NA,"Magnoliophyta","Malpighiales","459",NA,NA,NA,NA,NA,NA,"1993","04","06","Magnoliopsida",NA,NA,NA,NA
"1466","2021-03-22 16:23:05-03","FEPAGRO","BLA","16044","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","lobatus","Croton lobatus","L.","A. Allem","Grupo de Trabalho MA/SA/RS","1975","12","03","Brasil","Rio Grande do Sul","Campo Real",NA,NA,NA,NA,NA,NA,NA,"Habitat: Encontrada em lavoura de soja","BLA016044",NA,"Spermatophyta",NA,NA,NA,NA,NA,NA,NA,NA,"1976","02","06",NA,NA,NA,NA,NA
"1467","2021-03-22 16:23:05-03","FEPAGRO","BLA","16046","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","lobatus","Croton lobatus","L.","J. R. Mattos","V. M. Chemale","1977","02","10","Brasil","Rio Grande do Sul","Carazinho",NA,"-52.7863998413086","-28.283899307251",NA,NA,NA,NA,"<ll>dwc_commonname:</ll> café-brabo","BLA016046",NA,"Spermatophyta",NA,NA,NA,NA,NA,NA,"35233","auto",NA,NA,NA,NA,NA,NA,NA,NA
"1468","2021-03-22 16:23:05-03","FEPAGRO","BLA","16043","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","lobatus","Croton lobatus","L.","A. Allem","Grupo de Trabalho MA/SA/RS","1975","01","22","Brasil","Rio Grande do Sul","Passo Fundo",NA,"-52.4067001342773","-28.2628002166748",NA,NA,NA,NA,NA,"BLA016043",NA,"Spermatophyta",NA,NA,NA,NA,NA,NA,"25060","auto","1975","03","26",NA,NA,NA,NA,NA
"1469","2021-03-22 16:23:05-03","FEPAGRO","BLA","16045","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","lobatus","Croton lobatus","L.","J. R. Mattos","V. M. Chemale","1977","03","24","Brasil","Rio Grande do Sul","Santo Augusto",NA,"-53.7771987915039","-27.8507995605469",NA,NA,NA,NA,"<ll>dwc_commonname:</ll> café-brabo","BLA016045",NA,"Spermatophyta",NA,NA,NA,NA,NA,NA,"24835","auto",NA,NA,NA,NA,NA,NA,NA,NA
"1470","2021-03-22 16:23:05-03","FEPAGRO","BLA","9742","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","lobatus","Croton lobatus","L.","A. Allem","J. F. M. Valls & A. Pott","1969","01","18","Brasil","Rio Grande do Sul","São Gabriel",NA,"-54.3199996948242","-30.3363990783691",NA,NA,NA,NA,"Habitat: Abundante no fundo do quintal <ll>dwc_commonname:</ll> mandioquinha","BLA009742",NA,"Spermatophyta",NA,"256",NA,NA,NA,NA,"56206","auto","1975","01","01",NA,NA,NA,NA,NA
"1471","2021-03-22 16:23:05-03","FEPAGRO","BLA","16047","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","lobatus","Croton lobatus","L.","C. E. Rocchi","C. E. Rocchi",NA,NA,NA,"Brasil","Rio Grande do Sul","Taquari",NA,"-51.8643989562988","-29.7996997833252",NA,NA,NA,NA,"<ll>dwc_commonname:</ll> café-brabo","BLA016047",NA,"Spermatophyta",NA,NA,NA,NA,NA,NA,"21657","auto",NA,NA,NA,NA,NA,NA,NA,NA
"1472","2020-04-30 16:06:45-03","UFMT","CNMT","6492","S","Plantae","Euphorbiaceae","Astraea","lobata","Astraea lobata","(L.) Klotzsch","Cavalheiro, L.","Cortes, C.","2015","02","08","Brasil","Mato Grosso","Sinop","Avenida dos Ipês.","-55.518333","-11.845222","55°31'06W","11°50'42,8S",NA,NA,"<ll>dwc_commonname:</ll> Café-bravo.","CNMT006492",NA,"Angiosperma",NA,"1",NA,NA,NA,NA,NA,NA,"2015","02","08",NA,NA,NA,NA,NA
"1473","2020-04-30 16:06:45-03","UFMT","CNMT","6499","S","Plantae","Euphorbiaceae","Astraea","lobata","Astraea lobata","(L.) Klotzsch","Silva, G.M.X.","Silva, G.M.X.","2015","01","25","Brasil","Mato Grosso","Sinop","Terreno baldio.","-55.5025","-11.864167","55°30'09W","11°51'51S",NA,NA,"<ll>dwc_commonname:</ll> Café bravo.","CNMT006499",NA,"Angiosperma",NA,NA,NA,NA,NA,NA,NA,NA,"2015","01","26",NA,NA,NA,NA,NA
"1474","2020-08-26 10:48:41-03","MCN-FZBRS","HAS","95174","PreservedSpecimen","Plantae","Euphorbiaceae","Astraea","lobata","Astraea lobata","(L.) Klotzsch","Valduga, E.","Mattos, J.","1982","01",NA,"Brasil","Rio Grande do Sul","Tenente Portela","Parque Florestal do Turvo, entrada para Porto Garcia.","-53.75830078125","-27.3710994720459",NA,NA,NA,NA,"Frutos imaturos.","HAS0095174",NA,"Magnoliophyta",NA,"22845",NA,NA,NA,NA,"14404","auto","2018","05","15",NA,NA,NA,NA,NA
"1475","2014-09-23 11:01:31-03","G","G-DC","G00312449","S","Plantae","Euphorbiaceae","Croton","lobatus","Croton lobatus var. digitatus","(Schltdl.) Müll. Arg.","CAT.HERB.PRODR.","Lhotsky, J.","1831",NA,"00","Brazil","Bahia",NA,NA,"-41.99722222","-12.18305556","-41.99722222","-12.18305556",NA,NA,"Coordinate uncertainty: Precision at the level of departement/region Image URL: http://www.ville-ge.ch/musinfo/bd/cjb/chg/adetail.php?id=228479&base=img&lang=en","G00312449","G00312449",NA,NA,NA,"AMERIQUE DU SUD",NA,"var. digitatus",NA,NA,NA,"2011","01","01",NA,NA,NA,NA,NA
