"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","class","verbatimLongitude","verbatimLatitude","relatedCatalogItem","yearIdentified","monthIdentified","dayIdentified","fieldNumber","individualCount","typeStatus","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","557320","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Piper","truncatum","Piper truncatum","Vell.","T. G. Yuncker","P. Occhioni","284","1945","04","22","South America","Brazil","Rio de Janeiro","Rio de Janeiro","Federal District, matas da Vista Chinesa","-43.249313","-22.973268","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=546081' target='other'> <mi>dwc_moreinfo</mi></a>","NY00557320","NY00557320_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2016-09-27 19:02:00-03","NY","NYBG","557313","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Piper","truncatum","Piper truncatum",NA,"E. F. Guimarães; C. L. F. Ichaso","B. D. Sucre","6125","1969","10","22","South America","Brazil","Rio de Janeiro","Rio de Janeiro","Matas do Corcovado","-43.2075","-22.9031","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=546069' target='other'> <mi>dwc_moreinfo</mi></a>","NY00557313","NY00557313_01","450","450",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","557310","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Piper","truncatum","Piper truncatum","Vell.",NA,"J. A. de Jesus","1622","1972","05","30","South America","Brazil","Rio de Janeiro","Rio de Janeiro","(Gb.) Vista Chinesa, entrada do Horto","-43.2075","-22.9031","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=546086' target='other'> <mi>dwc_moreinfo</mi></a>","NY00557310","NY00557310_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","557315","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Piper","truncatum","Piper truncatum","Vell.","C. L. F. Ichaso; E. F. Guimarães","B. D. Sucre","6107","1969","10","22","South America","Brazil","Rio de Janeiro","Rio de Janeiro","(Gb.) Passo das Pedras, estrada da Vista Chinesa","-43.257166","-22.971675","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=546072' target='other'> <mi>dwc_moreinfo</mi></a>","NY00557315","NY00557315_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","557312","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Piper","truncatum","Piper truncatum","Vell.",NA,"J. A. de Jesus","1544","1972","05","11","South America","Brazil","Rio de Janeiro","Rio de Janeiro","Bico do Papagaio","-43.300857","-22.953329","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=546087' target='other'> <mi>dwc_moreinfo</mi></a>","NY00557312","NY00557312_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","557321","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Piper","truncatum","Piper truncatum","Vell.","T. G. Yuncker","M. Vales","s.n.","1944","02","12","South America","Brazil","Rio de Janeiro","Rio de Janeiro","Distrito Federal, Tijuca, Queimados","-43.2075","-22.9031","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=546082' target='other'> <mi>dwc_moreinfo</mi></a>","NY00557321","NY00557321_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","557314","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Piper","truncatum","Piper truncatum","Vell.","C. L. F. Ichaso; E. F. Guimarães","E. F. Guimarães","88","1966","11","07","South America","Brazil","Rio de Janeiro","Rio de Janeiro","(Gb.) Estrada da Vista Chinesa","-43.257166","-22.971675","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=546071' target='other'> <mi>dwc_moreinfo</mi></a>","NY00557314","NY00557314_01","400","400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","557308","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Piper","truncatum","Piper truncatum","Vell.","R. Callejas Posada","P. J. M. Maas","3309","1977","10","18","South America","Brazil","Rio de Janeiro",NA,"Serra Macahé",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=546079' target='other'> <mi>dwc_moreinfo</mi></a>","NY00557308","NY00557308_01","1100","1250",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","557322","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Piper","truncatum","Piper truncatum","Vell.","T. G. Yuncker","J. C. Diogo","444","1915","03","10","South America","Brazil","Rio de Janeiro","Petrópolis","Petrópolis","-43.1783","-22.505","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=546083' target='other'> <mi>dwc_moreinfo</mi></a>","NY00557322","NY00557322_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","557319","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Piper","truncatum","Piper truncatum","Vell.",NA,"A. Frazao","s.n.","1918","04",NA,"South America","Brazil","Rio de Janeiro","Teresópolis","Therezopolis","-42.986352","-22.417353","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=546089' target='other'> <mi>dwc_moreinfo</mi></a>","NY00557319","NY00557319_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","557318","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Piper","truncatum","Piper truncatum","Vell.",NA,"E. Bello","568","1889",NA,NA,"South America","Brazil","Espírito Santo",NA,"Concordia",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=546088' target='other'> <mi>dwc_moreinfo</mi></a>","NY00557318","NY00557318_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","557317","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Piper","truncatum","Piper truncatum","Vell.","T. G. Yuncker","P. Occhioni","285","1944","11","06","South America","Brazil","Rio de Janeiro","Rio de Janeiro","Matas do Pae Ricardo - Distrito Federal","-43.2075","-22.9031","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=546080' target='other'> <mi>dwc_moreinfo</mi></a>","NY00557317","NY00557317_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2019-12-04 15:26:08-03","PUCPR","HUCP","10361","S","Plantae","Magnoliidae",NA,"Piperaceae","Piper","truncatum","Piper truncatum","Vell.",NA,"Wangler, MS","067","1997","01","26",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Rio Branco do Tinguá","-43.2075004577637","-22.9027996063232",NA,NA,"HUCP00016806","HUCP00016806",NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2020-02-08 10:11:47-03","NBC","NL-BOTANY","U.1482471","PreservedSpecimen","Plantae",NA,"Piperales","Piperaceae","Piper","pothifolium","Piper pothifolium","Kunth",NA,"Mexia YEJ",NA,"1930","07","24","Southern America","Brazil","Minas Gerais",NA,NA,"-42.876638","-20.756822",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1482471 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1482471","NL-U1482471",NA,NA,NA,NA,"Magnoliopsidae","-42.876638","-20.756822","U 0061303",NA,NA,NA,NA,NA,NA,NA
"25","2020-11-04 12:18:18-03","ESALQ","ESA","17431","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Piperaceae","Piper","truncatum","Piper truncatum",NA,"Colletta, G.D.","Moraes, P.L.R.","1165.0","1995","01","19",NA,"Brasil","São Paulo","São Miguel Arcanjo",NA,"-47.9900016784668","-23.8700008392334",NA,NA,"ESA017431","ESA017431",NA,NA,"27904","auto",NA,NA,NA,NA,"2007",NA,NA,NA,NA,NA,NA
"26","2021-01-14 15:32:55-03","MN","R","216606","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Piper","truncatum","Piper truncatum","Vell","Guimarães, E.F.","Silva, A.G.O.; Lacerda, R.W.","255","2012","03","12",NA,"Brasil","Rio de Janeiro","Magé","Rio do Ouro","-43.040599822998","-22.6527996063232",NA,NA,NA,NA,"349","349","20531","auto",NA,"43°06#?#02.71#?##?#W","22°34#?#42.24#?##?#S",NA,"2013",NA,NA,NA,NA,NA,NA
"27","2019-07-26 11:40:52-03","IPA","IPA","49917","S","Plantae","Plantae",NA,"Piperaceae","Piper","truncatum","Piper truncatum","Vell.","Guimarães, E.F.","S/C","49917","1984",NA,NA,"Southern America","Brasil",NA,NA,NA,NA,NA,NA,NA,"IPA0049917",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1984",NA,NA,NA,NA,NA,NA
"28","2020-12-20 21:18:52-03","UFV","VIC","2059","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Piper","truncatum","Piper truncatum","Vell.",NA,"Kulhmann","s.n.","1934","01","13",NA,"Brasil","Minas Gerais","Viçosa","ESAV","-42.8819007873535","-20.7539005279541",NA,NA,"VIC002059","VIC002059",NA,NA,"13937","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2019-11-21 14:41:57-03","UFJF","CESJ","31140","PreservedSpecimen","Plantae","Angiosperma",NA,"Piperaceae","Piper","truncatum","Piper truncatum","Vell.","D. Monteiro","P.C.L. Faria; et al.","s.n.","2000","04","29","América do Sul","Brasil","Minas Gerais","Descoberto","Reserva Biológica da Represa do Grama","-42.9674987792969","-21.4596996307373",NA,"Arbusto, com 2m. (coleta 136)","CESJ031140",NA,NA,NA,"11991","auto",NA,NA,NA,NA,"2008","08",NA,NA,NA,NA,NA
"30","2021-03-01 16:37:58-03","UNICAMP","UEC","116005","S","Plantae","Magnoliopsida",NA,"Piperaceae","Piper","truncatum","Piper truncatum","Vell.","Souza, VC","Ivanauskas, NM; Mazine, FF; et al.","4556","2000","04","20",NA,"Brazil","São Paulo","São Sebastião","Parque Estadual da Serra do Mar, Trilha das cachoeiras do ribeirão de Itu. 190 m.s.m. Floresta Ombrófila Densa de Encosta com sinais de perturbação.","-45.6","-23.75",NA,"Arbusto de 2,0 m, inflorescência castanha, beira de rio, área perturbada. Beira de rio.","UEC150040","UEC150040",NA,NA,NA,NA,NA,"-45.6","-23.75",NA,"2000","04",NA,NA,NA,NA,NA
"31","2021-02-23 17:06:25-03","UFES","VIES","49154","S","Plantae",NA,NA,"Piperaceae","Piper","truncatum","Piper truncatum","Vell.",NA,"Silva, H.L.; Lieven, L.J","97","2018","07","17",NA,"Brasil","Espírito Santo","Santa Teresa","Valsugana Velha, Mata da Chave Inglesa.","-40.592222","-19.971111",NA,NA,"VIES049154",NA,NA,NA,NA,NA,NA,"40º35'32''W","19º58'16''S",NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-04-27 16:11:07-03","UFES","VIES","12810","S","Plantae",NA,NA,"Piperaceae","Piper","truncatum","Piper truncatum","Vell.","Martins, G.H.","Martins, G.H.","111","2001","03","12",NA,"Brasil","Espírito Santo","Cariacica","Reserva Biológica de Duas Bocas.","-40.4199981689453","-20.2639007568359",NA,NA,"VIES012810","VIES012810",NA,NA,"18507","auto",NA,NA,NA,NA,"2001","06","14",NA,NA,NA,NA
"33","2020-12-21 16:39:48-03","MBM","MBM","87368","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Piper","truncatum","Piper truncatum","Vell.","Callejas, R.","Landrum, L.R.","4118",NA,NA,NA,"Southern America","Brazil","Rio de Janeiro","Rio de Janeiro","Floresta da Tijuca","-43.2075004577637","-22.9027996063232",NA,NA,"MBM087368","MBM087368",NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-12-21 16:39:48-03","MBM","MBM","392564","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Piper","truncatum","Piper truncatum","Vell.","Monteiro, D.","Kollmann, L.","11533","2009","04","11","Southern America","Brazil","Espírito Santo","Santa Leopoldina","Boqueirão do Santilho, Floresta na beira da estrada","-40.809258","-20.368519",NA,"Floresta Ombrófila Densa Montana.","MBM392564","MBM392564",NA,NA,NA,NA,NA,"-40.809258","-20.368519",NA,"2014","03",NA,NA,NA,NA,NA
"35","2020-12-21 16:39:48-03","MBM","MBM","172549","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Piper","truncatum","Piper truncatum","Vell.","Carvalho-Silva, M.","Hatschbach, G.; Silva, J.M.; Silva, J.M.","61417",NA,NA,NA,"Southern America","Brazil","Espírito Santo","Alfredo Chaves","Piper truncatum Vell.","-40.749698638916","-20.6350002288818",NA,NA,"MBM172549","MBM172549",NA,NA,"32447","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2020-12-21 16:39:48-03","MBM","MBM","238437","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Piper","truncatum","Piper truncatum","Vell.","Guimarães, E.F.","Boone, W.","551",NA,NA,NA,"Southern America","Brazil","Espírito Santo","Santa Teresa","Santa Teresa","-40.6002998352051","-19.9356002807617",NA,NA,"MBM238437","MBM238437",NA,NA,"23813","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2019-11-01 15:28:32-03","PUC-RIO","FCAB","2189","PreservedSpecimen","Plantae",NA,"Angiospermae","Piperaceae","Piper","truncatum","Piper truncatum","Vell.","Elsie F. Guimarães","P. Capell S.J.","s.n.","1953","01",NA,NA,"Brasil","Rio de Janeiro","Nova Friburgo",NA,"-42.5311012268066","-22.2819004058838",NA,"del fondo do parque Sda. Familia.","002189",NA,NA,NA,"33190","auto",NA,NA,NA,NA,"1986","03","19",NA,NA,NA,NA
"38","2015-09-03 18:46:19-03","MNHN","RECOLNAT_MNHN_P","P01645904","PreservedSpecimen",NA,NA,NA,"Piperaceae","Piper","pothifolium","Piper pothifolium","Kunth",NA,"Gaudichaud, C.",NA,"1831",NA,NA,NA,"Brésil",NA,NA,"Rio de Janeiro.",NA,NA,"hb","[spécimen d'intérêt GPI] <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01645904' target='other'> <mi>dwc_moreinfo</mi></a>","P01645904","P01645904_01 P01645904_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1105",NA,NA,NA
"39","2015-09-03 18:46:19-03","MNHN","RECOLNAT_MNHN_P","P01645905","PreservedSpecimen",NA,NA,NA,"Piperaceae","Piper","pothifolium","Piper pothifolium","Kunth",NA,"Gaudichaud, C.",NA,"1831",NA,NA,NA,"Brésil",NA,NA,"Rio de Janeiro.",NA,NA,"hb","[spécimen d'intérêt GPI] <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01645905' target='other'> <mi>dwc_moreinfo</mi></a>","P01645905","P01645905_01 P01645905_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1105",NA,NA,NA
"40","2015-10-15 23:58:56-03","MNHN","RECOLNAT_MNHN_P","P01645906","PreservedSpecimen",NA,NA,NA,"Piperaceae","Piper","pothifolium","Piper pothifolium","Kunth",NA,"Burchell, W.J.",NA,NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01645906' target='other'> <mi>dwc_moreinfo</mi></a>","P01645906","P01645906_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009",NA,NA,NA
"41","2015-10-15 23:58:28-03","MNHN","RECOLNAT_MNHN_P","P01645903","PreservedSpecimen",NA,NA,NA,"Piperaceae","Piper","pothifolium","Piper pothifolium","Kunth",NA,"Glaziou, A.",NA,"1888","1","28",NA,"Brasil","Rio de Janeiro","Teresópolis",NA,"-42.9655990600586","-22.4122009277344","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01645903' target='other'> <mi>dwc_moreinfo</mi></a>","P01645903","P01645903_01",NA,NA,"38539","auto",NA,NA,NA,NA,NA,NA,NA,"17229",NA,NA,NA
"42","2015-09-03 18:46:19-03","MNHN","RECOLNAT_MNHN_P","P01645901","PreservedSpecimen",NA,NA,NA,"Piperaceae","Piper","pothifolium","Piper pothifolium","Kunth",NA,"Mexia, Y.",NA,"1930","7","24",NA,"Brasil","Minas Gerais","Viçosa","Agricultural college lands, hill southeast of main buildings.","-42.8819007873535","-20.7539005279541","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01645901' target='other'> <mi>dwc_moreinfo</mi></a>","P01645901","P01645901_01","700",NA,"13937","auto",NA,NA,NA,NA,NA,NA,NA,"4903",NA,NA,NA
"43","2015-09-03 18:46:19-03","MNHN","RECOLNAT_MNHN_P","P01645902","PreservedSpecimen",NA,NA,NA,"Piperaceae","Piper","pothifolium","Piper pothifolium","Kunth",NA,"Glaziou, A.",NA,"1888","1","28",NA,"Brasil","Rio de Janeiro","Teresópolis","Brésil (Rio Jan.) Theresopolis.","-42.9655990600586","-22.4122009277344","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01645902' target='other'> <mi>dwc_moreinfo</mi></a>","P01645902","P01645902_01",NA,NA,"38539","auto",NA,NA,NA,NA,NA,NA,NA,"17229",NA,NA,NA
"44","2020-12-11 11:40:13-03","UFMG","BHCB","1307","PreservedSpecimen","Plantae","Dicotyledon",NA,"Piperaceae","Piper","pothifolium","Piper pothifolium","Kunth",NA,NA,"s.n.","1958","03",NA,"Southern America","Brasil","Minas Gerais","Belo Horizonte",NA,"-43.937801361084","-19.9207992553711",NA,"arbusto",NA,NA,NA,NA,"17082","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2021-02-11 17:21:14-03","UFPR","UPCB","66056","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Piper","truncatum","Piper truncatum","Vell.","Silva, T.M.","Kollmann, L. et al.","11533","2009","04","11",NA,"Brasil","Espírito Santo","Santa Leopoldina","Boqueirão do Santilho, floresta na beira da estrada. Floresta Ombrófila Densa Montana.","-40.483333","-22.216667",NA,"Arbusto 1,5m na meia sombra, espiga esbranquiçada..",NA,NA,"302","302",NA,NA,NA,"-40.483333","-22.216667",NA,"2016","08",NA,NA,NA,NA,NA
"46","2021-02-11 17:21:14-03","UFPR","UPCB","42577","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Piper","truncatum","Piper truncatum","Vell.","Queiroz, G.A.","Isernhagen, I.","315","2000","01","12",NA,"Brasil","Paraná","Adrianópolis","Parque Estadual das Lauráceas","-48.9911003112793","-24.6571998596191",NA,"Arbusto 1,7m, com frutos, em subosque de floresta primária..",NA,NA,NA,NA,"49901","auto",NA,NA,NA,NA,"2019","08","20",NA,NA,NA,NA
"47","2018-05-11 05:21:00-03","MO","MOBOT","100660930","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Piper","truncatum","Piper truncatum","Vell.","A. Bornstein","Renato de Mello-Silva|E. M. Nic Lughadha|B.L. Stannard|M.C. Assis","Mello-Silva 1542","1999","2","7","South America","Brazil","Espírito Santo","Alfredo Chaves","Sítio Monte Verde, ca. de 7 km de São Bento de Urânia na estrada de terra para Vitor Hugo.","-40.749698638916","-20.6350002288818",NA,NA,NA,NA,NA,NA,"32447","auto",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"48","2016-02-17 10:38:00-02","MO","MOBOT","100894968","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Piper","truncatum","Piper truncatum","Vell.","M.A. Jaramillo","M. Alejandra Jaramillo|R. Matheus","Jaramillo 971","2005","11","14","South America","Brazil","Rio de Janeiro","Rio de Janeiro (cidade)","Mata do Jardim Botânico, coletas acima de Serpro, mata ao lado do Rio Grotão.","-43.2166667","-22.95",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
