"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","order","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","continentOcean","country","locality","preparationType","occurrenceRemarks","barcode","imagecode","phylum","scientificNameAuthorship","identifiedBy","day","stateProvince","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","fieldNumber","individualCount","previousCatalogNumber"
"11","2021-02-18 09:30:19-03","UNESP-IBB","BOTU","31276","PreservedSpecimen","Plantae",NA,"Orchidaceae","Cyanaeorchis","arundinae","Cyanaeorchis arundinae","Cordeiro, J.","1686","1999","12",NA,"Brasil","Serra Quiriri, próximo a torre de rádio",NA,NA,"BOTU031276",NA,NA,"(Rchb.f.) Barb.Rodr.","Hatschbach, G.","28","Santa Catarina","Campo Alegre",NA,NA,NA,NA,NA,NA,"2000",NA,NA,"9999","9999",NA,NA,NA,NA
"12","2020-11-13 09:20:27-03","UFRJ","RFA","9389","PreservedSpecimen","Plantae",NA,"Orchidaceae","Cyanaeorchis","arundinae","Cyanaeorchis arundinae","G.G. Hatschbach","22888","1969","11",NA,"Brasil",NA,NA,"Do brejo, flor amarela","RFA31570",NA,NA,"(Rchb.f.) Barb.Rodr.","G.G. Hatschbach","16","Paraná","Faxinal","-51.3194007873535","-24.0002994537354",NA,NA,"22912","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2020-02-08 08:46:07-03","NBC","NL-BOTANY","L.1505922","PreservedSpecimen","Plantae","Asparagales","Orchidaceae","Cyanaeorchis","arundinae","Cyanaeorchis arundinae","Klein RM",NA,"1962","12","Southern America","Brazil","Plantas de Santa Catarina. Fazenda Carneiros, Caçador.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1505922 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1505922","NL-L1505922",NA,"(Rchb.f.) Barb.Rodr.",NA,"07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"14","2020-02-08 08:46:07-03","NBC","NL-BOTANY","WAG.1132018","PreservedSpecimen","Plantae","Asparagales","Orchidaceae","Cyanaeorchis","arundinae","Cyanaeorchis arundinae","Hatschbach GG",NA,"1974","11","Southern America","Brazil","Prefeitura Municipal de Curitiba. Col. Ste. Maria (cun.!Piraquara)",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1132018 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1132018","NL-WAG1132018",NA,"(Rchb.f.) Barb.Rodr.",NA,"26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"15","2020-02-08 08:46:07-03","NBC","NL-BOTANY","WAG.1132019","PreservedSpecimen","Plantae","Asparagales","Orchidaceae","Cyanaeorchis","arundinae","Cyanaeorchis arundinae","Hatschbach GG",NA,"1974","11","Southern America","Brazil","Prefeitura Municipal de Curitiba. Col. Ste. Maria (cun.!Piraquara)",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1132019 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1132019","NL-WAG1132019",NA,"(Rchb.f.) Barb.Rodr.",NA,"26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"16","2020-11-04 12:17:29-03","ESALQ","ESA","21028","PreservedSpecimen","Plantae",NA,"Orchidaceae","Cyanaeorchis","arundinae","Cyanaeorchis arundinae","Souza, V.C. et al.","7230.0","1994","11",NA,"Brasil",NA,NA,NA,"ESA021028","ESA021028","Magnoliophyta","(Reichb.f.) Barb. Rodr.","Barros, F.A. & Scaramuzza, C.A.M.","13","São Paulo","Itararé","-49.3400001525879","-24.1100006103516",NA,NA,"27729","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-31 13:40:48-03","MN","R","2994","PreservedSpecimen","Plantae",NA,"Orchidaceae","Cyanaeorchis","arundinae","Cyanaeorchis arundinae","Gaudichaud, C.","175",NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,"(Rchb. f.) Barb. Rodr.","Sampaio, A.J.",NA,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-31 13:40:48-03","MN","R","129449","PreservedSpecimen","Plantae",NA,"Orchidaceae","Cyanaeorchis","arundinae","Cyanaeorchis arundinae","Smith, L.B.; Klein, R.M. & Hatschbach, G.G.","15665","1971","12",NA,"Brasil",NA,NA,NA,NA,NA,NA,"(Rchb. f.) Barb. Rodr.","Pabst, G.F.J.","05","Paraná","Palmas","-51.9906005859375","-26.4841995239258",NA,NA,"46666","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-31 13:40:48-03","MN","R","220443","PreservedSpecimen","Plantae",NA,"Orchidaceae","Cyanaeorchis","arundinae","Cyanaeorchis arundinae","Smith, L.B.; Klein, R.M.","8559","1956","12",NA,"Brasil",NA,NA,NA,NA,NA,NA,"(Rchb. f.) Barb. Rodr.","Pabst, G.F.J.","11","Santa Catarina","Campo Alegre","-49.2655982971191","-26.1924991607666","900","900","37493","auto","1978","01","25",NA,NA,NA,NA,NA,NA
"20","2021-03-31 13:40:48-03","MN","R","220442","PreservedSpecimen","Plantae",NA,"Orchidaceae","Cyanaeorchis","arundinae","Cyanaeorchis arundinae","Smith, L.B.; Klein, R.M.","8275","1956","12",NA,"Brasil",NA,NA,NA,NA,NA,NA,"(Rchb. f.) Barb. Rodr.","Pabst, G.F.J.","04","Santa Catarina","Curitibanos","-50.584400177002","-27.2828006744385","800","800","25987","auto","1978","01","25",NA,NA,NA,NA,NA,NA
"21","2019-02-15 11:46:52-02","IPA","IPA","17848","S","Plantae",NA,"Orchidaceae","Cyanaeorchis","arundinae","Cyanaeorchis arundinae","Giulietti, A.M.;; Barroso, GM Mª José;; Barroso, GM Mª José;","509","1968","12","Southern America","Brasil","Chapada dos Veadeiros",NA,"Planta com 60cm de altura; flores amarelo-claras, rara.; Brejo.","IPA0017848",NA,"Plantae","(Rchb. f.) Barb. Rodr.","Berg, C. van den","21","Goiás",NA,NA,NA,NA,NA,NA,NA,"2002","07","12",NA,NA,NA,NA,NA,NA
"22","2019-08-27 13:26:34-03","IAP","PACA-AGP","50826","PreservedSpecimen","Plantae","Orchidales","Orchidaceae","Cyanaeorchis","arundinae","Cyanaeorchis arundinae","Hatschbach, G.","1773","1950","01",NA,"Brasil","Rincão",NA,"Obs.: Do brejo, flor amarela. Habitat: In paludosis alte dumetosis Fenofase: flor","PACA050826",NA,"Magnoliophyta","(Rchb.f.) Barb. Rodr.","Hoehne, Pabst","22","PR","São José dos Pinhais","-49.2064018249512","-25.5347003936768",NA,NA,"45291","auto","1954","09","03",NA,NA,"Liliatae",NA,NA,NA
"23","2019-08-27 13:26:34-03","IAP","PACA-AGP","30986","PreservedSpecimen","Plantae","Orchidales","Orchidaceae","Cyanaeorchis","arundinae","Cyanaeorchis arundinae","Rambo, B.",NA,"1946","01",NA,"Brasil","Vila Oliva",NA,"SEM MATERIAL Habitat: In paludosis alte dumetosis Fenofase: flor","PACA030986",NA,"Magnoliophyta","(Rchb.f.) Barb. Rodr.","Emrich-Rambo-Pabst","03","RS","Caxias do Sul","-51.1794013977051","-29.1681003570557",NA,NA,"49662","auto","1954","09","03",NA,NA,"Liliatae",NA,NA,NA
"24","2019-08-27 13:26:34-03","IAP","PACA-AGP","36572","PreservedSpecimen","Plantae","Orchidales","Orchidaceae","Cyanaeorchis","arundinae","Cyanaeorchis arundinae","Rambo, B.",NA,"1948","02",NA,"Brasil","Cambará",NA,"Habitat: In paludosis alte dumetosis Fenofase: flor","PACA036572",NA,"Magnoliophyta","(Rchb.f.) Barb. Rodr.","Emrich-Rambo-Pabst",NA,"RS","São Francisco de Paula","-50.5835990905762","-29.4480991363525",NA,NA,"76715","auto","1954","09","03",NA,NA,"Liliatae",NA,NA,NA
"25","2019-08-27 13:26:34-03","IAP","PACA-AGP","11592","PreservedSpecimen","Plantae","Orchidales","Orchidaceae","Cyanaeorchis","arundinae","Cyanaeorchis arundinae","P. Buck SJ",NA,"1944","01",NA,"Brasil","Faz. Englert",NA,"Habitat: In paludosis dumetosis Fenofase: flor","PACA011592",NA,"Magnoliophyta","(Rchb.f.) Barb. Rodr.","Emrich-Rambo-Pabst",NA,"RS","São Francisco de Paula","-50.5835990905762","-29.4480991363525",NA,NA,"76715","auto","1954","09","03",NA,NA,"Liliatae",NA,NA,NA
"26","2019-08-27 13:26:34-03","IAP","PACA-AGP","34838","PreservedSpecimen","Plantae","Orchidales","Orchidaceae","Cyanaeorchis","arundinae","Cyanaeorchis arundinae","Rambo, B.",NA,"1947","01",NA,"Brasil","Faz. da Ronda",NA,"Habitat: In paludosis alte dumetosis Fenofase: flor","PACA034838",NA,"Magnoliophyta","(Rchb.f.) Barb. Rodr.","Emrich-Rambo","05","RS","Vacaria","-50.9338989257812","-28.5121994018555",NA,NA,"63451","auto","1954","09","03",NA,NA,"Liliatae",NA,NA,NA
"27","2019-08-27 13:26:34-03","IAP","PACA-AGP","103242","PreservedSpecimen","Plantae","Orchidales","Orchidaceae","Cyanaeorchis","arundinae","Cyanaeorchis arundinae","J. Brustulin","64","2007","01",NA,"Brasil","Parque Municipal da Ronda.",NA,"Hábito: terrícola","PACA103242",NA,"Magnoliophyta","(Rchb.f.) Barb. Rodr.","R. Singer","07","RS","São Francisco de Paula","-50.594722","-29.450833",NA,NA,NA,NA,"2008","03","20","50°35'41W","29°27'03S","Liliatae",NA,NA,NA
"28","2019-08-27 13:26:34-03","IAP","PACA-AGP","1939","PreservedSpecimen","Plantae","Orchidales","Orchidaceae","Cyanaeorchis","arundinae","Cyanaeorchis arundinae","Rambo, B.",NA,"1937","01",NA,"Brasil",NA,NA,"Habitat: In paludosis alte dumetosis Fenofase: flor","PACA001939",NA,"Magnoliophyta","(Rchb.f.) Barb. Rodr.","Emrich-Rambo","14","RS","São Francisco de Paula","-50.5835990905762","-29.4480991363525",NA,NA,"76715","auto","1954","09","03",NA,NA,"Liliatae",NA,NA,NA
"29","2016-07-05 11:14:16-03","FFCLRP","LBMBP","1247","S","Plantae",NA,"Orchidaceae","Cyanaeorchis","arundinae","Cyanaeorchis arundinae",NA,NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,"(Rchb.f.) Barb.Rodr.","E.R.Pansarin",NA,"Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-04-07 11:46:53-03","UFMS","CGMS","46533","PreservedSpecimen","Plantae",NA,"Orchidaceae","Cyanaeorchis","arundinae","Cyanaeorchis arundinae","O.S. Ribas; J.M. Silva; E.F. Costa","5769","2004","01",NA,"Brasil","Medianeira.",NA,"Flor amarela. Fruto ausente. Habitat: Orla de brejo. Habito: Erva terrícola. 1,20 m de altura.","CGMS1076502",NA,NA,"(Rchb.f.) Barb.Rodr.","G. Hatschbach","09","Paraná","Piraquara","-49.0633010864258","-25.4416999816895",NA,NA,"12577","auto","2004",NA,NA,NA,NA,NA,NA,NA,NA
"31","2019-08-20 10:00:38-03","UNICAMP","UEC","25068","S","Plantae",NA,"Orchidaceae","Cyanaeorchis","arundinae","Cyanaeorchis arundinae","Shepherd, GJ; Shepherd, SLK","12866","1981","01",NA,"Brazil","Km 22. Em campo úmido.",NA,"Erva de 80 cm, flores amarelas, com lobos laterais do labelum cor-de-vinho.","UEC064432","UEC064432","Liliopsida","(Rchb.f.) Barb.Rodr.","Barros, F","02","São Paulo","Serra da Bocaina",NA,NA,"1780","1780",NA,NA,"1994","10","13",NA,NA,NA,NA,NA,NA
"32","2019-08-20 10:00:38-03","UNICAMP","UEC","25663","S","Plantae",NA,"Orchidaceae","Cyanaeorchis","arundinae","Cyanaeorchis arundinae","Leitão Filho, HF; Martins, FR; Tamashiro, JY; Gouvêa, LSK","1350","1981","10",NA,"Brazil","Campo do Saco",NA,"Erva de flores amarelas com lobos laterais do labelo castanho-avermelhados.","UEC064431","UEC064431","Liliopsida","(Rchb.f.) Barb.Rodr.","Barros, F","30","Minas Gerais","Poços de Caldas","-46.564722","-21.838889",NA,NA,NA,NA,"1982","02","04","-46.564722","-21.838889",NA,NA,NA,NA
"33","2021-03-01 16:20:10-03","UNICAMP","UEC","160552","S","Plantae",NA,"Orchidaceae","Cyanaeorchis","arundinae","Cyanaeorchis arundinae","Romero, R; Nakajima, JN; Furlan, A; Garcia, FCP","1284","1994","10",NA,"Brazil","PARNA Serra da Canastra, Campo hidromórfico, beira da mata.",NA,"Terrestre. Parasita, ca. 0,8 m. Cálice e corola externamente esverdeadas, internamente creme. Labelo amarelado e lateralmente vinho. coluna vinho.","UEC017222","UEC017222","Liliopsida","(Rchb.f.) Barb.Rodr.","Ribeiro","16","Minas Gerais","São Roque de Minas","-46.3657989501953","-20.2453002929688",NA,NA,"57119","auto","1997","05",NA,NA,NA,NA,NA,NA,NA
"34","2021-03-16 17:50:18-03","UCS","HUCS","23674","PreservedSpecimen","Plantae","Asparagales","Orchidaceae","Cyanaeorchis","arundinae","Cyanaeorchis arundinae","Ribas, O.S.","5769","2004","01",NA,"Brasil","Medianeira",NA,"flor amarela; terrícola - orla do brejo",NA,NA,"Angiospermae","(Rchb.f.) Barb. Rodr.","Hatschbach, G.","09","Paraná","Piraquara","-49.0633010864258","-25.4416999816895",NA,NA,"12577","auto","2004",NA,NA,NA,NA,NA,NA,NA,NA
"35","2020-12-21 16:38:21-03","MBM","MBM","27626","PreservedSpecimen","Plantae",NA,"Orchidaceae","Cyanaeorchis","arundinae","Cyanaeorchis arundinae","Hatschbach, G.","32777","1973","10","Southern America","Brazil","Rio Atuba",NA,NA,"MBM027626",NA,NA,"(Rchb.) Barb. Rodr.","Pabst, G.","30","Paraná","Curitiba","-49.2731018066406","-25.4277992248535",NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2020-12-21 16:38:21-03","MBM","MBM","49118","PreservedSpecimen","Plantae",NA,"Orchidaceae","Cyanaeorchis","arundinae","Cyanaeorchis arundinae","Hatschbach, G.","1099","1948","11","Southern America","Brazil","Engenheiro Bley",NA,NA,"MBM049118",NA,NA,"(Rchb.) Barb. Rodr.","Hoehne, F.C.","28","Paraná","Lapa","-49.7158012390137","-25.7696990966797",NA,NA,"49965","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-12-21 16:38:21-03","MBM","MBM","68767","PreservedSpecimen","Plantae",NA,"Orchidaceae","Cyanaeorchis","arundinae","Cyanaeorchis arundinae","Hatschbach, G.","43437","1980","12","Southern America","Brazil","10km a Leste de Palmas",NA,NA,"MBM068767",NA,NA,"(Rchb.) Barb. Rodr.","Hatschbach, G.","11","Paraná","Palmas","-51.9906005859375","-26.4841995239258",NA,NA,"46666","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-12-21 16:38:21-03","MBM","MBM","105337","PreservedSpecimen","Plantae",NA,"Orchidaceae","Cyanaeorchis","arundinae","Cyanaeorchis arundinae","Kummrow, R.; Graham, S.; Graham, S.","2642","1985","11","Southern America","Brazil","Rio Capitanduva",NA,NA,"MBM105337",NA,NA,"(Rchb.) Barb. Rodr.","Hatschbach, G.","08","Paraná","Piraquara","-49.0633010864258","-25.4416999816895",NA,NA,"12577","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2020-12-21 16:38:21-03","MBM","MBM","49119","PreservedSpecimen","Plantae",NA,"Orchidaceae","Cyanaeorchis","arundinae","Cyanaeorchis arundinae","Hatschbach, G.","1773","1950","01","Southern America","Brazil","Rinção",NA,NA,"MBM049119",NA,NA,"(Rchb.) Barb. Rodr.","Hoehne, F.C.","22","Paraná","São José dos Pinhais","-49.2064018249512","-25.5347003936768",NA,NA,"45291","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-12-21 16:38:21-03","MBM","MBM","100102","PreservedSpecimen","Plantae",NA,"Orchidaceae","Cyanaeorchis","arundinae","Cyanaeorchis arundinae","Waechter, J.L.","2000",NA,NA,"Southern America","Brazil","Estação Ecológica de Aracuri",NA,NA,"MBM100102",NA,NA,"(Rchb.) Barb. Rodr.","Waechter, J.L.",NA,"Rio Grande do Sul","Esmeralda","-51.190299987793","-28.0536003112793",NA,NA,"38649","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-12-21 16:38:21-03","MBM","MBM","14093","PreservedSpecimen","Plantae",NA,"Orchidaceae","Cyanaeorchis","arundinae","Cyanaeorchis arundinae","Hatschbach, G.","23285","1969","12","Southern America","Brazil","Rio Canguiri",NA,NA,"MBM014093",NA,NA,"(Rchb.) Barb. Rodr.","Hatschbach, G.","30","Paraná","Campina Grande do Sul","-49.0553016662598","-25.3055992126465",NA,NA,"55154","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2020-12-21 16:38:21-03","MBM","MBM","6477","PreservedSpecimen","Plantae",NA,"Orchidaceae","Cyanaeorchis","arundinae","Cyanaeorchis arundinae","Hatschbach, G.","18228","1967","12","Southern America","Brazil","Rodovia do Xisto",NA,NA,"MBM006477",NA,NA,"(Rchb.) Barb. Rodr.","Hatschbach, G.","31","Paraná","Contenda","-49.5346984863281","-25.6756000518799",NA,NA,"22732","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2020-12-21 16:38:21-03","MBM","MBM","12524","PreservedSpecimen","Plantae",NA,"Orchidaceae","Cyanaeorchis","arundinae","Cyanaeorchis arundinae","Hatschbach, G.","22888","1969","11","Southern America","Brazil","Faxinalzinho",NA,NA,"MBM012524",NA,NA,"(Rchb.) Barb. Rodr.","Hatschbach, G.","16","Paraná","Faxinal","-51.3194007873535","-24.0002994537354",NA,NA,"22912","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2020-12-21 16:38:21-03","MBM","MBM","105335","PreservedSpecimen","Plantae",NA,"Orchidaceae","Cyanaeorchis","arundinae","Cyanaeorchis arundinae","Kummrow, R.; Graham, S.; Graham, S.","2671","1985","11","Southern America","Brazil","Fazenda Noricun, 9km a Oeste de Guarapuava",NA,NA,"MBM105335",NA,NA,"(Rchb.) Barb. Rodr.",NA,"13","Paraná","Guarapuava","-51.4580993652344","-25.395299911499",NA,NA,"53832","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2020-12-21 16:38:21-03","MBM","MBM","34528","PreservedSpecimen","Plantae",NA,"Orchidaceae","Cyanaeorchis","arundinae","Cyanaeorchis arundinae","Hatschbach, G.","35541","1974","11","Southern America","Brazil","Colônia Santa Maria",NA,NA,"MBM034528",NA,NA,"(Rchb.) Barb. Rodr.","Hatschbach, G.","26","Paraná","Piraquara","-49.0633010864258","-25.4416999816895",NA,NA,"12577","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2020-12-21 16:38:21-03","MBM","MBM","360679","PreservedSpecimen","Plantae",NA,"Orchidaceae","Cyanaeorchis","arundinae","Cyanaeorchis arundinae","Andrade, B.O.","418","2009","11","Southern America","Brazil","Nascente do rio Tibagi",NA,"Campos hidrófilos sobre organossolo","MBM360679",NA,NA,"(Rchb.) Barb. Rodr.","Andrade, B.O.","16","Paraná","Ponta Grossa","-50.1618995666504","-25.0949993133545","1096","1096","46557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2020-12-21 16:38:21-03","MBM","MBM","16585","PreservedSpecimen","Plantae",NA,"Orchidaceae","Cyanaeorchis","arundinae","Cyanaeorchis arundinae","Hatschbach, G.","25107","1970","10","Southern America","Brazil","Rio Anhanduí",NA,NA,"MBM016585",NA,NA,"(Rchb.) Barb. Rodr.","Hatschbach, G.","23","Mato Grosso","Rio Brilhante",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2020-12-21 16:38:21-03","MBM","MBM","414482","PreservedSpecimen","Plantae",NA,"Orchidaceae","Cyanaeorchis","arundinae","Cyanaeorchis arundinae","Silva, J.M.; Noguchi, G.; Sayden, D.; Noguchi, G.; Sayden, D.","9980","2017","12","Southern America","Brazil","PCH Rio Iapó, Fazenda do Pulo",NA,"Erva terrícola; flor amarela.; Floresta Ombrófila Mista Aluvial.","MBM414482","MBM414482",NA,"(Rchb.) Barb. Rodr.","Engels, M.E.","01","Paraná","Castro","-50.142222","-24.716111","975","975",NA,NA,"2018","01","09","-50.142222","-24.716111",NA,NA,NA,NA
"49","2020-12-21 16:38:21-03","MBM","MBM","12514","PreservedSpecimen","Plantae",NA,"Orchidaceae","Cyanaeorchis","arundinae","Cyanaeorchis arundinae","Hatschbach, G.","23285","1969","12","Southern America","Brazil","Rio Canguiri",NA,NA,"MBM012514",NA,NA,"(Rchb.) Barb. Rodr.","Hatschbach, G.","30","Paraná","Campina Grande do Sul","-49.0553016662598","-25.3055992126465",NA,NA,"55154","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
