"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","coordinatePrecision","barcode","geoFlag","recordNumber","phylum","order","continentOcean","locality","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","class","typeStatus","individualCount","imagecode"
"11","2021-02-07 08:35:31-03","MN","R","104651","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","vidalii","Vriesea vidalii","L.B. Sm. & Handro",NA,NA,NA,NA,"Vidal, J.","1952","06",NA,"Brasil","Rio de Janeiro","Teresópolis","-42.9655990600586","-22.4122009277344","38539","R010019880","auto","3218",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-02-07 08:35:31-03","MN","R","104633","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","vidalii","Vriesea vidalii","L.B. Sm. & Handro",NA,NA,NA,NA,"Vidal, J.","1952","06",NA,"Brasil","Rio de Janeiro","Teresópolis","-42.9655990600586","-22.4122009277344","38539","R010018791","auto","3236",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-02-07 08:35:31-03","MN","R","104630","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","vidalii","Vriesea vidalii","L.B. Sm. & Handro",NA,NA,NA,NA,"Vidal, J.","1952","06",NA,"Brasil","Rio de Janeiro","Teresópolis","-42.9655990600586","-22.4122009277344","38539","R010018793","auto","3235",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-02-07 08:35:31-03","MN","R","104629","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","vidalii","Vriesea vidalii","L.B. Sm. & Handro",NA,NA,NA,NA,"Vidal, J.","1952","06",NA,"Brasil","Rio de Janeiro","Teresópolis","-42.9655990600586","-22.4122009277344","38539","R010019878","auto","3206",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2020-10-01 14:26:22-03","JBB","HEPH","34364","S","Plantae","Bromeliaceae","Vriesea","vidalii","Vriesea vidalii","L.B.Sm. & Handro",NA,NA,NA,NA,"Machado, TM; Moreira, SN; Falcão, BF; Freitas, FS","2014","03","19","Brasil","Rio de Janeiro","Teresópolis","-43.0152","-22.2743",NA,NA,NA,"596A,B","Monocotyledon","Poales","Southern America","Parque Nacional da Serra dos Órgãos, Arredores da Pedra do Sino","-43.0152","-22.2743","2162","2162",NA,NA,NA,NA,NA
"16","2020-12-11 11:43:36-03","UFMG","BHCB","188153","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","vidalii","Vriesea vidalii","L.B.Sm. & Handro",NA,NA,NA,NA,"Machado, TM; Moreira, SN; Falcão, BF; Freitas, FS","2014","03","19","Brasil","Rio de Janeiro","Teresópolis","-43.031111","-22.461944",NA,"BHCB188153",NA,"596","Monocotyledon",NA,"Southern America","Parque Nacional da Serra dos Órgãos, Arredores da Pedra do Sino","-43.031111","-22.461944","2162","2162","Epífita em paredão rochoso, muitos indivíduos. Folhas verdes, escapo vináceo, brácteas foliaceas, bráctea floral rosa, sépala amarela e pétala amarela",NA,NA,NA,NA
"17","2020-09-12 05:00:02-03","US","US","2598589","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","vidalii","Vriesea vidalii","L.B. Sm. & Handro in L.B. Sm.",NA,NA,NA,NA,"J. Vidal","1952","6",NA,"Brazil","Rio de Janeiro",NA,NA,NA,NA,"US01101016",NA,"II 3267",NA,"Bromeliales","South America - Neotropics","Near Abrio no. 2, Serro dos Orgaos, Terezopolis.",NA,NA,NA,NA,NA,"Monocotyledonae","Isotype","1","US01101016_01"
"18","2020-09-12 05:00:02-03","US","US","2598588","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","vidalii","Vriesea vidalii","L.B. Sm. & Handro in L.B. Sm.",NA,NA,NA,NA,"J. Vidal","1952","6",NA,"Brazil","Rio de Janeiro",NA,NA,NA,NA,"US00091232",NA,"II 3267",NA,"Bromeliales","South America - Neotropics","Near Abrio no. 2, Serro dos Orgaos, Terezopolis.",NA,NA,NA,NA,NA,"Monocotyledonae","Holotype","1","US00091232_01"
"19","2021-03-05 16:09:37-03","MN","R-TIPOS","104739a","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","vidalii","Vriesea vidalii","L.B. Sm. & Handro","Smith, L.B.",NA,NA,NA,"Vidal, J.","1952","06",NA,"Brasil","Rio de Janeiro","Teresópolis","-42.9655990600586","-22.4122009277344","38539","R000104739a","auto","II - 3267",NA,NA,NA,"Serra dos Órgãos",NA,NA,"1550","1550",NA,NA,"Isotypus",NA,"R000104739a_001"
"20","2021-03-05 16:09:37-03","MN","R-TIPOS","104739","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","vidalii","Vriesea vidalii","L.B. Sm. & Handro","Smith, L.B.",NA,NA,NA,"Vidal, J.","1952","06",NA,"Brasil","Rio de Janeiro","Teresópolis","-42.9655990600586","-22.4122009277344","38539","R000104739","auto","II - 3267",NA,NA,NA,"Serra dos Órgãos",NA,NA,"1550","1550",NA,NA,"Isotypus",NA,"R000104739_001 R000104739_002"
