"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","phylum","order","continentOcean","preparationType","coordinatePrecision","geoFlag","class","relatedCatalogItem","relationshipType","fieldNumber","individualCount","infraspecificEpithet","typeStatus","sex"
"19","2021-03-15 16:37:00-03","NY","NYBG","1040101","PreservedSpecimen","Plantae","Euphorbiaceae","Bernardia","pulchella","Bernardia pulchella","(Baill.) Müll.Arg.","A. Cervantes-Maldonado",NA,NA,NA,"R. Reitz","14478","1962","12","22","Brazil","Santa Catarina","Anita Garibaldi","Anita Garibaldi","-51.13","-27.6894",NA,NA,"700","700","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1502251' target='other'> <mi>dwc_moreinfo</mi></a>","NY01040101","NY01040101_01","Magnoliophyta","Malpighiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","1040089","PreservedSpecimen","Plantae","Euphorbiaceae","Bernardia","pulchella","Bernardia pulchella","(Baill.) Müll.Arg.","A. Cervantes-Maldonado",NA,NA,NA,"G. G. Hatschbach","21547","1969","05","18","Brazil","Paraná","Terra Boa","Rio Ligeiro","-52.4442","-23.7683",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1502220' target='other'> <mi>dwc_moreinfo</mi></a>","NY01040089","NY01040089_01","Magnoliophyta","Malpighiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","3948814","PreservedSpecimen","Plantae","Euphorbiaceae","Bernardia","pulchella","Bernardia pulchella","(Baill.) Müll.Arg.",NA,NA,NA,NA,"M. H. Nee","30291","1984","11","01","Bolivia","La Paz","Nor Yungas","10 km by road (ca. 5 km by air) N and above Caranavi","-67.53","-15.78",NA,NA,"1400",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4238282' target='other'> <mi>dwc_moreinfo</mi></a>","NY03948814",NA,"Magnoliophyta","Malpighiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","1040086","PreservedSpecimen","Plantae","Euphorbiaceae","Bernardia","pulchella","Bernardia pulchella","(Baill.) Müll.Arg.","A. Cervantes-Maldonado",NA,NA,NA,"G. G. Hatschbach","13305","1965","12","10","Brazil","Paraná","Xambrê","Altônia.","-53.49","-23.7361",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1502210' target='other'> <mi>dwc_moreinfo</mi></a>","NY01040086","NY01040086_01","Magnoliophyta","Malpighiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","1040102","PreservedSpecimen","Plantae","Euphorbiaceae","Bernardia","pulchella","Bernardia pulchella","(Baill.) Müll.Arg.","A. Cervantes-Maldonado",NA,NA,NA,"R. Reitz","17530","1965","12","13","Brazil","Paraná","Ponta Grossa","Lagoa Dourada, Vila Velha, Ponta Grossa","-50.048917","-25.240899",NA,NA,"800","800","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1502255' target='other'> <mi>dwc_moreinfo</mi></a>","NY01040102","NY01040102_01","Magnoliophyta","Malpighiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","1040085","PreservedSpecimen","Plantae","Euphorbiaceae","Bernardia","pulchella","Bernardia pulchella","(Baill.) Müll.Arg.","A. Cervantes-Maldonado",NA,NA,NA,"C. Kozera","299","1996","11","06","Brazil","Paraná","Curitiba","Parque Barigui.","-49.22","-25.37",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1502209' target='other'> <mi>dwc_moreinfo</mi></a>","NY01040085","NY01040085_01","Magnoliophyta","Malpighiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","1040108","PreservedSpecimen","Plantae","Euphorbiaceae","Bernardia","pulchella","Bernardia pulchella","(Baill.) Müll.Arg.","A. Cervantes-Maldonado",NA,NA,NA,"R. A. Wasum","s.n.","1995","12","27","Brazil","Rio Grande do Sul","Erechim","Erechim - IBDF.","-52.2739","-27.6344",NA,NA,"780","780","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1502267' target='other'> <mi>dwc_moreinfo</mi></a>","NY01040108","NY01040108_01","Magnoliophyta","Malpighiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","3948824","PreservedSpecimen","Plantae","Euphorbiaceae","Bernardia","pulchella","Bernardia pulchella","(Baill.) Müll.Arg.",NA,NA,NA,NA,"V. Legname","5656L","1977","10","11","Argentina","Misiones",NA,"Camino de Puerto Iguazú a Eldorado",NA,NA,NA,NA,"230",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4238292' target='other'> <mi>dwc_moreinfo</mi></a>","NY03948824",NA,"Magnoliophyta","Malpighiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","3948839","PreservedSpecimen","Plantae","Euphorbiaceae","Bernardia","pulchella","Bernardia pulchella","(Baill.) Müll.Arg.",NA,NA,NA,NA,"S. A. Renvoize","3203","1978","10","22","Argentina","Misiones","Eldorado","5 km south of Eldorado, Ruta Nacional 12 Partially cleared forest",NA,NA,NA,NA,"200",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4238307' target='other'> <mi>dwc_moreinfo</mi></a>","NY03948839",NA,"Magnoliophyta","Malpighiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","1040095","PreservedSpecimen","Plantae","Euphorbiaceae","Bernardia","pulchella","Bernardia pulchella","(Baill.) Müll.Arg.","A. Cervantes-Maldonado",NA,NA,NA,"J. C. Lindeman","1128","1966","05","01","Brazil","Paraná",NA,"Brandalize, sawmill N of Rio Chopim, ca. 20 km. N of Clevelândia","-52.436319","-26.225361",NA,NA,"700","700","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1502237' target='other'> <mi>dwc_moreinfo</mi></a>","NY01040095","NY01040095_01","Magnoliophyta","Malpighiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","1040099","PreservedSpecimen","Plantae","Euphorbiaceae","Bernardia","pulchella","Bernardia pulchella","(Baill.) Müll.Arg.","A. Cervantes-Maldonado",NA,NA,NA,"R. Reitz","8071","1958","12","17","Brazil","Santa Catarina","Lauro Muller","Pinhal da Companhia, Lauro Muller-Urussanga","-49.3967","-28.3931",NA,NA,"300","300","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1502249' target='other'> <mi>dwc_moreinfo</mi></a>","NY01040099","NY01040099_01","Magnoliophyta","Malpighiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","1040087","PreservedSpecimen","Plantae","Euphorbiaceae","Bernardia","pulchella","Bernardia pulchella","(Baill.) Müll.Arg.","A. Cervantes-Maldonado",NA,NA,NA,"G. G. Hatschbach","13857","1966","02","13","Brazil","Paraná","Bituruna","Bituruna","-51.5525","-26.1617",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1502213' target='other'> <mi>dwc_moreinfo</mi></a>","NY01040087","NY01040087_01","Magnoliophyta","Malpighiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","1040088","PreservedSpecimen","Plantae","Euphorbiaceae","Bernardia","pulchella","Bernardia pulchella","(Baill.) Müll.Arg.","A. Cervantes-Maldonado",NA,NA,NA,"G. G. Hatschbach","16927","1967","08","23","Brazil","Paraná","Ortigueira","Bairro Alvorada.","-50.9494","-24.2083",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1502216' target='other'> <mi>dwc_moreinfo</mi></a>","NY01040088","NY01040088_01","Magnoliophyta","Malpighiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","1040070","PreservedSpecimen","Plantae","Euphorbiaceae","Bernardia","pulchella","Bernardia pulchella","(Baill.) Müll.Arg.","A. Cervantes-Maldonado",NA,NA,NA,"A. C. Allem","2184","1978","05","23","Brazil","Mato Grosso",NA,"Mun. Jateí. 10 km E Jateií",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1502179' target='other'> <mi>dwc_moreinfo</mi></a>","NY01040070","NY01040070_01","Magnoliophyta","Malpighiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","1040107","PreservedSpecimen","Plantae","Euphorbiaceae","Bernardia","pulchella","Bernardia pulchella","(Baill.) Müll.Arg.","J. F. Carrión",NA,NA,NA,"M. Sobral","4599","1985","12",NA,"Brazil","Rio Grande do Sul","Jaguari","Gruta Linha Um","-54.6897","-29.4975",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1502263' target='other'> <mi>dwc_moreinfo</mi></a>","NY01040107","NY01040107_01","Magnoliophyta","Malpighiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","1040100","PreservedSpecimen","Plantae","Euphorbiaceae","Bernardia","pulchella","Bernardia pulchella","(Baill.) Müll.Arg.","A. Cervantes-Maldonado",NA,NA,NA,"R. Reitz","8808","1959","04","25","Brazil","Santa Catarina","Lauro Muller","Pinhal da Companhia, Lauro Muller-Urussanga","-49.3967","-28.3931",NA,NA,"300","300","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1502250' target='other'> <mi>dwc_moreinfo</mi></a>","NY01040100","NY01040100_01","Magnoliophyta","Malpighiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","1015815","PreservedSpecimen","Plantae","Euphorbiaceae","Bernardia","pulchella","Bernardia pulchella","(Baill.) Müll.Arg.","I. Cordeiro",NA,NA,NA,"I. Cordeiro","1945","1999","04","06","Brazil","São Paulo","Ibiúna","Próximo ao km 63 da Rodovia SP-250, Bairro de Morro Grande.","-47.22","-23.65",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1113865' target='other'> <mi>dwc_moreinfo</mi></a>","NY01015815","NY01015815_01","Magnoliophyta","Malpighiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","1040094","PreservedSpecimen","Plantae","Euphorbiaceae","Bernardia","pulchella","Bernardia pulchella","(Baill.) Müll.Arg.","A. Cervantes-Maldonado",NA,NA,NA,"G. Jönsson","11a","1914","03","10","Brazil","Paraná","Curitiba","Curityba opp.","-49.2731","-25.4278",NA,NA,"900",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1502233' target='other'> <mi>dwc_moreinfo</mi></a>","NY01040094","NY01040094_01","Magnoliophyta","Malpighiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","1040098","PreservedSpecimen","Plantae","Euphorbiaceae","Bernardia","pulchella","Bernardia pulchella","(Baill.) Müll.Arg.","A. Cervantes-Maldonado",NA,NA,NA,"B. Rambo","49709","1951","02","06","Brazil","Santa Catarina","Itapiranga","Itapiranga ad fl. Uruguay, Pepery, Sta. Catarina","-53.7119","-27.1694",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1502245' target='other'> <mi>dwc_moreinfo</mi></a>","NY01040098","NY01040098_01","Magnoliophyta","Malpighiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","1040071","PreservedSpecimen","Plantae","Euphorbiaceae","Bernardia","pulchella","Bernardia pulchella","(Baill.) Müll.Arg.","A. Cervantes-Maldonado",NA,NA,NA,"A. C. Allem","2185","1978","05","23","Brazil","Mato Grosso",NA,"Mun. Jateí. 10 km E Jateií",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1502182' target='other'> <mi>dwc_moreinfo</mi></a>","NY01040071","NY01040071_01","Magnoliophyta","Malpighiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","1040104","PreservedSpecimen","Plantae","Euphorbiaceae","Bernardia","pulchella","Bernardia pulchella","(Baill.) Müll.Arg.","A. Cervantes-Maldonado",NA,NA,NA,"L. Riedel","s.n.",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1502259' target='other'> <mi>dwc_moreinfo</mi></a>","NY01040104","NY01040104_01","Magnoliophyta","Malpighiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","1040083","PreservedSpecimen","Plantae","Euphorbiaceae","Bernardia","pulchella","Bernardia pulchella","(Baill.) Müll.Arg.","A. Cervantes-Maldonado",NA,NA,NA,"G. Davidse","11277","1976","03","14","Brazil","Paraná","Guaraniaçu","9 km E of Guaraniaçu along Highway BR-277 to Curitiba","-52.8781","-25.1008",NA,NA,"950","950","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1502206' target='other'> <mi>dwc_moreinfo</mi></a>","NY01040083","NY01040083_01","Magnoliophyta","Malpighiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","1040091","PreservedSpecimen","Plantae","Euphorbiaceae","Bernardia","pulchella","Bernardia pulchella","(Baill.) Müll.Arg.","A. Cervantes-Maldonado",NA,NA,NA,"G. G. Hatschbach","37354","1975","10","25","Brazil","Paraná","Cascavel","Autodromo de Cascavel.","-53.4553","-24.9558",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1502224' target='other'> <mi>dwc_moreinfo</mi></a>","NY01040091","NY01040091_01","Magnoliophyta","Malpighiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","573290","PreservedSpecimen","Plantae","Euphorbiaceae","Bernardia","pulchella","Bernardia pulchella","(Baill.) Müll.Arg.","S. F. Smith",NA,NA,NA,"R. A. Wasum","1101","2001","06","03","Brazil","Rio Grande do Sul","Sao Francisco de Paula","Linha S. Paulo","-50.5833","-29.4483",NA,NA,"830","830","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=75331' target='other'> <mi>dwc_moreinfo</mi></a>","NY00573290","NY00573290_01","Magnoliophyta","Malpighiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","1040105","PreservedSpecimen","Plantae","Euphorbiaceae","Bernardia","pulchella","Bernardia pulchella","(Baill.) Müll.Arg.","A. Cervantes-Maldonado",NA,NA,NA,"L. B. Smith","9712","1957","01","01","Brazil","Santa Catarina","Mondaí","Ruderal south of Descanso","-53.4017","-27.1031",NA,NA,"500","600","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1502260' target='other'> <mi>dwc_moreinfo</mi></a>","NY01040105","NY01040105_01","Magnoliophyta","Malpighiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-03-15 16:37:00-03","NY","NYBG","1040092","PreservedSpecimen","Plantae","Euphorbiaceae","Bernardia","pulchella","Bernardia pulchella","(Baill.) Müll.Arg.","A. Cervantes-Maldonado",NA,NA,NA,"E. Henz","35739","1946","12","20","Brazil","Rio Grande do Sul",NA,"S. Salvador, Montenegro",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1502227' target='other'> <mi>dwc_moreinfo</mi></a>","NY01040092","NY01040092_01","Magnoliophyta","Malpighiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
