"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","continentOcean","country","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","year","month","day","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","class","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","relatedCatalogItem","dayIdentified","fieldNumber","typeStatus","individualCount"
"12","2019-08-27 13:36:19-03","IAP","PACA-AGP","77984","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Pteridaceae","Doryopteris","rediviva","Doryopteris rediviva","Fée","Sehnem, A.","9070",NA,"Brasil",NA,"Habitat: ad petras inter muscos","PACA077984",NA,"A. Sehnem SJ","1967","02","04","RJ",NA,"Serra do Itatiaia, parque",NA,NA,NA,NA,"Filicopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2019-08-27 13:36:19-03","IAP","PACA-AGP","115368","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Pteridaceae","Doryopteris","rediviva","Doryopteris rediviva","Fée","Sehnem, A.","7103",NA,"Brasil",NA,"Habitat: ad rupes granit.","PACA115368",NA,"A. Sehenm","1957","05","05","RJ","Nova Friburgo",NA,"-42.5311012268066","-22.2819004058838","1","1","Filicopsida","33190","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2019-08-27 13:36:19-03","IAP","PACA-AGP","77983","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Pteridaceae","Doryopteris","rediviva","Doryopteris rediviva","Fée","Sehnem, A.","6736",NA,"Brasil",NA,"Habitat: ad rupes granit. in dumeto","PACA077983",NA,"A. Sehnem SJ","1955","01","23","RJ","Nova Friburgo","Duas Pedras","-42.5311012268066","-22.2819004058838","1000","1000","Filicopsida","33190","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2020-12-20 21:19:11-03","UFV","VIC","052598","PreservedSpecimen","Plantae",NA,NA,"Pteridaceae","Doryopteris","rediviva","Doryopteris rediviva","Fée","H.V. Pinto Junior; et al.","420",NA,"Brasil",NA,"Planta de 20 cm de altura, folhas verdes,habitando ilha de vegetação,sombra abundante.","VIC052598","VIC052598",NA,"2018","04","30","Espírito Santo","Mimoso do Sul","Pedra de Pontões, Inselberg granitico,Jardim dos Pontões.","-41.3664016723633","-21.0641994476318",NA,NA,NA,"29430","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-24 17:09:50-03","UFES","SAMES","6231","PreservedSpecimen","Plantae",NA,NA,"Pteridaceae","Doryopteris","rediviva","Doryopteris rediviva","Fée","Pinto Junior,H.V.; Cruz,G.P.R;Justino,W.S.","311",NA,"Brasil",NA,"Habito: Erva","SAMES06231",NA,"Smith-Braga","2016","05","26","Espírito Santo","Castelo",NA,"-41.184700012207","-20.6035995483398",NA,NA,NA,"23588","auto","2017","12","-410544444.0","-203066667.0",NA,"05",NA,NA,NA
"17","2019-11-21 14:54:20-03","UFJF","CESJ","3409","PreservedSpecimen","Plantae","Polypodiopsida",NA,"Pteridaceae","Doryopteris","rediviva","Doryopteris rediviva","Fée","A.C. Brade","s.n.","América do Sul","Brasil",NA,NA,"CESJ003409",NA,"A.C. Brade","1949","05","15","Espírito Santo","Castelo","Forno Grande","-41.184700012207","-20.6035995483398",NA,NA,NA,"23588","auto","1949",NA,NA,NA,NA,NA,NA,NA,NA
"18","2019-11-21 14:54:20-03","UFJF","CESJ","37117","PreservedSpecimen","Plantae","Polypodiopsida",NA,"Pteridaceae","Doryopteris","rediviva","Doryopteris rediviva","Fée","R.C. Forzza; V.R. Almeida; B.K.S. Franco","2095","América do Sul","Brasil",NA,"Folhas discolores, glaucas na face abaxial.","CESJ037117",NA,"A.G.S. Oliveira","2002","03","23","Minas Gerais","Descoberto","Reserva Biológica da Represa do Grama, Planta em solo arenoso, úmido.","-42.9674987792969","-21.4596996307373",NA,NA,NA,"11991","auto","2019","08",NA,NA,NA,NA,NA,NA,NA
"19","2019-11-21 14:54:20-03","UFJF","CESJ","56050","PreservedSpecimen","Plantae","Polypodiopsida",NA,"Pteridaceae","Doryopteris","rediviva","Doryopteris rediviva","Fée","F.S. Souza; J.H.C. Ribeiro; C.O.Rezende","903","América do Sul","Brasil",NA,"Terrestre no interior de mata.","CESJ056050",NA,"A.G.S. Oliveira","2010","04","09","Minas Gerais","Descoberto","Serra do Relógio, RPPN Alto da Boa Vista","-42.9674987792969","-21.4596996307373",NA,NA,NA,"11991","auto","2019","08",NA,NA,NA,NA,NA,NA,NA
"20","2019-11-21 14:54:20-03","UFJF","CESJ","65486","PreservedSpecimen","Plantae","Polypodiopsida",NA,"Pteridaceae","Doryopteris","rediviva","Doryopteris rediviva","Fée","L.V. Lima; E.J.O. Furtado","38","América do Sul","Brasil",NA,"Porção superior da trilha, sobre rochas, próximo a trecho d'água","CESJ065486",NA,"A.G.S. Oliveira","2014","03","22","Minas Gerais","Juiz de Fora","Parque da Lajinha, Trilha da água, parte da frente do parque","-43.3502998352051","-21.7642002105713",NA,NA,NA,"36144","auto","2019","08",NA,NA,NA,NA,NA,NA,NA
"21","2019-11-21 14:54:20-03","UFJF","CESJ","23176","PreservedSpecimen","Plantae","Polypodiopsida",NA,"Pteridaceae","Doryopteris","rediviva","Doryopteris rediviva","Fée","L. Krieger; et al.","CESJ23176","América do Sul","Brasil",NA,"Sobre rocha comum, substrato de húmus de mais ou menos 10cm.","CESJ023176","CESJ023176","A.G.S. Oliveira","1988","11","20","Minas Gerais",NA,"Parque Nacional do Caparaó, Vale Verde.",NA,NA,NA,NA,NA,NA,NA,"2019","08",NA,NA,NA,NA,NA,NA,NA
"22","2019-11-21 14:54:20-03","UFJF","CESJ","3408","PreservedSpecimen","Plantae","Polypodiopsida",NA,"Pteridaceae","Doryopteris","rediviva","Doryopteris rediviva","Fée","A.C. Brade","s.n.","América do Sul","Brasil",NA,NA,"CESJ003408",NA,"A.G.S. Oliveira","1935","05","14","Rio de Janeiro",NA,"Pico da Tijuca",NA,NA,NA,NA,NA,NA,NA,"2019","08",NA,NA,NA,NA,NA,NA,NA
"23","2019-11-21 14:54:20-03","UFJF","CESJ","3411","PreservedSpecimen","Plantae","Polypodiopsida",NA,"Pteridaceae","Doryopteris","rediviva","Doryopteris rediviva","Fée","A.C. Brade","s.n.","América do Sul","Brasil",NA,NA,"CESJ003411",NA,"A.G.S. Oliveira",NA,NA,NA,"Rio de Janeiro","Santa Madalena","Alto do Desengano",NA,NA,NA,NA,NA,NA,NA,"2019","08",NA,NA,NA,NA,NA,NA,NA
"24","2019-11-21 14:54:20-03","UFJF","CESJ","56008","PreservedSpecimen","Plantae","Polypodiopsida",NA,"Pteridaceae","Doryopteris","rediviva","Doryopteris rediviva","Fée","F.S. Souza; J.H.C. Ribeiro; C.O.Rezende","871","América do Sul","Brasil",NA,"Terrestre na borda de mata.","CESJ056008",NA,"A.G.S. Oliveira","2010","04","09","Minas Gerais","Descoberto","Serra do Relógio, RPPN Alto da Boa Vista","-42.9674987792969","-21.4596996307373",NA,NA,NA,"11991","auto","2019","08",NA,NA,NA,NA,NA,NA,NA
"25","2019-11-21 14:54:20-03","UFJF","CESJ","65470","PreservedSpecimen","Plantae","Polypodiopsida",NA,"Pteridaceae","Doryopteris","rediviva","Doryopteris rediviva","Fée","L.V. Lima","22","América do Sul","Brasil",NA,"Sobre tapete de musgos, a beira d'água, porção superior da trilha","CESJ065470",NA,"A.G.S. Oliveira","2013","11","21","Minas Gerais","Juiz de Fora","Parque da Lajinha, Trilha da água, parte da frente do parque","-43.3502998352051","-21.7642002105713",NA,NA,NA,"36144","auto","2019","08",NA,NA,NA,NA,NA,NA,NA
"26","2019-11-21 14:54:20-03","UFJF","CESJ","53543","PreservedSpecimen","Plantae","Polypodiopsida",NA,"Pteridaceae","Doryopteris","rediviva","Doryopteris rediviva","Fée","F.S. Souza; J.H.C. Ribeiro","698","América do Sul","Brasil",NA,"Terrestre em interior de mata.","CESJ053543",NA,"A.G.S. Oliveira","2009","05","31","Minas Gerais","Lima Duarte","Serra Negra, Fazenda Serra Negra.","-43.793098449707","-21.8425006866455",NA,NA,NA,"30417","auto","2019","08",NA,NA,NA,NA,NA,NA,NA
"27","2021-03-01 16:43:57-03","UNICAMP","UEC","47748","S","Plantae","Pteridophyta",NA,"Pteridaceae","Doryopteris","rediviva","Doryopteris rediviva","Fée","Bernacci, LC; Grombone-Guaratini, MT; Meira Neto, JAA; Leitão Filho, HF; Tamashiro, JY","19676",NA,"Brazil",NA,"Herbáceo, rupícola, folhas carnosas, nervuras conspícuas mais claras em ambas superfícies.; Crescendo onde se acumulam materiais em decomposição.","UEC076345","UEC076345","Windisch, PG","1987","06","02","São Paulo","Atibaia","Fazenda Grota Funda - Pedra Grande","-46.5499992370605","-23.1100006103516",NA,NA,NA,"21675","auto","1988","01",NA,NA,NA,NA,NA,NA,NA
"28","2020-12-21 17:47:13-03","UFPB","JPB","17915","PreservedSpecimen","Plantae","Ferns","Fern","Pteridaceae","Doryopteris","rediviva","Doryopteris rediviva","Fée","Felix, LP; Dornelas, GV","1801","Southern America","Brasil",NA,"; DESC: Rupícola","JPB0017915","JPB0017915","Santana, ES","1989","03","25","Pernambuco","Brejo da Madre de Deus","Fazenda Bituri","-36.3711013793945","-8.14583015441895",NA,NA,NA,"34231","auto","1989",NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-31 19:17:48-03","UCS","HUCS","51597","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Pteridaceae","Doryopteris","rediviva","Doryopteris rediviva","Fée","Gonzatti, F.","3894",NA,"Brasil",NA,"Erva rosetada em lageado úmido e em sucessão, junto à arroio. Vale Verde.","HUCS007595",NA,"Gonzatti, F.","2017","11","13","Minas Gerais","Alto Caparaó","Parque Nacional do Caparaó","-41.837111","-20.409917","1350","1350",NA,NA,NA,"2021","02","-41.837111","-20.409917",NA,NA,NA,NA,NA
"30","2019-11-22 18:44:27-03","UFES","VIES","16569","S","Plantae",NA,NA,"Pteridaceae","Doryopteris","rediviva","Doryopteris rediviva","Fée","Gomes, J.M.L.","1919",NA,"Brasil",NA,NA,"VIES016569","VIES016569","A.G.S. Oliveira","1993","05","23","Espírito Santo","Domingos Martins","Panelas.","-40.6591987609863","-20.3633003234863",NA,NA,NA,"48150","auto","2019","10",NA,NA,NA,"11",NA,NA,NA
"31","2019-11-22 18:44:27-03","UFES","VIES","2024","S","Plantae",NA,NA,"Pteridaceae","Doryopteris","rediviva","Doryopteris rediviva","Fée","Pereira, O.J.; Fabris, L.C. & Thomaz, L.D.","1339",NA,"Brasil",NA,NA,"VIES002024","VIES002024","A.G.S. Oliveira","1987","10","29","Espírito Santo","Domingos Martins","Pedra Azul.","-40.6591987609863","-20.3633003234863",NA,NA,NA,"48150","auto","2019","10",NA,NA,NA,"11",NA,NA,NA
"32","2019-11-22 18:44:27-03","UFES","VIES","20470","S","Plantae",NA,NA,"Pteridaceae","Doryopteris","rediviva","Doryopteris rediviva","Fée","Couto, D.R.; Pereira, M.A.; Pinto-Júnior, H. & Trugilho, G.A.","1235",NA,"Brasil",NA,NA,"VIES020470","VIES020470","A.G.S. Oliveira","2009","08","20","Espírito Santo","Mimoso do Sul","Pedra dos Pontões.","-41.3664016723633","-21.0641994476318",NA,NA,NA,"29430","auto","2019","10",NA,NA,NA,"11",NA,NA,NA
"33","2019-12-06 19:30:12-03","UFES","VIES","41528","S","Plantae",NA,NA,"Pteridaceae","Doryopteris","rediviva","Doryopteris rediviva","Fée","Cardoso, W.C.; Iglesias, D.T.; Silva, L.A.; Barros, P.H.D.; Freitas, J.","317",NA,"Brasil",NA,NA,"VIES041528","VIES041528","A.G.S. Oliveira","2015","02","04","Espírito Santo","Vargem Alta","Morro de São Carlos.","-40.9675","-20.676111",NA,NA,NA,NA,NA,"2019","10","40º58'3''W","20º40'34''S",NA,"11",NA,NA,NA
"34","2019-11-22 18:44:27-03","UFES","VIES","33911","S","Plantae",NA,NA,"Pteridaceae","Doryopteris","rediviva","Doryopteris rediviva","Fée","Zorzanelli, J.P.F.","1066",NA,"Brasil",NA,NA,"VIES033911","VIES033911","A.G.S. Oliveira","2014","08","01","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803","1447","1447",NA,"32198","auto","2019","10",NA,NA,NA,"11",NA,NA,NA
"35","2019-11-22 18:44:27-03","UFES","VIES","26710","S","Plantae",NA,NA,"Pteridaceae","Doryopteris","rediviva","Doryopteris rediviva","Fée","Viégas, G.M.F.","260",NA,"Brasil",NA,NA,"VIES026710","VIES026710","A.G.S. Oliveira","1994","06","27","Espírito Santo","Marechal Floriano","Sítio Bressan.","-40.6831016540527","-20.4127998352051",NA,NA,NA,"23038","auto","2019","10",NA,NA,NA,"11",NA,NA,NA
"36","2020-12-21 16:42:21-03","MBM","MBM","249750","PreservedSpecimen","Plantae",NA,NA,"Pteridaceae","Doryopteris","rediviva","Doryopteris rediviva","Fée","Melo, E.; et al.; et al.","1382","Southern America","Brazil",NA,NA,"MBM249750","MBM249750","Barros, F.C.L.","1994","11","24","Bahia","Lençóis","Serra da Chapadinha","-41.3899993896484","-12.563099861145",NA,NA,NA,"47385","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-12-21 16:42:21-03","MBM","MBM","195813","PreservedSpecimen","Plantae",NA,NA,"Pteridaceae","Doryopteris","rediviva","Doryopteris rediviva","Fée","Hatschbach, G.; Silva, J.M.; Deodato, F.; Silva, J.M.; Deodato, F.","65219","Southern America","Brazil",NA,NA,"MBM195813","MBM195813","Smith, A.R.","1996","07","06","Espírito Santo","Venda Nova do Imigrante","Mata Fria","-41.1347007751465","-20.3397006988525",NA,NA,NA,"15909","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-12-21 16:42:21-03","MBM","MBM","4570","PreservedSpecimen","Plantae",NA,NA,"Pteridaceae","Doryopteris","rediviva","Doryopteris rediviva","Fée","Tessmann, G.","479","Southern America","Brazil",NA,NA,"MBM004570","MBM004570","Brade, A.C.","1951","02","13","Paraná","Morretes","Estação Marumbi","-48.834400177002","-25.476900100708",NA,NA,NA,"30514","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2019-11-01 15:28:48-03","PUC-RIO","FCAB","0184","PreservedSpecimen","Plantae",NA,"Pteridophyta","Pteridaceae","Doryopteris","rediviva","Doryopteris rediviva","Fée","P.E. Leite S.J.","s.n.",NA,"Brasil",NA,NA,"000184",NA,NA,"1947","10",NA,"Rio de Janeiro","Nova Friburgo",NA,"-42.5311012268066","-22.2819004058838",NA,NA,NA,"33190","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2016-08-03 15:23:31-03","MNHN","RECOLNAT_MNHN_P","P01248071","PreservedSpecimen",NA,NA,NA,"Pteridophyta","Doryopteris","rediviva","Doryopteris rediviva","Fée","Ule, E.",NA,NA,"Brasilien","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01248071' target='other'> <mi>dwc_moreinfo</mi></a>","P01248071","P01248071_01","Rosenstock","1887",NA,NA,NA,NA,"Brasilien: Felsen am Aquadukt der Corcovado bei Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"255",NA,NA
"41","2015-09-03 16:32:20-03","MNHN","RECOLNAT_MNHN_P","P01248072","PreservedSpecimen",NA,NA,NA,"Pteridophyta","Doryopteris","rediviva","Doryopteris rediviva","Fée","Ule, E.H.G.",NA,NA,"Brésil","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01248072' target='other'> <mi>dwc_moreinfo</mi></a>","P01248072","P01248072_01","Rosenstock","1885","6",NA,NA,NA,"Brasilien, Provinz. St. Catharina: an Felswanden des Pao d'Assucar, Sao Francisco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"114",NA,NA
"42","2015-09-03 16:32:20-03","MNHN","RECOLNAT_MNHN_P","P01248075","PreservedSpecimen",NA,NA,NA,"Pteridophyta","Doryopteris","rediviva","Doryopteris rediviva","Fée","Schwacke",NA,NA,"Brasil","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01248075' target='other'> <mi>dwc_moreinfo</mi></a>","P01248075","P01248075_01",NA,NA,NA,NA,"Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2015-09-17 00:34:29-03","MNHN","RECOLNAT_MNHN_P","P00477694","PreservedSpecimen",NA,NA,NA,"Pteridophyta","Doryopteris","rediviva","Doryopteris rediviva","Fée","Glaziou, A.",NA,NA,"Brésil","hb","Herb. E. Cosson <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00477694' target='other'> <mi>dwc_moreinfo</mi></a>","P00477694","P00477694_01",NA,"1871","1","21",NA,NA,"Rio Janeiro, Tijuca, Pedra de José Sineiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5341","isotype",NA
"44","2015-09-17 00:33:03-03","MNHN","RECOLNAT_MNHN_P","P00477704","PreservedSpecimen",NA,NA,NA,"Pteridophyta","Doryopteris","rediviva","Doryopteris rediviva","Fée","Glaziou, A.",NA,NA,"Brésil","hb","Herbier H. Christ 9 février 1910 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00477704' target='other'> <mi>dwc_moreinfo</mi></a>","P00477704","P00477704_01 P00477704_02",NA,NA,NA,NA,NA,NA,"Brésil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2015-09-03 16:29:02-03","MNHN","RECOLNAT_MNHN_P","P00477705","PreservedSpecimen",NA,NA,NA,"Pteridophyta","Doryopteris","rediviva","Doryopteris rediviva","Fée","Glaziou, A.",NA,NA,"Brésil","hb","Reçu le 10 janvier 1878 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00477705' target='other'> <mi>dwc_moreinfo</mi></a>","P00477705","P00477705_01","Tryon","1870","11","12",NA,NA,"Tijuca, Rio Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5340",NA,NA
"46","2015-09-17 00:33:08-03","MNHN","RECOLNAT_MNHN_P","P00477706","PreservedSpecimen",NA,NA,NA,"Pteridophyta","Doryopteris","rediviva","Doryopteris rediviva","Fée","Glaziou, A.",NA,NA,"Brésil","hb","Herb. Glaziou <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00477706' target='other'> <mi>dwc_moreinfo</mi></a>","P00477706","P00477706_01","Tryon","1870","11","12",NA,NA,"Tijuca, Rio Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5340",NA,NA
"47","2015-09-17 00:33:13-03","MNHN","RECOLNAT_MNHN_P","P00477707","PreservedSpecimen",NA,NA,NA,"Pteridophyta","Doryopteris","rediviva","Doryopteris rediviva","Fée","Glaziou, A.",NA,NA,"Brésil","hb","Herb. E. Cosson, Herb. A. Fée <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00477707' target='other'> <mi>dwc_moreinfo</mi></a>","P00477707","P00477707_01",NA,"1870","11","12",NA,NA,"Tijuca, Rio Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5340",NA,NA
"48","2015-09-17 00:34:05-03","MNHN","RECOLNAT_MNHN_P","P00507798","PreservedSpecimen",NA,NA,NA,"Pteridophyta","Doryopteris","rediviva","Doryopteris rediviva","Fée","Glaziou, A.",NA,NA,"Brésil","hb","Herb. Glaziou <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00507798' target='other'> <mi>dwc_moreinfo</mi></a>","P00507798","P00507798_01","Tryon","1871","1","21",NA,NA,"Rio Janeiro, Tijuca, Pedra de José Sineiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5341","isotype",NA
"49","2015-09-17 00:34:12-03","MNHN","RECOLNAT_MNHN_P","P00507799","PreservedSpecimen",NA,NA,NA,"Pteridophyta","Doryopteris","rediviva","Doryopteris rediviva","Fée","Glaziou, A.",NA,NA,"Brésil","hb","Herb. Glaziou <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00507799' target='other'> <mi>dwc_moreinfo</mi></a>","P00507799","P00507799_01","Tryon","1871","1","21",NA,NA,"Rio Janeiro, Tijuca, Pedra de José Sineiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5341","isotype",NA
