"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","individualCount","occurrenceRemarks","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","coordinatePrecision","geoFlag","typeStatus","recordNumber","continentOcean","locality","preparationType","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","dayIdentified","verbatimLongitude","verbatimLatitude","class","fieldNumber","sex"
"47","2020-09-12 05:00:02-03","US","US","1909863","PreservedSpecimen","Plantae",NA,"Bromeliales","Bromeliaceae","Vriesea","hoehneana","Vriesea hoehneana","L.B. Sm.",NA,NA,NA,"1",NA,"L. B. Smith","1929",NA,NA,"Brazil","São Paulo",NA,NA,NA,NA,NA,"Isotype","1945","South America - Neotropics","Alto da serra, Estacao Biologica.",NA,"US00091185","US00091185_01","800","900",NA,NA,NA,"Monocotyledonae",NA,NA
"48","2020-09-12 05:00:02-03","US","US","2121532","PreservedSpecimen","Plantae",NA,"Bromeliales","Bromeliaceae","Vriesea","hoehneana","Vriesea hoehneana",NA,NA,NA,NA,"1",NA,"M. B. Foster","1953","12",NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,"s.n.","South America - Neotropics","Cult.",NA,"US01914085","US01914085_01",NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA
"49","2020-09-12 05:00:02-03","US","US","2121531","PreservedSpecimen","Plantae",NA,"Bromeliales","Bromeliaceae","Vriesea","hoehneana","Vriesea hoehneana",NA,NA,NA,NA,"1",NA,"M. B. Foster",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,"s.n.","South America - Neotropics",NA,NA,"US01914086","US01914086_01",NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA
"50","2019-11-13 11:17:07-03","USP","SPF","137870","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","hoehneana","Vriesea hoehneana","L.B.Sm.","Hatschbach, G","1999",NA,NA,NA,"Silva, JM","1998","12","29","Brasil","Santa Catarina","Campo Alegre","-49.2655982971191","-26.1924991607666","37493","auto",NA,"2810",NA,"Serra do Quiriri",NA,"SPF00137870",NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2019-11-13 11:17:07-03","USP","SPF","170394","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","hoehneana","Vriesea hoehneana","L.B.Sm.","Ribas, OS","2005",NA,NA,NA,"Ribas, OS","2004","12","27","Brasil","Santa Catarina","Campo Alegre","-49.2655982971191","-26.1924991607666","37493","auto",NA,"6541",NA,"Serra do Quiriri",NA,"SPF00170394",NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2019-10-07 09:20:42-03","UEFS","HUEFS","117350","PreservedSpecimen","Plantae","Angiospermae","Poales","Bromeliaceae","Vriesea","hoehneana","Vriesea hoehneana","L.B.Sm.",NA,NA,NA,NA,"Matinha Nebular.","Ribas, O.S.","1999","12","22","Brasil","Paraná","Campina Grande do Sul","-49.0553016662598","-25.3055992126465","55154","auto",NA,"2876",NA,"Morro Tucum.",NA,"HUEFS0117350","HUEFS0117350",NA,NA,NA,NA,NA,"Lilianae",NA,NA
"53","2019-10-07 09:20:42-03","UEFS","HUEFS","79425","PreservedSpecimen","Plantae","Angiospermae","Poales","Bromeliaceae","Vriesea","hoehneana","Vriesea hoehneana","L.B.Sm.","L.Versieux","2008",NA,NA,NA,"Duarte, A.P.","1969","10","21","Brasil","Minas Gerais","Serra do Cipó",NA,NA,NA,NA,NA,"11928",NA,"Km 137.",NA,"HUEFS0079425","HUEFS0079425",NA,NA,NA,NA,NA,"Lilianae",NA,NA
"54","2020-11-12 17:02:25-03","UEL","FUEL","39285","PreservedSpecimen","Plantae","Tracheophyta","Poales","Bromeliaceae","Vriesea","hoehneana","Vriesea hoehneana","L.B.Sm.","Ribas, OS","2005",NA,NA,NA,"Ribas, OS; Silva, JM; Costa, EF","2004","01","09","Brasil","Paraná","Piraquara","-49.0633010864258","-25.4416999816895","12577","auto",NA,"5724",NA,"Morro do Canal",NA,"OK",NA,"1367","1367",NA,NA,NA,NA,NA,NA
"55","2020-08-20 14:58:52-03","UFSC","FLOR","36997","PreservedSpecimen","Plantae",NA,"Poales","Bromeliaceae","Vriesea","hoehneana","Vriesea hoehneana","L.B.Sm.",NA,NA,NA,NA,"terrícola, flor amarelo pálido, 2m altura. Inflorescência até 2 metros","Silva, J.M.; Ribas, O.S.; Cordeiro, J. & Barbosa, E.","1998","12","29","Brasil","Santa Catarina","Campo Alegre","-49.2655982971191","-26.1924991607666","37493","auto",NA,"2810",NA,"Serra do Quiriri.",NA,"FLOR0036997","FLOR0036997",NA,NA,NA,NA,NA,NA,NA,NA
"56","2020-08-20 20:41:01-03","UFSC","FLOR","5034","PreservedSpecimen","Plantae",NA,"Poales","Bromeliaceae","Vriesea","hoehneana","Vriesea hoehneana","L.B.Sm.","Reitz, R.","1982",NA,NA,"sobre e ao lado de pedras, flor amarela","Bresolin, A.","1971","12","16","Brasil","Santa Catarina","Palhoça","-48.6678009033203","-27.645299911499","31105","auto",NA,"455",NA,"Morro do Cambirela.",NA,"FLOR0005034","FLOR0005034","900","900",NA,NA,NA,NA,NA,NA
"57","2019-11-21 10:02:51-03","IBt","SP","320503","S","Plantae",NA,NA,"Bromeliaceae","Vriesea","hoehneana","Vriesea hoehneana","L.B.Sm.","Wanderley, MGL","2013","12",NA,NA,"Barreto, KD; Fernandes, GD; Fernandes, RD","1994","11","24","Brasil","São Paulo","Itararé","-49.213222","-24.300889",NA,NA,NA,"3267",NA,"Pedreira Cobastalco.",NA,"SP053685","SP053685",NA,NA,"03","-49.213222","-24.300889",NA,NA,NA
"58","2019-11-21 10:02:51-03","IBt","SP","392012","S","Plantae",NA,NA,"Bromeliaceae","Vriesea","hoehneana","Vriesea hoehneana","L.B.Sm.","Versieux, LM","2007","01",NA,"Prensado em álcool.","Versieux, LM; Calvente, AM; Trindade, T","2007","01","16","Brasil","Minas Gerais","Alto Caparaó","-41.834333","-20.410694",NA,NA,NA,"356",NA,"Parque Nacional do Caparaó, Vale Encantado.",NA,"SP053693","SP053693","2013","2013",NA,"-41.834333","-20.410694",NA,NA,NA
"59","2019-11-21 10:02:51-03","IBt","SP","454253","S","Plantae",NA,NA,"Bromeliaceae","Vriesea","hoehneana","Vriesea hoehneana","L.B.Sm.","Wanderley, MGL","2009","04",NA,NA,"Wanderley, MGL; et al.","2009","04","27","Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,"2642",NA,"Serra do Cipó, Antigo km 116.",NA,"SP053686","SP053686",NA,NA,"27",NA,NA,NA,NA,NA
"60","2019-11-21 10:02:51-03","IBt","SP","454253a","Extra","Plantae",NA,NA,"Bromeliaceae","Vriesea","hoehneana","Vriesea hoehneana","L.B.Sm.","Wanderley, MGL","2009","04",NA,NA,"Wanderley, MGL; et al.","2009","04","27","Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,"2642",NA,"Serra do Cipó, Antigo km 116.",NA,"SP053687","SP053687",NA,NA,"27",NA,NA,NA,NA,NA
"61","2019-11-21 10:02:51-03","IBt","SP","454253b","Extra","Plantae",NA,NA,"Bromeliaceae","Vriesea","hoehneana","Vriesea hoehneana","L.B.Sm.","Wanderley, MGL","2009","04",NA,NA,"Wanderley, MGL; et al.","2009","04","27","Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,"2642",NA,"Serra do Cipó, Antigo km 116.",NA,"SP053688","SP053688",NA,NA,"27",NA,NA,NA,NA,NA
"62","2019-11-21 10:02:51-03","IBt","SP","453318a","Extra","Plantae",NA,NA,"Bromeliaceae","Vriesea","hoehneana","Vriesea hoehneana","L.B.Sm.","Wanderley, MGL","2008","11",NA,NA,"Wanderley, MGL; Versieux, LM; Silva, GO","2008","11","20","Brasil","Minas Gerais","Conceição do Mato Dentro","-43.4249992370605","-19.0372009277344","60318","auto",NA,"2642",NA,"Serra do Cipó",NA,"SP053696","SP053696",NA,NA,"20",NA,NA,NA,NA,NA
"63","2019-11-21 10:02:51-03","IBt","SP","453318","S","Plantae",NA,NA,"Bromeliaceae","Vriesea","hoehneana","Vriesea hoehneana","L.B.Sm.","Wanderley, MGL","2008","11",NA,NA,"Wanderley, MGL; Versieux, LM; Silva, GO","2008","11","20","Brasil","Minas Gerais","Conceição do Mato Dentro","-43.4249992370605","-19.0372009277344","60318","auto",NA,"2642",NA,"Serra do Cipó",NA,"SP053695","SP053695",NA,NA,"20",NA,NA,NA,NA,NA
"64","2019-11-21 10:02:51-03","IBt","SP","453318b","Extra","Plantae",NA,NA,"Bromeliaceae","Vriesea","hoehneana","Vriesea hoehneana","L.B.Sm.","Wanderley, MGL","2008","11",NA,NA,"Wanderley, MGL; Versieux, LM; Silva, GO","2008","11","20","Brasil","Minas Gerais","Conceição do Mato Dentro","-43.4249992370605","-19.0372009277344","60318","auto",NA,"2642",NA,"Serra do Cipó",NA,"SP053697","SP053697",NA,NA,"20",NA,NA,NA,NA,NA
"65","2019-11-21 10:02:51-03","IBt","SP","399481b","Extra","Plantae",NA,NA,"Bromeliaceae","Vriesea","hoehneana","Vriesea hoehneana","L.B.Sm.","Wanderley, MGL","2008","02",NA,NA,"Wanderley, MGL; et al.","2006","06","03","Brasil","Minas Gerais","Rio Preto","-43.8278007507324","-22.0891990661621","20815","auto",NA,"2557",NA,"Vilarejo do Funil, Trilha para o Ninho da Égua",NA,"SP053702","SP053702",NA,NA,"26",NA,NA,NA,NA,NA
"66","2019-11-21 10:02:51-03","IBt","SP","399481a","Extra","Plantae",NA,NA,"Bromeliaceae","Vriesea","hoehneana","Vriesea hoehneana","L.B.Sm.","Wanderley, MGL","2008","02",NA,NA,"Wanderley, MGL; et al.","2006","06","03","Brasil","Minas Gerais","Rio Preto","-43.8278007507324","-22.0891990661621","20815","auto",NA,"2557",NA,"Vilarejo do Funil, Trilha para o Ninho da Égua",NA,"SP053701","SP053701",NA,NA,"26",NA,NA,NA,NA,NA
"67","2019-11-21 10:02:51-03","IBt","SP","399481","S","Plantae",NA,NA,"Bromeliaceae","Vriesea","hoehneana","Vriesea hoehneana","L.B.Sm.","Wanderley, MGL","2008","02",NA,NA,"Wanderley, MGL; et al.","2006","06","03","Brasil","Minas Gerais","Rio Preto","-43.8278007507324","-22.0891990661621","20815","auto",NA,"2557",NA,"Vilarejo do Funil, Trilha para o Ninho da Égua",NA,"SP053700","SP053700",NA,NA,"26",NA,NA,NA,NA,NA
"68","2019-11-21 10:02:51-03","IBt","SP","387930a","Extra","Plantae",NA,NA,"Bromeliaceae","Vriesea","hoehneana","Vriesea hoehneana","L.B.Sm.","Ribas, OS","2005",NA,NA,NA,"Ribas, OS; et al.","2004","01","09","Brasil","Paraná","Piraquara","-49.0633010864258","-25.4416999816895","12577","auto",NA,"5724",NA,"Morro do Canal",NA,"SP053705","SP053705","1367","1367",NA,NA,NA,NA,NA,NA
"69","2019-11-21 10:02:51-03","IBt","SP","387930","S","Plantae",NA,NA,"Bromeliaceae","Vriesea","hoehneana","Vriesea hoehneana","L.B.Sm.","Ribas, OS","2005",NA,NA,NA,"Ribas, OS; et al.","2004","01","09","Brasil","Paraná","Piraquara","-49.0633010864258","-25.4416999816895","12577","auto",NA,"5724",NA,"Morro do Canal",NA,"SP053704","SP053704","1367","1367",NA,NA,NA,NA,NA,NA
"70","2019-11-21 10:02:51-03","IBt","SP","4724","S","Plantae",NA,NA,"Bromeliaceae","Vriesea","hoehneana","Vriesea hoehneana","L.B.Sm.","Machado, TM","2016","11",NA,NA,"Hoehne, FC","1920","12","23","Brasil","São Paulo","Santo André","-46.5299987792969","-23.6599998474121","27258","auto","Paratype","s.n.",NA,"Alto da Serra, Estrada do Vergueiro",NA,"SP003860","SP003860",NA,NA,NA,NA,NA,NA,NA,NA
"71","2019-11-21 10:02:51-03","IBt","SP","36647","S","Plantae",NA,NA,"Bromeliaceae","Vriesea","hoehneana","Vriesea hoehneana","L.B.Sm.",NA,NA,NA,NA,"Campo, flores amarelas","Hoehne, FC; Gehrt, A","1936","10","28","Brasil","São Paulo","Santo André","-46.5299987792969","-23.6599998474121","27258","auto",NA,"s.n.",NA,"E.B. do Alto da Serra de Paranapiacaba",NA,"SP053703","SP053703",NA,NA,NA,NA,NA,NA,NA,NA
"72","2019-11-21 10:02:51-03","IBt","SP","9478","S","Plantae",NA,NA,"Bromeliaceae","Vriesea","hoehneana","Vriesea hoehneana","L.B.Sm.","Machado, TM","2016","11",NA,"Campo","Hoehne, FC","1924","01","12","Brasil","São Paulo","Santo André","-46.5299987792969","-23.6599998474121","27258","auto","Paratype","s.n.",NA,"E.B. do Alto da Serra de Paranapiacaba, Campo Grande",NA,"SP003861","SP003861",NA,NA,NA,NA,NA,NA,NA,NA
"73","2019-11-21 10:02:51-03","IBt","SP","269344","S","Plantae",NA,NA,"Bromeliaceae","Vriesea","hoehneana","Vriesea hoehneana","L.B.Sm.","Kirizawa, M","1994","09",NA,NA,"Kirizawa, M; Sugiyama, M; Lopes, EA","1994","06","16","Brasil","São Paulo","Santo André","-46.5299987792969","-23.6599998474121","27258","auto",NA,"2858",NA,"E.B. do Alto da Serra de Paranapiacaba, Campo Grande, picada 30.",NA,"SP053694","SP053694",NA,NA,"15",NA,NA,NA,NA,NA
"74","2019-11-21 10:02:51-03","IBt","SP","271262","S","Plantae",NA,NA,"Bromeliaceae","Vriesea","hoehneana","Vriesea hoehneana","L.B.Sm.","Wanderley, MGL","1996","08",NA,NA,"Ferreira, S","1991","01","07","Brasil","São Paulo","São Bernardo do Campo","-46.560001373291","-23.6900005340576","31119","auto",NA,"s.n.",NA,"Parque Caminhos do Mar, Calçada do Lorena, Setor B",NA,"SP053698","SP053698",NA,NA,"08",NA,NA,NA,NA,NA
"75","2019-11-21 10:02:51-03","IBt","SP","271262a","Extra","Plantae",NA,NA,"Bromeliaceae","Vriesea","hoehneana","Vriesea hoehneana","L.B.Sm.","Wanderley, MGL","1996","08",NA,NA,"Ferreira, S","1991","01","07","Brasil","São Paulo","São Bernardo do Campo","-46.560001373291","-23.6900005340576","31119","auto",NA,"s.n.",NA,"Parque Caminhos do Mar, Calçada do Lorena, Setor B",NA,"SP053699","SP053699",NA,NA,"08",NA,NA,NA,NA,NA
"76","2019-11-21 10:02:51-03","IBt","SP","258285a","Extra","Plantae",NA,NA,"Bromeliaceae","Vriesea","hoehneana","Vriesea hoehneana","L.B.Sm.","Costa, A","1997","03",NA,NA,"Dorta, RO; Sugiyama, M","1992","11","19","Brasil","São Paulo","São Bernardo do Campo","-46.560001373291","-23.6900005340576","31119","auto",NA,"33",NA,"Parque Caminhos do Mar, Campo próximo à sede",NA,"SP053690","SP053690",NA,NA,NA,NA,NA,NA,NA,NA
"77","2019-11-21 10:02:51-03","IBt","SP","258285c","Extra","Plantae",NA,NA,"Bromeliaceae","Vriesea","hoehneana","Vriesea hoehneana","L.B.Sm.","Costa, A","1997","03",NA,NA,"Dorta, RO; Sugiyama, M","1992","11","19","Brasil","São Paulo","São Bernardo do Campo","-46.560001373291","-23.6900005340576","31119","auto",NA,"33",NA,"Parque Caminhos do Mar, Campo próximo à sede",NA,"SP053692","SP053692",NA,NA,NA,NA,NA,NA,NA,NA
"78","2019-11-21 10:02:51-03","IBt","SP","258285b","Extra","Plantae",NA,NA,"Bromeliaceae","Vriesea","hoehneana","Vriesea hoehneana","L.B.Sm.","Costa, A","1997","03",NA,NA,"Dorta, RO; Sugiyama, M","1992","11","19","Brasil","São Paulo","São Bernardo do Campo","-46.560001373291","-23.6900005340576","31119","auto",NA,"33",NA,"Parque Caminhos do Mar, Campo próximo à sede",NA,"SP053691","SP053691",NA,NA,NA,NA,NA,NA,NA,NA
"79","2019-11-21 10:02:51-03","IBt","SP","258285","S","Plantae",NA,NA,"Bromeliaceae","Vriesea","hoehneana","Vriesea hoehneana","L.B.Sm.","Costa, A","1997","03",NA,NA,"Dorta, RO; Sugiyama, M","1992","11","19","Brasil","São Paulo","São Bernardo do Campo","-46.560001373291","-23.6900005340576","31119","auto",NA,"33",NA,"Parque Caminhos do Mar, Campo próximo à sede",NA,"SP053689","SP053689",NA,NA,NA,NA,NA,NA,NA,NA
"80","2019-11-21 10:02:51-03","IBt","SP","248644a","Extra","Plantae",NA,NA,"Bromeliaceae","Vriesea","hoehneana","Vriesea hoehneana","L.B.Sm.","Leme, E",NA,NA,NA,NA,"Kawall, M; Ferreira, S; Mollo, L","1991","04","23","Brasil","São Paulo","São Bernardo do Campo","-46.560001373291","-23.6900005340576","31119","auto",NA,"9",NA,"Parque Caminhos do Mar, Campo próximo à sede.",NA,"SP053684","SP053684",NA,NA,NA,NA,NA,NA,NA,NA
"81","2019-11-21 10:02:51-03","IBt","SP","248644","S","Plantae",NA,NA,"Bromeliaceae","Vriesea","hoehneana","Vriesea hoehneana","L.B.Sm.","Leme, E",NA,NA,NA,NA,"Kawall, M; Ferreira, S; Mollo, L","1991","04","23","Brasil","São Paulo","São Bernardo do Campo","-46.560001373291","-23.6900005340576","31119","auto",NA,"9",NA,"Parque Caminhos do Mar, Campo próximo à sede.",NA,"SP053683","SP053683",NA,NA,NA,NA,NA,NA,NA,NA
"82","2010-08-16 16:42:37-03","GH","HU-HERB","GH 00029506","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","hoehneana","Vriesea hoehneana","L. B. Smith",NA,NA,NA,NA,NA,"Lyman B. Smith","1929","2","17","Brazil","São Paulo",NA,"-46.316666","-23.783333",NA,NA,"Type","1945","South America","Estacao Biologica, Alto da Serra, alt. 800-900 m, 23°47'S, 46°19'W","Sheet",NA,NA,NA,NA,NA,NA,NA,NA,"1945","undetermined"
"83","2010-08-16 16:43:00-03","GH","HU-HERB","GH 00029507","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","hoehneana","Vriesea hoehneana","L. B. Smith",NA,NA,NA,NA,NA,"Lyman B. Smith","1929","2","17","Brazil","São Paulo",NA,"-46.316666","-23.783333",NA,NA,"Type","1945","South America","Estacao Biologica, Alto da Serra, alt. 800-900 m, 23°47'S, 46°19'W","Sheet",NA,NA,NA,NA,NA,NA,NA,NA,"1945","undetermined"
