"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","class","verbatimLongitude","verbatimLatitude","yearIdentified","relatedCatalogItem","monthIdentified","dayIdentified","fieldNumber","individualCount","typeStatus"
"95","2020-07-23 12:06:19-03","CEPLAC","CEPEC","70946","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Gymnanthes","gaudichaudii","Gymnanthes gaudichaudii",NA,"L. Oliveira","L. A. Mattos-Silva","3347","1996","02","08",NA,"Brasil","Bahia","ILHÉUS","Entr. Km 20 Rod. p/ Uruçuca. Castelo Novo. Faz. Almada, Km4 estrada para Estação do Almada","-39.0494003295898","-14.7889003753662",NA,NA,NA,NA,NA,NA,"61245","auto",NA,NA,NA,NA,"20/10/2011",NA,NA,NA,NA,NA
"96","2020-07-23 12:06:19-03","CEPLAC","CEPEC","25027","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Gymnanthes","gaudichaudii","Gymnanthes gaudichaudii",NA,"L. Oliveira","J. L. Hage","1445","1981","10","13",NA,"Brasil","Bahia","ILHÉUS","Quadra D do CEPEC.","-39.0494003295898","-14.7889003753662",NA,"<ll>dwc_commonname:</ll> Inguiço",NA,NA,NA,NA,"61245","auto",NA,"0*0'0","0*0'0",NA,"20/10/2011",NA,NA,NA,NA,NA
"97","2020-07-23 12:06:19-03","CEPLAC","CEPEC","25011","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Gymnanthes","gaudichaudii","Gymnanthes gaudichaudii",NA,"L. Oliveira","J. L. Hage","1399","1981","09","30",NA,"Brasil","Bahia","ILHÉUS","Quadra D do CEPEC.","-39.0494003295898","-14.7889003753662",NA,NA,NA,NA,NA,NA,"61245","auto",NA,NA,NA,NA,"20/10/2011",NA,NA,NA,NA,NA
"98","2020-07-23 12:06:19-03","CEPLAC","CEPEC","30009","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Gymnanthes","gaudichaudii","Gymnanthes gaudichaudii",NA,"L. Oliveira","T. S. dos Santos","3774","1982","08","09",NA,"Brasil","Bahia","ILHÉUS","Quadra D do CEPEC.","-39.0494003295898","-14.7889003753662",NA,"<ll>dwc_commonname:</ll> Inguiço",NA,NA,NA,NA,"61245","auto",NA,NA,NA,NA,"20/10/2011",NA,NA,NA,NA,NA
"99","2020-07-23 12:06:19-03","CEPLAC","CEPEC","76017","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Gymnanthes","gaudichaudii","Gymnanthes gaudichaudii",NA,"L. Oliveira","L. A. Mattos-Silva","3572","1997","10","16",NA,"Brasil","Bahia","UNA","Faz. São Rafael. Ramal a esq, aprox. a 1Km da sede, rumo ao corrego Tucum.","-39.0752983093262","-15.2932996749878",NA,"<ll>dwc_commonname:</ll> Inguiço",NA,NA,NA,NA,"36070","auto",NA,NA,NA,NA,"20/10/2011",NA,NA,NA,NA,NA
"100","2020-07-23 12:06:49-03","CEPLAC","CEPEC","78186","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Sebastiania","gaudichaudii","Sebastiania gaudichaudii",NA,"S. G. Santos","T. G. Bacelar","4","1997","12","15",NA,"Brasil","Bahia","ILHÉUS","Km 14 Rod. Ilheus/Urucuca. Fazenda Retiro.","-39.0494003295898","-14.7889003753662",NA,NA,NA,NA,NA,NA,"61245","auto",NA,NA,NA,NA,"30/05/1998",NA,NA,NA,NA,NA
"101","2020-07-23 12:06:49-03","CEPLAC","CEPEC","20127","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Sebastiania","gaudichaudii","Sebastiania gaudichaudii",NA,"A. R. Smith","R. M. Harley","18311","1977","01","28",NA,"Brasil","Bahia","ITACARÉ","Prox. Foz do Rio de Contas.","-38.983333","-14.283333",NA,"<ll>dwc_commonname:</ll> Inguico Ibira-iui",NA,NA,NA,NA,NA,NA,NA,"38W59'0","14S17'0",NA,NA,NA,NA,NA,NA,NA
"102","2020-07-23 12:06:49-03","CEPLAC","CEPEC","52152","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Sebastiania","gaudichaudii","Sebastiania gaudichaudii",NA,"A. M. Amorim","A. M. de Carvalho","3616","2002","10","09",NA,"Brasil","Bahia","URUÇUCA","7.3Km na estrada Serra Grande/Itacaré, Faz. Lagoa do Conj. Sta. Cruz","-39.016667","-14.416667",NA,NA,NA,NA,NA,NA,NA,NA,NA,"39W1'","14S25'",NA,"30/12/1991",NA,NA,NA,NA,NA
"103","2020-07-23 12:06:49-03","CEPLAC","CEPEC","55176","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Sebastiania","gaudichaudii","Sebastiania gaudichaudii",NA,"G. L. Webster","W. W. Thomas","8942","1992","01","29",NA,"Brasil","Bahia","ILHÉUS","3.2Km SW Rod. Olivenca/Maruim.","-39.05","-14.966667",NA,NA,NA,NA,NA,NA,NA,NA,NA,"39W3'","14S58'",NA,"30/12/1993",NA,NA,NA,NA,NA
"104","2020-07-23 12:06:49-03","CEPLAC","CEPEC","66356","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Sebastiania","gaudichaudii","Sebastiania gaudichaudii",NA,"A. M. Amorim","A. M. de Carvalho","5722","1995","01","14",NA,"Brasil","Bahia","ILHÉUS","Mata da Esperança. Entrada a 2Km a partir da antiga ponte do Rio Fundão. Árvore n. 1742 Parcela n. 40.","-39.069167","-14.781944",NA,NA,NA,NA,NA,NA,NA,NA,NA,"39W4'9","14S46'55",NA,"30/12/1995",NA,NA,NA,NA,NA
"105","2020-07-23 12:06:49-03","CEPLAC","CEPEC","99171","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Sebastiania","gaudichaudii","Sebastiania gaudichaudii",NA,"R. N. Querino","R. N. Querino","19","2003","11","17",NA,"Brasil","Bahia","ITACARÉ","Rod. Ubaitaba/Itacaré, entrada próx. 1Km da BR-101. Ramal margeando o Rio de Contas. Faz. Monte Alegre.","-38.9967002868652","-14.2775001525879",NA,NA,NA,NA,NA,NA,"41230","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","2020-07-23 12:06:49-03","CEPLAC","CEPEC","148048","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Sebastiania","gaudichaudii","Sebastiania gaudichaudii",NA,NA,"V.M.A. Reis","3",NA,NA,NA,NA,"Brasil","Bahia","ILHÉUS",NA,"-39.0494003295898","-14.7889003753662",NA,"<ll>dwc_commonname:</ll>",NA,NA,NA,NA,"61245","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","2020-07-23 12:06:49-03","CEPLAC","CEPEC","8608","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Sebastiania","gaudichaudii","Sebastiania gaudichaudii",NA,"G. L. Webster","T. S. dos Santos","2278","1972","04","24",NA,"Brasil","Bahia","BELMONTE","Km 32 da BR101, trecho Rio Jequitinhonha/Rio Pardo.","-38.8828010559082","-15.8631000518799",NA,NA,NA,NA,NA,NA,"71281","auto",NA,"0*0'99","99*99'99",NA,"30/12/1978",NA,NA,NA,NA,NA
"108","2021-04-08 17:12:42-03","UESB","HUESB","4304","S","Plantae","Dicotyledoneae",NA,"Euphorbiaceae","Sebastiania","gaudichaudii","Sebastiania gaudichaudii","(Muell. Arg.) Muell. Arg.",NA,"Santana, S.C. de; Paixão, J.L.; et al.; Paixão, J.L.; et al.","4349","2001","07","24",NA,"Brasil","Bahia","Maraú","Estrada que liga Itacaré a maraú, Km 4.","-39.1","-14.245",NA,"Troca de material.; Arbustiva, 80 cm de altura. Frutos de cor verde-escuro quando imaturos e arroxeados na fase de-vez.; Transição para campo de restinga. Solo arenoso.",NA,NA,NA,NA,NA,NA,NA,"-39.1","-14.245",NA,NA,NA,NA,NA,NA,NA
"109","2021-04-08 17:12:42-03","UESB","HUESB","12733","S","Plantae","Dicotyledoneae",NA,"Euphorbiaceae","Sebastiania","gaudichaudii","Sebastiania gaudichaudii","(Muell. Arg.) Muell. Arg.",NA,"Victor M. A. Reis","3","2016","02","19",NA,"Brasil","Bahia","Ilhéus","Próximo ao Sítio do Senhor Joaquim, nas imediações do IFBA.","-39.0494003295898","-14.7889003753662",NA,"Arbustiva, aproximadamente 150cm Folha concolores. Amarronzada.","HUESB000012733",NA,NA,NA,"61245","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","2019-11-01 14:58:03-03","UnB","UB","177617","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Euphorbiaceae","Sebastiania","gaudichaudii","Sebastiania gaudichaudii","(Müll.Arg.) Müll.Arg.","Oliveira, AS","Silva, JGF; Cardoso, J; Augusto, J","598","1984","09","19","Southern America","Brasil","Rio de Janeiro","Maricá","Morro do Macaco.","-42.8185997009277","-22.9193992614746",NA,"número de catálogo 182887 Museu Nacional Rio de Janeiro.; Arbusto 1 m, frutas vermelhas; Planta de sub-bosque",NA,NA,NA,NA,"20726","auto",NA,NA,NA,"1984",NA,NA,NA,NA,NA,NA
"111","2017-09-11 17:09:48-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Euphorbiaceae","Sebastiania","gaudichaudii","Sebastiania gaudichaudii","(Müll.Arg.) Müll.Arg.",NA,"Sello, HL","s.n.",NA,NA,NA,"Southern America","Brazil","Rio de Janeiro",NA,"prope Rio de Janeiro, in silvis et collibus umbrosis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","2017-09-11 17:09:48-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Euphorbiaceae","Sebastiania","gaudichaudii","Sebastiania gaudichaudii","(Müll.Arg.) Müll.Arg.",NA,"Riedel, L","507",NA,NA,NA,NA,"?",NA,NA,"ad Castel Nuovo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113","2017-09-11 17:09:48-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Euphorbiaceae","Sebastiania","gaudichaudii","Sebastiania gaudichaudii","(Müll.Arg.) Müll.Arg.",NA,"Riedel, L","577",NA,NA,NA,NA,"?",NA,NA,"ad Castel Nuovo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","2017-09-11 17:09:48-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Euphorbiaceae","Sebastiania","gaudichaudii","Sebastiania gaudichaudii","(Müll.Arg.) Müll.Arg.",NA,"Gaudichaud Beaupré, C","1149",NA,NA,NA,"Southern America","Brazil","Rio de Janeiro",NA,"prope Rio de Janeiro, in silvis et collibus umbrosis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115","2017-09-11 17:09:48-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Euphorbiaceae","Sebastiania","gaudichaudii","Sebastiania gaudichaudii","(Müll.Arg.) Müll.Arg.",NA,"Claussen, P","2019",NA,NA,NA,"Southern America","Brazil","Rio de Janeiro",NA,"prope Rio de Janeiro, in silvis et collibus umbrosis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","2017-09-11 17:09:48-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Euphorbiaceae","Sebastiania","gaudichaudii","Sebastiania gaudichaudii","(Müll.Arg.) Müll.Arg.",NA,"Mikan, JC","s.n.",NA,NA,NA,"Southern America","Brazil","Rio de Janeiro",NA,"prope Rio de Janeiro, in silvis et collibus umbrosis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","2017-09-11 17:09:48-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Euphorbiaceae","Sebastiania","gaudichaudii","Sebastiania gaudichaudii","(Müll.Arg.) Müll.Arg.",NA,"Burchell, WJ","792","1825","08","16","Southern America","Brazil","Rio de Janeiro","Rio de Janeiro","IBB/Convento de Santa Teresa, Along the aqueduct a mile and half above the convent of Santa Teresa (in the old part of Rio, S 22° 54' w 43° 10-12","-43.19","-22.919",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-43.19","-22.919",NA,NA,NA,NA,NA,NA,NA
"118","2017-09-11 17:09:48-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Euphorbiaceae","Sebastiania","gaudichaudii","Sebastiania gaudichaudii","(Müll.Arg.) Müll.Arg.",NA,"Luschnath, B","s.n.",NA,NA,NA,"Southern America","Brazil","Rio de Janeiro",NA,"prope Rio de Janeiro, in silvis et collibus umbrosis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","2017-09-11 17:09:48-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Euphorbiaceae","Sebastiania","gaudichaudii","Sebastiania gaudichaudii","(Müll.Arg.) Müll.Arg.",NA,"Riedel, L","192",NA,NA,NA,"Southern America","Brazil","Rio de Janeiro",NA,"prope Rio de Janeiro, in silvis et collibus umbrosis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","2017-09-11 17:09:48-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Euphorbiaceae","Sebastiania","gaudichaudii","Sebastiania gaudichaudii","(Müll.Arg.) Müll.Arg.",NA,"Claussen, P","2044",NA,NA,NA,"Southern America","Brazil","Rio de Janeiro",NA,"prope Rio de Janeiro, in silvis et collibus umbrosis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","2017-09-11 17:09:48-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Euphorbiaceae","Sebastiania","gaudichaudii","Sebastiania gaudichaudii","(Müll.Arg.) Müll.Arg.",NA,"Raben, FC","747",NA,NA,NA,"Southern America","Brazil","Rio de Janeiro",NA,"prope Rio de Janeiro, in silvis et collibus umbrosis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","2014-09-23 11:01:38-03","G","G-DC","G00316050","S","Plantae",NA,NA,"Euphorbiaceae","Sebastiania","gaudichaudii","Sebastiania gaudichaudii","(Müll. Arg.) Müll. Arg.","CAT.HERB.PRODR.","Gaudichaud-Beaupré, C.","1149","1834",NA,"00","AMERIQUE DU SUD","Brazil","Rio de Janeiro",NA,NA,"-42.9125","-22.48222222",NA,"Coordinate uncertainty: Precision at the level of departement/region Image URL: No picture available on the institution's web site","G00316050",NA,NA,NA,NA,NA,NA,"-42.9125","-22.48222222","2012",NA,"01","01",NA,NA,NA
"123","2019-11-21 10:04:38-03","IBt","SP","271331","S","Plantae",NA,NA,"Euphorbiaceae","Sebastiania","gaudichaudii","Sebastiania gaudichaudii","(Müll.Arg.) Müll.Arg.",NA,"Ginzbarg, S; Hage, JL","773","1988","03","18",NA,"Brasil","Bahia","Ilhéus","Fazenda Theobroma, próximo à margem do Rio Santana. Ramal com entrada 2 Km antes da Vila do Rio do Engenho. Capoeira alta.","-39.066667","-14.866667",NA,"Arbusto ca. 1,1m alt.",NA,NA,NA,NA,NA,NA,NA,"-39.066667","-14.866667","1988",NA,NA,NA,NA,NA,NA
"124","2019-11-21 10:04:38-03","IBt","SP","251536","S","Plantae",NA,NA,"Euphorbiaceae","Sebastiania","gaudichaudii","Sebastiania gaudichaudii","(Müll.Arg.) Müll.Arg.","Webster, GL","Sobral, M; et al.","5558","1987","03",NA,NA,"Brasil","Bahia","Ilhéus","Ramal da BR-415 de Ilhéus a Japu. Interior da mata, em desvio à esquerda no Km 10.","-39.0494003295898","-14.7889003753662",NA,"Arbusto ca. 3m alt.",NA,NA,NA,NA,"61245","auto",NA,NA,NA,"1991",NA,NA,NA,NA,NA,NA
"125","2019-11-21 10:04:38-03","IBt","SP","251599","S","Plantae",NA,NA,"Euphorbiaceae","Sebastiania","gaudichaudii","Sebastiania gaudichaudii","(Müll.Arg.) Müll.Arg.",NA,"Santos, EB; Alves, MC","129","1987","10","29",NA,"Brasil","Bahia","Una","Reserva Biológica do Mico-leão, Km 8 da Rodovia Una/Ilhéus (BA-001). Região de Mata Higrófila Sul Baiana. Mata.","-39.0752983093262","-15.2932996749878",NA,NA,NA,NA,NA,NA,"36070","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
