"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","class","verbatimLongitude","verbatimLatitude","yearIdentified","relatedCatalogItem","monthIdentified","dayIdentified","fieldNumber","individualCount","typeStatus"
"16","2021-03-15 16:37:00-03","NY","NYBG","687370","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Sebastiania","gaudichaudii","Sebastiania gaudichaudii","(Müll.Arg.) Müll.Arg.","G. L. Webster","W. W. Thomas","10293","1994","02","06","South America","Brazil","Bahia","Una","Reserva Biologica de Una (Reserva de Mico Leão), 4.1 km west of road from Ilhéus to Una, 5.6 km west of reserve gate.","-39.0611","-15.1806","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=139342' target='other'> <mi>dwc_moreinfo</mi></a>","NY00687370","NY00687370_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","12187","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Sebastiania","gaudichaudii","Sebastiania gaudichaudii","(Müll.Arg.) Müll.Arg.","D. C. Daly; A. Roberts","W. W. Thomas","10982","1995","05","22","South America","Brazil","Bahia","Ilhéus","2.2 km north of Banco da Vitória on road leading to west edge of Mata da Esperança","-39.0911111","-14.7772222","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=614367' target='other'> <mi>dwc_moreinfo</mi></a>","NY00012187","NY00012187_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2020-06-29 11:30:16-03","UFRJ","RFA","15268","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Gymnanthes","gaudichaudii","Gymnanthes gaudichaudii","Müll. Arg.","I. Cordeiro","P. Occhioni","6082","1974","09",NA,NA,"Brasil","Rio de Janeiro","Teresópolis","Serra dos Órgãos, próximo ao Morro Garrafão.","-42.9655990600586","-22.4122009277344",NA,"Frequente, arbusto de 2m de altura e fruto maduro","RFA13329",NA,"600","600","38539","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2020-06-29 11:30:16-03","UFRJ","RFA","8331","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Gymnanthes","gaudichaudii","Gymnanthes gaudichaudii","Müll. Arg.","I. Cordeiro","P. Occhioni","3595","1967","10","03",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Matas do Parque da cidade","-43.2075004577637","-22.9027996063232",NA,"Arbusto","RFA27491",NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2020-06-29 11:30:16-03","UFRJ","RFA","21829","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Gymnanthes","gaudichaudii","Gymnanthes gaudichaudii","Müll. Arg.","I. Cordeiro","C.M. Rizzini; A.M. de Barros e C.P. Bart","356","1987","01","20",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Ilha da Marambaia.Praia Grande","-43.2075004577637","-22.9027996063232",NA,"Sub-arbusto com 1/2 m de altura, flores amarelas.","RFA18079",NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2020-06-29 11:30:16-03","UFRJ","RFA","15087","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Gymnanthes","gaudichaudii","Gymnanthes gaudichaudii","Müll. Arg.","I. Coredeiro","P. Occhioni","5894","1974","02",NA,NA,"Brasil","Rio de Janeiro","Teresópolis","Serra dos Órgãos, localidade Limoeiro","-42.9655990600586","-22.4122009277344",NA,"Arbusto, flores esverdeadas","RFA13199",NA,NA,NA,"38539","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2019-11-19 15:43:59-03","UNEB","HUNEB","1435","PreservedSpecimen","Plantae","Angiospermae","Florideophycidae","Euphorbiaceae","Sebastiania","gaudichaudii","Sebastiania gaudichaudii","(Muell. Arg.) Muell. Arg.",NA,"Mattos Silva, L.A.","4349","2001","07","24",NA,"Brasil","Bahia","Maraú","estrada que liga Itacaré a maraú, km 4.","-39.015556","-14.245",NA,"restinga arbórea","HUNEB0001435",NA,NA,NA,NA,NA,"Dicotyledoneae","39W0'56''","14S14'42''",NA,NA,NA,NA,NA,NA,NA
"23","2019-11-19 15:43:59-03","UNEB","HUNEB","1925","PreservedSpecimen","Plantae","Angiospermae","Florideophycidae","Euphorbiaceae","Sebastiania","gaudichaudii","Sebastiania gaudichaudii","Müll. Arg.",NA,"Nascimento, A.F.S.","39715","1998","10","25",NA,"Brasil","Bahia","São Sebastião do Passé","Litoral Norte, Lamarão do Passé, Ponto 7.","-38.4953002929688","-12.5124998092651",NA,"Ombrófila Densa: próximo a estrada antropizada, com estádios de regeneração.","HUNEB0001925",NA,NA,NA,"18909","auto","Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-04-08 17:38:29-03","EAO","IAN","4118","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Euphorbiaceae","Sebastiania","gaudichaudii","Sebastiania gaudichaudii","Müll.Arg.",NA,"Gaudichaud","s.n.",NA,NA,NA,"Southern America","Brasil",NA,NA,NA,NA,NA,NA,NA,"IAN004118","IAN004118_f",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-04-08 17:38:29-03","EAO","IAN","7195","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Euphorbiaceae","Sebastiania","gaudichaudii","Sebastiania gaudichaudii","Müll.Arg.",NA,"Gaudichaud","s.n.",NA,NA,NA,"Southern America","Brasil",NA,NA,NA,NA,NA,NA,NA,"IAN007195","IAN007195_f",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2013-07-03 10:48:51-03","EBDA","BAH","4401","S","Plantae",NA,NA,"Euphorbiaceae","Sebastiania","gaudichaudii","Sebastiania gaudichaudii","(M.A.) Muell Arb.","Inês Cordeiro","Mattos Silva et al","743","1980","04","02",NA,"Brasil","Bahia","Una","Município de Una. Rod. Uma/Ilhéus, Km 6 (BA 001) Região de Mata Higrófila Sul Baiana. Mata estragada em solo argiloso-silicoso. Folhas SD-24 (15-39c).","-39.0753","-15.2933",NA,"Arbusto, 1,3m de altura. Frutos verdes quando imaturos e roxos quando maduros.",NA,NA,NA,NA,"36070","auto",NA,NA,NA,"1983",NA,NA,NA,NA,NA,NA
"27","2020-02-08 09:50:24-03","NBC","NL-BOTANY","U.1260765","PreservedSpecimen","Plantae",NA,"Malpighiales","Euphorbiaceae","Sebastiania","gaudichaudii","Sebastiania gaudichaudii","Müll.Arg.",NA,"Claussen P",NA,NA,NA,NA,"Southern America","Brazil",NA,NA,"Brasil",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1260765 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1260765","NL-U1260765",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,"U 0258884",NA,NA,NA,NA,NA
"28","2020-02-08 09:50:24-03","NBC","NL-BOTANY","U.1260766","PreservedSpecimen","Plantae",NA,"Malpighiales","Euphorbiaceae","Sebastiania","gaudichaudii","Sebastiania gaudichaudii","Müll.Arg.","Punt W","Maas PJM; Maas-van de Kamer H; Mattos Silva LA",NA,"1987","11","25","Southern America","Brazil","Bahia",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1260766 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1260766","NL-U1260766",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,"2001","U 0048320","12","01",NA,NA,NA
"29","2020-02-08 09:50:24-03","NBC","NL-BOTANY","U.1260767","PreservedSpecimen","Plantae",NA,"Malpighiales","Euphorbiaceae","Sebastiania","gaudichaudii","Sebastiania gaudichaudii","Müll.Arg.","Punt W","Maas PJM; Maas-van de Kamer H; Mattos Silva LA",NA,"1987","11","25","Southern America","Brazil","Bahia",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1260767 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1260767","NL-U1260767",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,"2001","U 0048321","12","01",NA,NA,NA
"30","2020-02-08 09:50:24-03","NBC","NL-BOTANY","U.1260768","PreservedSpecimen","Plantae",NA,"Malpighiales","Euphorbiaceae","Sebastiania","gaudichaudii","Sebastiania gaudichaudii","Müll.Arg.",NA,"Harley RM; et al.",NA,"1977","01","28","Southern America","Brazil",NA,NA,"Brazil: Estado da Bahia. Itacare, near the mouth of the Rio de Contas.","-38.983333","-14.283333",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1260768 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1260768","NL-U1260768",NA,NA,NA,NA,"Magnoliopsidae","-38.983333","-14.283333",NA,NA,NA,NA,NA,NA,NA
"31","2021-03-31 13:38:09-03","MN","R","216582","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Gymnanthes","gaudichaudii","Gymnanthes gaudichaudii","Müll. Arg.","Pinto, L.J.S.","Silva, A.G.O.","38","2011","02","17",NA,"Brasil","Rio de Janeiro","Magé","Santo Aleixo","-43.040599822998","-22.6527996063232",NA,NA,NA,NA,"298","298","20531","auto",NA,"43°03#?#56.64#?##?#W","22°32#?#12.85#?##?#S","2013",NA,NA,NA,NA,NA,NA
"32","2019-11-27 13:48:26-03","UFS","ASE","41164","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Euphorbiaceae","Sebastiania","gaudichaudii","Sebastiania gaudichaudii","(Müll. Arg.) Müll. Arg.","Macedo, SO","Macedo, SO; Braga, LGS","8","2017","08","29","Southern America","Brasil","Bahia","Ubatã","Fazenda Boa Sorte, Região dos Três Riachos. 25 km a leste de Ipiaú. Solo argiloso-arenoso.","-39.3125","-14.55",NA,"Subarbusto, 50-70 cm de altura. Folhas verde-escuro, áspera na parte adaxial e verde-claro ligeiramente aveludada na parte abaxial. Ramos com tricoma. Botão floral verde-claro.; Mata Atlântica.","ASE0042679",NA,NA,NA,NA,NA,NA,"-39.3125","-14.55","2017",NA,"08","29",NA,NA,NA
"33","2019-08-20 10:11:41-03","UNICAMP","UEC","34693","S","Plantae","Magnoliopsida",NA,"Euphorbiaceae","Sebastiania","gaudichaudii","Sebastiania gaudichaudii","Müll.Arg.",NA,"Brito, HS; Vinha, SG","245","1983","03","10",NA,"Brazil","Bahia","Santa Cruz Cabrália","Estação Ecológica do Pau-brasil, cerca d, região da Mata Higrófila Sul Baiana. Folha SE - 14 (16 - 39 c). Área de pouso, parcela 2 , abandonada após ter sido utilizada com cultivo de milho e feijão.","-39.0247001647949","-16.2780990600586",NA,"Planta de 1 m de altura, Frutos vermelhos","UEC171106","UEC171106",NA,NA,"49584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-06-29 09:30:14-03","UFRRJ","RBR","16603","S","Plantae",NA,NA,"Euphorbiaceae","Sebastiania","gaudichaudii","Sebastiania gaudichaudii","Müll.Arg.",NA,"G.M. Siqueira","66","2002","08","03",NA,"Brasil","Rio de Janeiro","Mangaratiba","Ilha da Marambaia, Acima da gruta, seguindo pelo rio seco, próximo a uma rocha.","-44.040599822998","-22.9596996307373",NA,NA,"RBR00016603",NA,NA,NA,"17272","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2020-06-29 09:30:14-03","UFRRJ","RBR","7403","S","Plantae",NA,NA,"Euphorbiaceae","Sebastiania","gaudichaudii","Sebastiania gaudichaudii","Müll.Arg.",NA,"L.F.T. Menezes","849","2001","07","31",NA,"Brasil","Rio de Janeiro","Mangaratiba","Ilha da Marambaia, Caminho da praia da Armaçao.","-44.040599822998","-22.9596996307373",NA,NA,"RBR00007403",NA,NA,NA,"17272","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2020-06-29 09:30:14-03","UFRRJ","RBR","16602","S","Plantae",NA,NA,"Euphorbiaceae","Sebastiania","gaudichaudii","Sebastiania gaudichaudii","Müll.Arg.",NA,"G.M. Siqueira","15","2001","09","18",NA,"Brasil","Rio de Janeiro","Mangaratiba","Ilha da Marambaia, Caminho de Senzala.","-44.040599822998","-22.9596996307373",NA,NA,"RBR00016602",NA,NA,NA,"17272","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-12-21 16:24:54-03","MBM","MBM","171959","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Sebastiania","gaudichaudii","Sebastiania gaudichaudii","Muell. Arg.","Santos, T.S. dos","Carvalho, A.M. de; et al.; et al.","4414","1994","03","02","Southern America","Brazil","Bahia","Ilhéus","25km na estrada de Ilhéus para Serra Grande","-39.0494003295898","-14.7889003753662",NA,NA,"MBM171959","MBM171959",NA,NA,"61245","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-12-21 16:24:54-03","MBM","MBM","163264","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Sebastiania","gaudichaudii","Sebastiania gaudichaudii","Muell. Arg.","Webster, G.L.","Thomas, W.W.; et al.; et al.","9708","1993","02","03","Southern America","Brazil","Bahia","Ilhéus","Olivença, Serra das Trempes","-39.0494003295898","-14.7889003753662",NA,NA,"MBM163264","MBM163264",NA,NA,"61245","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2020-12-21 16:24:54-03","MBM","MBM","110271","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Sebastiania","gaudichaudii","Sebastiania gaudichaudii","Muell. Arg.",NA,"Hage, J.L.; et al.; et al.","2025","1986","06","03","Southern America","Brazil","Bahia","Ilhéus","Área do CEPEC","-39.0494003295898","-14.7889003753662",NA,NA,"MBM110271","MBM110271",NA,NA,"61245","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-12-21 16:24:54-03","MBM","MBM","80029","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Sebastiania","gaudichaudii","Sebastiania gaudichaudii","Muell. Arg.",NA,"Hage, J.L.; et al.; et al.","1191","1981","08","18","Southern America","Brazil","Bahia","Ilhéus","Área do CEPEC","-39.0494003295898","-14.7889003753662",NA,NA,"MBM080029","MBM080029",NA,NA,"61245","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-12-21 16:24:54-03","MBM","MBM","146718","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Sebastiania","gaudichaudii","Sebastiania gaudichaudii","Muell. Arg.","Webster, G.L.","Sobral, M.; et al.; et al.","55578","1987","03",NA,"Southern America","Brazil","Bahia","Ilhéus","Rod. BR-415, Ilhéus a Japu","-39.0494003295898","-14.7889003753662",NA,NA,"MBM146718","MBM146718",NA,NA,"61245","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2020-12-21 16:24:54-03","MBM","MBM","163266","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Sebastiania","gaudichaudii","Sebastiania gaudichaudii","Muell. Arg.","Amorim, A.","Thomas, W.W.; et al.; et al.","9412","1992","11","14","Southern America","Brazil","Bahia","Una","Reserva Biológica do Mico-leão","-39.0752983093262","-15.2932996749878",NA,NA,"MBM163266","MBM163266",NA,NA,"36070","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2020-12-21 16:24:54-03","MBM","MBM","163265","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Sebastiania","gaudichaudii","Sebastiania gaudichaudii","Muell. Arg.","Amorim, A.","Carvalho, A.M. de; et al.; et al.","4293","1993","07","27","Southern America","Brazil","Bahia","Una","Reserva Biológica do Mico-leão","-39.0752983093262","-15.2932996749878",NA,NA,"MBM163265","MBM163265",NA,NA,"36070","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2019-08-15 09:03:39-03","UESC","UESC","14438","S","Plantae","Angiospermae","Florideophycidae","Euphorbiaceae","Sebastiania","gaudichaudii","Sebastiania gaudichaudii","(Muell. Arg.) Muell. Arg.",NA,"Bárbara Aragão","1","2011","12","21",NA,"Brasil","Bahia","Ilhéus",NA,"-39.174444","-14.796111",NA,"Mata Higrófila Sul-baiana.; Planta arbustiva, com 80cm de altura, perene.","UESC0014438",NA,NA,NA,NA,NA,"Dicotyledoneae","39W10'28''","14S47'46''",NA,NA,NA,NA,NA,NA,NA
