"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","infraspecificEpithet","typeStatus","class","verbatimLongitude","verbatimLatitude","fieldNumber","individualCount"
"11","2021-03-15 16:37:00-03","NY","NYBG","486830","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Symplocaceae","Symplocos","itatiaiae","Symplocos itatiaiae","Wawra","G. G. Hatschbach","16821","1967","08","02","South America","Brazil","Paraná","Campina Grande do Sul","Pico Caratuva","-48.829656","-25.241299","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=742559' target='other'> <mi>dwc_moreinfo</mi></a>","NY00486830","NY00486830_01","L. B. Smith; S. F. Smith","1800","1800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2020-06-29 11:32:45-03","UFRJ","RFA","21843","PreservedSpecimen","Plantae",NA,NA,"Symplocaceae","Symplocos","itatiaiae","Symplocos itatiaiae","Wawra","J. Mattos; O. Handro","2071","1968","10","15",NA,"Brasil","Minas Gerais","Camanducaia","Fazenda Bela Vista","-46.1446990966797","-22.7553005218506",NA,"Árvore pequena ca. 4 m altura. Flores alvas","RFA49964",NA,"J. Mattos","1500","1500","22140","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2020-06-29 11:32:45-03","UFRJ","RFA","13298","PreservedSpecimen","Plantae",NA,NA,"Symplocaceae","Symplocos","itatiaiae","Symplocos itatiaiae","Wawra","Reitz; Klein","13732","1962","10","27",NA,"Brasil","Santa Catarina","Matos Costa",NA,"-51.1483001708984","-26.4731006622314",NA,"Arbusto 3 m, flor branca","RFA49958",NA,"P. Occhioni","1100","1100","17656","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2020-11-13 09:21:02-03","UFRJ","RFA","13253","PreservedSpecimen","Plantae",NA,NA,"Symplocaceae","Symplocos","itatiaiae","Symplocos itatiaiae","Wawra","G.G. Hatschbach","30386",NA,NA,NA,NA,"Brasil","Paraná","Curitiba","Rio Iguaçu, Umbará","-49.2731018066406","-25.4277992248535",NA,"Arvoreta de flor creme","RFA49959",NA,"P. Occhioni",NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2020-06-29 11:32:45-03","UFRJ","RFA","13296","PreservedSpecimen","Plantae",NA,NA,"Symplocaceae","Symplocos","itatiaiae","Symplocos itatiaiae","Wawra","L.T. Dombrowski","446","1964","10",NA,NA,"Brasil","Paraná","Curitiba","S. Brás","-49.2731018066406","-25.4277992248535",NA,"Arbusto, abundante","RFA49961",NA,"P. Occhioni",NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2020-06-29 11:32:45-03","UFRJ","RFA","13297","PreservedSpecimen","Plantae",NA,NA,"Symplocaceae","Symplocos","itatiaiae","Symplocos itatiaiae","Wawra","L.T. Dombrowski","463","1969","10","06",NA,"Brasil","Paraná","Curitiba","S. Bráz","-49.2731018066406","-25.4277992248535",NA,"Arbusto frequente","RFA49962",NA,"P. Occhioni",NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2020-11-13 09:21:02-03","UFRJ","RFA","13149","PreservedSpecimen","Plantae",NA,NA,"Symplocaceae","Symplocos","itatiaiae","Symplocos itatiaiae","Wawra","G.G. Hatschbach; O. Guimarães","14651","1966","09","05",NA,"Brasil","Paraná","Ponta Grossa","Anfiteatro","-50.1618995666504","-25.0949993133545",NA,"Arbusto 1,8 m, flor alvacente","RFA49960",NA,"P. Occhioni",NA,NA,"46557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2020-06-29 11:32:45-03","UFRJ","RFA","30770","PreservedSpecimen","Plantae",NA,NA,"Symplocaceae","Symplocos","itatiaiae","Symplocos itatiaiae","Wawra","K.T. Ribeiro; B. Medina","48","1998","04",NA,NA,"Brasil","Rio de Janeiro","Itatiaia","Pl. Itatiaia, na face norte das Prateleiras)","-44.5633010864258","-22.4960994720459",NA,"Árvore 3 m, material estéril","RFA49965",NA,"J.M.A. Braga","2400","2400","19648","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2020-06-29 11:32:45-03","UFRJ","RFA","18697","PreservedSpecimen","Plantae",NA,NA,"Symplocaceae","Symplocos","itatiaiae","Symplocos itatiaiae","Wawra","C. Pereira","806","1977","08","12",NA,"Brasil","Rio de Janeiro","Itatiaia","Planalto","-44.5633010864258","-22.4960994720459",NA,"Subarbusto em botão","RFA49963",NA,"A. Bidá","2350","2350","19648","auto","1996","05","17",NA,NA,NA,NA,NA,NA,NA
"20","2020-11-13 09:21:02-03","UFRJ","RFA","13146","PreservedSpecimen","Plantae",NA,NA,"Symplocaceae","Symplocos","itatiaiae","Symplocos itatiaiae pentandra","Mattos","G.G. Hatschbach","358","1946","09","07",NA,"Brasil","Paraná","Piraquara","Florestal","-49.0633010864258","-25.4416999816895",NA,"Arbusto de 2 m de altura. Flor branca","RFA34387",NA,"J.L.M. Aranha Filho","930","930","12577","auto",NA,NA,NA,"pentandra","Isotipo",NA,NA,NA,NA,NA
"21","2020-02-08 09:04:58-03","NBC","NL-BOTANY","L.2671662","PreservedSpecimen","Plantae",NA,"Ericales","Symplocaceae","Symplocos","itatiaiae","Symplocos itatiaiae","Wawra","Strang HE",NA,"1960","11","14","Southern America","Brazil",NA,NA,"Minas Gerais, Serra do Caparaó, Macieiras (Grotão).",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2671662 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2671662","NL-L2671662",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"22","2020-02-08 09:04:58-03","NBC","NL-BOTANY","L.2673560","PreservedSpecimen","Plantae",NA,"Ericales","Symplocaceae","Symplocos","itatiaiae","Symplocos itatiaiae","Wawra","Reitz R; Klein RM",NA,"1960","09","07","Southern America","Brazil",NA,NA,"Santa Catarina. Serra da Boa Vista, São José.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2673560 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2673560","NL-L2673560",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"23","2020-02-08 09:04:58-03","NBC","NL-BOTANY","U.1746885","PreservedSpecimen","Plantae",NA,"Ericales","Symplocaceae","Symplocos","itatiaiae","Symplocos itatiaiae","Wawra","Strang HE",NA,"1960","11","14","Southern America","Brazil",NA,NA,"Minas Gerais, Serra do Caparaó, Macieiras (Grotão).",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1746885 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1746885","NL-U1746885",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"24","2020-02-08 09:04:58-03","NBC","NL-BOTANY","U.1746886","PreservedSpecimen","Plantae",NA,"Ericales","Symplocaceae","Symplocos","itatiaiae","Symplocos itatiaiae","Wawra","Camerik AM",NA,"1975","05","24","Southern America","Brazil",NA,NA,"Est. R.J.; Itatiaia'Prateleiras; Planalto.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1746886 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1746886","NL-U1746886",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"25","2020-02-08 09:04:58-03","NBC","NL-BOTANY","U.1746887","PreservedSpecimen","Plantae",NA,"Ericales","Symplocaceae","Symplocos","itatiaiae","Symplocos itatiaiae","Wawra","Camerik AM",NA,"1975","05","08","Southern America","Brazil",NA,NA,"Est Rio de Jameiro, Itiaia, Prateleiras, Planalto.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1746887 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1746887","NL-U1746887",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"26","2015-07-02 14:04:24-03","JBP","HPL","5168","S","Plantae",NA,NA,"Symplocaceae","Symplocos","itatiaiae","Symplocos itatiaiae","Wawra.","H. Lorenzi","5540","2005","08","25",NA,"Brasil","MG","Alto Caparaó","Coletada na estrada de terra, trilha, que da acesso ao Pico da Bandeira em mata de altitude, muito comum.","-41.8683","-20.4333",NA,NA,NA,NA,"R. Tsuji",NA,NA,"21645","auto","2005","08","25",NA,NA,NA,NA,NA,NA,NA
"27","2016-02-02 14:39:13-02","BGBM","B","B 10 0158518","S","Plantae",NA,NA,"Symplocaceae","Symplocos","itatiaiae","Symplocos itatiaiae",NA,"Smith","7742",NA,NA,NA,"Middle and South America","Brazil",NA,NA,NA,NA,NA,NA,"<a href=http://herbarium.bgbm.org/object/B100158518 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100158518","B100158518",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2016-02-02 14:39:13-02","BGBM","B","B 10 0158520","S","Plantae",NA,NA,"Symplocaceae","Symplocos","itatiaiae","Symplocos itatiaiae",NA,"Reitz & Klein","7785",NA,NA,NA,"Middle and South America","Brazil",NA,NA,NA,NA,NA,NA,"<a href=http://herbarium.bgbm.org/object/B100158520 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100158520","B100158520",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2016-02-02 14:39:13-02","BGBM","B","B 10 0158517","S","Plantae",NA,NA,"Symplocaceae","Symplocos","itatiaiae","Symplocos itatiaiae",NA,"Smith","7742a",NA,NA,NA,"Middle and South America","Brazil",NA,NA,NA,NA,NA,NA,"<a href=http://herbarium.bgbm.org/object/B100158517 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100158517","B100158517",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2016-02-02 14:39:13-02","BGBM","B","B 10 0158519","S","Plantae",NA,NA,"Symplocaceae","Symplocos","itatiaiae","Symplocos itatiaiae",NA,"Reitz & Klein","9858",NA,NA,NA,"Middle and South America","Brazil",NA,NA,NA,NA,NA,NA,"<a href=http://herbarium.bgbm.org/object/B100158519 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100158519","B100158519",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2019-08-27 13:28:51-03","IAP","PACA-AGP","34399","PreservedSpecimen","Plantae","Magnoliophyta","Ebenales","Symplocaceae","Symplocos","itatiaiae","Symplocos itatiaiae var. pentandra","Mattos","Hatschbach, G.","358","1946","09","07",NA,"Brasil","PR","Piraquara",NA,"-49.0633010864258","-25.4416999816895",NA,"Há possibilidade de ser um typus. Aguardar referências. Habitat: in silvula campestri Fenofase: flor","PACA034399",NA,"A. Bidá",NA,NA,"12577","auto","1996","05","03","var. pentandra",NA,"Magnoliatae",NA,NA,NA,NA
"32","2020-12-20 21:19:33-03","UFV","VIC",NA,"PreservedSpecimen","Plantae",NA,NA,"Symplocaceae","Symplocos","itatiaiae","Symplocos itatiaiae","Wawra",NA,"771247","1977","09","29",NA,NA,NA,NA,NA,NA,NA,NA,"A 2400 msm, arbusto até 1 m,flores creme esverdeado.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2019-08-20 10:27:11-03","UNICAMP","UEC","100521","S","Plantae","Magnoliopsida",NA,"Symplocaceae","Symplocos","itatiaiae","Symplocos itatiaiae","Wawra","Shepherd, GJ; Belinello, R; Galvão, JC; Santos, MV; Goldenberg, R","9745","1997","11","18",NA,"Brazil","São Paulo","Queluz","Crista da montanha vizinha à Pedra da Mi","-44.841667","-22.431389",NA,"fruto, Vegetação subarbustiva e hebácea sobre pedras. Subarbusto 50cm, frutos verdes.","UEC044000",NA,"Aranha, JLM",NA,NA,NA,NA,"2003","10",NA,NA,NA,NA,"-44.841667","-22.431389",NA,NA
"34","2021-03-01 16:42:12-03","UNICAMP","UEC","163199","S","Plantae","Magnoliopsida",NA,"Symplocaceae","Symplocos","itatiaiae","Symplocos itatiaiae","Wawra","Almeda, F; Martins, AB; Fritsch, PW; Aranha, JLM; Bush, C; Belinello, R","9779","2009","03","10",NA,"Brazil","Rio de Janeiro","Teresópolis","Parque Nacional da Serra dos Orgãos Trail to Serra do Sino.","-43.054972","-22.776194",NA,"Densely branched tree 6-7 m tall with a spreading crown. Mature fruits purplish black. Uncommon.; Grassland and low forest on the plateau.","UEC019438","UEC019438",NA,"2000","2079",NA,NA,NA,NA,NA,NA,NA,NA,"-43.054972","-22.776194",NA,NA
"35","2021-03-01 16:42:12-03","UNICAMP","UEC","140703","S","Plantae","Magnoliopsida",NA,"Symplocaceae","Symplocos","itatiaiae","Symplocos itatiaiae","Wawra","Almeida, F; Belinello, R; Aranha, JLM; Fritsch, PW","8794","2004","11","11",NA,"Brazil","Rio de Janeiro",NA,"Serra do Mar, Pico da Caledônia. Downslope from the summit near the NE tower facing Tres Picos.","-42.589139","-22.356194",NA,"Tree 3-5m. Flowers mostrly hermaphroditic. Corolla white; anthers yellow. Ovary at anthesis 3-locular. Fruits 1-locular and green when immature.",NA,NA,"Aranha, JLM",NA,NA,NA,NA,"2005","05",NA,NA,NA,NA,"-42.589139","-22.356194",NA,NA
"36","2019-08-20 10:27:11-03","UNICAMP","UEC","13510","S","Plantae","Magnoliopsida",NA,"Symplocaceae","Symplocos","itatiaiae","Symplocos itatiaiae","Wawra","Sazima, M; Semir, J","132","1973","02","16",NA,"Brazil","Minas Gerais","Jaboticatubas","km 132","-43.7449989318848","-19.513599395752",NA,"flor, Flores brancas, altura 1m.","UEC020601","UEC020601",NA,NA,NA,"31264","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2019-08-20 10:27:11-03","UNICAMP","UEC","14993","S","Plantae","Magnoliopsida",NA,"Symplocaceae","Symplocos","itatiaiae","Symplocos itatiaiae","Wawra","Sazima, M; Semir, J","132","1973","02","16",NA,"Brazil","Minas Gerais","Jaboticatubas","km 132","-43.7449989318848","-19.513599395752",NA,"flor, Flores brancas, altura 1m.",NA,NA,NA,NA,NA,"31264","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2019-11-06 09:57:47-03","UFOP","OUPR","24351","PreservedSpecimen","Plantae",NA,NA,"Symplocaceae","Symplocos","itatiaiae","Symplocos itatiaiae","Wawra","Almeda, F.; Fritsch, P.W.; Aranha-Filho, J.L.M. & Belinello, R.","8794","2004","11","11",NA,"Brasil","Rio de Janeiro",NA,"Serra do Mar - Pico da Caledônia, Downslope from the summit near the NE tower facing Tres Picos","-42.589139","-22.356194",NA,"Windswep elfin forest. Tree 3 - 5 m . Flowers mostly hermaphroditic. Corolla white; anthers yellow. Ovary at anthesis 3 - locular. Fruit 1 - locular and green when immature",NA,NA,"Aranha-Filho, J.L.M.","2219","2245",NA,NA,"2005","10",NA,NA,NA,NA,"-42.589139","-22.356194",NA,NA
"39","2020-12-21 16:46:08-03","MBM","MBM","1425","PreservedSpecimen","Plantae",NA,NA,"Symplocaceae","Symplocos","itatiaiae","Symplocos itatiaiae","Wawra","Hatschbach, G.","14813","1966","10","10","Southern America","Brazil","Paraná","São José dos Pinhais","Colônia Roseira","-49.2064018249512","-25.5347003936768",NA,NA,"MBM001425","MBM001425","Smith, S.F.",NA,NA,"45291","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-12-21 16:46:08-03","MBM","MBM","23491","PreservedSpecimen","Plantae",NA,NA,"Symplocaceae","Symplocos","itatiaiae","Symplocos itatiaiae pentandra","Mattos","Hatschbach, G.","358","1946","09","07","Southern America","Brazil","Paraná","Piraquara","Florestal","-49.0633010864258","-25.4416999816895",NA,"Arbusto 2m, flor branca.; Capão.","MBM023491","MBM023491","Aranha Filho, J.L.M.",NA,NA,"12577","auto","2010","07",NA,"pentandra","HOLOTYPE",NA,NA,NA,NA,NA
"41","2020-12-21 16:46:08-03","MBM","MBM","234261","PreservedSpecimen","Plantae",NA,NA,"Symplocaceae","Symplocos","itatiaiae","Symplocos itatiaiae","Wawra","Shepherd, G.J.; et al.; et al.","45",NA,NA,NA,"Southern America","Brazil","São Paulo","Queluz","Próximo a Pedra da Mina","-44.7700004577637","-22.5300006866455",NA,NA,"MBM234261","MBM234261","Bidá, A.",NA,NA,"14382","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2019-11-01 15:33:10-03","PUC-RIO","FCAB","3566","PreservedSpecimen","Plantae",NA,"Angiospermae","Symplocaceae","Symplocos","itatiaiae","Symplocos itatiaiae","Wawra","J.C. Siqueira","s.n.","1984","09",NA,NA,"Brasil","Rio de Janeiro","Nova Friburgo","Pico da Caledônia","-42.5311","-22.2819",NA,NA,"003566",NA,"A. Bidá",NA,NA,NA,NA,"1996","05","22",NA,NA,NA,"-42.5311","-22.2819",NA,NA
"43","2019-11-01 15:28:42-03","PUC-RIO","FCAB","2517","PreservedSpecimen","Plantae",NA,"Angiospermae","Symplocaceae","Symplocos","itatiaiae","Symplocos itatiaiae","Wawra","P. Capell S.J.","s.n.","1952","05","14",NA,"Brasil","Rio de Janeiro","Nova Friburgo","Pico da Caledônia","-42.5311012268066","-22.2819004058838",NA,"A partir da montanha Pico ca Caledônia, arbusto.","002517",NA,"A. Bidá","2300","2300","33190","auto","1996","05","22",NA,NA,NA,NA,NA,NA,NA
"44","2007-04-16 14:06:49-03","MNHN","RECOLNAT_MNHN_P","P00647093","PreservedSpecimen",NA,NA,NA,"Symplocaceae","Symplocos","itatiaiae","Symplocos itatiaiae","Wawra","Glaziou, A.",NA,"1872","10","23",NA,"Brésil",NA,NA,"Haut des Orgues, au Frade (Rio de Janeiro)",NA,NA,"hb","Donné en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00647093' target='other'> <mi>dwc_moreinfo</mi></a>","P00647093",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6195",NA
"45","2018-09-12 10:03:24-03","MNHN","RECOLNAT_MNHN_P","P00647094","PreservedSpecimen",NA,NA,NA,"Symplocaceae","Symplocos","itatiaiae","Symplocos itatiaiae","Wawra","Glaziou, A.",NA,"1872","10","23",NA,"Brésil",NA,NA,"Haut des Orgues, au Frade (Rio de Janeiro)",NA,NA,"hb","Donné en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00647094' target='other'> <mi>dwc_moreinfo</mi></a>","P00647094",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6195",NA
"46","2015-09-26 19:25:34-03","MNHN","RECOLNAT_MNHN_P","P00647095","PreservedSpecimen",NA,NA,NA,"Symplocaceae","Symplocos","itatiaiae","Symplocos itatiaiae","Wawra","Glaziou, A.",NA,"1873","1","23",NA,"Brésil",NA,NA,"Rio de Janeiro: haut de l'Itatiaia",NA,NA,"hb","Donné en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00647095' target='other'> <mi>dwc_moreinfo</mi></a>","P00647095",NA,"Bidá",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6588",NA
"47","2017-07-21 13:50:27-03","MNHN","RECOLNAT_MNHN_P","P00647096","PreservedSpecimen",NA,NA,NA,"Symplocaceae","Symplocos","itatiaiae","Symplocos itatiaiae","Wawra","Glaziou, A.",NA,"1867","5","2",NA,"Brésil",NA,NA,"Rio de Janeiro : Haut des Orgues",NA,NA,"hb","Donné en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00647096' target='other'> <mi>dwc_moreinfo</mi></a>","P00647096",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3731",NA
"48","2015-09-04 15:49:46-03","MNHN","RECOLNAT_MNHN_P","P04518879","PreservedSpecimen",NA,NA,NA,"Symplocaceae","Symplocos","itatiaiae","Symplocos itatiaiae","Wawra","Reitz|Klein",NA,"1957","9","7",NA,"Brasil","Santa Catarina",NA,"Campo Novo, Mafra",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04518879' target='other'> <mi>dwc_moreinfo</mi></a>","P04518879","P04518879_01",NA,"800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4917",NA
