"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","county","decimalLongitude","decimalLatitude","imagecode","identifiedBy","minimumElevationInMeters","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","relatedCatalogItem","individualCount","fieldNumber","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","584096","PreservedSpecimen","Plantae","Marantaceae","Thalia","geniculata","Thalia geniculata","J. M. Pires","58158","1964","07","04","South America","Brazil","Bahia","Rodovia Brasília-Fortaleza, entre o rio Corrente e Sta. Maria","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=37613' target='other'> <mi>dwc_moreinfo</mi></a>","NY00584096","Magnoliophyta","Zingiberales","L.",NA,NA,NA,"NY00584096_01","R. C. Forzza",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","910335","PreservedSpecimen","Plantae","Marantaceae","Thalia","geniculata","Thalia geniculata","W. W. Thomas","4561","1985","10","25","South America","Brazil","Mato Grosso","Pantananl, 7-12 km SW of Rio Cassangé on rd to Porto Jofre (MT 060)","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=983225' target='other'> <mi>dwc_moreinfo</mi></a>","NY00910335","Magnoliophyta","Zingiberales","L.","Poconé","-56.95","-16.95","NY00910335_01","L. Andersson",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","1292329","PreservedSpecimen","Plantae","Marantaceae","Thalia","geniculata","Thalia geniculata","G. T. Prance","26626","1981","10","13","South America","Brazil","Pará","Rio Amazonas, above Prainha, Furo do Outeiro","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1761599' target='other'> <mi>dwc_moreinfo</mi></a>","NY01292329","Magnoliophyta","Zingiberales","L.",NA,"-53.697364","-1.806774","NY01292329_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","910334","PreservedSpecimen","Plantae","Marantaceae","Thalia","geniculata","Thalia geniculata","G. T. Prance","26165","1979","06","12","South America","Brazil","Mato Grosso","Transpantaneira Highway; 70 km after gateway.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=983219' target='other'> <mi>dwc_moreinfo</mi></a>","NY00910334","Magnoliophyta","Zingiberales","L.",NA,NA,NA,"NY00910334_01","G. T. Prance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","910337","PreservedSpecimen","Plantae","Marantaceae","Thalia","geniculata","Thalia geniculata","F. E. Drouet","2640","1935","10","23","South America","Brazil","Ceará","Small lake at Kagado","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=983235' target='other'> <mi>dwc_moreinfo</mi></a>","NY00910337","Magnoliophyta","Zingiberales","L.","Maranguape","-38.6856","-3.8908","NY00910337_01","L. Andersson",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2016-12-15 15:19:00-02","NY","NYBG","1292322","PreservedSpecimen","Plantae","Marantaceae","Thalia","geniculata","Thalia geniculata","N. A. Rosa","4305","1982","05","05","South America","Brazil","Amapá","a 10 km de Macapá, margem da rodovia Macapá-Santana.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1761592' target='other'> <mi>dwc_moreinfo</mi></a>","NY01292322","Magnoliophyta","Zingiberales",NA,NA,NA,NA,"NY01292322_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","584138","PreservedSpecimen","Plantae","Marantaceae","Thalia","geniculata","Thalia geniculata","M. H. Nee","40462","1991","05","16","South America","Bolivia","Santa Cruz","2-3 km S of center of Cotoca","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=37609' target='other'> <mi>dwc_moreinfo</mi></a>","NY00584138","Magnoliophyta","Zingiberales","L.","Andrés Ibáñez","-63","-17.78",NA,"M. H. Nee","360","360",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2016-12-15 15:19:00-02","NY","NYBG","1292330","PreservedSpecimen","Plantae","Marantaceae","Thalia","geniculata","Thalia geniculata","A. Goeldi","s.n.",NA,NA,NA,"South America","Brazil","Pará",NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1761600' target='other'> <mi>dwc_moreinfo</mi></a>","NY01292330","Magnoliophyta","Zingiberales",NA,NA,NA,NA,"NY01292330_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2016-12-15 15:19:00-02","NY","NYBG","1292328","PreservedSpecimen","Plantae","Marantaceae","Thalia","geniculata","Thalia geniculata","N. A. Rosa","3112","1979","02","08","South America","Brazil","Roraima","Arredores da estação ecológica de Aracá","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1761598' target='other'> <mi>dwc_moreinfo</mi></a>","NY01292328","Magnoliophyta","Zingiberales",NA,NA,"-61.43","3.37","NY01292328_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","910342","PreservedSpecimen","Plantae","Marantaceae","Thalia","geniculata","Thalia geniculata","N. A. Rosa","2486","1978","06","30","South America","Brazil","Maranhão","Engenho","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=983249' target='other'> <mi>dwc_moreinfo</mi></a>","NY00910342","Magnoliophyta","Zingiberales","L.","Vitória do Mearim","-44.8706","-3.4622","NY00910342_01","N. A. Rosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","910339","PreservedSpecimen","Plantae","Marantaceae","Thalia","geniculata","Thalia geniculata","G. Schaller","s.n.","1978","12","17","South America","Brazil","Mato Grosso","Pantanal. Transpantaneiro highway.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=983240' target='other'> <mi>dwc_moreinfo</mi></a>","NY00910339","Magnoliophyta","Zingiberales","L.",NA,NA,NA,"NY00910339_01","J. A. Kallunki",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","910341","PreservedSpecimen","Plantae","Marantaceae","Thalia","geniculata","Thalia geniculata","E. P. Heringer","1643","1979","06","27","South America","Brazil","Distrito Federal","área de inundação da barragem do São Bartolomeu, barra do córrego Pindaíba.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=983244' target='other'> <mi>dwc_moreinfo</mi></a>","NY00910341","Magnoliophyta","Zingiberales","L.","Brasília","-47.9294","-15.7797","NY00910341_01","H. Kennedy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","584095","PreservedSpecimen","Plantae","Marantaceae","Thalia","geniculata","Thalia geniculata","P. K. H. Dusén","18045","1916","03","29","South America","Brazil","Paraná","Castro","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=37621' target='other'> <mi>dwc_moreinfo</mi></a>","NY00584095","Magnoliophyta","Zingiberales","L.","Castro","-50.003909","-24.788757","NY00584095_01","B. L. Andersson",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","810600","PreservedSpecimen","Plantae","Marantaceae","Thalia","geniculata","Thalia geniculata","J. G. Jardim","3114","2000","11","01","South America","Brazil","Bahia","Entrada ca. 1 km E de Rio do Meio, viscinal para fazendas, ca. 2 km.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=806397' target='other'> <mi>dwc_moreinfo</mi></a>","NY00810600","Magnoliophyta","Zingiberales","L.","Itororó","-39.9447222","-15.0733333","NY00810600_01","L. Andersson",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","910338","PreservedSpecimen","Plantae","Marantaceae","Thalia","geniculata","Thalia geniculata","G. Schaller","171","1978","05","10","South America","Brazil","Mato Grosso","Pantanal. Rio Paraguai, Fazenda Acurizal.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=983238' target='other'> <mi>dwc_moreinfo</mi></a>","NY00910338","Magnoliophyta","Zingiberales","L.",NA,"-57.53","-17.87","NY00910338_01","J. A. Kallunki",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2016-12-15 15:19:00-02","NY","NYBG","1292324","PreservedSpecimen","Plantae","Marantaceae","Thalia","geniculata","Thalia geniculata","W. C. Steward","267","1977","11","25","South America","Brazil","Roraima","BR 174, Manaus-Venezuela Highway; estrada Boa Vista-Venezuela. Foothills of Serra Pacaraima.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1761594' target='other'> <mi>dwc_moreinfo</mi></a>","NY01292324","Magnoliophyta","Zingiberales",NA,NA,NA,NA,"NY01292324_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2016-12-15 15:19:00-02","NY","NYBG","1292327","PreservedSpecimen","Plantae","Marantaceae","Thalia","geniculata","Thalia geniculata","M. J. G. Hopkins","894","1986","06","21","South America","Brazil","Roraima","Ilha de Maracá. SEMA Estação.-ILha de Maracá. SEMA Estação. Damp open marsh in front of Estação.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1761597' target='other'> <mi>dwc_moreinfo</mi></a>","NY01292327","Magnoliophyta","Zingiberales",NA,"Alto Alegre","-61.333333","3.366667","NY01292327_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","911485","PreservedSpecimen","Plantae","Marantaceae","Thalia","geniculata","Thalia geniculata","C. E. O. Kuntze","s.n.","1892","07",NA,"South America","Brazil","Mato Grosso",NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=994869' target='other'> <mi>dwc_moreinfo</mi></a>","NY00911485","Magnoliophyta","Zingiberales","L.",NA,NA,NA,"NY00911485_01","L. Andersson",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","298898","PreservedSpecimen","Plantae","Marantaceae","Thalia","geniculata","Thalia geniculata","M. H. Nee","48627","1998","03","10","South America","Bolivia","Santa Cruz","Ca. 5 km SSW of Cotoca, vic. clay pits and brick works, near Santa Rosa de Provote.",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=37611' target='other'> <mi>dwc_moreinfo</mi></a>","NY00298898","Magnoliophyta","Zingiberales","L.","Andrés Ibáñez","-63","-17.78",NA,"M. H. Nee","375","375",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2016-09-27 16:52:00-03","NY","NYBG","584137","PreservedSpecimen","Plantae","Marantaceae","Thalia","geniculata","Thalia geniculata","T. J. Barrola","326","1944","04","25","South America","Argentina","Corrientes","Concepción Pueblo","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=37626' target='other'> <mi>dwc_moreinfo</mi></a>","NY00584137","Magnoliophyta","Zingiberales",NA,"Concepción",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","02724024","PreservedSpecimen","Plantae","Marantaceae","Thalia","geniculata","Thalia geniculata","G. Pereira-Silva","15189","2010","03","25","South America","Brazil","Rondônia","Jaci Parana. Estrada de acesso ao porto Prainha (balsa da mineradora) km 12.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3013254' target='other'> <mi>dwc_moreinfo</mi></a>","NY02724024","Magnoliophyta","Zingiberales","L.",NA,"-64.9883","-9.5744","NY02724024_01",NA,"90",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-02-08 11:09:23-03","UNESP-IBB","BOTU","23056","PreservedSpecimen","Plantae","Marantaceae","Thalia","geniculata","Thalia geniculata","Amaral Jr., A.","704","2000","10","31",NA,"Brasil","São Paulo",NA,NA,NA,"Herbácea na água de 3 m de altura, cálice amarelado, pétala branca, com brácteas azul petroleo","BOTU023056",NA,NA,"L.","Presidente Epitácio","-52.029722","-21.7",NA,NA,NA,NA,"52°01'47w","21°42'00s",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-02-08 11:09:23-03","UNESP-IBB","BOTU","22774","PreservedSpecimen","Plantae","Marantaceae","Thalia","geniculata","Thalia geniculata","Amaral Jr., A.","300","1999","04","09",NA,"Brasil","São Paulo",NA,NA,NA,"Herbácea 1,5m, heliófuta, flor com pétala branca.","BOTU022774",NA,NA,"L.","Castilho","-51.746917","-21.069611",NA,NA,NA,NA,"51°44'48.9w","21°04'10.6s",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-02-08 11:09:23-03","UNESP-IBB","BOTU","22122","PreservedSpecimen","Plantae","Marantaceae","Thalia","geniculata","Thalia geniculata","Bicudo, L.R.H.","139","1998","10","14",NA,"Brasil","São Paulo",NA,NA,NA,"Mata de galeria, 1,5 m de altura, cálice verde, corola roxa na base e branca na parte superio","BOTU022122",NA,NA,"L.","Panorama","-51.923333","-21.553889",NA,NA,NA,NA,"51°55'24w","21°33'14s",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2016-08-23 09:17:30-03","UNEMAT","TANG","1833","S","Plantae","Marantaceae","Thalia","geniculata","Thalia geniculata","Abdo, MSA","125","2012","07","29",NA,"Brasil","Mato Grosso","Rio Guaporé, Rio guaporé- proximo burituzal",NA,NA,NA,"TANG000001833",NA,NA,"L.","VBS Trindade","-59.925444","-15.050333",NA,"Abdo, MSA",NA,NA,"-59.925444","-15.050333","2012","08","05",NA,NA,NA,NA,NA,NA,NA
"36","2021-03-30 12:52:38-03","EAO","IAN","109766","PreservedSpecimen","Plantae","Marantaceae","Thalia","geniculata","Thalia geniculata","Irwin, HS","48792","1960","10","17","Southern America","Brasil","Amapá","Near Mt Tipac.Common.",NA,NA,NA,"IAN109766","Monocotiledônea",NA,"L.",NA,"-52.916667","-0.916667",NA,NA,NA,NA,"-52.916667","-0.916667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-30 12:52:38-03","EAO","IAN","115172","PreservedSpecimen","Plantae","Marantaceae","Thalia","geniculata","Thalia geniculata","Oliveira, E","2383","1963","03","27","Southern America","Brasil","Pará","Caminho para a Serra de Almeirim.",NA,NA,NA,"IAN115172","Monocotiledônea",NA,"L.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-30 12:52:38-03","EAO","IAN","115172a","PreservedSpecimen","Plantae","Marantaceae","Thalia","geniculata","Thalia geniculata","Oliveira, E","2383","1963","03","27","Southern America","Brasil","Pará","Caminho para a Serra de Almeirim.",NA,NA,NA,"IAN115172a","Monocotiledônea",NA,"L.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-30 12:52:38-03","EAO","IAN","122580","PreservedSpecimen","Plantae","Marantaceae","Thalia","geniculata","Thalia geniculata","D'Arcy, WG","1201","1966","09","25",NA,"Estados Unidos","Florida","Clay Conty",NA,NA,NA,"IAN122580","Monocotiledônea",NA,"L.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-30 12:52:38-03","EAO","IAN","132948","PreservedSpecimen","Plantae","Marantaceae","Thalia","geniculata","Thalia geniculata","Serrão, A; Bulhosa, JA","07","1970","05","27","Southern America","Brasil","Pará","Fazenda Menino Jseu, Marajó.",NA,NA,NA,"IAN132948","Monocotiledônea",NA,"L.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-30 12:52:38-03","EAO","IAN","133132","PreservedSpecimen","Plantae","Marantaceae","Thalia","geniculata","Thalia geniculata","Oliveira, E","5036","1969","10","31","Southern America","Brasil","Pará","Ilha do Marajó. Campo de pastagem da Faz. Urucurí, baixo, argiloso.",NA,NA,NA,"IAN133132","Monocotiledônea",NA,"L.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-30 12:52:38-03","EAO","IAN","134424","PreservedSpecimen","Plantae","Marantaceae","Thalia","geniculata","Thalia geniculata","Silva, NT da","2599","1969","08","05","Southern America","Brasil","Pará","Caracurú. Campo alagado.",NA,NA,NA,"IAN134424","Monocotiledônea",NA,"L.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-30 12:52:38-03","EAO","IAN","154224","PreservedSpecimen","Plantae","Marantaceae","Thalia","geniculata","Thalia geniculata","Bouças, PRP; Pinheiro, GS","211","1977","07",NA,"Southern America","Brasil","Pará","Levantamento de Erva invasoras na Várzea do R. Guamá. Irrigação.",NA,NA,NA,"IAN154224","Monocotiledônea",NA,"L.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-03-30 12:52:38-03","EAO","IAN","155815","PreservedSpecimen","Plantae","Marantaceae","Thalia","geniculata","Thalia geniculata","Rosa, NA","2486","1978","06","30","Southern America","Brasil","Maranhão","Engenho. Campo temporariamente alagado. Cerrado.",NA,NA,NA,"IAN155815","Monocotiledônea",NA,"L.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2021-03-30 12:52:38-03","EAO","IAN","55677","PreservedSpecimen","Plantae","Marantaceae","Thalia","geniculata","Thalia geniculata","Black, GA","9573","1950","04","24","Southern America","Brasil","Amapá","Entre a foz do Rio Macarrí e o campo da Fazenda Mongubas.",NA,NA,NA,"IAN055677","Monocotiledônea",NA,"L.",NA,"-52.916667","-0.916667",NA,NA,NA,NA,"-52.916667","-0.916667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2021-03-30 12:52:38-03","EAO","IAN","159266","PreservedSpecimen","Plantae","Marantaceae","Thalia","geniculata","Thalia geniculata","Dantas, M","1307","1982","11","04","Southern America","Brasil","Amapá","Fazenda Assunção, campo inundado.",NA,NA,NA,"IAN159266","Monocotiledônea",NA,"L.",NA,"-52.916667","-0.916667",NA,NA,NA,NA,"-52.916667","-0.916667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2021-03-30 12:52:38-03","EAO","IAN","55688","PreservedSpecimen","Plantae","Marantaceae","Thalia","geniculata","Thalia geniculata","Black, GA; Lobato, LCB","9584","1950","04","24","Southern America","Brasil","Amapá","Visinhanças da Fzenda Mongagas; campo.",NA,NA,NA,"IAN055688","Monocotiledônea",NA,"L.",NA,"-52.916667","-0.916667",NA,NA,NA,NA,"-52.916667","-0.916667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2021-03-30 12:52:38-03","EAO","IAN","35716","PreservedSpecimen","Plantae","Marantaceae","Thalia","geniculata","Thalia geniculata","Mendes, OT","4671","1938","11","19","Southern America","Brasil","São Paulo","Pindorama.",NA,NA,NA,"IAN035716","Monocotiledônea",NA,"L.",NA,NA,NA,"IAN035716 IAN035716_e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2021-03-30 12:52:38-03","EAO","IAN","48205","PreservedSpecimen","Plantae","Marantaceae","Thalia","geniculata","Thalia geniculata","Black, GA","7500","1938","05","08",NA,"México",NA,"Porto de Vera Cruz; em brejo.",NA,NA,NA,"IAN048205","Monocotiledônea",NA,"L.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2021-03-30 12:52:38-03","EAO","IAN","54475","PreservedSpecimen","Plantae","Marantaceae","Thalia","geniculata","Thalia geniculata","Black, GA","9173","1950","03","16","Southern America","Brasil","Pará","Fazenda Desterro, Ilha do Marajó.",NA,NA,NA,"IAN054475","Monocotiledônea",NA,"L.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
