"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","minimumElevationInMeters","maximumElevationInMeters","typeStatus","yearIdentified","coordinatePrecision","geoFlag","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","fieldNumber","class","individualCount","relatedCatalogItem"
"11","2020-12-21 16:26:11-03","MBM","MBM","343129","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Dalbergia","elegans","Dalbergia elegans","A.M. de Carvalho","Ribeiro, R.D.; et al.; et al.","815","2007","04","03","Southern America","Brazil","Espírito Santo","Aracruz","Santa Cruz, Vila de Itaparica, Faz. D'Omar, do Sr. Sergio Bellotti","-40.2733001708984","-19.8202991485596",NA,"Árvore jovem 6m de altura, tronco cilíndrico de cor acinzentado, 16cm de DAP. Folhas discolores, lembrando machaerium, frutos jovens amarelados dispostos para cima.","MBM343129","MBM343129","et al.; Ribeiro, R.D.",NA,NA,NA,"2008","37987","auto","03",NA,NA,NA,NA,NA,NA,NA
"12","2020-12-11 11:35:55-03","UFMG","BHCB","45286","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Dalbergia","elegans","Dalbergia elegans","A.M.Carvalho","Lemos Filho, JP","s.n.","2004","01","19","Southern America","Brasil","Espírito Santo","Linhares","no aceiro jueirama (propriedade da Aracruz) próxim","-40.008889","-19.005833",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-40.008889","-19.005833",NA,NA,NA,NA
"13","2008-05-27 22:02:00-03","MO","MOBOT","1813159","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Dalbergia","elegans","Dalbergia elegans","A.M. Carvalho","Gerrit Davidse|T.P. Ramamoorthy|Daniel M. Vital","Davidse 11529","1976","3","29","South America","Brazil","Minas Gerais",NA,"17 km S of São João Grande and 37 km S of Itaobim along Highway BR-116. Caatinga.","-41.83527","-16.90166",NA,NA,NA,NA,"Carvalho","580.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1191",NA,NA,NA
"14","2020-07-10 09:46:53-03","MBML","MBML-HERBARIO","11315",NA,"Plantae",NA,NA,"Leguminosae Faboideae","Dalbergia","elegans","Dalbergia elegans","A.M.Carvalho","V. Demuner; et al","102","1999","10","13",NA,"Brasil","Espírito Santo","Santa Teresa","Pedra Alegre","-40.824722","-19.888889",NA,"Arvoreto 5m de altura, botões florais e flores bege. Localizada em cima da Pedra do Cruzeiro, ambiente aberto e ensolarado.","MBML011315","MBML011315","Robson D. Ribeiro/25-08-2009",NA,NA,NA,NA,NA,NA,NA,NA,"40W49'29","19S53'20",NA,NA,NA,NA
"15","2020-07-10 09:46:53-03","MBML","MBML-HERBARIO","27094",NA,"Plantae",NA,NA,"Leguminosae Faboideae","Dalbergia","elegans","Dalbergia elegans","A.M.Carvalho","V. Demuner; L.F.S Magnago, T. Cruz e Elias Bausen","2651","2006","07","14",NA,"Brasil","Espírito Santo","Marilândia","Liberdade, Prop.: Deoclécio. Lorenccini","-40.516","-19.354444",NA,"Árvore 10m, fuste 5m, Dap 20cm, frutos verdes. Beira de estrada.","MBML027094","MBML027094","Robson D. Ribeiro/25-08-2009","250","250",NA,NA,NA,NA,NA,NA,"40W30'57,6","19S21'16",NA,NA,NA,NA
"16","2020-07-10 09:46:53-03","MBML","MBML-HERBARIO","49240",NA,"Plantae",NA,NA,"Leguminosae Faboideae","Dalbergia","elegans","Dalbergia elegans","A.M.Carvalho","A. M. Assis; J. Freitas","3882","2013","07","01",NA,"Brasil","Espírito Santo","Santa Leopoldina","RPPN Rancho Chapadão - Bragança","-40.55525","-20.112139",NA,"Arbusto escandente. Frutos marrons. Afloramento rochoso próximo a floresta em regeneração.","MBML049240","MBML049240","André M. Assis/Dez.2013","620","620",NA,NA,NA,NA,NA,NA,"40W33'18,9","20S6'43,7",NA,NA,NA,NA
"17","2020-07-10 09:46:53-03","MBML","MBML-HERBARIO","8852",NA,"Plantae",NA,NA,"Leguminosae Faboideae","Dalbergia","elegans","Dalbergia elegans","A.M.Carvalho","L. Kollmann; E. Bausen & W. Pizziolo","955","1998","11","10",NA,"Brasil","Espírito Santo","Santa Teresa","Pedra do Cruzeiro, divisa com Itarana","-40.826111","-19.874444",NA,"Rupícola. Arbusto 4m. Flores brancas.","MBML008852","MBML008852","Robson D. Ribeiro/25-08-2009",NA,NA,NA,NA,NA,NA,NA,NA,"40W49'34","19S52'28",NA,NA,NA,NA
"18","2020-07-10 09:46:53-03","MBML","MBML-HERBARIO","9386",NA,"Plantae",NA,NA,"Leguminosae Faboideae","Dalbergia","elegans","Dalbergia elegans","A.M.Carvalho","L. Kollmann; E. Bausen & W. Pizziolo","971","1998","11","10",NA,"Brasil","Espírito Santo","Santa Teresa","Estrada da Pedra da Onça P/ Praça Oito","-40.818889","-19.891389",NA,"Fundo de vale. Arvoreto 7m. DAP 20cm. Fuste 2m. Flores brancas odoríferas.","MBML009386","MBML009386","Robson D. Ribeiro/25-08-2009",NA,NA,NA,NA,NA,NA,NA,NA,"40W49'8","19S53'29",NA,NA,NA,NA
"19","2020-07-10 09:46:53-03","MBML","MBML-HERBARIO","43489",NA,"Plantae",NA,NA,"Leguminosae Faboideae","Dalbergia","elegans","Dalbergia elegans","A.M. de Carvalho","A.M. Lino","28","1972","03","08",NA,"Brasil","Espírito Santo","Linhares","Reserva Natural Vale, Ponto de rer. escritório para Viveiro, contra mão 450m. Mata do Tabuleiro","-40.0722007751465","-19.3910999298096",NA,"Árvore 18m alt., cilindrica, casca escamosa. Fuste 12m, CAP 100,53 cm. Diâmetro de copa 8m. Botões amarelos, flores amarelo claros, frutos imaturos verde claros seiva de coloração ferrugínea","MBML043489","MBML043489","A.M. de Carvalho/27-XI-1997","450","450","ISOTIPO",NA,"48094","auto",NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-02-25 10:12:02-03","CVRD","CVRD","759","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Dalbergia","elegans","Dalbergia elegans","A.M. Carvalho","Folli, D.A.","312","1981","02","18","América do Sul","BRASIL","ES","Linhares",NA,"-40.016639","-19.117813",NA,"<ll>dwc_commonname:</ll> Mussutaíba","CVRD000759",NA,"Renato Moraes de Jesus",NA,NA,NA,"1997",NA,NA,"11","27","-40,016639","-19,117813",NA,"Magnoliopsida",NA,NA
"21","2021-02-25 10:12:02-03","CVRD","CVRD","755","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Dalbergia","elegans","Dalbergia elegans","A.M. Carvalho","Silva, I.A.","241","1981","02","20","América do Sul","BRASIL","ES","Linhares",NA,"-40.0722007751465","-19.3910999298096",NA,"<ll>dwc_commonname:</ll> Mussutaíba","CVRD000755",NA,"Renato Moraes de Jesus",NA,NA,NA,"1997","48094","auto","11","27",NA,NA,NA,"Magnoliopsida",NA,NA
"22","2021-02-25 10:12:02-03","CVRD","CVRD","741","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Dalbergia","elegans","Dalbergia elegans","A.M. Carvalho","Silva, I.A.","233","1981","01","23","América do Sul","BRASIL","ES","Linhares",NA,"-40.0722007751465","-19.3910999298096",NA,"<ll>dwc_commonname:</ll> Mussutaíba","CVRD000741",NA,"Renato Moraes de Jesus",NA,NA,NA,"1997","48094","auto","11","27",NA,NA,NA,"Magnoliopsida",NA,NA
"23","2021-02-25 10:12:02-03","CVRD","CVRD","763","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Dalbergia","elegans","Dalbergia elegans","A.M. Carvalho","Silva, I.A.","247","1981","03","31","América do Sul","BRASIL","ES","Linhares",NA,"-40.0722007751465","-19.3910999298096",NA,"<ll>dwc_commonname:</ll> Mussutaíba","CVRD000763",NA,"Renato Moraes de Jesus",NA,NA,NA,"1997","48094","auto","11","27",NA,NA,NA,"Magnoliopsida",NA,NA
"24","2021-02-25 10:12:02-03","CVRD","CVRD","756","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Dalbergia","elegans","Dalbergia elegans","A.M. Carvalho","Silva, I.A.","242","1981","02","20","América do Sul","BRASIL","ES","Linhares",NA,"-40.0722007751465","-19.3910999298096",NA,"<ll>dwc_commonname:</ll> Mussutaíba","CVRD000756",NA,"Renato Moraes de Jesus",NA,NA,NA,"1997","48094","auto","11","27",NA,NA,NA,"Magnoliopsida",NA,NA
"25","2021-02-25 10:12:02-03","CVRD","CVRD","501","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Dalbergia","elegans","Dalbergia elegans","A.M. Carvalho","Folli, D.A.","184","1979","12","27","América do Sul","BRASIL","ES","Linhares",NA,"-40.0722007751465","-19.3910999298096",NA,"<ll>dwc_commonname:</ll> Mussutaíba","CVRD000501",NA,"Renato Moraes de Jesus",NA,NA,NA,"1997","48094","auto","11","27",NA,NA,NA,"Magnoliopsida",NA,NA
"26","2021-02-25 10:12:02-03","CVRD","CVRD","757","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Dalbergia","elegans","Dalbergia elegans","A.M. Carvalho","Silva, I.A.","243","1981","02","23","América do Sul","BRASIL","ES","Linhares",NA,"-40.0722007751465","-19.3910999298096",NA,"<ll>dwc_commonname:</ll> Mussutaíba","CVRD000757",NA,"Haroldo C. de Lima",NA,NA,NA,"1997","48094","auto","11","27",NA,NA,NA,"Magnoliopsida",NA,NA
"27","2021-02-25 10:12:02-03","CVRD","CVRD","3087","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Dalbergia","elegans","Dalbergia elegans","A.M. Carvalho","Folli, D.A.","1304","1991","03","01","América do Sul","BRASIL","ES","Linhares","Árvore plantada na área do auditório, próx. ao barracão da vigilância. Coleta de fruto MSM.199","-40.0722007751465","-19.3910999298096",NA,"<ll>dwc_commonname:</ll> Mussutaíba","CVRD003087","CVRD003087","Domingos A. Folli",NA,NA,NA,"1997","48094","auto","11","27",NA,NA,NA,"Magnoliopsida",NA,NA
"28","2021-02-25 10:12:02-03","CVRD","CVRD","2757","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Dalbergia","elegans","Dalbergia elegans","A.M. Carvalho","Menandro, M.S.","199","1990","07","05","América do Sul","BRASIL","ES","Linhares","Árvore plantada, na área do Escritório, próximo ao Barracão da vigilância.","-40.0722007751465","-19.3910999298096",NA,"Folíolos quase concolores, com face inf. pouco mais clara; frutos de vez verde-amarelados. Presença de Abelha Uruçu. <ll>dwc_commonname:</ll> Mussutaíba","CVRD002757",NA,"Renato Moraes de Jesus",NA,NA,NA,"1997","48094","auto","11","27",NA,NA,NA,"Magnoliopsida",NA,NA
"29","2021-02-25 10:12:02-03","CVRD","CVRD","3819","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Dalbergia","elegans","Dalbergia elegans","A.M. Carvalho","Folli, D.A.","1597","1992","03","09","América do Sul","BRASIL","ES","Linhares","Árvore plantada na área do MME.","-40.0722007751465","-19.3910999298096",NA,"<ll>dwc_commonname:</ll> Mussutaíba","CVRD003819",NA,"Domingos A. Folli",NA,NA,NA,"1992","48094","auto","03","09",NA,NA,NA,"Magnoliopsida",NA,NA
"30","2021-02-25 10:12:02-03","CVRD","CVRD","754","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Dalbergia","elegans","Dalbergia elegans","A.M. Carvalho","Silva, I.A.","240","1981","02","19","América do Sul","BRASIL","ES","Linhares","O ponto de referência é de Leste para Oeste.","-40.0722007751465","-19.3910999298096",NA,"<ll>dwc_commonname:</ll> Mussutaíba","CVRD000754",NA,"Renato Moraes de Jesus",NA,NA,NA,"1997","48094","auto","11","27",NA,NA,NA,"Magnoliopsida",NA,NA
"31","2021-02-25 10:12:02-03","CVRD","CVRD","753","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Dalbergia","elegans","Dalbergia elegans","A.M. Carvalho","Silva, I.A.","239","1981","02","19","América do Sul","BRASIL","ES","Linhares","O ponto de referência é de Leste para Oeste.","-40.0722007751465","-19.3910999298096",NA,"<ll>dwc_commonname:</ll> Mussutaíba","CVRD000753",NA,"Renato Moraes de Jesus",NA,NA,NA,"1997","48094","auto","11","27",NA,NA,NA,"Magnoliopsida",NA,NA
"32","2021-02-25 10:12:02-03","CVRD","CVRD","251","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Dalbergia","elegans","Dalbergia elegans","A.M. Carvalho","Lino, A.M","28","1972","03","08","América do Sul","BRASIL","ES","Linhares","Ponto de rer. Escritório para Viveiro.","-40.0722007751465","-19.3910999298096",NA,"<ll>dwc_commonname:</ll> Mussutaíba","CVRD000251",NA,"André M. de Carvalho",NA,NA,NA,"1997","48094","auto","11","27",NA,NA,NA,"Magnoliopsida",NA,NA
"33","2021-02-25 10:12:02-03","CVRD","CVRD","2880","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Dalbergia","elegans","Dalbergia elegans","A.M. Carvalho","Folli, D.A.","1210","1990","08","30","América do Sul","BRASIL","ES","Linhares","Próximo ao pomar de frutas.","-40.0722007751465","-19.3910999298096",NA,"<ll>dwc_commonname:</ll> Mussutaíba","CVRD002880",NA,"Renato Moraes de Jesus",NA,NA,NA,"1997","48094","auto","11","27",NA,NA,NA,"Magnoliopsida",NA,NA
"34","2021-02-25 10:12:02-03","CVRD","CVRD","145","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Dalbergia","elegans","Dalbergia elegans","A.M. Carvalho","Spada, J.","28","1978","01","21","América do Sul","BRASIL","ES","Linhares","Talhão 507.","-40.0722007751465","-19.3910999298096",NA,"Árvore muito tombada. <ll>dwc_commonname:</ll> Mussutaíba","CVRD000145",NA,"Renato Moraes de Jesus",NA,NA,NA,"1997","48094","auto","11","27",NA,NA,NA,"Magnoliopsida",NA,NA
"35","2021-02-25 10:12:02-03","CVRD","CVRD","9491","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Dalbergia","elegans","Dalbergia elegans","A.M. Carvalho","Luz, A.A. da","320","2004","01","26","América do Sul","BRASIL","MG","Aimorés","Aimorés","-41.0638999938965","-19.4958000183105",NA,"<ll>dwc_commonname:</ll> Mussutaíba","CVRD009491",NA,"Domingos A. Folli",NA,NA,NA,"2006","54161","auto","03","23",NA,NA,NA,"Magnoliopsida",NA,NA
"36","2021-02-25 10:12:02-03","CVRD","CVRD","8575","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Dalbergia","elegans","Dalbergia elegans","A.M. Carvalho","Luz, A.A. da","146","2004","01","26","América do Sul","BRASIL","MG","Aimorés","instituto terra","-41.0638999938965","-19.4958000183105",NA,"<ll>dwc_commonname:</ll> Mussutaíba","CVRD008575",NA,"Domingos A. Folli",NA,NA,NA,"2004","54161","auto","01","26",NA,NA,NA,"Magnoliopsida",NA,NA
"37","2020-09-12 05:00:02-03","US","US","483656","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Dalbergia","elegans","Dalbergia elegans","A.M. Carvalho","A. F. M. Glaziou","13718",NA,NA,NA,"South America - Neotropics","Brazil","Minas Gerais",NA,"Serra do Caraca.",NA,NA,NA,NA,"US01237949","US01237949_01 US01237949_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","1",NA
"38","2019-11-13 11:22:13-03","USP","SPF","186369","PreservedSpecimen","Plantae",NA,NA,"Leguminosae","Dalbergia","elegans","Dalbergia elegans","A.M.Carvalho","Ribeiro, RD","815","2007","04","03",NA,"Brasil","Espírito Santo","Aracruz",NA,"-40.1575","-19.974722",NA,NA,"SPF00186369",NA,"Ribeiro, RD",NA,NA,NA,"2006",NA,NA,"03",NA,"-40.1575","-19.974722",NA,NA,NA,NA
"39","2021-03-15 18:27:50-03","USP","SPF","224464","PreservedSpecimen","Plantae",NA,NA,"Leguminosae","Dalbergia","elegans","Dalbergia elegans","A.M.Carvalho","Siniscalchi, CM","518","2014","08","05",NA,"Brasil","Minas Gerais","Conselheiro Pena","Parque Estadual de Sete Salões, Estrada para o Córrego da Onça.","-41.383889","-19.246111",NA,"Árvore ca. 4 m alt. Folhas discolores, frutos jovens verdes.; Mata semidecidual.","SPF00224464",NA,"Siniscalchi, CM","560","560",NA,"2016",NA,NA,"06",NA,"-41.383889","-19.246111",NA,NA,NA,NA
"40","2020-05-08 11:12:13-03","UEFS","HUEFS","228844","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Papilionoideae","Dalbergia","elegans","Dalbergia elegans","A.M.Carvalho","Siniscalchi, C.M.","518","2014","08","05",NA,"Brasil","Minas Gerais","Conselheiro Pena","Parque Estadual de Sete Salões. Estrada para o Córrego da Onça.","-41.383889","-19.246944",NA,"Mata semidecidual.","HUEFS0228844",NA,NA,"560","560",NA,NA,NA,NA,NA,NA,"41w23'2''","19s14'49''",NA,"Rosanae",NA,NA
"41","2020-05-08 11:12:13-03","UEFS","HUEFS","240143","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Papilionoideae","Dalbergia","elegans","Dalbergia elegans","A.M.Carvalho","Lima, H.C.de","6896","2008","07","22",NA,"Brasil","Espírito Santo","Pedro Canário","Rod. BR-101, Km 10.","-39.990556","-18.298611",NA,"Remanescentes sobre morrotes.","HUEFS0240143",NA,"R.D.Ribeiro",NA,NA,NA,"2010",NA,NA,"05",NA,"39W59'26''","18S17'55''",NA,"Rosanae",NA,NA
"42","2020-07-23 12:07:23-03","CEPLAC","CEPEC","122326","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Dalbergia","elegans","Dalbergia elegans",NA,"H. C. de Lima","6603","1993","10","06",NA,"Brasil","Espírito Santo","guarapari","Rodovia do Sol, Ilha do Sol, próximo a Lagoa Morta.","-40.396944","-20.541389",NA,NA,NA,NA,"A. A. Calvet",NA,NA,NA,NA,NA,NA,NA,NA,"40W23'49","20S32'29",NA,NA,NA,"28/06/2007"
"43","2020-07-23 12:07:23-03","CEPLAC","CEPEC","85099","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Dalbergia","elegans","Dalbergia elegans",NA,"G. P. Lewis","1633","1987","05","13",NA,"Brasil","Espírito Santo","LINHARES","Reserva Florestal da CVRD, próx. ao entroncamento e sede.","-40","-19.5",NA,NA,NA,NA,"G. P. Lewis",NA,NA,NA,NA,NA,NA,NA,NA,"40W0'","19S30'",NA,NA,NA,"30/10/1998"
"44","2020-07-23 12:07:23-03","CEPLAC","CEPEC","146499","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Dalbergia","elegans","Dalbergia elegans",NA,"H. C. de Lima","6896",NA,NA,NA,NA,"Brasil","Espírito Santo","pedro canario",NA,"-40.1506004333496","-18.0303001403809",NA,"<ll>dwc_commonname:</ll>",NA,NA,"R. D. Ribeiro",NA,NA,NA,NA,"47378","auto",NA,NA,NA,NA,NA,NA,NA,NA
"45","2019-11-01 14:59:22-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Fabaceae","Dalbergia","elegans","Dalbergia elegans","A.M.Carvalho","Araújo, JF","IFN-3539241.10","2017","12","09","Southern America","Brasil","Bahia","Formosa do Rio Preto",NA,"-44.82","-10.98",NA,"Conglomerado BA-353. Subunidade 1. Subparcela 10. Indivíduo 16. F8; Arbusto, altura 1,6m. Base reta; Mata seca semidecídua, pouca presença de serrapilheira, solo areno-argiloso com afloramento rochoso","UB0127609","UB0127609","Carvalho, AM",NA,NA,NA,"2018",NA,NA,"05",NA,"-44.82","-10.98",NA,NA,NA,NA
"46","2019-11-01 14:59:22-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Fabaceae","Dalbergia","elegans","Dalbergia elegans","A.M.Carvalho","Moraes, TM","IFN-3549222.1","2017","12","10","Southern America","Brasil","Bahia","Santa Rita de Cássia",NA,"-44.640017","-10.979967",NA,"Conglomerado BA-354. Subunidade 2. Subparcela 1. Indivíduo 3RN. F8; Arbusto. 1,80m de altura. Base reta. Casca cinza, fina e áspera, internamente branca; Solo pedregoso, relevo plano. Floresta típica avançada","UB0127368","UB0127368","Lima, HC",NA,NA,NA,"2018",NA,NA,"05",NA,"-44.640017","-10.979967",NA,NA,NA,NA
"47","2019-11-01 14:59:22-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Fabaceae","Dalbergia","elegans","Dalbergia elegans","A.M.Carvalho","Araújo, JF","IFN-4932004.10","2017","07","28","Southern America","Brasil","Bahia","Cotegipe",NA,"-44.64","-11.52",NA,"Conglomerado BA_493. Subunidade 4. Subparcela 10. Indivíduo 15.&nf;F8 - Avaliação da regeneração natural; Arbusto 1,3m. Base reta; Cerrado denso em estágio de regeneração","UB0038449","UB0038449","Lima, HC",NA,NA,NA,"2018",NA,NA,"05",NA,"-44.64","-11.52",NA,NA,NA,NA
