"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","individualCount","occurrenceRemarks","geoFlag","recordNumber","continentOcean","minimumElevationInMeters","maximumElevationInMeters","preparationType","barcode","imagecode","dayIdentified","verbatimLongitude","verbatimLatitude","class","fieldNumber","typeStatus","relatedCatalogItem","infraspecificEpithet"
"11","2021-03-15 16:37:00-03","NY","NYBG","1005375","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Psychotria","ipecacuanha","Psychotria ipecacuanha","Rich.","M. C. de Assis",NA,NA,"L. A. Skorupa","1989","05","31","Brazil","Mato Grosso","Rio Branco","Comunidade Bela Vista; a 15 km de Rio Branco rumo a mirassol d'oeste","-58.1156","-15.2408",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1084212' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"712","South America","200","200","sheet","NY01005375","NY01005375_01",NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","1005374","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Psychotria","ipecacuanha","Psychotria ipecacuanha","Rich.",NA,NA,NA,"H. A. Weddell","1848","07",NA,"Brazil","Mato Grosso",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1084209' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"3394","South America",NA,NA,"sheet","NY01005374","NY01005374_01",NA,NA,NA,NA,NA,NA,NA,NA
"13","2016-09-26 16:36:00-03","NY","NYBG","501829","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Psychotria","ipecacuanha","Psychotria ipecacuanha",NA,"C. M. Taylor",NA,NA,"B. A. Stein","1985","04","24","Ecuador","Napo",NA,"INIAP experimental station. San Carlos 5 km SE of La Joya de los Sachas","-76.75","-0.33",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=745231' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"2608","South America","250","250","sheet","NY00501829",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2016-09-27 03:40:00-03","NY","NYBG","501828","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Psychotria","ipecacuanha","Psychotria ipecacuanha",NA,"M. C. de Assis",NA,NA,"J. de Bruijn","1966","08","22","Colombia","Bolívar",NA,"150 km N of Barrancabermeja. Mico Ahumado Camp","-74.07","8.25",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=745230' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"1091","South America",NA,NA,"sheet","NY00501828",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2016-10-28 17:00:00-02","NY","NYBG","1005372","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Psychotria","ipecacuanha","Psychotria ipecacuanha",NA,"M. C. de Assis",NA,NA,"H. L. de M. Barreto","1935","07","15","Brazil","Minas Gerais","Tombos","Fazenda das Antilhas","-42.0228","-20.9047",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1084202' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"1631","South America",NA,NA,"sheet","NY01005372","NY01005372_01",NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","1005373","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Psychotria","ipecacuanha","Psychotria ipecacuanha","Rich.","M. C. de Assis",NA,NA,"Collector unspecified",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1084208' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"s.n.","South America",NA,NA,"sheet","NY01005373","NY01005373_01",NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","1017457","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Psychotria","ipecacuanha","Psychotria ipecacuanha","Rich.","T. S. dos Santos",NA,NA,"A. M. Amorim","1991","12","04","Brazil","Bahia","Una","Comandatuba, ca. 6 km na estrada de Comandatuba, para praia de Una","-39.005","-15.30555",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1212333' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"494","South America",NA,NA,"sheet","NY01017457","NY01017457_01",NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","501826","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Psychotria","ipecacuanha","Psychotria ipecacuanha","Rich.","T. S. dos Santos",NA,NA,"A. M. Amorim","1991","12","04","Brazil","Bahia","Una","Comandatuba, ca. 6 km na estrada de Comandatuba, para praia de Una","-39.005","-15.30555",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=745232' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"494","South America",NA,NA,"sheet","NY00501826","NY00501826_01",NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","885460","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Psychotria","ipecacuanha","Psychotria ipecacuanha","Rich.","C. M. Taylor",NA,NA,"P. Fiaschi","2003","02","18","Brazil","Bahia","Canavieiras","Entrada à direita, ca. 14 km Canavieiras, na estrada para Una. Ca. 3.2 km da entrada.","-38.97","-15.55",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=995050' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"1315","South America",NA,NA,"sheet","NY00885460","NY00885460_01",NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","1005376","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Psychotria","ipecacuanha","Psychotria ipecacuanha","Rich.","M. C. de Assis",NA,NA,"H. A. Weddell","1845","07",NA,"Brazil","Mato Grosso",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1084218' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"3394","South America",NA,NA,"sheet","NY01005376","NY01005376_01",NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-02-08 11:10:01-03","UNESP-IBB","BOTU","32867","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Carapichea","ipecacuanha","Carapichea ipecacuanha","(Brot.) L.Andersson","Cassola, H.","2017","03","Paciello, G.","2017","02","08","Brasil","São Paulo","Botucatu","Distrito Rubião Júnior","-48.505278","-22.905833",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BOTU032867",NA,"07","48°30'19w","22°54'21s",NA,NA,NA,NA,NA
"22","2021-01-06 11:42:45-03","UFPI-MRV","HDELTA","704","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Carapichea","ipecacuanha","Carapichea ipecacuanha","(Brot.) L. Andersson",NA,NA,NA,"Castro, K. N. L.","2013","03","08","Brasil","Piauí","Parnaíba","Baixa da Onça","-41.7766990661621","-2.90472006797791","25571",NA,"Subarbusto <ll>dwc_commonname:</ll> Papeconha","auto","79",NA,NA,NA,NA,"HDELTA000704",NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2020-06-29 11:32:18-03","UFRJ","RFA","5194","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Cephaelis","ipecacuanha","Cephaelis ipecacuanha","(Brot.) A.Rich.","P. Occhioni","1958",NA,"P. Occhioni","1958",NA,NA,"Brasil","Minas Gerais","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RFA48153",NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2020-06-29 11:32:20-03","UFRJ","RFA","19492","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Evea","ipecacuanha","Evea ipecacuanha","(Brot.) W.Wight","Mello Barreto",NA,NA,"Rennó","1940",NA,NA,"Brasil",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"83",NA,NA,NA,NA,"RFA16378",NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2020-06-29 11:32:24-03","UFRJ","RFA","29620","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Psychotria","ipecacuanha","Psychotria ipecacuanha","(Brot.) Stokes","M.C. Assis","1992","01","L.A. Skorupa; M.C. Assis; W.L. Werneck","1989","10","30","Brasil","Rio de Janeiro","Porciúncula","A 15 km de Porciúncula rumo a Campos, RJ. Material coletado em reserva particular","-42.033333","-20.966667",NA,NA,NA,NA,"745",NA,"250","250",NA,"RFA20157",NA,"05","42º2'W","20º58'S",NA,NA,NA,NA,NA
"26","2020-06-29 11:32:24-03","UFRJ","RFA","6787","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Psychotria","ipecacuanha","Psychotria ipecacuanha","(Brot.) Stokes","M. C. Assis","1992","01",NA,"1956",NA,NA,"Brasil","Minas Gerais","Minas Gerais",NA,NA,NA,NA,NA,"Material oferecido pelo Assistente de Botanica da Faculdade de B. Horizonte, como Sendo 'Joaia'",NA,NA,NA,NA,NA,NA,"RFA26578",NA,"09",NA,NA,NA,NA,NA,NA,NA
"27","2020-06-29 11:32:24-03","UFRJ","RFA","9244","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Psychotria","ipecacuanha","Psychotria ipecacuanha","(Brot.) Stokes","M. C. Assis","1992","01","Ronaldo","1896","12","00","Brasil","Rio de Janeiro","Rio Bonito",NA,"-42.6096992492676","-22.7085990905762","20195",NA,"Da Mata","auto",NA,NA,NA,NA,NA,"RFA27978",NA,"09",NA,NA,NA,NA,NA,NA,NA
"28","2016-10-18 16:27:40-02","UNEMAT","TANG","1382","S","Plantae",NA,NA,"Rubiaceae","Carapichea","ipecacuanha","Carapichea ipecacuanha","(Brot.) L.Andersson",NA,NA,NA,"Silva, CA","2011","07","27","Brasil","Mato Grosso","Tangará da Serra","Fazenda Dorvalina Bozettee.","-57.4858016967773","-14.6194000244141","175746",NA,"Porte herbáceo, frequente no local, forma rebaleiras.","auto","311",NA,NA,NA,NA,"TANG000001382",NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2016-10-18 16:27:40-02","UNEMAT","TANG","1541","S","Plantae",NA,NA,"Rubiaceae","Carapichea","ipecacuanha","Carapichea ipecacuanha","(Brot.) L.Andersson",NA,NA,NA,"Silva, CA","2011","04","27","Brasil","Mato Grosso","Tangará da Serra","Fazenda Sudamato.","-57.4858016967773","-14.6194000244141","175746",NA,"Rara no local, ocorre em locais sombreados, próximos a cursos com água, planta medicinal.","auto","267",NA,NA,NA,NA,"TANG000001541",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2016-10-18 16:27:40-02","UNEMAT","TANG","1688","S","Plantae",NA,NA,"Rubiaceae","Carapichea","ipecacuanha","Carapichea ipecacuanha","(Brot.) L.Andersson",NA,NA,NA,"Silva, CA","2011","05","11","Brasil","Mato Grosso","Tangará da Serra","Fragemnto Florestal Fontana.","-57.4858016967773","-14.6194000244141","175746",NA,"Planta distílica, frutos vermelhos na maturidade, planta medicinal.","auto","429",NA,NA,NA,NA,"TANG000001688",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2018-08-28 10:13:18-03","UNEMAT","TANG","1560","S","Plantae",NA,NA,"Rubiaceae","Carapichea","ipecacuanha","Carapichea ipecacuanha","(Brot.) L.Andersson",NA,NA,NA,"Silva, CA; Moraes, JQ","2011","01","18","Brasil","Mato Grosso","Tangará da Serra","Fragmento florestal fazenda Bahia.","-57.4858016967773","-14.6194000244141","175746",NA,"Observou-se uma pequeno emaranhado da planta no local, material estéril e rara no local.","auto","126",NA,NA,NA,NA,"TANG000001560",NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2019-09-10 21:44:09-03","UNEMAT","TANG","3290","S","Plantae",NA,NA,"Rubiaceae","Psychotria","ipecacuanha","Psychotria ipecacuanha","(Brot.) Standl.",NA,NA,NA,"Silva, PC; Semençato, DR","2016","11","29","Brasil","Mato Grosso","Barra do Bugres","Fazenda Novo mundo","-57.563875","-14.873278",NA,NA,NA,NA,"02",NA,"263","263",NA,"TANG000003290",NA,NA,"-57.563875","-14.873278",NA,NA,NA,NA,NA
"33","2019-09-10 21:44:09-03","UNEMAT","TANG","3292","S","Plantae",NA,NA,"Rubiaceae","Psychotria","ipecacuanha","Psychotria ipecacuanha","(Brot.) Standl.",NA,NA,NA,"Silva, PC","2016","11","30","Brasil","Mato Grosso","Nova Olimpia",NA,"-57.251364","-14.7842",NA,NA,NA,NA,"04",NA,"181","181",NA,"TANG000003292",NA,NA,"-57.251364","-14.7842",NA,NA,NA,NA,NA
"34","2016-10-18 16:28:10-02","UNEMAT","TANG","781","S","Plantae",NA,NA,"Rubiaceae","Psychotria","ipecacuanha","Psychotria ipecacuanha","(Brot.) Standl.",NA,NA,NA,"Silva, CA","2009","03","23","Brasil","Mato Grosso","Barra do Bugres","Fazenda Pampeana","-57.1810989379883","-15.0725002288818","173387",NA,"frutos vermelhos na maturidade, sub-bosque úmido, herbáceo","auto","13",NA,NA,NA,NA,"TANG000000781",NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2019-09-10 21:44:09-03","UNEMAT","TANG","3291","S","Plantae",NA,NA,"Rubiaceae","Psychotria","ipecacuanha","Psychotria ipecacuanha","(Brot.) Standl.",NA,NA,NA,"Silva, PC","2016","11","30","Brasil","Mato Grosso","Denise","Sítio do inicio do Assentamento Rural de Denise","-57.086419","-14.664228",NA,NA,NA,NA,"03",NA,"190","190",NA,"TANG000003291",NA,NA,"-57.086419","-14.664228",NA,NA,NA,NA,NA
"36","2021-03-30 12:47:38-03","EAO","IAN","197984","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Rubiaceae","Carapichea","ipecacuanha","Carapichea ipecacuanha","(Brot.) L.Andersson",NA,NA,NA,"Santos, SCS dos","2019","02","04","Brasil","Pará","Belém","Horto da Embrapa Amazônia Oriental.","-48.5043983459473","-1.4558299779892","48462",NA,"Arbusto com aproximadamente 30cm de altura, frutos vermelhos, ovalados, presença de inseto (formiga)","auto","1","Southern America",NA,NA,NA,"IAN197984",NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-30 12:47:38-03","EAO","IAN","194432","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Rubiaceae","Carapichea","ipecacuanha","Carapichea ipecacuanha","(Brot.) L.Andersson",NA,NA,NA,"Rodrigues, ST","2016","07","04","Brasil","Pará","Belém","Horto de Plantas medicinais da Embrapa Amazônia Oriental.","-48.5043983459473","-1.4558299779892","48462",NA,"Erva com frutos múltiplos e roxos.s e roxos.","auto","676","Southern America",NA,NA,NA,"IAN194432",NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-30 12:47:38-03","EAO","IAN","194095","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Rubiaceae","Carapichea","ipecacuanha","Carapichea ipecacuanha","(Brot.) L.Andersson",NA,NA,NA,"Rodrigues, ST; Nascimento, MP do","2015","10","07","Brasil","Pará","Belém","Horto de Plantas Medicinais da Embrapa Amazônia Oriental.","-48.5043983459473","-1.4558299779892","48462",NA,"Erva com flores brancas em capítulos e frutos vermelhos.","auto","652","Southern America",NA,NA,NA,"IAN194095",NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-30 12:48:12-03","EAO","IAN","15583","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Rubiaceae","Psychotria","ipecacuanha","Psychotria ipecacuanha","Stokes","Kirkbride Jr.; J.H.","1977",NA,"Fróes, RL","1945","11","24","Brasil","Bahia",NA,"Região do Rio Pardo; matas altas sombrias; terrenos acidentados, pedregosos.",NA,NA,NA,NA,"Herva.",NA,"20068","Southern America",NA,NA,NA,"IAN015583","IAN015583 IAN015583_e",NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-30 12:48:12-03","EAO","IAN","15594","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Rubiaceae","Psychotria","ipecacuanha","Psychotria ipecacuanha","Stokes","Kirkbride Jr.; J.H.","1977",NA,"Fróes, RL","1942","05",NA,"Brasil","Bahia",NA,"Nas matas altas sombrias de Itapira; terrenos acidentados; zona chuvosa.",NA,NA,NA,NA,"Herbácea.",NA,"20078","Southern America",NA,NA,NA,"IAN015594","IAN015594 IAN015594_e",NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-30 12:48:12-03","EAO","IAN","170710","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Rubiaceae","Psychotria","ipecacuanha","Psychotria ipecacuanha","Stokes",NA,NA,NA,"Skorupa, LA; Assis, CA","1989","10","30","Brasil","Rio de Janeiro",NA,"Mata de encosta úmida, 15 km de Porciúncula, rumo a Campos-RJ, a esquerda. Solo arenoso, levemente inclinado, freqüência baixa.",NA,NA,NA,NA,"Subarbusto ereto, prostrado, cerca de 20cm de altura.",NA,"745","Southern America",NA,NA,NA,"IAN170710",NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-30 12:48:12-03","EAO","IAN","170713","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Rubiaceae","Psychotria","ipecacuanha","Psychotria ipecacuanha","Stokes",NA,NA,NA,"Skorupa, LA","1989","11","02","Brasil","Minas Gerais",NA,"Caratinga, mata alta, relevo plano, Vale do João , reserva biológica de Caratinga.","-42.15","-19.766667",NA,NA,"Suarbusto ereto-prostrado, cerca de 30cm de altura. População de indivíduos com mais de 100.",NA,"753","Southern America",NA,NA,NA,"IAN170713",NA,NA,"-42.15","-19.766667",NA,NA,NA,NA,NA
"43","2021-03-30 12:48:12-03","EAO","IAN","170714","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Rubiaceae","Psychotria","ipecacuanha","Psychotria ipecacuanha","Stokes",NA,NA,NA,"Skorupa, LA","1989","06","04","Brasil","Mato Grosso",NA,"A 30 km de Lacerdinha, em direção a Vilhena, a esquerda, sob influência do rio Galera. Solo arenoso, mata úmida.","-58.066667","-15.233333",NA,NA,"Ereto, prostrado 20-30cm de altura. Indivíduo apresentando folhas acentuadamente lanceoladas.",NA,"719","Southern America","250","250",NA,"IAN170714",NA,NA,"-58.066667","-15.233333",NA,NA,NA,NA,NA
"44","2021-03-30 12:48:12-03","EAO","IAN","174561","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Rubiaceae","Psychotria","ipecacuanha","Psychotria ipecacuanha","Stokes",NA,NA,NA,"Rodrigues, IA","1993","06",NA,"Brasil","Pará","Belém","Horto de Plantas Medicinais do CPATU.","-48.433333","-1.433333",NA,NA,NA,NA,"1533","Southern America",NA,NA,NA,"IAN174561",NA,NA,"-48.433333","-1.433333",NA,NA,NA,NA,NA
"45","2021-03-30 12:48:12-03","EAO","IAN","182433","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Rubiaceae","Psychotria","ipecacuanha","Psychotria ipecacuanha","Stokes",NA,NA,NA,"Nascimento, MP do","1997","08","20","Brasil","Pará","Belém","Embrapa, CPATU. Horto de Plantas Medicinais.","-48.433333","-1.433333",NA,NA,NA,NA,"s.n.","Southern America",NA,NA,NA,"IAN182433",NA,NA,"-48.433333","-1.433333",NA,NA,NA,NA,NA
"46","2021-03-30 12:48:12-03","EAO","IAN","182558","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Rubiaceae","Psychotria","ipecacuanha","Psychotria ipecacuanha","Stokes",NA,NA,NA,"Nascimento, MP do","1997","08","20","Brasil","Pará","Belém","Embrapa - CPATU. Horto de Plantas Medicinais.","-48.433333","-1.433333",NA,NA,NA,NA,"s.n.","Southern America",NA,NA,NA,"IAN182558",NA,NA,"-48.433333","-1.433333",NA,NA,NA,NA,NA
"47","2021-03-30 12:48:12-03","EAO","IAN","77163","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Rubiaceae","Psychotria","ipecacuanha","Psychotria ipecacuanha","Stokes","Kirkbride Jr.; J.H.","1977",NA,"Black, GA; Cordeiro, E","1952","06","18","Brasil","Rondônia",NA,"Rio Guaporé, Ponta das Pedras Negras.&nf;Capopeira.",NA,NA,NA,NA,"Arbusto pequeno.",NA,"15090","Southern America",NA,NA,NA,"IAN077163",NA,NA,NA,NA,NA,NA,NA,NA,NA
