"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","coordinatePrecision","occurrenceRemarks","barcode","geoFlag","phylum","yearIdentified","recordNumber","continentOcean","imagecode","monthIdentified","minimumElevationInMeters","maximumElevationInMeters","dayIdentified","typeStatus","infraspecificEpithet","preparationType","individualCount","class","order"
"11","2020-07-10 09:48:34-03","MBML","MBML-HERBARIO","13068",NA,"Plantae","Orchidaceae","Pseudolaelia","dutrae","Pseudolaelia dutrae","Ruschi",NA,"R.R. Vervloet; et al","2000","06","20","Brasil","Espírito Santo","Santa Teresa","Pedra do Cruzeiro","-40.826111","-19.874444","40W49'34","19S52'28",NA,"Rupícola, pétalas e sépalas rosas, labelo branco com bordas rosas. Frutos verdes.","MBML013068",NA,NA,NA,"8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2020-07-10 09:48:34-03","MBML","MBML-HERBARIO","14005",NA,"Plantae","Orchidaceae","Pseudolaelia","dutrae","Pseudolaelia dutrae","Ruschi",NA,"L. Kollmann; et al","2001","04","25","Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia","-40.530278","-19.971389","40W31'49","19S58'17",NA,"Epífita em Velloziaceae, sépalas e pétalas lilás, labelo com a base branca, ápice lilás com listras mais escuras, lóbulos laterais do labelo lilás.","MBML014005",NA,NA,NA,"3621",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2020-07-10 09:48:34-03","MBML","MBML-HERBARIO","14109",NA,"Plantae","Orchidaceae","Pseudolaelia","dutrae","Pseudolaelia dutrae","Ruschi","L. Kollmann/07-05-2001","L. Kollmann","2001","05","07","Brasil","Espírito Santo","Santa Teresa","Pedra da Onça","-40.814722","-19.897778","40W48'53","19S53'52",NA,"Floração em cultivo. Flores lilás com a base do labelo branco. Floração em cultivo.","MBML014109",NA,NA,NA,"3638",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2020-07-10 09:48:34-03","MBML","MBML-HERBARIO","18905",NA,"Plantae","Orchidaceae","Pseudolaelia","dutrae","Pseudolaelia dutrae","Ruschi","A.P.Fontana/05-09-2001","A. P. Fontana; et al","2001","06","10","Brasil","Espírito Santo","Santa Teresa","São João de Petrópolis, E.A.F.S.T.","-40.681389","-19.805556","40W40'53","19S48'20",NA,"Terrestre; flores com pét. E sép. Rosas esbranquiçadas; labelo com centro piloso branco e ápice serrilhado com leves estrias, lóbulos laterais rosas pequenos; coluna esverdeada com ápice roxo.","MBML018905",NA,NA,NA,"122",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2020-07-10 09:48:34-03","MBML","MBML-HERBARIO","18908",NA,"Plantae","Orchidaceae","Pseudolaelia","dutrae","Pseudolaelia dutrae","Ruschi","A.P.Fontana/05-09-2001","A. P. Fontana; et al","2001","06","10","Brasil","Espírito Santo","Santa Teresa","São João de Petrópolis, E.A.F.S.T.","-40.681389","-19.805556","40W40'53","19S48'20",NA,"Epífita sobre Velloziaceae; flores com pét. E sép. Rosas esbranquiçadas; labelo com centro piloso branco e ápice serrilhado com leves estrias lilás; coluna esverdeada com ápice roxo.","MBML018908",NA,NA,NA,"123",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2020-07-10 09:48:34-03","MBML","MBML-HERBARIO","18909",NA,"Plantae","Orchidaceae","Pseudolaelia","dutrae","Pseudolaelia dutrae","Ruschi","A.P.Fontana/05-09-2001","A. P. Fontana; et al","2001","02","24","Brasil","Espírito Santo","Santa Teresa","São João de Petrópolis, E.A.F.S.T.","-40.681389","-19.805556","40W40'53","19S48'20",NA,"Epífita, sobre Velloziaceae; pét e sép lilás, labelo rilobado com laterias branco lilás, mediano branco amarelado com ápice lilás; coluna verde arroxeada e antera roxa.","MBML018909",NA,NA,NA,"104",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2020-07-10 09:48:34-03","MBML","MBML-HERBARIO","22562",NA,"Plantae","Orchidaceae","Pseudolaelia","dutrae","Pseudolaelia dutrae","Ruschi","L. Kollmann/2004","R. L. Teixeira; et al","2004","07","25","Brasil","Espírito Santo","Itarana","Pedra da Onça","-40.814722","-19.897778","40W48'53","19S53'52",NA,"Flores lilás com labelo branco.","MBML022562",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2020-07-10 09:48:34-03","MBML","MBML-HERBARIO","22873",NA,"Plantae","Orchidaceae","Pseudolaelia","dutrae","Pseudolaelia dutrae","Ruschi","L. Kollmann/12-11-2004","E. Lagasa","1973","04","21","Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia","-40.530278","-19.971389","40W31'49","19S58'17",NA,"Somente em álcool.","MBML022873",NA,NA,NA,"211",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2020-07-10 09:48:34-03","MBML","MBML-HERBARIO","23167",NA,"Plantae","Orchidaceae","Pseudolaelia","dutrae","Pseudolaelia dutrae","Ruschi","A. P. Fontana/24-12-2004","A. P. Fontana; et al","2003","12","24","Brasil","Espírito Santo","São Roque do Canaã","Misterioso, Pedra dos Três Carneiros","-40.739444","-19.760833","40W44'22","19S45'39",NA,"Epífita sobre velloziaceae e rupestre. Frutos secos.","MBML023167",NA,NA,NA,"681",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2020-07-10 09:48:34-03","MBML","MBML-HERBARIO","25391",NA,"Plantae","Orchidaceae","Pseudolaelia","dutrae","Pseudolaelia dutrae","Ruschi","A. P. Fontana/09-07-2005","A. P. Fontana; et al","2005","07","09","Brasil","Espírito Santo","São Roque do Canaã","Misterioso","-40.739444","-19.760833","40W44'22","19S45'39",NA,"Rupestre e epífita sobre Velloziaceae, heliófila, flores com sépalas e pétalas lilás com labelo com o centro até a base branca com apíce e margens estriadas de lilás.","MBML025391",NA,NA,NA,"1541",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2020-07-10 09:48:34-03","MBML","MBML-HERBARIO","27007",NA,"Plantae","Orchidaceae","Pseudolaelia","dutrae","Pseudolaelia dutrae","Ruschi","L. Menini Neto/10-VIII-2010","V. Demuner; L.F.S Magnago, T. Cruz e Elias Bausen","2006","06","07","Brasil","Espírito Santo","Águia Branca","Rochedo, propr.: Arlindo Breda","-40.800278","-18.945","40W48'1","18S56'42",NA,"Rupícola, botões florais, flores com pétalas lilás, labelo branco com listas lilás. Afloramento rochoso.","MBML027007",NA,NA,NA,"2452",NA,NA,NA,"450","450",NA,NA,NA,NA,NA,NA,NA
"22","2020-07-10 09:48:34-03","MBML","MBML-HERBARIO","27945",NA,"Plantae","Orchidaceae","Pseudolaelia","dutrae","Pseudolaelia dutrae","Ruschi",NA,"L. F. S. Magnago; V. Demuner, T. Cruz e Elias Bausen","2006","04","17","Brasil","Espírito Santo","Colatina","Alto Moacir, Pedra do Cruzeiro, propr.: Landislau.","-40.558611","-19.348056","40W33'31","19S20'53",NA,"Epífita em Velloziaceae. Flores lilás. Vegetação rupícula arbustiva.","MBML027945",NA,NA,NA,"804",NA,NA,NA,"150","150",NA,NA,NA,NA,NA,NA,NA
"23","2020-07-10 09:48:34-03","MBML","MBML-HERBARIO","30411",NA,"Plantae","Orchidaceae","Pseudolaelia","dutrae","Pseudolaelia dutrae","Ruschi","R. V. Romagna/23-10-2003","A. M. Assis; V. G. Demuner, R. V. Romagna","2003","10","23","Brasil","Espírito Santo","Santa Teresa","Pedra da Onça","-40.814722","-19.897778","40W48'53","19S53'52",NA,"Herbácea, rupícula, frutos verdes. Afloramento rochoso. Altitude aproximada: 775m.","MBML030411",NA,NA,"2003","997",NA,NA,"10",NA,NA,"23",NA,NA,NA,NA,NA,NA
"24","2020-07-10 09:48:34-03","MBML","MBML-HERBARIO","30825",NA,"Plantae","Orchidaceae","Pseudolaelia","dutrae","Pseudolaelia dutrae","Ruschi","L. Kollmann/05-07-2007","L. Kollmann; A.P. Fontana, W. Saslawski & A Saslawski","2007","07","05","Brasil","Espírito Santo","São Roque do Canaã","Pedra dos Três Carneiros","-40.739444","-19.760833","40W44'22","19S45'39",NA,"Rupícola no sol. Flores brancas.","MBML030825",NA,NA,NA,"9844",NA,NA,NA,"600","600",NA,NA,NA,NA,NA,NA,NA
"25","2020-07-10 09:48:34-03","MBML","MBML-HERBARIO","30832",NA,"Plantae","Orchidaceae","Pseudolaelia","dutrae","Pseudolaelia dutrae","Ruschi","L. Kollmann/05-07-2007","L. Kollmann; A.P. Fontana, W. Saslawski & A Saslawski","2007","07","05","Brasil","Espírito Santo","São Roque do Canaã","Pedra dos Três Carneiros","-40.739444","-19.760833","40W44'22","19S45'39",NA,"Rupícola no sol.","MBML030832",NA,NA,NA,"9842",NA,NA,NA,"600","600",NA,NA,NA,NA,NA,NA,NA
"26","2020-07-10 09:48:34-03","MBML","MBML-HERBARIO","37846",NA,"Plantae","Orchidaceae","Pseudolaelia","dutrae","Pseudolaelia dutrae","Ruschi","L. Menini Neto/15-VIII-2010","L. Kollmann; E.Leme & D.Couto","2009","06","06","Brasil","Espírito Santo","Muqui","Sumidouro, Sitio 20 alqueires, Prop. Helio Lima","-41.218889","-20.976111","41W13'8","20S58'34",NA,"Erva rupícola ao sol, flores brancas com o ápice do labelo lilás. VIDE ÁLCOOL","MBML037846",NA,NA,NA,"11668",NA,NA,NA,"600","600",NA,NA,NA,NA,NA,NA,NA
"27","2020-07-10 09:48:34-03","MBML","MBML-HERBARIO","4692",NA,"Plantae","Orchidaceae","Pseudolaelia","dutrae","Pseudolaelia dutrae","Ruschi",NA,NA,"1954","07","02","Brasil","Espírito Santo","Santa Teresa","Rio Perdido","-40.730556","-19.834444","40W43'50","19S50'4",NA,"In herb/alcool.","MBML004692",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2020-09-14 16:46:06-03","MBML","MBML-HERBARIO","24004",NA,"Plantae","Orchidaceae","Pseudolaelia","dutrae","Pseudolaelia dutrae","Ruschi",NA,"M. Frey; et al","2004","04","15","Brasil","Espírito Santo","Itapina","Pedra do Maquiji","-40.835556","-19.4925","40W50'8","19S29'33",NA,"Folhas verdes e flores rosas com o labelo também rosa com o centro branco de extremidade roxa. Ocorre na pedra com um pouco de litosolo, epífita em Vellozia, evitando área mais vegetalizadas do inselberg com altitude aproximadamente 40","MBML024004",NA,NA,NA,"656",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2020-07-10 09:48:34-03","MBML","MBML-HERBARIO","48294",NA,"Plantae","Orchidaceae","Pseudolaelia","dutrae","Pseudolaelia dutrae","Ruschi","L. Menini Neto/VIII-2009","L.Menini Neto; R.C. Forzza, M.M. Saavedra & J.C. Silva","2009","05","29","Brasil","Espírito Santo","Vila Pavão","Comunidade Figueira. Inselberg","-40.553333","-18.651111","40W33'12","18S39'4",NA,"Erva epífita, sobre Vellozia plicata. Pseudobulbos verde-claros a avermelhados, bainhas estramíneas, pedúnculo vináceo, brácteas estramíneas, sépalas e pétalas róseas, labelo esbranquiçado, com a borda dos lobos medianos rósea, coluna","MBML048294",NA,NA,NA,"756",NA,NA,NA,"144","144",NA,NA,NA,NA,NA,NA,NA
"30","2020-07-10 09:48:34-03","MBML","MBML-HERBARIO","49150",NA,"Plantae","Orchidaceae","Pseudolaelia","dutrae","Pseudolaelia dutrae","Ruschi","L. Kollmann","L. Kollmann; E. Leme & V. Leme","2014","06","22","Brasil","Espírito Santo","Itaguaçu","Itaimbé, Pedra do Pontal de Santa Joana","-40.816389","-19.596667","40W48'59","19S35'48",NA,"Epifita em Vellozia plicata, ao sol, flores lilas, labelo branco, apice lilas.","MBML049150",NA,NA,NA,"12954",NA,NA,NA,"577","577",NA,NA,NA,NA,NA,NA,NA
"31","2020-07-10 09:48:34-03","MBML","MBML-HERBARIO","49281",NA,"Plantae","Orchidaceae","Pseudolaelia","dutrae","Pseudolaelia dutrae","Ruschi","L. Kollmann","L. Kollmann; R.Goldenberg, T.Bochorny & L.Bacci","2015","05","12","Brasil","Espírito Santo","Governador Lindenberg","Pedra de Santa Luzia","-40.463889","-19.277778","40W27'50","19S16'40",NA,"Epifita em Vellozia sp, Flores lilas, base do labelo branco.","MBML049281",NA,NA,NA,"12983",NA,NA,NA,"650","650",NA,NA,NA,NA,NA,NA,NA
"32","2020-07-10 09:48:34-03","MBML","MBML-HERBARIO","52408",NA,"Plantae","Orchidaceae","Pseudolaelia","dutrae","Pseudolaelia dutrae","Ruschi","A.P. Fontana/18-05-2007","A. P. Fontana; K.A. Brahim, L.N. Lima & W. Pertel","2007","05","18","Brasil","Espírito Santo","Afonso Cláudio","Serra Pelada. Pedra dos Três Pontões. Inselbergue.","-41.037111","-20.076167","41W2'13,6","20S4'34,2",NA,"Rupícola no sol. Associada com Vellozia. Flores brancas com labelo amarelo com ápice com estrias lilás. Ex-Pseudolaelia freyi forma alba.Projeto CORES-JBRJ.","MBML052408",NA,NA,NA,"3388",NA,NA,NA,"1078","1078",NA,NA,NA,NA,NA,NA,NA
"33","2020-07-10 09:48:34-03","MBML","MBML-HERBARIO","52409",NA,"Plantae","Orchidaceae","Pseudolaelia","dutrae","Pseudolaelia dutrae","Ruschi","A.P. Fontana/18-05-2007","A. P. Fontana; K.A. Brahim, L.N. Lima & W. Pertel","2007","05","18","Brasil","Espírito Santo","Afonso Cláudio","Serra Pelada. Pedra dos Três Pontões. Inselbergue.","-41.037111","-20.076167","41W2'13,6","20S4'34,2",NA,"Rupícola no sol. Associada com Vellozia. Flores com sépalas e pétalas lilás e labelo branco com centro amarelo e margem e ápice com estrias lilás. Ex-Pseudolaelia freyi. Projeto CORES-JBRJ.","MBML052409",NA,NA,NA,"3387",NA,NA,NA,"1078","1078",NA,NA,NA,NA,NA,NA,NA
"34","2020-07-10 09:48:34-03","MBML","MBML-HERBARIO","544",NA,"Plantae","Orchidaceae","Pseudolaelia","dutrae","Pseudolaelia dutrae","Ruschi",NA,"A. Ruschi","1948","07","03","Brasil","Espírito Santo","Santa Teresa","Barra do Rio Perdido","-40.7125","-19.833056","40W42'45","19S49'59",NA,"Em pedreira sobre Vellosiaceae.","MBML000544",NA,NA,NA,"1502",NA,"MBML000544_1 MBML000544_2 MBML000544_3",NA,NA,NA,NA,"LECTOTIPO",NA,NA,NA,NA,NA
"35","2020-07-10 09:48:34-03","MBML","MBML-HERBARIO","545",NA,"Plantae","Orchidaceae","Pseudolaelia","dutrae","Pseudolaelia dutrae","Ruschi",NA,"A. Ruschi","1948","07","03","Brasil","Espírito Santo","Santa Teresa","Barra do Rio Perdido","-40.7125","-19.833056","40W42'45","19S49'59",NA,"Em pedreira sobre Vellosiaceae.","MBML000545",NA,NA,NA,"1503",NA,"MBML000545",NA,NA,NA,NA,"PARATIPO",NA,NA,NA,NA,NA
"36","2020-07-10 09:48:34-03","MBML","MBML-HERBARIO","5676",NA,"Plantae","Orchidaceae","Pseudolaelia","dutrae","Pseudolaelia dutrae","Ruschi",NA,"L. Kollmann","1988","07","24","Brasil","Espírito Santo","Itarana","Pedra do Cruzeiro","-40.826111","-19.874444","40W49'34","19S52'28",NA,"Rupícola no sol. Planta estéril. Herb em flor em 22/06/1989. sépalas e pétalas roxo claras. Labelo roxo claro com o centro branco. Cult. (jardim rupestre) herb. Alcool.","MBML005676",NA,NA,NA,"25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-07-10 09:48:34-03","MBML","MBML-HERBARIO","896",NA,"Plantae","Orchidaceae","Pseudolaelia","dutrae","Pseudolaelia dutrae","Ruschi",NA,"H. Q. Boudet Fernandes; W. Boone","1986","04","16","Brasil","Espírito Santo","Santa Teresa","Pedra da Onça","-40.814722","-19.897778","40W48'53","19S53'52",NA,"Orquídea, sépalas lilases rosadas, pétalas da mesma cor com manchas rosa choque, labelo branco com bordos rosa choque, heliófila, associada a canela-de-ema, em meio líquido.","MBML000896",NA,NA,NA,"1927",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-07-10 09:48:34-03","MBML","MBML-HERBARIO","23674",NA,"Plantae","Orchidaceae","Pseudolaelia","dutrae","Pseudolaelia dutrae","Ruschi","A. P. Fontana/06-08-2004","A. P. Fontana; et al","2004","08","06","Brasil","Minas Gerais","Aimorés","Propriedade de Fabiano Ramos","-41.0638999938965","-19.4958000183105",NA,NA,"54161","Epífita sobre velloziaceae e rupestre, frutos verdes.","MBML023674","auto",NA,NA,"907",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2020-07-10 09:48:34-03","MBML","MBML-HERBARIO","25392",NA,"Plantae","Orchidaceae","Pseudolaelia","dutrae","Pseudolaelia dutrae var. alba",NA,"A. P. Fontana/09-07-2005","A. P. Fontana; et al","2005","07","09","Brasil","Espírito Santo","São Roque do Canaã","Misterioso","-40.739444","-19.760833","40W44'22","19S45'39",NA,"Rupestre, heliófila, flores com sépalas e pétalas brancas com ápice amarelado, labelo com o centro amarelado com ápice esbranquiçado e com estrias vermelhas. Coluna verde.","MBML025392",NA,NA,NA,"1542",NA,NA,NA,NA,NA,NA,NA,"var. alba",NA,NA,NA,NA
"40","2020-07-10 09:48:34-03","MBML","MBML-HERBARIO","14194",NA,"Plantae","Orchidaceae","Pseudolaelia","dutrae","Pseudolaelia dutrae","Ruschi","L. Kollmann/08-05-2001","L. Kollmann; et al","2000","12","13","Brasil","Espírito Santo","Barra de São Francisco","Córrego da Poaia","-40.8908004760742","-18.7549991607666",NA,NA,"36480","Rupícola no sol. Sépalas e pétalas lilás, coluna vinácea, base lilás a branca, labelo branco, ápice e margens lilás, lóbulos laterais brancos. Floração em 08/05/01. Herb/Culta JP/Álcool.","MBML014194","auto",NA,NA,"3532",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-07-10 09:48:34-03","MBML","MBML-HERBARIO","22467",NA,"Plantae","Orchidaceae","Pseudolaelia","freyi","Pseudolaelia freyi","Chiron & V.P.Castro",NA,"M. Frey; et al","2004","06","28","Brasil","Espírito Santo","Brejetuba","Monte Feio","-41.2902984619141","-20.1460990905762",NA,NA,"23265","Folhas verdes e flores esbranquiçadas com extremidade do labelo roxa. Ocorre nas placas de litosolo, no cume do inselberg de altitude de aproximadamente 1200 metros, epífita nas Nanuzas e outras Velloziaceae.","MBML022467","auto",NA,NA,"702",NA,"MBML022467",NA,NA,NA,NA,"HOLOTIPO",NA,NA,NA,NA,NA
"42","2020-07-10 09:48:34-03","MBML","MBML-HERBARIO","22468",NA,"Plantae","Orchidaceae","Pseudolaelia","freyi","Pseudolaelia freyi","Chiron & V.P.Castro",NA,"M. Frey; et al","2004","06","28","Brasil","Espírito Santo","Brejetuba","Monte Feio","-41.2902984619141","-20.1460990905762",NA,NA,"23265","Folhas verdes e flores esbranquiçadas com extremidades do labelo roxa. Ocorre nas placas de litosolo, no cume do inselberg de altitude de aproximadamente 1200 metros, epífita nas Nanuzas e outras Velloziaceae.","MBML022468","auto",NA,NA,"706",NA,"MBML022468",NA,NA,NA,NA,"PARATIPO",NA,NA,NA,NA,NA
"43","2020-07-10 09:48:34-03","MBML","MBML-HERBARIO","22470",NA,"Plantae","Orchidaceae","Pseudolaelia","freyi","Pseudolaelia freyi","Chiron & V.P.Castro",NA,"M. Frey; et al","2004","06","28","Brasil","Espírito Santo","Brejetuba","Monte Feio","-41.2902984619141","-20.1460990905762",NA,NA,"23265","Folhas verdes e flores rosas com extremidade do labelo roxa, e difere de Pseudolaelia freyi Chiron & V.P. Castro que apresenta as flores brancas. Ocorre nas placas de litosolo, no cume do inselberg de altitude de aproximadamente 1200 m","MBML022470","auto",NA,NA,"707",NA,"MBML022470",NA,NA,NA,NA,"PARATIPO",NA,NA,NA,NA,NA
"44","2020-07-10 09:48:34-03","MBML","MBML-HERBARIO","22469",NA,"Plantae","Orchidaceae","Pseudolaelia","freyi","Pseudolaelia freyi","Chiron & V.P.Castro",NA,"M. Frey; et al","2004","06","28","Brasil","Espírito Santo","Brejetuba","Monte Feio","-41.2902984619141","-20.1460990905762",NA,NA,"23265","Folhas verdes e flores rosas com extremidade do labelo roxa, e difere de Pseudolaelia freyi Chiron & V.P. Castro que apresenta as flores brancas. Ocorre nas placas de litosolo, no cume do inselberg de altitude de aproximadamente 1200 m","MBML022469","auto",NA,NA,"703",NA,"MBML022469",NA,NA,NA,NA,"PARATIPO",NA,NA,NA,NA,NA
"45","2020-09-02 16:35:22-03","Cenargen","CEN","88184","PreservedSpecimen","Plantae","Orchidaceae","Pseudolaelia","dutrae","Pseudolaelia dutrae","Ruschi","L. Menini Neto","L. Menini Neto","2009","05","29","Brasil","ES","VILA PAVAO","Comunidade Figueira.","-40.611400604248","-18.6149997711182",NA,NA,"19647","Coletada em Inselberg. Epífita sobre Vellozia plicata. Pseudobulbos verde-claros a avermelhados, bainhas estramíneas, pedúnculo vináceo, brácteas estramíneas, sépalas e pétalas róseas, labelo esbranquiçado, com a borda dos lobos medianos rósea, coluna lilacíneo-escuro. Doação do Jardim Botânico do Rio de Janeiro. RB 483563.","CEN00088184","auto",NA,"2009","756",NA,"CEN00088184","08","144","144",NA,NA,NA,"Exsicatas","1",NA,NA
