"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","class","identifiedBy","day","county","decimalLongitude","decimalLatitude","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","minimumElevationInMeters","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","typeStatus","fieldNumber","individualCount","previousCatalogNumber"
"14","2020-10-14 10:01:07-03","FURB","FURB","47818","PreservedSpecimen","Plantae",NA,NA,"Dryopteridaceae","Elaphoglossum","paulistanum","Elaphoglossum paulistanum","Rosenst.","Engels, M.E.; Ferneda Rocha, L.C. & Hekavey, C.","697","2013","04",NA,"Brasil","Paraná",NA,NA,NA,"FURB47818","FURB47818",NA,"Engels, ME","21","São José dos Pinhais","-49.2064018249512","-25.5347003936768","45291","auto","2013","04","22",NA,NA,NA,NA,NA,NA,NA,NA
"15","2019-08-16 08:39:10-03","UTFPR","HCF","17345","S","Plantae",NA,NA,"Dryopteridaceae","Elaphoglossum","paulistanum","Elaphoglossum paulistanum","Rosenst.","M.E. Engels","697","2013","04",NA,"Brasil","PR","RPPN Nhandara-Guraricana",NA,"epífita. Rizoma negro com escamas castanhas. Base do pecíolo negro, restante verde. Limbo verde, discolor. Folha reprodutiva verde com face abaxial negra.",NA,NA,NA,"M.E. Engels","21","São José dos Pinhais","-49.2064018249512","-25.5347003936768","45291","auto","2013","04","22",NA,NA,NA,NA,NA,NA,NA,NA
"16","2020-12-21 16:23:06-03","MBM","MBM","192147","PreservedSpecimen","Plantae",NA,NA,"Dryopteridaceae","Elaphoglossum","paulistanum","Elaphoglossum paulistanum","Rosenst.","Ribas, O.S.; Pereira, L.B.S.; Pereira, L.B.S.","1344","1996","03","Southern America","Brazil","Paraná","Rio Itararé, alto da serra",NA,"Epífita de árvore à margem do rio encachoeirado","MBM192147","MBM192147",NA,"Smith, A.R.","10","Guaratuba","-48.5746994018555","-25.8827991485596","41937","auto","1996",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2020-12-21 16:23:06-03","MBM","MBM","386051","PreservedSpecimen","Plantae",NA,NA,"Dryopteridaceae","Elaphoglossum","paulistanum","Elaphoglossum paulistanum","Rosenst.","Michelon, C.; et al.; et al.","1129","2010","07","Southern America","Brazil","Paraná","Parque Estadual do Guartelá",NA,"Epífita.; Beira de riacho. Interior de Floresta de Galeria.","MBM386051","MBM386051",NA,"Michelon, C.","13","Tibagi","-50.4136009216309","-24.5093994140625","56988","auto","2010","07","18","865","865",NA,NA,NA,NA,NA,NA
"18","2020-12-21 16:23:06-03","MBM","MBM","229094","PreservedSpecimen","Plantae",NA,NA,"Dryopteridaceae","Elaphoglossum","paulistanum","Elaphoglossum paulistanum","Rosenst.","Barboza, E.; Abe, L.M.; Abe, L.M.","131","1998","10","Southern America","Brazil","Paraná","Colônia João XXIII",NA,"Rupícola. Floresta Atlântica","MBM229094","MBM229094",NA,"Smith, A.R.","15","Tunas do Paraná","-49.0858001708984","-24.9743995666504","41885","auto","1989",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2020-12-21 16:23:06-03","MBM","MBM","396813","PreservedSpecimen","Plantae",NA,NA,"Dryopteridaceae","Elaphoglossum","paulistanum","Elaphoglossum paulistanum","Rosenst.","Engels, M.E.; Ferneda Rocha, L.C.; Hekavey, C.; Ferneda Rocha, L.C.; Hekavey, C.","697","2013","04","Southern America","Brazil","Paraná","RPPN Nhandara Guaricana",NA,"Epífita. Rizoma negro com escamas castanhas. Base do pecíolo negro, restante verde. Limbo verde, discolor. Folha reprodutiva verde com face abaxial negra.","MBM396813","MBM396813",NA,"Engels, M.E.","21","São José dos Pinhais","-49.2064018249512","-25.5347003936768","45291","auto","2013","04","22",NA,NA,NA,NA,NA,NA,NA,NA
"20","2020-12-21 16:23:06-03","MBM","MBM","394266","PreservedSpecimen","Plantae",NA,NA,"Dryopteridaceae","Elaphoglossum","paulistanum","Elaphoglossum paulistanum","Rosenst.","Lozano, E.D.; Engels, M.E.; Canestraro, B.K.; Kersten, R.; Bonaldi, R.A.; Engels, M.E.; Canestraro, B.K.; Kersten, R.; Bonaldi, R.A.","2564","2014","02","Southern America","Brazil","Paraná","Parque Estadual do Palmito",NA,"Terrícola, 30 cm.; Restinga Arbórea. Interior da mata.","MBM394266","MBM394266",NA,"Michelon, C.","01","Paranaguá","-48.534917","-25.584861",NA,NA,"2014",NA,NA,NA,NA,"-48.534917","-25.584861",NA,NA,NA,NA
"21","2020-12-21 16:23:06-03","MBM","MBM","293962","PreservedSpecimen","Plantae",NA,NA,"Dryopteridaceae","Elaphoglossum","paulistanum","Elaphoglossum paulistanum","Rosenst.","Ribas, O.S.; Silva, J.M.; Simon, G.F.; Silva, J.M.; Simon, G.F.","5814","2004","01","Southern America","Brazil","Paraná","Serra da Bocaina",NA,"Terrícola. Interior sombrio e úmido da matinha nebular so Alto do morro","MBM293962","MBM293962",NA,"Kersten, R.A.","16","Bocaiúva do Sul","-49.1150016784668","-25.2061004638672","61623","auto","2004","07","16",NA,NA,NA,NA,NA,NA,NA,NA
"22","2020-12-21 16:23:06-03","MBM","MBM","21505","PreservedSpecimen","Plantae",NA,NA,"Dryopteridaceae","Elaphoglossum","paulistanum","Elaphoglossum paulistanum","Rosenst.","Hatschbach, G.","10033","1963","05","Southern America","Brazil","Paraná","Serra da Lapinha",NA,"Sobre matações de granito, no interior da mata","MBM021505","MBM021505",NA,"Sehnem, A.","05","Campina Grande do Sul","-49.0553016662598","-25.3055992126465","55154","auto","1963",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2020-12-21 16:23:06-03","MBM","MBM","168579","PreservedSpecimen","Plantae",NA,NA,"Dryopteridaceae","Elaphoglossum","paulistanum","Elaphoglossum paulistanum","Rosenst.","Silva, J.M.; Poliquesi, C.B.; Barboza, E.; Poliquesi, C.B.; Barboza, E.","1319","1994","04","Southern America","Brazil","Paraná","Borda do Campo",NA,"Epífita, mata pluvial","MBM168579","MBM168579",NA,"Smith, A.R.","13","Quatro Barras","-49.0769004821777","-25.3656005859375","17116","auto","1994","10",NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2020-12-21 16:23:06-03","MBM","MBM","396810","PreservedSpecimen","Plantae",NA,NA,"Dryopteridaceae","Elaphoglossum","paulistanum","Elaphoglossum paulistanum","Rosenst.","Engels, M.E.; Ferneda Rocha, L.C.; Hekavey, C.; Ferneda Rocha, L.C.; Hekavey, C.","693","2013","04","Southern America","Brazil","Paraná","RPPN Nhandara Guaricana",NA,"Rizoma castanho. Pecíolo verde. Folha estéril verde, discolor. Folha reprodutiva com face abaxial nigrescente, adaxial verde.","MBM396810","MBM396810",NA,"Engels, M.E.","21","São José dos Pinhais","-49.2064018249512","-25.5347003936768","45291","auto","2013","04","22",NA,NA,NA,NA,NA,NA,NA,NA
"25","2020-12-21 16:23:06-03","MBM","MBM","219982","PreservedSpecimen","Plantae",NA,NA,"Dryopteridaceae","Elaphoglossum","paulistanum","Elaphoglossum paulistanum","Rosenst.","Ribas, O.S.; Cordeiro, J.; Pereira, L.B.S.; Cordeiro, J.; Pereira, L.B.S.","2128","1997","12","Southern America","Brazil","Paraná","Serra Papanduva",NA,"Rupestre. locais sombrios e úmidos da mata da encosta do morro.","MBM219982","MBM219982",NA,"Smith, A.R.","15","Tijucas do Sul","-49.1988983154297","-25.9281005859375","25228","auto","1999",NA,NA,"1500","1500",NA,NA,NA,NA,NA,NA
"26","2020-12-21 16:23:06-03","MBM","MBM","11131","PreservedSpecimen","Plantae",NA,NA,"Dryopteridaceae","Elaphoglossum","wettsteinii","Elaphoglossum wettsteinii","C. Chr.","Hatschbach, G.","21187","1969","02","Southern America","Brazil","Paraná","Rio do Cedro",NA,NA,"MBM011131","MBM011131",NA,"Dittrich, VA de O","26","Guaraqueçaba","-48.3288993835449","-25.3066997528076","37295","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2015-09-19 10:19:27-03","MNHN","RECOLNAT_MNHN_P","P00249703","PreservedSpecimen",NA,NA,NA,"Pteridophyta","Elaphoglossum","paulistanum","Elaphoglossum paulistanum","Rosenst.","Waket, L.M.",NA,"1907",NA,NA,"Brésil",NA,"E Sao Paulo : Campo Grande","hb","reçu le 22 avril 1908 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00249703' target='other'> <mi>dwc_moreinfo</mi></a>","P00249703","P00249703_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"800",NA,NA,NA,"isotype","321",NA,NA
"28","2015-09-04 07:37:26-03","MNHN","RECOLNAT_MNHN_P","P00249990","PreservedSpecimen",NA,NA,NA,"Pteridophyta","Elaphoglossum","wettsteinii","Elaphoglossum wettsteinii","Christ","Wettstein, R.|Schiffner",NA,"1901","7",NA,"Brésil",NA,"Sao Paulo, Conceicao de Itanhaen","hb","Herbier Christ 9 février 1910 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00249990' target='other'> <mi>dwc_moreinfo</mi></a>","P00249990","P00249990_01",NA,"Cremers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"holotype",NA,NA,NA
"29","2020-09-29 14:53:20-03","UFPR","UPCB","68692","PreservedSpecimen","Plantae","Polypodiophyta",NA,"Dryopteridaceae","Elaphoglossum","paulistanum","Elaphoglossum paulistanum","Rosenst.","Matos, F.B.","938","2006","02",NA,"Brasil","Minas Gerais","Divisa entre Bahia e Minas Gerais. Fazenda Duas Barras. Reserva do Alto Cariri. Trilha da Divisa Bahia-Minas Gerais.",NA,"Epífita a 3m do solo, no interior da mata. Frondes ereto-arqueadas. Floresta Ombrófila Densa Montana.","UPCB0004308","UPCB0004308",NA,"Kieling-Rubio, M.A.","09","Santa Maria do Salto","-40.533333","-16.406389",NA,NA,"2011","09",NA,"950","950","-40.533333","-16.406389",NA,NA,NA,NA
"30","2020-09-29 14:53:20-03","UFPR","UPCB","68699","PreservedSpecimen","Plantae","Polypodiophyta",NA,"Dryopteridaceae","Elaphoglossum","paulistanum","Elaphoglossum paulistanum","Rosenst.","Matos, F.B.","1020","2006","02",NA,"Brasil","Bahia","Serra do Peito de Moça. Estrada que liga Arataca à Una, ramal ca. 22,4 km de Arataca com entrada no assentamento Santo Antônio. RPPN Caminho das Pedras.",NA,"Epífita a 1m do solo no interior da mata. Topo do morro. Floresta Ombrófila Densa Montana.","UPCB0004307","UPCB0004307",NA,"Kieling-Rubio, M.A.","16","Arataca","-39.341667","-15.173611",NA,NA,"2011","09",NA,"1000","1000","-39.341667","-15.173611",NA,NA,NA,NA
"31","2020-09-29 14:53:20-03","UFPR","UPCB","68709","PreservedSpecimen","Plantae","Polypodiophyta",NA,"Dryopteridaceae","Elaphoglossum","paulistanum","Elaphoglossum paulistanum","Rosenst.","Matos, F.B.","115","2004","12",NA,"Brasil","Paraná","Mananciais da Serra, próximo ao Reservatório do Carvalho.",NA,"Rupícola; formando densa população, associada à musgos. Gradiente entre Floresta Ombrófila Mista e Floresta Ombrófila Densa.","UPCB0004306","UPCB0004306",NA,"Kieling-Rubio, M.A.","17","Piraquara","-48.983333","-25.483333",NA,NA,"2012","03",NA,"1100","1100","-48.983333","-25.483333",NA,NA,NA,NA
"32","2020-09-29 14:53:20-03","UFPR","UPCB","80803","PreservedSpecimen","Plantae","Polypodiophyta",NA,"Dryopteridaceae","Elaphoglossum","paulistanum","Elaphoglossum paulistanum","Rosenst.","Michelon, C.","1787","2013","03",NA,"Brasil","Paraná","Fazenda São Daniel.",NA,"Terrícola no interior de floresta de galeria, beira de córrego..","UPCB0004305","UPCB0004305",NA,"Michelon, C.","20","Carambeí","-50.099","-24.883",NA,NA,"2013","03","27","1100","1100","-50.099","-24.883",NA,NA,NA,NA
"33","2021-02-11 17:18:45-03","UFPR","UPCB","94823","PreservedSpecimen","Plantae",NA,NA,"Dryopteridaceae","Elaphoglossum","paulistanum","Elaphoglossum paulistanum","Rosenst.","Matos, F.B. | Pereira, J.B.S. | Veiga, A.","2634","2019","06",NA,"Brasil","Paraná","Reserva Natural Guaricica (antiga Reserva Natural Rio Cachoeira, SPVS). Morro do Queimado, próximo ao cume",NA,"Atlantic rainforest. Epiphytic on a fallen tree, ca. 1.8 m from the ground","UPCB0043864",NA,NA,"Matos, F.B.","12","Antonina","-48.694167","-25.391389",NA,NA,"2019","06",NA,"303","303","-48.694167","-25.391389",NA,NA,NA,NA
"34","2020-09-29 14:53:20-03","UFPR","UPCB","76496","PreservedSpecimen","Plantae","Polypodiophyta",NA,"Dryopteridaceae","Elaphoglossum","paulistanum","Elaphoglossum paulistanum","Rosenst.","Michelon, C.","1014","2010","12",NA,"Brasil","Paraná","880m. Parque Estadual do Guartelá.",NA,"Epífita em floresta de galeria, beira de riacho..","UPCB0004304","UPCB0004304",NA,"Michelon, C.","01","Tibagi","-50.4136009216309","-24.5093994140625","56988","auto","2010","12","03",NA,NA,NA,NA,NA,NA,NA,NA
"35","2020-09-29 14:53:20-03","UFPR","UPCB","55363","PreservedSpecimen","Plantae","Polypodiophyta",NA,"Dryopteridaceae","Elaphoglossum","paulistanum","Elaphoglossum paulistanum","Rosenst.","Kersten, R.","820","2004","03",NA,"Brasil","Paraná","Haras Santo Antonio",NA,"Epífita. Ecótono floresta ombrófila mista/floresta ombrófila densa..","UPCB0004311","UPCB0004311",NA,"Kersten, R.","09","Piraquara","-49.0633010864258","-25.4416999816895","12577","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2020-09-29 14:53:20-03","UFPR","UPCB","57661","PreservedSpecimen","Plantae","Polypodiophyta",NA,"Dryopteridaceae","Elaphoglossum","paulistanum","Elaphoglossum paulistanum","Rosenst.","Labiak, P.H.","3379","2004","10",NA,"Brasil","Paraná","Parque Estadual do Marumbi",NA,"Epífita. Floresta Atlântica.","UPCB0004310","UPCB0004310",NA,"Prado, J.","15","Morretes","-48.834400177002","-25.476900100708","30514","auto","2007","01",NA,"200","200",NA,NA,NA,NA,NA,NA
"37","2020-09-29 14:53:20-03","UFPR","UPCB","45220","PreservedSpecimen","Plantae","Polypodiophyta",NA,"Dryopteridaceae","Elaphoglossum","paulistanum","Elaphoglossum paulistanum","Rosenst.","Cervi, A.C.","7006","2000","03",NA,"Brasil","Santa Catarina","Pico da Gurita",NA,"Terrestre, sobre uma camada de húmus, interior da floresta. Alt.: 550m s.n.m..","UPCB0004309","UPCB0004309",NA,"Kieling-Rubio, M.A.","09","Camboriú","-48.6543998718262","-27.0252990722656","19854","auto","2012","03",NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-09-29 14:53:22-03","UFPR","UPCB","71690","PreservedSpecimen","Plantae","Polypodiophyta",NA,"Dryopteridaceae","Elaphoglossum","wettsteinii","Elaphoglossum wettsteinii","Christ","Matos, F.B.","1256","2006","10",NA,"Brasil","Paraná","Área de Proteção Ambiental de Guaraqueçaba, Reserva Natural do Rio Cachoeira, SPVS, Gervásio, Trilha dos 600m.",NA,"Epífita na copa de árvore caída, em grota no interior da mata. Floresta ombrófila densa..","UPCB0004412","UPCB0004412",NA,"Matos, F.B.","13","Antonina","-48.683333","-25.3",NA,NA,"2008","05",NA,"400","400","-48.683333","-25.3",NA,NA,NA,NA
"39","2020-11-10 04:40:00-03","MO","MOBOT","100866354","PreservedSpecimen","Plantae",NA,NA,"Dryopteridaceae","Elaphoglossum","paulistanum","Elaphoglossum paulistanum","Rosenst.","Pedro L. R. de Moraes|H. van der Werff|Matheus C. Vergne|Henrique Ribeíro|et al.","Moraes 4081","2014","11","South America","Brazil","São Paulo","Parque Estadual Carlos Botlho.",NA,NA,NA,NA,NA,"Alan R. Smith","20","São Miguel Arcanjo","-47.9900016784668","-23.8700008392334","27904","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"40","2020-11-10 04:40:00-03","MO","MOBOT","100930526","PreservedSpecimen","Plantae",NA,NA,"Dryopteridaceae","Elaphoglossum","wettsteinii","Elaphoglossum wettsteinii","Christ","Pedro L. R. de Moraes|H. van der Werff|Lukas H. Daneu","Moraes 4454","2014","12","South America","Brazil","Bahia","APA do Pratigi, Serra da Papuã.",NA,NA,NA,NA,NA,"Alan R. Smith","9","Ibirapitanga","-39.3736000061035","-14.1641998291016","33549","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"41","2020-11-10 04:40:00-03","MO","MOBOT","100874008","PreservedSpecimen","Plantae",NA,NA,"Dryopteridaceae","Elaphoglossum","wettsteinii","Elaphoglossum wettsteinii","Christ","Pedro L. R. de Moraes|H. van der Werff|Tiago Arruda Pontes|M. Cruz","Moraes 4671","2015","1","South America","Brazil","Espírito Santo","Reserva Biológica de Santa Lúcia.",NA,NA,NA,NA,NA,"A. Smith","25","Santa Teresa","-40.6002998352051","-19.9356002807617","23813","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"42","2009-07-09 17:05:00-03","MO","MOBOT","2453815","PreservedSpecimen","Plantae",NA,NA,"Dryopteridaceae","Elaphoglossum","wettsteinii","Elaphoglossum wettsteinii","Christ","Gert G. Hatschbach","Hatschbach 21187","1969","2","South America","Brazil","Paraná","Guaraqueçaba. Rio do Cedro, epífita da mata pluvial, margens de rio",NA,NA,NA,NA,NA,NA,"26",NA,NA,NA,NA,NA,NA,NA,NA,"20.00000000",NA,NA,NA,NA,NA,NA,NA
"43","2020-11-10 04:40:00-03","MO","MOBOT","100930103","PreservedSpecimen","Plantae",NA,NA,"Dryopteridaceae","Elaphoglossum","wettsteinii","Elaphoglossum wettsteinii","Christ","Pedro L. R. de Moraes|H. van der Werff|Tiago Arruda Pontes|M. Cruz","Moraes 4711","2015","1","South America","Brazil","Espírito Santo","Reserva Biológica de Santa Lúcia.",NA,NA,NA,NA,NA,"Alan R. Smith","27","Santa Teresa","-40.6002998352051","-19.9356002807617","23813","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"44","2021-03-04 11:18:16-03","UEFS","HUEFS","251580","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Dryopteridaceae","Elaphoglossum","wettsteinii","Elaphoglossum wettsteinii","Christ","Moraes, P.L.R.de","4454","2014","12",NA,"Brasil","Bahia","APA do Pratigi, Serra de Pauã.",NA,NA,"HUEFS0251580",NA,"Polypodiopsida","A.R.Smith","09","Ibirapitanga","-39.3736000061035","-14.1641998291016","33549","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2021-01-12 15:24:05-03","UFMG","BHCB-SL","64954","PreservedSpecimen","Plantae",NA,NA,"Dryopteridaceae","Elaphoglossum","paulistanum","Elaphoglossum paulistanum","Rosenst.","Salino, A; Dittrich, VAO; Morais, PO; Carvalho, FA; Teixeira, LCRS; Oliveira, AM","7703","2001","10","América","Brasil","São Paulo","Parque Estadual da Serra do Mar, Núcleo Santa Virgínia. Trilha da Pirapitinga.",NA,"Epífita.; Sobre tronco podre em interior de mata. Floresta Ombrófila Densa Montana.","BHCB049410",NA,NA,"Salino, A","29","São Luiz do Paraitinga","-45.079917","-23.325389",NA,NA,NA,NA,NA,"900","950","-45.079917","-23.325389",NA,NA,NA,NA
"46","2019-12-19 16:20:41-03","UFMG","BHCB-SL","87202","PreservedSpecimen","Plantae",NA,NA,"Dryopteridaceae","Elaphoglossum","paulistanum","Elaphoglossum paulistanum","Rosenst.","Salino, A; Lombardi, JA; Mota, RC; Almeida, TE; Viana, PL","9495","2004","03","América","Brasil","Minas Gerais","Distrito de Talismã",NA,"Epífita a 2m de altura.; No interior de mata. Floresta Ombrófila Densa Montana.","BHCB049412",NA,NA,"Salino, A","08","Santa Maria do Salto","-40.060806","-16.398389",NA,NA,NA,NA,NA,"725","725","-40.060806","-16.398389",NA,NA,NA,NA
