"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","locality","minimumElevationInMeters","maximumElevationInMeters","continentOcean","preparationType","previousCatalogNumber","phylum","order","coordinatePrecision","geoFlag","sex","infraspecificEpithet","class","typeStatus","relatedCatalogItem","relationshipType","fieldNumber","individualCount"
"17","2021-03-15 16:37:00-03","NY","NYBG","441079","PreservedSpecimen","Plantae","Cannabaceae","Celtis","ehrenbergiana","Celtis ehrenbergiana","(Klotzsch) Liebm.","M. H. Nee","B. Rambo","27240","1946","09","10","Brazil","Rio Grande do Sul","Porto Alegre","-51.153181","-30.11284",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=194697' target='other'> <mi>dwc_moreinfo</mi></a>","NY00441079","NY00441079_01",NA,NA,NA,"Porto Alegre, ad urbem","200","200","South America","sheet",NA,"Magnoliophyta","Rosales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","02429078","PreservedSpecimen","Plantae","Cannabaceae","Celtis","ehrenbergiana","Celtis ehrenbergiana","(Klotzsch) Liebm.",NA,"S. L. M. Moore","630","1891",NA,NA,"Brazil","Mato Grosso",NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2649894' target='other'> <mi>dwc_moreinfo</mi></a>","NY02429078","NY02429078_01",NA,NA,NA,NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Rosales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","441083","PreservedSpecimen","Plantae","Cannabaceae","Celtis","ehrenbergiana","Celtis ehrenbergiana","(Klotzsch) Liebm.","M. H. Nee","G. G. Hatschbach","55189","1991","02","15","Brazil","Bahia","Bom Jesus da Lapa","-43.41","-13.25",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=194702' target='other'> <mi>dwc_moreinfo</mi></a>","NY00441083","NY00441083_01",NA,NA,NA,"Rio das Ras",NA,NA,"South America","sheet",NA,"Magnoliophyta","Rosales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","441084","PreservedSpecimen","Plantae","Cannabaceae","Celtis","ehrenbergiana","Celtis ehrenbergiana","(Klotzsch) Liebm.","M. H. Nee","R. A. Wasum","3715","1988","01","24","Brazil","Rio Grande do Sul","Flores da Cunha","-51.26034","-29.061484",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=194696' target='other'> <mi>dwc_moreinfo</mi></a>","NY00441084","NY00441084_01",NA,NA,NA,"Flores da Cunha. Otávio Rocha","750","750","South America","sheet",NA,"Magnoliophyta","Rosales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","01282037","PreservedSpecimen","Plantae","Cannabaceae","Celtis","ehrenbergiana","Celtis ehrenbergiana","(Klotzsch) Liebm.","C. C. Berg","W. W. Thomas","13543","2003","07","25","Brazil","Bahia","Jequié","-40.1908","-13.9394",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=75284' target='other'> <mi>dwc_moreinfo</mi></a>","NY01282037","NY01282037_01",NA,NA,NA,"Serra do Castanhão, 14.5 km S of Jequié on BR116, then 7.5 km W (at Pousada Corujao) to Embratel tower.","835","835","South America","sheet",NA,"Magnoliophyta","Rosales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","441087","PreservedSpecimen","Plantae","Cannabaceae","Celtis","ehrenbergiana","Celtis ehrenbergiana","(Klotzsch) Liebm.","M. H. Nee","T. M. Pedersen","6606","1962","10","03","Argentina","Corrientes","Empedrado",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=194695' target='other'> <mi>dwc_moreinfo</mi></a>","NY00441087",NA,NA,NA,NA,"Estancia Las Tres Marias",NA,NA,"South America","sheet",NA,"Magnoliophyta","Rosales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","01021554","PreservedSpecimen","Plantae","Cannabaceae","Celtis","ehrenbergiana","Celtis ehrenbergiana","(Klotzsch) Liebm.","M. H. Nee","J. E. de Paula","1724-b","1983","10","15","Brazil","Mato Grosso","Barão de Melgaço","-55.9672","-16.1944",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1103560' target='other'> <mi>dwc_moreinfo</mi></a>","NY01021554","NY01021554_01",NA,NA,NA,"Pantanal, Baia Água Limpa.",NA,NA,"South America","sheet",NA,"Magnoliophyta","Rosales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","441085","PreservedSpecimen","Plantae","Cannabaceae","Celtis","ehrenbergiana","Celtis ehrenbergiana","(Klotzsch) Liebm.","M. H. Nee","J. C. Solomon","6609","1981","12","16","Bolivia","La Paz",NA,"-68.58","-15.38",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=194703' target='other'> <mi>dwc_moreinfo</mi></a>","NY00441085",NA,NA,NA,NA,"12.7 km S (above) Consata","1300","1300","South America","sheet",NA,"Magnoliophyta","Rosales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","441080","PreservedSpecimen","Plantae","Cannabaceae","Celtis","ehrenbergiana","Celtis ehrenbergiana","(Klotzsch) Liebm.","M. H. Nee","F. Sellow","2092",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=194698' target='other'> <mi>dwc_moreinfo</mi></a>","NY00441080","NY00441080_01",NA,NA,NA,"Brasilia",NA,NA,"South America","sheet",NA,"Magnoliophyta","Rosales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","309408","PreservedSpecimen","Plantae","Cannabaceae","Celtis","ehrenbergiana","Celtis ehrenbergiana","(Klotzsch) Liebm.","M. H. Nee","M. H. Nee","49465","1998","05","24","Bolivia","Santa Cruz","Cordillera","-63.25","-18.65",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=194671' target='other'> <mi>dwc_moreinfo</mi></a>","NY00309408",NA,NA,NA,NA,"Around highway and railroad bridges over Río Seco on N side of settlement of Río Seco, along new highway from Santa Cruz to Abapó.","550","550","South America","sheet",NA,"Magnoliophyta","Rosales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","642453","PreservedSpecimen","Plantae","Cannabaceae","Celtis","ehrenbergiana","Celtis ehrenbergiana","(Klotzsch) Liebm.","C. C. Berg","W. W. Thomas","12293","2000","10","15","Brazil","Bahia","Boa Nova","-40.186283","-14.38305",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=194701' target='other'> <mi>dwc_moreinfo</mi></a>","NY00642453","NY00642453_01",NA,NA,NA,"3.3 km east of Boa Nova on road to Dario Meira; Mata de Cipó","850","900","South America","sheet",NA,"Magnoliophyta","Rosales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","441082","PreservedSpecimen","Plantae","Cannabaceae","Celtis","ehrenbergiana","Celtis ehrenbergiana","(Klotzsch) Liebm.","M. H. Nee","P. von Luetzelburg","758","1914",NA,NA,"Brazil","Bahia",NA,"-39.039072","-15.159747",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=194699' target='other'> <mi>dwc_moreinfo</mi></a>","NY00441082","NY00441082_01",NA,NA,NA,NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Rosales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","01021553","PreservedSpecimen","Plantae","Cannabaceae","Celtis","ehrenbergiana","Celtis ehrenbergiana","(Klotzsch) Liebm.","M. H. Nee","J. E. de Paula","1724-a","1983","10","15","Brazil","Mato Grosso","Barão de Melgaço","-55.9672","-16.1944",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1103474' target='other'> <mi>dwc_moreinfo</mi></a>","NY01021553","NY01021553_01",NA,NA,NA,"Margem do Rio Cuiabá.",NA,NA,"South America","sheet",NA,"Magnoliophyta","Rosales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","02226542","PreservedSpecimen","Plantae","Cannabaceae","Celtis","iguanaea","Celtis iguanaea","(Jacq.) Sarg.",NA,"N. A. Rosa","3384","1979","09","11","Venezuela",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2381027' target='other'> <mi>dwc_moreinfo</mi></a>","NY02226542","NY02226542_01",NA,NA,NA,"Sta. Elena, Mata Cutla",NA,NA,"South America","sheet",NA,"Magnoliophyta","Rosales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","441892","PreservedSpecimen","Plantae","Cannabaceae","Celtis","iguanaea","Celtis iguanaea","(Jacq.) Sarg.","C. C. Berg","R. Callejas Posada","1626","1983","11","03","Brazil","Bahia","Itamarajú","-39.5308","-17.0394",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=196783' target='other'> <mi>dwc_moreinfo</mi></a>","NY00441892","NY00441892_01",NA,NA,NA,"Rodovia Itamaraju-Teixera de Freitas, 3 km de Itamaraju, (BR 101)",NA,NA,"South America","sheet",NA,"Magnoliophyta","Rosales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","2226500","PreservedSpecimen","Plantae","Cannabaceae","Celtis","iguanaea","Celtis iguanaea","(Jacq.) Sarg.",NA,"C. A. Cid Ferreira","2156","1980","08","05","Brazil","Pará","Oriximiná","-55.922217","0.433352",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2380996' target='other'> <mi>dwc_moreinfo</mi></a>","NY02226500","NY02226500_01",NA,NA,NA,"Rio Paru do Oeste.",NA,NA,"South America","sheet",NA,"Magnoliophyta","Rosales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","441091","PreservedSpecimen","Plantae","Cannabaceae","Celtis","iguanaea","Celtis iguanaea","(Jacq.) Sarg.","M. H. Nee","L. P. de Queiroz","1594","1987","06","20","Brazil","Bahia","Ituaçu","-41.3119","-13.8394",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=196716' target='other'> <mi>dwc_moreinfo</mi></a>","NY00441091","NY00441091_01",NA,NA,NA,"Arredores do Morro da Mangabeira","520","520","South America","sheet",NA,"Magnoliophyta","Rosales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","441123","PreservedSpecimen","Plantae","Cannabaceae","Celtis","iguanaea","Celtis iguanaea","(Jacq.) Sarg.","S. V. Dahlberg; C. C. Berg","R. P. Belém","3396","1967","03","08","Brazil","Bahia","Jitaúna","-39.8889","-14.0192",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=196768' target='other'> <mi>dwc_moreinfo</mi></a>","NY00441123","NY00441123_01",NA,NA,NA,"Jitaúna. Saída para Jequié",NA,NA,"South America","sheet",NA,"Magnoliophyta","Rosales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","441121","PreservedSpecimen","Plantae","Cannabaceae","Celtis","iguanaea","Celtis iguanaea","(Jacq.) Sarg.","C. C. Berg","S. A. Mori","11262","1978","11","21","Brazil","Bahia","Barra do Choça","-40.57","-14.88",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=196748' target='other'> <mi>dwc_moreinfo</mi></a>","NY00441121","NY00441121_01",NA,NA,NA,"Estrada que liga a Rod. BR-116 a Sao Sebastiao, 4 km a W da cidade. Folha SD-24 (15-41b)",NA,NA,"South America","sheet",NA,"Magnoliophyta","Rosales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","192229","PreservedSpecimen","Plantae","Cannabaceae","Celtis","iguanaea","Celtis iguanaea","(Jacq.) Sarg.",NA,"A. Warush","67","1985","09","07","Ecuador","Morona-Santiago",NA,"-77.6","-2.78",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=196770' target='other'> <mi>dwc_moreinfo</mi></a>","NY00192229",NA,NA,NA,NA,"El Centro Shuar Pampants; Rio Kankaim (Cangaime)","300","300","South America","sheet",NA,"Magnoliophyta","Rosales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","01401034","PreservedSpecimen","Plantae","Cannabaceae","Celtis","iguanaea","Celtis iguanaea","(Jacq.) Sarg.","D. C. Daly","C. F. Limbach","134","1990","02","25","Ecuador","Morona-Santiago",NA,"-77.63","-2.62",NA,NA,"Medicinal plants of Ecuador; Medicinal plants of the Shuar <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1149548' target='other'> <mi>dwc_moreinfo</mi></a>","NY01401034",NA,NA,NA,NA,"Basin of Rio Morona, Rio Mangosiza. Mission of Miazal, 45 km ESE of Sucua (by air)","300","300","South America","sheet",NA,"Magnoliophyta","Rosales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","02736505","PreservedSpecimen","Plantae","Cannabaceae","Celtis","iguanaea","Celtis iguanaea","(Jacq.) Sarg.","C. C. Berg","R. Goldenberg","1322","2009","02","06","Brazil","Acre","Jordão","-71.9739","-9.2244",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1225499' target='other'> <mi>dwc_moreinfo</mi></a>","NY02736505","NY02736505_01",NA,NA,NA,"Ao longo do Rio Jordão","230","250","South America","sheet",NA,"Magnoliophyta","Rosales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","441127","PreservedSpecimen","Plantae","Cannabaceae","Celtis","iguanaea","Celtis iguanaea","(Jacq.) Sarg.","R. L. Liesner","G. Davidse","11192","1976","03","12","Brazil","Rio Grande do Sul","Palmeira das Missoes","-53.3133","-27.8994",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=196718' target='other'> <mi>dwc_moreinfo</mi></a>","NY00441127","NY00441127_01",NA,NA,NA,"26 km NW of Sarandi along the road to Seberi","410","410","South America","sheet",NA,"Magnoliophyta","Rosales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","2226495","PreservedSpecimen","Plantae","Cannabaceae","Celtis","iguanaea","Celtis iguanaea","(Jacq.) Sarg.",NA,"G. Davidse","18128","1980","04","09","Brazil","Pará","Capanema","-46.98","-1.07",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2380718' target='other'> <mi>dwc_moreinfo</mi></a>","NY02226495","NY02226495_01",NA,NA,NA,"Rio Quatipuru, in vicinity of Miraselvas, ca. 30 km by road west of Braganca","50","50","South America","sheet",NA,"Magnoliophyta","Rosales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","885122","PreservedSpecimen","Plantae","Cannabaceae","Celtis","iguanaea","Celtis iguanaea","(Jacq.) Sarg.","C. C. Berg","M. F. de Sales","610","1995","06","04","Brazil","Pernambuco","Floresta","-38.5683","-8.6011",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=979931' target='other'> <mi>dwc_moreinfo</mi></a>","NY00885122","NY00885122_01",NA,NA,NA,"Inajá, Reserva Biológica de Serra Negra,",NA,NA,"South America","sheet",NA,"Magnoliophyta","Rosales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","01021563","PreservedSpecimen","Plantae","Cannabaceae","Celtis","iguanaea","Celtis iguanaea","(Jacq.) Sarg.","S. V. Dahlberg; C. C. Berg","R. M. Harley","11098","1968","11","15","Brazil","Mato Grosso",NA,"-52.23","-14.63",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1103605' target='other'> <mi>dwc_moreinfo</mi></a>","NY01021563","NY01021563_01",NA,NA,NA,"Olaria, near Xavantina",NA,NA,"South America","sheet",NA,"Magnoliophyta","Rosales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
