"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","identifiedBy","recordedBy","recordNumber","continentOcean","country","preparationType","occurrenceRemarks","barcode","imagecode","year","month","day","stateProvince","county","locality","decimalLongitude","decimalLatitude","scientificNameAuthorship","minimumElevationInMeters","yearIdentified","monthIdentified","coordinatePrecision","maximumElevationInMeters","geoFlag","class","dayIdentified","verbatimLongitude","verbatimLatitude","fieldNumber","individualCount","infraspecificEpithet"
"11","2020-02-08 10:42:11-03","NBC","NL-BOTANY","WAG.1726086","PreservedSpecimen","Plantae",NA,"Ophioglossales","Ophioglossaceae","Botrychium","cicutarium","Botrychium cicutarium",NA,"Bruijn J de",NA,"Southern America","Venezuela",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1726086 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1726086","NL-WAG1726086","1967","05","30",NA,NA,"State of Merida. La Mucuy, 15 km N.E. of Mérida. Very moist site along brook.",NA,NA,"(Savigny) Sw.",NA,NA,NA,NA,NA,NA,"Pteropsida",NA,NA,NA,NA,NA,NA
"12","2020-02-08 10:42:11-03","NBC","NL-BOTANY","WAG.1726087","PreservedSpecimen","Plantae",NA,"Ophioglossales","Ophioglossaceae","Botrychium","cicutarium","Botrychium cicutarium",NA,"Bruijn J de",NA,"Southern America","Venezuela",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1726087 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1726087","NL-WAG1726087","1967","05","30",NA,NA,"State of Merida. La Mucuy, 15 km N.E. of Mérida. Very moist site along brook.",NA,NA,"(Savigny) Sw.",NA,NA,NA,NA,NA,NA,"Pteropsida",NA,NA,NA,NA,NA,NA
"13","2020-11-04 12:17:22-03","ESALQ","ESA","55081","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Ophioglossaceae","Botrychium","virginianum","Botrychium virginianum","Salino, A.","Salino, A.","12012.0",NA,"Brasil",NA,"Terrestre. Interior de Mata","ESA055081",NA,"2007","04","07","Santa Catarina","Painel","Fazenda Farofa. Vegetação Secundária de Floresta Ombrófila Mista.","-50.1049995422363","-27.9288997650146","(L.) Sw.","1358","2007","04","26535","1358","auto",NA,"07",NA,NA,NA,NA,NA
"14","2021-01-14 15:32:21-03","MN","R","232894","PreservedSpecimen","Plantae",NA,NA,"Ophioglossaceae","Botrypus","virginianus","Botrypus virginianus",NA,"Damasceno, E. R.; Campos, I. C. G","839",NA,"Brasil",NA,NA,"R010043365",NA,"2014","06","21","Rio de Janeiro","Nova Friburgo","Parque Estadual dos Três Picos","-42.5311012268066","-22.2819004058838","(L.) Michx.",NA,NA,NA,"33190",NA,"auto",NA,NA,NA,NA,NA,NA,NA
"15","2019-02-15 11:46:50-02","IPA","IPA","30882","S","Plantae","Plantae",NA,"Ophioglossaceae","Botrychium","virginianum","Botrychium virginianum",NA,"Gough, R.","1047","Northern America","USA",NA,NA,"IPA0030882",NA,"1978","04","08",NA,NA,"Flora of Louisiana, West Carroll. Woods 1 mile Northeast of Poverty Point State Comm. Area Sec. 14, T19N, R10E.",NA,NA,"(L.) Sw.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2019-08-27 13:34:46-03","IAP","PACA-AGP","75259","PreservedSpecimen","Plantae","Pteridophyta","Ophioglossales","Ophioglossaceae","Botrychium","virginianum","Botrychium virginianum","A. Sehnem SJ","Sehnem, A.","17077",NA,"Brasil",NA,"Habitat: in araucarieto","PACA075259",NA,"1980","10","31","RS","Esmeralda","Reserva Esmeralda.","-51.190299987793","-28.0536003112793","(L.) Sw.","850","1980",NA,"38649","850","auto","Filicopsida",NA,NA,NA,NA,NA,NA
"17","2019-08-27 13:34:46-03","IAP","PACA-AGP","85874","PreservedSpecimen","Plantae","Pteridophyta","Ophioglossales","Ophioglossaceae","Botrychium","virginianum","Botrychium virginianum","P.G. Windisch & R. Wasum","R.A. Wasum","1241",NA,"Brasil",NA,"HUCS 19062 Habitat: interior da mata, no solo","PACA085874",NA,"2001","11","18","RS","São Francisco de Paula","José Velho.","-50.5835990905762","-29.4480991363525","(L.) Sw.","750","2002","04","76715","750","auto","Filicopsida",NA,NA,NA,NA,NA,NA
"18","2019-08-27 13:34:46-03","IAP","PACA-AGP","112411","PreservedSpecimen","Plantae","Pteridophyta","Ophioglossales","Ophioglossaceae","Botrychium","virginianum","Botrychium virginianum","Fleck, R.","Schmitt & Blume","356",NA,"Brasil",NA,"Habitat: floresta secundária Hábito: terrícola","PACA112411",NA,"2007","08","15","RS","São Francisco de Paula","Parque Municipal da Ronda","-50.55","-29.45","(L.) Sw.",NA,"2008","03",NA,NA,NA,"Filicopsida","25","50°33'W","29°27'S",NA,NA,NA
"19","2019-08-27 13:34:46-03","IAP","PACA-AGP","112766","PreservedSpecimen","Plantae","Pteridophyta","Ophioglossales","Ophioglossaceae","Botrychium","virginianum","Botrychium virginianum",NA,"J.A. Holm",NA,NA,NA,NA,"Plantae Scandinavicae.&nf;Ver demais dados na etiqueta da exsicata.","PACA112766",NA,"1895","07","24",NA,NA,NA,NA,NA,"(L.) Sw.",NA,NA,NA,NA,NA,NA,"Filicopsida",NA,NA,NA,NA,NA,NA
"20","2019-08-27 13:34:46-03","IAP","PACA-AGP","75258","PreservedSpecimen","Plantae","Pteridophyta","Ophioglossales","Ophioglossaceae","Botrychium","virginianum","Botrychium virginianum","A. Sehnem SJ","J. Pivetta",NA,NA,"Brasil",NA,NA,"PACA075258",NA,"1940","12",NA,"RS",NA,"Vila Visc. do Rio Branco",NA,NA,"(L.) Sw.","600",NA,NA,NA,"700",NA,"Filicopsida",NA,NA,NA,NA,NA,NA
"21","2019-08-27 13:34:46-03","IAP","PACA-AGP","70462","PreservedSpecimen","Plantae","Pteridophyta","Ophioglossales","Ophioglossaceae","Botrychium","virginianum","Botrychium virginianum","J. Dutra","J. Dutra",NA,NA,"Brasil",NA,"Herbarium Riograndense Seminarii S.J., Rio Grande do Sul, Brasil. Habitat: terrrestre","PACA070462",NA,NA,NA,NA,"RS","Bom Jesus",NA,"-50.4166984558105","-28.6678009033203","(L.) Sw.",NA,NA,NA,"55856",NA,"auto","Filicopsida",NA,NA,NA,NA,NA,NA
"22","2019-08-27 13:34:46-03","IAP","PACA-AGP","2828","PreservedSpecimen","Plantae","Pteridophyta","Ophioglossales","Ophioglossaceae","Botrychium","virginianum","Botrychium virginianum",NA,"Sehnem, A.",NA,NA,"Brasil",NA,"Habitat: in paludosis","PACA002828",NA,"1937","02","25","RS","São Leopoldo",NA,"-51.1472015380859","-29.7602996826172","(L.) Sw.",NA,NA,NA,"10287",NA,"auto","Filicopsida",NA,NA,NA,NA,NA,NA
"23","2019-08-27 13:34:46-03","IAP","PACA-AGP","118581","PreservedSpecimen","Plantae","Pteridophyta","Ophioglossales","Ophioglossaceae","Botrypus","virginianus","Botrypus virginianus","da Silva, L. V.","da Silva, L. V.",NA,NA,"Brasil",NA,"Habitat: terricola","PACA118581",NA,"2016","05","04","RS","Cambará do Sul","Parque Nacional Aparados da Serra","-50.1446990966797","-29.0478000640869","(L.) Michx.",NA,"2016","05","30776",NA,"auto","Filicopsida","04",NA,NA,NA,NA,NA
"24","2019-08-27 13:34:46-03","IAP","PACA-AGP","116460","PreservedSpecimen","Plantae","Pteridophyta","Ophioglossales","Ophioglossaceae","Botrypus","virginianus","Botrypus virginianus","Silva, V. L.","Mallmann & Silva",NA,NA,"Brasil",NA,"Hábito: terrícola","PACA116460",NA,"2015","05","18","RS","Cambará do Sul","Parque do Itaimbezinho","-50.118572","-29.134469","(L.) Michx.",NA,NA,NA,NA,NA,NA,"Filicopsida",NA,"50º07'06.86W","29º08'04.09S",NA,NA,NA
"25","2019-10-18 16:50:14-03","IAP","PACA-AGP","116461","PreservedSpecimen","Plantae","Pteridophyta","Ophioglossales","Ophioglossaceae","Botrypus","virginianus","Botrypus virginianus","Silva, V. L.","Mallmann & Silva",NA,NA,"Brasil",NA,"Hábito: terrícola","PACA116461",NA,"2015","05","18","RS","Cambará do Sul","Parque do Itaimbezinho","-50.115175","-29.119564","(L.) Michx.",NA,NA,NA,NA,NA,NA,"Filicopsida",NA,"50º06'54.63W","29º07'10.43S",NA,NA,NA
"26","2019-08-27 13:34:46-03","IAP","PACA-AGP","118831","PreservedSpecimen","Plantae","Pteridophyta","Ophioglossales","Ophioglossaceae","Botrypus","virginianus","Botrypus virginianus","Silva, V. L.","Pohlmann, J.",NA,NA,"Brasil",NA,"Hábito: terrícola","PACA118831",NA,"2018","01","04","RS","Canela","Floresta Nacional de Canela","-50.817194","-29.321694","(L.) Michx.",NA,NA,NA,NA,NA,NA,"Filicopsida",NA,"50º49'1.9W","29º19'18.1S",NA,NA,NA
"27","2019-11-21 14:53:04-03","UFJF","CESJ","52769","PreservedSpecimen","Plantae","Polypodiopsida",NA,"Ophioglossaceae","Botrychium","virginianum","Botrychium virginianum","F.S. Souza","M.G. Rezende; D. Monteiro; R.C.L. Elias","301","América do Sul","Brasil",NA,"Erva ca. 40cm, terrestre, interior de mata, local úmido e sombreado. Mata da cerquinha.","CESJ052769",NA,"2009","01","16","Minas Gerais","Caldas","Pocinhos do Rio Verde, Serra da Pedra Branca.","-46.386100769043","-21.9235992431641","(L.) Sw.",NA,"2009","04","25710",NA,"auto",NA,NA,NA,NA,NA,NA,NA
"28","2019-11-21 14:53:04-03","UFJF","CESJ","52764","PreservedSpecimen","Plantae","Polypodiopsida",NA,"Ophioglossaceae","Botrychium","virginianum","Botrychium virginianum","F.S. Souza","M.G. Rezende; D. Monteiro; R.C.L. Elias","296","América do Sul","Brasil",NA,"Erva interior de mata, caule ereto.","CESJ052764",NA,"2009","01","15","Minas Gerais","Caldas","Pocinhos do Rio Verde, Serra da Pedra Branca.","-46.386100769043","-21.9235992431641","(L.) Sw.",NA,"2009","04","25710",NA,"auto",NA,NA,NA,NA,NA,NA,NA
"29","2019-11-21 14:53:04-03","UFJF","CESJ","3082","PreservedSpecimen","Plantae","Polypodiopsida",NA,"Ophioglossaceae","Botrypus","virginianus","Botrypus virginianus","F.G.M. Perestrello","P.J.Piveta","s.n.","América do Sul","Brasil",NA,NA,"CESJ003082",NA,"1941",NA,NA,"Rio Grande do Sul","Cruz Alta","Vila Visc. Rio Branco","-53.6063995361328","-28.638599395752","(L.) Michx.",NA,"2018","01","44498",NA,"auto",NA,"22",NA,NA,NA,NA,NA
"30","2021-03-01 16:43:48-03","UNICAMP","UEC","13508","S","Plantae","Pteridophyta",NA,"Ophioglossaceae","Botrypus","virginianus","Botrypus virginianus","Perestrello, FGM","Leitão Filho, HF; Martins, FR; Tamashiro, JY; et al.","1587",NA,"Brazil",NA,"Terrestre. Pteridophyta.","UEC065039","UEC065039","1981","12","03","Minas Gerais","Poços de Caldas","Fazenda Chiqueirão","-46.564722","-21.838889","(L.) Michx.",NA,"2018","02",NA,NA,NA,NA,"21","-46.564722","-21.838889",NA,NA,NA
"31","2021-03-01 16:43:48-03","UNICAMP","UEC","26149","S","Plantae","Pteridophyta",NA,"Ophioglossaceae","Botrypus","virginianus","Botrypus virginianus","Perestrello, FGM","Leitão Filho, HF; Martins, FR; Tamashiro, JY; et al.","1587",NA,"Brazil",NA,"Terrestre. Pteridophyta.","UEC076958","UEC076958","1981","12","03","Minas Gerais","Poços de Caldas","Fazenda Chiqueirão","-46.564722","-21.838889","(L.) Michx.",NA,"2018","02",NA,NA,NA,NA,"21","-46.564722","-21.838889",NA,NA,NA
"32","2020-10-14 10:03:51-03","FURB","FURB","10249","PreservedSpecimen","Plantae",NA,NA,"Ophioglossaceae","Botrypus","virginianus","Botrypus virginianus","A.L. de Gasper","Gasper, A.L. de; Stival-Santos, A.","1960",NA,"Brasil",NA,"Florística IFFSC 494 Habitat: Floresta Estacional Decidual; interior da mata Habito: terrícola;","FURB00200","FURB00200","2008","11","22","Santa Catarina","Herval d'Oeste","Linha Barreiras.","-51.3872222","-27.1788889","(L.) Michx.","808","2017","02",NA,"808",NA,NA,"02","-51.3872222","-27.1788889",NA,NA,NA
"33","2021-03-16 17:56:29-03","UCS","HUCS","44014","PreservedSpecimen","Plantae","Pteridophyta","Ophioglossales","Ophioglossaceae","Botrychium","virginianum","Botrychium virginianum","Gonzatti, F.","Gonzatti, F.","2253",NA,"Brasil",NA,"erva ereta, silvática, em sub-bosque de FOM","HUCS002649","HUCS002649","2015","12","05","Rio Grande do Sul","Cambará do Sul","Cabana do Itaimbezinho","-50.132833","-29.134083","(L.) Sw.","986","2016","01",NA,"986",NA,NA,NA,"-50.132833","-29.134083",NA,NA,NA
"34","2021-03-16 17:56:29-03","UCS","HUCS","5239","PreservedSpecimen","Plantae","Pteridophyta","Ophioglossales","Ophioglossaceae","Botrychium","virginianum","Botrychium virginianum","Keleher, G.M.","Keleher, G.M.","1089",NA,"Canadá",NA,"aspen woods along Greater Winnipeg Water Dept. aqueduct","HUCS002642","HUCS002642","1985","06","20","Manitoba",NA,"East of Ross.","-96.366667","49.766667","(L.) Sw.",NA,NA,NA,NA,NA,NA,NA,NA,"-96.366667","49.766667",NA,NA,NA
"35","2021-03-16 17:56:29-03","UCS","HUCS","7310","PreservedSpecimen","Plantae","Pteridophyta","Ophioglossales","Ophioglossaceae","Botrychium","virginianum","Botrychium virginianum",NA,"Brooks, R.E.","18994",NA,"Estados Unidos",NA,NA,"HUCS002629","HUCS002629","1988","05","12","Missouri","Lafayette County",NA,NA,NA,"(L.) Sw.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-16 17:56:29-03","UCS","HUCS","7314","PreservedSpecimen","Plantae","Pteridophyta","Ophioglossales","Ophioglossaceae","Botrychium","virginianum","Botrychium virginianum",NA,"Wagner, K.A.","s.n.",NA,"Estados Unidos",NA,"wooded swamp","HUCS002641","HUCS002641","1973","06","21","Arizona","Emmet Co.","Near Carp Lake",NA,NA,"(L.) Sw.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-16 17:56:29-03","UCS","HUCS","7656","PreservedSpecimen","Plantae","Pteridophyta","Ophioglossales","Ophioglossaceae","Botrychium","virginianum","Botrychium virginianum",NA,"Freeman, C.C.","3090",NA,"Estados Unidos",NA,"Oak-hickory cedar fores on N-facing, rocky slope.","HUCS002636","HUCS002636","1990","05","19","Kansas","Douglas Co.","Douglas County State Lake, ca. 1,5 mi N and 1,5 mi E of Baldwin City",NA,NA,"(L.) Sw.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-16 17:56:29-03","UCS","HUCS","37974","PreservedSpecimen","Plantae","Pteridophyta","Ophioglossales","Ophioglossaceae","Botrychium","virginianum","Botrychium virginianum","Gonzatti, F.","Wasum, R.A.","1592",NA,"Brasil",NA,"no interior da mata, no solo","HUCS002630","HUCS002630","2002","11","01","Rio Grande do Sul","São Francisco de Paula","Cazuza Ferreira","-50.5835990905762","-29.4480991363525","(L.) Sw.",NA,"2013","09","76715",NA,"auto",NA,NA,NA,NA,NA,NA,NA
"39","2021-03-16 17:56:29-03","UCS","HUCS","19062","PreservedSpecimen","Plantae","Pteridophyta","Ophioglossales","Ophioglossaceae","Botrychium","virginianum","Botrychium virginianum","Windisch, P.G.","Wasum, R.A.","1241",NA,"Brasil",NA,"interior da mata, no solo","HUCS002648","HUCS002648","2001","11","18","Rio Grande do Sul","São Francisco de Paula","José Velho","-50.5835990905762","-29.4480991363525","(L.) Sw.","750","2002","04","76715","750","auto",NA,NA,NA,NA,NA,NA,NA
"40","2021-03-16 17:56:29-03","UCS","HUCS","45720","PreservedSpecimen","Plantae","Pteridophyta","Ophioglossales","Ophioglossaceae","Botrychium","virginianum","Botrychium virginianum","Gonzatti, F.","Bueno, R.","s.n.",NA,"Brasil",NA,"mato","HUCS002635","HUCS002635","1994","01","13","Rio Grande do Sul","Nonoai","Posto Barrinha","-52.7714004516602","-27.3617000579834","(L.) Sw.",NA,"2017","02","35080",NA,"auto",NA,NA,NA,NA,NA,NA,NA
"41","2021-03-16 17:56:29-03","UCS","HUCS","51551","PreservedSpecimen","Plantae","Pteridophyta","Osmundales","Osmundaceae","Osmunda","virginiana","Osmunda virginiana","Gonzatti, F.","Gonzatti, F.","5345",NA,"Brasil",NA,"Erva ereta em bordo e subosque de floresta ombrófila.","HUCS007759",NA,"2019","12","10","São Paulo","Cruzeiro","Estrada para o Pico dos Marins, ca. de 2km antes da chegada ao acampamento base.","-45.152778","-22.514167","L.","1500","2021","01",NA,"1500",NA,NA,NA,"-45.152778","-22.514167",NA,NA,NA
"42","2020-12-21 16:38:10-03","MBM","MBM","269768","PreservedSpecimen","Plantae",NA,NA,"Ophioglossaceae","Botrychium","virginianum","Botrychium virginianum","Windisch, P.","Wasum, R.","1241","Southern America","Brazil",NA,NA,"MBM269768","MBM269768","2001","11","18","Rio Grande do Sul","São Francisco de Paula","José Velho","-50.5835990905762","-29.4480991363525","(L.) Sw.",NA,NA,NA,"76715",NA,"auto",NA,NA,NA,NA,NA,NA,NA
"43","2020-12-21 16:38:10-03","MBM","MBM","104242","PreservedSpecimen","Plantae",NA,NA,"Ophioglossaceae","Botrychium","virginianum","Botrychium virginianum",NA,"Coile, Nancy C; et al.; et al.","2669","Northern America","USA",NA,NA,"MBM104242","MBM104242","1982","05","01",NA,NA,"Georgia",NA,NA,"(L.) Sw.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2020-12-21 16:38:10-03","MBM","MBM","104246","PreservedSpecimen","Plantae",NA,NA,"Ophioglossaceae","Botrychium","virginianum","Botrychium virginianum",NA,"Coile, Nancy C; et al.; et al.","3521","Northern America","USA",NA,NA,"MBM104246","MBM104246","1983","05","07",NA,NA,"Georgia",NA,NA,"(L.) Sw.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2020-12-21 16:38:10-03","MBM","MBM","135698","PreservedSpecimen","Plantae",NA,NA,"Ophioglossaceae","Botrychium","virginianum","Botrychium virginianum",NA,"Marie Mooar","3749","Northern America","USA",NA,NA,"MBM135698","MBM135698","1968","07","06",NA,NA,"Montana",NA,NA,"(L.) Sw.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2020-12-21 16:38:10-03","MBM","MBM","143533","PreservedSpecimen","Plantae",NA,NA,"Ophioglossaceae","Botrychium","virginianum","Botrychium virginianum",NA,"Chafin, L.G.","606","Northern America","USA",NA,NA,"MBM143533","MBM143533","1987","06","06",NA,NA,"Georgia",NA,NA,"(L.) Sw.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2020-12-21 16:38:10-03","MBM","MBM","73646","PreservedSpecimen","Plantae",NA,NA,"Ophioglossaceae","Botrychium","virginianum","Botrychium virginianum",NA,"Lasseigne, A.","s.n.","Northern America","USA",NA,NA,"MBM073646","MBM073646","1976","06","23",NA,NA,"Michigan",NA,NA,"(L.) Sw.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2020-12-21 16:38:10-03","MBM","MBM","74634","PreservedSpecimen","Plantae",NA,NA,"Ophioglossaceae","Botrychium","virginianum","Botrychium virginianum",NA,"Rick Busing","97","Northern America","USA",NA,NA,"MBM074634","MBM074634","1980","05","03",NA,NA,"Tennessee",NA,NA,"(L.) Sw.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2020-12-21 16:38:10-03","MBM","MBM","394892","PreservedSpecimen","Plantae",NA,NA,"Ophioglossaceae","Botrypus","virginianus","Botrypus virginianus","Mezza Torres, E.","Canestraro, B.K.; Matos, F.B.; Matos, F.B.","522","Southern America","Brazil",NA,"Terrícola, interior floresta, caule ereto, ciófila, populção pontual.","MBM394892","MBM394892","2013","02","13","Minas Gerais","Pocinhos do Rio Verde","Morro da Pedra Branca","-46.369361","-21.964667","(L.) Michx.","1522","2013",NA,NA,"1522",NA,NA,NA,"-46.369361","-21.964667",NA,NA,NA
"50","2019-11-01 15:33:14-03","PUC-RIO","FCAB","7281","PreservedSpecimen","Plantae",NA,"Pteridophyta","Ophioglossaceae","Botrypus","virginianus","Botrypus virginianus","F.G.M. Perestrello","J. Condack; C.B. Gomes","726",NA,"Brasil",NA,"Erva terrícola as margens da trilha nas proximidades do cume do Pico Menor. Campos de altitude.","007281",NA,"2015","04","07","Rio de Janeiro","Nova Friburgo","Parque Estadual dos Três Picos","-42.725","-22.3444","(L.) Michx.","2200","2017","04",NA,"2200",NA,NA,"26","-42.725","-22.3444",NA,NA,NA
"51","2019-11-01 15:28:46-03","PUC-RIO","FCAB","7850","PreservedSpecimen","Plantae",NA,"Pteridophyta","Ophioglossaceae","Botrypus","virginianus","Botrypus virginianus","E.R. Damasceno","E.R. Damasceno; I.C.G. Campos","839",NA,"Brasil",NA,NA,"FCAB007850",NA,"2014","06","21","Rio de Janeiro","Nova Friburgo","Parque Estadual dos Três Picos, Vale dos Deuses. Trilha para a Cabeça do Dragão.","-42.5311012268066","-22.2819004058838","(L.) Michx.",NA,NA,NA,"33190",NA,"auto",NA,NA,NA,NA,NA,NA,NA
"52","2019-11-01 15:33:14-03","PUC-RIO","FCAB","7965","PreservedSpecimen","Plantae",NA,"Pteridophyta","Ophioglossaceae","Botrypus","virginianus","Botrypus virginianus","E.R. Damasceno","E.R. Damasceno; I.C.G. Campos","841",NA,"Brasil",NA,NA,"FCAB007965",NA,"2014","06","21","Rio de Janeiro","Nova Friburgo","Parque Estadual dos Três Picos, Três Picos. Vale dos Deuses. Trilha para a Cabeça do Dragão.","-42.720028","-22.325889","(L.) Michx.","1830",NA,NA,NA,"1830",NA,NA,NA,"-42.720028","-22.325889",NA,NA,NA
