"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","imagecode","infraspecificEpithet","typeStatus","yearIdentified","verbatimLongitude","verbatimLatitude","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","relatedCatalogItem","fieldNumber","individualCount"
"92","2011-07-21 12:03:00-03","MO","MOBOT","1522578","PreservedSpecimen","Plantae","Malpighiaceae","Carolus","chlorocarpus","Carolus chlorocarpus","Michael H. Nee","Nee 42220","1991","12","21","South America","Bolivia",NA,NA,NA,NA,NA,NA,"(A. Juss.) W.R. Anderson","W.R. Anderson (MICH)","Santa Cruz","Florida","Vic. Puente Las Cruces along highway from Santa Cruz to Samaipata, 6 km W (by air) of Bermejo, along Río Vicoquín.","-63.6833333","-18.1333333","1000.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"93","2011-07-21 12:02:00-03","MO","MOBOT","1524842","PreservedSpecimen","Plantae","Malpighiaceae","Carolus","chlorocarpus","Carolus chlorocarpus","Michael H. Nee","Nee 46503","1995","12","24","South America","Bolivia",NA,NA,NA,NA,NA,NA,"(A. Juss.) W.R. Anderson","W.R. Anderson (MICH)","Santa Cruz","Ichilo","Ca. 12 km SW of main highway at Villa Germán Busch.","-63.9333333","-17.5","650.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"94","2011-07-21 12:05:00-03","MO","MOBOT","1526289","PreservedSpecimen","Plantae","Malpighiaceae","Carolus","chlorocarpus","Carolus chlorocarpus","Michael H. Nee","Nee 48098","1998","1","22","South America","Bolivia",NA,NA,NA,NA,NA,NA,"(A. Juss.) W.R. Anderson","W.R. Anderson (MICH)","Santa Cruz","Andrés Ibáñez","Along valley of Río Salado ( also Quebrada Salada) 7.4-8 km NW of turnoff at Tarumá from highway from Santa Cruz to Samaipata.","-63.5166667","-18.1","900.00000000","1000.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"95","2011-07-21 12:06:00-03","MO","MOBOT","1530752","PreservedSpecimen","Plantae","Malpighiaceae","Carolus","chlorocarpus","Carolus chlorocarpus","Michael H. Nee","Nee 50228","1999","10","20","South America","Bolivia",NA,NA,NA,NA,NA,NA,"(A. Juss.) W.R. Anderson","W.R. Anderson (MICH)","Santa Cruz","Ichilo","At bridge over now nonflowing Arroyo Beni onroad to Puerto Grether, 4.2 km. NW of highway turnoff frommain Buena Vista-Villa Tunari highway.","-64.2833333","-17.2166667","230.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"96","2012-04-12 05:10:00-03","MO","MOBOT","1749503","PreservedSpecimen","Plantae","Malpighiaceae","Carolus","chlorocarpus","Carolus chlorocarpus","Alfredo F. Fuentes|et al.","Fuentes Claros 3752","2002","2","7","South America","Bolivia",NA,NA,NA,NA,NA,NA,"(A. Juss.) W.R. Anderson","W. R. Anderson (MICH)","La Paz","Franz Tamayo","Parque Nacional Madidi, río Quendeque. Vegetacion herbacea pionera de taludes con Poaceae spp y Fabaceae sp","-67.77361","-15.00777","300.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"02-09","7"
"97","2011-07-21 12:04:00-03","MO","MOBOT","1753344","PreservedSpecimen","Plantae","Malpighiaceae","Carolus","chlorocarpus","Carolus chlorocarpus","J. Caballero|et al.","Caballero 71","1999","12","8","South America","Bolivia",NA,NA,NA,NA,NA,NA,"(A. Juss.) W.R. Anderson","W.R. Anderson (MICH)","Chuquisaca","Hernando Siles","Puesto Yerbabuenal, a 7 km. de la Hacienda Sipoperenda. Parcela permanente 500m.x 20 m.","-63.9297223","-20.4002778","1300.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"98","2015-09-09 12:28:00-03","MO","MOBOT","1844642","PreservedSpecimen","Plantae","Malpighiaceae","Carolus","chlorocarpus","Carolus chlorocarpus","Émile Hassler","Hassler 7837","1901","11",NA,"South America","Paraguay",NA,NA,NA,NA,NA,NA,"(A. Juss.) W.R. Anderson","W.R. Anderson (MICH)",NA,NA,"Rio Apa",NA,NA,NA,NA,NA,NA,"Lectotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"99","2009-01-09 03:32:00-02","MO","MOBOT","2551060","PreservedSpecimen","Plantae","Malpighiaceae","Carolus","chlorocarpus","Carolus chlorocarpus","Miguel Bang","Bang 1192","1891",NA,NA,"South America","Bolivia",NA,NA,NA,NA,NA,NA,"(A. Juss.) W.R. Anderson","W.R. Anderson (MICH)",NA,NA,"Espirito Santo.",NA,NA,NA,NA,NA,NA,"Isotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","2013-11-26 05:40:00-02","MO","MOBOT","3249084","PreservedSpecimen","Plantae","Malpighiaceae","Carolus","chlorocarpus","Carolus chlorocarpus","Martha Serrano|Jeaneth Villalobos|Ariel Lliully|J. Alberto Peñaranda|Reinaldo Lozano","Serrano 7048","2005","12","28","South America","Bolivia",NA,NA,NA,NA,NA,NA,"(A. Juss.) W.R. Anderson","W.R. Anderson (MICH)","Chuquisaca","Hernando Siles","Serranía Los Milagros. Pendiente media al Sur de la Laguna.","-64.0455555","-20.3330556","1630.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"101","2008-05-27 22:02:00-03","MO","MOBOT","3295017","PreservedSpecimen","Plantae","Malpighiaceae","Carolus","chlorocarpus","Carolus chlorocarpus","K. Wendelberger|H. Huaylla","Wendelberger 74","2000","8","29","South America","Bolivia",NA,NA,NA,NA,NA,NA,"(A. Juss.) W.R. Anderson","W.R. Anderson (MICH)","Chuquisaca","Hernando Siles","Up Cerro Urkhal path before 2nd river crossing, municipally protected area, Monteagudo.","-63.95","-19.8","1350.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","2013-11-26 05:40:00-02","MO","MOBOT","3370748","PreservedSpecimen","Plantae","Malpighiaceae","Carolus","chlorocarpus","Carolus chlorocarpus","Reinaldo Lozano","Lozano 1345","2005","10","6","South America","Bolivia",NA,NA,NA,NA,NA,NA,"(A. Juss.) W.R. Anderson","W.R. Anderson (MICH)","Chuquisaca","Sud Cinti","Ca. 11 km al NW de la comunidad de Las Abras camino hacia la comunidad de El Palmar. Pendiente superior cerro Alto de Rosas. Bosque semideciduo estacional Tucumano-Boliviano, piso inferior, en transición con Bosque decido Chaco Serrano. Con presencia dominante de Cedrela lilloi, Juglans australis, Chrysphyllum gonocarpumy, en el sotobosque con Rubiaceas, Helechos y musgos epífitos. Doseles de 14 m en promedio. Suelos rícos en materia orgánica.","-64.24055","-21.015","1330.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103","2014-01-14 08:50:00-02","MO","MOBOT","3379057","PreservedSpecimen","Plantae","Malpighiaceae","Carolus","chlorocarpus","Carolus chlorocarpus","Anonymous","Anonymous 1173","1978","11","24","South America","Brazil",NA,NA,NA,NA,NA,NA,"(A. Juss.) W.R. Anderson","W. R. Andersson","Espírito Santo",NA,"Linhares, reserva Flreostal CVRD.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"104","2020-04-16 12:38:00-03","MO","MOBOT","3428798","PreservedSpecimen","Plantae","Malpighiaceae","Carolus","chlorocarpus","Carolus chlorocarpus","Julia Gutiérrez R.","Gutiérrez Romero 828","2004","8","2","South America","Bolivia",NA,NA,NA,NA,NA,NA,"(A. Juss.) W.R. Anderson","W.R Anderson","Chuquisaca","Hernando Siles","Añimbo. Aprox. a 5 km al NE de la comunidad de Añimbo. Bosque montano sub húmedo, presencia de Lauraceas, Leguminosas, Urticaceas. A 300 m del río Yerbabuenal en el lado SE, suelo inestable con pendiente fuerte. Especie frecuente en ramas de los árboles al borde del río.","-64.06694","-20.56472","1410.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","2009-02-09 12:09:00-02","MO","MOBOT","813570","PreservedSpecimen","Plantae","Malpighiaceae","Carolus","chlorocarpus","Carolus chlorocarpus","Elsa M. Zardini|Leongino Guerrero","Zardini 38975","1994","3","17","South America","Paraguay",NA,NA,NA,NA,NA,NA,"(A. Juss.) W.R. Anderson","W.R. Anderson (MICH)","Concepción",NA,"Estancia San Fernando. Tall forest on red soils.","-57.4166667","-22.8333333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"896","2"
"106","2008-09-04 15:45:00-03","MO","MOBOT","968528","PreservedSpecimen","Plantae","Malpighiaceae","Carolus","chlorocarpus","Carolus chlorocarpus","Antony Jardim|N. Rosas-Hurtado","Jardim 1536","1994","12","29","South America","Bolivia",NA,NA,NA,NA,NA,NA,"(A. Juss.) W.R. Anderson","W.R. Anderson (MICH)","Santa Cruz","Cordillera","Cerca Cuevo adentro la sierra por la planchada antigua de Chevron","-61.5","-19","1385.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"107","2008-05-27 22:02:00-03","MO","MOBOT","132255","PreservedSpecimen","Plantae","Malpighiaceae","Mascagnia","chlorocarpa","Mascagnia chlorocarpa","Alwyn H. Gentry|S. Keel|Victor Vera|Jorge Dávalos","Gentry 59293","1987","9","24","South America","Paraguay",NA,NA,NA,NA,NA,NA,"(A. Juss.) Griseb.","W.R. Anderson (MICH)","Canindeyú",NA,"Terreno del Banco Mundial, 34 km E of Villa Ygatimi, near Río Jejui-mi. Mature forest on sandy soil.","-55.53333","-24.13333","150.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"87-248","5"
"108","2008-05-27 22:02:00-03","MO","MOBOT","1323130","PreservedSpecimen","Plantae","Malpighiaceae","Mascagnia","chlorocarpa","Mascagnia chlorocarpa","M. Toledo G.|Bonifacio Mostacedo C.|T. Fredericksen","Toledo G. 776","1998","8","21","South America","Bolivia",NA,NA,NA,NA,NA,NA,"(A. Juss.) Griseb.","M. Toledo (USZ)","Santa Cruz","Nuflo de Chavez","Lomerio, Campamento de BOLFOR, a 12 km de la comunidad Las Trancas. Bosque semideciduo. Area quemada.","-61.83333","-16.21666","400.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","2009-10-17 07:00:00-03","MO","MOBOT","1850308","PreservedSpecimen","Plantae","Malpighiaceae","Mascagnia","chlorocarpa","Mascagnia chlorocarpa","Nélida Soria","Soria Rey 7455","1995","12","8","South America","Paraguay",NA,NA,NA,NA,NA,NA,"(A. Juss.) Griseb.",NA,"Amambay",NA,"Parque Nacional Cerro Corá. Parcela lado B, cerca del cerro muralla",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","2019-04-19 04:34:00-03","MO","MOBOT","3152445","PreservedSpecimen","Plantae","Malpighiaceae","Mascagnia","chlorocarpa","Mascagnia chlorocarpa","Adrián Eliceche","Eliceche 539","1992",NA,NA,"South America","Paraguay",NA,NA,NA,NA,NA,NA,"(A. Juss.) Griseb.",NA,"Amambay",NA,"Parque Nacional Cerro Cora. Frente al Cerro Muralla. Cerrado",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111","2013-11-26 05:40:00-02","MO","MOBOT","3249923","PreservedSpecimen","Plantae","Malpighiaceae","Mascagnia","chlorocarpa","Mascagnia chlorocarpa","Reinaldo Lozano|J. Alberto Peñaranda|et al.","Lozano 1942","2006","1","26","South America","Bolivia",NA,NA,NA,NA,NA,NA,"(A. Juss.) Griseb.","M. Nee (NY)","Chuquisaca","Sud Cinti","Quebrada chapirenda ladera de rio. Ca. 5 km al NW de la Comunidad de Las Abras. Camino a Canado Grande, sector La Abra. Bosque semidecíduo estacional Tucumano-Boliviano. Con presencia dominante de Cedrela lilloi, Juglans australis, Chrysophyllum gonocarpumy, Myrtaceas, Helechos y musgos epífitos. Doseles de 12 m en promedio. Suelos rícos en materia orgánica, con abundancia de afloramientos rocosos.","-64.2597222","-21.0733334","1372.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"112","2014-01-02 05:36:00-02","MO","MOBOT","3286170","PreservedSpecimen","Plantae","Malpighiaceae","Mascagnia","chlorocarpa","Mascagnia chlorocarpa","D. Villarroel","Villarroel Segarra 82","2005","8","9","South America","Bolivia",NA,NA,NA,NA,NA,NA,"(A. Juss.) Griseb.","Luzmila Arroyo P","Santa Cruz","Florida","Bella Vista, Sendero Ecologico el Cañadon, con Myroxylum peruiferum, Inga sp, Piper sp, Myrcianthes punges y Miconia spp, en condiciones edafoxerofilas.","-63.7063889","-18.1963889","1230.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"113","2020-07-08 18:55:03-03","UNESP-IBILCE","SJRP","29321","PreservedSpecimen","Plantae","Malpighiaceae","Carolus","chlorocarpus","Carolus chlorocarpus","Rezende, A.A. & Tomasetto, F.","643.0",NA,NA,NA,"América do Sul","Brasil",NA,NA,"Trepadeira, fruto imaturo. Borda da mata.;",NA,"Tracheophyta","Malpighiales","(A.Juss.) W.R.Anderson","R.F. Almeida","São Paulo","Paulo de Faria","Estação Ecológica de Paulo de Faria","-49.516667","-19.916667",NA,NA,NA,NA,NA,"2014","-49.516667","-19.916667",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA
"114","2020-06-22 14:18:37-03","UNESP-IBILCE","SJRP","13484","PreservedSpecimen","Plantae","Malpighiaceae","Carolus","chlorocarpus","Carolus chlorocarpus","Andréia Alves Rezende",NA,NA,NA,NA,"América do Sul","Brasil",NA,NA,"Liana lenhosa, com fruto seco.;",NA,"Tracheophyta","Malpighiales","(A.Juss.) W.R.Anderson",NA,"São Paulo","São José do Rio Preto","Estação Ecológica do Noroeste Paulista","-49.38055556","-20.81",NA,NA,NA,NA,NA,NA,"-49,38055556","-20,81000000",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA
"115","2020-06-22 14:18:37-03","UNESP-IBILCE","SJRP","13488","PreservedSpecimen","Plantae","Malpighiaceae","Carolus","chlorocarpus","Carolus chlorocarpus","Andréia Alves Rezende",NA,NA,NA,NA,"América do Sul","Brasil",NA,NA,"Liana lenhosa, frutos imaturos verdes;",NA,"Tracheophyta","Malpighiales","(A.Juss.) W.R.Anderson",NA,"São Paulo","São José do Rio Preto","Estação Ecológica do Noroeste Paulista","-49.3805556","-20.81000004",NA,NA,NA,NA,NA,NA,"-49,38055560","-20,81000004",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA
"116","2020-06-22 14:18:37-03","UNESP-IBILCE","SJRP","13487","PreservedSpecimen","Plantae","Malpighiaceae","Carolus","chlorocarpus","Carolus chlorocarpus","Andréia Alves Rezende",NA,NA,NA,NA,"América do Sul","Brasil",NA,NA,"Liana lenhosa, frutos imaturos verdes.;",NA,"Tracheophyta","Malpighiales","(A.Juss.) W.R.Anderson",NA,"São Paulo","São José do Rio Preto","Estação Ecológica do Noroeste Paulista","-49.38055559","-20.81000003",NA,NA,NA,NA,NA,NA,"-49,38055559","-20,81000003",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA
"117","2020-07-09 18:40:01-03","UNESP-IBILCE","SJRP","29543","PreservedSpecimen","Plantae","Malpighiaceae","Carolus","chlorocarpus","Carolus chlorocarpus","A.A. Rezende","745.0","2001","05","31","América do Sul","Brasil",NA,NA,"Liana, vegetativa.;",NA,"Tracheophyta","Malpighiales","(A.Juss.) W.R.Anderson",NA,"São Paulo","Paulo de Faria","Estação Ecológica de Paulo de Faria","-49.516667","-19.916667",NA,NA,NA,NA,NA,NA,"-49.516667","-19.916667",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA
"118","2020-06-22 14:18:37-03","UNESP-IBILCE","SJRP","13486","PreservedSpecimen","Plantae","Malpighiaceae","Carolus","chlorocarpus","Carolus chlorocarpus","Andréia Alves Rezende",NA,NA,NA,NA,"América do Sul","Brasil",NA,NA,"Liana lenhosa, flores e botões amarelos.;",NA,"Tracheophyta","Malpighiales","(A.Juss.) W.R.Anderson",NA,"São Paulo","São José do Rio Preto","Estação Ecológica do Noroeste Paulista","-49.38055558","-20.81000002",NA,NA,NA,NA,NA,NA,"-49,38055558","-20,81000002",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA
"119","2020-06-22 14:18:37-03","UNESP-IBILCE","SJRP","13485","PreservedSpecimen","Plantae","Malpighiaceae","Carolus","chlorocarpus","Carolus chlorocarpus","Andréia Alves Rezende",NA,NA,NA,NA,"América do Sul","Brasil",NA,NA,"Liana lenhosa, botões cremes.;",NA,"Tracheophyta","Malpighiales","(A.Juss.) W.R.Anderson",NA,"São Paulo","São José do Rio Preto","Estação Ecológica do Noroeste Paulista","-49.38055557","-20.81000001",NA,NA,NA,NA,NA,NA,"-49,38055557","-20,81000001",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA
"120","2020-06-22 14:18:37-03","UNESP-IBILCE","SJRP","15755","PreservedSpecimen","Plantae","Malpighiaceae","Carolus","chlorocarpus","Carolus chlorocarpus","Pietrobom da Silva, M.R.",NA,NA,NA,NA,"América do Sul","Brasil",NA,NA,"Trepadeira, fruto verde;",NA,"Tracheophyta","Malpighiales","(A.Juss.) W.R.Anderson","Stranghetti, V.","São Paulo","José Bonifácio","entre córregos jacaré e fartura","-49.6800003051758","-21.0499992370605",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"36198","auto","Magnoliopsida",NA,NA,NA
"121","2020-06-22 14:18:37-03","UNESP-IBILCE","SJRP","10526","PreservedSpecimen","Plantae","Malpighiaceae","Carolus","chlorocarpus","Carolus chlorocarpus","Andréia Alves Rezende",NA,NA,NA,NA,"América do Sul","Brasil",NA,NA,"Trepadeira, fruto imaturo.;",NA,"Tracheophyta","Malpighiales","(A.Juss.) W.R.Anderson",NA,"São Paulo","Araçatuba","fazenda santo antonio","-50.4300003051758","-21.2000007629395",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"59490","auto","Magnoliopsida",NA,NA,NA
"122","2020-07-10 09:47:08-03","MBML","MBML-HERBARIO","11355",NA,"Plantae","Malpighiaceae","Carolus","chlorocarpus","Carolus chlorocarpus","V. Demuner; et al","502","2000","01","06",NA,"Brasil",NA,NA,"Trepadeira sobre arbusto, altura de 6m, botões florais, flores amarelas. Interior de mata, antes de Várzea Alegre.","MBML011355",NA,NA,"(A.Juss.) W.R.Anderson","P.H.D. Barros/Maio-2019","Espírito Santo","Santa Teresa","Pedra da Onça","-40.814722","-19.897778",NA,NA,"MBML011355",NA,NA,NA,"40W48'53","19S53'52",NA,NA,NA,NA,NA,NA,NA,NA
"123","2020-07-10 09:47:08-03","MBML","MBML-HERBARIO","15040",NA,"Plantae","Malpighiaceae","Carolus","chlorocarpus","Carolus chlorocarpus","L. Kollmann; et al","4460","2001","08","30",NA,"Brasil",NA,NA,"Trepadeira no sol. Frutos verdes.","MBML015040",NA,NA,"(A.Juss.) W.R.Anderson","P.H.D. Barros/Maio-2019","Espírito Santo","Santa Teresa","Várzea Alegre, cachoeira do Madalão","-40.798056","-19.899167",NA,NA,"MBML015040",NA,NA,NA,"40W47'53","19S53'57",NA,NA,NA,NA,NA,NA,NA,NA
"124","2020-07-10 09:47:08-03","MBML","MBML-HERBARIO","27023",NA,"Plantae","Malpighiaceae","Carolus","chlorocarpus","Carolus chlorocarpus","V. Demuner; L.F.S Magnago, T. Cruz e Elias Bausen","2489","2006","06","08",NA,"Brasil",NA,NA,"Liana 9m, frutos verdes. Interior de mata.","MBML027023",NA,NA,"(A.Juss.) W.R.Anderson","W.R. Anderson/2009","Espírito Santo","Águia Branca","Águas Claras, prop.: Zequinha","-40.812778","-18.871389","400","400","MBML027023",NA,NA,NA,"40W48'46","18S52'17",NA,NA,NA,NA,NA,NA,NA,NA
"125","2020-07-10 09:47:08-03","MBML","MBML-HERBARIO","34581",NA,"Plantae","Malpighiaceae","Carolus","chlorocarpus","Carolus chlorocarpus","A. M. Amorim; et al","7396","2008","05","06",NA,"Brasil",NA,NA,NA,"MBML034581",NA,NA,"(A. Jusc.) W.R.Anderson","R.F. Almeida/IX-2012","Espírito Santo","Cariacica","Reserva Biológica Duas Bocas","-40.540556","-20.278333",NA,NA,"MBML034581",NA,NA,NA,"40W32'26","20S16'42",NA,NA,NA,NA,NA,NA,NA,NA
"126","2020-07-10 09:47:08-03","MBML","MBML-HERBARIO","40805",NA,"Plantae","Malpighiaceae","Carolus","chlorocarpus","Carolus chlorocarpus","A. P. Fontana; L. Kollmann, G. Cunha, D. R. Couto, V. Manhães & V. Leite.","5342","2008","06","24",NA,"Brasil",NA,NA,"Trepadeira, frutos verdes","MBML040805",NA,NA,"(A. Jusc.) W.R.Anderson","L.Kollmann","Espírito Santo","Alegre","São João do Norte, PCH Santa Fé, Reservatório de Derivação, Ilha pluvial do Rio Braço Norte","-41.496111","-20.668611","192","192","MBML040805",NA,NA,"2009","41W29'46","20S40'7","05","13",NA,NA,NA,NA,NA,NA
"127","2020-09-03 12:03:27-03","MBML","MBML-HERBARIO","40807",NA,"Plantae","Malpighiaceae","Carolus","chlorocarpus","Carolus chlorocarpus","V.C. Manhães; D.R. Couto; A.P. Fontana; L.J.C. Kollmann & V. Rocha Leite","94","2008","07","22",NA,"Brasil",NA,NA,"Planta herbácea. Folhas verdes. Frutos verdes.","MBML040807",NA,NA,"(A. Jusc.) W.R.Anderson","L.Kollmann","Espírito Santo","Alegre","São João do Norte, PCH Santa Fé, Reservatório de Derivação, Parcela 32","-41.492222","-20.669722",NA,NA,"MBML040807",NA,NA,"2009","41W29'32","20S40'11","05","13",NA,NA,NA,NA,NA,NA
"128","2020-07-10 09:47:08-03","MBML","MBML-HERBARIO","14806",NA,"Plantae","Malpighiaceae","Carolus","chlorocarpus","Carolus chlorocarpus","L. Kollmann; et al","3526","2000","12","13",NA,"Brasil",NA,NA,"Trepadeira no sol. Flores amarelas.","MBML014806",NA,NA,"(A.Juss.) W.R.Anderson","P.H.D. Barros/Maio-2019","Espírito Santo","Barra de São Francisco","Córrego da Esperança","-40.8908004760742","-18.7549991607666",NA,NA,"MBML014806",NA,NA,NA,NA,NA,NA,NA,"36480","auto",NA,NA,NA,NA
"129","2020-09-12 05:00:02-03","US","US","1779878","PreservedSpecimen","Plantae","Malpighiaceae","Carolus","chlorocarpus","Carolus chlorocarpus","-. Mello Barreto","3026","1933","1","12","South America - Neotropics","Brazil",NA,NA,NA,"US01869899",NA,"Polygalales","(A. Juss.) W.R. Anderson",NA,"Belo Horizonte",NA,"Parque Vera Cruz",NA,NA,NA,NA,"US01869899_01 US01869899_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1"
"130","2020-09-12 05:00:02-03","US","US","1779886","PreservedSpecimen","Plantae","Malpighiaceae","Carolus","chlorocarpus","Carolus chlorocarpus","M. Barreto","6092","1933","1","17","South America - Neotropics","Brazil",NA,NA,NA,"US01869898",NA,"Polygalales","(A. Juss.) W.R. Anderson",NA,"Belo Horizonte",NA,"Freitas",NA,NA,NA,NA,"US01869898_01 US01869898_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1"
"131","2020-09-12 05:00:02-03","US","US","2820974","PreservedSpecimen","Plantae","Malpighiaceae","Carolus","chlorocarpus","Carolus chlorocarpus","-- Brade, -- Altamiro & A. Aparicio","18478","1946","5","28","South America - Neotropics","Brazil",NA,NA,NA,"US01869900",NA,"Polygalales","(A. Juss.) W.R. Anderson",NA,"Itaguaçu",NA,"Jatiboca",NA,NA,NA,NA,"US01869900_01 US01869900_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1"
"132","2020-09-12 05:00:02-03","US","US","1592753","PreservedSpecimen","Plantae","Malpighiaceae","Carolus","chlorocarpus","Carolus chlorocarpus","M. Cárdenas","2814","1934","8",NA,"South America - Neotropics","Bolivia",NA,NA,NA,"US03324151",NA,"Polygalales","(A. Juss.) W.R. Anderson",NA,"Santa Cruz",NA,"Lagunillas, Cordillera of Incahuasi.",NA,NA,"1500",NA,"US03324151_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1"
"133","2020-09-12 05:00:02-03","US","US","14089","PreservedSpecimen","Plantae","Malpighiaceae","Carolus","chlorocarpus","Carolus chlorocarpus","M. Bang","1192","1891",NA,NA,"South America - Neotropics","Bolivia",NA,NA,NA,"US03324152",NA,"Polygalales","(A. Juss.) W.R. Anderson",NA,"Cochabamba",NA,"Vic. Cochabamba.",NA,NA,NA,NA,"US03324152_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1"
"134","2020-09-12 05:00:02-03","US","US","1418428","PreservedSpecimen","Plantae","Malpighiaceae","Carolus","chlorocarpus","Carolus chlorocarpus","M. Bang","1192","1891",NA,NA,"South America - Neotropics","Bolivia",NA,NA,NA,"US03324153",NA,"Polygalales","(A. Juss.) W.R. Anderson",NA,"Cochabamba",NA,"Vic. Cochabamba.",NA,NA,NA,NA,"US03324153_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1"
"135","2021-03-15 18:28:25-03","USP","SPF","118530","PreservedSpecimen","Plantae","Malpighiaceae","Carolus","chlorocarpus","Carolus chlorocarpus","Souza, VC","11369","1996","06","08",NA,"Brasil",NA,NA,"Mata mesófila semidecídua bastante perturbada.","SPF00118530",NA,NA,"(A.Juss.) W.R.Anderson","Almeida, RF","São Paulo","Rubiácea","Cerca de 2 km da cidade em direção à Rodovia Marechal Rondon. Estrada para Bento de Abreu.","-50.728889","-21.273611","410","410","SPF00118530",NA,NA,"2013","-50.728889","-21.273611","05",NA,NA,NA,NA,NA,NA,NA
"136","2021-03-15 18:28:25-03","USP","SPF","198792","PreservedSpecimen","Plantae","Malpighiaceae","Carolus","chlorocarpus","Carolus chlorocarpus","Farney, C","4426","2001","11","22",NA,"Brasil",NA,NA,"Trepadeira; folhas verdes, levemente discolores; inflorescência com raque verde clara; flores em botões verdes.","SPF00198792",NA,NA,"(A.Juss.) W.R.Anderson","Almeida, RF","Rio de Janeiro","Arraial do Cabo","Ilha de Cabo Frio, Vertente N, mata de encosta. Floresta estacional semidecídua.","-42.0278015136719","-22.966100692749",NA,NA,"SPF00198792",NA,NA,"2013",NA,NA,"05",NA,"25964","auto",NA,NA,NA,NA
"137","2021-03-15 18:28:25-03","USP","SPF","120432","PreservedSpecimen","Plantae","Malpighiaceae","Carolus","chlorocarpus","Carolus chlorocarpus","Pereira-Noronha, MR","1592","1995","08","07",NA,"Brasil",NA,NA,"Cerrado.","SPF00120432",NA,NA,"(A.Juss.) W.R.Anderson","Almeida, RF","São Paulo","Guaraçaí","Reserva legal, assentamento do INCRA, próximo à Fazenda Aroeiral.","-51.2000007629395","-21.0200004577637",NA,NA,"SPF00120432",NA,NA,"2013",NA,NA,"05",NA,"36638","auto",NA,NA,NA,NA
