"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","imagecode","infraspecificEpithet","typeStatus","yearIdentified","verbatimLongitude","verbatimLatitude","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","relatedCatalogItem","fieldNumber","individualCount"
"12","2020-11-26 18:08:40-03","CPAN-UFMS","COR","10883","PreservedSpecimen","Plantae","Malpighiaceae","Carolus","chlorocarpus","Carolus chlorocarpus","Damasceno Junior, G.A. & Gonçalves, P. V.","1897","2000","08","31",NA,"Brasil",NA,NA,"Habito: trepadeira",NA,NA,NA,"(A.Juss.) W.R.Anderson","A. Francener","Mato Grosso do Sul","Ladário","Rancho do Sr. Buguinho e arredores - Faz São Marcelo. Mata semidecídua- Mata ciliar do córrego Bandalta; litólico; Morro.","-57.578889","-19.173889","200","200",NA,NA,NA,NA,"57º34'44''W","19º10'26''S",NA,NA,NA,NA,NA,NA,NA,NA
"13","2020-11-26 18:08:40-03","CPAN-UFMS","COR","10809","PreservedSpecimen","Plantae","Malpighiaceae","Carolus","chlorocarpus","Carolus chlorocarpus","Damasceno Junior, G.A.; Velasques, J.S.; Urquiza, M.V.; Carvalho, T.L.","2872","2002","03","07",NA,"Brasil",NA,NA,NA,NA,NA,NA,"(A.Juss.) W.R.Anderson","A. Francener","Mato Grosso do Sul","Ladário","Fazenda Vale do Paraiso - Morro Sta Cruz. Mata de galeria do córrego Bandalta; com afloramento de rochas; Morro.","-57.6016998291016","-19.0046997070312",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"23141","auto",NA,NA,NA,NA
"14","2019-10-09 11:19:00-03","UFBA","ALCB","75924","PreservedSpecimen","Plantae","Malpighiaceae","Carolus","chlorocarpus","Carolus chlorocarpus","Guedes, ML; Valadão, RM; Carvalho, G; Santos, JS","13275","2006","12","23","Southern America","Brasil",NA,NA,"com folhas cartáceas, discolores, discolores. Frutos imaturos com alas verdes.","ALCB040644","Dicotyledon",NA,"(A.Juss.) W.R.Anderson","Almeida, RF","Bahia","Miguel Calmon","Piemonte da Diamantina, Entorno do Parque de Sete passagens. Bagre 230","-40.598056","-11.332222",NA,NA,NA,NA,NA,"2013","-40.598056","-11.332222","07",NA,NA,NA,NA,NA,NA,NA
"15","2020-02-08 09:55:10-03","NBC","NL-BOTANY","L 0700351","PreservedSpecimen","Plantae","Malpighiaceae","Carolus","chlorocarpus","Carolus chlorocarpus","Burchell WJ",NA,NA,NA,NA,"Southern America","Brazil",NA,NA,"An Waldrändern.<a href=https://data.biodiversitydata.nl/naturalis/specimen/L%20%200700351 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L0700351",NA,"Malpighiales","(A.Juss.) W.R.Anderson","Anderson WR","Goiás",NA,"From Goyaz to Cavalcante.",NA,NA,NA,NA,"NL-L0700351",NA,"syntype","2007",NA,NA,"11","01",NA,NA,"Magnoliopsidae","90983137",NA,NA
"16","2020-11-04 11:12:41-03","ESALQ","ESA","72825","PreservedSpecimen","Plantae","Malpighiaceae","Carolus","chlorocarpus","Carolus chlorocarpus","F.R.S.P. et al.","20569.0","1985","04","26",NA,"Brasil",NA,NA,NA,"ESA072825","Magnoliophyta",NA,"(A.Juss.) W.R.Anderson","Almeida, R.F.","Minas Gerais","Juiz de Fora",NA,"-43.3502998352051","-21.7642002105713",NA,NA,"ESA072825",NA,NA,"2013",NA,NA,NA,NA,"36144","auto",NA,NA,NA,NA
"17","2020-11-04 11:12:41-03","ESALQ","ESA","102094","PreservedSpecimen","Plantae","Malpighiaceae","Carolus","chlorocarpus","Carolus chlorocarpus","Bertoncini, A.P.","871.0","1998","09","02",NA,"Brasil",NA,NA,NA,"ESA102094","Magnoliophyta",NA,NA,"Almeida, R.F.","São Paulo","Avaí",NA,"-49.3300018310547","-22.1399993896484",NA,NA,"ESA102094",NA,NA,"2013",NA,NA,NA,NA,"23140","auto",NA,NA,NA,NA
"18","2020-11-04 11:12:41-03","ESALQ","ESA","15164","PreservedSpecimen","Plantae","Malpighiaceae","Carolus","chlorocarpus","Carolus chlorocarpus","Barreto, K.D.; Fernandes, G.D.; Vitti, F.X.","508.0","1993","05","28",NA,"Brasil",NA,NA,NA,"ESA015164","Magnoliophyta",NA,"(A.Juss.) W.R.Anderson","Almeida, R.F.","São Paulo","Charqueada",NA,"-47.7700004577637","-22.5100002288818",NA,NA,"ESA015164",NA,NA,NA,NA,NA,NA,NA,"12465","auto",NA,NA,NA,NA
"19","2020-11-04 11:12:41-03","ESALQ","ESA","16008","PreservedSpecimen","Plantae","Malpighiaceae","Carolus","chlorocarpus","Carolus chlorocarpus","Rodrigues, R.R. et al.","24.0","1994","07","20",NA,"Brasil",NA,NA,NA,"ESA016008","Magnoliophyta",NA,"(A.Juss.) W.R.Anderson","Almeida, R.F.","São Paulo","Novo Horizonte",NA,"-49.2200012207031","-21.4599990844727",NA,NA,NA,NA,NA,"2013",NA,NA,"06","19","32394","auto",NA,NA,NA,NA
"20","2020-11-04 11:12:41-03","ESALQ","ESA","93783","PreservedSpecimen","Plantae","Malpighiaceae","Carolus","chlorocarpus","Carolus chlorocarpus","Barreto, K.D. et al.","415.0","1993","05","05",NA,"Brasil",NA,NA,"Trepadeira, 1 m alt.; frutos imaturos verdes. Borda.","ESA093783","Magnoliophyta",NA,"A.Juss.) W.R. Anderson","Almeida, R.F.","São Paulo","Charqueada","Mata da Glória.","-47.7700004577637","-22.5100002288818",NA,NA,"ESA093783",NA,NA,"2013","-47,758,889","-22,594,167",NA,NA,"12465","auto",NA,NA,NA,NA
"21","2020-11-04 11:12:41-03","ESALQ","ESA","102096","PreservedSpecimen","Plantae","Malpighiaceae","Carolus","chlorocarpus","Carolus chlorocarpus","Bertoncini, A.P.","954.0","1998","11","18",NA,"Brasil",NA,NA,NA,"ESA102096","Magnoliophyta",NA,NA,"Almeida, R.F.","São Paulo","Avaí",NA,"-49.3300018310547","-22.1399993896484",NA,NA,"ESA102096",NA,NA,"2013",NA,NA,NA,NA,"23140","auto",NA,NA,NA,NA
"22","2020-11-04 11:12:41-03","ESALQ","ESA","102111","PreservedSpecimen","Plantae","Malpighiaceae","Carolus","chlorocarpus","Carolus chlorocarpus","Bertoncini, A.P.","836.0","1998","06","03",NA,"Brasil",NA,NA,NA,"ESA102111","Magnoliophyta",NA,NA,"Almeida, R.F.","São Paulo","Avaí",NA,"-49.3300018310547","-22.1399993896484",NA,NA,"ESA102111",NA,NA,"2013",NA,NA,NA,NA,"23140","auto",NA,NA,NA,NA
"23","2020-11-04 11:12:41-03","ESALQ","ESA","32011","PreservedSpecimen","Plantae","Malpighiaceae","Carolus","chlorocarpus","Carolus chlorocarpus","Souza, V.C. ; Souza, J.P.","11369.0","1996","06","08",NA,"Brasil",NA,NA,"Escandente; frutos imaturos verde-claros.","ESA032011","Magnoliophyta",NA,"(A.Juss.) W.R.Anderson","Mamede, M.C.H.","São Paulo","Rubiácea","Cerca de 2 Km da cidade em direção à Rodovia Marechal Rondon. Estrada para Bento de Abreu. 21º16'25S, 50º43'44W. 410 m.s.m. Mata mesófila semidecídua bastante perturbada.","-50.7200012207031","-21.2999992370605",NA,NA,"ESA032011",NA,NA,"2006",NA,"-21,273,611","11","24","27431","auto",NA,NA,NA,NA
"24","2020-11-19 10:24:07-03","CPAP","CPAP","6224","PreserverdSpecimen","Plantae","Malpighiaceae","Carolus","chlorocarpus","Carolus chlorocarpus","Pott, A.","4908","1989","05","25",NA,"Brasil",NA,NA,"Trepadeira. FLOR: não vista. FRUTO: . INTERESSE: Levantamento florístico. FREQUÊNCIA: Ocasional. AMBIENTE: Borda de mata com Calycophyllum, Maclura, Sebastiania. SUBSTRATO: vertissolo, calcimórfico. RELEVO: suave ondulado, na encosta.",NA,NA,NA,"(A.Juss.) W.R.Anderson","A. Francener","MS","Corumbá","Fazenda Monjolo, a 2 km Sul do entrocamento para Mato Grande, Maria coelho","-57.583333","-19.3","120","120",NA,NA,NA,"2012","57°35' W","19°18' S","07","04",NA,NA,NA,NA,NA,NA
"25","2019-02-15 11:44:57-02","IPA","IPA","20514","S","Plantae","Malpighiaceae","Carolus","chlorocarpus","Carolus chlorocarpus","Sucre, D.","3139","1968","06","07","Southern America","Brasil",NA,NA,"Cipó, heliófilo.; Restinga. Solo arenoso.","IPA0020514","Plantae",NA,"(A. Juss.) W.R. Anderson","Amorim, A.M.A.","Rio de Janeiro","Cabo Frio",NA,"-42.0186004638672","-22.8794002532959",NA,NA,NA,NA,NA,"2011",NA,NA,"10","11","40069","auto",NA,NA,NA,NA
"26","2019-11-21 14:38:36-03","UFJF","CESJ","31030","PreservedSpecimen","Plantae","Malpighiaceae","Carolus","chlorocarpus","Carolus chlorocarpus","P.C.L. Faria; L.D. Meireles; P.C. Zampa; F. Magalhães; P.O. Costa; A.N. Caiafa; C.A. Nascimen","42","2000","02","02","América do Sul","Brasil",NA,NA,"Cipó com flores amarelas, botões verde-claros, glândulas esverdeadas, à beira de clareira","CESJ031030","Angiosperma",NA,"(A. Juss.) W.R.Anderson","Y.R. Oliveira","Minas Gerais","Descoberto","Reserva Biológica da Represa do Grama","-42.9674987792969","-21.4596996307373",NA,NA,NA,NA,NA,"2019",NA,NA,"02","21","11991","auto",NA,NA,NA,NA
"27","2019-11-21 14:38:36-03","UFJF","CESJ","31240","PreservedSpecimen","Plantae","Malpighiaceae","Carolus","chlorocarpus","Carolus chlorocarpus","F.R.G. Salimena; P.C.L. Faria; S.M.S. Verardo; F. Magalhães; P.O. Costa; P.C. Zampa; L.F.A. Fazz","187","2000","06","24","América do Sul","Brasil",NA,NA,"Cipó, com frutos verdes alados, em clareira, na beira da trilha","CESJ031240","Angiosperma",NA,"(A. Juss.) W.R.Anderson","R.F. Almeida","Minas Gerais","Descoberto","Reserva Biológica da Represa do Grama","-42.9674987792969","-21.4596996307373",NA,NA,NA,NA,NA,"2016",NA,NA,NA,NA,"11991","auto",NA,NA,NA,NA
"28","2019-11-21 14:38:36-03","UFJF","CESJ","31383","PreservedSpecimen","Plantae","Malpighiaceae","Carolus","chlorocarpus","Carolus chlorocarpus","P.C. Zampa","s.n.","2000","08","08","América do Sul","Brasil",NA,NA,"Cipó com frutos alados, verdes amerelados, na beira da trilha","CESJ031383","Angiosperma",NA,"(A. Juss.) W.R.Anderson","Y.R. Oliveira","Minas Gerais","Descoberto","Reserva Biológica da Represa do Grama","-42.9674987792969","-21.4596996307373",NA,NA,NA,NA,NA,"2019",NA,NA,"02","21","11991","auto",NA,NA,NA,NA
"29","2019-11-21 14:38:36-03","UFJF","CESJ","20569","PreservedSpecimen","Plantae","Malpighiaceae","Carolus","chlorocarpus","Carolus chlorocarpus","F.R.G. Salimena; M. Fernandes; S.L. Padilha","34","1985","04","26","América do Sul","Brasil",NA,NA,"Trepadeira frequente, na clareira, com frutos de 4 asas reunidas.","CESJ020569","Angiosperma",NA,"(A. Juss.) W.R.Anderson","R.F. Almeida","Minas Gerais","Juiz de Fora","Reserva Biológica Poço D'Anta","-43.3502998352051","-21.7642002105713",NA,NA,NA,NA,NA,"2016",NA,NA,NA,NA,"36144","auto",NA,NA,NA,NA
"30","2019-11-21 14:38:36-03","UFJF","CESJ","24905","PreservedSpecimen","Plantae","Malpighiaceae","Carolus","chlorocarpus","Carolus chlorocarpus","F.R.G. Salimena; M. Fernandes; S.L. Padilha","s.n.","1985","04","12","América do Sul","Brasil",NA,NA,"Arbusto, frutos samaróides tri-alados.","CESJ024905","Angiosperma",NA,"(A. Juss.) W.R.Anderson","R.F. Almeida","Minas Gerais","Juiz de Fora","Reserva Biológica Poço D'Anta","-43.3502998352051","-21.7642002105713",NA,NA,NA,NA,NA,"2016",NA,NA,NA,NA,"36144","auto",NA,NA,NA,NA
"31","2021-04-07 11:45:36-03","UFMS","CGMS","29263","PreservedSpecimen","Plantae","Malpighiaceae","Carolus","chlorocarpus","Carolus chlorocarpus","L.C.S. Magalhães; G.A. Damasceno-Junior","403","2009","01","09",NA,"Brasil",NA,NA,"Flor amarela. Habitat: Floresta Estacional Decídua. Habito: Liana.","CGMS1058724",NA,NA,"(A.Juss.) W.R.Anderson","A.L.L. Amorim","Mato Grosso do Sul","Nioaque","Assentamento Andalucia.","-55.7513889","-20.7927777","202","202",NA,NA,NA,"2011","-55,7513889","-20,7927777",NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-04-07 11:45:36-03","UFMS","CGMS","29245","PreservedSpecimen","Plantae","Malpighiaceae","Carolus","chlorocarpus","Carolus chlorocarpus","L.C.S. Magalhães; G.A. Damasceno-Junior","375","2008","07","06",NA,"Brasil",NA,NA,"Flor amarela. Habitat: Floresta Estacional Decídua. Habito: Liana.","CGMS1058708",NA,NA,"(A.Juss.) W.R.Anderson","A.M. Amorim","Mato Grosso do Sul","Nioaque","Assentamento Andalucia.","-55.7513889","-20.7927777","202","202",NA,NA,NA,"2011","-55,7513889","-20,7927777",NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-04-07 11:45:36-03","UFMS","CGMS","29264","PreservedSpecimen","Plantae","Malpighiaceae","Carolus","chlorocarpus","Carolus chlorocarpus","L.C.S. Magalhães; G.A. Damasceno-Junior","404","2009","01","09",NA,"Brasil",NA,NA,"Flor amarela. Habitat: Floresta Estacional Decídua. Habito: Liana.","CGMS1058725",NA,NA,"(A.Juss.) W.R.Anderson","A.L.L. Amorim","Mato Grosso do Sul","Nioaque","Assentamento Andalucia.","-55.7513889","-20.7927777","202","202",NA,NA,NA,"2011","-55,7513889","-20,7927777",NA,NA,NA,NA,NA,NA,NA,NA
"34","2019-08-20 10:17:35-03","UNICAMP","UEC","79169","S","Plantae","Malpighiaceae","Carolus","chlorocarpus","Carolus chlorocarpus","Passos, FC; Kim, AC","63","1995","06","24",NA,"Brazil",NA,NA,"flor, Mata semidecídua.","UEC037824","Magnoliopsida",NA,"(A.Juss.) W.R.Anderson","Almeida, RF","São Paulo","Gália","Est. Ecol. Dos Caetetus.","-49.5","-22.183333",NA,NA,NA,NA,NA,"2013","-49.5","-22.183333",NA,NA,NA,NA,NA,NA,NA,NA
"35","2019-08-20 10:17:35-03","UNICAMP","UEC","39041","S","Plantae","Malpighiaceae","Carolus","chlorocarpus","Carolus chlorocarpus","Mendonça, RC; Ribeiro, M; Dalmácio, J","410","1984","11","13",NA,"Brazil",NA,NA,"flor, Trepadeira próxima ao barranco do rio. Botão floral esverdeado. Frequente. Área devastada.","UEC037823","Magnoliopsida",NA,"(A.Juss.) W.R.Anderson","Almeida, RF","Goiás",NA,"Rio Maranhão. Fazenda do Sr. Adélio.",NA,NA,NA,NA,NA,NA,NA,"2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-01 16:33:27-03","UNICAMP","UEC","79191","S","Plantae","Malpighiaceae","Carolus","chlorocarpus","Carolus chlorocarpus","Passos, FC; Kim, AC","FP82","1995","06","24",NA,"Brazil",NA,NA,"liana com frutos verde limão, borda.; MAta semidecídua.","UEC099399","Magnoliopsida",NA,"(A.Juss.) W.R.Anderson","Almeida, RF","São Paulo","Gália","Estação Ecológica dos Caetetus","-49.5","-22.25",NA,NA,"UEC099399",NA,NA,"2013","-49.5","-22.25",NA,NA,NA,NA,NA,NA,NA,NA
"37","2019-08-20 10:17:35-03","UNICAMP","UEC","47679","S","Plantae","Malpighiaceae","Carolus","chlorocarpus","Carolus chlorocarpus","Kinoshita, LS; Lombardi, JA; Shepherd, GJ; Nogueira-Borges, HB; Zickel, CS; Suda, CNK","19476","1987","07","01",NA,"Brazil",NA,NA,"fruto, Mata semidecídua. Frutos verde-claro. Trepadeira.","UEC037825","Magnoliopsida",NA,"(A.Juss.) W.R.Anderson","Almeida, RF","Minas Gerais","São Tomé das Letras",NA,"-44.9852981567383","-21.7222003936768","800","800",NA,NA,NA,"2013",NA,NA,NA,NA,"16076","auto",NA,NA,NA,NA
"38","2019-08-20 10:17:35-03","UNICAMP","UEC","68091","S","Plantae","Malpighiaceae","Carolus","chlorocarpus","Carolus chlorocarpus","Tamashiro, JY; Belinello, R; Stranghetti, V; Galvão, JC; Ivanauskas, NM; Vieira, AOS","214","1994","06","27",NA,"Brazil",NA,NA,"fruto, Trepadeira, frutos maduros de cor verde-claro.","UEC037822","Magnoliopsida",NA,"(A.Juss.) W.R.Anderson","Almeida, RF","São Paulo","São José do Rio Preto","Instituto Penal Agrícola,","-49.3699989318848","-20.8199996948242",NA,NA,NA,NA,NA,"2013",NA,NA,NA,NA,"20305","auto",NA,NA,NA,NA
"39","2021-03-01 16:33:27-03","UNICAMP","UEC","87331","S","Plantae","Malpighiaceae","Carolus","chlorocarpus","Carolus chlorocarpus","Pastore, JA","557","1994","12","06",NA,"Brazil",NA,NA,"Trepadeira, flores amarelas.","UEC166627","Magnoliopsida",NA,"(A.Juss.) W.R.Anderson","Mamede, MCH","São Paulo","Teodoro Sampaio","Morro do Diabo, Parque Estadual do Morro do Diabo, estrada para o caldeirão, na margem do caminho.","-52.1599998474121","-22.5300006866455",NA,NA,"UEC166627",NA,NA,"2014",NA,NA,"10",NA,"54606","auto",NA,NA,NA,NA
"40","2019-08-20 10:17:39-03","UNICAMP","UEC","118095","S","Plantae","Malpighiaceae","Mascagnia","chlorocarpa","Mascagnia chlorocarpa","Bertoncini, AP; Bertoncini, MP","954","1998","11","18",NA,"Brazil",NA,NA,"flor, Trepadeira, 1,5 m de altura. Folhas membranáceas. Corola amarela. Floresta estacional semidecidual submontana perturbada.","UEC037804","Magnoliopsida",NA,"(A.Juss.) Griseb.","Mamede, MCH","São Paulo","Avaí","Aldeia Guarani","-49.316667","-22.166667",NA,NA,NA,NA,NA,"2000","-49.316667","-22.166667","09",NA,NA,NA,NA,NA,NA,NA
"41","2019-08-20 10:17:39-03","UNICAMP","UEC","118146","S","Plantae","Malpighiaceae","Mascagnia","chlorocarpa","Mascagnia chlorocarpa","Bertoncini, AP; Bertoncini, MP","871","1998","09","02",NA,"Brazil",NA,NA,"fruto, Floresta estacional semidecidual submontana perturbada. Trepadeira ca. 2,0 m de altura. Folhas cartáceas. Frutos verde-claros.","UEC037806","Magnoliopsida",NA,"(A.Juss.) Griseb.","Mamede, MCH","São Paulo","Avaí","Aldeia Guarani","-49.316667","-22.166667",NA,NA,NA,NA,NA,"2000","-49.316667","-22.166667","09",NA,NA,NA,NA,NA,NA,NA
"42","2019-08-20 10:17:39-03","UNICAMP","UEC","92716","S","Plantae","Malpighiaceae","Mascagnia","chlorocarpa","Mascagnia chlorocarpa","Rezende, AV","504","1996","08","22",NA,"Brazil",NA,NA,"fruto, Liana lenhosa. Frutos imaturos verdes, interior da mata.","UEC037802","Magnoliopsida",NA,"(A.Juss.) Griseb.",NA,"São Paulo","São José do Rio Preto","Mirassol, Estação de coleta 2 da Estação Ecológica","-49.380556","-20.81",NA,NA,NA,NA,NA,NA,"-49.380556","-20.81",NA,NA,NA,NA,NA,NA,NA,NA
"43","2019-08-20 10:17:39-03","UNICAMP","UEC","92717","S","Plantae","Malpighiaceae","Mascagnia","chlorocarpa","Mascagnia chlorocarpa","Rezende, AV","475","1996","07","10",NA,"Brazil",NA,NA,"fruto, Liana lenhosa. Frutos imaturos verdes. Interior da mata.","UEC037800","Magnoliopsida",NA,"(A.Juss.) Griseb.",NA,"São Paulo","São José do Rio Preto","Mirassol, Estação de coleta 2 da Estação Ecológica","-49.380556","-20.81",NA,NA,NA,NA,NA,NA,"-49.380556","-20.81",NA,NA,NA,NA,NA,NA,NA,NA
"44","2019-08-20 10:17:39-03","UNICAMP","UEC","92718","S","Plantae","Malpighiaceae","Mascagnia","chlorocarpa","Mascagnia chlorocarpa","Rezende, AV","294","1996","01","23",NA,"Brazil",NA,NA,"flor, Liana lenhosa. Flores e botões amarelos. Borda da mata.","UEC037801","Magnoliopsida",NA,"(A.Juss.) Griseb.",NA,"São Paulo","São José do Rio Preto","Mirassol, Estação de coleta 3 da Estação Ecológica","-49.380556","-20.81",NA,NA,NA,NA,NA,NA,"-49.380556","-20.81",NA,NA,NA,NA,NA,NA,NA,NA
