"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","locality","imagecode","recordNumber","coordinatePrecision","geoFlag","continentOcean","preparationType","previousCatalogNumber","typeStatus","phylum","order","class","relatedCatalogItem","relationshipType","individualCount","fieldNumber","infraspecificEpithet","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","01138523","PreservedSpecimen","Plantae","Asteraceae","Eclipta","prostrata","Eclipta prostrata","(L.) L.","J. F. Pruski",NA,NA,NA,"W. A. Archer","1942","10","29","Brazil","Pará",NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1446800' target='other'> <mi>dwc_moreinfo</mi></a>","NY01138523",NA,"NY01138523_01","7726",NA,NA,"South America","sheet",NA,NA,"Magnoliophyta","Asterales",NA,NA,NA,NA,NA,NA,NA
"12","2016-09-29 20:08:00-03","NY","NYBG","709824","PreservedSpecimen","Plantae","Asteraceae","Eclipta","prostrata","Eclipta prostrata",NA,"Unspecified Determiner",NA,NA,NA,"H. G. V. Silva","1997","09","16","Brazil","Acre","Rio Branco","-67.8054167","-9.9891111",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=874586' target='other'> <mi>dwc_moreinfo</mi></a>","NY00709824","Rodovia AC-01.","NY00709824_01","128",NA,NA,"South America","sheet",NA,NA,"Magnoliophyta","Asterales",NA,NA,NA,NA,NA,NA,NA
"13","2016-09-29 13:59:00-03","NY","NYBG","791316","PreservedSpecimen","Plantae","Asteraceae","Eclipta","prostrata","Eclipta prostrata",NA,"Á. L. Cabrera",NA,NA,NA,"O. Morrone","1996","02","13","Argentina","Misiones","Guaraní","-54.25","-26.7",NA,NA,"420","420","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=491026' target='other'> <mi>dwc_moreinfo</mi></a>","NY00791316","Ruta Nac. 14, km 315, camino de San Vicente a San Pedro, desvío al obraje de M. Carré, 6 km de la R-14",NA,"728",NA,NA,"South America","sheet",NA,NA,"Magnoliophyta","Asterales",NA,NA,NA,NA,NA,NA,NA
"14","2016-09-29 13:59:00-03","NY","NYBG","791297","PreservedSpecimen","Plantae","Asteraceae","Eclipta","prostrata","Eclipta prostrata",NA,"J. F. Pruski",NA,NA,NA,"T. Sendulsky","1966","10","25","Brazil","São Paulo","Sao Paulo","-46.63","-23.5403",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=491033' target='other'> <mi>dwc_moreinfo</mi></a>","NY00791297","Est. Sao Paulo, Sao Paulo, 5km. SW do centro da cidade, Jardim Europa","NY00791297_01","400",NA,NA,"South America","sheet",NA,NA,"Magnoliophyta","Asterales",NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","791314","PreservedSpecimen","Plantae","Asteraceae","Eclipta","prostrata","Eclipta prostrata","(L.) L.","J. F. Pruski",NA,NA,NA,"L. Riedel",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=491057' target='other'> <mi>dwc_moreinfo</mi></a>","NY00791314","Brasilia","NY00791314_01","47",NA,NA,"South America","sheet",NA,NA,"Magnoliophyta","Asterales",NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","00855985","PreservedSpecimen","Plantae","Asteraceae","Eclipta","prostrata","Eclipta prostrata","(L.) L.","J. F. Pruski",NA,NA,NA,"F. E. Drouet","1935","07","28","Brazil","Ceará","Fortaleza","-38.5431","-3.7172",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=937660' target='other'> <mi>dwc_moreinfo</mi></a>","NY00855985","Margins [?] Mecejâna, Mecejana","NY00855985_01","2150",NA,NA,"South America","sheet",NA,NA,"Magnoliophyta","Asterales",NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","00855984","PreservedSpecimen","Plantae","Asteraceae","Eclipta","prostrata","Eclipta prostrata","(L.) L.","J. F. Pruski",NA,NA,NA,"S. Tsugaru","1987","08","23","Brazil","Maranhão","São Luís","-44.3028","-2.5297",NA,NA,"20","30","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=937657' target='other'> <mi>dwc_moreinfo</mi></a>","NY00855984","Itaqui","NY00855984_01","B-1120",NA,NA,"South America","sheet",NA,NA,"Magnoliophyta","Asterales",NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","791301","PreservedSpecimen","Plantae","Asteraceae","Eclipta","prostrata","Eclipta prostrata","(L.) L.",NA,NA,NA,NA,"G. Eiten","1965","02","19","Brazil","São Paulo","Iguape","-47.57","-24.7",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=491059' target='other'> <mi>dwc_moreinfo</mi></a>","NY00791301","Northern outskirts of city of Iguape 1/2 km NNW from its center. Alt. a few meters above sea level","NY00791301_01","6209",NA,NA,"South America","sheet",NA,NA,"Magnoliophyta","Asterales",NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","1718587","PreservedSpecimen","Plantae","Asteraceae","Eclipta","prostrata","Eclipta prostrata","(L.) L.",NA,NA,NA,NA,"A. Fendler","1877",NA,NA,"Trinidad and Tobago",NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1914433' target='other'> <mi>dwc_moreinfo</mi></a>","NY01718587","Trinidad","NY01718587_01","475",NA,NA,"South America","sheet",NA,NA,"Magnoliophyta","Asterales",NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","01138535","PreservedSpecimen","Plantae","Asteraceae","Eclipta","prostrata","Eclipta prostrata","(L.) L.","J. F. Pruski",NA,NA,NA,"G. T. Prance","1971","08","11","Brazil","Amazonas",NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1339620' target='other'> <mi>dwc_moreinfo</mi></a>","NY01138535","Rio Solimões, lauara. Banks of small stream. Growing in recently flooded ground.","NY01138535_01","14759",NA,NA,"South America","sheet",NA,NA,"Magnoliophyta","Asterales",NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","00855991","PreservedSpecimen","Plantae","Asteraceae","Eclipta","prostrata","Eclipta prostrata","(L.) L.","J. F. Pruski",NA,NA,NA,"H. S. Irwin","1966","06","23","Brazil","Goiás","Piranhas","-51.85","-16.53",NA,NA,"700","700","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=937687' target='other'> <mi>dwc_moreinfo</mi></a>","NY00855991","Drainage of the Upper Rio Araguaia.","NY00855991_01","17675",NA,NA,"South America","sheet",NA,NA,"Magnoliophyta","Asterales",NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","791292","PreservedSpecimen","Plantae","Asteraceae","Eclipta","prostrata","Eclipta prostrata","(L.) L.","J. F. Pruski",NA,NA,NA,"A. F. M. Glaziou",NA,NA,NA,"Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,"Reçu le 16 juillet 1833 <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=491041' target='other'> <mi>dwc_moreinfo</mi></a>","NY00791292",NA,"NY00791292_01","s.n.",NA,NA,"South America","sheet",NA,NA,"Magnoliophyta","Asterales",NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","791285","PreservedSpecimen","Plantae","Asteraceae","Eclipta","prostrata","Eclipta prostrata","(L.) L.","J. F. Pruski",NA,NA,NA,"G. Gardner","1837","03",NA,"Brazil","Pernambuco",NA,NA,NA,NA,NA,NA,NA,"N°1054!(=523 et 795) <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=491051' target='other'> <mi>dwc_moreinfo</mi></a>","NY00791285",NA,"NY00791285_01","1054",NA,NA,"South America","sheet",NA,NA,"Magnoliophyta","Asterales",NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","88402","PreservedSpecimen","Plantae","Asteraceae","Eclipta","prostrata","Eclipta prostrata","(L.) L.","H. E. Robinson",NA,NA,NA,"D. E. Williams","1989","09","29","Bolivia","El Beni","José Ballivián","-67.5","-14.5",NA,NA,"320","320","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=491013' target='other'> <mi>dwc_moreinfo</mi></a>","NY00088402","Carmen Florida, Río Beni, 7km upstream from Rurrenabaque, Tacana Indian village",NA,"1015",NA,NA,"South America","sheet",NA,NA,"Magnoliophyta","Asterales",NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","2482462","PreservedSpecimen","Plantae","Asteraceae","Eclipta","prostrata","Eclipta prostrata","(L.) L.",NA,NA,NA,NA,"Pohl",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2711972' target='other'> <mi>dwc_moreinfo</mi></a>","NY02482462","Ilha Vigia. Villa Nova","NY02482462_01","3244",NA,NA,"South America","sheet",NA,NA,"Magnoliophyta","Asterales",NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","01138538","PreservedSpecimen","Plantae","Asteraceae","Eclipta","prostrata","Eclipta prostrata","(L.) L.","J. F. Pruski",NA,NA,NA,"S. R. Lowrie","1980","09","17","Brazil","Amazonas",NA,"-62.2548008","-5.7010139",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1339640' target='other'> <mi>dwc_moreinfo</mi></a>","NY01138538","Km-405 on Manaus-Humaitá road. Growing along roadside in wet clay soil.","NY01138538_01","36",NA,NA,"South America","sheet",NA,NA,"Magnoliophyta","Asterales",NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","791309","PreservedSpecimen","Plantae","Asteraceae","Eclipta","prostrata","Eclipta prostrata","(L.) L.","J. F. Pruski",NA,NA,NA,"G. G. Hatschbach","1969","09","13","Brazil","Paraná","Porto Rico","-53.2667","-22.7722",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=491019' target='other'> <mi>dwc_moreinfo</mi></a>","NY00791309","Rio Paraná","NY00791309_01","22167",NA,NA,"South America","sheet",NA,NA,"Magnoliophyta","Asterales",NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","709854","PreservedSpecimen","Plantae","Asteraceae","Eclipta","prostrata","Eclipta prostrata","(L.) L.","J. F. Pruski",NA,NA,NA,"G. T. Prance","1966","09","25","Brazil","Amazonas",NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=875406' target='other'> <mi>dwc_moreinfo</mi></a>","NY00709854","Bôca do Acre, Rios Purus & Acre.","NY00709854_01","2546",NA,NA,"South America","sheet",NA,NA,"Magnoliophyta","Asterales",NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","02482424","PreservedSpecimen","Plantae","Asteraceae","Eclipta","prostrata","Eclipta prostrata","(L.) L.",NA,NA,NA,NA,"R. Schomburgk",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2711161' target='other'> <mi>dwc_moreinfo</mi></a>","NY02482424",NA,"NY02482424_01","331",NA,NA,"South America","sheet",NA,NA,"Magnoliophyta","Asterales",NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","1182100","PreservedSpecimen","Plantae","Asteraceae","Eclipta","prostrata","Eclipta prostrata","(L.) L.","R. L. Esteves",NA,NA,NA,"P. G. Delprete","2004","10","30","Brazil","Goiás","Iporá","-51.1342","-16.4428",NA,NA,"460","460","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1397198' target='other'> <mi>dwc_moreinfo</mi></a>","NY01182100","Parque Ecológico da Cachoeirinha, Junção do Córrego Tamanduá.","NY01182100_01","9010",NA,NA,"South America","sheet",NA,NA,"Magnoliophyta","Asterales",NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","2482461","PreservedSpecimen","Plantae","Asteraceae","Eclipta","prostrata","Eclipta prostrata","(L.) L.",NA,NA,NA,NA,"W. J. Burchell",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2711970' target='other'> <mi>dwc_moreinfo</mi></a>","NY02482461",NA,"NY02482461_01","1618",NA,NA,"South America","sheet",NA,NA,"Magnoliophyta","Asterales",NA,NA,NA,NA,NA,NA,NA
"32","2016-09-29 20:56:00-03","NY","NYBG","00855988","PreservedSpecimen","Plantae","Asteraceae","Eclipta","prostrata","Eclipta prostrata",NA,NA,NA,NA,NA,"Z. A. Trinta","1964","04","19","Brazil","Minas Gerais","Governador Valadares","-41.9492","-18.8511",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=937672' target='other'> <mi>dwc_moreinfo</mi></a>","NY00855988",NA,"NY00855988_01","724",NA,NA,"South America","sheet",NA,NA,"Magnoliophyta","Asterales",NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","01138525","PreservedSpecimen","Plantae","Asteraceae","Eclipta","prostrata","Eclipta prostrata","(L.) L.","J. F. Pruski",NA,NA,NA,"P. Lisboa","1980","11","08","Brazil","Pará",NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1446802' target='other'> <mi>dwc_moreinfo</mi></a>","NY01138525",NA,"NY01138525_01","1528",NA,NA,"South America","sheet",NA,NA,"Magnoliophyta","Asterales",NA,NA,NA,NA,NA,NA,NA
"34","2016-09-29 13:59:00-03","NY","NYBG","791302","PreservedSpecimen","Plantae","Asteraceae","Eclipta","prostrata","Eclipta prostrata",NA,NA,NA,NA,NA,"W. Hoehne","1941","06",NA,"Brazil","São Paulo","Sao Vicente","-46.3897","-23.96",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=491048' target='other'> <mi>dwc_moreinfo</mi></a>","NY00791302","Sao Vicente","NY00791302_01","s.n.",NA,NA,"South America","sheet",NA,NA,"Magnoliophyta","Asterales",NA,NA,NA,NA,NA,NA,NA
"35","2016-09-29 20:56:00-03","NY","NYBG","00855989","PreservedSpecimen","Plantae","Asteraceae","Eclipta","prostrata","Eclipta prostrata",NA,NA,NA,NA,NA,"D. Philcox","1968","04","01","Brazil","Mato Grosso","Barra do Garças","-52.2567","-15.8903",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=937677' target='other'> <mi>dwc_moreinfo</mi></a>","NY00855989","10 km. W. of km. 90, Xavantina - Aragarças road. Vale dos Sonhos.","NY00855989_01","4651",NA,NA,"South America","sheet",NA,NA,"Magnoliophyta","Asterales",NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","791315","PreservedSpecimen","Plantae","Asteraceae","Eclipta","prostrata","Eclipta prostrata","(L.) L.","J. F. Pruski",NA,NA,NA,"H. H. van der Werff","1975","09",NA,"Ecuador","Galápagos","San Salvador Island",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=491032' target='other'> <mi>dwc_moreinfo</mi></a>","NY00791315","In 20/30 m enclosure in Scalesia forest",NA,"2341",NA,NA,"South America","sheet",NA,NA,"Magnoliophyta","Asterales",NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","720010","PreservedSpecimen","Plantae","Asteraceae","Eclipta","prostrata","Eclipta prostrata","(L.) L.",NA,NA,NA,NA,"W. R. Anderson","1972","03","18","Brazil","Minas Gerais",NA,NA,NA,NA,NA,"550","550","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2527681' target='other'> <mi>dwc_moreinfo</mi></a>","NY00720010","15 km. N of Montalvânia","NY00720010_01","37164",NA,NA,"South America","sheet",NA,NA,"Magnoliophyta","Asterales",NA,NA,NA,NA,NA,NA,NA
"38","2016-09-29 13:59:00-03","NY","NYBG","791295","PreservedSpecimen","Plantae","Asteraceae","Eclipta","prostrata","Eclipta prostrata",NA,"J. F. Pruski",NA,NA,NA,"J. P. P. Carauta","1984","11","05","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,"375","375","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=491017' target='other'> <mi>dwc_moreinfo</mi></a>","NY00791295","Barra Mansa, Ilha Muri no Rio Paraíba do Sul","NY00791295_01","4887",NA,NA,"South America","sheet",NA,NA,"Magnoliophyta","Asterales",NA,NA,NA,NA,NA,NA,NA
"39","2016-09-30 01:45:00-03","NY","NYBG","01138531","PreservedSpecimen","Plantae","Asteraceae","Eclipta","prostrata","Eclipta prostrata",NA,"J. F. Pruski",NA,NA,NA,"L. O. A. Teixeira","1982","05","12","Brazil","Rondônia","Aríquemes","-63.0408","-9.91333",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1337829' target='other'> <mi>dwc_moreinfo</mi></a>","NY01138531","Mineração Mibrasa, Setor Alto Candeias, km 128. Sudoeste de Ariquemes. Capoeira de beira de estrada.","NY01138531_01","386",NA,NA,"South America","sheet",NA,NA,"Magnoliophyta","Asterales",NA,NA,NA,NA,NA,NA,NA
"40","2016-09-29 20:56:00-03","NY","NYBG","00855983","PreservedSpecimen","Plantae","Asteraceae","Eclipta","prostrata","Eclipta prostrata",NA,"J. F. Pruski",NA,NA,NA,"P. Clausen",NA,NA,NA,"Brazil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=937654' target='other'> <mi>dwc_moreinfo</mi></a>","NY00855983",NA,"NY00855983_01","1019",NA,NA,"South America","sheet",NA,NA,"Magnoliophyta","Asterales",NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","01138530","PreservedSpecimen","Plantae","Asteraceae","Eclipta","prostrata","Eclipta prostrata","(L.) L.","J. F. Pruski",NA,NA,NA,"I. L. do Amaral","1982","11","05","Brazil","Amazonas","Maraã","-66.560572","-2.157621",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1337824' target='other'> <mi>dwc_moreinfo</mi></a>","NY01138530","Rio japurá, margem direita, Ati Paraná. Mata de várzea, solo argilo-arenoso.","NY01138530_01","345",NA,NA,"South America","sheet",NA,NA,"Magnoliophyta","Asterales",NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","01138522","PreservedSpecimen","Plantae","Asteraceae","Eclipta","prostrata","Eclipta prostrata","(L.) L.","M. H. Nee",NA,NA,NA,"J. F. Ramos","1983","11","04","Brazil","Pará","Tucuruí","-49.6933347","-3.9414729",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1339634' target='other'> <mi>dwc_moreinfo</mi></a>","NY01138522","BR-422, km. 20, adjacência do rio Caraipé. Solo argiloso, área de experimento de retrota.","NY01138522_01 NY01138522_02","967",NA,NA,"South America","sheet",NA,NA,"Magnoliophyta","Asterales",NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","517258","PreservedSpecimen","Plantae","Asteraceae","Eclipta","prostrata","Eclipta prostrata","(L.) L.","J. G. Jardim",NA,NA,NA,"M. B. Thomas","1998","09","15","Brazil","Bahia","Porto Seguro","-39.15","-16.85",NA,NA,"55","55","Site: MP <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=491021' target='other'> <mi>dwc_moreinfo</mi></a>","NY00517258","Pataxó Indígena Reserva. House of Gedalva Cristiano Ponsada. [Monte Pascoal National Park]","NY00517258_01","640",NA,NA,"South America","sheet",NA,NA,"Magnoliophyta","Asterales",NA,NA,NA,NA,NA,NA,NA
"44","2021-03-15 16:37:00-03","NY","NYBG","791300","PreservedSpecimen","Plantae","Asteraceae","Eclipta","prostrata","Eclipta prostrata","(L.) L.","J. F. Pruski",NA,NA,NA,"K. Mizoguchi","1978","02","07","Brazil","São Paulo","Itanhaém","-46.834771","-24.201377",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=491027' target='other'> <mi>dwc_moreinfo</mi></a>","NY00791300","Gaibota, near sea level","NY00791300_01","381",NA,NA,"South America","sheet",NA,NA,"Magnoliophyta","Asterales",NA,NA,NA,NA,NA,NA,NA
"45","2021-03-15 16:37:00-03","NY","NYBG","00855981","PreservedSpecimen","Plantae","Asteraceae","Eclipta","prostrata","Eclipta prostrata","(L.) L.","J. F. Pruski",NA,NA,NA,"H. S. Irwin","1958","11","24","Brazil","Minas Gerais","Viçosa","-42.868031","-20.7613428",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=937615' target='other'> <mi>dwc_moreinfo</mi></a>","NY00855981","State Agricultural School, Viçosa.","NY00855981_01","2144",NA,NA,"South America","sheet",NA,NA,"Magnoliophyta","Asterales",NA,NA,NA,NA,NA,NA,NA
