"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","stateProvince","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","phylum","order","scientificNameAuthorship","identifiedBy","imagecode","county","typeStatus","infraspecificEpithet","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount","relationshipType","sex"
"2394","2008-05-27 22:02:00-03","MO","MOBOT","1312965","PreservedSpecimen","Plantae","Siparunaceae","Siparuna","guianensis","Siparuna guianensis","Ronald L. Liesner|Parker Redmond|C. Clift","Liesner 10993","1981","3","26","South America","Venezuela",NA,NA,NA,NA,"Amazonas","Vicinity of Río Coro-Coro, near Airport of Yutaje.","-66.16666","5.58333",NA,NA,"250.00000000",NA,NA,NA,"Aubl.","S.S.Renner & G.Hausner (FVG 2005)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"106",NA,NA,NA
"2395","2013-10-05 06:32:00-03","MO","MOBOT","1320586","PreservedSpecimen","Plantae","Siparunaceae","Siparuna","guianensis","Siparuna guianensis","Ronald L. Liesner|Ángel C. González","Liesner 11226","1981","4","4","South America","Venezuela",NA,NA,NA,NA,"Bolívar","Represa Guri, large patches of forest near streams surrounded by savanna ca. 55 km NE of Cuidad Piar by twisty road.","-63.11666","7.58333",NA,NA,"250.00000000","300.00000000",NA,NA,"Aubl.","S.S.Renner & G.Hausner (FVG 2005)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"97",NA,NA,NA
"2396","2015-12-04 15:32:00-02","MO","MOBOT","1346773","PreservedSpecimen","Plantae","Siparunaceae","Siparuna","guianensis","Siparuna guianensis","Ronald L. Liesner|Ángel C. González","Liesner 10286","1981","3","10","South America","Venezuela",NA,NA,NA,NA,"Táchira","10 km E of La Fundación (13-23 km by road), around Represa Dorada.","-71.6666667","7.8",NA,NA,"600.00000000","1000.00000000",NA,NA,"Aubl.","Ronald Liesner (MO)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"108","1",NA,NA
"2397","2015-12-04 15:32:00-02","MO","MOBOT","1346975","PreservedSpecimen","Plantae","Siparunaceae","Siparuna","guianensis","Siparuna guianensis","Ronald L. Liesner|Ángel C. González","Liesner 10442","1981","3","10","South America","Venezuela",NA,NA,NA,NA,"Táchira","10 km E of La Fundación (13-23 km by road), around Represa Dorada.","-71.6666667","7.8",NA,NA,"600.00000000","1000.00000000",NA,NA,"Aubl.","J. Jangoux",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"108","1",NA,NA
"2398","2013-06-02 05:37:00-03","MO","MOBOT","1351699","PreservedSpecimen","Plantae","Siparunaceae","Siparuna","guianensis","Siparuna guianensis","Efraín Freire|L. Santi","Freire Mayorga 3266","1998","9","3","South America","Ecuador",NA,NA,NA,NA,"Pastaza","Cantón Arajuno. Campamentos temporales 9, 22 y 25. Línea propuesta del oleoducto Villano-CPF por ARCO. Km 25 noroeste del pozo Villano # 2. Bosque primario pluvial premontano, suelo colinado. Helipuerto # 9.","-77.6","-1.45",NA,NA,"720.00000000",NA,NA,NA,"Aubl.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2399","2015-12-04 06:39:00-02","MO","MOBOT","1373435","PreservedSpecimen","Plantae","Siparunaceae","Siparuna","guianensis","Siparuna guianensis","W. D. Stevens|Nélida Soria|Isabel Basualdo","Stevens 26128","1994","10","13","South America","Paraguay",NA,NA,NA,NA,"Amambay","Parque Nacional Cerro Corá, Cerro Muralla, bosque alto.","-55.9825","-22.6555556",NA,NA,"210.00000000","300.00000000",NA,NA,"Aubl.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"825","6",NA,NA
"2400","2008-05-27 22:02:00-03","MO","MOBOT","1386347","PreservedSpecimen","Plantae","Siparunaceae","Siparuna","guianensis","Siparuna guianensis","Alwyn H. Gentry|et al.","Gentry 26267","1979","3","25","South America","Peru",NA,NA,NA,NA,"Loreto","Near Diamante Azul, Alto Río Nanay above Santa Maria de Nanay. Non-inundated second growth forest.","-73.77583","-3.90111",NA,NA,"150.00000000",NA,NA,NA,"Aubl.",NA,NA,"Maynas",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1581",NA,NA,NA
"2401","2011-06-09 18:08:00-03","MO","MOBOT","1388617","PreservedSpecimen","Plantae","Siparunaceae","Siparuna","guianensis","Siparuna guianensis","Franklin Ayala","Ayala Flores 5611","1987","3","21","South America","Peru",NA,NA,NA,NA,"Loreto","Distrito Iquitos. Quistococha, UNAP, margen izquierda, suelo arcillo arenoso.",NA,NA,NA,NA,NA,NA,NA,NA,"Aubl.","S.S. Renner (MO)",NA,"Maynas",NA,NA,NA,NA,NA,NA,NA,NA,NA,"84","3",NA,NA
"2402","2013-03-12 05:31:00-03","MO","MOBOT","1397941","PreservedSpecimen","Plantae","Siparunaceae","Siparuna","guianensis","Siparuna guianensis","N. de la Barra|Magaly Mercado|Aguilar","De la Barra 878","1998","11","16","South America","Bolivia",NA,NA,NA,NA,"Cochabamba","Villa Imperial, entre la Comunidad Antofagasta al norte del pueblo del Valle del Sajta. Zona donde predominan cultivos de platano y citricos.","-64.6667","-17.083333",NA,NA,NA,NA,NA,NA,"Aubl.","M. Mercado",NA,"Chapare",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2403","2015-01-28 05:48:00-02","MO","MOBOT","1424751","PreservedSpecimen","Plantae","Siparunaceae","Siparuna","guianensis","Siparuna guianensis","Agustin Rudas L.|et al.","Rudas Lleras 7324","1998","3","25","South America","Colombia",NA,NA,NA,NA,"Guainía","Mpio. Puerto Inirida, comunidad El Remanso, Cerro de Mavicure, sobre roca granitica.","-67.96666","3.45",NA,NA,"300.00000000",NA,NA,NA,"Aubl.","A. Prieto C., COL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2404","2008-05-27 22:02:00-03","MO","MOBOT","1424753","PreservedSpecimen","Plantae","Siparunaceae","Siparuna","guianensis","Siparuna guianensis","Pilar Franco|et al.","Franco Rosselli 6057","1998","3","21","South America","Colombia",NA,NA,NA,NA,"Guainía","Mpio. Puerto Inirida, Resguardo indigena Almidon-La Ceiba, alrededores de la comunidad La Ceiba, tierra firme.","-67.88333","3.63333",NA,NA,"80.00000000",NA,NA,NA,"Aubl.","S. Renner, MO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2405","2008-05-27 22:02:00-03","MO","MOBOT","1424754","PreservedSpecimen","Plantae","Siparunaceae","Siparuna","guianensis","Siparuna guianensis","Pilar Franco|et al.","Franco Rosselli 6120","1998","3","26","South America","Colombia",NA,NA,NA,NA,"Guainía","Mpio. Puerto Inirida, comunidad El Remanso, Cerro de Mavicure.","-67.96666","3.45",NA,NA,"300.00000000",NA,NA,NA,"Aubl.","S. Renner, MO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2406","2011-06-13 14:51:00-03","MO","MOBOT","1442238","PreservedSpecimen","Plantae","Siparunaceae","Siparuna","guianensis","Siparuna guianensis","Alwyn H. Gentry|Enrique Rentería A.","Gentry 23877","1979","1","9","South America","Colombia",NA,NA,NA,NA,"Chocó","Weedy open area near pond, a few remnant trees 8 km E of Quibdo on road to Tutunendo.","-76.584","5.733",NA,NA,"60.00000000",NA,NA,NA,"Aubl.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1663","4",NA,NA
"2407","2016-10-13 05:58:00-03","MO","MOBOT","1444062","PreservedSpecimen","Plantae","Siparunaceae","Siparuna","guianensis","Siparuna guianensis","David A. Neill|et al.","Neill 12555","2000","2","14","South America","Ecuador",NA,NA,NA,NA,"Esmeraldas","Territorio Indígena Awá. Mataje village. Tropical wet forest. One-hectare forest inventory plot. Primary forest, 500 m west of Río Mataje, gently sloping terrain.","-78.56694","1.21666",NA,NA,"150.00000000",NA,NA,NA,"Aubl.",NA,NA,"San Lorenzo",NA,NA,NA,NA,NA,NA,NA,NA,NA,"45",NA,NA,NA
"2408","2017-04-07 05:24:00-03","MO","MOBOT","1452104","PreservedSpecimen","Plantae","Siparunaceae","Siparuna","guianensis","Siparuna guianensis","Paul C. Vincelli","Vincelli 1166","1979","5","29","South America","Colombia",NA,NA,NA,NA,"Vichada","Territorio Faunístico del Tuparro; small savanna forest 10 km west-northwest of el Centro Administrativo.",NA,NA,NA,NA,"100.00000000",NA,NA,NA,"Aubl.","S.Renner(MO)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2409","2008-05-27 22:02:00-03","MO","MOBOT","1454416","PreservedSpecimen","Plantae","Siparunaceae","Siparuna","guianensis","Siparuna guianensis","Alwyn H. Gentry|et al.","Gentry 27559","1979","11","6","South America","Peru",NA,NA,NA,NA,"Loreto","Quebrada Sucusari, Llachapa camp of Explorama, N side of Ri|o Napo below Mazan, forest on somewhat sandy lateritic soil.","-73.1","-3.48333",NA,NA,"140.00000000",NA,NA,NA,"Aubl.",NA,NA,"Maynas",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1862","5",NA,NA
"2410","2008-05-27 22:02:00-03","MO","MOBOT","1488823","PreservedSpecimen","Plantae","Siparunaceae","Siparuna","guianensis","Siparuna guianensis","Andre Chanderbali","Chanderbali 247","1997","6","5","South America","Guyana",NA,NA,NA,NA,NA,"U. Demerara-Berbice. Mabura, Demerara Timbers Ltd. Concession, Pibiri Compartment, 900 Road.","-58.66666","5.33333",NA,NA,NA,NA,NA,NA,"Aubl.","A. Chanderbali",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"32","1",NA,NA
"2411","2008-05-27 22:02:00-03","MO","MOBOT","1522057","PreservedSpecimen","Plantae","Siparunaceae","Siparuna","guianensis","Siparuna guianensis","Michael H. Nee","Nee 38656",NA,NA,NA,"South America","Bolivia",NA,NA,NA,NA,"Santa Cruz",NA,NA,NA,NA,NA,"275.00000000",NA,NA,NA,"Aubl.","S. Renner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2412","2008-05-27 22:02:00-03","MO","MOBOT","1522904","PreservedSpecimen","Plantae","Siparunaceae","Siparuna","guianensis","Siparuna guianensis","Michael H. Nee","Nee 38705",NA,NA,NA,"South America","Bolivia",NA,NA,NA,NA,"Santa Cruz",NA,NA,NA,NA,NA,"275.00000000",NA,NA,NA,"Aubl.","S. Renner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2413","2013-06-06 09:29:00-03","MO","MOBOT","1523106","PreservedSpecimen","Plantae","Siparunaceae","Siparuna","guianensis","Siparuna guianensis","Michael H. Nee","Nee 38717",NA,NA,NA,"South America","Bolivia",NA,NA,NA,NA,"Santa Cruz",NA,NA,NA,NA,NA,"275.00000000",NA,NA,NA,"Aubl.","S. Renner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"2414","2008-05-27 22:02:00-03","MO","MOBOT","1525416","PreservedSpecimen","Plantae","Siparunaceae","Siparuna","guianensis","Siparuna guianensis","Michael H. Nee","Nee 38853",NA,NA,NA,"South America","Bolivia",NA,NA,NA,NA,"Santa Cruz","Within the Flora de la Region del Parque Nacional Amboro, but above the 700 m contour","-63.95","-18.10833",NA,NA,"450.00000000",NA,NA,NA,"Aubl.","S. Renner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2415","2008-05-27 22:02:00-03","MO","MOBOT","1528469","PreservedSpecimen","Plantae","Siparunaceae","Siparuna","guianensis","Siparuna guianensis","Michael H. Nee","Nee 41107",NA,NA,NA,"South America","Bolivia",NA,NA,NA,NA,"Santa Cruz","Probably Depto. Santa Cruz","-61","-13.6",NA,NA,"190.00000000",NA,NA,NA,"Aubl.","S. Renner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2416","2008-05-27 22:02:00-03","MO","MOBOT","1529734","PreservedSpecimen","Plantae","Siparunaceae","Siparuna","guianensis","Siparuna guianensis","Michael H. Nee","Nee 50358",NA,NA,NA,"South America","Bolivia",NA,NA,NA,NA,"Santa Cruz","The plain around Santa Cruz that lies within the Flora de la Region del Parque Nacional Amboro","-63.6","-17.5",NA,NA,"275.00000000",NA,NA,NA,"Aubl.","S. Renner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2417","2008-05-27 22:02:00-03","MO","MOBOT","1529735","PreservedSpecimen","Plantae","Siparunaceae","Siparuna","guianensis","Siparuna guianensis","Michael H. Nee","Nee 41185",NA,NA,NA,"South America","Bolivia",NA,NA,NA,NA,"Santa Cruz","Probably Depto. Santa Cruz","-61","-13.6",NA,NA,"190.00000000",NA,NA,NA,"Aubl.","S. Renner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2418","2008-05-27 22:02:00-03","MO","MOBOT","1530374","PreservedSpecimen","Plantae","Siparunaceae","Siparuna","guianensis","Siparuna guianensis","Michael H. Nee","Nee 35942",NA,NA,NA,"South America","Bolivia",NA,NA,NA,NA,"Santa Cruz","Within the Flora de la Region del Parque Nacional Amboro, but above the 700 m contour","-63.95","-18.10833",NA,NA,"400.00000000",NA,NA,NA,"Aubl.","S. Renner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2419","2008-05-27 22:02:00-03","MO","MOBOT","1530710","PreservedSpecimen","Plantae","Siparunaceae","Siparuna","guianensis","Siparuna guianensis","Michael H. Nee","Nee 39198",NA,NA,NA,"South America","Bolivia",NA,NA,NA,NA,"Santa Cruz","Within the Flora de la Region del Parque Nacional Amboro, but above the 700 m contour","-63.95","-18.10833",NA,NA,"700.00000000","850.00000000",NA,NA,"Aubl.","S. Renner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2420","2008-05-27 22:02:00-03","MO","MOBOT","1530795","PreservedSpecimen","Plantae","Siparunaceae","Siparuna","guianensis","Siparuna guianensis","Michael H. Nee","Nee 39203",NA,NA,NA,"South America","Bolivia",NA,NA,NA,NA,"Santa Cruz","Within the Flora de la Region del Parque Nacional Amboro, but above the 700 m contour","-63.95","-18.10833",NA,NA,"500.00000000",NA,NA,NA,"Aubl.","S. Renner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2421","2008-05-27 22:02:00-03","MO","MOBOT","1531759","PreservedSpecimen","Plantae","Siparunaceae","Siparuna","guianensis","Siparuna guianensis","Michael H. Nee","Nee 41308",NA,NA,NA,"South America","Bolivia",NA,NA,NA,NA,"Santa Cruz","Probably Depto. Santa Cruz","-61","-13.6",NA,NA,"190.00000000",NA,NA,NA,"Aubl.","S. Renner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2422","2008-05-27 22:02:00-03","MO","MOBOT","1532759","PreservedSpecimen","Plantae","Siparunaceae","Siparuna","guianensis","Siparuna guianensis","Michael H. Nee","Nee 37239",NA,NA,NA,"South America","Bolivia",NA,NA,NA,NA,"Santa Cruz","Within the Flora de la Region del Parque Nacional Amboro, but above the 700 m contour","-63.95","-18.10833",NA,NA,"400.00000000",NA,NA,NA,"Aubl.","S. Renner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2423","2008-05-27 22:02:00-03","MO","MOBOT","1536376","PreservedSpecimen","Plantae","Siparunaceae","Siparuna","guianensis","Siparuna guianensis","Michael H. Nee","Nee 31373",NA,NA,NA,"South America","Bolivia",NA,NA,NA,NA,"Pando",NA,NA,NA,NA,NA,"125.00000000",NA,NA,NA,"Aubl.","S. Renner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2424","2010-11-23 06:01:00-02","MO","MOBOT","1556708","PreservedSpecimen","Plantae","Siparunaceae","Siparuna","guianensis","Siparuna guianensis","Andre Chanderbali|Doorjoohan Gopaul","Chanderbali 92","1995","6","20","South America","Guyana",NA,NA,NA,NA,NA,"Region: Upper Demerara-Berbice. Essequibo River; 5 min. from Butahari Landing, on logging trail. White sand.","-58.58333","5.76666",NA,NA,NA,NA,NA,NA,"Aubl.","A. Chanderbali (MO)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2425","2008-05-27 22:02:00-03","MO","MOBOT","1560052","PreservedSpecimen","Plantae","Siparunaceae","Siparuna","guianensis","Siparuna guianensis","Luzmila Arroyo P.|John Blake|Pablo Solíz|Carlos Vargas","Arroyo Padilla 1582","1999","7","14","South America","Bolivia",NA,NA,NA,NA,"Santa Cruz","Parque Nacional Noel Kempff Mercado. Serrania de Huanchaca, subiendo ahcia Huanchaca II, Isla pequena frente al tope de la meseta. Parcela permanente de estudio. Con emergentes de 24 m altura, poca hojarazca. Suelos amarilleno en algunas subparcelas y rojizos en otras. Presencia de Apuleia, Metrodorea, Aspidosperma como las mas comunes.","-60.74694","-14.55777",NA,NA,"700.00000000",NA,NA,NA,"Aubl.","L. Arroyo",NA,"Velasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2426","2008-05-27 22:02:00-03","MO","MOBOT","1699230","PreservedSpecimen","Plantae","Siparunaceae","Siparuna","guianensis","Siparuna guianensis","Ramiro Fonnegra G.|E. Betche|et al.","Fonnegra G. 1908","1987","4","28","South America","Colombia",NA,NA,NA,NA,"Antioquia","2 km carretera Hacienda El Darien hacia Mutatá.",NA,NA,NA,NA,"150.00000000",NA,NA,NA,"Aubl.","R. Liesner (MO)",NA,"Mutatá",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2427","2011-06-21 05:10:00-03","MO","MOBOT","1699231","PreservedSpecimen","Plantae","Siparunaceae","Siparuna","guianensis","Siparuna guianensis","Ramiro Fonnegra G.|et al.","Fonnegra G. 1781","1987","3","6","South America","Colombia",NA,NA,NA,NA,"Antioquia","Carretera Mutatá-Pavarandó, entre Haciendas La Esperanza y Mocarí.",NA,NA,NA,NA,"150.00000000",NA,NA,NA,"Aubl.","R. Liesner (MO)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2428","2011-11-08 05:06:00-02","MO","MOBOT","1699232","PreservedSpecimen","Plantae","Siparunaceae","Siparuna","guianensis","Siparuna guianensis","Ricardo Callejas|Julio C. Betancur B.|et al.","Callejas Posada 3557","1987","5","16","South America","Colombia",NA,NA,NA,NA,"Antioquia","Troncal de la paz, Cáceres-Bagre, km 3-4, bosques a orilla de camino.","-75.26666","7.58333",NA,NA,"400.00000000",NA,NA,NA,"Aubl.","R. Liesner (MO)",NA,"Cáceres",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2429","2011-11-08 05:06:00-02","MO","MOBOT","1699233","PreservedSpecimen","Plantae","Siparunaceae","Siparuna","guianensis","Siparuna guianensis","Ricardo Callejas|Julio C. Betancur B.|et al.","Callejas Posada 3500","1987","5","14","South America","Colombia",NA,NA,NA,NA,"Antioquia","Corregimiento El 12, camino El 12 Barroblanco, km 3, bh/bmh.","-75.25","7.33333",NA,NA,"453.00000000",NA,NA,NA,"Aubl.","R. Liesner (MO)",NA,"Tarazá",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2430","2008-05-27 22:02:00-03","MO","MOBOT","1699234","PreservedSpecimen","Plantae","Siparunaceae","Siparuna","guianensis","Siparuna guianensis","Ramiro Fonnegra G.|Francisco J. Roldán","Fonnegra G. 2356","1988","2","21","South America","Colombia",NA,NA,NA,NA,"Antioquia","Corregimiento Jardín. Hacienda Catatumbo.",NA,NA,NA,NA,"70.00000000",NA,NA,NA,"Aubl.","R. Liesner (MO)",NA,"Cáceres",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2431","2008-05-27 22:02:00-03","MO","MOBOT","1699235","PreservedSpecimen","Plantae","Siparunaceae","Siparuna","guianensis","Siparuna guianensis","Ramiro Fonnegra G.|Francisco J. Roldán|et al.","Fonnegra G. 1983","1987","4","30","South America","Colombia",NA,NA,NA,NA,"Antioquia","Reserva Forestal del Municipio al frente del Palacio Municipal.",NA,NA,NA,NA,"150.00000000","200.00000000",NA,NA,"Aubl.","R. Liesner (MO)",NA,"Mutatá",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2432","2008-05-27 22:02:00-03","MO","MOBOT","1699236","PreservedSpecimen","Plantae","Siparunaceae","Siparuna","guianensis","Siparuna guianensis","Ramiro Fonnegra G.|Francisco J. Roldán","Fonnegra G. 2556","1989","1","11","South America","Colombia",NA,NA,NA,NA,"Antioquia","Carretera a Zaragoza entre Carralao y Angostura. Financió INTEGRAL.",NA,NA,NA,NA,"70.00000000","100.00000000",NA,NA,"Aubl.","S.S. Renner (MO)",NA,"Zaragoza",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2433","2008-05-27 22:02:00-03","MO","MOBOT","1699237","PreservedSpecimen","Plantae","Siparunaceae","Siparuna","guianensis","Siparuna guianensis","Ramiro Fonnegra G.|F. Giraldo|et al.","Fonnegra G. 1265","1979","6","21","South America","Colombia",NA,NA,NA,NA,"Antioquia","Hacienda El Darién. Carretera a Mutatá.",NA,NA,NA,NA,NA,NA,NA,NA,"Aubl.","R. Liesner (MO)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2434","2008-05-27 22:02:00-03","MO","MOBOT","1699238","PreservedSpecimen","Plantae","Siparunaceae","Siparuna","guianensis","Siparuna guianensis","Ramiro Fonnegra G.|F. Giraldo|et al.","Fonnegra G. 1325","1979","6","23","South America","Colombia",NA,NA,NA,NA,"Antioquia","Pavarandó.",NA,NA,NA,NA,NA,NA,NA,NA,"Aubl.","R. Liesner (MO)",NA,"Mutatá",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2435","2017-02-03 05:18:00-02","MO","MOBOT","1699239","PreservedSpecimen","Plantae","Siparunaceae","Siparuna","guianensis","Siparuna guianensis","Juan Guillermo Ramírez|Dairon Cárdenas L.","Ramírez Arango 1069","1987","6","24","South America","Colombia",NA,NA,NA,NA,"Antioquia","Quebrada La Cristalina. Bh-T/Bmh-T. Sector SE.","-74.75","6",NA,NA,"550.00000000","770.00000000",NA,NA,"Aubl.","R. Liesner (MO)",NA,"San Luis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2436","2017-02-03 05:18:00-02","MO","MOBOT","1699240","PreservedSpecimen","Plantae","Siparunaceae","Siparuna","guianensis","Siparuna guianensis","Juan Guillermo Ramírez|Dairon Cárdenas L.","Ramírez Arango 833","1987","4","24","South America","Colombia",NA,NA,NA,NA,"Antioquia","Quebrada La Cristalina, Bh-T/Bmh-T. Sector CE.","-74.75","6",NA,NA,"740.00000000","770.00000000",NA,NA,"Aubl.","R. Liesner (MO)",NA,"San Luis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2437","2017-02-03 05:18:00-02","MO","MOBOT","1699241","PreservedSpecimen","Plantae","Siparunaceae","Siparuna","guianensis","Siparuna guianensis","Álvaro Cogollo P.|Dairon Cárdenas L.|et al.","Cogollo Pacheco 3786","1988","11","25","South America","Colombia",NA,NA,NA,NA,"Antioquia","Carretera hacia Aquitania, a 8 km de la Autopista Medellín-Bogotá.","-74.93333","5.88333",NA,NA,"830.00000000",NA,NA,NA,"Aubl.","R. Liesner (MO)",NA,"San Luis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2438","2017-02-03 05:18:00-02","MO","MOBOT","1699523","PreservedSpecimen","Plantae","Siparunaceae","Siparuna","guianensis","Siparuna guianensis","Juan Guillermo Ramírez|Dairon Cárdenas L.","Ramírez Arango 894","1987","5","21","South America","Colombia",NA,NA,NA,NA,"Antioquia","Quebrada La Cristalina, Bh-T/Bmh-T. Sector NE.","-74.75","6",NA,NA,"740.00000000","770.00000000",NA,NA,"Aubl.","R. Liesner (MO)",NA,"San Luis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2439","2008-05-27 22:02:00-03","MO","MOBOT","1699533","PreservedSpecimen","Plantae","Siparunaceae","Siparuna","guianensis","Siparuna guianensis","J.D. Shepherd","Shepherd 434","1976","6","13","South America","Colombia",NA,NA,NA,NA,"Antioquia","Rio Anori, valley near Planta Providencia. Secondary forest (40+ years old).","-74.83333","7.5",NA,NA,"350.00000000","600.00000000",NA,NA,"Aubl.","R. Liesner (MO)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2440","2017-02-03 05:18:00-02","MO","MOBOT","1699538","PreservedSpecimen","Plantae","Siparunaceae","Siparuna","guianensis","Siparuna guianensis","Dairon Cárdenas L.|Juan Guillermo Ramírez|et al.","Cárdenas López 2684","1990","4","10","South America","Colombia",NA,NA,NA,NA,"Antioquia","Vereda Las Confusas. Finca Las Confusas. Bosque primario poco perturbado.","-74.8","6.05",NA,NA,"350.00000000","500.00000000",NA,NA,"Aubl.","R. Liesner (MO)",NA,"San Luis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2441","2017-02-03 05:18:00-02","MO","MOBOT","1699545","PreservedSpecimen","Plantae","Siparunaceae","Siparuna","guianensis","Siparuna guianensis","Dairon Cárdenas L.|Juan Guillermo Ramírez|et al.","Cárdenas López 2791","1990","4","15","South America","Colombia",NA,NA,NA,NA,"Antioquia","Corregimiento de Doradal. Vereda la Florida, a 9 km de Rio Claro.","-74.65","5.8666667",NA,NA,"350.00000000","500.00000000",NA,NA,"Aubl.","R. Liesner (MO)",NA,"Puerto Triunfo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"2442","2017-02-03 05:18:00-02","MO","MOBOT","1699547","PreservedSpecimen","Plantae","Siparunaceae","Siparuna","guianensis","Siparuna guianensis","Álvaro Cogollo P.|Dairon Cárdenas L.|et al.","Cogollo Pacheco 4539","1990","5","22","South America","Colombia",NA,NA,NA,NA,"Antioquia","Vereda Las Confusas. Alto de Las Confusas.","-74.78333","6.05",NA,NA,"490.00000000","650.00000000",NA,NA,"Aubl.","R. Liesner (MO)",NA,"San Luis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2443","2008-05-27 22:02:00-03","MO","MOBOT","1699550","PreservedSpecimen","Plantae","Siparunaceae","Siparuna","guianensis","Siparuna guianensis","Ramiro Fonnegra G.|E. Betche|et al.","Fonnegra G. 3128","1989","6","16","South America","Colombia",NA,NA,NA,NA,"Antioquia","Corregimiento Alto se Samaná Norte, camino de la Vereda Miraflores hacia el Corregimiento.",NA,NA,NA,NA,"800.00000000","900.00000000",NA,NA,"Aubl.","R. Liesner (MO)",NA,"San Carlos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
