"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","recordNumber","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","county","locality","decimalLongitude","decimalLatitude","imagecode","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","coordinatePrecision","geoFlag","class","verbatimLongitude","verbatimLatitude","infraspecificEpithet","monthIdentified","dayIdentified","relatedCatalogItem","fieldNumber","individualCount","typeStatus"
"11","2021-03-15 16:37:00-03","NY","NYBG","1018701","PreservedSpecimen","Plantae","Styracaceae","Styrax","martii","Styrax martii","M. M. Arbo","1990","05","21","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1262075' target='other'> <mi>dwc_moreinfo</mi></a>","NY01018701","4556","Magnoliophyta","Ericales","Seub.","A. Schinini","Minas Gerais","Joaquim Felício","Serra do Cabral, ca. 15 km W de Joaquim Felicio, camino a Varzea da Palma.","-44.28","-17.7","NY01018701_01","1180","1180",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","945326","PreservedSpecimen","Plantae","Styracaceae","Styrax","martii","Styrax martii","G. L. Esteves","1990","09","16","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1031897' target='other'> <mi>dwc_moreinfo</mi></a>","NY00945326","CFCR15440","Magnoliophyta","Ericales","Seub.","B. Wallnöfer","Minas Gerais",NA,"Serra do Espinhaço, Serra da Piedade near Caeté.","-43.68","-19.82","NY00945326_01","1800","1800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","1182594","PreservedSpecimen","Plantae","Styracaceae","Styrax","martii","Styrax martii","P. Clausen","1841",NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1407131' target='other'> <mi>dwc_moreinfo</mi></a>","NY01182594","8","Magnoliophyta","Ericales","Seub.","P. W. Fritsch","Minas Gerais",NA,NA,NA,NA,"NY01182594_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","487046","PreservedSpecimen","Plantae","Styracaceae","Styrax","martii","Styrax martii","G. G. Hatschbach","1992","04","07","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=516013' target='other'> <mi>dwc_moreinfo</mi></a>","NY00487046","56802","Magnoliophyta","Ericales","Seub.","A. Schinini","Bahia","Rio de Contas","Mato Grosso","-41.8114","-13.5792","NY00487046_01","1300","1300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","778256","PreservedSpecimen","Plantae","Styracaceae","Styrax","martii","Styrax martii","W. Ganev","1992","11","29","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=516010' target='other'> <mi>dwc_moreinfo</mi></a>","NY00778256","1589","Magnoliophyta","Ericales","Seub.","D. C. Zappi","Bahia","Abaíra","Subida da Serra do Atalho, caminho Ribeirao de Baixo Piata, pelas Quebradas","-41.83","-13.23","NY00778256_01","1550","1550",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","487045","PreservedSpecimen","Plantae","Styracaceae","Styrax","martii","Styrax martii","A. Freire Fierro","1990","10","03","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=516012' target='other'> <mi>dwc_moreinfo</mi></a>","NY00487045","1724","Magnoliophyta","Ericales","Seub.","J. R. Pirani","Bahia","Morro do Chapéu","Coleçoes no fim da estrada às antenas do Morro","-41.03","-11.1","NY00487045_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","1018716","PreservedSpecimen","Plantae","Styracaceae","Styrax","martii","Styrax martii","J. R. Pirani","2004","04","04","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1262102' target='other'> <mi>dwc_moreinfo</mi></a>","NY01018716","5424","Magnoliophyta","Ericales","Seub.","J. R. Pirani","Bahia","Morro do Chapéu","Alto do Morro do Chapéu, próximo à torre de TV, 6.7 km da rodovia Morro doChapéu - Utinga (BA 142), entrada a ca. de 500 m da cidade.","-41.2075","-11.5917","NY01018716_01","1220","1220",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","487044","PreservedSpecimen","Plantae","Styracaceae","Styrax","martii","Styrax martii","R. C. Forzza","1999","04","10","South America","Brazil","sheet",NA,"Duplicatas: CEPEC e NY <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=516007' target='other'> <mi>dwc_moreinfo</mi></a>","NY00487044","1170","Magnoliophyta","Ericales","Seub.","R. C. Forzza","Bahia","Rio de Contas","Pico das Almas","-41.8114","-13.5792","NY00487044_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2020-11-13 09:21:02-03","UFRJ","RFA","9516","PreservedSpecimen","Plantae","Styracaceae","Styrax","martii","Styrax martii","G.G. Hatschbach","1969","01","29",NA,"Brasil",NA,NA,"Arvoreta 4 m, flor alva, anteras amarelas. Verso das folhas ferrugíneas","RFA49796","20942",NA,NA,"Seub.","L.B. Smith; S.F. Smith","Santa Catarina","Bocaina do Sul","Sesmaria, Rio Capivari, 2 km Oeste","-49.9444007873535","-27.7444000244141",NA,NA,NA,"1970","18696","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2020-11-13 09:21:02-03","UFRJ","RFA","9515","PreservedSpecimen","Plantae","Styracaceae","Styrax","martii","Styrax martii","G.G. Hatschbach","1969","03","19",NA,"Brasil",NA,NA,"Árvore 15 m, tronco 25 cm diâmetro, flor alva, anteras amarelas","RFA49795","21285",NA,NA,"Seub.","L.B. Smith; S.F. Smith","Paraná","Quatro Barras","Rio Taquari","-49.0769004821777","-25.3656005859375",NA,"1000","1000","1970","17116","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2019-11-19 15:45:10-03","UNEB","HUNEB","10097","PreservedSpecimen","Plantae","Styracaceae","Styrax","martii","Styrax martii",NA,"2006","06","15",NA,"Brasil",NA,NA,NA,"HUNEB0010097","ALCB 73691","Angiospermae","Florideophycidae",NA,NA,"Bahia","Miguel Calmon","Piemonte da Chapada.","-40.539722","-11.3925",NA,NA,NA,NA,NA,NA,"Dicotyledoneae","40W32'23''","11S23'33''",NA,NA,NA,NA,NA,NA,NA
"22","2019-11-19 15:45:10-03","UNEB","HUNEB","10427","PreservedSpecimen","Plantae","Styracaceae","Styrax","martii","Styrax martii","Santos, J.S.","2006","08","03",NA,"Brasil",NA,NA,NA,"HUNEB0010427","ALCB 74051","Angiospermae","Florideophycidae",NA,NA,"Bahia","Miguel Calmon","Piemonte da Diamantina, Sete Passagens, Trilha para Grota de Dona Antônia.","-40.516667","-11.333333",NA,NA,NA,NA,NA,NA,"Dicotyledoneae","40W31'0''","11S20'0''",NA,NA,NA,NA,NA,NA,NA
"23","2019-11-19 15:45:10-03","UNEB","HUNEB","12356","PreservedSpecimen","Plantae","Styracaceae","Styrax","martii","Styrax martii","Guedes, M.L.","2008","03","15",NA,"Brasil",NA,NA,NA,"HUNEB0012356","14205","Angiospermae","Florideophycidae","Seub.",NA,"Bahia","Morro do Chapéu","Chapa Diamantina","-41.2075","-11.591111",NA,NA,NA,NA,NA,NA,"Dicotyledoneae","41W12'27''","11S35'28''",NA,NA,NA,NA,NA,NA,NA
"24","2019-11-19 15:45:10-03","UNEB","HUNEB","5238","PreservedSpecimen","Plantae","Styracaceae","Styrax","martii","Styrax martii","Jesus, N.G.","2001","04","04",NA,"Brasil",NA,NA,"Floresta de galeria. Alt.: 1040 m.","HUNEB0005238","1259HRB 44166","Angiospermae","Florideophycidae","Seub.",NA,"Bahia","Miguel Calmon","Serra das Sete Passagens: Parque Estadual das Sete Passagens, próximo à sede do parque.","-40.535556","-11.388333",NA,NA,NA,NA,NA,NA,"Dicotyledoneae","40W32'8''","11S23'18''",NA,NA,NA,NA,NA,NA,NA
"25","2019-11-19 15:45:10-03","UNEB","HUNEB","5304","PreservedSpecimen","Plantae","Styracaceae","Styrax","martii","Styrax martii","Ribeiro, T.","2001","04","08",NA,"Brasil",NA,NA,"Cerrado Arbóreo Aberto. Alt.: 950 m.","HUNEB0005304","196HRB 44130","Angiospermae","Florideophycidae","Seub.",NA,"Bahia","Jacobina","Serra do Tombador.","-40.486111","-11.152778",NA,NA,NA,NA,NA,NA,"Dicotyledoneae","40W29'10''","11S9'10''",NA,NA,NA,NA,NA,NA,NA
"26","2021-03-30 12:50:03-03","EAO","IAN","107556","PreservedSpecimen","Plantae","Styracaceae","Styrax","martii","Styrax martii","Magalhães, MG","1951","02","18","Southern America","Brasil",NA,NA,NA,"IAN107556","5270","Dicotiledônea",NA,"Seub.",NA,"Minas Gerais",NA,"Capoeira na Serra da Piedade-Caeté.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-30 12:50:03-03","EAO","IAN","15059","PreservedSpecimen","Plantae","Styracaceae","Styrax","martii","Styrax martii","Oliveira, JE de","1938","11","25","Southern America","Brasil",NA,NA,"Regularmente frequente. Flores alvas; árvore de 6m de altura.","IAN015059","s.n.","Dicotiledônea",NA,"Seub.","Barreto, M","Minas Gerais","Jaboticatuba","Capão, Serra do Cipó.",NA,NA,"IAN015059 IAN015059_e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-30 12:50:03-03","EAO","IAN","93641","PreservedSpecimen","Plantae","Styracaceae","Styrax","martii","Styrax martii gracilis","Glaziou, AFM",NA,NA,NA,"Southern America","Brasil",NA,NA,NA,"IAN093641","3051","Dicotiledônea",NA,"Seub.",NA,"Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"gracilis",NA,NA,NA,NA,NA,NA
"29","2021-03-30 12:50:03-03","EAO","IAN","94283","PreservedSpecimen","Plantae","Styracaceae","Styrax","martii","Styrax martii gracilis","Glaziou, AFM",NA,NA,NA,"Southern America","Brasil",NA,NA,NA,"IAN094283","3091","Dicotiledônea",NA,"Seub.",NA,"Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"gracilis",NA,NA,NA,NA,NA,NA
"30","2020-02-08 09:04:58-03","NBC","NL-BOTANY","L.2676645","PreservedSpecimen","Plantae","Styracaceae","Styrax","martii","Styrax martii","Unknown","1900","01","01","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2676645 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2676645",NA,NA,"Ericales","Seub.","Fritsch PW","Minas Gerais",NA,NA,NA,NA,"NL-L2676645",NA,NA,"2010",NA,NA,"Magnoliopsidae",NA,NA,NA,"04","01","L 0275478",NA,NA,NA
"31","2020-02-08 09:04:58-03","NBC","NL-BOTANY","L.2676646","PreservedSpecimen","Plantae","Styracaceae","Styrax","martii","Styrax martii","Sellow F","1900","01","01","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2676646 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2676646",NA,NA,"Ericales","Seub.","Fritsch PW",NA,NA,NA,NA,NA,"NL-L2676646",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,"L 0275215",NA,NA,NA
"32","2020-02-08 09:04:58-03","NBC","NL-BOTANY","L.2676647","PreservedSpecimen","Plantae","Styracaceae","Styrax","martii","Styrax martii","Hatschbach GG","1969","01","29","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2676647 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2676647",NA,NA,"Ericales","Seub.",NA,"Paraná",NA,NA,NA,NA,"NL-L2676647",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,"L 0275132",NA,NA,NA
"33","2020-02-08 09:04:58-03","NBC","NL-BOTANY","L.2676648","PreservedSpecimen","Plantae","Styracaceae","Styrax","martii","Styrax martii","Hatschbach GG","1969","03","19","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2676648 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2676648",NA,NA,"Ericales","Seub.",NA,"Paraná",NA,NA,NA,NA,"NL-L2676648",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,"L 0275133",NA,NA,NA
"34","2020-02-08 09:04:58-03","NBC","NL-BOTANY","U.1739515","PreservedSpecimen","Plantae","Styracaceae","Styrax","martii","Styrax martii","Rauscher I","1990","04","27","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1739515 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1739515",NA,NA,"Ericales","Seub.",NA,NA,NA,"State Paraná, Mun. Morretes, Serra da Craciosa.","-48.833333","-25.5","NL-U1739515",NA,NA,NA,NA,NA,"Magnoliopsidae","-48.833333","-25.5",NA,NA,NA,NA,NA,NA,NA
"35","2020-11-04 11:20:09-03","ESALQ","ESA","97348","PreservedSpecimen","Plantae","Styracaceae","Styrax","martii","Styrax martii","Forzza, R.C. ; Mello-Silva, R.","2004","12","20",NA,"Brasil",NA,NA,NA,"ESA097348","3781.0","Magnoliophyta",NA,"Leub.","Pirani, J.R.","Minas Gerais","Botumirim",NA,"-43.010799407959","-16.872200012207","ESA097348",NA,NA,NA,"39434","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2020-11-04 11:20:09-03","ESALQ","ESA","90414","PreservedSpecimen","Plantae","Styracaceae","Styrax","martii","Styrax martii","Paula-Souza, J.; Ferrucci, M.S.; Duarte, A.R.; Rando, J.G.; Tsuji, R.","2005","01","28",NA,"Brasil",NA,NA,"Arbusto, ca. 2m alt. Pétalas alvas, estames amarelos","ESA090414","4808.0","Magnoliophyta",NA,"Seub.","Souza, V.C.","Bahia","Morro do Chapéu","Estrada para o Morrão (Morro do Chapéu). Ca. 13km da rodovia para Utinga, arredores da antena. Caatinga/Campo rupestre","-41.1561012268066","-11.5500001907349","ESA090414","1235","1235",NA,"98143","auto",NA,"-41,209,444","-11,090,833",NA,NA,NA,NA,NA,NA,NA
"37","2019-02-15 11:51:13-02","IPA","IPA","23448","S","Plantae","Styracaceae","Styrax","martii","Styrax martii","Harley, R.M.","1974","02","28","Southern America","Brasil",NA,NA,"Shrub up to 2m. Flowers white.; Dry metamorphic rocks, burnt over scrub and damp woodland in rocky declivities.","IPA0023448","16561","Plantae",NA,"Seub.","Grey-Wilson, C.","Bahia",NA,"Serra da Jacobina, W of Estiva, ca. 12 km N of Senhor do Bonfim on the BA 130 to Juazeiro. Upper W facing slopes of Serra to the summit with television mast.","-40.25","-10.3",NA,"1100","1100","1976",NA,NA,NA,"-40.25","-10.3",NA,NA,NA,NA,NA,NA,NA
"38","2019-02-15 11:51:13-02","IPA","IPA","29917","S","Plantae","Styracaceae","Styrax","martii","Styrax martii","Andrade-Lima","1974","05","13","Southern America","Brasil",NA,NA,NA,"IPA0029917","74-7690","Plantae",NA,"Seub.",NA,"Bahia",NA,"PE-Petrolina (viagem com José Cândido)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2019-02-15 11:51:13-02","IPA","IPA","23447","S","Plantae","Styracaceae","Styrax","martii","Styrax martii","Harley, R.M.","1974","01","29","Southern America","Brasil",NA,NA,"Shrub 2,5m high. Leaves dark green above, chestnut-brown at first becoming grey beneath. Calyx brownish-green. Petals white, anthers deep yellow.","IPA0023447","15651","Plantae",NA,"Seub.","Grey-Wilson, C.","Bahia",NA,"Serra do Sincorá, ca. 6km N of Barra da Estiva not far from Rio Preto, on grassland with scattered shrubs and occasional woodland overlying white sand and crystalline quartz.","-41.3","-13.583333",NA,"1100","1100","1976",NA,NA,NA,"-41.3","-13.583333",NA,NA,NA,NA,NA,NA,NA
"40","2019-02-15 11:51:13-02","IPA","IPA","44022","S","Plantae","Styracaceae","Styrax","martii","Styrax martii","Harley, R.M.; et al.; et al.","1980","05","30","Southern America","Brasil",NA,NA,"Bushy shrub to 1,5m sometimes more. Leaves coriaceous dark, glosy green above, with grey mealy deciduous undumentum, leaves grey rusty beneath. Calyx rusty brown. Petals creamy white. Anthers orange-yellow.; Sandstone rocks, with open","IPA0044022","22775","Plantae",NA,"Seub.","Harley, R.M.; Cooper, S.M.","Bahia","Morro do Chapéu","Summit of Morro do Chapéu, ca. 8km SW of The town of Morro do Chapéu to the west of the road to Utinga.","-41.2","-11.583333",NA,"1000","1000","1980",NA,NA,NA,"-41.2","-11.583333",NA,NA,NA,NA,NA,NA,NA
"41","2019-02-15 11:51:13-02","IPA","IPA","44023","S","Plantae","Styracaceae","Styrax","martii","Styrax martii","Harley, R.M.; et al.; et al.","1970","03","02","Southern America","Brasil",NA,NA,"Above, grey beneath with rusty tomentum. Calyx rusty. Petals white. Anthers pale orange-yellow.; Vegetation open scrub to closed low woodland in the drier areas.","IPA0044023","19270","Plantae",NA,"Seub.","Harley, R.M.","Bahia","Morro do Chapéu","19,5 km SE of the town of Morro do Chapéu on the BA-052 road to Mundo Novo, by the Rio Ferro Doido, with water worn horizontally-bedded sandstone at soil surface, with damp sand, sedge marsh exposed rock & waterfall.","-41.033333","-11.633333",NA,"900","900","1979",NA,NA,NA,"-41.033333","-11.633333",NA,"03","16",NA,NA,NA,NA
"42","2019-02-15 11:51:13-02","IPA","IPA","44024","S","Plantae","Styracaceae","Styrax","martii","Styrax martii","Harley, R.M.; et al.; et al.","1977","03","24","Southern America","Brasil",NA,NA,"Shrub to 2m. Leaves coriaceous, glossy dark green above rusty brown beneath becoming grey. Calyx rusty brown. Petals cream, anthers yellow.; Sandstone rock outcrops with small area of disturbed marsh at base, and nearby river with lus","IPA0044024","19913","Plantae",NA,"Seub.","Harley, R.M.","Bahia",NA,"Serra do Rio de Contas, ca. 1 km soth of small town of Mato Grosso on the road to Vila do Rio de Contas.","-41.816667","-13.483333",NA,"1200","1200","1979",NA,NA,NA,"-41.816667","-13.483333",NA,"03","16",NA,NA,NA,NA
"43","2019-02-15 11:51:13-02","IPA","IPA","48050","S","Plantae","Styracaceae","Styrax","martii","Styrax martii","Bautista, H.P.; Salgado, O.A.; Salgado, O.A.","1984","04","05","Southern America","Brasil",NA,NA,"Arvoreta com 3m de altura (fanerófita); folhas coriáceas com a face dorsal ferrugínea; pétalas alvas, estames amarelos, cálice ferrugíneo e persistente.; Refúgio Ecológico (campo rupestre). Relevo: Chapada Diamantina, pediplano cimeir","IPA0048050","941","Plantae",NA,"Seub.","Bautista, H.P.; Pinto, G.","Bahia","Morro do Chapéu","no morro onde tem a antena de TV.","-41.166667","-11.55",NA,"1270","1270","1984",NA,NA,NA,"-41.166667","-11.55",NA,"10","09",NA,NA,NA,NA
"44","2019-02-15 11:51:13-02","IPA","IPA","62429","S","Plantae","Styracaceae","Styrax","martii","Styrax martii","França, F.; Melo, E.; Maequers da Silva, B.; Melo, E.; Maequers da Silva, B.","1999","05","02","Southern America","Brasil",NA,NA,"Arbusto 2m. Folha coriácea discolor. Face abaxial ferrugínea. Pétalas brnaca. Antera amarela. Fruto imaturo verde acinzentado.; Campo rupestre.","IPA0062429","2861","Plantae",NA,"Seub.","Rodrigues, M.O.S.","Bahia","Morro do Chapéu","Morro das Pedras Duas Irmãs","-41.297222","-11.556944",NA,"1155","1185","1999",NA,NA,NA,"-41.297222","-11.556944",NA,"08",NA,NA,NA,NA,NA
"45","2019-02-15 11:51:13-02","IPA","IPA","67977","S","Plantae","Styracaceae","Styrax","martii","Styrax martii","França, F.; Melo, E.; Marques da Silva, B.; Melo, E.; Marques da Silva, B.","1999","05","01","Southern America","Brasil",NA,NA,"Arbusto 4,5m. Folha coriácea discolor. Face abaxial ferrugínea. Cálice ferrugíneo. Pétala branca. Antera amarela.","IPA0067977","2798","Plantae",NA,"Seub.","Rodrigues, M.O.S.","Bahia","Morro do Chapéu","15 km L de Morro do Chapéu.","-41.0225","-11.615278",NA,"915","915","1999",NA,NA,NA,"-41.0225","-11.615278",NA,"08",NA,NA,NA,NA,NA
"46","2020-12-20 21:19:33-03","UFV","VIC","002512","PreservedSpecimen","Plantae","Styraceae","Styrax","martii","Styrax martii","Kulhmann","1935","11","16",NA,"Brasil",NA,NA,NA,"VIC002512","s.n.",NA,NA,"Seub.",NA,"Minas Gerais","Viçosa","Represa","-42.8819007873535","-20.7539005279541","VIC002512",NA,NA,NA,"13937","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
