"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","county","minimumElevationInMeters","maximumElevationInMeters","typeStatus","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","fieldNumber","individualCount","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","00485170","PreservedSpecimen","Plantae","Magnoliophyta","Brassicales","Capparaceae","Capparidastrum","frondosum","Capparidastrum frondosum","(Jacq.) Cornejo & Iltis","X. Cornejo","G. T. Prance","28138","1982","12","01","South America","Brazil","Pernambuco","Fernando de Noronha, vicinity of Praia do sancho",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=675877' target='other'> <mi>dwc_moreinfo</mi></a>","NY00485170","NY00485170_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","00985787","PreservedSpecimen","Plantae","Magnoliophyta","Brassicales","Capparaceae","Capparidastrum","frondosum","Capparidastrum frondosum","(Jacq.) Cornejo & Iltis","X. Cornejo","Anonymous","s.n.","1955","08",NA,"South America","Venezuela","Nueva Esparta","Isla Margarita","-63.994892","10.967775","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1205971' target='other'> <mi>dwc_moreinfo</mi></a>","NY00985787",NA,NA,NA,"850",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","01095412","PreservedSpecimen","Plantae","Magnoliophyta","Brassicales","Capparaceae","Capparidastrum","frondosum","Capparidastrum frondosum","(Jacq.) Cornejo & Iltis","X. Cornejo","Á. J. Pérez","3092","2006","11","17","South America","Ecuador","Manabí","Reserva Biologica Lalo Loor",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1369976' target='other'> <mi>dwc_moreinfo</mi></a>","NY01095412",NA,NA,"200","300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","00485177","PreservedSpecimen","Plantae","Magnoliophyta","Brassicales","Capparaceae","Capparidastrum","frondosum","Capparidastrum frondosum","(Jacq.) Cornejo & Iltis","X. Cornejo","D. C. Daly","118","1978","08",NA,"South America","Ecuador","El Oro","Puyango and vicinity","-80.0906","-3.8794","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=675881' target='other'> <mi>dwc_moreinfo</mi></a>","NY00485177",NA,NA,"300","900",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","00985783","PreservedSpecimen","Plantae","Magnoliophyta","Brassicales","Capparaceae","Capparidastrum","frondosum","Capparidastrum frondosum","(Jacq.) Cornejo & Iltis","X. Cornejo","G. Davidse","16200","1979","03","08","South America","Venezuela","Apure","Cano Caribe ca. 19 airline km SW of Elorza","-69.63","6.93","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1205951' target='other'> <mi>dwc_moreinfo</mi></a>","NY00985783",NA,"Rómulo Gallegos","90","90",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","00985777","PreservedSpecimen","Plantae","Magnoliophyta","Brassicales","Capparaceae","Capparidastrum","frondosum","Capparidastrum frondosum","(Jacq.) Cornejo & Iltis","X. Cornejo","F. W. Pennell","4107","1918","01","29","South America","Colombia","Bolívar",NA,"-75.445825","8.948336","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1205800' target='other'> <mi>dwc_moreinfo</mi></a>","NY00985777",NA,NA,"150","200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","00985779","PreservedSpecimen","Plantae","Magnoliophyta","Brassicales","Capparaceae","Capparidastrum","frondosum","Capparidastrum frondosum","(Jacq.) Cornejo & Iltis","X. Cornejo","E. Forero","463","1966","04","21","South America","Colombia","Bolívar","1 km de Arenal","-73.912367","8.431036","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1205910' target='other'> <mi>dwc_moreinfo</mi></a>","NY00985779",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","00985782","PreservedSpecimen","Plantae","Magnoliophyta","Brassicales","Capparaceae","Capparidastrum","frondosum","Capparidastrum frondosum","(Jacq.) Cornejo & Iltis","X. Cornejo","G. A. Aymard Corredor","10217","1992","02","26","South America","Venezuela","Bolívar","Isla en el Lago de Guri (Sector Santo Manchado, parte Sur de la isla). 40 km al S de la Presa R. Leoni","-62.97","7.58","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1205950' target='other'> <mi>dwc_moreinfo</mi></a>","NY00985782",NA,"Piar","270","270",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","00485174","PreservedSpecimen","Plantae","Magnoliophyta","Brassicales","Capparaceae","Capparidastrum","frondosum","Capparidastrum frondosum","(Jacq.) Cornejo & Iltis","X. Cornejo","W. W. Thomas","8786","1991","07","01","South America","Brazil","Bahia","7.3 km N of Serra Grande on rd to Itacaré. fazenda Lagoa do Conjunto Fazenda Santa Cruz","-39.0617","-14.4231","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=675884' target='other'> <mi>dwc_moreinfo</mi></a>","NY00485174","NY00485174_01","Uruçuca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","00985784","PreservedSpecimen","Plantae","Magnoliophyta","Brassicales","Capparaceae","Capparidastrum","frondosum","Capparidastrum frondosum","(Jacq.) Cornejo & Iltis","X. Cornejo","J. A. Steyermark","123042","1980","06","01","South America","Venezuela","Zulia","low hills, 4 km (by air) north of Corpozulia Campamento Carichuano","-72.275","11.0417","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1205952' target='other'> <mi>dwc_moreinfo</mi></a>","NY00985784",NA,"Mara","150","200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","00985789","PreservedSpecimen","Plantae","Magnoliophyta","Brassicales","Capparaceae","Capparidastrum","frondosum","Capparidastrum frondosum","(Jacq.) Cornejo & Iltis","X. Cornejo","J. A. Steyermark","102018","1968","04","09","South America","Venezuela","Barinas","Reserva Forestal Caparo. Bosque Tropofito, unidad 1, parte sur entre pica 7 y 9, 16-18 kms sureste del campamento Cachicamo, este de El Canton","-70.75","7.4167","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1205981' target='other'> <mi>dwc_moreinfo</mi></a>","NY00985789",NA,NA,"100","100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","00985774","PreservedSpecimen","Plantae","Magnoliophyta","Brassicales","Capparaceae","Capparidastrum","frondosum","Capparidastrum frondosum","(Jacq.) Cornejo & Iltis","X. Cornejo","M. J. M. Christenhusz","2410","2003","02","19","South America","French Guiana",NA,"Commune Kourou-Iles du Salut. Iles du Salut, Ile Royale.","-52.585967","5.286247","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1205771' target='other'> <mi>dwc_moreinfo</mi></a>","NY00985774",NA,NA,NA,"10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","00985776","PreservedSpecimen","Plantae","Magnoliophyta","Brassicales","Capparaceae","Capparidastrum","frondosum","Capparidastrum frondosum","(Jacq.) Cornejo & Iltis","X. Cornejo","R. Fonnegra G.","2896","1989","05","24","South America","Colombia","Chocó","Vereda Coquital","-77.12","8.38","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1205786' target='other'> <mi>dwc_moreinfo</mi></a>","NY00985776",NA,"Acandí","150","250",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","00485172","PreservedSpecimen","Plantae","Magnoliophyta","Brassicales","Capparaceae","Capparidastrum","frondosum","Capparidastrum frondosum","(Jacq.) Cornejo & Iltis","X. Cornejo","J. R. Pirani","3452","1994","12","05","South America","Brazil","Espírito Santo","Rodovia Linhares-Rio Bananal, Mata na Fazenda Lagoa Nova, ca. 20 Km W de Linhares; N do Rio Doce","-40.0719","-19.3911","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=675880' target='other'> <mi>dwc_moreinfo</mi></a>","NY00485172","NY00485172_01","Linhares",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","00985786","PreservedSpecimen","Plantae","Magnoliophyta","Brassicales","Capparaceae","Capparidastrum","frondosum","Capparidastrum frondosum","(Jacq.) Cornejo & Iltis","X. Cornejo","G. S. Bunting","12914B","1983","05","10","South America","Venezuela","Zulia","Cuenca del Rio Guasare, alrededores del Destacamento Guasare No. 1 (La Yolanda), en las laderas del cerro a 5 km al SSE del Destacamento, entre el cano Indio y la fila arriba de su orilla izquierda","-72.4917","10.8694","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1205968' target='other'> <mi>dwc_moreinfo</mi></a>","NY00985786",NA,"Mara","300","500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","00985781","PreservedSpecimen","Plantae","Magnoliophyta","Brassicales","Capparaceae","Capparidastrum","frondosum","Capparidastrum frondosum","(Jacq.) Cornejo & Iltis","X. Cornejo","A. Licata","768","1996","03","14","South America","Venezuela","Portuguesa","Caño Cumarepo (Delgadito). Parcela de estudio fitosociologico No. 3 (0.1 ha)","-69.495956","8.815258","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1205944' target='other'> <mi>dwc_moreinfo</mi></a>","NY00985781",NA,"Papelón",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","00985775","PreservedSpecimen","Plantae","Magnoliophyta","Brassicales","Capparaceae","Capparidastrum","frondosum","Capparidastrum frondosum","(Jacq.) Cornejo & Iltis","X. Cornejo","J. L. Zarucchi","4948","1987","03","23","South America","Colombia","Antioquia","5 km S of Arboletes on road to Turbo","-76.45","8.82","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1205784' target='other'> <mi>dwc_moreinfo</mi></a>","NY00985775",NA,"Arboletes","30","30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","00387630","PreservedSpecimen","Plantae","Magnoliophyta","Brassicales","Capparaceae","Capparidastrum","frondosum","Capparidastrum frondosum","(Jacq.) Cornejo & Iltis","X. Cornejo","D. C. Daly","1105","1981","10","31","South America","Brazil","Pará","Apprx. 30-35 km from Tucurui, 25 km on old BR 422, then 5-10 km E on old railroad bed.","-49.6735668","-3.9906516","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=471253' target='other'> <mi>dwc_moreinfo</mi></a>","NY00387630","NY00387630_01",NA,NA,NA,"type",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","00687244","PreservedSpecimen","Plantae","Magnoliophyta","Brassicales","Capparaceae","Capparidastrum","frondosum","Capparidastrum frondosum","(Jacq.) Cornejo & Iltis","X. Cornejo","W. W. Thomas","13486","2003","07","24","South America","Brazil","Bahia","Fazenda Santa Ana, 14.4 km SW of Itaju do Colônia on road to Rio do Meio, then 2.7 km to edge of forest.","-39.8325","-15.1503","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=613297' target='other'> <mi>dwc_moreinfo</mi></a>","NY00687244","NY00687244_01","Itororó","200","200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-30 12:36:28-03","EAO","IAN","105024","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Capparaceae","Capparidastrum","frondosum","Capparidastrum frondosum","(Jacq.) Cornejo & Iltis","Luber, J","Ducke, A","2558","1956","11","10","Southern America","Brasil","Ceará","Serra de Maranguape; terço inferior, restos de mata do vale do Pirapora.",NA,NA,NA,"Arbusto pequeno da submata; fruto pardo-vermelho, flor com estames brancos, em parte purpúrea.","IAN105024",NA,NA,NA,NA,NA,"2019","12","16",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-30 12:36:28-03","EAO","IAN","105024A","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Capparaceae","Capparidastrum","frondosum","Capparidastrum frondosum","(Jacq.) Cornejo & Iltis","Luber, J","Ducke, A","2558","1956","11","10","Southern America","Brasil","Ceará","Serra de Maranguape, terço inferior, restos de mata do vale do Pirapora.",NA,NA,NA,"Arbusto pequeno da submata; fruto pardo vermelho, flor com estames brancos, em parte purpurea.","IAN105024A",NA,NA,NA,NA,NA,"2019","12","16",NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-30 12:36:28-03","EAO","IAN","12677","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Capparaceae","Capparidastrum","frondosum","Capparidastrum frondosum","(Jacq.) Cornejo & Iltis","Luber, J","Haught, O","2681","1939","03","16",NA,"Colômbia",NA,"Departamento Boyacá. In riverine forest at San Nicolás on R. casanare (Boyocá Arauca boundary).",NA,NA,NA,"Shrub, 2 to3m high. Stamens many. Fall off at touch. Flowers white.","IAN012677","IAN012677 IAN012677_e IAN012677_e1",NA,"2000","2000",NA,"2019","12","16",NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-30 12:36:28-03","EAO","IAN","128543","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Capparaceae","Capparidastrum","frondosum","Capparidastrum frondosum","(Jacq.) Cornejo & Iltis","Luber, J","Pires, JM; Belém, RP","12421","1970","07","09","Southern America","Brasil","Pará","Rio Itacaiunas, afluente do Rio Tocantins, Serra Buritirama (B-4), entre a B 2 e a B 3, região com minério de manganês. Mata.",NA,NA,NA,"Arvorezinha de 2m de altura; frutos verdes.","IAN128543",NA,NA,NA,NA,NA,"2019","12","16",NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-30 12:36:28-03","EAO","IAN","147671","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Capparaceae","Capparidastrum","frondosum","Capparidastrum frondosum","(Jacq.) Cornejo & Iltis","Luber, J","Gentry, AH","6451","1972","10","09",NA,"Panamá",NA,"Near Rio Bayano Dam site.",NA,NA,NA,"Treelet, 3 meters; fruits brown.","IAN147671",NA,NA,NA,NA,NA,"2019","12","16",NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-30 12:36:28-03","EAO","IAN","80380","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Capparaceae","Capparidastrum","frondosum","Capparidastrum frondosum","(Jacq.) Cornejo & Iltis","Luber, J","Fróes, RL","30222","1953","09","14","Southern America","Brasil","Pará","Araparí, Rio Maicurú. Beira do rio.",NA,NA,NA,"Arbusto de 2m de altura; flor branca.","IAN080380",NA,NA,NA,NA,NA,"2019","12","16",NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-30 12:36:28-03","EAO","IAN","15490","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Capparaceae","Capparidastrum","frondosum","Capparidastrum frondosum","(Jacq.) Cornejo & Iltis","Luber, J","Fróes, RL","20086","1942","12","03","Southern America","Brasil","Bahia","Matas. Região Rio Pardo.","-40.6244010925293","-15.2449998855591",NA,"Arbusto; largo.","IAN015490","IAN015490 IAN015490_e","Itambé",NA,NA,NA,"2019","12","16","56583","auto",NA,NA,NA,NA,NA,NA,NA
"37","2021-03-30 12:36:28-03","EAO","IAN","108094","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Capparaceae","Capparidastrum","frondosum","Capparidastrum frondosum","(Jacq.) Cornejo & Iltis","Luber, J","Magalhães, MG","s.n.","1956","09","22","Southern America","Brasil","Minas Gerais","Mata seca (alto de morro) secundária. 5km L de Alfercata.","-41.9494018554688","-18.8511009216309",NA,"Arbusto de 1-2m de altura esparsos; flor amarela.","IAN108094",NA,"Governador Valadares",NA,NA,NA,"2019","12","16","50833","auto",NA,NA,NA,NA,NA,NA,NA
"38","2021-03-30 12:36:28-03","EAO","IAN","80370","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Capparaceae","Capparidastrum","frondosum","Capparidastrum frondosum","(Jacq.) Cornejo & Iltis","Luber, J","Fróes, RL","30210","1953","11","12","Southern America","Brasil","Pará","Araparí, Rio Maicurú. Comum em terra firme.","-54.0691986083984","-2.00778007507324",NA,"Arbusto de 1m de altura; flor branca com fundo violáceo.","IAN080370",NA,"Monte Alegre",NA,NA,NA,"2019","12","16","279177","auto",NA,NA,NA,NA,NA,NA,NA
"39","2021-03-30 12:36:28-03","EAO","IAN","75005","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Capparaceae","Capparis","frondosa","Capparis frondosa","Jacq.","Costa e Silva, MB","Fróes, RL","28214","1952","04","08","Southern America","Brasil","Amazonas","Fóz do Rio Uaupés, terra firme, alta; caatinga.",NA,NA,NA,"Arbusto de 1m de altura; flor róseo-branca.","IAN075005",NA,NA,NA,NA,NA,"1998","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-30 12:36:28-03","EAO","IAN","80412","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Capparaceae","Capparis","frondosa","Capparis frondosa","Jacq.","Costa e Silva, MB","Fróes, RL","30255","1953","11","16","Southern America","Brasil","Pará","Capoeira ao longo da estrada e a colônia Agrícola e a Serra do Luna.","-54.0691986083984","-2.00778007507324",NA,"Cipó.","IAN080412",NA,"Monte Alegre",NA,NA,NA,"1998","11",NA,"279177","auto",NA,NA,NA,NA,NA,NA,NA
"41","2019-02-20 13:41:46-03","INPA","INPA-CARPOTECA","48924","Carpo","Plantae","Dicotyledon Com-Clade","Brassicales","Capparaceae","Capparidastrum","frondosum","Capparidastrum frondosum","(Jacq.) Cornejo & Iltis",NA,"Gentry, AH","6451","1972","10","09","Southern America","Panamá","Panamá","Dam Site, Rio Bayano",NA,NA,NA,NA,"INPA0048924",NA,"Panama",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2019-10-09 11:12:31-03","UFBA","ALCB","08241","PreservedSpecimen","Plantae","Dicotyledon",NA,"Capparaceae","Capparidastrum","frondosum","Capparidastrum frondosum","(Jacq.) Cornejo & Iltis","Costa; Silva, MB da","Faria, LSS; Noblick, LR; Paranhos, LH","756","1980","09",NA,"Southern America","Brasil","Bahia","Recôncavo Sul, Ipuaçu","-39.083333","-12.533333",NA,"ca. 2,5m de altura. Folhas coriáceas, grandes. Flores alvas. Inflorescências terminais. Frutos, síliquas.",NA,NA,"Cachoeira","120","120",NA,"1998","12",NA,NA,NA,"-39.083333","-12.533333",NA,NA,NA,NA,NA
"43","2019-10-09 11:12:31-03","UFBA","ALCB","042948","PreservedSpecimen","Plantae","Dicotyledon",NA,"Capparaceae","Capparidastrum","frondosum","Capparidastrum frondosum","(Jacq.) Cornejo & Iltis","Soares Neto, RL","Argôlo, AS; Guedes, ML; Carvalho, G","20","1999","01","17","Southern America","Brasil","Bahia","Litoral Sul, Olivença","-39.933333","-14.55",NA,"2,5 m, escandente. Folhas coriáceas, discolores. Inflorescência em botão.; substrato arenoso.",NA,NA,"Ilhéus",NA,NA,NA,"2014","04",NA,NA,NA,"-39.933333","-14.55",NA,NA,NA,NA,NA
"44","2019-10-09 11:12:31-03","UFBA","ALCB","024297","PreservedSpecimen","Plantae","Dicotyledon",NA,"Capparaceae","Capparidastrum","frondosum","Capparidastrum frondosum","(Jacq.) Cornejo & Iltis","Costa; Silva, MB da","Guedes, ML; et al.","2534","1992","09","20","Southern America","Brasil","Bahia","Recôncavo Sul, Fazenda Favela","-38.95","-12.616667",NA,"ca. 2m de altura. Folhas coriáceas, discolores. Frutos imaturos verdes.",NA,NA,"Cachoeira",NA,NA,NA,"1998","12",NA,NA,NA,"-38.95","-12.616667",NA,NA,NA,NA,NA
