"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","monthIdentified","dayIdentified","phylum","order","typeStatus","continentOcean","preparationType","infraspecificEpithet","coordinatePrecision","geoFlag","class","relatedCatalogItem","individualCount","fieldNumber","eventTime","sex"
"43","2021-03-15 16:37:00-03","NY","NYBG","617136","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","richardiana","Myrcia richardiana","(O.Berg) Kiaersk.","C. M. D. E. Legrand",NA,"R. M. Klein","724","1953","11","18","Brazil","Santa Catarina","Braço do Norte","Azambuja, Brusque","-48.910147","-27.126635",NA,NA,"50","50","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=554480' target='other'> <mi>dwc_moreinfo</mi></a>","NY00617136","NY00617136_01",NA,NA,"Magnoliophyta","Myrtales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-03-15 16:37:00-03","NY","NYBG","1039063","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","richardiana","Myrcia richardiana","(O.Berg) Kiaersk.",NA,NA,"L. J. T. Cardoso","429","2007","10","07","Brazil","Rio de Janeiro","Rio de Janeiro","Copacabana, Morro São João, vertente Sul, Parque Estadual da Chacrinha. Na base da via de escalada para a falésia, gruta e fissura São João.","-43.1794","-22.9628",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1481239' target='other'> <mi>dwc_moreinfo</mi></a>","NY01039063","NY01039063_01",NA,NA,"Magnoliophyta","Myrtales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2021-03-15 16:37:00-03","NY","NYBG","617132","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","richardiana","Myrcia richardiana","(O.Berg) Kiaersk.","C. M. D. E. Legrand",NA,"R. Reitz","6581","1958","03","07","Brazil","Santa Catarina","Vidal Ramos","Sabiá, Vidal Ramos","-49.3556","-27.3919",NA,NA,"750","750","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=554483' target='other'> <mi>dwc_moreinfo</mi></a>","NY00617132","NY00617132_01",NA,NA,"Magnoliophyta","Myrtales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2021-03-15 16:37:00-03","NY","NYBG","617141","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","richardiana","Myrcia richardiana fenzliana","(O.Berg) D.Legrand","S. F. Smith",NA,"R. C. Molon","HUCS12110","1996","01","10","Brazil","Rio Grande do Sul","Sao Francisco de Paula","Sao Francisco de Paula - Floresta Nacional - I","-50.395632","-29.433343",NA,NA,"800","800","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=280580' target='other'> <mi>dwc_moreinfo</mi></a>","NY00617141","NY00617141_01",NA,NA,"Magnoliophyta","Myrtales",NA,"South America","sheet","fenzliana",NA,NA,NA,NA,NA,NA,NA,NA
"47","2021-03-15 16:37:00-03","NY","NYBG","617127","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","richardiana","Myrcia richardiana fenzliana","(O.Berg) D.Legrand","S. F. Smith",NA,"R. A. Wasum","HUCS10539","1995","01","18","Brazil","Rio Grande do Sul","Sao Francisco de Paula","Sao Francisco de Paula - Floresta Nacional I","-50.395632","-29.433343",NA,NA,"800","800","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=280579' target='other'> <mi>dwc_moreinfo</mi></a>","NY00617127","NY00617127_01",NA,NA,"Magnoliophyta","Myrtales",NA,"South America","sheet","fenzliana",NA,NA,NA,NA,NA,NA,NA,NA
"48","2021-03-15 16:37:00-03","NY","NYBG","558034","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","richardiana","Myrcia richardiana fenzliana","(O.Berg) D.Legrand","S. F. Smith",NA,"R. A. Wasum","887","2001","01","07","Brazil","Rio Grande do Sul","Sao Francisco de Paula",NA,"-50.5833","-29.4483",NA,NA,"830","830","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=280581' target='other'> <mi>dwc_moreinfo</mi></a>","NY00558034","NY00558034_01",NA,NA,"Magnoliophyta","Myrtales",NA,"South America","sheet","fenzliana",NA,NA,NA,NA,NA,NA,NA,NA
"49","2021-03-15 16:37:00-03","NY","NYBG","617128","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","richardiana","Myrcia richardiana fenzliana","(O.Berg) D.Legrand","C. M. D. E. Legrand",NA,"L. B. Smith","14601","1965","01","16","Brazil","Paraná","Piraí do Sul","Campo das Cinzas, Serra das Furnas","-49.87","-24.33",NA,NA,"1200","1200","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=280583' target='other'> <mi>dwc_moreinfo</mi></a>","NY00617128","NY00617128_01",NA,NA,"Magnoliophyta","Myrtales",NA,"South America","sheet","fenzliana",NA,NA,NA,NA,NA,NA,NA,NA
"50","2021-03-15 16:37:00-03","NY","NYBG","617126","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","richardiana","Myrcia richardiana fenzliana","(O.Berg) D.Legrand","C. M. D. E. Legrand",NA,"G. G. Hatschbach","18180","1967","12","26","Brazil","Paraná","Campina Grande do Sul","Morro Guaricana","-49.0553","-25.3058",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=280582' target='other'> <mi>dwc_moreinfo</mi></a>","NY00617126","NY00617126_01",NA,NA,"Magnoliophyta","Myrtales",NA,"South America","sheet","fenzliana",NA,NA,NA,NA,NA,NA,NA,NA
"51","2021-03-15 16:37:00-03","NY","NYBG","617141","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","richardiana","Myrcia richardiana fenzliana","(O.Berg) D.Legrand","S. F. Smith",NA,"R. C. Molon","HUCS12110","1996","01","10","Brazil","Rio Grande do Sul","Sao Francisco de Paula","Sao Francisco de Paula - Floresta Nacional - I","-50.395632","-29.433343",NA,NA,"800","800","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=280580' target='other'> <mi>dwc_moreinfo</mi></a>","NY00617141","NY00617141_01",NA,NA,"Magnoliophyta","Myrtales",NA,"South America","sheet","fenzliana",NA,NA,NA,NA,NA,NA,NA,NA
"52","2021-03-15 16:37:00-03","NY","NYBG","617127","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","richardiana","Myrcia richardiana fenzliana","(O.Berg) D.Legrand","S. F. Smith",NA,"R. A. Wasum","HUCS10539","1995","01","18","Brazil","Rio Grande do Sul","Sao Francisco de Paula","Sao Francisco de Paula - Floresta Nacional I","-50.395632","-29.433343",NA,NA,"800","800","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=280579' target='other'> <mi>dwc_moreinfo</mi></a>","NY00617127","NY00617127_01",NA,NA,"Magnoliophyta","Myrtales",NA,"South America","sheet","fenzliana",NA,NA,NA,NA,NA,NA,NA,NA
"53","2021-03-15 16:37:00-03","NY","NYBG","558034","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","richardiana","Myrcia richardiana fenzliana","(O.Berg) D.Legrand","S. F. Smith",NA,"R. A. Wasum","887","2001","01","07","Brazil","Rio Grande do Sul","Sao Francisco de Paula",NA,"-50.5833","-29.4483",NA,NA,"830","830","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=280581' target='other'> <mi>dwc_moreinfo</mi></a>","NY00558034","NY00558034_01",NA,NA,"Magnoliophyta","Myrtales",NA,"South America","sheet","fenzliana",NA,NA,NA,NA,NA,NA,NA,NA
"54","2021-03-15 16:37:00-03","NY","NYBG","617128","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","richardiana","Myrcia richardiana fenzliana","(O.Berg) D.Legrand","C. M. D. E. Legrand",NA,"L. B. Smith","14601","1965","01","16","Brazil","Paraná","Piraí do Sul","Campo das Cinzas, Serra das Furnas","-49.87","-24.33",NA,NA,"1200","1200","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=280583' target='other'> <mi>dwc_moreinfo</mi></a>","NY00617128","NY00617128_01",NA,NA,"Magnoliophyta","Myrtales",NA,"South America","sheet","fenzliana",NA,NA,NA,NA,NA,NA,NA,NA
"55","2020-06-29 11:31:40-03","UFRJ","RFA","4612","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","aethusa","Myrcia aethusa","(O.Berg) N.Silveira","M. C. de Souza","2011","P. Occhioni","264","1944",NA,NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Mesa Imperador","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,"Árvore 3 a 5 m, flor branca","RFA46857",NA,"11","25",NA,NA,NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA
"56","2020-06-29 11:31:40-03","UFRJ","RFA","6671","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","kauseliana","Myrcia kauseliana","Legrand","C.D. Legrand","1957","Reitz; Klein","3185","1956","05","03","Brasil","Santa Catarina","Palhoça","Pilões","-48.6678009033203","-27.645299911499",NA,NA,"450","450","Arbusto 3 m de altura; fruto imaturo verde e vermelho","RFA46678",NA,NA,NA,NA,NA,NA,NA,NA,NA,"31105","auto",NA,NA,NA,NA,NA,NA
"57","2020-06-29 11:31:40-03","UFRJ","RFA","6654","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","kauseliana","Myrcia kauseliana","Legrand","C.D. Legrand","1957","Reitz; Klein","3552","1956","08","02","Brasil","Santa Catarina","Palhoça","Pilões","-48.6678009033203","-27.645299911499",NA,NA,"450","450","Arbusto 3 m de altura. Fruto maduro roxo-escuro","RFA46680",NA,NA,NA,NA,NA,NA,NA,NA,NA,"31105","auto",NA,NA,NA,NA,NA,NA
"58","2020-11-13 09:20:24-03","UFRJ","RFA","12363","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","richardiana","Myrcia richardiana","O.Berg","D. Legrand",NA,"G.G. Hatschbach","18180","1967","12","26","Brasil","Paraná","Campina Grande do Sul","Morro Guaricana","-49.0553016662598","-25.3055992126465",NA,NA,"1100","1100","Arvoreta 5 m, tronco 10 cm diâmetro, fruto vermelho, botões avermelhados","RFA55478",NA,NA,NA,NA,NA,NA,NA,NA,NA,"55154","auto",NA,NA,NA,NA,NA,NA
"59","2020-11-24 17:10:53-03","UTFPR","DVPR","3133","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","aethusa","Myrcia aethusa","(O.Berg) N.Silveira","Brotto, ML","2014","Brotto, ML","1691","2014","06","14","Brasil","Paraná","Piraquara","Recreio da Serra","-49.0056","-25.2651","-49.0056","-25.2651","990","990","Árvore 7 m, frutos vermelhos.; Transição entre Floresta Ombrófila Densa e Floresta Ombr[ofila Mista","DVPR003133",NA,"08","04","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2020-01-20 14:40:43-03","UPM","MACK","2245","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","oligantha","Myrcia oligantha","O.Berg","O. T. Aguiar",NA,"M. Fascina","M51","2011","11","26","Brasil","SP","Campos do Jordão",NA,"-45.5900001525879","-22.7299995422363",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21048","auto",NA,NA,NA,NA,NA,NA
"61","2020-01-20 14:40:43-03","UPM","MACK","2244","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","oligantha","Myrcia oligantha","O.Berg","O. T. Aguiar",NA,"M. Fascina","M134","2012","04","12","Brasil","SP","Campos do Jordão",NA,"-45.5900001525879","-22.7299995422363",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21048","auto",NA,NA,NA,NA,NA,NA
"62","2020-01-20 14:40:43-03","UPM","MACK","2055","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","oligantha","Myrcia oligantha","O.Berg","O. T. Aguiar",NA,"A. Buccaran","A22","2011","03","26","Brasil","SP","Campos do Jordão",NA,"-45.5900001525879","-22.7299995422363",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21048","auto",NA,NA,NA,NA,NA,NA
"63","2020-01-20 14:40:43-03","UPM","MACK","2001","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","oligantha","Myrcia oligantha","O.Berg","O. Aguiar","2011","M. Fascina","A22","2011","03","26","Brasil","SP","Campos do Jordão","Colônia Umuarama, Vertente próxima a entrada ou portaria do condomínio.","-45.5900001525879","-22.7299995422363",NA,NA,NA,NA,NA,NA,NA,"03","26",NA,NA,NA,NA,NA,NA,"21048","auto",NA,NA,NA,NA,NA,NA
"64","2020-01-20 14:40:43-03","UPM","MACK","1486","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","oligantha","Myrcia oligantha","O. Berg","O. Aguiar",NA,"M. Fascina","248","2011","07","07","Brasil","SP","Campos do Jordão","Colônia Umuarama, trilha da samanbaia.floresta ombrófila mista","-45.5900001525879","-22.7299995422363",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21048","auto",NA,NA,NA,NA,NA,NA
"65","2020-01-20 14:40:43-03","UPM","MACK","1485","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","oligantha","Myrcia oligantha","O. Berg","O. Aguiar",NA,"M. Fascina","A22","2011","03","26","Brasil","SP","Campos do Jordão","Colônia Umuarama, trilha da samanbaia.floresta ombrófila mista","-45.5900001525879","-22.7299995422363",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21048","auto",NA,NA,NA,NA,NA,NA
"66","2019-10-09 11:21:22-03","UFBA","ALCB","71050","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","aethusa","Myrcia aethusa","(O.Berg) N.Silveira","Sobral, M","2005","Dombrowski, LT; Kuniyoshi, YS","4463","1972","12","13","Brasil","Paraná","Piraquara","Mananciais da Serra","-49.0633010864258","-25.4416999816895",NA,NA,NA,NA,"flor alva.","ALCB059878",NA,NA,NA,"Dicotyledon",NA,NA,"Southern America",NA,NA,"12577","auto",NA,NA,NA,NA,NA,NA
"67","2019-10-09 11:21:22-03","UFBA","ALCB",NA,"PreservedSpecimen","Plantae","Myrtaceae","Myrcia","aethusa","Myrcia aethusa","(O.Berg) N.Silveira","Sobral, M","2005","Dombrowski, LT; Kuniyoshi, YS","4463","1972","12","13","Brasil","Paraná","Piraquara","Mananciais da Serra","-49.0633010864258","-25.4416999816895",NA,NA,NA,NA,"flor alva.",NA,NA,NA,NA,"Dicotyledon",NA,NA,"Southern America",NA,NA,"12577","auto",NA,NA,NA,NA,NA,NA
"68","2020-02-08 10:07:06-03","NBC","NL-BOTANY","L.2527176","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","kauseliana","Myrcia kauseliana","D.Legrand",NA,NA,"Reitz R; Klein RM",NA,"1960","12","24","Brazil",NA,NA,"Santa Catarina, Serra da Boa Vista, São José.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2527176 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2527176","NL-L2527176",NA,NA,NA,"Myrtales",NA,"Southern America",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"69","2020-02-08 10:07:06-03","NBC","NL-BOTANY","L.2527177","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","kauseliana","Myrcia kauseliana","D.Legrand",NA,NA,"Reitz R; Klein RM",NA,"1960","08","11","Brazil",NA,NA,"Plantas de Santa Catarina, Serra da Boa Vista, São José.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2527177 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2527177","NL-L2527177",NA,NA,NA,"Myrtales",NA,"Southern America",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"70","2020-02-08 10:07:06-03","NBC","NL-BOTANY","L.2527178","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","kauseliana","Myrcia kauseliana","D.Legrand",NA,NA,"Hatschbach GG",NA,"1960","01","31","Brazil",NA,NA,"Est: Parana, Mun Guaratuba, Serra de Aracatuba.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2527178 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2527178","NL-L2527178",NA,NA,NA,"Myrtales",NA,"Southern America",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"71","2020-02-08 10:07:06-03","NBC","NL-BOTANY","L.2527179","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","kauseliana","Myrcia kauseliana","D.Legrand",NA,NA,"Hatschbach GG",NA,"1961","11","12","Brazil",NA,NA,"Est: Parana, Mun: Campina Gde. do Sul, Rod. BR-2, Ribeirão do Cedro.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2527179 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2527179","NL-L2527179",NA,NA,NA,"Myrtales",NA,"Southern America",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"72","2020-02-08 10:07:06-03","NBC","NL-BOTANY","L.2527180","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","kauseliana","Myrcia kauseliana","D.Legrand",NA,NA,"Reitz R; Klein RM",NA,"1958","11","24","Brazil",NA,NA,"Plantas de Santa Catarina, Alto Matador, Rio do Sul.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2527180 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2527180","NL-L2527180",NA,NA,NA,"Myrtales",NA,"Southern America",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"73","2020-02-08 10:07:06-03","NBC","NL-BOTANY","L.2527181","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","kauseliana","Myrcia kauseliana","D.Legrand",NA,NA,"Reitz R; Klein RM",NA,"1958","12","16","Brazil",NA,NA,"Plantas de Santa Catarina, Rio do Meio, Lauro Müller.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2527181 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2527181","NL-L2527181",NA,NA,NA,"Myrtales",NA,"Southern America",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"74","2020-02-08 10:07:06-03","NBC","NL-BOTANY","U.1443691","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","kauseliana","Myrcia kauseliana","D.Legrand",NA,NA,"Reitz R; Klein RM",NA,"1956","08","02","Brazil",NA,NA,"Plantas da Catarina. Piloes, Palhoca. Mata.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1443691 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1443691","NL-U1443691",NA,NA,NA,"Myrtales",NA,"Southern America",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"75","2020-02-08 10:07:12-03","NBC","NL-BOTANY","U.1443687","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","richardiana","Myrcia richardiana","(O.Berg) Kiaersk.","Lucas E",NA,"Harley RM; Bromley GL; Sant'Ana SC da; Hage JL; Santos EB dos",NA,"1980","05","17","Brazil","Bahia",NA,"Coastal Zone. About 5 km North from turning to Maraú, along the Campinho road.","-38.966667","-14.066667","-38.966667","-14.066667",NA,NA,"Marshy area with flooded ground at margin of high forest.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1443687 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1443687","NL-U1443687",NA,NA,NA,"Myrtales",NA,"Southern America",NA,NA,NA,NA,"Magnoliopsidae","U 0248185",NA,NA,NA,NA
"76","2020-02-08 10:07:12-03","NBC","NL-BOTANY","L.2527041","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","richardiana","Myrcia richardiana","(O.Berg) Kiaersk.",NA,NA,"Reitz R; Klein RM",NA,"1959","12","10","Brazil",NA,NA,"NATA CATARINA. Sanga da Areia, Jacinto Machado.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2527041 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2527041","NL-L2527041",NA,NA,NA,"Myrtales",NA,"Southern America",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"77","2020-02-08 10:07:12-03","NBC","NL-BOTANY","L.2527042","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","richardiana","Myrcia richardiana","(O.Berg) Kiaersk.",NA,NA,"Reitz R; Klein RM",NA,"1959","12","15","Brazil",NA,NA,"SANTA CATARINA, Mata da Companhia Hering, Bom Retiro, Blumenau.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2527042 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2527042","NL-L2527042",NA,NA,NA,"Myrtales",NA,"Southern America",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"78","2020-02-08 10:07:12-03","NBC","NL-BOTANY","U.1443693","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","richardiana","Myrcia richardiana","(O.Berg) Kiaersk.",NA,NA,"Duarte AP",NA,"1947","11","10","Brazil",NA,NA,"Guanabara, Rio de Janeiro, Mesa do Imperador.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1443693 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1443693","NL-U1443693",NA,NA,NA,"Myrtales",NA,"Southern America",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"79","2020-02-08 10:07:12-03","NBC","NL-BOTANY","U.1443686","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","richardiana","Myrcia richardiana","(O.Berg) Kiaersk.","Lucas E",NA,"Harley RM; Bromley GL; Sant'Ana SC da; Hage JL; Santos EB dos",NA,"1980","05","17","Brazil","Bahia",NA,"Coastal Zone. About 5 km North from turning to Maraú, along the Campinho road.","-38.966667","-14.066667","-38.966667","-14.066667",NA,NA,"Marshy area with flooded ground at margin of high forest.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1443686 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1443686","NL-U1443686",NA,NA,NA,"Myrtales",NA,"Southern America",NA,NA,NA,NA,"Magnoliopsidae","U 0248186",NA,NA,NA,NA
"80","2020-02-08 10:07:12-03","NBC","NL-BOTANY","L.2527032","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","richardiana","Myrcia richardiana fenzliana","(O.Berg) D.Legrand",NA,NA,"Hatschbach GG",NA,"1966","08","12","Brazil",NA,NA,"Est: Parana (Brasil), Mun: S. José dos Pinhaes, Col.S.Andrade.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2527032 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2527032","NL-L2527032",NA,NA,NA,"Myrtales",NA,"Southern America",NA,"fenzliana",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"81","2020-02-08 10:07:12-03","NBC","NL-BOTANY","L.2527033","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","richardiana","Myrcia richardiana fenzliana","(O.Berg) D.Legrand",NA,NA,"Hatschbach GG",NA,"1966","11","30","Brazil",NA,NA,"Est: Paraná (Brasil), Mun: Morretes, Cadeado.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2527033 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2527033","NL-L2527033",NA,NA,NA,"Myrtales",NA,"Southern America",NA,"fenzliana",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"82","2020-02-08 10:07:12-03","NBC","NL-BOTANY","U.1443688","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","richardiana","Myrcia richardiana fenzliana","(O.Berg) D.Legrand",NA,NA,"Reitz R; Klein RM",NA,"1957","12","31","Brazil",NA,NA,"Plantas da Santa Catarina. Sabia, Vidal Ramos. Mata.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1443688 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1443688","NL-U1443688",NA,NA,NA,"Myrtales",NA,"Southern America",NA,"fenzliana",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
