"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","phylum","class","order","coordinatePrecision","geoFlag","continentOcean","preparationType","infraspecificEpithet","relatedCatalogItem","relationshipType","individualCount","fieldNumber","previousCatalogNumber"
"140","2020-12-21 16:38:33-03","MBM","MBM","395046","PreservedSpecimen","Plantae","Orchidaceae","Hadrolaelia","coccinea","Hadrolaelia coccinea","(Lindl.) Chiron & V.P. Castro","Ariati, V.","2009",NA,NA,"Ariati, V.; Lozano, E.D.; Kersten, R.; Lozano, E.D.; Kersten, R.","1036","2009",NA,NA,"Brazil","Paraná","Campina Grande do Sul","Morro Caratuva","-48.832306","-25.239225","-48.832306","-25.239225",NA,NA,"Epífita, flor vermelha.; Floresta Ombrófila Densa Altomontana.","MBM395046","MBM395046",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"141","2020-12-21 16:38:33-03","MBM","MBM","406595","PreservedSpecimen","Plantae","Orchidaceae","Hadrolaelia","coccinea","Hadrolaelia coccinea","(Lindl.) Chiron & V.P. Castro","Völtz, R.R.","2016","09","07","Völtz, R.R.; Brotto, M.L.; Brotto, M.L.","952","2016","09","07","Brazil","Minas Gerais","Passa Quatro","Serra Fina, trilha para a Pedra da Mina","-44.846944","-22.408611","-44.846944","-22.408611","2070","2070","Erva epífita no interior da Floresta Ombrófila Densa Altomontana; flores escarlates.; Floresta Ombrófila Densa Altomontana.","MBM406595","MBM406595",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"142","2020-12-21 16:38:33-03","MBM","MBM","395481","PreservedSpecimen","Plantae","Orchidaceae","Hadrolaelia","coccinea","Hadrolaelia coccinea","(Lindl.) Chiron & V.P. Castro","Engels, M.E.","2013","08","03","Engels, M.E.; Lozano, E.D.; Bolson, M.; Bochorny, T.; Bacci, L.; Lozano, E.D.; Bolson, M.; Bochorny, T.; Bacci, L.","1430","2013","08","03","Brazil","Paraná","Quatro Barras","Morro Mãe Catira","-49.0769004821777","-25.3656005859375",NA,NA,NA,NA,"Epífita. Pseudobulbos e folhas verdes. Flores com pétalas e sépalas vermelhas alaranjadas vívidas. Labelo amarelo e vermelho alaranjado vívido. Frequente na alto montana.; Floresta Ombrófila Densa.","MBM395481","MBM395481",NA,NA,NA,"17116","auto","Southern America",NA,NA,NA,NA,NA,NA,NA
"143","2019-11-01 15:28:32-03","PUC-RIO","FCAB","2119","PreservedSpecimen","Plantae","Orchidaceae","Sophronitis","grandiflora","Sophronitis grandiflora","Lindl.","F.C. Hoehne",NA,NA,NA,"P.E. Leite S.J.","s.n.","1946","01",NA,"Brasil","São Paulo","Campos do Jordão",NA,"-45.5900001525879","-22.7299995422363",NA,NA,NA,NA,"Heterotípico de Hadrolaelia coccinea (Lindl.) Chiron & V.P.Castro.&nf;&nf;Epífita.","002119",NA,NA,NA,"Angiospermae","21048","auto",NA,NA,NA,NA,NA,NA,NA,NA
"144","2015-09-03 19:56:27-03","MNHN","RECOLNAT_MNHN_P","P00482396","PreservedSpecimen",NA,"Orchidaceae","Cattleya","coccinea","Cattleya coccinea","Lindl.","Batista",NA,NA,NA,"s.c.",NA,"1850","12",NA,"Brésil",NA,NA,"Cultivé, serre de la Faculté",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00482396' target='other'> <mi>dwc_moreinfo</mi></a>","P00482396","P00482396_01 P00482396_02",NA,NA,NA,NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA
"145","2015-09-04 18:19:28-03","MNHN","RECOLNAT_MNHN_P","P00482393","PreservedSpecimen",NA,"Orchidaceae","Cattleya","coccinea","Cattleya coccinea","Lindl.","Batista",NA,NA,NA,"s.c.",NA,"1932",NA,NA,"Brésil",NA,NA,"Sao Paulo, Serra do Mar",NA,NA,NA,NA,"800",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00482393' target='other'> <mi>dwc_moreinfo</mi></a>","P00482393","P00482393_01 P00482393_02",NA,NA,NA,NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA
"146","2015-09-03 19:56:27-03","MNHN","RECOLNAT_MNHN_P","P00482394","PreservedSpecimen",NA,"Orchidaceae","Cattleya","coccinea","Cattleya coccinea","Lindl.","Batista",NA,NA,NA,"Guillemin, J.B.A.",NA,"1839","5",NA,"Brésil",NA,NA,"Serra dos orgaos",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00482394' target='other'> <mi>dwc_moreinfo</mi></a>","P00482394","P00482394_01",NA,NA,NA,NA,NA,NA,"hb",NA,NA,NA,NA,"1001",NA
"147","2015-09-03 19:56:27-03","MNHN","RECOLNAT_MNHN_P","P00482395","PreservedSpecimen",NA,"Orchidaceae","Cattleya","coccinea","Cattleya coccinea","Lindl.","Batista",NA,NA,NA,"Gonnelle, E.",NA,NA,NA,NA,"Brésil",NA,NA,"Serra d'Itacolumy près d'Ouro Preto. Province de Minas Geraes",NA,NA,NA,NA,"1500",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00482395' target='other'> <mi>dwc_moreinfo</mi></a>","P00482395","P00482395_01",NA,NA,NA,NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA
"148","2015-09-04 09:21:50-03","MNHN","RECOLNAT_MNHN_P","P00482398","PreservedSpecimen",NA,"Orchidaceae","Cattleya","coccinea","Cattleya coccinea","Lindl.","Batista",NA,NA,NA,"Saint-Hilaire, A. de",NA,NA,NA,NA,"Brésil",NA,NA,"Province de Minas Geraes",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00482398' target='other'> <mi>dwc_moreinfo</mi></a>","P00482398","P00482398_01",NA,NA,NA,NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA
"149","2015-09-03 19:56:35-03","MNHN","RECOLNAT_MNHN_P","P00482399","PreservedSpecimen",NA,"Orchidaceae","Cattleya","coccinea","Cattleya coccinea","Lindl.","Batista",NA,NA,NA,"Sellow, F.",NA,NA,NA,NA,"Brésil austral",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1861 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00482399' target='other'> <mi>dwc_moreinfo</mi></a>","P00482399","P00482399_01",NA,NA,NA,NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA
"150","2015-09-16 23:35:52-03","MNHN","RECOLNAT_MNHN_P","P00482400","PreservedSpecimen",NA,"Orchidaceae","Cattleya","coccinea","Cattleya coccinea","Lindl.","Batista",NA,NA,NA,"Glaziou, A.",NA,NA,NA,NA,"Brésil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Donné en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00482400' target='other'> <mi>dwc_moreinfo</mi></a>","P00482400","P00482400_01",NA,NA,NA,NA,NA,NA,"hb",NA,NA,NA,NA,"6727",NA
"151","2015-09-04 18:19:28-03","MNHN","RECOLNAT_MNHN_P","P00482401","PreservedSpecimen",NA,"Orchidaceae","Cattleya","coccinea","Cattleya coccinea","Lindl.","Batista",NA,NA,NA,"Smith, L.B.|Reitz, Pe.R.",NA,"1965","1","2","Brazil",NA,NA,"Santa Catarina. Mun. Sao Joaquim: dist. Bom Jardim, Serra Rio do Rastro","-49.55","-28.38333",NA,NA,"1200",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00482401' target='other'> <mi>dwc_moreinfo</mi></a>","P00482401","P00482401_01",NA,NA,NA,NA,NA,NA,"hb",NA,NA,NA,NA,"14185",NA
"152","2015-09-16 23:35:44-03","MNHN","RECOLNAT_MNHN_P","P00482402","PreservedSpecimen",NA,"Orchidaceae","Cattleya","coccinea","Cattleya coccinea","Lindl.","Batista",NA,NA,NA,"Hatschbach, G.",NA,"1966","8","4","Brazil",NA,NA,"Parana. Mun. Quatro Barras: Encosta Morro Mae Catira",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00482402' target='other'> <mi>dwc_moreinfo</mi></a>","P00482402","P00482402_01",NA,NA,NA,NA,NA,NA,"hb",NA,NA,NA,NA,"14565",NA
"153","2020-10-01 14:26:14-03","JBB","HEPH","5792","S","Plantae","Orchidaceae","Sophronitis","coccinea","Sophronitis coccinea","(Lindl.) Rchb.f.","Kummrow, R",NA,NA,NA,"Kummrow, R","2624","1985","10","08","Brasil","Paraná","Quatro Barras","Morro Mãe Catira","-49.0769004821777","-25.3656005859375",NA,NA,NA,NA,NA,NA,NA,"Monocotyledon",NA,"Asparagales","17116","auto","Southern America",NA,NA,NA,NA,NA,NA,NA
"154","2020-12-11 11:44:22-03","UFMG","BHCB","180117","PreservedSpecimen","Plantae","Orchidaceae","Cattleya","coccinea","Cattleya coccinea","Lindl.",NA,"2013","03","06","Batista, JAN; Vale, AA; Freitas, FS","3258","2013","03","06","Brasil","Rio de Janeiro","Itatiaia","Parque Nacional do Itatiaia, descida do planalto em direção a parte baixa do parque","-44.754178","-22.374944","-44.754178","-22.374944","1707","1707","Erva epifita. Flor vermelho vivo, parte central do labelo amarelada.; Em árvores baixas em vegetação aberta a margem da estrada.","BHCB032437",NA,"Monocotyledon",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"155","2020-12-11 11:44:22-03","UFMG","BHCB","134925","PreservedSpecimen","Plantae","Orchidaceae","Cattleya","coccinea","Cattleya coccinea","Lindl.",NA,"2016",NA,NA,"Souza, DT; Almeida, TE","519","2008","06","12","Brasil","Minas Gerais","São Gonçalo do Rio Preto","Parque Estadual do Rio Preto, Chapada do Couto - Capões de mata de altitude na região sudoeste do PERP.","-43.331389","-18.236111","-43.331389","-18.236111","1550","1550","Epífita. Flores rosas. Labelo com manchas brancas.; em capão de mata de altitude.","BHCB029930",NA,"Monocotyledon",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"156","2020-12-11 11:44:22-03","UFMG","BHCB","142382","PreservedSpecimen","Plantae","Orchidaceae","Cattleya","coccinea","Cattleya coccinea","Lindl.",NA,"2015",NA,NA,"Oliveira, CT; Borsali, EF; Gontijo, FD; Ribeiro, RC","484","2009","06","29","Brasil","Minas Gerais","Catas Altas","RPPN Santuário do Caraça.","-43.450278","-20.11","-43.450278","-20.11","1865","1865","erva epífita, flores laranjas","BHCB025962",NA,"Monocotyledon",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"157","2021-03-19 17:59:23-03","UFMG","BHCB","195300","PreservedSpecimen","Plantae","Orchidaceae","Cattleya","coccinea","Cattleya coccinea","Lindl.",NA,"2018","02","02","Batista, JAN; Lustre, GMC","3527","2018","02","02","Brasil","São Paulo","São José do Barreiro","Parque Nacional da Serra da Bocaina, Triha para o Pico da Bacia","-44.609167","-22.725556","-44.609167","-22.725556",NA,NA,"Erva epifita. Pouco comum. Observados alguns poucos exemplares ao longo da trilha. Em plena floração. Sépalas e pétalas vermelho vivo; labelo vermelho com a parte mediana ebtre os lobos laterais e base do lobo central, amarelada.; Em","BHCB195300",NA,"Monocotyledon",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"158","2021-03-19 17:59:23-03","UFMG","BHCB","195333","PreservedSpecimen","Plantae","Orchidaceae","Cattleya","coccinea","Cattleya coccinea","Lindl.",NA,"2018","02","06","Batista, JAN; Lustre, GMC","3560","2018","02","06","Brasil","São Paulo","Campos do Jordão","Parque Estadual de Campos do Jordão, Horto Florestal. Trilha do Rio Sapucaí","-45.481667","-22.7","-45.481667","-22.7",NA,NA,"Erva epifita. Ocasional; observados alguns exemplares em floração concentrados em uma parte da mata. Em plena floração. Sépalas e pétalas vermelho vivo; labelo vermelho com a parte mediana entre os lobos laterais e base do lobo centr","BHCB195333",NA,"Monocotyledon",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"159","2020-12-11 11:44:22-03","UFMG","BHCB","31239","PreservedSpecimen","Plantae","Orchidaceae","Cattleya","coccinea","Cattleya coccinea","Lindl.",NA,"2015",NA,NA,"Kummorow, R; et al.","3176","1989","08","12","Brasil","Paraná","Quatro Barras","Morro Mãe Catira","-49.0769004821777","-25.3656005859375",NA,NA,NA,NA,"Epífita, flores vermelhas.; Matinha nebular","BHCB025981",NA,"Monocotyledon",NA,NA,"17116","auto","Southern America",NA,NA,NA,NA,NA,NA,NA
"160","2020-12-11 11:44:22-03","UFMG","BHCB","103958","PreservedSpecimen","Plantae","Orchidaceae","Cattleya","coccinea","Cattleya coccinea","Lindl.",NA,"2015",NA,NA,"Teles, AM; et al.","261","2006","06","10","Brasil","Minas Gerais","Santo Antônio do Itambé","Parque Estadual do Pico do Itambé","-43.3067016601562","-18.465799331665",NA,NA,"1605","1605","Coletado em fendas e depressões; afloramento de canga.","BHCB025964",NA,"Monocotyledon",NA,NA,"19014","auto","Southern America",NA,NA,NA,NA,NA,NA,NA
"161","2020-12-11 11:44:22-03","UFMG","BHCB","9835","PreservedSpecimen","Plantae","Orchidaceae","Cattleya","coccinea","Cattleya coccinea","Lindl.",NA,"2015",NA,NA,"Souza, HC de; et al.","s.n.","1987","05","06","Brasil","Minas Gerais","Lima Duarte","P.E. de Ibitipoca","-43.793098449707","-21.8425006866455",NA,NA,NA,NA,"rupícola; pétalas vermelhas; Campo rupestre","BHCB025963",NA,"Monocotyledon",NA,NA,"30417","auto","Southern America",NA,NA,NA,NA,NA,NA,NA
"162","2020-12-11 11:44:22-03","UFMG","BHCB","27285","PreservedSpecimen","Plantae","Orchidaceae","Cattleya","coccinea","Cattleya coccinea","Lindl.",NA,"2015",NA,NA,"Hatschbach, G; Ribas, OS","61260","1994","11","23","Brasil","Rio Grande do Sul","Cambará do Sul","Rod. SC-450, próximo ao posto fiscal da divisa SC-","-50.1446990966797","-29.0478000640869",NA,NA,"1807","1807","Coletado em fendas e depressões; afloramento de canga.","BHCB025967",NA,"Monocotyledon",NA,NA,"30776","auto","Southern America",NA,NA,NA,NA,NA,NA,NA
"163","2020-12-11 11:44:22-03","UFMG","BHCB","92281","PreservedSpecimen","Plantae","Orchidaceae","Cattleya","coccinea","Cattleya coccinea","Lindl.",NA,"2015",NA,NA,"Mota, RC da","2402","2004","09","15","Brasil","Minas Gerais","Catas Altas","Serra do Caraça","-43.4075012207031","-20.0746994018555",NA,NA,NA,NA,"epífita; pétalas e sépalas vermelho-alaranjadas, labelo vermelho-alaranjado com manchas amareladas na região basal; Planta coletada em mata nebular","BHCB025980",NA,"Monocotyledon",NA,NA,"11966","auto","Southern America",NA,NA,NA,NA,NA,NA,NA
"164","2020-12-11 11:44:22-03","UFMG","BHCB","52833","PreservedSpecimen","Plantae","Orchidaceae","Cattleya","coccinea","Cattleya coccinea","Lindl.",NA,"2015",NA,NA,"Vasconcelos, MF de","s.n.","1999","10","10","Brasil","Minas Gerais","Catas Altas","Serra do Caraça, Pico do Inficionado.","-43.4075012207031","-20.0746994018555",NA,NA,NA,NA,"erva; flores alaranjadas.; Sobre rochas","BHCB025979",NA,"Monocotyledon",NA,NA,"11966","auto","Southern America",NA,NA,NA,NA,NA,NA,NA
"165","2020-12-11 11:44:22-03","UFMG","BHCB","48900","PreservedSpecimen","Plantae","Orchidaceae","Cattleya","coccinea","Cattleya coccinea","Lindl.",NA,"2015",NA,NA,"Vasconcelos, MF de","s.n.","1999","09","04","Brasil","Minas Gerais","Catas Altas","Serra do Caraça, Pico do Inficionado.","-43.4075012207031","-20.0746994018555",NA,NA,"1300","1300","rupícola; Campo rupestre","BHCB025966",NA,"Monocotyledon",NA,NA,"11966","auto","Southern America",NA,NA,NA,NA,NA,NA,NA
"166","2020-12-11 11:44:22-03","UFMG","BHCB","49230","PreservedSpecimen","Plantae","Orchidaceae","Cattleya","coccinea","Cattleya coccinea","Lindl.",NA,"2015",NA,NA,"Vasconcelos, MF de","s.n.","1999","08","16","Brasil","Minas Gerais","Catas Altas","Serra do Caraça, Pico do Sol.","-43.4075012207031","-20.0746994018555",NA,NA,NA,NA,"erva; flores alaranjadas; Planta coletada em campo rupestre","BHCB025965",NA,"Monocotyledon",NA,NA,"11966","auto","Southern America",NA,NA,NA,NA,NA,NA,NA
"167","2020-12-11 11:44:43-03","UFMG","BHCB","52833","PreservedSpecimen","Plantae","Orchidaceae","Hadrolaelia","coccinea","Hadrolaelia coccinea","(Lindl.) Chiron & V.P.Castro",NA,NA,NA,NA,"Vasconcelos, MF de","s.n.","1999","10","10","Brasil","Minas Gerais","Catas Altas","Pico do Inficionado","-43.4075012207031","-20.0746994018555",NA,NA,"2020","2020","Epífita. Corola vermelha. Mata nebular",NA,NA,"Monocotyledon",NA,NA,"11966","auto","Southern America",NA,NA,NA,NA,NA,NA,NA
"168","2021-02-11 17:20:54-03","UFPR","UPCB","86856","PreservedSpecimen","Plantae","Orchidaceae","Cattleya","coccinea","Cattleya coccinea","Lindl.","Santos, T.F.","2016","06","29","Santos, T.F | Machnicki-Reis, M.","146","2016","06","29","Brasil","Paraná","Quatro Barras","Trilha do Mãe Catira","-49.0769004821777","-25.3656005859375",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"17116","auto",NA,NA,NA,NA,NA,NA,NA,NA
"169","2021-02-11 17:20:54-03","UFPR","UPCB","88241","PreservedSpecimen","Plantae","Orchidaceae","Cattleya","coccinea","Cattleya coccinea","Lindl.","Santos, T.F.","2016","06","29","Santos, T.F. | Machnicki-Reis, M.","146","2016","06","29","Brasil","Paraná","Quatro Barras","Trilha do Mãe Catira","-49.0769004821777","-25.3656005859375",NA,NA,NA,NA,NA,"UPCB0029368","UPCB0029368",NA,NA,NA,"17116","auto",NA,NA,NA,NA,NA,NA,NA,NA
"170","2021-02-11 17:20:57-03","UFPR","UPCB","93580","PreservedSpecimen","Plantae","Orchidaceae","Hadrolaelia","coccinea","Hadrolaelia coccinea","(Lindl.) Chiron & V.P.Castro","T.F. Santos","2015","06","20","Bolson, M. | Santos, M.C. | Hinoshita, L.K.R. | Santos, E. | Peralta, D.","533","2015","08","03","Brasil","Paraná","Morretes","Parque Estadual Pico do Marumbi. Trilha do Olimpo. Em cultivo Orquidário UFPR.","-48.921389","-25.452222","-48.921389","-25.452222","1243","1243","Floresta Ombrófila Densa. . Epífita. Flor de coloração vermelha, labelo vermelho com amarelo.","UPCB0041892","UPCB0041892",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"171","2021-02-11 17:21:02-03","UFPR","UPCB","82285","PreservedSpecimen","Plantae","Orchidaceae","Sophronitis","coccinea","Sophronitis coccinea","Rchb.f.","Smidt, E.C.","2015","01","20","Klein, J.","214","2013","11","01","Brasil","Rio Grande do Sul","Cambará do Sul",NA,"-50.1446990966797","-29.0478000640869",NA,NA,NA,NA,"Mata nebular. Possui amostra de DNA..",NA,NA,NA,NA,NA,"30776","auto",NA,NA,NA,NA,NA,NA,NA,NA
"172","2021-02-11 17:21:02-03","UFPR","UPCB","5368","PreservedSpecimen","Plantae","Orchidaceae","Sophronitis","coccinea","Sophronitis coccinea","(Lindl.) Rchb.f.","Hatschbach, G.","1966","08",NA,"Hatschbach, G.","14565","1966","08","04","Brasil","Paraná","Quatro Barras","Ecosta Morro Mãe Catira","-49.0769004821777","-25.3656005859375",NA,NA,"1200","1200","Epífita, flor vermelha. Matinha nebular..",NA,NA,NA,NA,NA,"17116","auto",NA,NA,NA,NA,NA,NA,NA,NA
"173","2021-02-11 17:21:02-03","UFPR","UPCB","56701","PreservedSpecimen","Plantae","Orchidaceae","Sophronitis","coccinea","Sophronitis coccinea","(Lindl.) Rchb.f.","Schwartsburd, P.B.",NA,NA,NA,"Schwartsburd, P.B.","901","2005","08","21","Brasil","Paraná","Piraquara","Flor. Ombrófila Densa montana e alto-montana. E Campos de altitude.","-49.0633010864258","-25.4416999816895",NA,NA,"900","900","Do topo do morro. Morro do Vigia..",NA,NA,NA,NA,NA,"12577","auto",NA,NA,NA,NA,NA,NA,NA,NA
"174","2021-02-11 17:21:02-03","UFPR","UPCB","49981","PreservedSpecimen","Plantae","Orchidaceae","Sophronitis","coccinea","Sophronitis coccinea","(Lindl.) Rchb.f.","Reginato, M.","2004","01","01","Reginato, M.","52","2004","08",NA,"Brasil","Paraná","Piraquara","Mananciais da Serra","-49.0633010864258","-25.4416999816895",NA,NA,NA,NA,"Epífita 8m, flor vermelha com labelo laranja..",NA,NA,NA,NA,NA,"12577","auto",NA,NA,NA,NA,NA,NA,NA,NA
"175","2021-02-11 17:21:02-03","UFPR","UPCB","71654","PreservedSpecimen","Plantae","Orchidaceae","Sophronitis","coccinea","Sophronitis coccinea","(Lindl.) Rchb.f.","Smidt, E.C.","2010","08",NA,"Smidt, E.C.","1001","2010","08",NA,"Brasil","Paraná","Morretes","Morro da Mãe Catira","-48.834400177002","-25.476900100708",NA,NA,NA,NA,"Foto e banco de DNA..",NA,NA,NA,NA,NA,"30514","auto",NA,NA,NA,NA,NA,NA,NA,NA
"176","2021-02-11 17:21:02-03","UFPR","UPCB","50417","PreservedSpecimen","Plantae","Orchidaceae","Sophronitis","coccinea","Sophronitis coccinea","(Lindl.) Rchb.f.","Stange, E.J.","2004","01","01","Stange, E.J.","41","2004","09","26","Brasil","Paraná","Piraquara","Morro do Canal","-49.0633010864258","-25.4416999816895",NA,NA,NA,NA,"Epífita. Floresta altomontana..",NA,NA,NA,NA,NA,"12577","auto",NA,NA,NA,NA,NA,NA,NA,NA
"177","2021-02-11 17:21:02-03","UFPR","UPCB","18488","PreservedSpecimen","Plantae","Orchidaceae","Sophronitis","coccinea","Sophronitis coccinea","(Lindl.) Rchb.f.","Hatschbach, G.","1990","01","01","Kummrow, R.","3176","1989","08","12","Brasil","Paraná","Quatro Barras","Morro Mãe Catira","-49.0769004821777","-25.3656005859375",NA,NA,NA,NA,"Epífita, flor vermelha. Matinha nebular..",NA,NA,NA,NA,NA,"17116","auto",NA,NA,NA,NA,NA,NA,NA,NA
"178","2021-02-11 17:21:02-03","UFPR","UPCB","39858","PreservedSpecimen","Plantae","Orchidaceae","Sophronitis","coccinea","Sophronitis coccinea","(Lindl.) Rchb.f.","Giongo, C.","1998","08",NA,"Giongo, C.","58","1998","08","30","Brasil","Paraná","Morretes","Parque Estadual Pico do Marumbi, Morro do Facãozinho","-48.834400177002","-25.476900100708",NA,NA,NA,NA,"Epífita com flor isolada no ápice dos pseudo-bulbos, flores grandes vermelho escarlate. Floresta ombrófila densa alto-montana, muito abundante..",NA,NA,NA,NA,NA,"30514","auto",NA,NA,NA,NA,NA,NA,NA,NA
"179","2021-02-11 17:21:02-03","UFPR","UPCB","39860","PreservedSpecimen","Plantae","Orchidaceae","Sophronitis","coccinea","Sophronitis coccinea","(Lindl.) Rchb.f.","Giongo, C.","1999","09",NA,"Dala Rosa, S.","15","1999","08","24","Brasil","Paraná","Morretes","Parque Estadual Pico do Marumbi, Trilha do Facãozinho","-48.834400177002","-25.476900100708",NA,NA,NA,NA,"Epífita de flores vermelhas. Alt. ±1000m s.n.m..",NA,NA,NA,NA,NA,"30514","auto",NA,NA,NA,NA,NA,NA,NA,NA
"180","2021-02-11 17:21:02-03","UFPR","UPCB","39859","PreservedSpecimen","Plantae","Orchidaceae","Sophronitis","coccinea","Sophronitis coccinea","(Lindl.) Rchb.f.","Giongo, C.","1998","08",NA,"Giongo, C.","51","1998","08","15","Brasil","Paraná","Morretes","Parque Estadual Pico do Marumbi, Trilha do Facãozinho","-48.834400177002","-25.476900100708",NA,NA,NA,NA,"Epífita, com sépalas e pépalas vermelhas, labelo alaranjado com fortes traçõs vermelhos, fechando-se num tubo, coluna curta com asas amarelas e vermelhas. Alt. ±700m s.n.m..",NA,NA,NA,NA,NA,"30514","auto",NA,NA,NA,NA,NA,NA,NA,NA
"181","2021-02-11 17:21:02-03","UFPR","UPCB","24385","PreservedSpecimen","Plantae","Orchidaceae","Sophronitis","coccinea","Sophronitis coccinea","(Lindl.) Rchb.f.","Bustos, R.S.","1995","05","02","Chagas e Silva, F.",NA,"1983","08","28","Brasil","Paraná","Morretes","Pico Marumbi (picada e acesso)","-48.834400177002","-25.476900100708",NA,NA,NA,NA,"Flor arroxeada. Freqüente na área..",NA,NA,NA,NA,NA,"30514","auto",NA,NA,NA,NA,NA,NA,NA,NA
"182","2021-02-11 17:21:02-03","UFPR","UPCB","34490","PreservedSpecimen","Plantae","Orchidaceae","Sophronitis","coccinea","Sophronitis coccinea","(Lindl.) Rchb.f.",NA,NA,NA,NA,"Santos, E.P.","300","1996","11","23","Brasil","Paraná","Guaratuba","Serra de Araçatuba, Morro dos Perdidos","-48.5746994018555","-25.8827991485596",NA,NA,NA,NA,"Epífita, flores vermelhas. Interior de mata nebular a 1320m de altitude..",NA,NA,NA,NA,NA,"41937","auto",NA,NA,NA,NA,NA,NA,NA,NA
"183","2021-02-11 17:21:02-03","UFPR","UPCB","34491","PreservedSpecimen","Plantae","Orchidaceae","Sophronitis","coccinea","Sophronitis coccinea","(Lindl.) Rchb.f.","Santos, E.P.",NA,NA,NA,"Fernandes, H.M.","54","1997","10","15","Brasil","Paraná","Guaratuba","Serra de Araçatuba, Morro dos Perdidos","-48.5746994018555","-25.8827991485596",NA,NA,NA,NA,"Epífita, flores vermelhas. Interior da mata nebular, 1200m..",NA,NA,NA,NA,NA,"41937","auto",NA,NA,NA,NA,NA,NA,NA,NA
"184","2021-02-11 17:21:02-03","UFPR","UPCB","34605","PreservedSpecimen","Plantae","Orchidaceae","Sophronitis","coccinea","Sophronitis coccinea","(Lindl.) Rchb.f.",NA,NA,NA,NA,"Santos, E.P.","552","1998","09","11","Brasil","Paraná","Guaratuba","Serra de Araçatuba, Morro dos Perdidos","-48.5746994018555","-25.8827991485596",NA,NA,NA,NA,"Epífita, flores vermelhas. Interior de mata nebular, 1210 m de altitude..",NA,NA,NA,NA,NA,"41937","auto",NA,NA,NA,NA,NA,NA,NA,NA
"185","2021-02-11 17:21:02-03","UFPR","UPCB","50825","PreservedSpecimen","Plantae","Orchidaceae","Sophronitis","coccinea","Sophronitis coccinea","(Lindl.) Rchb.f.","Hatschbach, G.","2004","01","01","Hatschbach, G.","78187","2004","10","18","Brasil","Santa Catarina","Urubici","Serra do Rio do Rastro, subida ao Morro da Igreja","-49.5917015075684","-28.0149993896484",NA,NA,NA,NA,"Epífita, flor vermelha. Matinha nebular. Alt.: 1155m s.n.m..",NA,NA,NA,NA,NA,"30102","auto",NA,NA,NA,NA,NA,NA,NA,NA
"186","2021-02-11 17:21:02-03","UFPR","UPCB","38764","PreservedSpecimen","Plantae","Orchidaceae","Sophronitis","coccinea","Sophronitis coccinea","(Lindl.) Rchb.f.","Dunaiski Jr., A.","1998","10","15","Dunaiski Jr., A.","822","1998","10","10","Brasil","Paraná","Antonina","Trilha para o Pico Itapiroca","-48.7118988037109","-25.4286003112793",NA,NA,NA,NA,"Flores vermelho coccíneo..",NA,NA,NA,NA,NA,"38300","auto",NA,NA,NA,NA,NA,NA,NA,NA
