"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","coordinatePrecision","barcode","imagecode","geoFlag","yearIdentified","continentOcean","locality","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","monthIdentified","dayIdentified","individualCount","order","class","relatedCatalogItem","fieldNumber","sex","preparationType"
"18","2021-03-01 11:50:09-03","UFPE","UFP","67867","PreservedSpecimen","Plantae",NA,"Orchidaceae","Octomeria","alexandrii","Octomeria alexandrii","Schth.","Pessoa, E","Pessoa, E; Melo, A; Amorim, BS","502","2010","03","10","Brasil","Pernambuco","Jaqueira","-35.843889","-8.72",NA,"UFP067867",NA,NA,NA,NA,NA,"-35.843889","-8.72","700","700","Rupícula estéril.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-01 11:50:09-03","UFPE","UFP","78345","PreservedSpecimen","Plantae",NA,"Orchidaceae","Octomeria","alexandrii","Octomeria alexandrii","Schth.","Pessoa, E","Pessoa, E; Amorim, BS; Costa-Lima, JL; Araújo, D; Moreira, SN","1065","2013","01","31","Brasil","Pernambuco","Jaqueira","-35.7933006286621","-8.72667026519775","11830","UFP078345",NA,"auto","2013",NA,NA,"-35505.8333","-84350",NA,NA,"Rupícola com flor seca.","01",NA,NA,NA,NA,NA,NA,NA,NA
"20","2019-08-02 10:21:42-03","CPATSA","HTSA","4828","PreservedSpecimen","Plantae",NA,"Orchidaceae","Octomeria","alexandri","Octomeria alexandri","Schltr.","Toscano","Pereira, A.; Melo, E.","1757","1995","04","24","Brasil","Bahia","Palmeiras","-41.785278","-12.75",NA,NA,NA,NA,"1996",NA,"Pai Inácio., Topo do morro, próximo ao cruzeiro.","-41.785278","-12.75","1125","1125","Erva rupícola. Folhas simples, cilíndricas, crassas. Inflorescência saindo da base da folha, botões florais verdes com tons vináceos; flores amarelo-pálido, às vezes, vináceas.; Campo rupestre, vegetação herbáceo-arbustiva, esparsa. Afloramento rocho","04",NA,NA,NA,NA,NA,NA,NA,NA
"21","2019-10-07 09:20:06-03","UEFS","HUEFS","12922","PreservedSpecimen","Plantae","Angiospermae","Orchidaceae","Octomeria","alexandri","Octomeria alexandri","Schltr.","W.Forster","Ganev, W.","1657","1992","12","16","Brasil","Bahia","Abaíra","-41.75","-13.366667",NA,"HUEFS0012922","HUEFS0012922",NA,"2013",NA,NA,"41W45'","13S22'","850","850",NA,"02",NA,NA,"Asparagales","Lilianae",NA,NA,NA,NA
"22","2019-10-07 09:20:06-03","UEFS","HUEFS","8430","PreservedSpecimen","Plantae","Angiospermae","Orchidaceae","Octomeria","alexandri","Octomeria alexandri","Schltr.","W.Forster","Queiroz, L.P.de","1995","1987","10","12","Brasil","Bahia","Palmeiras","-41.633333","-12.45",NA,"HUEFS0008430","HUEFS0008430",NA,"2013",NA,NA,"41W38'","12S27'","1000","1000",NA,"02",NA,NA,"Asparagales","Lilianae",NA,NA,NA,NA
"23","2019-10-07 09:20:06-03","UEFS","HUEFS","10708","PreservedSpecimen","Plantae","Angiospermae","Orchidaceae","Octomeria","alexandri","Octomeria alexandri","Schltr.","W.Forster","Ganev, W.","265","1992","05","14","Brasil","Bahia","Abaíra","-41.883333","-13.266667",NA,"HUEFS0010708","HUEFS0010708",NA,"2013",NA,NA,"41W53'","13S16'","1480","1480",NA,"02",NA,NA,"Asparagales","Lilianae",NA,NA,NA,NA
"24","2019-10-07 09:20:06-03","UEFS","HUEFS","114968","PreservedSpecimen","Plantae","Angiospermae","Orchidaceae","Octomeria","alexandri","Octomeria alexandri","Schltr.","W.Forster","Costa, J.","1288","2005","08","15","Brasil","Bahia","Mucugê","-41.566667","-13.233333",NA,"HUEFS0114968","HUEFS0114968",NA,"2011",NA,"Parque Municipal de Mucugê, na base do Morro Fervido.","41W34'","13S14'",NA,NA,"Campo rupestre. Sobre pedra em ambiente úmido e sombreado.","11",NA,NA,"Asparagales","Lilianae",NA,NA,NA,NA
"25","2019-10-07 09:20:06-03","UEFS","HUEFS","17046","PreservedSpecimen","Plantae","Angiospermae","Orchidaceae","Octomeria","alexandri","Octomeria alexandri","Schltr.","W.Forster","Ganev, W.","3004","1994","03","31","Brasil","Bahia","Abaíra","-41.866667","-13.283333",NA,"HUEFS0017046","HUEFS0017046",NA,"2013",NA,NA,"41W52'","13S17'","1100","1180",NA,"02",NA,NA,"Asparagales","Lilianae",NA,NA,NA,NA
"26","2019-10-07 09:20:06-03","UEFS","HUEFS","189552","PreservedSpecimen","Plantae","Angiospermae","Orchidaceae","Octomeria","alexandri","Octomeria alexandri","Schltr.",NA,"Melo, E.","1240","1994","11","22","Brasil","Bahia","Lençóis","-41.452778","-12.456667",NA,"HUEFS0189552","HUEFS0189552",NA,NA,NA,"Morro da Chapadinha. Chapadinha.","41W27'10''","12S27'24''","1000","1000",NA,NA,NA,NA,"Asparagales","Lilianae",NA,NA,NA,NA
"27","2019-10-07 09:20:06-03","UEFS","HUEFS","74208","PreservedSpecimen","Plantae","Angiospermae","Orchidaceae","Octomeria","alexandri","Octomeria alexandri","Schltr.","W.Forster","Ribeiro, P.L.","28","2003","08","09","Brasil","Bahia","Morro do Chapéu","-41.027222","-11.684444",NA,"HUEFS0074208","HUEFS0074208",NA,"2011",NA,"Morrão.","41W1'38''","11S41'4''",NA,NA,"Mata ciliar comum.","11",NA,NA,"Asparagales","Lilianae",NA,NA,NA,NA
"28","2019-10-07 09:20:06-03","UEFS","HUEFS","90705","PreservedSpecimen","Plantae","Angiospermae","Orchidaceae","Octomeria","alexandri","Octomeria alexandri","Schltr.","W.Forster","van den Berg, C.","1418","2004",NA,NA,"Brasil","Bahia","Seabra","-41.75","-12.35",NA,"HUEFS0090705","HUEFS0090705",NA,"2011",NA,NA,"41W45'","12S21'",NA,NA,NA,"11",NA,NA,"Asparagales","Lilianae",NA,NA,NA,NA
"29","2019-10-07 09:20:06-03","UEFS","HUEFS","21317","PreservedSpecimen","Plantae","Angiospermae","Orchidaceae","Octomeria","alexandri","Octomeria alexandri","Schltr.","W.Forster","Pereira, A.","PCD1757","1995","04","24","Brasil","Bahia","Palmeiras","-41.466667","-12.45",NA,"HUEFS0021317","HUEFS0021317",NA,"2013",NA,"Pai Inácio, topo do morro, próximo ao cruzeiro.","41W28'","12S27'","1125","1125","Vegetação herbáceo-arbustiva em campos gerais de encosta. Afloramentos rochosos de arenito, fraturas abertas com acúmulo de areia hidromórfica","02",NA,NA,"Asparagales","Lilianae",NA,NA,NA,NA
"30","2019-10-07 09:20:06-03","UEFS","HUEFS","69586","PreservedSpecimen","Plantae","Angiospermae","Orchidaceae","Octomeria","alexandri","Octomeria alexandri","Schltr.","W.Forster","Azevedo, C.","145","2002","07","13","Brasil","Bahia","Mucugê","-41.3708000183105","-13.0052995681763","52493","HUEFS0069586","HUEFS0069586","auto","2013",NA,"Parque Municipal de Mucugê, Margem esquerda do rio Piabinhas.",NA,NA,NA,NA,"Campo rupestre","02",NA,NA,"Asparagales","Lilianae",NA,NA,NA,NA
"31","2019-10-07 09:20:06-03","UEFS","HUEFS","69578","PreservedSpecimen","Plantae","Angiospermae","Orchidaceae","Octomeria","alexandri","Octomeria alexandri","Schltr.","W.Forster","Azevedo, C.","137","2002","06","11","Brasil","Bahia","Mucugê","-41.3708000183105","-13.0052995681763","52493","HUEFS0069578","HUEFS0069578","auto","2013",NA,"Parque Municipal de Mucugê, Morro Fervido.",NA,NA,NA,NA,"Campo rupestre","02",NA,NA,"Asparagales","Lilianae",NA,NA,NA,NA
"32","2020-07-23 12:17:23-03","CEPLAC","CEPEC","30051","PreservedSpecimen","Plantae",NA,"Orchidaceae","Octomeria","alexandri","Octomeria alexandri",NA,"W. Forster","G. P. Lewis","879","1981","12","19","Brasil","Bahia","palmeiras","-41.45","-12.5",NA,NA,NA,NA,NA,NA,"Morro do Pai Inacio Km 224, BR-242.","41W27'0","12S30'0",NA,NA,NA,NA,NA,NA,NA,NA,"28/02/2013",NA,NA,NA
"33","2020-07-23 12:17:23-03","CEPLAC","CEPEC","68584","PreservedSpecimen","Plantae",NA,"Orchidaceae","Octomeria","alexandri","Octomeria alexandri",NA,"W. Forster","E. de Melo","1240","1994","11","22","Brasil","Bahia","LENÇÓIS","-41.452778","-12.456667",NA,NA,NA,NA,NA,NA,"Morro da Chapadinha.","41W27'10","12S27'24",NA,NA,NA,NA,NA,NA,NA,NA,"28/02/2013",NA,NA,NA
"34","2020-07-23 12:17:23-03","CEPLAC","CEPEC","69278","PreservedSpecimen","Plantae",NA,"Orchidaceae","Octomeria","alexandri","Octomeria alexandri",NA,"W. Forster","A. Pereira",NA,"1995","04","24","Brasil","Bahia","palmeiras","-41.471111","-12.457778",NA,NA,NA,NA,NA,NA,"Pai Inácio. Topo do morro de Pai Inácio, próximo ao cruzeiro.","41W28'16","12S27'28",NA,NA,NA,NA,NA,NA,NA,NA,"28/02/2013",NA,NA,NA
"35","2020-08-20 20:37:56-03","UFSC","FLOR","39578","PreservedSpecimen","Plantae",NA,"Orchidaceae","Octomeria","alexandri","Octomeria alexandri","Schltr.","Lenzi, M.","Lenzi, M.; Fraga, A.M. & Matos, J.Z. de","48","2010","04","03","Brasil","Santa Catarina","Palhoça","-48.696111","-27.725833",NA,"FLOR0039578",NA,NA,"2011",NA,NA,"48º41'46''W","27º43'33''S","75","75","epífito. Citação nova para o município de Palhoça e para o Estado de Santa Catarina. Planta cultivada após data de coleta até a floração, que se observou nos meses de janeiro a março.",NA,NA,NA,"Asparagales",NA,NA,NA,NA,NA
"36","2021-02-08 12:52:19-03","UFRGS","ICN","043271","S","Plantae","Monocotyledon","Orchidaceae","Octomeria","alexandri","Octomeria alexandri","Schltr.","Waechter, JL","Waechter, JL","1030","1978","11","17","Brasil","RS","Torres","-49.7268981933594","-29.3353004455566","20837","ICN00040519",NA,"auto",NA,"América do Sul","Faxinal",NA,NA,NA,NA,"Epifítica a 9 m de altura, flores amarelas.; Interior de mata paludosa",NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-02-08 12:52:19-03","UFRGS","ICN","066733","S","Plantae","Monocotyledon","Orchidaceae","Octomeria","alexandri","Octomeria alexandri","Schltr.","Waechter, JL","Waechter, JL","2180","1986","05","06","Brasil","RS","Torres","-49.7268981933594","-29.3353004455566","20837","ICN00040520",NA,"auto","1986","América do Sul","Campo Bonito",NA,NA,NA,NA,"Epífito com flores amarelas, pétalas com margem apical purpúrea.; Interior de mata turfosa",NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2019-11-21 10:13:36-03","IBt","SP","40495","S","Plantae",NA,"Orchidaceae","Octomeria","alexandri","Octomeria alexandri","Schltr.","Handro, O","Gehrt, A","s.n.","1934","04",NA,"Brasil","São Paulo",NA,NA,NA,NA,NA,NA,NA,"1955",NA,"Estação Campo Grande (linha São Paulo-Santos), Estação Biológica",NA,NA,NA,NA,NA,"07",NA,NA,NA,NA,NA,NA,NA,NA
"39","2019-11-21 10:13:36-03","IBt","SP","59135","S","Plantae",NA,"Orchidaceae","Octomeria","alexandri","Octomeria alexandri","Schltr.","Handro, O","Handro, O","411","1954","10","26","Brasil","São Paulo",NA,NA,NA,NA,NA,NA,NA,"1961",NA,"Estação Campo Grande (linha São Paulo-Santos), mata da Estação Biológica",NA,NA,NA,NA,NA,"10",NA,NA,NA,NA,NA,NA,NA,NA
"40","2019-11-21 10:13:36-03","IBt","SP","93590","S","Plantae",NA,"Orchidaceae","Octomeria","alexandri","Octomeria alexandri","Schltr.","Handro, O","Handro, O","546","1966","05",NA,"Brasil","São Paulo",NA,NA,NA,NA,NA,NA,NA,"1966",NA,"Estação Campo Grande (17-XI-1955)",NA,NA,NA,NA,NA,"05",NA,NA,NA,NA,NA,NA,NA,NA
"41","2019-11-21 10:13:36-03","IBt","SP","356958","S","Plantae",NA,"Orchidaceae","Octomeria","alexandri","Octomeria alexandri","Schltr.","Santos, TF","Nicolau, SA; Braz, JD; Borges, MRF; Vanderlei, V","2832","2001","04","25","Brasil","São Paulo","Salesópolis","-45.8400001525879","-23.5300006866455","18032",NA,NA,"auto","2016",NA,"Bacia do Paraitinga, próximo ao eixo da barragem, mata de encosta.",NA,NA,NA,NA,NA,"07","14",NA,NA,NA,NA,NA,NA,NA
"42","2020-11-05 09:52:28-03","IBt","SP","237274","S","Plantae",NA,"Orchidaceae","Octomeria","alexandri","Octomeria alexandri","Schltr.","Barros, F","Barros, F","328","1980","08","27","Brasil","São Paulo","Santo André","-46.5299987792969","-23.6599998474121","27258",NA,NA,"auto","2002",NA,"E.B. do Alto da Serra de Paranapiacaba",NA,NA,NA,NA,NA,"06",NA,NA,NA,NA,NA,NA,NA,NA
"43","2020-04-01 15:12:11-03","A","HU-HERB","A 02173719","PreservedSpecimen","Plantae",NA,"Orchidaceae","Octomeria","alexandri","Octomeria alexandri","Schlechter",NA,"G. P. Lewis, A. de Carvalho & J. L. Hage","897","1981","12","19","Brazil","Bahia",NA,NA,NA,NA,NA,NA,NA,NA,"South America","Mun. de Palmeiras, Morro do Pai Inácio km 224 da rodovia BR 242",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"897","undetermined","Sheet"
