"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","class","relatedCatalogItem","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","typeStatus","fieldNumber","individualCount","verbatimLongitude","verbatimLatitude","maximumElevationInMeters"
"27","2021-04-07 11:40:39-03","UFMS","CGMS","44443","PreservedSpecimen","Plantae",NA,NA,"Anacardiaceae","Astronium","balansae","Astronium balansae","Engl.",NA,"R.A. Záchia; G. Vendruscolo; E. Bicca","4545","1999","05","01",NA,"Brasil","Rio Grande do Sul","São Borja","Bairro do Passo.","-56.0043983459473","-28.6606006622314",NA,NA,"Flor ausente.","CGMS1074408",NA,NA,NA,"75549","auto","2020",NA,NA,NA,NA,NA,NA,NA,NA
"28","2019-08-20 10:02:27-03","UNICAMP","UEC","75798","S","Plantae","Magnoliopsida",NA,"Anacardiaceae","Myracrodruon","balansae","Myracrodruon balansae","(Engl.) D.A.Santin","Santin, DA","Rumiz, RI","192","1982","01","08",NA,"Argentina","Corrientes","San Luis del Palmar","Aº Riachuelito, confluencia con Riachuelo",NA,NA,NA,NA,NA,"UEC066645","UEC066645",NA,NA,NA,NA,"1989","04","20",NA,NA,NA,NA,NA,NA
"29","2019-08-20 10:02:27-03","UNICAMP","UEC","75800","S","Plantae","Magnoliopsida",NA,"Anacardiaceae","Myracrodruon","balansae","Myracrodruon balansae","(Engl.) D.A.Santin","Santin, DA","Schinini, A","24043","1984","03","10",NA,"Paraguay","Cordillera","Tobatí","Cordillera de Altos",NA,NA,NA,NA,"Cultivado en el pueblo. Arbol 10m alt.","UEC066647","UEC066647",NA,NA,NA,NA,"1989","04","20",NA,NA,NA,NA,NA,NA
"30","2013-04-01 09:15:13-03","IPT","BCTW","230","S","Plantae","Magnoliophyta",NA,NA,"Astronium","balansae","Astronium balansae","Engl.",NA,NA,NA,NA,NA,NA,NA,"Argentina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2013-04-01 09:15:13-03","IPT","BCTW","228","S","Plantae","Magnoliophyta",NA,NA,"Astronium","balansae","Astronium balansae","Engl.",NA,NA,NA,NA,NA,NA,NA,"Argentina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2013-04-01 09:15:13-03","IPT","BCTW","229","S","Plantae","Magnoliophyta",NA,NA,"Astronium","balansae","Astronium balansae","Engl.",NA,NA,NA,NA,NA,NA,NA,"Argentina","Corrientes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2013-04-01 09:15:13-03","IPT","BCTW","231","S","Plantae","Magnoliophyta",NA,NA,"Astronium","balansae","Astronium balansae","Engl.",NA,NA,NA,NA,NA,NA,NA,"Brasil","São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2013-04-01 09:15:13-03","IPT","BCTW","7326","S","Plantae","Magnoliophyta",NA,NA,"Astronium","balansae","Astronium balansae","Engl.",NA,NA,NA,NA,NA,NA,NA,"Brasil","Rio Grande do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2013-04-01 09:15:13-03","IPT","BCTW","232","S","Plantae","Magnoliophyta",NA,NA,"Astronium","balansae","Astronium balansae","Engl.",NA,NA,NA,NA,NA,NA,NA,"Brasil","Rio Grande do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2013-04-01 09:15:13-03","IPT","BCTW","233","S","Plantae","Magnoliophyta",NA,NA,"Astronium","balansae","Astronium balansae","Engl.",NA,NA,NA,NA,NA,NA,NA,"Brasil","Rio Grande do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-02-11 16:52:48-03","UFSM","SMDB","12464","S","Plantae",NA,NA,"Anacardiaceae","Myracrodruon","balansae","Myracrodruon balansae","(Engl.) D.A. Santin","Záchia, R.A","Záchia, R.A; Vendrusculo, G; Bicca, E","4545","1999","05","01",NA,"Brasil","Rio Grande do Sul","São Borja","Bairro do Passo","-56.0043983459473","-28.6606006622314",NA,NA,"Nome: pau-ferro. Pesquisa Etnobotânica jujeiro Edson Bicca","SMDB012464",NA,NA,NA,"75549","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-12-21 16:11:38-03","MBM","MBM","147309","PreservedSpecimen","Plantae",NA,NA,"Anacardiaceae","Astronium","balansae","Astronium balansae","Engl.",NA,"Pedersen, T.M.","8736","1967","12","28","Southern America","Argentina",NA,NA,NA,NA,NA,NA,NA,NA,"MBM147309","MBM147309",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2020-12-21 16:11:38-03","MBM","MBM","102390","PreservedSpecimen","Plantae",NA,NA,"Anacardiaceae","Astronium","balansae","Astronium balansae","Engl.","Gillis, W.T.","Gerling, G.F.","6801","1900","09","26","Southern America","Argentina",NA,NA,"Brasil",NA,NA,NA,NA,NA,"MBM102390","MBM102390",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-12-21 16:11:38-03","MBM","MBM","102391","PreservedSpecimen","Plantae",NA,NA,"Anacardiaceae","Astronium","balansae","Astronium balansae","Engl.",NA,"Montes, J.E.","835","1948","02","02","Southern America","Argentina",NA,NA,NA,NA,NA,NA,NA,NA,"MBM102391","MBM102391",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-12-21 16:11:38-03","MBM","MBM","16796","PreservedSpecimen","Plantae",NA,NA,"Anacardiaceae","Astronium","balansae","Astronium balansae","Engl.",NA,"Anzotegui; et al.; et al.","59","1970","01","15","Southern America","Argentina",NA,NA,NA,NA,NA,NA,NA,NA,"MBM016796","MBM016796",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2020-12-21 16:11:38-03","MBM","MBM","16797","PreservedSpecimen","Plantae",NA,NA,"Anacardiaceae","Astronium","balansae","Astronium balansae","Engl.",NA,"Anzotegui; Luisa; Luisa","62","1970","02","14","Southern America","Argentina",NA,NA,NA,NA,NA,NA,NA,NA,"MBM016797","MBM016797",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2020-12-21 16:11:38-03","MBM","MBM","55966","PreservedSpecimen","Plantae",NA,NA,"Anacardiaceae","Astronium","balansae","Astronium balansae","Engl.",NA,"Maidana, J.I.","161","1975","12","26","Southern America","Argentina",NA,NA,NA,NA,NA,NA,NA,NA,"MBM055966","MBM055966",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2020-12-21 16:11:38-03","MBM","MBM","95980","PreservedSpecimen","Plantae",NA,NA,"Anacardiaceae","Astronium","balansae","Astronium balansae","Engl.","Schinini, A.","Schinini, A.","24043","1984","03","10","Southern America","Paraguay",NA,NA,NA,NA,NA,NA,NA,NA,"MBM095980","MBM095980",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2015-10-28 22:16:12-02","MNHN","RECOLNAT_MNHN_P","P01817778","PreservedSpecimen",NA,NA,NA,"Anacardiaceae","Astronium","balansae","Astronium balansae","Engl.",NA,"Balansa, B.",NA,"1876","1","13",NA,"paraguay",NA,NA,"Base du Cerro Peron, près de Paraguari",NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01817778' target='other'> <mi>dwc_moreinfo</mi></a>","P01817778","P01817778_01",NA,NA,NA,NA,NA,NA,NA,"syntype","2526",NA,NA,NA,NA
"46","2017-04-20 11:25:43-03","MNHN","RECOLNAT_MNHN_P","P01817779","PreservedSpecimen",NA,NA,NA,"Anacardiaceae","Astronium","balansae","Astronium balansae","Engl.",NA,"Balansa, B.",NA,"1876","1","13",NA,"paraguay",NA,NA,"Base du Cerro Peron, près de Paraguari",NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01817779' target='other'> <mi>dwc_moreinfo</mi></a>","P01817779","P01817779_01",NA,NA,NA,NA,NA,NA,NA,"syntype","2526",NA,NA,NA,NA
"47","2010-08-23 13:02:00-03","MO","MOBOT","2406803","PreservedSpecimen","Plantae",NA,NA,"Anacardiaceae","Astronium","balansae","Astronium balansae","Engl.",NA,"Teodore Meyer","Meyer 6005","1944","2","16","South America","Argentina","Misiones","Capital","Posadas","-55.9","-27.3833333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"48","2020-07-08 11:32:00-03","MO","MOBOT","2406817","PreservedSpecimen","Plantae",NA,NA,"Anacardiaceae","Astronium","balansae","Astronium balansae","Engl.",NA,"L. Denis","Denis 6","1918",NA,NA,"South America","Argentina","Misiones","San Ignacio","San Ignacio","-55.5333333","-27.2666667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"49","2011-10-05 10:12:00-03","MO","MOBOT","2406752","PreservedSpecimen","Plantae",NA,NA,"Anacardiaceae","Astronium","balansae","Astronium balansae","Engl.","Fortunato, R. H.","Renée H. Fortunato|A. D'Agostini|Alejandro J. Martínez|H. Lopez","Fortunato 6319","1999","12","8","South America","Argentina","Chaco","Bermejo","4 km al N de La Leonesa por RP 1.","-58.9666667","-27.1166667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"50","2015-01-10 23:01:00-02","MO","MOBOT","2406769","PreservedSpecimen","Plantae",NA,NA,"Anacardiaceae","Astronium","balansae","Astronium balansae","Engl.",NA,"G.F. Gerling","Gerling 6801","1900","9","26","South America","Argentina","Misiones","Capital","Posadas","-55.9","-27.38333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2015-01-10 23:01:00-02","MO","MOBOT","2406789","PreservedSpecimen","Plantae",NA,NA,"Anacardiaceae","Astronium","balansae","Astronium balansae","Engl.",NA,"G.F. Gerling","Gerling 6808","1900","9","26","South America","Argentina","Misiones","Capital","Posadas","-55.9","-27.38333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2020-09-29 12:31:00-03","MO","MOBOT","1054232","PreservedSpecimen","Plantae",NA,NA,"Anacardiaceae","Astronium","balansae","Astronium balansae","Engl.","J.D. Mitchell","Teodoro Rojas","Rojas 3460A","1919","2",NA,"South America","Paraguay","Paraguarí",NA,"Calistro.","-57.1333333","-25.7666667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"53","2019-03-07 11:31:00-03","MO","MOBOT","159404","PreservedSpecimen","Plantae",NA,NA,"Anacardiaceae","Astronium","balansae","Astronium balansae","Engl.","J.D. Mitchell (NY)","Elsa M. Zardini|Tulio Tillería","Zardini 35238","1993","2","24","South America","Paraguay","Central",NA,"Estero del Ypoá. 8 km S of Puerto Guyrati, around Arroyo Surubiy. Inundated savanna and forest patches.","-57.6333333","-25.65",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"808","4",NA,NA,NA
"54","2016-11-15 05:15:00-02","MO","MOBOT","2188808","PreservedSpecimen","Plantae",NA,NA,"Anacardiaceae","Astronium","balansae","Astronium balansae","Engl.",NA,"Antonio C. Krapovickas","Krapovickas 1063","1945","1","7","South America","Argentina","Formosa",NA,"Mojón de Fierro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2014-02-09 13:30:00-02","MO","MOBOT","2188850","PreservedSpecimen","Plantae",NA,NA,"Anacardiaceae","Astronium","balansae","Astronium balansae","Engl.",NA,"G. Grüner","Grüner 1100",NA,NA,NA,"South America","Argentina","Misiones","Candelaria","Bosque del Roca, Loreto","-55.53333","-27.31666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
