"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","phylum","order","continentOcean","preparationType","yearIdentified","coordinatePrecision","geoFlag","class","relatedCatalogItem","monthIdentified","dayIdentified","individualCount","fieldNumber","typeStatus","infraspecificEpithet"
"11","2021-03-15 16:37:00-03","NY","NYBG","01179348","PreservedSpecimen","Plantae","Calyceraceae","Acicarpha","tribuloides","Acicarpha tribuloides","Juss.","J. A. Kallunki","J. E. Leite","735","1941","12",NA,"Brazil","Rio Grande do Sul",NA,"São Salvador",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1391199' target='other'> <mi>dwc_moreinfo</mi></a>","NY01179348","NY01179348_01","Magnoliophyta","Asterales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2016-09-27 02:52:00-03","NY","NYBG","639171","PreservedSpecimen","Plantae","Calyceraceae","Acicarpha","tribuloides","Acicarpha tribuloides",NA,NA,"M. Terribile","354","1946","11","19","Argentina","Tucumán",NA,"Dep. Capital. Manantial",NA,NA,NA,NA,NA,NA,"Plan  Genera et Species Plantarum Argentinarum  <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=372201' target='other'> <mi>dwc_moreinfo</mi></a>","NY00639171",NA,"Magnoliophyta","Asterales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","639169","PreservedSpecimen","Plantae","Calyceraceae","Acicarpha","tribuloides","Acicarpha tribuloides","Juss.","S. F. Smith","L. Scur","253","1999","12","01","Brazil","Rio Grande do Sul","Caxias do Sul","Fazenda Souza","-51.1792","-29.1683",NA,NA,"780","780","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=372199' target='other'> <mi>dwc_moreinfo</mi></a>","NY00639169","NY00639169_01","Magnoliophyta","Asterales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","01131501","PreservedSpecimen","Plantae","Calyceraceae","Acicarpha","tribuloides","Acicarpha tribuloides","Juss.","L. B. Smith","R. Reitz","17787","1965","12","16","Brazil","Paraná","Guarapuava","Fazenda Campo Real, Guarapuava","-51.4581","-25.3956",NA,NA,"1000","1000","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1275656' target='other'> <mi>dwc_moreinfo</mi></a>","NY01131501","NY01131501_01","Magnoliophyta","Asterales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-30 12:36:25-03","EAO","IAN","126620","PreservedSpecimen","Plantae","Calyceraceae","Acicarpha","tribuloides","Acicarpha tribuloides","Juss.",NA,"Bartlett, HH","19256","1942","12","19","Argentina",NA,NA,"Coastal Marsh. San Isidro, Província de Buenos Aires.",NA,NA,NA,NA,NA,NA,NA,"IAN126620",NA,"Dicotiledônea",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-30 12:36:25-03","EAO","IAN","87373","PreservedSpecimen","Plantae","Calyceraceae","Acicarpha","tribuloides","Acicarpha tribuloides","Juss.","Andrade-Lima, D de","Reitz, R; Padre","2702","1948","12","22","Brasil","Santa Catarina",NA,"Bom Retiro. Campo dos Padres.",NA,NA,NA,NA,NA,NA,"Ruderal. Flor branca.","IAN087373",NA,"Dicotiledônea",NA,"Southern America",NA,"1964",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2020-11-26 18:07:30-03","CPAN-UFMS","COR","667","PreservedSpecimen","Plantae","Calyceraceae","Acicarpha","tribuloides","Acicarpha tribuloides","Juss.",NA,"Edgar Cardoso dos Santos","110","1969","12","20","Brasil","Rio Grande do Sul","Pelotas",NA,"-52.3424987792969","-31.771900177002",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"51462","auto",NA,NA,NA,NA,NA,NA,NA,NA
"18","2020-02-08 08:47:02-03","NBC","NL-BOTANY","L.2998562","PreservedSpecimen","Plantae","Calyceraceae","Acicarpha","tribuloides","Acicarpha tribuloides","A.L.Junsiea","Pedersen TM","Pedersen TM",NA,"1969","10","09","Argentina","Corrientes",NA,NA,NA,NA,NA,NA,NA,NA,"Disturbed ground.<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2998562 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2998562","NL-L2998562",NA,"Asterales","Southern America",NA,NA,NA,NA,"Magnoliopsidae","L 0832243",NA,NA,NA,NA,NA,NA
"19","2020-02-08 08:47:02-03","NBC","NL-BOTANY","L.2998564","PreservedSpecimen","Plantae","Calyceraceae","Acicarpha","tribuloides","Acicarpha tribuloides","A.L.Junsiea","Pedersen TM","Pedersen TM",NA,"1979","10","03","Argentina","Corrientes",NA,NA,NA,NA,NA,NA,NA,NA,"Weed by the roadside.<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2998564 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2998564","NL-L2998564",NA,"Asterales","Southern America",NA,NA,NA,NA,"Magnoliopsidae","L 0832241",NA,NA,NA,NA,NA,NA
"20","2020-02-08 08:47:02-03","NBC","NL-BOTANY","U.1180422","PreservedSpecimen","Plantae","Calyceraceae","Acicarpha","tribuloides","Acicarpha tribuloides","A.L.Junsiea",NA,"Lindeman JC",NA,"1980","12","22","Brazil",NA,NA,"Brasiliensis, Rio Grande do Sul, Embrap- UEPAE, former Faz. 5 Cruzes, 10 km SE of Bage.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1180422 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1180422","NL-U1180422",NA,"Asterales","Southern America",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"21","2020-02-08 08:47:02-03","NBC","NL-BOTANY","U.1180423","PreservedSpecimen","Plantae","Calyceraceae","Acicarpha","tribuloides","Acicarpha tribuloides","A.L.Junsiea",NA,"Lindeman JC",NA,"1980","12","22","Brazil",NA,NA,"Brasiliensis, Rio Grande do Sul, Embrap- UEPAE, former Faz. 5 Cruzes, 10 km SE of Bage.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1180423 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1180423","NL-U1180423",NA,"Asterales","Southern America",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"22","2020-02-08 08:47:02-03","NBC","NL-BOTANY","U.1180425","PreservedSpecimen","Plantae","Calyceraceae","Acicarpha","tribuloides","Acicarpha tribuloides","A.L.Junsiea",NA,"Renvoize SA; Wilmot-Dear CM; Zuloaga FO",NA,"1978","10","03","Uruguay",NA,NA,"Salto Grande, R. Uruguay. Casa Piedra.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1180425 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1180425","NL-U1180425",NA,"Asterales","Southern America",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"23","2020-02-08 08:47:02-03","NBC","NL-BOTANY","U.1180426","PreservedSpecimen","Plantae","Calyceraceae","Acicarpha","tribuloides","Acicarpha tribuloides","A.L.Junsiea",NA,"Pedersen TM",NA,"1947","11","11","Argentina",NA,NA,"Corrientes ; Estancia. Santa Teresa.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1180426 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1180426","NL-U1180426",NA,"Asterales","Southern America",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"24","2020-02-08 08:47:02-03","NBC","NL-BOTANY","U.1180427","PreservedSpecimen","Plantae","Calyceraceae","Acicarpha","tribuloides","Acicarpha tribuloides","A.L.Junsiea",NA,"Rodriguez",NA,"1912","11","10","Argentina",NA,NA,"buenos Aires. Quilmes.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1180427 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1180427","NL-U1180427",NA,"Asterales","Southern America",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"25","2020-02-08 08:47:02-03","NBC","NL-BOTANY","U.1180428","PreservedSpecimen","Plantae","Calyceraceae","Acicarpha","tribuloides","Acicarpha tribuloides","A.L.Junsiea",NA,"Herter WG",NA,"1924","10","01","Uruguay",NA,NA,"Montevideo. Santiago Vasquez.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1180428 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1180428","NL-U1180428",NA,"Asterales","Southern America",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"26","2020-02-08 08:47:02-03","NBC","NL-BOTANY","L.2998563","PreservedSpecimen","Plantae","Calyceraceae","Acicarpha","tribuloides","Acicarpha tribuloides","A.L.Junsiea",NA,"Wasum R; Smith SF",NA,"1999","11","21","Brazil","Rio Grande do Sul",NA,"Sao Francisco de Paula-estrade para Taquara.","-50.621944","-29.458611","-50.621944","-29.458611",NA,NA,"Junto a rochedos.<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2998563 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2998563","NL-L2998563",NA,"Asterales","Southern America",NA,NA,NA,NA,"Magnoliopsidae","L 0832242",NA,NA,NA,NA,NA,NA
"27","2020-11-04 11:04:13-03","ESALQ","ESA","31272","PreservedSpecimen","Plantae","Calyceraceae","Acicarpha","tribuloides","Acicarpha tribuloides","Juss.","Jarenkow, J.A.","Jarenkow, J.A. ; Waechter, J.L.","1401.0","1989","10","31","Brasil","Rio Grande do Sul","Camaquã",NA,"-51.812198638916","-30.8511009216309",NA,NA,NA,NA,NA,"ESA031272","ESA031272","Magnoliophyta",NA,NA,NA,NA,"49429","auto",NA,NA,NA,NA,NA,NA,NA,NA
"28","2020-11-04 11:04:13-03","ESALQ","ESA","33399","PreservedSpecimen","Plantae","Calyceraceae","Acicarpha","tribuloides","Acicarpha tribuloides","Juss.","Jarenkow, J.A.","Jarenkow, J.A.","1696.0","1990","08","26","Brasil","Rio Grande do Sul","Pelotas",NA,"-52.3424987792969","-31.771900177002",NA,NA,NA,NA,NA,"ESA033399","ESA033399","Magnoliophyta",NA,NA,NA,NA,"51462","auto",NA,NA,NA,NA,NA,NA,NA,NA
"29","2020-11-04 11:04:13-03","ESALQ","ESA","102040","PreservedSpecimen","Plantae","Calyceraceae","Acicarpha","tribuloides","Acicarpha tribuloides",NA,"Scaramuzza, C.A.M.","Scaramuzza, C.A.M.","951.0","1993","06","23","Brasil","São Paulo","Itararé",NA,"-49.3400001525879","-24.1100006103516",NA,NA,NA,NA,NA,"ESA102040","ESA102040","Magnoliophyta",NA,NA,NA,"2003","27729","auto",NA,NA,"08","01",NA,NA,NA,NA
"30","2020-11-04 11:04:13-03","ESALQ","ESA","102042","PreservedSpecimen","Plantae","Calyceraceae","Acicarpha","tribuloides","Acicarpha tribuloides",NA,"Scaramuzza, C.A.M.","Scaramuzza, C.A.M.","949.0","1993","06","26","Brasil","São Paulo","Itararé",NA,"-49.3400001525879","-24.1100006103516",NA,NA,NA,NA,NA,"ESA102042","ESA102042","Magnoliophyta",NA,NA,NA,"2003","27729","auto",NA,NA,"08","01",NA,NA,NA,NA
"31","2015-07-02 14:01:20-03","JBP","HPL","10068","S","Plantae","Calyceraceae","Acicarpha","tribuloides","Acicarpha tribuloides","Juss.","L. Rossi","E.R. Salviani","710","1999","12","01","Brasil","RS","Passo Fundo","Coletado na EMBRAPA; planta invasora de pastagens.","-52.4067","-28.2628",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2001","25060","auto",NA,NA,"02","10",NA,NA,NA,NA
"32","2019-02-15 11:35:55-02","IPA","IPA","12407","S","Plantae","Calyceraceae","Acicarpha","tribuloides","Acicarpha tribuloides","Juss.",NA,"Andrade-Lima","60-3584","1960","11","03","Argentina","Tafi del Vale",NA,"nos campos dos arredores.",NA,NA,NA,NA,NA,NA,"Flor creme.","IPA0012407",NA,"Plantae",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2019-08-27 13:26:15-03","IAP","PACA-AGP","62120","PreservedSpecimen","Plantae","Calyceraceae","Acicarpha","tribuloides","Acicarpha tribuloides","Juss.","Emrich-Rambo","Camargo, O. R.","2026","1957","10","13","Brasil","RS","Garibaldi",NA,"-51.5335998535156","-29.2560997009277",NA,NA,NA,NA,"Habitat: in humidis Fenofase: flor","PACA062120",NA,"Magnoliophyta","Dipsacales",NA,NA,"1958","25074","auto","Liliatae",NA,"09","28",NA,NA,NA,NA
"34","2019-08-27 13:26:15-03","IAP","PACA-AGP","3021","PreservedSpecimen","Plantae","Calyceraceae","Acicarpha","tribuloides","Acicarpha tribuloides","Juss.","Emrich-Rambo","Rambo, B.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fenofase: flor","PACA003021",NA,"Magnoliophyta","Dipsacales",NA,NA,"1954",NA,NA,"Liliatae",NA,"05","20",NA,NA,NA,NA
"35","2019-08-27 13:26:15-03","IAP","PACA-AGP","33577","PreservedSpecimen","Plantae","Calyceraceae","Acicarpha","tribuloides","Acicarpha tribuloides","Juss.","B. Rosengurtt","B. Rosengurtt",NA,"1945","11","29","uruguai",NA,NA,"Salto - Santo Antonio",NA,NA,NA,NA,NA,NA,"Habitat: in graminosis Fenofase: flor e fruto","PACA033577",NA,"Magnoliophyta","Dipsacales",NA,NA,"1954",NA,NA,"Liliatae",NA,"05","20",NA,NA,NA,NA
"36","2019-08-27 13:26:15-03","IAP","PACA-AGP","60166","PreservedSpecimen","Plantae","Calyceraceae","Acicarpha","tribuloides","Acicarpha tribuloides","Juss.","Emrich-Rambo","Rambo, B.",NA,"1957","01","23","Brasil","SC",NA,"Campo dos Padres",NA,NA,NA,NA,NA,NA,"Habitat: in humidis graminosis Fenofase: flor e fruto","PACA060166",NA,"Magnoliophyta","Dipsacales",NA,NA,"1957",NA,NA,"Liliatae",NA,"05","01",NA,NA,NA,NA
"37","2019-08-27 13:26:15-03","IAP","PACA-AGP","8762","PreservedSpecimen","Plantae","Calyceraceae","Acicarpha","tribuloides","Acicarpha tribuloides","Juss.","Emrich-Rambo","Rambo, B.",NA,"1942","01","15","Brasil","RS","Bom Jesus",NA,"-50.4166984558105","-28.6678009033203",NA,NA,NA,NA,"Habitat: in humidis graminosis Fenofase: flor","PACA008762",NA,"Magnoliophyta","Dipsacales",NA,NA,"1954","55856","auto","Liliatae",NA,"05","20",NA,NA,NA,NA
"38","2019-08-27 13:26:15-03","IAP","PACA-AGP","8565","PreservedSpecimen","Plantae","Calyceraceae","Acicarpha","tribuloides","Acicarpha tribuloides","Juss.","Emrich-Rambo","Rambo, B.",NA,"1942","01","13","Brasil","RS","Bom Jesus","Rio dos Touros","-50.4166984558105","-28.6678009033203",NA,NA,NA,NA,"Habitat: in humidis graminosis Fenofase: flor","PACA008565",NA,"Magnoliophyta","Dipsacales",NA,NA,"1954","55856","auto","Liliatae",NA,"05","20",NA,NA,NA,NA
"39","2019-08-27 13:26:15-03","IAP","PACA-AGP","53765","PreservedSpecimen","Plantae","Calyceraceae","Acicarpha","tribuloides","Acicarpha tribuloides","Juss.","Emrich-Rambo","Rambo, B.",NA,"1953","02","03","Brasil","RS","Bom Jesus","Serra da Rocinha","-50.4166984558105","-28.6678009033203",NA,NA,NA,NA,"Habitat: in humidis graminosis Fenofase: flor e fruto","PACA053765",NA,"Magnoliophyta","Dipsacales",NA,NA,"1954","55856","auto","Liliatae",NA,"05","19",NA,NA,NA,NA
"40","2019-08-27 13:26:15-03","IAP","PACA-AGP","32444","PreservedSpecimen","Plantae","Calyceraceae","Acicarpha","tribuloides","Acicarpha tribuloides","Juss.","Emrich-Rambo","Rambo, B.",NA,"1946","02","28","Brasil","RS","Bom Jesus","Serra da Rocinha","-50.4166984558105","-28.6678009033203",NA,NA,NA,NA,"Habitat: in humidis graminosis Fenofase: flor e fruto","PACA032444",NA,"Magnoliophyta","Dipsacales",NA,NA,"1954","55856","auto","Liliatae",NA,"05","20",NA,NA,NA,NA
"41","2019-08-27 13:26:15-03","IAP","PACA-AGP","59605","PreservedSpecimen","Plantae","Calyceraceae","Acicarpha","tribuloides","Acicarpha tribuloides","Juss.","Emrich-Rambo","Camargo, O. R.","810","1956","09","26","Brasil","RS","Farroupilha",NA,"-51.3478012084961","-29.2250003814697",NA,NA,NA,NA,"Habitat: in humidis graminosis Fenofase: flor","PACA059605",NA,"Magnoliophyta","Dipsacales",NA,NA,"1957","19545","auto","Liliatae",NA,"05","02",NA,NA,NA,NA
"42","2019-08-27 13:26:15-03","IAP","PACA-AGP","62146","PreservedSpecimen","Plantae","Calyceraceae","Acicarpha","tribuloides","Acicarpha tribuloides","Juss.","Emrich-Rambo","Camargo, O. R.","1992","1957","10","08","Brasil","RS","Farroupilha",NA,"-51.3478012084961","-29.2250003814697",NA,NA,NA,NA,"Habitat: in incultis Fenofase: flor","PACA062146",NA,"Magnoliophyta","Dipsacales",NA,NA,"1958","19545","auto","Liliatae",NA,"09","28",NA,NA,NA,NA
"43","2019-08-27 13:26:15-03","IAP","PACA-AGP","45668","PreservedSpecimen","Plantae","Calyceraceae","Acicarpha","tribuloides","Acicarpha tribuloides","Juss.","Emrich-Rambo","Rambo, B.",NA,"1950","02","07","Brasil","RS","Farroupilha","Santa Rita","-51.3478012084961","-29.2250003814697",NA,NA,NA,NA,"Habitat: in humidis graminosis Fenofase: flor e fruto","PACA045668",NA,"Magnoliophyta","Dipsacales",NA,NA,"1954","19545","auto","Liliatae",NA,"05","20",NA,NA,NA,NA
"44","2019-08-27 13:26:15-03","IAP","PACA-AGP","40349","PreservedSpecimen","Plantae","Calyceraceae","Acicarpha","tribuloides","Acicarpha tribuloides","Juss.","Emrich-Rambo","Rambo, B.",NA,"1949","01","29","Brasil","RS","Farroupilha","Santa Rita","-51.3478012084961","-29.2250003814697",NA,NA,NA,NA,"Habitat: in humidis graminosis Fenofase: flor e fruto","PACA040349",NA,"Magnoliophyta","Dipsacales",NA,NA,"1954","19545","auto","Liliatae",NA,"05","19",NA,NA,NA,NA
"45","2019-08-27 13:26:15-03","IAP","PACA-AGP","11427","PreservedSpecimen","Plantae","Calyceraceae","Acicarpha","tribuloides","Acicarpha tribuloides","Juss.","Emrich-Rambo","E. Friderichs",NA,"1943","01",NA,"Brasil","RS","Lagoa Vermelha",NA,"-51.5257987976074","-28.2085990905762",NA,NA,NA,NA,"Habitat: in humidis graminosis Fenofase: flor","PACA011427",NA,"Magnoliophyta","Dipsacales",NA,NA,"1954","42261","auto","Liliatae",NA,"05","20",NA,NA,NA,NA
"46","2019-08-27 13:26:15-03","IAP","PACA-AGP","11426","PreservedSpecimen","Plantae","Calyceraceae","Acicarpha","tribuloides","Acicarpha tribuloides","Juss.","Emrich-Rambo","E. Friderichs",NA,"1943","01",NA,"Brasil","RS","Lagoa Vermelha",NA,"-51.5257987976074","-28.2085990905762",NA,NA,NA,NA,"Habitat: in humidis graminosis Fenofase: flor","PACA011426",NA,"Magnoliophyta","Dipsacales",NA,NA,"1954","42261","auto","Liliatae",NA,"05","20",NA,NA,NA,NA
"47","2019-08-27 13:26:15-03","IAP","PACA-AGP","34277","PreservedSpecimen","Plantae","Calyceraceae","Acicarpha","tribuloides","Acicarpha tribuloides","Juss.","Emrich-Rambo","E. Friderichs",NA,"1947","12",NA,"Brasil","RS","Montenegro","Kappesberg","-51.4611015319824","-29.6886005401611",NA,NA,NA,NA,"Habitat: in humidis graminosis Fenofase: flor","PACA034277",NA,"Magnoliophyta","Dipsacales",NA,NA,"1954","21601","auto","Liliatae",NA,"05","20",NA,NA,NA,NA
"48","2019-08-27 13:26:15-03","IAP","PACA-AGP","35595","PreservedSpecimen","Plantae","Calyceraceae","Acicarpha","tribuloides","Acicarpha tribuloides","Juss.","Emrich-Rambo","Henz, E.",NA,"1946","12","20","Brasil","RS","Montenegro","Kappesberg","-51.4611015319824","-29.6886005401611",NA,NA,NA,NA,"Habitat: in humidis graminosis Fenofase: flor e fruto","PACA035595",NA,"Magnoliophyta","Dipsacales",NA,NA,"1954","21601","auto","Liliatae",NA,"05","20",NA,NA,NA,NA
"49","2019-08-27 13:26:15-03","IAP","PACA-AGP","47859","PreservedSpecimen","Plantae","Calyceraceae","Acicarpha","tribuloides","Acicarpha tribuloides","Juss.","Emrich-Rambo","Sehnem, A.","2208","1946","10","15","Brasil","RS","Montenegro","Kappesberg","-51.4611015319824","-29.6886005401611",NA,NA,NA,NA,"Habitat: in humidis graminosis Fenofase: flor","PACA047859",NA,"Magnoliophyta","Dipsacales",NA,NA,"1954","21601","auto","Liliatae",NA,"05","20",NA,NA,NA,NA
