"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","typeStatus","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","dayIdentified","coordinatePrecision","geoFlag","fieldNumber","individualCount","class"
"11","2021-03-24 17:09:10-03","UFES","SAMES","2469","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Inga","unica","Inga unica","Barneby & J.W.Grimes","Chagas,A.P.","Menezes,L.F.T.","1996","2012","05","28",NA,"Brasil","Espírito Santo","Sooretama","Reserva Biológica de Sooretama. Floresta alta de tabuleiro.","-40.0978012084961","-19.1968994140625",NA,"Árvore de 7m, com frutos verdes.","SAMES02469",NA,NA,"2014","07","-400066667.0","-190038889.0",NA,NA,"24","33715","auto",NA,NA,NA
"12","2020-04-27 16:09:56-03","UFES","VIES","32004","S","Plantae",NA,NA,"Fabaceae","Inga","unica","Inga unica","Barneby & J.W.Grimes","Chagas, A.P.","Demuner, V.; Magnago, L.F.S.; Cruz, T. & Bausen, E.","2957","2006","10","18",NA,"Brasil","Espírito Santo","Águia Branca","Santa Luzia.","-40.7402992248535","-18.9831008911133",NA,NA,"VIES032004","VIES032004",NA,"2013","07",NA,NA,NA,NA,"10","19701","auto",NA,NA,NA
"13","2020-04-27 16:09:56-03","UFES","VIES","35314","S","Plantae",NA,NA,"Fabaceae","Inga","unica","Inga unica","Barneby & J.W.Grimes","A.P. Chagas","Manhães, V.C.","491","2014","01","26",NA,"Brasil","Espírito Santo","Alegre",NA,"-41.5331001281738","-20.763599395752",NA,NA,"VIES035314","VIES035314",NA,"2020","04",NA,NA,NA,NA,"19","26101","auto",NA,NA,NA
"14","2019-06-27 10:25:07-03","UFES","VIES","5100","S","Plantae",NA,NA,"Fabaceae","Inga","unica","Inga unica","Barneby & J.W.Grimes",NA,"Gomes, J.M.L.","1131","1990","05","26",NA,"Brasil","Espírito Santo","Ibiraçu","Estação Ecológica Morro da Vargem.","-40.369701385498","-19.8318996429443",NA,NA,"VIES005100","VIES005100",NA,NA,NA,NA,NA,NA,NA,NA,"13709","auto",NA,NA,NA
"15","2020-04-27 16:09:56-03","UFES","VIES","32119","S","Plantae",NA,NA,"Fabaceae","Inga","unica","Inga unica","Barneby & J.W.Grimes","A.P. Chagas","Assis, A.M.; Demuner, V.","1369","2008","01","25",NA,"Brasil","Espírito Santo","Itapemirim","Fazenda do Ouvidor - Usina Paineiras.","-40.8339004516602","-21.011100769043",NA,NA,"VIES032119","VIES032119",NA,"2020","04",NA,NA,NA,NA,"19","28626","auto",NA,NA,NA
"16","2020-04-27 16:09:56-03","UFES","VIES","8095","S","Plantae",NA,NA,"Fabaceae","Inga","unica","Inga unica","Barneby & J.W.Grimes","Chagas, A.P.","Pereira, O.J.; Gomes, J.M.L.","4939","1993","09","27",NA,"Brasil","Espírito Santo","Linhares","Comboios.","-40.0722007751465","-19.3910999298096",NA,NA,"VIES008095","VIES008095",NA,"2014","05",NA,NA,NA,NA,"20","48094","auto",NA,NA,NA
"17","2020-04-27 16:09:56-03","UFES","VIES","32440","S","Plantae",NA,NA,"Fabaceae","Inga","unica","Inga unica","Barneby & J.W.Grimes","Chagas, A.P.","Fernandes, H.Q.B.; Demuner, V.; Cruz, T.A. & Vervloet, R.R.","3442","2007","10","03",NA,"Brasil","Espírito Santo","Águia Branca","Santa Luzia.","-40.7402992248535","-18.9831008911133",NA,NA,"VIES032440","VIES032440",NA,"2013","07",NA,NA,NA,NA,"09","19701","auto",NA,NA,NA
"18","2019-06-27 10:25:07-03","UFES","VIES","20709","S","Plantae",NA,NA,"Fabaceae","Inga","unica","Inga unica","Barneby & J.W.Grimes","Chagas, A.P.","Oliveira, R.N.","442","1993","06","04",NA,"Brasil","Espírito Santo","Aracruz",NA,"-40.2733001708984","-19.8202991485596",NA,NA,"VIES020709","VIES020709",NA,"2013",NA,NA,NA,NA,NA,NA,"37987","auto",NA,NA,NA
"19","2020-04-27 16:09:56-03","UFES","VIES","24018","S","Plantae",NA,NA,"Fabaceae","Inga","unica","Inga unica","Barneby & J.W.Grimes","Chagas, A.P.","Lobão, A.Q.; Menezes, L.F.T.; Oliveira, A.G. & Figueiredo, D.D.","1461","2009","02","12",NA,"Brasil","Espírito Santo","Conceição da Barra","Reserva Biológica do Córrego Grande.","-39.7322006225586","-18.5932998657227",NA,NA,"VIES024018","VIES024018",NA,"2014","04",NA,NA,NA,NA,"25","41644","auto",NA,NA,NA
"20","2020-04-27 16:09:56-03","UFES","VIES","27999","S","Plantae",NA,NA,"Fabaceae","Inga","unica","Inga unica","Barneby & J.W.Grimes","Chagas, A.P.","Demuner, V.; Cruz, T.; Belisário, M.; Bausen, E. & Canuto, J.Z.","2121","2006","03","30",NA,"Brasil","Espírito Santo","Santa Leopoldina","Bragança.","-40.5297012329102","-20.1005992889404",NA,NA,"VIES027999","VIES027999",NA,"2013","07",NA,NA,NA,NA,"10","23799","auto",NA,NA,NA
"21","2020-04-27 16:09:56-03","UFES","VIES","27998","S","Plantae",NA,NA,"Fabaceae","Inga","unica","Inga unica","Barneby & J.W.Grimes","Chagas, A.P.","Demuner, V.; Cruz, T.A.; Vervloet, R.R. & Belisário, M.","4426","2007","10","25",NA,"Brasil","Espírito Santo","Santa Leopoldina","Fazenda Caioaba.","-40.5297012329102","-20.1005992889404",NA,NA,"VIES027998","VIES027998",NA,"2013","07",NA,NA,NA,NA,"10","23799","auto",NA,NA,NA
"22","2020-12-21 16:26:47-03","MBM","MBM","163252","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Inga","unica","Inga unica","Barneby & Grimes",NA,"Jardim, J.G.; Amorim, A.; Sant'Ana, S.C. de; Santos, E.B.; Hage, J.L.; Amorim, A.; Sant'Ana, S.C. de; Santos, E.B.; Hage, J.L.","108","1993","04","15","Southern America","Brazil","Bahia","Una","Reserva Biológica do Mico Leão, Entrada no km 46 da Rod. BA 001 Ilhéus/Una. Picada da Bandeira","-39.083333","-15.15",NA,"Árvore com até 10m de altura. Folhas com folíolos verdes na face superior e opaco na face inferior, com pequenos pelos. Inflorescência com flores alvacenta estames cremes, cálice verde. Região da Mata Higrófila Sul Baiana; Árvore com","MBM163252","MBM163252","ISOTYPE",NA,NA,"-39.083333","-15.15",NA,NA,NA,NA,NA,NA,NA,NA
"23","2011-08-19 09:21:33-03","MNHN","RECOLNAT_MNHN_P","P01818159","PreservedSpecimen",NA,NA,NA,"Fabaceae","Inga","unica","Inga unica","Barneby & J.W.Grimes","Barneby & Grimes","Jardim, J.G.|Amorim, M.A.|Sant'Ana, S.C.|dos Santos, E.B.|Hage, J.L.",NA,"1993","4","15",NA,"Brésil",NA,NA,"Bahia, municipio de Una, réserve biologique de Mico-leao. Entrada no km 46 da Rod","-39.08333","-15.15","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01818159' target='other'> <mi>dwc_moreinfo</mi></a>","P01818159","P01818159_01","isotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,"108",NA,NA
"24","2020-06-10 08:49:00-03","MO","MOBOT","101197014","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Inga","unica","Inga unica","Barneby & J.W. Grimes",NA,"Jomar G. Jardim|André M. Amorim|Sérgio C. de Sant'Ana|Edgar B. dos Santos|José L. Hage","Jardim 108","1993","4","15","South America","Brazil","Bahia","Una","Reserva Biológica do Mico-leão (IBAMA). Entrada no km 46 da Rod. BA-001 Ilhéus/Una. Picada da Bandeira.","-39.0833333","-15.15",NA,NA,NA,NA,"Holotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"25","2008-05-27 22:02:00-03","MO","MOBOT","2913483","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Inga","unica","Inga unica","Barneby & J.W. Grimes","R.Barneby","José R. Pirani","Pirani 3016","1994","2","19","South America","Brazil","Espírito Santo",NA,"Mun. Conceicao da Barra, Reserva Biológica do Córrego Grande (IBAMA), a 31 km de Pedro Canário (na Avenida Aracruz) e 6 km. da Base do IBA<A> FLoresta de Tabuleiro, muito pertubada.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2020-07-10 09:47:00-03","MBML","MBML-HERBARIO","26024",NA,"Plantae",NA,NA,"Leguminosae Mimosoideae","Inga","unica","Inga unica","Bauneby & J.W.Grimes","V. Demuner & L.F.S. Magnago/06","V. Demuner; et al","1850","2006","02","16",NA,"Brasil","Espírito Santo","Santa Leopoldina","Serra do Ramalhete","-40.470639","-20.058611",NA,"Arvoreta 6m, inflorescência verde claro. Interior de mata em regeneração.","MBML026024","MBML026024",NA,NA,NA,"40W28'14,3","20S3'31",NA,NA,NA,NA,NA,NA,NA,NA
"27","2020-07-10 09:47:00-03","MBML","MBML-HERBARIO","32111",NA,"Plantae",NA,NA,"Leguminosae Mimosoideae","Inga","unica","Inga unica","Barneby & J.W.Grimes","A.P. Chagas/04-06-2013","H. Q. Boudet Fernandes; V. Demuner, T. A. Cruz, R. R. Vervloet","3433","2007","10","03",NA,"Brasil","Espírito Santo","Águia Branca","Santa Lúzia. Pedra do Ciro.","-40.662222","-18.985806",NA,"Vegetação rupestre. Arvoreta 8m x 12cm.","MBML032111","MBML032111",NA,NA,NA,"40W39'44","18S59'8,9","175","175",NA,NA,NA,NA,NA,NA
"28","2020-07-10 09:47:00-03","MBML","MBML-HERBARIO","5924",NA,"Plantae",NA,NA,"Leguminosae Mimosoideae","Inga","unica","Inga unica","Barneby & J.W.Grimes","F. C. P. Garcia/Fev.-1993","J. M. L. Gomes; et al","1131","1990","05","26",NA,"Brasil","Espírito Santo","Ibiraçu","Estação Ecológica, Morro da Vargem","-40.376944","-19.889444",NA,"Árvore 8m de altura, inflorescência verde. Estames alvos.","MBML005924","MBML005924",NA,NA,NA,"40W22'37","19S53'22",NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-02-25 10:12:06-03","CVRD","CVRD","14493","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Inga","unica","Inga unica","Barneby & J.W. Grimes","Domingos A. Folli","Folli, D.A.","7106","2013","09","13","América do Sul","BRASIL","BA","Prado",NA,"-39.4955","-17.260139",NA,"<ll>dwc_commonname:</ll> Ingá rosca","CVRD014493",NA,NA,"2013","09","39°29'43,8W","17°15'36,5S","90","90","13",NA,NA,NA,NA,"Magnoliopsida"
"30","2021-02-25 10:12:06-03","CVRD","CVRD","13237","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Inga","unica","Inga unica","Barneby & J.W. Grimes","Gwilym P. Lewis","Luz, A.A. da","514","2010","12","10","América do Sul","BRASIL","BA","Itamaraju",NA,"-39.5311012268066","-17.0391998291016",NA,"<ll>dwc_commonname:</ll> Ingá rosca","CVRD013237",NA,NA,"2014","03",NA,NA,NA,NA,"17","55932","auto",NA,NA,"Magnoliopsida"
"31","2019-11-13 11:22:27-03","USP","SPF","90004","PreservedSpecimen","Plantae",NA,NA,"Leguminosae","Inga","unica","Inga unica","Barneby & J.W.Grimes","Barneby, RC","Pirani, JR","3016","1994","02","19",NA,"Brasil","Espírito Santo","Conceição da Barra","Reserva Biológica do Córrego Grande","-39.7322006225586","-18.5932998657227",NA,NA,"SPF00090004",NA,NA,"1994",NA,NA,NA,NA,NA,NA,"41644","auto",NA,NA,NA
"32","2020-05-08 11:10:30-03","UEFS","HUEFS","198334","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Caesalpinioideae (Mimosoide)","Inga","unica","Inga unica","Barneby & J.W.Grimes","L.P.Queiroz","Demuner, V.","4426","2007","10","25",NA,"Brasil","Espírito Santo","Santa Leopoldina","Fazenda Caioaba, prop.: Claúdio Virloni.","-40.470278","-20.055833",NA,"Interior de mata secundária.","HUEFS0198334","HUEFS0198334",NA,"2016","10","40W28'13''","20S3'21''","200","350",NA,NA,NA,NA,NA,"Rosanae"
"33","2020-05-08 11:10:30-03","UEFS","HUEFS","198627","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Caesalpinioideae (Mimosoide)","Inga","unica","Inga unica","Barneby & J.W.Grimes","L.P.Queiroz","Demuner, V.","2121","2006","03","30",NA,"Brasil","Espírito Santo","Santa Leopoldina","Bragança, Rancho Chapadão, Prop.: João Emilio.","-40.546389","-20.123056",NA,NA,"HUEFS0198627","HUEFS0198627",NA,"2016","10","40W32'47''","20S7'23''","280","550",NA,NA,NA,NA,NA,"Rosanae"
"34","2020-05-08 11:10:30-03","UEFS","HUEFS","208920","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Caesalpinioideae (Mimosoide)","Inga","unica","Inga unica","Barneby & J.W.Grimes",NA,NA,"7106","2013","09","13",NA,"Brasil","Bahia","Prado",NA,"-39.495556","-17.26",NA,"Capoeirão.","HUEFS0208920","HUEFS0208920",NA,NA,NA,"39W29'44''","17S15'36''","90","90",NA,NA,NA,NA,NA,"Rosanae"
"35","2020-05-08 11:10:30-03","UEFS","HUEFS","75997","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Caesalpinioideae (Mimosoide)","Inga","unica","Inga unica","Barneby & J.W.Grimes",NA,"Jardim, J.G.","-108-","1993","04","15",NA,"Brasil","Bahia","Una","Reserva Biológica do Mico-leão (IBAMA). Entrada no km 46 da rodovia BA-001 Ilhéus-Una. Picada da Bandeira.","-39.083333","-15.15",NA,"Mata higrófila sul baiana","HUEFS0075997",NA,"Isótipo",NA,NA,"39W5'0''","15S9'0''",NA,NA,NA,NA,NA,NA,NA,"Rosanae"
"36","2020-05-08 11:10:30-03","UEFS","HUEFS","75999","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Caesalpinioideae (Mimosoide)","Inga","unica","Inga unica","Barneby & J.W.Grimes",NA,"Jardim, J.G.","-108-","1993","04","15",NA,"Brasil","Bahia","Una","Reserva Biológica do Mico-leão (IBAMA). Entrada no km 46 da rodovia BA-001 Ilhéus-Una. Picada da Bandeira.","-39.083333","-15.15",NA,"Mata higrófila sul baiana","HUEFS0075999",NA,"Isótipo",NA,NA,"39W5'0''","15S9'0''",NA,NA,NA,NA,NA,NA,NA,"Rosanae"
"37","2020-05-08 11:10:30-03","UEFS","HUEFS","209586","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Caesalpinioideae (Mimosoide)","Inga","unica","Inga unica","Barneby & J.W.Grimes",NA,"Luz, A.A.da","514","2010","12","10",NA,"Brasil","Bahia","Itamarajú","Estrada Itamarajú a Prado. Mata de tabuleiro.","-39.5311012268066","-17.0391998291016",NA,NA,"HUEFS0209586",NA,NA,NA,NA,NA,NA,NA,NA,NA,"55932","auto",NA,NA,"Rosanae"
"38","2019-11-21 10:05:52-03","IBt","SP","274902","S","Plantae",NA,NA,"Fabaceae","Inga","unica","Inga unica","Barneby & J.W.Grimes","Barneby, RC","Pirani, JR; Kallunki, JA; Cordeiro, I; Moraes, PLR","3016","1994","02","19",NA,"Brasil","Espírito Santo","Conceição da Barra","Reserva Biológica do Córrego Grande, a 31 km de Pedro Canário na Avenida Aracruz e 6 km de Base do IBAMA, floresta de Tabuleiro, muito pertubada","-39.7322006225586","-18.5932998657227",NA,NA,"SP025482","SP025482",NA,"1994",NA,NA,NA,NA,NA,NA,"41644","auto",NA,NA,NA
