"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","recordNumber","typeStatus","continentOcean","preparationType","previousCatalogNumber","phylum","order","coordinatePrecision","geoFlag","class","relatedCatalogItem","relationshipType","individualCount","fieldNumber","infraspecificEpithet"
"11","2016-09-29 16:00:00-03","NY","NYBG","486914","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","uniflora","Symplocos uniflora",NA,"P. Occhioni",NA,NA,NA,"O. Handro","1961","11","14","Brazil","Minas Gerais","Camanducaia","Margem do Rio Sellado","-46.1444","-22.7556",NA,NA,"1800","1800","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=611760' target='other'> <mi>dwc_moreinfo</mi></a>","NY00486914","NY00486914_01","985",NA,"South America","sheet",NA,"Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","778857","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","uniflora","Symplocos uniflora","(Pohl) Benth.","S. F. Smith",NA,NA,NA,"R. A. Wasum","2001","11","04","Brazil","Rio Grande do Sul","Sao Francisco de Paula","RS 235","-50.7097222","-29.3272222",NA,NA,"830","830","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=799325' target='other'> <mi>dwc_moreinfo</mi></a>","NY00778857","NY00778857_01","1211",NA,"South America","sheet",NA,"Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","486918","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","uniflora","Symplocos uniflora","(Pohl) Benth.","B. Ståhl",NA,NA,NA,"J. E. Montes","1955","02","03","Argentina","Misiones","Cainguás","Monte Carlo",NA,NA,NA,NA,"205","205","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=611776' target='other'> <mi>dwc_moreinfo</mi></a>","NY00486918",NA,"14713",NA,"South America","sheet",NA,"Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA,NA
"14","2016-09-29 16:00:00-03","NY","NYBG","486917","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","uniflora","Symplocos uniflora",NA,"B. Ståhl",NA,NA,NA,"L. Riedel","1822","12",NA,"Brazil","Rio de Janeiro","Magé","Mandiocca","-43.0406","-22.6531",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=611775' target='other'> <mi>dwc_moreinfo</mi></a>","NY00486917","NY00486917_01","s.n.",NA,"South America","sheet",NA,"Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA,NA
"15","2016-09-29 20:55:00-03","NY","NYBG","823087","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","uniflora","Symplocos uniflora",NA,"J. C. Lindeman",NA,NA,NA,"J. C. Lindeman","1966","10","21","Brazil","Paraná",NA,"Planalto 7 km E of Laranjeiras do Sul.",NA,NA,NA,NA,"850","850","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=936890' target='other'> <mi>dwc_moreinfo</mi></a>","NY00823087","NY00823087_01","2767",NA,"South America","sheet",NA,"Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA,NA
"16","2016-09-29 16:00:00-03","NY","NYBG","486889","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","uniflora","Symplocos uniflora",NA,NA,NA,NA,NA,"B. Rambo","1949","09","30","Brazil","Rio Grande do Sul","Porto Alegre","Morro das Abertas, prope P. Alegre","-51.23","-30.0331",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=611781' target='other'> <mi>dwc_moreinfo</mi></a>","NY00486889","NY00486889_01","43664",NA,"South America","sheet",NA,"Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","486912","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","uniflora","Symplocos uniflora","(Pohl) Benth.","B. Ståhl",NA,NA,NA,"R. Reitz","1965","12","13","Brazil","Paraná","Ponta Grossa","Lagoa Dourada, Vila Velha","-50.048917","-25.240899",NA,NA,"800","800","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=611759' target='other'> <mi>dwc_moreinfo</mi></a>","NY00486912","NY00486912_01","17534",NA,"South America","sheet",NA,"Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA,NA
"18","2016-09-30 01:44:00-03","NY","NYBG","1146285","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","uniflora","Symplocos uniflora",NA,NA,NA,NA,NA,"P. W. Fritsch","2005","10","13","Brazil","Paraná","Curitiba","Conjunto Marumbí","-49.20283","-25.482",NA,NA,"883","883","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1336699' target='other'> <mi>dwc_moreinfo</mi></a>","NY01146285","NY01146285_01","1801",NA,"South America","sheet",NA,"Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","486908","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","uniflora","Symplocos uniflora","(Pohl) Benth.","S. F. Smith",NA,NA,NA,"R. A. Wasum","1994","10","29","Brazil","Rio Grande do Sul","Sao Francisco de Paula","Floresta Nacional","-50.395632","-29.433343",NA,NA,"850","850","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=611767' target='other'> <mi>dwc_moreinfo</mi></a>","NY00486908","NY00486908_01","s.n.",NA,"South America","sheet",NA,"Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA,NA
"20","2016-09-29 16:00:00-03","NY","NYBG","486896","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","uniflora","Symplocos uniflora",NA,NA,NA,NA,NA,"R. Kummrow","1982","11","04","Brazil","Paraná","Piraquara","Roça Nova","-49.0631","-25.4419",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=611782' target='other'> <mi>dwc_moreinfo</mi></a>","NY00486896","NY00486896_01","1996",NA,"South America","sheet",NA,"Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","486913","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","uniflora","Symplocos uniflora","(Pohl) Benth.",NA,NA,NA,NA,"A. C. Cervi","1983","10","24","Brazil","Paraná","Curitiba","Universidade Federal do Paraná. Capao do Centro Politécnico","-49.22","-25.37",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=611787' target='other'> <mi>dwc_moreinfo</mi></a>","NY00486913","NY00486913_01","s.n.",NA,"South America","sheet",NA,"Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","486907","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","uniflora","Symplocos uniflora","(Pohl) Benth.","S. F. Smith",NA,NA,NA,"R. A. Wasum","1994","10","29","Brazil","Rio Grande do Sul","Sao Francisco de Paula","Floresta Nacional","-50.395632","-29.433343",NA,NA,"850","850","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=611766' target='other'> <mi>dwc_moreinfo</mi></a>","NY00486907","NY00486907_01","s.n.",NA,"South America","sheet",NA,"Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","486910","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","uniflora","Symplocos uniflora","(Pohl) Benth.","S. F. Smith",NA,NA,NA,"R. A. Wasum","1999","11","07","Brazil","Rio Grande do Sul","Sao Francisco de Paula","RS 235","-50.645","-29.3797",NA,NA,"830","830","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=611769' target='other'> <mi>dwc_moreinfo</mi></a>","NY00486910","NY00486910_01","264",NA,"South America","sheet",NA,"Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA,NA
"24","2016-09-29 16:00:00-03","NY","NYBG","486890","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","uniflora","Symplocos uniflora",NA,"B. Rambo",NA,NA,NA,"J. da Costa Sacco","1955","11","18","Brazil","Rio Grande do Sul","Pelotas","I. A. S. H. Botânico","-52.3422","-31.7719",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=611772' target='other'> <mi>dwc_moreinfo</mi></a>","NY00486890","NY00486890_01","424",NA,"South America","sheet",NA,"Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA,NA
"25","2016-09-29 16:00:00-03","NY","NYBG","486916","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","uniflora","Symplocos uniflora",NA,"B. Ståhl",NA,NA,NA,"L. Riedel","1821",NA,NA,"Brazil",NA,NA,"Pr. Antonio",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=611774' target='other'> <mi>dwc_moreinfo</mi></a>","NY00486916","NY00486916_01","s.n.",NA,"South America","sheet",NA,"Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA,NA
"26","2016-09-29 16:00:00-03","NY","NYBG","486897","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","uniflora","Symplocos uniflora",NA,NA,NA,NA,NA,"M. Bordignon","1995","01","18","Brazil","Paraná","Almirante Tamandaré","Parque Recreativo Primavera","-49.27","-25.28",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=611783' target='other'> <mi>dwc_moreinfo</mi></a>","NY00486897","NY00486897_01","s.n.",NA,"South America","sheet",NA,"Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA,NA
"27","2016-09-29 16:00:00-03","NY","NYBG","486903","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","uniflora","Symplocos uniflora",NA,NA,NA,NA,NA,"B. Rambo","1950","10","25","Brazil","Rio Grande do Sul","Esteio","Esteio p. S. Leopoldo","-51.1792","-29.8617",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=611786' target='other'> <mi>dwc_moreinfo</mi></a>","NY00486903","NY00486903_01","49046",NA,"South America","sheet",NA,"Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","486898","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","uniflora","Symplocos uniflora","(Pohl) Benth.","S. F. Smith",NA,NA,NA,"R. A. Wasum","1988","11","09","Brazil","Rio Grande do Sul","Caxias do Sul","Ana Rech - Faxinal","-51.094927","-29.108528",NA,NA,"700","700","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=611763' target='other'> <mi>dwc_moreinfo</mi></a>","NY00486898","NY00486898_01","s.n.",NA,"South America","sheet",NA,"Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","486891","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","uniflora","Symplocos uniflora","(Pohl) Benth.","S. F. Smith",NA,NA,NA,"Collector unspecified","1997","01","15","Brazil","Rio Grande do Sul","Bom Jesus","Fazenda Caraúno","-50.4167","-28.6681",NA,NA,"1200","1200","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=611761' target='other'> <mi>dwc_moreinfo</mi></a>","NY00486891","NY00486891_01",NA,NA,"South America","sheet",NA,"Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA,NA
"30","2016-09-29 20:55:00-03","NY","NYBG","823086","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","uniflora","Symplocos uniflora",NA,"J. C. Lindeman",NA,NA,NA,"J. C. Lindeman","1966","11","29","Brazil","Paraná",NA,"Parque Nacional do Iguaçú. Forest along road S of Jardinópolis.",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=936887' target='other'> <mi>dwc_moreinfo</mi></a>","NY00823086","NY00823086_01","3442",NA,"South America","sheet",NA,"Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","486895","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","uniflora","Symplocos uniflora","(Pohl) Benth.","S. F. Smith",NA,NA,NA,"G. Cararo","1995","12","27","Brazil","Rio Grande do Sul","Ipiranga do Sul","Ipiranga do Sul - BR 153","-52.4264","-27.9369",NA,NA,"730","730","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=611768' target='other'> <mi>dwc_moreinfo</mi></a>","NY00486895","NY00486895_01","s.n.",NA,"South America","sheet",NA,"Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA,NA
"32","2016-09-29 16:00:00-03","NY","NYBG","486902","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","uniflora","Symplocos uniflora",NA,NA,NA,NA,NA,"B. Rambo","1949","01","14","Brazil","Rio Grande do Sul",NA,"Estaçao Parecí",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=611785' target='other'> <mi>dwc_moreinfo</mi></a>","NY00486902","NY00486902_01","39797",NA,"South America","sheet",NA,"Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","486909","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","uniflora","Symplocos uniflora","(Pohl) Benth.","S. F. Smith",NA,NA,NA,"R. A. Wasum","1994","10","26","Brazil","Rio Grande do Sul","Caxias do Sul","Campus da UCS","-51.1792","-29.1683",NA,NA,"750","750","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=611764' target='other'> <mi>dwc_moreinfo</mi></a>","NY00486909","NY00486909_01","s.n.",NA,"South America","sheet",NA,"Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","486901","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","uniflora","Symplocos uniflora","(Pohl) Benth.",NA,NA,NA,NA,"B. Rambo","1949","09","23","Brazil","Rio Grande do Sul","Sao Leopoldo","Pr. San Leopoldo","-51.143791","-29.75136",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=611784' target='other'> <mi>dwc_moreinfo</mi></a>","NY00486901","NY00486901_01","43513",NA,"South America","sheet",NA,"Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","486892","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","uniflora","Symplocos uniflora","(Pohl) Benth.","S. F. Smith",NA,NA,NA,"R. A. Wasum","1988","11","09","Brazil","Rio Grande do Sul","Caxias do Sul","Ana Rech - Faxinal","-51.094927","-29.108528",NA,NA,"700","700","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=611762' target='other'> <mi>dwc_moreinfo</mi></a>","NY00486892","NY00486892_01","s.n.",NA,"South America","sheet",NA,"Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","01096521","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","uniflora","Symplocos uniflora","(Pohl) Benth.","S. F. Smith",NA,NA,NA,"F. Marchett","2004","08","31","Brazil","Rio Grande do Sul","Caxias do Sul","Caxias do Sul. Campus da UCS","-51.1792","-29.1683",NA,NA,"780","780","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1239079' target='other'> <mi>dwc_moreinfo</mi></a>","NY01096521","NY01096521_01","23",NA,"South America","sheet",NA,"Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA,NA
"37","2016-09-29 16:00:00-03","NY","NYBG","486904","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","uniflora","Symplocos uniflora",NA,"B. Ståhl",NA,NA,NA,"R. E. Braga",NA,NA,NA,"Brazil","Paraná",NA,"Auto estrada Curitiba - Paranaguá km 15",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=611757' target='other'> <mi>dwc_moreinfo</mi></a>","NY00486904","NY00486904_01","332",NA,"South America","sheet",NA,"Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","592261","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","uniflora","Symplocos uniflora","(Pohl) Benth.","S. F. Smith",NA,NA,NA,"R. A. Wasum","2000","11","19","Brazil","Rio Grande do Sul","Sao Francisco de Paula","RS 235","-50.5833","-29.4483",NA,NA,"830","830","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=611770' target='other'> <mi>dwc_moreinfo</mi></a>","NY00592261","NY00592261_01","763",NA,"South America","sheet",NA,"Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA,NA
"39","2016-09-29 16:00:00-03","NY","NYBG","486893","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","uniflora","Symplocos uniflora",NA,"B. Ståhl",NA,NA,NA,"B. Rambo","1945","09","26","Brazil","Rio Grande do Sul","Porto Alegre","Porto Alegre, Morro da Gloria","-51.23","-30.0331",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=611756' target='other'> <mi>dwc_moreinfo</mi></a>","NY00486893","NY00486893_01","29177",NA,"South America","sheet",NA,"Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA,NA
"40","2016-09-29 16:00:00-03","NY","NYBG","486888","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","uniflora","Symplocos uniflora",NA,NA,NA,NA,NA,"B. Rambo","1949","09","09","Brazil","Rio Grande do Sul","Porto Alegre","Morro da Policia pr. P. Alegre","-51.23","-30.0331",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=611780' target='other'> <mi>dwc_moreinfo</mi></a>","NY00486888","NY00486888_01","43355",NA,"South America","sheet",NA,"Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","486906","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","uniflora","Symplocos uniflora","(Pohl) Benth.","S. F. Smith",NA,NA,NA,"R. A. Wasum","1994","10","29","Brazil","Rio Grande do Sul","Sao Francisco de Paula","Floresta Nacional","-50.395632","-29.433343",NA,NA,"850","850","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=611765' target='other'> <mi>dwc_moreinfo</mi></a>","NY00486906","NY00486906_01","s.n.",NA,"South America","sheet",NA,"Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA,NA
"42","2016-09-29 16:00:00-03","NY","NYBG","486894","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","uniflora","Symplocos uniflora",NA,"M. R. C. Paiva",NA,NA,NA,"L. R. M. Souza","1987","07","15","Brazil","Paraná","Porto Amazonas","Estrada de acesso para Porto Amazonas","-49.8903","-25.5447",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=611771' target='other'> <mi>dwc_moreinfo</mi></a>","NY00486894","NY00486894_01","61",NA,"South America","sheet",NA,"Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","486900","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","uniflora","Symplocos uniflora","(Pohl) Benth.","G. G. Hatschbach",NA,NA,NA,"G. G. Hatschbach","1977","10","25","Brazil","Paraná","Tijucas do Sul","Pirai","-49.1989","-25.9283",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=611777' target='other'> <mi>dwc_moreinfo</mi></a>","NY00486900","NY00486900_01","40393",NA,"South America","sheet",NA,"Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-03-15 16:37:00-03","NY","NYBG","01096514","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","uniflora","Symplocos uniflora","(Pohl) Benth.","S. F. Smith",NA,NA,NA,"R. A. Wasum","2004","11","20","Brazil","Rio Grande do Sul","Sao Francisco de Paula","Usina da Toca.","-50.5833","-29.4483",NA,NA,"750","750","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1239039' target='other'> <mi>dwc_moreinfo</mi></a>","NY01096514","NY01096514_01","2234",NA,"South America","sheet",NA,"Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA,NA
