"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","imagecode","phylum","order","recordNumber","continentOcean","preparationType","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","sex","class","relatedCatalogItem","individualCount","fieldNumber"
"50","2021-03-02 16:28:59-03","CPAN-UFMS","COR","5571","PreservedSpecimen","Plantae","Fabaceae","Sesbania","virgata","Sesbania virgata","(Cav.) Poir.","Silva, R. R.","2005","08","19","Proença, K. C. R.; Teixeira, L. L.; Santos, M. B.; Sodré, S. C. & Ayala, K. X.","1999","02","05","Brasil","Mato Grosso do Sul","Corumbá","Rua Carlos Chama - atrás da Itaú","-57.6533012390137","-19.0091991424561",NA,NA,"Arbusto com 1,5m de altura; flor amarela Habito: Arbusto",NA,NA,NA,NA,"52",NA,NA,NA,NA,"295160","auto",NA,NA,NA,NA,NA
"51","2020-12-29 15:41:51-03","CPAN-UFMS","COR","14760","PreservedSpecimen","Plantae","Fabaceae","Sesbania","virgata","Sesbania virgata","(Cav.) Poir.","Silva, R.R.",NA,NA,NA,"Silva,R.R.& Velásquez, JS","2003","02","08","Brasil","Mato Grosso do Sul","Corumbá","Serra do Jacadigo, Planalto Residual do Urucum. Acesso pelo sítio Nossa Sra. Auxiliadora. Borda de Floresta Estacional Semidecidual; Solo argiloso.;.","-57.6533012390137","-19.0091991424561",NA,NA,"Com Flor: Flores amarelas.; Com fruto:Frutos maduros marrom - escuros.",NA,NA,NA,NA,"244",NA,NA,"150","150","295160","auto",NA,NA,NA,NA,NA
"52","2020-12-29 15:41:51-03","CPAN-UFMS","COR","14584","PreservedSpecimen","Plantae","Fabaceae","Sesbania","virgata","Sesbania virgata","(Cav.) Poir.","Silva,R.R.",NA,NA,NA,"Silva,R.R.& Velásquez, JS","2004","11","24","Brasil","Mato Grosso do Sul","Corumbá","Serra Grande, Planalto Residual do Urucum. Borda de Floresta Estacional Decidual.; Solo ferruginoso.;.","-57.6533012390137","-19.0091991424561",NA,NA,"Com Flor: Botões verdes. Flores amarelas.",NA,NA,NA,NA,"1305",NA,NA,"393","393","295160","auto",NA,NA,NA,NA,NA
"53","2021-03-02 16:28:59-03","CPAN-UFMS","COR","2708","PreservedSpecimen","Plantae","Fabaceae","Sesbania","virgata","Sesbania virgata","(Cav.) Poir.","Damasceno Jr., G. A.",NA,NA,NA,"Lima, D. S.","1992","07","12","Brasil","Mato Grosso do Sul","Ladário","Região da Codrasa","-57.6016998291016","-19.0046997070312",NA,NA,"Arbusto; flor amarela; fruto verde Habito: Arbusto",NA,NA,NA,NA,"11",NA,NA,NA,NA,"23141","auto",NA,NA,NA,NA,NA
"54","2020-12-29 15:41:51-03","CPAN-UFMS","COR","15594","PreservedSpecimen","Plantae","Fabaceae","Sesbania","virgata","Sesbania virgata","(Cav.) Poir.",NA,NA,NA,NA,"Oliveira, P. P.; Urquiza, M. V. S.","2012","10","04","Brasil","Mato Grosso do Sul","Ladário","reserva legal (lote 27). área inundável; ;.","-57.6016998291016","-19.0046997070312",NA,NA,"Com Flor: c/ fruto; Com fruto:verde",NA,NA,NA,NA,NA,NA,NA,NA,NA,"23141","auto",NA,NA,NA,NA,NA
"55","2019-10-09 11:17:14-03","UFBA","ALCB","046258","PreservedSpecimen","Plantae","Fabaceae","Sesbania","virgata","Sesbania virgata","(C.C.Davis) C.H. Pers.","Vanni, R","1999",NA,NA,"Arbo, MM; Schinini, A; Maruñak, V; Yfran, MM","1998","12","02","Argentina","Corrientes","Dep. Mercedes","Macrosistema Ibera. Estancia Rincon del Diablo, alrededores del casco","-58.033333","-28.733333","-58.033333","-28.733333","1,50 m. Frutos inmaduros verdes.; Borde de monte.","ALCB032305","ALCB032305","Dicotyledon",NA,"8140","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2019-10-09 11:17:14-03","UFBA","ALCB","104126","PreservedSpecimen","Plantae","Fabaceae","Sesbania","virgata","Sesbania virgata","(C.C.Davis) C.H. Pers.","Guedes, ML","2012","03",NA,"Guedes, ML; Teixeira, SR; Santos, MLF dos","2012","02","08","Brasil","Bahia","Belmonte","Extremo Sul, Rio Passuí","-38.866667","-15.85","-38.866667","-15.85","ca. 2m de altura. Folhas com folíolos cartáceos,discolores.&nf;Inflorecências com botões verde. Flores com pétalas amarelo-esverdeadas.&nf;Frutos imaturos verdes e passados marrons.","ALCB032302","ALCB032302","Dicotyledon",NA,"19328","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2019-10-09 11:17:14-03","UFBA","ALCB","106836","PreservedSpecimen","Plantae","Fabaceae","Sesbania","virgata","Sesbania virgata","(C.C.Davis) C.H. Pers.","Guedes, ML","2013","02",NA,"Gomes, FS; Guedes, ML","2012","10","23","Brasil","Bahia","Maracás","Sudoeste, Margem do Rio de Contas, onde a Embasa faz a captação","-40.416667","-13.433333","-40.416667","-13.433333","Folhas alternas paripinadas. Inflorescência racemos axilares, flores amareladas. Fruto oblongo não compresso, tetrágono.","ALCB032301","ALCB032301","Dicotyledon",NA,"1212","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2019-10-09 11:17:14-03","UFBA","ALCB","90867","PreservedSpecimen","Plantae","Fabaceae","Sesbania","virgata","Sesbania virgata","(C.C.Davis) C.H. Pers.","Guedes, ML","2009","11",NA,"Guedes, ML; Gomes, FS; Melo, E; Silva, BM da","2009","10","26","Brasil","Bahia","Irecê","Irecê, Morro Pelado","-41.944167","-11.164722","-41.944167","-11.164722","de ca 2,5 m de altura. Folhas membranáceas. Flores com pétalas liláses.","ALCB032304","ALCB032304","Dicotyledon",NA,"16151","Southern America",NA,"795","795",NA,NA,NA,NA,NA,NA,NA
"59","2019-11-25 16:50:45-03","UFBA","ALCB","82476","PreservedSpecimen","Plantae","Fabaceae","Sesbania","virgata","Sesbania virgata","(C.C.Davis) C.H. Pers.",NA,NA,NA,NA,"Guedes, ML; Oliveira, MAJ de; Santana, FA","2007","11","15","Brasil","Bahia","Barra","Médio São Francisco, Margem do Rio São Francisco","-43.133333","-11.083333","-43.133333","-11.083333","de ca 1,80 de altura. Folhas membranáceas, discolores. Flores com pétalas amarelas. Frutos imaturos verdes e maduros marrons. Ocasional.","ALCB032303","ALCB032303","Dicotyledon",NA,"14473","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2019-10-09 11:17:14-03","UFBA","ALCB","134201","PreservedSpecimen","Plantae","Fabaceae","Sesbania","virgata","Sesbania virgata","(C.C.Davis) C.H. Pers.","Cardoso, D","2019","03",NA,"Guedes, ML; Lopes, EB; Araújo, F","2018","09","03","Brasil","Distrito Federal","Brasília","Lagoa de Paranoá.","-48.533333","-16.283333","-48.533333","-16.283333","Folhas com folíolos membranáceos. Inflorescência com flores amarelas.","ALCB055728","ALCB055728","Dicotyledon",NA,"30883","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2019-10-09 11:17:14-03","UFBA","ALCB","129432","PreservedSpecimen","Plantae","Fabaceae","Sesbania","virgata","Sesbania virgata","(C.C.Davis) C.H. Pers.","Matos, E","2010","12",NA,"Matos, GMA; Matos, E; Costa, SM","2010","01","20","Brasil","Sergipe","Aracaju","Parque Augusto Franco.","-37.0717010498047","-10.9111003875732",NA,NA,"Flores Amarelas. Frutos marrons","ALCB047042","ALCB047042","Dicotyledon",NA,"03","Southern America",NA,NA,NA,"28193","auto",NA,NA,NA,NA,NA
"62","2019-10-09 11:17:14-03","UFBA","ALCB","129435","PreservedSpecimen","Plantae","Fabaceae","Sesbania","virgata","Sesbania virgata","(C.C.Davis) C.H. Pers.","Oliveira, EVS","2016","12","15","Oliveira, EVS; Landim, ML","2014","09","30","Brasil","Sergipe","Aracaju","Zona da expansão: Povoado Matapuã","-37.0717010498047","-10.9111003875732",NA,NA,"Ca 3m de altura. Abundante na área astudada. Com legumes escuros; Restinga. Solo arenoso e seco.","ALCB047045","ALCB047045","Dicotyledon",NA,"469","Southern America",NA,NA,NA,"28193","auto",NA,NA,NA,NA,NA
"63","2020-02-08 09:14:30-03","NBC","NL-BOTANY","U.1321387","PreservedSpecimen","Plantae","Leguminosae-Pap.","Sesbania","marginata","Sesbania marginata","Benth.",NA,NA,NA,NA,"Rosengurtt B","1942","11","06","Uruguay",NA,NA,"Montevideo.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1321387 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1321387","NL-U1321387",NA,"Fabales",NA,"Southern America",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"64","2020-02-08 09:14:30-03","NBC","NL-BOTANY","AMD.63669","PreservedSpecimen","Plantae","Leguminosae-Pap.","Sesbania","marginata","Sesbania marginata","Benth.",NA,NA,NA,NA,"Herter WGF","1926","12","01","Uruguay",NA,NA,"Loc. Dict. Barra, Departamento de San Jose.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/AMD.63669 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-AMD63669","NL-AMD63669",NA,"Fabales",NA,"Southern America",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"65","2020-02-08 09:14:30-03","NBC","NL-BOTANY","L.1064211","PreservedSpecimen","Plantae","Leguminosae-Pap.","Sesbania","marginata","Sesbania marginata","Benth.",NA,NA,NA,NA,"Unknown",NA,NA,NA,"Argentina",NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1064211 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1064211","NL-L1064211",NA,"Fabales",NA,"Southern America",NA,NA,NA,NA,NA,NA,"Magnoliopsidae","FHOw9755",NA,NA
"66","2020-02-08 09:14:30-03","NBC","NL-BOTANY","L.1064212","PreservedSpecimen","Plantae","Leguminosae-Pap.","Sesbania","marginata","Sesbania marginata","Benth.",NA,NA,NA,NA,"Unknown",NA,NA,NA,"Argentina",NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1064212 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1064212","NL-L1064212",NA,"Fabales",NA,"Southern America",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"67","2020-02-08 09:14:30-03","NBC","NL-BOTANY","L.1995456","PreservedSpecimen","Plantae","Leguminosae-Pap.","Sesbania","marginata","Sesbania marginata","Benth.",NA,NA,NA,NA,"Pereira E","1967","01","23","Brazil",NA,NA,"Brasil: Estado do Rio, Cabo Frio.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1995456 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1995456","NL-L1995456",NA,"Fabales",NA,"Southern America",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"68","2020-02-08 09:14:30-03","NBC","NL-BOTANY","L.1995457","PreservedSpecimen","Plantae","Leguminosae-Pap.","Sesbania","marginata","Sesbania marginata","Benth.",NA,NA,NA,NA,"Hassler E","1913","05","01","Paraguay",NA,NA,"Paraguaria Centralis: In regione lacus Ypacaray.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1995457 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1995457","NL-L1995457",NA,"Fabales",NA,"Southern America",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"69","2020-02-08 09:14:30-03","NBC","NL-BOTANY","L.1995458","PreservedSpecimen","Plantae","Leguminosae-Pap.","Sesbania","marginata","Sesbania marginata","Benth.",NA,NA,NA,NA,"Fiebrig K","1902","01","28","Paraguay",NA,NA,"Laguna Ipacaray.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1995458 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1995458","NL-L1995458",NA,"Fabales",NA,"Southern America",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"70","2020-02-08 09:14:30-03","NBC","NL-BOTANY","L.3887188","PreservedSpecimen","Plantae","Leguminosae-Pap.","Sesbania","marginata","Sesbania marginata","Benth.",NA,NA,NA,NA,"Venturi S","1903","11","10","Argentina",NA,NA,"Chaco Santafecino. Mocovi.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3887188 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3887188","NL-L3887188",NA,"Fabales",NA,"Southern America",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"71","2020-02-08 09:14:30-03","NBC","NL-BOTANY","U.1321381","PreservedSpecimen","Plantae","Leguminosae-Pap.","Sesbania","marginata","Sesbania marginata","Benth.",NA,NA,NA,NA,"Meyer T","1944","02","16","Argentina",NA,NA,"Gob. de Misiones, Posadas.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1321381 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1321381","NL-U1321381",NA,"Fabales",NA,"Southern America",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"72","2020-02-08 09:14:30-03","NBC","NL-BOTANY","U.1321382","PreservedSpecimen","Plantae","Leguminosae-Pap.","Sesbania","marginata","Sesbania marginata","Benth.",NA,NA,NA,NA,"Schreiter R","1917","08","20","Argentina",NA,NA,"Provincia Tucuman.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1321382 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1321382","NL-U1321382",NA,"Fabales",NA,"Southern America",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"73","2020-02-08 09:14:30-03","NBC","NL-BOTANY","U.1321383","PreservedSpecimen","Plantae","Leguminosae-Pap.","Sesbania","marginata","Sesbania marginata","Benth.",NA,NA,NA,NA,"Huidobro AMR","1944","05","11","Argentina","Salta",NA,"Estac. Juramento.","-64.95","-25.15","-64.95","-25.15","<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1321383 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1321383","NL-U1321383",NA,"Fabales",NA,"Southern America",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"74","2020-02-08 09:14:30-03","NBC","NL-BOTANY","U.1321384","PreservedSpecimen","Plantae","Leguminosae-Pap.","Sesbania","marginata","Sesbania marginata","Benth.",NA,NA,NA,NA,"Herter G",NA,NA,NA,"Uruguay",NA,NA,"Montevideo.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1321384 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1321384","NL-U1321384",NA,"Fabales",NA,"Southern America",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"75","2020-02-08 09:14:30-03","NBC","NL-BOTANY","U.1321385","PreservedSpecimen","Plantae","Leguminosae-Pap.","Sesbania","marginata","Sesbania marginata","Benth.",NA,NA,NA,NA,"Herter G",NA,NA,NA,"Uruguay",NA,NA,"Montevideo.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1321385 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1321385","NL-U1321385",NA,"Fabales",NA,"Southern America",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"76","2020-02-08 09:14:30-03","NBC","NL-BOTANY","U.1321386","PreservedSpecimen","Plantae","Leguminosae-Pap.","Sesbania","marginata","Sesbania marginata","Benth.",NA,NA,NA,NA,"Herter G",NA,NA,NA,"Uruguay",NA,NA,"Montevideo.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1321386 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1321386","NL-U1321386",NA,"Fabales",NA,"Southern America",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"77","2020-02-08 09:14:30-03","NBC","NL-BOTANY","WAG.1043041","PreservedSpecimen","Plantae","Leguminosae-Pap.","Sesbania","marginata","Sesbania marginata","Benth.",NA,NA,NA,NA,"Pereira Â; Cruz AL","1981","08","25","Brazil",NA,NA,"Distrito Federal. Centro Olimpico da Univ. de Brasilia proximo a rodovia L4 no Plano Poloto.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1043041 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1043041","NL-WAG1043041",NA,"Fabales",NA,"Southern America",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"78","2020-02-08 09:14:30-03","NBC","NL-BOTANY","WAG.1043042","PreservedSpecimen","Plantae","Leguminosae-Pap.","Sesbania","marginata","Sesbania marginata","Benth.",NA,NA,NA,NA,"Conrad J; Dietrich W","1974","01","15","Paraguay",NA,NA,"40 km E of Asuncion, N shore of Lake Ypacarai.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1043042 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1043042","NL-WAG1043042",NA,"Fabales",NA,"Southern America",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"79","2020-02-08 09:14:30-03","NBC","NL-BOTANY","L.1995330","PreservedSpecimen","Plantae","Leguminosae-Pap.","Sesbania","virgata","Sesbania virgata","(Cav.) Pers.",NA,NA,NA,NA,"Pedersen TM","1980","02","26","Argentina",NA,NA,"Estancia 'La Yela,,. Dep. Empedrado. Prov. Corrientes.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1995330 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1995330","NL-L1995330",NA,"Fabales",NA,"Southern America",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"80","2020-02-08 09:14:30-03","NBC","NL-BOTANY","L.1995331","PreservedSpecimen","Plantae","Leguminosae-Pap.","Sesbania","virgata","Sesbania virgata","(Cav.) Pers.",NA,NA,NA,NA,"Pedersen TM","1964","04","03","Argentina",NA,NA,"Itatí. Prov. Corrientes.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1995331 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1995331","NL-L1995331",NA,"Fabales",NA,"Southern America",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"81","2020-02-08 09:14:30-03","NBC","NL-BOTANY","L.3884703","PreservedSpecimen","Plantae","Leguminosae-Pap.","Sesbania","virgata","Sesbania virgata","(Cav.) Pers.",NA,NA,NA,NA,"Butzke A","2008","01","09","Brazil",NA,NA,"RS-Mun. de Mostardas-Lagoa Barros-Velho.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3884703 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3884703","NL-L3884703",NA,"Fabales",NA,"Southern America",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"82","2020-11-04 11:10:52-03","ESALQ","ESA","130556","PreservedSpecimen","Plantae","Fabaceae","Sesbania","marginata","Sesbania marginata","Benth.","Souza, V.C.","2013",NA,NA,"Souza, V.C.; Caliari, C.P.; Coelho, R.L.G.; Colletta, G.D.; Barroso, R.M.; Martins, C.H.C.","2013","02","27","Brasil","Rio de Janeiro","Volta Redonda","Fragmento 54 (TAV). Contato Floresta Estacional Semidecidual / Floresta Ombrófila Densa.","-22.5903","-44.0871","-22.5903","-44.0871","Arbusto","ESA130556",NA,"Magnoliophyta",NA,"35759.0",NA,NA,"479","479",NA,NA,NA,NA,NA,NA,NA
"83","2020-11-04 11:10:52-03","ESALQ","ESA","19401","PreservedSpecimen","Plantae","Fabaceae","Sesbania","marginata","Sesbania marginata","Benth.","Rodrigues, R.R. & Souza, V.C.","1994",NA,NA,"Barreto, K.D.; Fernandes, G.D.; Vitti, F.X.","1994","03","09","Brasil","São Paulo","Cabreúva","Jacaré. 23o14'13, 6S, 47o02'34, 1W. Beira da estrada.","-47.1300010681152","-23.2999992370605",NA,NA,"Arvoreta, 2, 5 m alt.; frutos imaturos verdes.","ESA019401","ESA019401","Magnoliophyta",NA,"2147.0",NA,NA,NA,NA,"16877","auto",NA,NA,NA,NA,NA
"84","2020-11-04 11:10:52-03","ESALQ","ESA","23207","PreservedSpecimen","Plantae","Fabaceae","Sesbania","marginata","Sesbania marginata","Benth.","Souza, V.C. & Rodrigues, R.R.","1994",NA,NA,"Barreto, K.D.; Fernandes, G.D.; Vitti, F.X.","1994","02","01","Brasil","São Paulo","Piracicaba","Santana. Área perturbada.","-47.6399993896484","-22.7199993133545",NA,NA,"Arbusto, 2 m alt.; flores amarelas. Beira de estrada.","ESA023207","ESA023207","Magnoliophyta",NA,"1938.0",NA,NA,NA,NA,"44778","auto",NA,NA,NA,NA,NA
"85","2020-11-04 11:10:52-03","ESALQ","ESA","57785","PreservedSpecimen","Plantae","Fabaceae","Sesbania","marginata","Sesbania marginata","Benth.","Franco, G.A.D.C.",NA,NA,NA,"Farah, F.T.","2000","05","31","Brasil","São Paulo","Adamantina",NA,"-51.0699996948242","-21.6800003051758",NA,NA,"número ESA antigo (duplicado) 67785","ESA057785","ESA057785","Magnoliophyta",NA,"1320.0",NA,NA,NA,NA,"31214","auto",NA,NA,NA,NA,NA
"86","2020-11-04 11:10:57-03","ESALQ","ESA","69503","PreservedSpecimen","Plantae","Fabaceae","Sesbania","virgata","Sesbania virgata","(Cav.) Pers.","Gissi, D.S.","2013","12","13","Rezende, J.M.","1996","05","04","Brasil","Distrito Federal","Samambaia",NA,NA,NA,NA,NA,NA,"ESA069503",NA,"Magnoliophyta",NA,"458.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","2020-11-04 10:55:49-03","ESALQ","ESA","141172","PreservedSpecimen","Plantae","Fabaceae","Sesbania","virgata","Sesbania virgata","(Cav.) Pers.","Rodrigues, R.R.; Souza, V.C.","2017","04","26","Silva, T.D.; Assis, L.S.; Gardon, F.R.; Lozano-Baez, S.E.; Mazzeo, R.R.; Zanini, A.N.; Souza, V.C.; Rodrigues, R.R.; Colletta, G. D.; Koch, I.","2017","04","23","Brasil","Rio de Janeiro","Rio de Janeiro","Ilha do Governador; Base de Fuzileiros Navais; Trilha do Paiol; Floresta Ombrófila Densa","-43.1609","-22.7801","-43.1609","-22.7801","Arbust; 2 metros de altura; fruto preto","ESA141172",NA,NA,NA,"102.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","2020-11-04 11:10:52-03","ESALQ","ESA","126346","PreservedSpecimen","Plantae","Fabaceae","Sesbania","virgata","Sesbania virgata",NA,NA,NA,NA,NA,"Ribeiro, R.D.","1905","06","25","Brasil","Rio de Janeiro","Búzios",NA,NA,NA,NA,NA,NA,"ESA126346",NA,"Magnoliophyta",NA,"74.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","2020-11-04 11:10:52-03","ESALQ","ESA","107727","PreservedSpecimen","Plantae","Fabaceae","Sesbania","virgata","Sesbania virgata",NA,"Vanni, R.","2008",NA,NA,"Paula-Souza, J.; Ferrucci, M.S.; Rando, J.G.; Meza Torres, E.I.","2007","01","11","Argentina","Corrientes","Bella Vista","Ruta 12 em direção a Mercedes, 200m antes da ponte do Rio Santa Luzia. Palmar com Butia, solo arenoso inundável",NA,NA,NA,NA,"Arbusto, ca. 1m alt. Flores alaranjadas","ESA107727","ESA107727","Magnoliophyta",NA,"6986.0",NA,NA,"70","70",NA,NA,NA,NA,NA,NA,NA
"90","2020-11-04 11:10:57-03","ESALQ","ESA","76217","PreservedSpecimen","Plantae","Fabaceae","Sesbania","virgata","Sesbania virgata","Muell.Arg.","Souza, V.C.","2001","04","20","Chaddad Jr., J.","2001","04","10","Brasil","Minas Gerais","Lavras",NA,"-44.999698638916","-21.2453002929688",NA,NA,NA,"ESA076217","ESA076217","Magnoliophyta",NA,"50.0",NA,NA,NA,NA,"20044","auto",NA,NA,NA,NA,NA
