"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","continentOcean","country","stateProvince","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","month","day","county","decimalLongitude","decimalLatitude","locality","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","class","verbatimLongitude","verbatimLatitude","monthIdentified","relatedCatalogItem","dayIdentified","fieldNumber","infraspecificEpithet","typeStatus","individualCount"
"15","2021-03-15 16:37:00-03","NY","NYBG","929309","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Rutaceae","Galipea","jasminiflora","Galipea jasminiflora","(A.St.-Hil.) Engl.","W. R. Anderson","7781","1973","South America","Brazil","Goiás","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1034509' target='other'> <mi>dwc_moreinfo</mi></a>","NY00929309","NY00929309_01","R. C. Kaastra","03","23","São João d'Aliança","-47.5","-14.73","3 km by road S of São João da Aliança. Serra Geral do Paraná.","1040","1040",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","984985","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Rutaceae","Galipea","jasminiflora","Galipea jasminiflora","(A.St.-Hil.) Engl.","P. Clausen","403","1838","South America","Brazil","Minas Gerais","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1061109' target='other'> <mi>dwc_moreinfo</mi></a>","NY00984985","NY00984985_01","T. G. Hartley",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","382439","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Rutaceae","Galipea","jasminiflora","Galipea jasminiflora","(A.St.-Hil.) Engl.","F. C. Hoehne","13616","1925","South America","Brazil","São Paulo","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=332911' target='other'> <mi>dwc_moreinfo</mi></a>","NY00382439","NY00382439_01","F. C. Hoehne","04","10","Nova Europa","-48.56","-21.7703","Nova Europa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","01112781","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Rutaceae","Galipea","jasminiflora","Galipea jasminiflora","(A.St.-Hil.) Engl.","L. J.-C. Kollmann","5615","2002","South America","Brazil","Espírito Santo","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1263540' target='other'> <mi>dwc_moreinfo</mi></a>","NY01112781","NY01112781_01","J. A. Kallunki","03","01","Santa Teresa","-40.6003","-19.9358","Estrada de Tabocas para Várzea Alegre.","300","300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","382706","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Rutaceae","Galipea","jasminiflora","Galipea jasminiflora","(A.St.-Hil.) Engl.","Martii Herbar. Florae Brasil.","1066","1841","South America","Brazil",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=332915' target='other'> <mi>dwc_moreinfo</mi></a>","NY00382706","NY00382706_01",NA,NA,NA,NA,NA,NA,"Brasilia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","818673","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Rutaceae","Galipea","jasminiflora","Galipea jasminiflora","(A.St.-Hil.) Engl.","H. S. Irwin","31722","1971","South America","Brazil","Goiás","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=866381' target='other'> <mi>dwc_moreinfo</mi></a>","NY00818673","NY00818673_01","R. C. Kaastra","03","14","São João d'Aliança","-47.5333","-14.72711","Serra Geral do Paraná, ca. 3 km S.of São João de Aliança, near Riacho","850","850",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","818669","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Rutaceae","Galipea","jasminiflora","Galipea jasminiflora","(A.St.-Hil.) Engl.","W. R. Anderson","6358","1973","South America","Brazil","Goiás","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=866333' target='other'> <mi>dwc_moreinfo</mi></a>","NY00818669","NY00818669_01","R. C. Kaastra","03","05","Alto Paraíso de Goiás","-47.5103","-14.1103","Chapada dos Veadeiros, ca. 1 km E of Alto Paraíso on road to Nova Roma","1300","1300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","01096311","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Rutaceae","Galipea","jasminiflora","Galipea jasminiflora","(A.St.-Hil.) Engl.","S. A. C. Chiea","41","1980","South America","Brazil","São Paulo","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1236308' target='other'> <mi>dwc_moreinfo</mi></a>","NY01096311","NY01096311_01","S. Y. Ussui","02","11","Moji-Guaçu",NA,NA,"Reserva Biologica e Estaçao Experimental de Mogi-Guaçu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","929308","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Rutaceae","Galipea","jasminiflora","Galipea jasminiflora","(A.St.-Hil.) Engl.","E. Nogueira","99","1981","South America","Brazil","Goiás","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1034505' target='other'> <mi>dwc_moreinfo</mi></a>","NY00929308","NY00929308_01","J. R. Pirani","01","14","Corumbá de Goiás","-48.8086013793945","-15.9236001968384","Topo do Pico dos Pirineus, serra do Catingueiro 6 km de Cocalzinho","1380","1380","41388","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","02714014","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Rutaceae","Galipea","jasminiflora","Galipea jasminiflora","(A.St.-Hil.) Engl.","Regina Andreata","484","1982","South America","Brazil","Rio de Janeiro","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3005682' target='other'> <mi>dwc_moreinfo</mi></a>","NY02714014","NY02714014_01","J. A. Kallunki","07","01","Niterói","-43.1035995483398","-22.88330078125","Itaipuaçú, Pico Alto Moirão.",NA,NA,"14785","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","382438","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Rutaceae","Galipea","jasminiflora","Galipea jasminiflora","(A.St.-Hil.) Engl.","P. E. Gibbs","4330","1977","South America","Brazil","São Paulo","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=332912' target='other'> <mi>dwc_moreinfo</mi></a>","NY00382438","NY00382438_01","J. A. Kallunki","01","28","Moji-Guaçu","-47.164784","-22.242395","25 km NW de Mogi-Guaçú. Estaçao Experimental de Mogi-Guaçú (Fazenda Campininha).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","929310","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Rutaceae","Galipea","jasminiflora","Galipea jasminiflora","(A.St.-Hil.) Engl.","H. S. Irwin","34298","1972","South America","Brazil","Goiás","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1034515' target='other'> <mi>dwc_moreinfo</mi></a>","NY00929310","NY00929310_01","R. C. Kaastra","01","16","Corumbá de Goiás","-48.7633333","-15.85","Serra dos Pirineus, ca. 20 km E. of Pirenópolis","1000","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","929307","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Rutaceae","Galipea","jasminiflora","Galipea jasminiflora","(A.St.-Hil.) Engl.","A. P. Duarte","6507","1962","South America","Brazil","Minas Gerais","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1034503' target='other'> <mi>dwc_moreinfo</mi></a>","NY00929307","NY00929307_01","R. S. Cowan","03","15",NA,NA,NA,"Base of Serra do Cipó, close to the Cipó river. S. Francisco basin.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","929305","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Rutaceae","Galipea","jasminiflora","Galipea jasminiflora","(A.St.-Hil.) Engl.","Y. E. J. Mexia","4971","1930","South America","Brazil","Minas Gerais","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1034491' target='other'> <mi>dwc_moreinfo</mi></a>","NY00929305","NY00929305_01","P. C. Standley","08","18",NA,NA,NA,"Districto Ilhéu. Fazenda da Tabunha.","300","300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","382440","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Rutaceae","Galipea","jasminiflora","Galipea jasminiflora","(A.St.-Hil.) Engl.","L. R. Landrum","4137","1982","South America","Brazil","Rio de Janeiro","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=332913' target='other'> <mi>dwc_moreinfo</mi></a>","NY00382440","NY00382440_01","J. A. Kallunki","01","14","Niterói","-43.02","-22.97","Niteroi, Itaipuacu, Falso Pao de Acucar.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","02707652","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Rutaceae","Galipea","jasminiflora","Galipea jasminiflora","(A.St.-Hil.) Engl.","M. G. Bovini","4071","2015","South America","Brazil","Rio de Janeiro","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2991560' target='other'> <mi>dwc_moreinfo</mi></a>","NY02707652","NY02707652_01",NA,"04","15","Rio de Janeiro","-43.2075004577637","-22.9027996063232","Urca, morro Cara de Cão, próximo ao stand de tiro.",NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","382435","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Rutaceae","Galipea","jasminiflora","Galipea jasminiflora","(A.St.-Hil.) Engl.","E. Kühn",NA,"1967","South America","Brazil","São Paulo","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=332906' target='other'> <mi>dwc_moreinfo</mi></a>","NY00382435","NY00382435_01","W. Mantovani","03","09","Moji-Guaçu","-47.164784","-22.242395","Nativa na Estaçao Experimental e Biologica, Fazenda Campininha.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","382434","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Rutaceae","Galipea","jasminiflora","Galipea jasminiflora","(A.St.-Hil.) Engl.","E. Kühn",NA,"1967","South America","Brazil","São Paulo","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=332908' target='other'> <mi>dwc_moreinfo</mi></a>","NY00382434","NY00382434_01","W. Mantovani","03","09","Moji-Guaçu","-47.164784","-22.242395","Nativa na Estaçao Experimental e Biologica, Fazenda Campininha.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","00750084","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Rutaceae","Galipea","simplicifolia","Galipea simplicifolia","Schult.","J. G. Jardim","415",NA,"South America","Brazil","Bahia","fluid-preserved","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=560872' target='other'> <mi>dwc_moreinfo</mi></a>","NY00750084",NA,"J. R. Pirani",NA,NA,"Porto Seguro","-39.5219","-16.4625","Reserva Brasil Holanda de Industrias S/A. Entrada no km 22 da Rodovia Eunápolis-Porto Seguro. Ca. 9.5 km da entrada",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","01112782","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Rutaceae","Galipea","simplicifolia","Galipea simplicifolia","Schult.","R. Vervloet","667","2002","South America","Brazil","Espírito Santo","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1263541' target='other'> <mi>dwc_moreinfo</mi></a>","NY01112782","NY01112782_01","J. A. Kallunki","08","08","Santa Teresa","-40.6003","-19.9358","Nova Lombardia, Reserva Biológica de Augusto Ruchi, trilha vale do palmito.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2020-01-28 13:11:33-03","MCN-PUC-MINAS","HPUC-MG","ANG5300","S","Plantae",NA,NA,"Rutaceae","Galipea","jasminiflora","Galipea jasminiflora",NA,"Aquino & Starling","43",NA,NA,"Brasil","Minas Gerais",NA,"Frutos verdes. Sem flores",NA,NA,NA,NA,NA,"Belo Horizonte","-43.937801361084","-19.9207992553711",NA,NA,NA,"17082","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2020-01-28 13:11:33-03","MCN-PUC-MINAS","HPUC-MG","ANG1782","S","Plantae",NA,NA,"Rutaceae","Galipea","jasminiflora","Galipea jasminiflora",NA,"M.F.V. Starling",NA,"2013",NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,"04","16","Belo Horizonte","-43.937801361084","-19.9207992553711","Mata da PUC",NA,NA,"17082","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-01-28 13:11:31-03","MCN-PUC-MINAS","HPUC-MG","ANG4805","S","Plantae",NA,NA,"Rutaceae","Galipea","jasminiflora","Galipea jasminiflora",NA,"Starling, M.F.V.; Aquino, A.","43",NA,NA,"Brasil","Minas Gerais",NA,"Folha composta. Furto verde",NA,NA,NA,NA,NA,"Belo Horizonte","-43.937801361084","-19.9207992553711","Mata da PUC Minas",NA,NA,"17082","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-01-28 13:11:31-03","MCN-PUC-MINAS","HPUC-MG","ANG3923","S","Plantae",NA,NA,"Rutaceae","Galipea","jasminiflora","Galipea jasminiflora",NA,"Dis G.",NA,NA,NA,"Brasil","Minas Gerais",NA,"Flores brancas.",NA,NA,NA,NA,NA,"Belo Horizonte","-43.937801361084","-19.9207992553711","Mata da PUC Minas - Coração Eucarístico",NA,NA,"17082","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2019-03-20 11:47:24-03","MCN-PUC-MINAS","HPUC-MG","ANG2659","S","Plantae",NA,NA,"Rutaceae","Galipea","jasminiflora","Galipea jasminiflora",NA,"L.F.Bar",NA,"2007",NA,"Brasil","Minas Gerais",NA,"Presença de galhas em algumas das folhas.",NA,NA,NA,"02","15","Belo Horizonte","-43.937801361084","-19.9207992553711","Mata da PUC Minas - Coração Eucarístico",NA,NA,"17082","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2019-03-20 11:47:24-03","MCN-PUC-MINAS","HPUC-MG","ANG2657","S","Plantae",NA,NA,"Rutaceae","Galipea","jasminiflora","Galipea jasminiflora",NA,"M.C.Weyland Vieira",NA,"1982",NA,"Brasil","Minas Gerais",NA,"Flores brancas, levemente perfumada das floração densa. Doação: Horto monte alegre.",NA,NA,NA,"02","27","Monte Belo","-46.3675003051758","-21.3264007568359","Mata Olaria - Fazenda Lagoa",NA,NA,"16667","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-01-28 13:11:33-03","MCN-PUC-MINAS","HPUC-MG","ANG748","S","Plantae",NA,NA,"Rutaceae","Galipea","jasminiflora","Galipea jasminiflora",NA,"LAMBirkenhead","1","2012",NA,"Brasil","Minas Gerais",NA,NA,NA,NA,"MFVStarling & LAMBirkenhead","03","27","Belo Horizonte","-43.937801361084","-19.9207992553711","Mata PUC - COREU",NA,NA,"17082","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2020-11-13 09:20:54-03","UFRJ","RFA","19106","PreservedSpecimen","Plantae",NA,NA,"Rutaceae","Galipea","jasminiflora","Galipea jasminiflora","(A.St.-Hil.) Engl.","G.G. Hatschbach","31475","1973",NA,"Brasil","Minas Gerais",NA,"Cerrado, alt 1000 s/ mar. Arbusto flor alva, 1,50m.","RFA15998",NA,"L.B. Smith","02","12","Caeté","-43.6697006225586","-19.8799991607666",NA,NA,NA,"22051","auto","1974",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2019-11-19 15:45:02-03","UNEB","HUNEB","4408","PreservedSpecimen","Plantae","Angiospermae","Florideophycidae","Rutaceae","Galipea","simplicifolia","Galipea simplicifolia","(Nees & Mart.) Engl.","Lima,S. dos S.","7","1999",NA,"Brasil","Bahia",NA,NA,"HUNEB0004408",NA,NA,"07","28","Santa Cruz Cabrália","-39.016667","-16.266667","Extremo Sul, Mata cara-branca, projeto CEDRO.",NA,NA,NA,NA,NA,"Dicotyledoneae","39W1'0''","16S16'0''",NA,NA,NA,NA,NA,NA,NA
"44","2021-03-30 12:48:28-03","EAO","IAN","129120","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Rutaceae","Galipea","jasminiflora","Galipea jasminiflora","(A.St.-Hil.) Engl.","Pires, JM; Belém, RP","13027","1970","Southern America","Brasil","Pará",NA,"Árvore com 10m de altura e 10cm de diâmetro.","IAN129120",NA,NA,"09",NA,NA,"-50.216667","-5.516667","Rio Itacaiunas, afluente do rio Tocantins, Serra Buritirama (B 4), região com minério de manganês. Árvore 0-37-1.",NA,NA,NA,NA,NA,NA,"-50.216667","-5.516667",NA,NA,NA,NA,NA,NA,NA
