"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","infraspecificEpithet","typeStatus","verbatimLongitude","verbatimLatitude","yearIdentified","coordinatePrecision","geoFlag","class","relatedCatalogItem","monthIdentified","dayIdentified","fieldNumber","individualCount"
"12","2016-11-01 14:50:00-02","NY","NYBG","601434","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Galactia","decumbens","Galactia decumbens",NA,NA,"L. Riedel","1574","1833","11",NA,"South America","Brazil",NA,NA,"Mugy",NA,NA,NA,NA,"sheet","Dupla. 583 <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=33721' target='other'> <mi>dwc_moreinfo</mi></a>","NY00601434","NY00601434_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","01055406","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Galactia","decumbens","Galactia decumbens","(Benth.) Chodat & Hassl.","A. E. Burkart","H. S. Irwin","32972","1971","03","22","South America","Brazil","Goiás","Alto Paraíso de Goiás","Chapada dos Veadeiros, ca. 25 km N of Alto Paraíso","-47.5167","-13.89074","1250","1250","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1141382' target='other'> <mi>dwc_moreinfo</mi></a>","NY01055406","NY01055406_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","601428","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Galactia","decumbens","Galactia decumbens","(Benth.) Chodat & Hassl.","R. S. Cowan","G. Eiten","1677","1960","01","15","South America","Brazil","São Paulo","Moji-Guaçu","Campos das Sete Lagôas. Just east of the boundary of the Reserva Florestal at Fazenda Campininha. About 10 km. north of Rio Moji-Guaçu & the the village of Padua Sales. (About 30 km NW of city of Moji-Mirim.)","-47.13","-22.25","625","625","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=33716' target='other'> <mi>dwc_moreinfo</mi></a>","NY00601428","NY00601428_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2016-11-02 15:25:00-02","NY","NYBG","01055481","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Galactia","decumbens","Galactia decumbens",NA,"R. C. Barneby","A. P. Duarte","9929","1964",NA,NA,"South America","Brazil","Minas Gerais",NA,"BR-3 Serra da Moeda",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1141398' target='other'> <mi>dwc_moreinfo</mi></a>","NY01055481","NY01055481_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2016-11-01 14:50:00-02","NY","NYBG","601436","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Galactia","decumbens","Galactia decumbens",NA,"J. W. Grimes","W. R. Anderson","11386","1975","02","14","South America","Brazil","Mato Grosso","Alto Garças","Fazenda Garça Branca, along BR-364 east to edge of Serra da Petrolina","-53.5281","-16.9442","800","800","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=33718' target='other'> <mi>dwc_moreinfo</mi></a>","NY00601436","NY00601436_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","01055359","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Galactia","decumbens","Galactia decumbens","(Benth.) Chodat & Hassl.","A. E. Burkart","G. M. Barroso","572","1968","12","21","South America","Brazil","Goiás",NA,"Chapada dos Veadeiros",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1141407' target='other'> <mi>dwc_moreinfo</mi></a>","NY01055359","NY01055359_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","01055431","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Galactia","decumbens","Galactia decumbens","(Benth.) Chodat & Hassl.","R. C. Barneby; J. W. Grimes","H. S. Irwin","25521","1970","01","28","South America","Brazil","Minas Gerais","Patrocínio","Morro da Pedras, ca. 25 km N.E. of Patrocínio","-46.9925","-18.9439","1050","1050","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1141392' target='other'> <mi>dwc_moreinfo</mi></a>","NY01055431","NY01055431_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2016-11-02 15:24:00-02","NY","NYBG","01055456","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Galactia","decumbens","Galactia decumbens",NA,"R. C. Barneby","A. Macedo","5261","1972","02","01","South America","Brazil","Minas Gerais",NA,"Uberaba",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1141396' target='other'> <mi>dwc_moreinfo</mi></a>","NY01055456","NY01055456_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","8116","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Galactia","decumbens","Galactia decumbens suberecta","Burkart",NA,"H. S. Irwin","25440","1970","01","26","South America","Brazil","Goiás","Campo Alegre de Goiás","Contraforte Central. Cerrado, ca. 58 km NE of Catalao.","-47.7783","-17.6331","900","900","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=162200' target='other'> <mi>dwc_moreinfo</mi></a>","NY00008116","NY00008116_01","suberecta","holotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2020-01-28 13:11:14-03","MCN-PUC-MINAS","HPUC-MG","ANG4044","S","Plantae",NA,NA,"Fabaceae","Galactia","decumbens","Galactia decumbens",NA,"M.Valentina W.","M.Valentina W.","22",NA,NA,NA,NA,"Brasil","Minas Gerais","Nova Lima",NA,"-43.966944","-20.208611","1.4","1.4",NA,"Flor roxa. Altura 25 cm. UTM: 7754994 x; 594113 y.",NA,NA,NA,NA,"43º58'01''W","20°12'31''S",NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-02-18 09:29:42-03","UNESP-IBB","BOTU","10764","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Galactia","decumbens","Galactia decumbens","(Benth.) Chodat & Hassl.","Gottsberger, I.S.","Gottsberger, I.S.","2139-340r-141272","1972","12","14",NA,"Brasil","São Paulo","Botucatu","18km north of Botucatu (14 km east of São Manuel). Along the São Manuel- Piracicaba highway. Near ex-RR station, 13 de Maio","-48.416667","-22.75",NA,NA,NA,"Alt. ca 550m . Cerrado vegetation, xeromorphic tree & scrub woodland form, on gentle slope. Petals purpel.; Coleção: Cerrado Estação 13 de Maio","BOTU010764",NA,NA,NA,"48°25'w","22°45's","1981",NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-04-08 17:41:39-03","EAO","IAN","90767","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Galactia","decumbens","Galactia decumbens","Hassl.","Macêdo, A","Macêdo, A","4342","1956","02","17","Southern America","Brasil","Goiás","Corumbá","Local Pireneira.",NA,NA,NA,NA,NA,"Campestre prostrado, roxo-azulado.","IAN090767",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-04-08 17:41:39-03","EAO","IAN","13992","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Galactia","decumbens","Galactia decumbens","Hassl.","Barreto, M","Magalhães, MG","1885","1942","04","24","Southern America","Brasil","Minas Gerais","Pirapora","Cerrado. Independência.","-44.9418983459473","-17.3449993133545",NA,NA,NA,"Arbusto rasteiro. Flores lilazes.","IAN013992","IAN013992 IAN013992_e",NA,NA,NA,NA,NA,"25004","auto",NA,NA,NA,NA,NA,NA
"25","2021-04-08 17:41:39-03","EAO","IAN","68958","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Galactia","decumbens","Galactia decumbens","Hassl.","Burkart, A","Black, GA","11114","1951","01","22","Southern America","Brasil","São Paulo","Itirapina","Campo de Itirapina.","-47.8199996948242","-22.25",NA,NA,NA,"Flor violácea.","IAN068958",NA,NA,NA,NA,NA,"1957","22843","auto",NA,NA,NA,NA,NA,NA
"26","2019-12-12 15:31:41-03","UFABC","HUFABC","002101","PreservedSpecimen","Plantae","Angiospermas",NA,"Fabaceae","Galactia","decumbens","Galactia decumbens","(Benth.) Chodat & Hassl.",NA,"Keller V.C.","257","2018","03","06",NA,"Brasil","São Paulo","Franco da Rocha","Parque Estadual do Juquery, Estrada que passa pela torre de observação do setor B. Beira de estrada, lado esquerdo 200m após bifurcação.","-46.706011","-23.342928",NA,NA,NA,"Erva volúvel, flores roxas/lila","HUFABC002101",NA,NA,NA,"-46.706011","-23.342928",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2019-12-12 15:31:41-03","UFABC","HUFABC","002102","PreservedSpecimen","Plantae","Angiospermas",NA,"Fabaceae","Galactia","decumbens","Galactia decumbens","(Benth.) Chodat & Hassl.",NA,"Keller V.C.","258","2018","03","06",NA,"Brasil","São Paulo","Franco da Rocha","Parque Estadual do Juquery, Estrada que passa pela torre de observação do setor B. Beira de estrada, lado esquerdo 200m após bifurcação.","-46.706011","-23.342928",NA,NA,NA,"Erva volúvel, flores roxas/lila","HUFABC002102",NA,NA,NA,"-46.706011","-23.342928",NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2019-12-12 15:31:41-03","UFABC","HUFABC","002103","PreservedSpecimen","Plantae","Angiospermas",NA,"Fabaceae","Galactia","decumbens","Galactia decumbens","(Benth.) Chodat & Hassl.",NA,"Keller V.C.","259","2018","03","06",NA,"Brasil","São Paulo","Franco da Rocha","Parque Estadual do Juquery, Estrada que passa pela torre de observação do setor B. Beira de estrada, lado esquerdo 200m após bifurcação.","-46.706011","-23.342928",NA,NA,NA,"Erva volúvel, flores roxas/lila","HUFABC002103",NA,NA,NA,"-46.706011","-23.342928",NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2020-02-08 09:13:00-03","NBC","NL-BOTANY","U.1243176","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Pap.","Galactia","decumbens","Galactia decumbens","Hoehne",NA,"Hoehne W",NA,"1949","04","01","Southern America","Brazil","São Paulo",NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1243176 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1243176","NL-U1243176",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0088886",NA,NA,NA,NA
"30","2020-02-08 09:13:00-03","NBC","NL-BOTANY","U.1243177","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Pap.","Galactia","decumbens","Galactia decumbens","Hoehne",NA,"Lindeman JC; Haas JH de",NA,"1966","10","20","Southern America","Brazil","São Paulo",NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1243177 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1243177","NL-U1243177",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0082937",NA,NA,NA,NA
"31","2020-11-04 11:09:32-03","ESALQ","ESA","131153","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Galactia","decumbens","Galactia decumbens","(Benth.) Chodat & Hassl.","Souza, V.C.","Souza, V.C.; Caliari, C.P.; Coelho, R.L.G.; Colletta, G.D.; Barroso, R.M.; Martins, C.H.C.","36356.0","2013","02","18",NA,"Brasil","São Paulo","Campinas","Fragmento 2 (TAV). Próximo ao Aeroporto de Viracopos. Cerrado.","-22.9643","-47.1821","552","552",NA,NA,"ESA131153",NA,NA,NA,"-22.9643","-47.1821","2013",NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-11-04 11:09:32-03","ESALQ","ESA","65704","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Galactia","decumbens","Galactia decumbens",NA,"Ceolin, G.B.","Árbocz, G.F.","3391.0","1997","02","28",NA,"Brasil","Mato Grosso","Campinápolis",NA,"-52.8946990966797","-14.5156002044678",NA,NA,NA,NA,"ESA065704","ESA065704",NA,NA,NA,NA,"2009","100133","auto",NA,NA,"11","06",NA,NA
"33","2020-11-04 11:09:32-03","ESALQ","ESA","46857","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Galactia","decumbens","Galactia decumbens","Benth.",NA,"Hoehne, W.",NA,"1949","04","01",NA,"Brasil","São Paulo","São Paulo",NA,"-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"ESA046857","ESA046857",NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA
"34","2020-11-04 11:09:32-03","ESALQ","ESA","34351","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Galactia","decumbens","Galactia decumbens","Benth.",NA,"Souza, V.C.; Souza, J.P.; Scalon, V.R.; Campos, F.J.","9781.0","1996","01","08",NA,"Brasil","Minas Gerais","Delfinópolis","Serra da Gurita, próximo à estrada Delfinópolis - Sacramento. 20º17'21, 8S, 46º52'04, 8W. Campo rupestre com cerrado e mata ciliar adjacentes. 900 m.s.m.","-46.868",NA,"900","900",NA,"Rastejante com inflorescência ereta; estandarte alvo, demais pétalas rosa-forte.","ESA034351","ESA034351",NA,NA,"-46,868","-20,289,389",NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2020-11-04 11:09:32-03","ESALQ","ESA","27202","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Galactia","decumbens","Galactia decumbens",NA,"Ceolin, G.B.","Souza, V.C. et al.","10760.0","1996","01","02",NA,"Brasil","São Paulo","Angatuba",NA,"-48.4099998474121","-23.4899997711182",NA,NA,NA,NA,"ESA027202","ESA027202",NA,NA,NA,NA,"2009","29114","auto",NA,NA,"11","06",NA,NA
"36","2020-11-04 11:09:32-03","ESALQ","ESA","41022","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Galactia","decumbens","Galactia decumbens",NA,"Ceolin, G.B.","Souza, V.C.; Souza, J.P.; Scalon, V.R.; Duarte, A.R.","16621.0","1997","05","20",NA,"Brasil","Mato Grosso","Alto Paraguai","Arredores da Serra da Bocaina. 15 Km SW (em linha reta) de Alto Paraguai. Estrada para Tira Sentido. Savana arborizada (cerrado) com solo arenoso. Área parcialmente alagável.","-56.4824981689453","-14.5136003494263",NA,NA,NA,"Subarbusto; flores róseas.","ESA041022","ESA041022",NA,NA,NA,NA,"2009","78022","auto",NA,NA,"11","06",NA,NA
"37","2020-11-04 11:09:32-03","ESALQ","ESA","65969","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Galactia","decumbens","Galactia decumbens",NA,"Ceolin, G.B.","Souza, J.P.; Souza, V.C.; Santos, M.N.M.; Cavalari, A.A.","3040.0","2000","01","26",NA,"Brasil","São Paulo","Pirassununga","Cerrado de Emas. Entrada para o bairro Santa Fé, próximo a Cachoeira de Emas. 21o56'22, 2S; 47o22'16, 9W, ca. 520-590msm","-47.4199981689453","-21.9899997711182","520","520",NA,"Escandente; flores róseas","ESA065969","ESA065969",NA,NA,NA,NA,"2009","24621","auto",NA,NA,"11","06",NA,NA
"38","2020-11-04 11:09:32-03","ESALQ","ESA","25941","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Galactia","decumbens","Galactia decumbens",NA,"Ceolin, G.B.","Souza, V.C.; Souza, J.P.; Sanches, I.D.; Mazine, F.F.; Isaac,M.S.; Zandoval, J.A.","9348.0","1995","11","10",NA,"Brasil","São Paulo","São Carlos","Estrada entre Itirapina e a Represa do Lobo. Próximo ao pedágio municipal. Cerrado.","-47.8899993896484","-22.0100002288818",NA,NA,NA,"Erva subereta, até 50 cm alt.; pétalas violeta-azuladas.","ESA025941","ESA025941",NA,NA,NA,NA,"2009","45913","auto",NA,NA,"11","06",NA,NA
"39","2021-01-14 15:29:23-03","MN","R","161495","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Galactia","decumbens","Galactia decumbens","(Benth.) Hoehne","Burkart, A.","Irwin, H.S.; Harley, R.M. & Smith, G.L.",NA,"1971","03","22",NA,"Brasil","Goiás",NA,"Chapada dos Veadeiros",NA,NA,"1250","1250",NA,NA,NA,NA,NA,NA,NA,NA,"2006",NA,NA,NA,NA,"06",NA,NA,NA
"40","2021-01-14 15:29:23-03","MN","R","23103","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Galactia","decumbens","Galactia decumbens","(Benth.) Hoehne",NA,"Malme, G.O.A.",NA,"1903","05","20",NA,"Brasil","Mato Grosso",NA,"Santa Ana da Chapada",NA,NA,NA,NA,NA,"Herb. Brasil. Regnell. Musei bot. Stockolm. - Plantae Itineris Regnelliani Iidi",NA,NA,NA,NA,NA,NA,"2006",NA,NA,NA,NA,"06",NA,NA,NA
"41","2021-01-14 15:29:23-03","MN","R","65244","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Galactia","decumbens","Galactia decumbens","(Benth.) Hoehne",NA,"Widgren, J.F.",NA,"1846","02","17",NA,"Brasil","Minas Gerais","Caldas",NA,"-46.386100769043","-21.9235992431641",NA,NA,NA,"Ex herb. Brasil Regnellian. Musei bot. Stockholm",NA,NA,NA,NA,NA,NA,"2006","25710","auto",NA,NA,"06",NA,NA,NA
"42","2021-01-14 15:29:23-03","MN","R","70077","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Galactia","decumbens","Galactia decumbens","(Benth.) Hoehne",NA,"Sampaio, A.J.","6468","1934","01","27",NA,"Brasil","Minas Gerais","Lagoa Santa",NA,"-43.8897018432617","-19.6271991729736",NA,NA,NA,"Museu Nacional - Rio de Janeiro",NA,NA,NA,NA,NA,NA,"2006","12338","auto",NA,NA,"06",NA,NA,NA
"43","2021-01-14 15:29:23-03","MN","R","69871","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Galactia","decumbens","Galactia decumbens","(Benth.) Hoehne",NA,NA,NA,"1934","02","01",NA,"Brasil","Minas Gerais","Santa Luzia",NA,"-43.8513984680176","-19.7696990966797",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2006","19939","auto",NA,NA,"06",NA,NA,NA
"44","2021-01-14 15:29:23-03","MN","R","33129","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Galactia","decumbens","Galactia decumbens","(Benth.) Hoehne","Mello Barreto, H.L.","Sampaio, A.J.","6758","1934","02","02",NA,"Brasil","Minas Gerais","Santa Luzia",NA,"-43.8513984680176","-19.7696990966797",NA,NA,NA,"Jardim Botanico de Bello Horizonte",NA,NA,NA,NA,NA,NA,"2006","19939","auto",NA,NA,"06",NA,NA,NA
"45","2019-02-22 11:46:38-03","IPA","IPA","13756","S","Plantae","Plantae",NA,"Leguminosae-Pap.","Galactia","decumbens","Galactia decumbens","(Benth.) Chodat & Hassl.","Ataíde, M.","Andrade-Lima","66-4389","1966","01","28","Southern America","Brasil","Goiás","Luziânia","Proximidade Ribeirão das Lages, 5km após limite Distrito Federal, na estrada Brasília-Goiânia","-47.9502983093262","-16.2525005340576","920","920",NA,"Erva subprostrada, flor rósea","IPA0013756",NA,NA,NA,NA,NA,"1981","83221","auto",NA,NA,"06","09",NA,NA
"46","2019-02-22 11:46:38-03","IPA","IPA","9533","S","Plantae","Plantae",NA,"Leguminosae-Pap.","Galactia","decumbens","Galactia decumbens","(Benth.) Chodat & Hassl.","Gehrt","Pickel, B.","4700","1940","01","28","Southern America","Brasil","São Paulo","São Paulo","Linha se São Amaro, no campo","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"IPA0009533",NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA
