"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","geoFlag","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","barcode","imagecode","continentOcean","occurrenceRemarks","minimumElevationInMeters","maximumElevationInMeters","class","order","individualCount","phylum","typeStatus"
"11","2020-09-02 18:20:49-03","MBML","MBML-HERBARIO","44600",NA,"Plantae","Begoniaceae","Begonia","kautskyana","Begonia kautskyana","C.L. Dalmonech; A. Assis & T.F. Sagrillo","72","2011","07","16","Brasil","Espírito Santo","Aracruz","Picuã","-40.350278","-19.911667",NA,NA,"Handro","C.L. Dalmonech/2012",NA,NA,NA,"40W21'1","19S54'42","MBML044600","MBML044600",NA,"Flor branca. Folhas discolores, parte abaxial roxa. Rupícola",NA,NA,NA,NA,NA,NA,NA
"12","2020-07-10 09:43:57-03","MBML","MBML-HERBARIO","49121",NA,"Plantae","Begoniaceae","Begonia","kautskyana","Begonia kautskyana","L. Kollmann","12252","2011","04","11","Brasil","Espírito Santo","Aracruz","Morro Picuã","-40.2733001708984","-19.8202991485596","37987","auto","Handro","L. Kollmann",NA,NA,NA,NA,NA,"MBML049121","MBML049121_1 MBML049121_2",NA,"Floração em cultivo, folhas verdes, abaxial vermelhas, peciolo verde, inflorescencia vermelha, bracteas rosadas, flores branco-rosadas.",NA,NA,NA,NA,NA,NA,NA
"13","2020-07-10 09:43:57-03","MBML","MBML-HERBARIO","12439",NA,"Plantae","Begoniaceae","Begonia","santos-limae","Begonia santos-limae","L. Kollmann; et al","2881","2000","04","26","Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia","-40.530278","-19.971389",NA,NA,"Brade","L. Kollmann/18-11-2004",NA,NA,NA,"40W31'49","19S58'17","MBML012439","MBML012439_1 MBML012439_2 MBML012439_3",NA,"Mata de encosta. Rupicola na sombra, crescnedo em cima de destritos vegetais. Bracteas do caule avermelhadas. Peciolo acenzentado. Folha de face adaxial verde, face abaxial acizentado. Pedunculo cinza avermelhado. Frutos verdes avermel",NA,NA,NA,NA,NA,NA,NA
"14","2020-07-10 09:43:57-03","MBML","MBML-HERBARIO","13039",NA,"Plantae","Begoniaceae","Begonia","santos-limae","Begonia santos-limae","L. Kollmann","2992","2000","06","14","Brasil","Espírito Santo","Santa Leopoldina","Ponte do Balanço","-40.530444","-20.02525",NA,NA,"Brade","L. Kollmann/18-11-2004",NA,NA,NA,"40W31'49,6","20S1'30,9","MBML013039","MBML013039_1 MBML013039_2",NA,"Paredão de pedra úmida. Planta 80cm, pedúnculo 1,20m, pecíolo cinza avermelhado, frutos avermelhados. Flores brancas rosadas.",NA,NA,NA,NA,NA,NA,NA
"15","2020-07-10 09:43:57-03","MBML","MBML-HERBARIO","13658",NA,"Plantae","Begoniaceae","Begonia","santos-limae","Begonia santos-limae","A. P. Fontana; et al","42","2000","10","07","Brasil","Espírito Santo","Santa Leopoldina","Cachoeira Véu de Noiva","-40.532222","-20.0475",NA,NA,"Brade","L. Kollmann/18-11-2004",NA,NA,NA,"40W31'56","20S2'51","MBML013658","MBML013658_1 MBML013658_2",NA,"Encosta sobre rocha, a meia sombra, caule subterrâneo saindo 3 folhas, pecíolo quadrado verde avermelhado, pintado de branco na base, folhas semi-ovais, verde escuras por cima e brilhante com pêlos, verso do lumbo peludo de cor rósea c",NA,NA,NA,NA,NA,NA,NA
"16","2020-07-10 09:43:57-03","MBML","MBML-HERBARIO","13906",NA,"Plantae","Begoniaceae","Begonia","santos-limae","Begonia santos-limae","L. Kollmann; et al","3786","2001","05","31","Brasil","Espírito Santo","Santa Teresa","Santo Antônio","-40.589167","-19.922222",NA,NA,"Brade","L. Kollmann/31-05-2001",NA,NA,NA,"40W35'21","19S55'20","MBML013906","MBML013906",NA,"Rupícola na meia sombra. Flores rosas.",NA,NA,NA,NA,NA,NA,NA
"17","2020-07-10 09:43:57-03","MBML","MBML-HERBARIO","13914",NA,"Plantae","Begoniaceae","Begonia","santos-limae","Begonia santos-limae","L. Kollmann; et al","3625","2001","04","29","Brasil","Espírito Santo","Santa Teresa","Estação Biológica Caixa D'Água","-40.6075","-19.931389",NA,NA,"Brade","L. Kollmann/29-04-2001",NA,NA,NA,"40W36'27","19S55'53","MBML013914","MBML013914",NA,"Rupícola no sol. Folhas verdes face adaxial, marrom face abaxial, pecíolo marrom, pedúnculo vermelho, flores rosas, estames e estilete amarelo.",NA,NA,NA,NA,NA,NA,NA
"18","2020-07-10 09:43:57-03","MBML","MBML-HERBARIO","14027",NA,"Plantae","Begoniaceae","Begonia","santos-limae","Begonia santos-limae","L. Kollmann; et al","4150","2001","07","11","Brasil","Espírito Santo","Santa Teresa","Rio Saltinho","-40.506944","-19.936111",NA,NA,"Brade","L. Kollmann/18-11-2004",NA,NA,NA,"40W30'25","19S56'10","MBML014027","MBML014027_1 MBML014027_2",NA,"Rupícola na sombra. Flores rosas.",NA,NA,NA,NA,NA,NA,NA
"19","2020-07-10 09:43:57-03","MBML","MBML-HERBARIO","16466",NA,"Plantae","Begoniaceae","Begonia","santos-limae","Begonia santos-limae","M. Alves; et al","2340","2001","03","08","Brasil","Espírito Santo","Cariacica","Reserva Biológica de Duas Bocas","-40.502778","-20.280278",NA,NA,"Brade","E. Jacques/2001",NA,NA,NA,"40W30'10","20S16'49","MBML016466","MBML016466_1 MBML016466_2",NA,"Erva robusta rizomatosa, catáfilos vináceos, pecíolo anguloso na base, escapo com até 1m alt., pedicelo vermelho, flores róseos, frutos com alas rosadas. Material preservado em álcool.",NA,NA,NA,NA,NA,NA,NA
"20","2020-07-10 09:43:57-03","MBML","MBML-HERBARIO","16520",NA,"Plantae","Begoniaceae","Begonia","santos-limae","Begonia santos-limae","A. P. Fontana; et al","302","2002","01","26","Brasil","Espírito Santo","Santa Teresa","Propriedade de Sebastião A. Cazoto","-40.5675","-19.926111",NA,NA,"Brade","L. Kollmann/10-04-2002",NA,NA,NA,"40W34'3","19S55'34","MBML016520","MBML016520",NA,"Folhas peltadas, parte abaxial c/ tricomas e adaxial glabas, c/ pecíolo cilíndrico c/ tricomas. Flores masculinas c/ pendúculo vermelho, pétalas brancas e estames amarelos; flores femininas c/ ovário verde e hélices vermelhas.",NA,NA,NA,NA,NA,NA,NA
"21","2020-07-10 09:43:57-03","MBML","MBML-HERBARIO","17000",NA,"Plantae","Begoniaceae","Begonia","santos-limae","Begonia santos-limae","R.R. Vervloet; et al","289","2002","05","24","Brasil","Espírito Santo","Santa Teresa","Reserva Biológica Augusto Ruschi - Nova Lombardia","-40.553056","-19.9075",NA,NA,"Brade","L. Kollmann/17-09-2002",NA,NA,NA,"40W33'11","19S54'27","MBML017000","MBML017000",NA,"Terrestre, em fina camada de solo sobre rocha, frutos imaturos de cor vermelha, flores brancas copm estrias rosa, anteras amarelas, folhas coriacea, haste floral vermelha, topo de morro.",NA,NA,NA,NA,NA,NA,NA
"22","2020-07-10 09:43:57-03","MBML","MBML-HERBARIO","1858",NA,"Plantae","Begoniaceae","Begonia","santos-limae","Begonia santos-limae","J. M. Vimercat","132","1984","05","15","Brasil","Espírito Santo","Santa Teresa","Mata do Duca Croce","-40.584722","-19.926111",NA,NA,"Brade","E. L. Jacques/XI-2000",NA,NA,NA,"40W35'5","19S55'34","MBML001858","MBML001858",NA,"Flores rosas com estames amarelos, solo pedregoso.",NA,NA,NA,NA,NA,NA,NA
"23","2020-07-10 09:43:57-03","MBML","MBML-HERBARIO","1891",NA,"Plantae","Begoniaceae","Begonia","santos-limae","Begonia santos-limae","J. M. Vimercat","175","1984","06","07","Brasil","Espírito Santo","Santa Teresa","São Lourenço","-40.620556","-19.931111",NA,NA,"Brade","E. L. Jacques/1998",NA,NA,NA,"40W37'14","19S55'52","MBML001891","MBML001891",NA,"Crescia sobre uma rocha, flores rosadas, com estames amarelos.",NA,NA,NA,NA,NA,NA,NA
"24","2020-07-10 09:43:57-03","MBML","MBML-HERBARIO","23981",NA,"Plantae","Begoniaceae","Begonia","santos-limae","Begonia santos-limae","L. Kollmann; et al","7622","2005","04","05","Brasil","Espírito Santo","Santa Teresa","Santo Antônio","-40.589167","-19.922222",NA,NA,"Brade","L. Kollmann/03-06-2005",NA,NA,NA,"40W35'21","19S55'20","MBML023981","MBML023981_1 MBML023981_2",NA,"Erva rupestre no sol, flores rosas, frutos vermelhos.",NA,NA,NA,NA,NA,NA,NA
"25","2020-07-10 09:43:57-03","MBML","MBML-HERBARIO","24269",NA,"Plantae","Begoniaceae","Begonia","santos-limae","Begonia santos-limae","L. Kollmann; et al","7677","2005","04","29","Brasil","Espírito Santo","Santa Teresa","25 de Julho, Bela Vista","-40.604167","-19.780556",NA,NA,"Brade","L. Kollmann/2005",NA,NA,NA,"40W36'15","19S46'50","MBML024269","MBML024269_1 MBML024269_2",NA,"Rupestre na sombra. Flores rosas, frutos vermelhos.",NA,NA,NA,NA,NA,NA,NA
"26","2020-07-10 09:43:57-03","MBML","MBML-HERBARIO","24824",NA,"Plantae","Begoniaceae","Begonia","santos-limae","Begonia santos-limae","L. Kollmann; et al","8178","2005","07","29","Brasil","Espírito Santo","Santa Teresa","Rio Saltinho","-40.506944","-19.936111",NA,NA,"Brade","L. Kollmann/2005",NA,NA,NA,"40W30'25","19S56'10","MBML024824","MBML024824_1 MBML024824_2",NA,"Rupícola na sombra, frutos verdes.",NA,NA,NA,NA,NA,NA,NA
"27","2020-07-10 09:43:57-03","MBML","MBML-HERBARIO","6017",NA,"Plantae","Begoniaceae","Begonia","santos-limae","Begonia santos-limae","H. Q. Boudet Fernandes; et al","2959","1990","05","28","Brasil","Espírito Santo","Ibiraçu","Estação Ecológica, Morro da Vargem","-40.376944","-19.889444",NA,NA,"Brade","E. L. Jacques/XI-2000",NA,NA,NA,"40W22'37","19S53'22","MBML006017","MBML006017",NA,"Erva rupícola, flores brancas estames amarelos.",NA,NA,NA,NA,NA,NA,NA
"28","2020-07-10 09:43:57-03","MBML","MBML-HERBARIO","26315",NA,"Plantae","Begoniaceae","Begonia","santos-limae","Begonia santos-limae","V. Demuner; L.F.S. Magnago, M. Belizário, Elias Bausen","1777","2006","02","14","Brasil","Espírito Santo","Santa Leopoldina","Serra do Ramalhete, Fazenda Caioaba, Prop.: Cláudio Virloni, trilha da divisa, lado direito","-40.470639","-20.058611",NA,NA,"Brade","L. Kollmann","2006","06","02","40W28'14,3","20S3'31","MBML026315","MBML026315",NA,"Rupícola, flores rosas, frutos verdes. Borda de mata.","250","250",NA,NA,NA,NA,NA
"29","2020-07-10 09:43:57-03","MBML","MBML-HERBARIO","26317",NA,"Plantae","Begoniaceae","Begonia","santos-limae","Begonia santos-limae","V. Demuner; L.F.S. Magnago, M. Belizário, Elias Bausen","1674","2006","01","18","Brasil","Espírito Santo","Marilândia","Liberdade (Água.Viva, Pedra do Cruzeiro), Prop.: Aguilar A. Lovucini","-40.551111","-19.348333",NA,NA,"Brade","L. Kollmann","2006","02","28","40W33'4","19S20'54","MBML026317","MBML026317",NA,"Herbácea 60cm, botões florais, flores rosas, (potencial para ornamentação), CULTIVO. Solo raso, sobre rocha, úmido (Cruzeiro a gruta).","150","150",NA,NA,NA,NA,NA
"30","2020-07-10 09:43:57-03","MBML","MBML-HERBARIO","26411",NA,"Plantae","Begoniaceae","Begonia","santos-limae","Begonia santos-limae","V. Demuner; L.F.S Magnago, T. Cruz e Elias Bausen","2336","2006","05","25","Brasil","Espírito Santo","Marilândia","Liberdade, Prop.: Reinaldo Bautz","-40.534722","-19.3325",NA,NA,"Brade","V. Demuner & L.F.S. Magnago","2006","05","25","40W32'5","19S19'57","MBML026411","MBML026411_1 MBML026411_2",NA,"Herbácea/rupícola, flores femininas e frutos rosados, flores masculinas brancas anteras amarelas (CULTIVO). Interior de mata alterada.","400","400",NA,NA,NA,NA,NA
"31","2020-07-10 09:43:57-03","MBML","MBML-HERBARIO","26510",NA,"Plantae","Begoniaceae","Begonia","santos-limae","Begonia santos-limae","V. Demuner; T. Cruz, M. Belizário, Elias Bausen, Jaqueline","2106","2006","03","30","Brasil","Espírito Santo","Santa Leopoldina","Bragança, Rancho Chapadão, Prop.: João Emilio","-40.546389","-20.123056",NA,NA,"Brade","L. Kollmann","2006","08","29","40W32'47","20S7'23","MBML026510","MBML026510",NA,"Herbácea flores brancas. Interior de mata em regeneração","280","280",NA,NA,NA,NA,NA
"32","2020-07-10 09:43:57-03","MBML","MBML-HERBARIO","29105",NA,"Plantae","Begoniaceae","Begonia","santos-limae","Begonia santos-limae","J. Rossini","589","2007","01","27","Brasil","Espírito Santo","Santa Leopoldina","Bragança, propriedade do Sr. João E. Endringer","-40.546389","-20.123056",NA,NA,"Brade","L. Kollmann/Jan.2007",NA,NA,NA,"40W32'47","20S7'23","MBML029105","MBML029105",NA,"Rupícola, caule vináceo, tricomas pequenos, densos, vináceos, folhas discolores, nervuras com tricomas vináceos na face abaxial, pendúnculos com base rosa e ápice esverdeado, flores brancas, frutos brancos",NA,NA,NA,NA,NA,NA,NA
"33","2020-07-10 09:43:57-03","MBML","MBML-HERBARIO","29155",NA,"Plantae","Begoniaceae","Begonia","santos-limae","Begonia santos-limae","L. Kollmann","9552","2007","03","16","Brasil","Espírito Santo","Santa Leopoldina","Boqueirão","-40.503889","-20.232778",NA,NA,"Brade",NA,NA,NA,NA,"40W30'14","20S13'58","MBML029155","MBML029155",NA,"Erva rupicula na meia sombra, flores rosas, pendúnculos vermelhos, brácteas verdes, caule quadricular (deve ser B. Kaustkiana).",NA,NA,NA,NA,NA,NA,NA
"34","2020-07-10 09:43:57-03","MBML","MBML-HERBARIO","29506",NA,"Plantae","Begoniaceae","Begonia","santos-limae","Begonia santos-limae","V. Demuner; T. Cruz, M. Belizário e Elias Bausen.","3320","2007","03","21","Brasil","Espírito Santo","Marilândia","Liberdade (Água Viva, Pedra do Cruzeiro), propr.: Aguilar A. Lorenccini","-40.549389","-19.345972",NA,NA,"Brade","V. Demuner, 21/3/07","2007","03","21","40W32'57,8","19S20'45,5","MBML029506","MBML029506_1 MBML029506_2",NA,"Herbácea botões florais, flores e frutos rosados (CULTIVO). Sobre rocha, muito sombreado.","200","200",NA,NA,NA,NA,NA
"35","2020-07-10 09:43:57-03","MBML","MBML-HERBARIO","30002",NA,"Plantae","Begoniaceae","Begonia","santos-limae","Begonia santos-limae","V. Demuner; T. Cruz, R. R. Vervloet, M. Belisario e Elias Bausen.","3880","2007","04","26","Brasil","Espírito Santo","Governador Lindenberg","Pedra de Santa Luzia, prop.: Firmino Sottele","-40.461944","-19.281667",NA,NA,"Brade","V. Demuner, 26/04/07","2007","04","26","40W27'43","19S16'54","MBML030002","MBML030002",NA,"Herbácea botões florais e flores rosadas. Subida do afloramento rochoso.","350","350",NA,NA,NA,NA,NA
"36","2020-07-10 09:43:57-03","MBML","MBML-HERBARIO","30818",NA,"Plantae","Begoniaceae","Begonia","santos-limae","Begonia santos-limae","L. Kollmann; A.P. Fontana, P. Labiak & F. B. Matos","9861","2007","07","09","Brasil","Espírito Santo","Santa Teresa","25 de Julho, Julião","-40.539722","-19.741667",NA,NA,"Brade","L. Kollmann/09-07-2007",NA,NA,NA,"40W32'23","19S44'30","MBML030818","MBML030818_1 MBML030818_2",NA,"Rupestre na meia sombra. Folha verde, abaxial vinácea. Frutos verdes. Estipe vermelha.",NA,NA,NA,NA,NA,NA,NA
"37","2020-07-10 09:43:57-03","MBML","MBML-HERBARIO","42024",NA,"Plantae","Begoniaceae","Begonia","santos-limae","Begonia santos-limae","L. Kollmann; C.Fraga & A.P.Fontana","12302","2011","08","03","Brasil","Espírito Santo","Santa Teresa","25 de Julho, Julhão","-40.538056","-19.747222",NA,NA,"Brade",NA,NA,NA,NA,"40W32'17","19S44'50","MBML042024","MBML042024",NA,"Erva rupícola na sombra, frutos secos, folhas verdes de face abaxial vináceas",NA,NA,NA,NA,NA,NA,NA
"38","2020-07-10 09:43:57-03","MBML","MBML-HERBARIO","4569",NA,"Plantae","Begoniaceae","Begonia","santos-limae","Begonia santos-limae","H. Q. Boudet Fernandes; et al","2474","1988","05","04","Brasil","Espírito Santo","Santa Teresa","Vale do Canaã","-40.601944","-19.906111",NA,NA,"Brade","E. L. Jacques/XI-2000",NA,NA,NA,"40W36'7","19S54'22","MBML004569","MBML004569_1 MBML004569_2",NA,"Erva, frutos secos, folha com indumento cinza, pedúnculo floral vermelho, ao sol, solo raso, terreno íngrime, rochoso, herb/cult. (jardim rupestre), herb em floração em 20/01/1989, pétalas brancas as externas alvo-rosadas.",NA,NA,NA,NA,NA,NA,NA
"39","2020-09-17 15:32:39-03","MBML","MBML-HERBARIO","4701",NA,"Plantae","Begoniaceae","Begonia","santos-limae","Begonia santos-limae","H. Q. Boudet Fernandes; L.Kollmann","2488","1988","05","19","Brasil","Espírito Santo","Santa Teresa","Valão de São Lourenço, Estação Biológica da Caixa D'Água","-40.6075","-19.931389",NA,NA,"Brade","E. L. Jacques/XI-2000",NA,NA,NA,"40W36'27","19S55'53","MBML004701","MBML004701",NA,"Erva, folha com indumento catsanho claro, broto, folha e estípulas jovens e pedúnculo da inflorescência vermelha, flores alvo rosadas. Semi-sombra, sobre parede vertical de pedra à margem do córrego. Herb/culta no parque.",NA,NA,NA,NA,NA,NA,NA
"40","2020-07-10 09:43:57-03","MBML","MBML-HERBARIO","48147",NA,"Plantae","Begoniaceae","Begonia","santos-limae","Begonia santos-limae","J. Rossini; L.C. Rossini","685","2009","02","06","Brasil","Espírito Santo","Santa Teresa","Alto Santo Antônio, propriedade do Sr. João Furlani, mata à direita seguindo o corrego e a nascente até o paredão rochoso.","-40.537222","-19.804167",NA,NA,"Brade","L. Kollmann/24-03-2015",NA,NA,NA,"40W32'14","19S48'15","MBML048147","MBML048147",NA,"Epífita sobre tronco caído, folhas com face abaxial vinácea, face adaxial verde escura, pedunculo rosa, flores brancas.",NA,NA,NA,NA,NA,NA,NA
"41","2020-07-10 09:43:57-03","MBML","MBML-HERBARIO","50485",NA,"Plantae","Begoniaceae","Begonia","santos-limae","Begonia santos-limae","L. Kollmann","13109","2015","12","07","Brasil","Espírito Santo","Santa Teresa","Coleção L. Kollmann","-40.587778","-19.940556",NA,NA,"Brade",NA,NA,NA,NA,"40W35'16","19S56'26","MBML050485",NA,NA,"Erva 40cm. Proveniente do norte do RJ",NA,NA,NA,NA,NA,NA,NA
"42","2020-07-10 09:43:57-03","MBML","MBML-HERBARIO","52196",NA,"Plantae","Begoniaceae","Begonia","santos-limae","Begonia santos-limae","A. M. Assis; J. Freitas","3732","2013","03","07","Brasil","Espírito Santo","Santa Leopoldina","RPPN Rancho Chapadão","-40.55475","-20.109333",NA,NA,"Brade","L. Kollmann/16-10-2017",NA,NA,NA,"40W33'17,1","20S6'33,6","MBML052196","MBML052196",NA,"Rupícula em matacão. Flor e frutos brancos. Córrego do Bicho","580","580",NA,NA,NA,NA,NA
"43","2020-07-10 09:43:57-03","MBML","MBML-HERBARIO","52769",NA,"Plantae","Begoniaceae","Begonia","santos-limae","Begonia santos-limae","T.F. Sagrillo","200","2017","10","15","Brasil","Espírito Santo","Aracruz","Aricanga","-40.2733001708984","-19.8202991485596","37987","auto","Brade",NA,NA,NA,NA,NA,NA,"MBML052769","MBML052769",NA,"Sobre rocha, folha verde com face abaxial roxa, pilosidade branca e inserção central, flores roxas",NA,NA,NA,NA,NA,NA,NA
"44","2020-07-10 09:43:57-03","MBML","MBML-HERBARIO","49119",NA,"Plantae","Begoniaceae","Begonia","santos-limae","Begonia santos-limae","L. Kollmann; Milton Gropo","12230","2011","03","29","Brasil","Espírito Santo","Santa Teresa","Santo Antonio, terreno do Boza","-40.6002998352051","-19.9356002807617","23813","auto","Brade",NA,NA,NA,NA,NA,NA,"MBML049119","MBML049119_1 MBML049119_2 MBML049119_3",NA,"Rupicola na meia sombra, folha verde, face abaxial acinzentadas, flores branco-rosadas.","700","700",NA,NA,NA,NA,NA
"45","2020-09-12 05:00:02-03","US","US","3376108","PreservedSpecimen","Plantae","Begoniaceae","Begonia","santos-limae","Begonia santos-limae","J. Vimercat","175","1984","6","7","Brazil","Espírito Santo","Santa Teresa","Mata da prefeitura, sao lourenco","-40.6002998352051","-19.9356002807617","23813","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America - Neotropics",NA,NA,NA,"Dicotyledonae","Violales","1",NA,NA
"46","2019-11-25 11:58:00-03","USP","SPF","230548","PreservedSpecimen","Plantae","Begoniaceae","Begonia","santoslimae","Begonia santoslimae","Costa, IG","419","2014","04","18","Brasil","Rio de Janeiro","Cardoso Moreira",NA,"-41.540278","-21.561667",NA,NA,"Brade","Kollmann, L","2014","04",NA,"-41.540278","-21.561667","SPF00230548",NA,NA,NA,"600","600",NA,NA,NA,NA,NA
"47","2019-10-07 09:24:04-03","UEFS","HUEFS","190636","PreservedSpecimen","Plantae","Begoniaceae","Begonia","santos-limae","Begonia santos-limae","Fernandes, H.Q.B.","2488","1988","05","19","Brasil","Espírito Santo","Santa Teresa","Valão de São Lourenço, Estação Biológica da Caixa D' agua.","-40.6002998352051","-19.9356002807617","23813","auto","Brade",NA,NA,NA,NA,NA,NA,"HUEFS0190636","HUEFS0190636",NA,NA,NA,NA,"Rosanae","Cucurbitales",NA,"Angiospermae",NA
"48","2021-02-23 13:21:57-03","MN","R-TIPOS","26637b","PreservedSpecimen","Plantae","Begoniaceae","Begonia","santos-limae","Begonia santos-limae","Brade, A.C.; Lima, S.J.","11685","1932","04",NA,"Brasil","Rio de Janeiro","Santa Maria Madalena","Santo Antonio de Imbé","-42.0080986022949","-21.9552993774414","30526","auto","Brade","Brade, A.C.","1943",NA,NA,NA,NA,"R000026637b","R000026637b_001",NA,NA,NA,NA,NA,NA,NA,NA,"Isotypus"
"49","2021-02-23 13:21:57-03","MN","R-TIPOS","26637c","PreservedSpecimen","Plantae","Begoniaceae","Begonia","santos-limae","Begonia santos-limae","Brade, A.C.; Lima, S.J.","11685","1932","04",NA,"Brasil","Rio de Janeiro","Santa Maria Madalena","Santo Antonio de Imbé","-42.0080986022949","-21.9552993774414","30526","auto","Brade","Brade, A.C.","1943",NA,NA,NA,NA,"R000026637c","R000026637c_001",NA,NA,NA,NA,NA,NA,NA,NA,"Isotypus"
