"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","imagecode","county","class","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","relatedCatalogItem","fieldNumber","individualCount","typeStatus","sex"
"216","2020-08-31 09:21:17-03","INPA","INPA","105189","S","Plantae","Poaceae","Ichnanthus","bambusiflorus","Ichnanthus bambusiflorus","Calderón, CE","2432","1976","05","12","Southern America","Brasil",NA,NA,NA,"INPA0105189","Monocotyledon","Poales","(Trin.) Doll","Gibertoni, TB; Gomes-Silva, AC","Bahia","Andaraí, Serra do Sincorá, road to Itaeté, 11 Km S of Andaraí city.",NA,NA,"500","500","INPA0105189 INPA0105189_e",NA,NA,NA,NA,"2012",NA,NA,NA,NA,NA,NA,NA,NA,NA
"217","2020-08-31 09:21:17-03","INPA","INPA","70118","S","Plantae","Poaceae","Ichnanthus","bambusiflorus","Ichnanthus bambusiflorus","Soderstrom, TR","1924","1972","04","03","Southern America","Brasil",NA,NA,NA,"INPA0070118","Monocotyledon","Poales","(Trin.) Doll","Gibertoni, TB; Gomes-Silva, AC","Rio de Janeiro","Distrito Correias: Rio Bom Fim; Fazenda Bom Fim, base of Serra dos Órgãos; on rocky, shaded slope above river; culms ascending to 5 or 6 m into trees on rocky.","-43.15","-22.45","900","900","INPA0070118 INPA0070118_1 INPA0070118_1e INPA0070118_e","Petrópolis",NA,NA,NA,"2012",NA,NA,"-43.15","-22.45",NA,NA,NA,NA,NA
"218","2020-08-31 09:21:17-03","INPA","INPA","83035","S","Plantae","Poaceae","Ichnanthus","bambusiflorus","Ichnanthus bambusiflorus","Irwin, HS","25685","1970","01","29","Southern America","Brasil",NA,NA,NA,"INPA0083035","Monocotyledon","Poales","(Trin.) Doll","Gibertoni, TB; Gomes-Silva, AC","Minas Gerais","Morro das Pedras. Slopes; cerrado on chapada and steep slopes, ca. 40 Km NE of Patrocínio.",NA,NA,"1000","1000","INPA0083035 INPA0083035_e",NA,NA,NA,NA,"2012",NA,NA,NA,NA,NA,NA,NA,NA,NA
"219","2020-07-10 09:46:18-03","MBML","MBML-HERBARIO","36740",NA,"Plantae","Gramineae","Ichnanthus","bambusiflorus","Ichnanthus bambusiflorus","A. M. Amorim; et al","7183","2008","02","18",NA,"Brasil",NA,NA,NA,"MBML036740",NA,NA,"Döll","F.M. Ferreira/01-10-2009","Espírito Santo","Área de Proteção Ambiental da Pedra do Elefante","-40.446389","-18.782778",NA,NA,NA,"Nova Venécia",NA,NA,NA,NA,NA,NA,"40W26'47","18S46'58",NA,NA,NA,NA,NA
"220","2020-07-10 09:46:18-03","MBML","MBML-HERBARIO","44924",NA,"Plantae","Gramineae","Ichnanthus","bambusiflorus","Ichnanthus bambusiflorus","L. Kollmann; A.P.Fontana","12511","2012","09","26",NA,"Brasil",NA,NA,"Erva rupícola ao sol, frutos marrons","MBML044924",NA,NA,"(Trin.) Döll","C. Silva/07-04-2015","Espírito Santo",NA,"-41.115278","-18.921111","900","900",NA,"Mantenópolis",NA,NA,NA,NA,NA,NA,"41W6'55","18S55'16",NA,NA,NA,NA,NA
"221","2020-07-10 09:46:18-03","MBML","MBML-HERBARIO","49311",NA,"Plantae","Gramineae","Ichnanthus","bambusiflorus","Ichnanthus bambusiflorus","L. Kollmann; R.Goldenberg, T.Bochorny & L.Bacci","12993","2015","05","12",NA,"Brasil",NA,NA,"Erva 2m ao sol","MBML049311",NA,NA,"Döll","R.P. Oliveira/04-03-2016","Espírito Santo","Pedra de Santa Luzia","-40.463889","-19.277778","650","650","MBML049311","Governador Lindenberg",NA,NA,NA,NA,NA,NA,"40W27'50","19S16'40",NA,NA,NA,NA,NA
"222","2017-11-24 14:12:04-02","UFLA","ESAL","389","S","Plantae","Poaceae","Ichnanthus","bambusiflorus","Ichnanthus bambusiflorus","Black","2453",NA,NA,NA,NA,"Brasil",NA,NA,"; ; ;; palustre",NA,NA,NA,"(Trin.) Döll","A. Chase","Minas Gerais",NA,"-43.4075012207031","-20.0746994018555",NA,NA,NA,"Catas Altas",NA,"11966","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"223","2018-10-09 16:32:04-03","UFLA","ESAL","383","S","Plantae","Poaceae","Ichnanthus","bambusiflorus","Ichnanthus bambusiflorus","Black","1483",NA,NA,NA,NA,"Brasil",NA,NA,"; ; ;",NA,NA,NA,"(Trin.) Döll","A. Chase","Minas Gerais","Terra dos Deuses","-44.999444","-21.245278",NA,NA,NA,"Lavras",NA,NA,NA,NA,NA,NA,"-44.999444","-21.245278",NA,NA,NA,NA,NA
"224","2018-10-09 16:32:04-03","UFLA","ESAL","384","S","Plantae","Poaceae","Ichnanthus","bambusiflorus","Ichnanthus bambusiflorus","Black","s.n.",NA,NA,NA,NA,"Brasil",NA,NA,"; ; ;",NA,NA,NA,"(Trin.) Döll","A. Chase","Minas Gerais","Terra dos Deuses","-44.999444","-21.245278",NA,NA,NA,"Lavras",NA,NA,NA,NA,NA,NA,"-44.999444","-21.245278",NA,NA,NA,NA,NA
"225","2019-06-10 10:11:27-03","FZB-BH","BHZB","7171","S","Plantae","Poaceae","Ichnanthus","bambusiflorus","Ichnanthus bambusiflorus","Rezende, S.G et al.","2961","2008","03","28",NA,"Brasil",NA,NA,"Doação Sete Soluções Consultoria em Novembro de 2008. BHCB 124069. Outros coletores: Mendes, M.S. Pena, F.S.R. Neves, G.S. Lat: 20º 9' 52 S, Long: 43º 51' 52 W; Alt: 985 m.",NA,NA,NA,NA,NA,"MG","Região da GERDAU","-43.864444","-20.164444","985","985",NA,"Itabirito",NA,NA,NA,NA,NA,NA,"43W 51' 52","20S 9' 52",NA,NA,NA,NA,NA
"226","2021-02-25 10:11:34-03","CVRD","CVRD","15395","PreservedSpecimen","Plantae","Poaceae","Ichnanthus","bambusiflorus","Ichnanthus bambusiflorus","Silva, C., Snak, C.","1133","2014","05","15","América do Sul","BRASIL",NA,NA,"Duplicatas: HUEFS <ll>dwc_commonname:</ll> Capim forguilha","CVRD015395","Magnoliophyta","Poales","(Trin.) Doell","Christian Silva","ES",NA,"-39.969722","-19.221944","32","32",NA,"Linhares","Liliopsida",NA,NA,"2014","05","15","39°58'11W","19°13'19S",NA,NA,NA,NA,NA
"227","2021-02-25 10:11:34-03","CVRD","CVRD","6886","PreservedSpecimen","Plantae","Poaceae","Ichnanthus","bambusiflorus","Ichnanthus bambusiflorus","Folli, D.A.","3901","2001","04","18","América do Sul","BRASIL",NA,NA,"<ll>dwc_commonname:</ll> Capim forguilha","CVRD006886","Magnoliophyta","Poales","(Trin.) Doell","Christian da Silva","ES",NA,"-40.0722007751465","-19.3910999298096",NA,NA,NA,"Linhares","Liliopsida","48094","auto","2014","05","14",NA,NA,NA,NA,NA,NA,NA
"228","2021-02-25 10:11:34-03","CVRD","CVRD","5227","PreservedSpecimen","Plantae","Poaceae","Ichnanthus","bambusiflorus","Ichnanthus bambusiflorus","Folli, D.A.","2590","1995","04","18","América do Sul","BRASIL",NA,NA,"<ll>dwc_commonname:</ll> Capim forguilha","CVRD005227","Magnoliophyta","Poales","(Trin.) Doell","Christian da Silva","ES","Na Imbiriba.","-40.0722007751465","-19.3910999298096",NA,NA,"CVRD005227","Linhares","Liliopsida","48094","auto","2014","05","14",NA,NA,NA,NA,NA,NA,NA
"229","2021-03-01 11:50:44-03","UFPE","UFP","55564","PreservedSpecimen","Plantae","Poaceae","Ichnanthus","bambusiflorus","Ichnanthus bambusiflorus","Gomes, P; Wanderley, AM; Maciel, B; Sobral-Leite, M","848","2008","04","26",NA,"Brasil",NA,NA,"Erva com cerca de 2m, folhas do colmo com lâminas caducas, eretas e paleáceas, colmo oco, folhas dos ramos verdes, base da lâmina foliar vinácea.","UFP055564",NA,NA,"(Trin.) Döll","Maciel, JR","Pernambuco",NA,"-36.010444","-8.391583","832","832",NA,"Agrestina",NA,NA,NA,"2008","07",NA,"-36.010444","-8.391583",NA,NA,NA,NA,NA
"230","2021-03-01 11:50:44-03","UFPE","UFP","55819","PreservedSpecimen","Plantae","Poaceae","Ichnanthus","bambusiflorus","Ichnanthus bambusiflorus","Sobral-Leite, M; Wanderley, AM","866","2008","09","14",NA,"Brasil",NA,NA,"Gramínea bambusóide do ecótono matriz-afloramento. Poucos indivíduos. Final de floração. Estruturas reprodutivas verdes e acinzentadas, sem odor.; Gramínea bambusóide do ecótono matriz-afloramento. Poucos indivíduos. Final de floração.","UFP055819",NA,NA,"(Trin.) Döll","Gomes, P","Pernambuco",NA,"-35.004889","-8.2205","112","112",NA,"Cabo de Santo Agostinho",NA,NA,NA,"2009","03","22","-35.004889","-8.2205",NA,NA,NA,NA,NA
"231","2021-03-01 11:50:44-03","UFPE","UFP","78987","PreservedSpecimen","Plantae","Poaceae","Ichnanthus","bambusiflorus","Ichnanthus bambusiflorus","Sobra-Leite, M; Demétrio, KM; Silva, LA; Silva, RB; Nadia, TCL","1329","2013","10","22",NA,"Brasil",NA,NA,"Floresta ombrófila densa.","UFP078987",NA,NA,"(Trin.) Döll","Oliveira, M","Pernambuco",NA,"-34.8810997009277","-8.05389022827148",NA,NA,NA,"Recife",NA,"18865","auto","2014","05",NA,NA,NA,NA,NA,NA,NA,NA
"232","2019-08-02 10:21:45-03","CPATSA","HTSA","4853","PreservedSpecimen","Plantae","Poaceae","Ichnanthus","bambusiflorus","Ichnanthus bambusiflorus","Harley, R.M.; Cardoso, D.","55450","2006","07","24",NA,"Brasil",NA,NA,"Erva perene até 2 m alt., com caules eretas.; Mata Estaccional perturbada.",NA,NA,NA,"(Trin.) Döll","Oliveira, R.P.","Bahia","Serra de Orobó, próximo à Fazenda Gameleira.","-40.900278","-12.684167","700","700",NA,"Itaberaba",NA,NA,NA,"2006","09",NA,"-40.900278","-12.684167",NA,NA,NA,NA,NA
"233","2020-09-12 05:00:02-03","US","US","975235","PreservedSpecimen","Plantae","Poaceae","Ichnanthus","bambusiflorus","Ichnanthus bambusiflorus","Wilkes Explor. Exped.","s.n.","1838",NA,NA,"South America - Neotropics","Brazil",NA,NA,NA,"US00990782",NA,"Cyperales","(Trin.) Döll",NA,"Rio de Janeiro","Organ Mts.",NA,NA,NA,NA,"US00990782_01",NA,"Monocotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"234","2020-09-12 05:00:02-03","US","US","2767353","PreservedSpecimen","Plantae","Poaceae","Ichnanthus","damazianus","Ichnanthus damazianus","L. Damazio","2172",NA,NA,NA,"South America - Neotropics","Brazil",NA,NA,"ex herb. Vienna","US00132690",NA,"Cyperales","Hack.","Stieber, M. T.","Minas Gerais","Prov. Minarum, Serra de Oura Preto, Montes de Camarinha",NA,NA,NA,NA,"US00132690_01",NA,"Monocotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Isotype",NA
"235","2020-09-12 05:00:02-03","US","US","80480","PreservedSpecimen","Plantae","Poaceae","Panicum","bambusiflorum","Panicum bambusiflorum","G. H. von Langsdorff","---",NA,NA,NA,"South America - Neotropics","Brazil",NA,NA,NA,"US00148166",NA,"Cyperales","Trin.",NA,"Minas Gerais",NA,NA,NA,NA,NA,"US00148166_01",NA,"Monocotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Type fragment",NA
"236","2020-09-02 16:36:43-03","Cenargen","CEN","87143","PreservedSpecimen","Plantae","Poaceae","Ichnanthus","aff. bambusiflorus","Ichnanthus aff. bambusiflorus","Marcelo Fragomeni Simon","2131","2014","03","20",NA,"Brasil","Exsicatas",NA,"Erva com 50 cm de altura.","CEN00087143",NA,NA,"(Trin.) Döll","C. Silva","MT","Fazenda Pelicano, caminho para a serra de Ricardo Franco, próxima ao rio Paraíso.","-60.236388","-14.851111","560","560","CEN00087143","VILA BELA DA SANTISSIMA TRINDADE",NA,NA,NA,"2016","03",NA,"-60.236388","-14.851111",NA,NA,"5",NA,NA
"237","2020-09-02 16:36:43-03","Cenargen","CEN","3707","PreservedSpecimen","Plantae","Poaceae","Ichnanthus","bambusiflorus","Ichnanthus bambusiflorus","José Francisco Montenegro Valls","1089","1970","01","22",NA,"Brasil","Exsicatas",NA,"Entreamento com vegetação arbustiva à beira da BR-116. Doação - Herb. Depto. Bot. da U.F.R.G.S. ICN nº 9979","CEN00003707",NA,NA,"(Trin.) Döll","C. Silva","MG","100 km S de Itaobim.","-41.4844017028809","-17.0741996765137",NA,NA,"CEN00003707","PADRE PARAISO",NA,"21680","auto","2012","07",NA,NA,NA,NA,NA,"1",NA,NA
"238","2020-09-02 16:36:43-03","Cenargen","CEN","62375","PreservedSpecimen","Plantae","Poaceae","Ichnanthus","bambusiflorus","Ichnanthus bambusiflorus","Eduardo Chaves - UB","131","2004","12","05",NA,"Brasil","Exsicatas",NA,"Mata de galeria e fitofisionomias associadas. Inflorescência verde em panícula, com pendúnculo sulcado. Estigma violeta, estames roxos e filete branco. Clareira na mata. Doação do Herbário UB (19309).","CEN00062375",NA,NA,"(Trin.) Döll","G. H. Rua","GO",NA,"-47.593055","-14.163333","1155","1155","CEN00062375","ALTO PARAISO DE GOIAS",NA,NA,NA,"2005","08",NA,"-47.593055","-14.163333",NA,NA,"1",NA,NA
"239","2020-09-02 16:36:43-03","Cenargen","CEN","94185","PreservedSpecimen","Plantae","Poaceae","Ichnanthus","bambusiflorus","Ichnanthus bambusiflorus","Araci Molnar Alonso","1369","2013","11","06",NA,"Brasil","Exsicatas",NA,"Material coletado: Ramo com fruto. Doação da Embrapa Cerrados.","CEN00094185",NA,NA,"(Trin.) Döll","R. S. Rodrigues","DF","Brazlândia. Sítio Coité do Cerrado.","-48.149722","-15.7425",NA,NA,"CEN00094185","BRASILIA",NA,NA,NA,"2017","01",NA,"-48.149722","-15.7425",NA,NA,"1",NA,NA
"240","2020-09-02 16:36:43-03","Cenargen","CEN","102696","PreservedSpecimen","Plantae","Poaceae","Ichnanthus","bambusiflorus","Ichnanthus bambusiflorus","Anderson Cássio Sevilha","5934","2016","11","30",NA,"Brasil","Exsicatas",NA,"Projeto Bem Diverso.","CEN00102696",NA,NA,"(Trin.) Döll","J. F. M. Valls","MG","Sítio 2- Ponto 1.","-42.481111","-16.211944","892","892","CEN00102696","FRUTA DE LEITE",NA,NA,NA,"2018","03",NA,"-42.481111","-16.211944",NA,NA,"4",NA,NA
"241","2020-09-02 16:36:43-03","Cenargen","CEN","103250","PreservedSpecimen","Plantae","Poaceae","Ichnanthus","bambusiflorus","Ichnanthus bambusiflorus","Anderson Cássio Sevilha","6357","2017","03","15",NA,"Brasil","Exsicatas",NA,"Inflorescência estramínea. Projeto Bem Diverso.","CEN00103250",NA,NA,"(Trin.) Döll","J. F. M. Valls","MG","Sucuriu.","-42.7525","-15.338333","986","986","CEN00103250","SANTO ANTÔNIO DO RETIRO",NA,NA,NA,"2018","02",NA,"-42.7525","-15.338333",NA,NA,"4",NA,NA
"242","2020-09-02 16:36:43-03","Cenargen","CEN","1973","PreservedSpecimen","Plantae","Poaceae","Ichnanthus","bambusiflorus","Ichnanthus bambusiflorus","Antônio Costa Allem","1773","1978","03","03",NA,"Brasil","Exsicatas",NA,"Dominante à beira da estrada. Ocorre em toda a região.","CEN00001973",NA,NA,"(Trin.) Döll","S. C. Boechat","BA","Km 221,5 da BR-242 Seabra - Lençóis.",NA,NA,NA,NA,"CEN00001973","LENCOIS",NA,NA,NA,"2001",NA,NA,NA,NA,NA,NA,"3",NA,NA
"243","2020-09-02 16:36:43-03","Cenargen","CEN","42278","PreservedSpecimen","Plantae","Poaceae","Ichnanthus","bambusiflorus","Ichnanthus bambusiflorus","Reyjane Patrícia de Oliveira","223","1999","09","10",NA,"Brasil","Exsicatas",NA,"Erva apoiante. Doação do Herbário da Universidade Estadual de Feira de Santana - HUEFS (39444). Feira de Santana - Bahia.","CEN00042278",NA,NA,"(Trin.) Döll","R. P. Oliveira","BA","Estrada Utinga/Bonito.","-41.167777","-12.030833","820","820","CEN00042278","UTINGA",NA,NA,NA,"1999","09",NA,"-41.167777","-12.030833",NA,NA,"1",NA,NA
"244","2020-09-02 16:36:43-03","Cenargen","CEN","62382","PreservedSpecimen","Plantae","Poaceae","Ichnanthus","bambusiflorus","Ichnanthus bambusiflorus","Eduardo Chaves - UB","195","2005","01","27",NA,"Brasil","Exsicatas",NA,"Mata de galeria e fitofisionomias associadas. Erva escandente. Pendúnculo verde, botões verde e vináceos. Borda da mata. Doação do Herbário UB (19373).","CEN00062382",NA,NA,"(Trin.) Döll","G. H. Rua","GO",NA,"-47.593055","-14.163333","1155","1155","CEN00062382","ALTO PARAISO DE GOIAS",NA,NA,NA,"2005","08",NA,"-47.593055","-14.163333",NA,NA,"1",NA,NA
"245","2020-09-02 16:36:43-03","Cenargen","CEN","37012","PreservedSpecimen","Plantae","Poaceae","Ichnanthus","bambusiflorus","Ichnanthus bambusiflorus","Leopoldo Krieger","21835","1988","02","04",NA,"Brasil","Exsicatas",NA,"Capim robusto em terreno descoberto, terra boa que foi mata recentemente. Foi coletada em mata, nesta data, com outro número. Esta chega a 1 ou 2 m. Doação do Herbário Leopoldo Krieger - Unversidade Federal de Juiz de Fora.","CEN00037012",NA,NA,"(Trin.) Döll","T. Sendulski","MG","Campus da UFJF.","-43.3502998352051","-21.7642002105713",NA,NA,"CEN00037012","JUIZ DE FORA",NA,"36144","auto","1992",NA,NA,NA,NA,NA,NA,"1",NA,NA
"246","2020-09-02 16:36:43-03","Cenargen","CEN","36560","PreservedSpecimen","Plantae","Poaceae","Ichnanthus","bambusiflorus","Ichnanthus bambusiflorus","Kátia Calago","288","1999","09","29",NA,"Brasil","Exsicatas",NA,"Espécie ereta com cerca de 1,00 m de altura, desenvolvendo-se entre pedras.","CEN00036560",NA,NA,"(Trin.) Döll","C. Silva","DF","Proximidades do córrego Riacho Fundo.","-47.9296989440918","-15.7797002792358",NA,NA,"CEN00036560","BRASILIA",NA,"70570","auto","2016","03",NA,"0.0","0.0",NA,NA,"1",NA,NA
"247","2020-09-02 16:36:43-03","Cenargen","CEN","50283","PreservedSpecimen","Plantae","Poaceae","Ichnanthus","bambusiflorus","Ichnanthus bambusiflorus","João Marcelo de Rezende","860","2002","12","13",NA,"Brasil","Exsicatas",NA,"9ª Parada. Área de influência direta AHE Corumbá IV.","CEN00050283",NA,NA,"(Trin.) Döll","C. Silva","GO","Canteiro de obras a jusante do barramento.","-47.9502983093262","-16.2525005340576","860","860","CEN00050283","LUZIANIA",NA,"83221","auto","2012","07",NA,"-4819361.0","-1633694.0",NA,NA,"4",NA,NA
"248","2020-09-02 16:36:43-03","Cenargen","CEN","48225","PreservedSpecimen","Plantae","Poaceae","Ichnanthus","aff. bambusiflorus","Ichnanthus aff. bambusiflorus","Reyjane Patrícia de Oliveira","145","1998","11","28",NA,"Brasil","Exsicatas",NA,"Espiguetas verdes. Doação do Herbário da Universidade Estadual de Feira de Santana - HUEFS (35189). Feira de Santana - Bahia.","CEN00048225",NA,NA,"(Trin.) Döll","R. P. Oliveira","BA","Margem do rio Lençois. .",NA,NA,NA,NA,"CEN00048225","LENCOIS",NA,NA,NA,"1998","11",NA,NA,NA,NA,NA,"1",NA,NA
"249","2020-10-16 10:36:34-03","UFG","HJ","5311","S","Plantae","Poaceae","Ichnanthus","bambusiflorus","Ichnanthus bambusiflorus","Souza, L.F.","1939","2005","02","21",NA,"Brasil",NA,NA,"neossolo quartzarênico","HJ00005311",NA,NA,"(Trin.) Döll","Luzia Francisca de Souza","Goiás","RPPN Pousada das Araras","-51.995278","-18.439444","620","620",NA,"Serranópolis",NA,NA,NA,NA,NA,NA,"51º59'43''W","18º26'22''S",NA,NA,NA,NA,NA
"250","2019-11-13 11:28:49-03","USP","SPF","166411","PreservedSpecimen","Plantae","Poaceae","Ichnanthus","bambusiflorus","Ichnanthus bambusiflorus","Dias-Melo, R","41","2003","11","29",NA,"Brasil",NA,NA,NA,"SPF00166411",NA,NA,"(Trin.) Döll","Longhi-Wagner, HM","Goiás","Serra Dourada","-50.189167","-16.079167","991","991","SPF00166411","Mossâmedes",NA,NA,NA,"2006",NA,NA,"-50.189167","-16.079167",NA,NA,NA,NA,NA
"251","2019-11-13 11:28:49-03","USP","SPF","176918","PreservedSpecimen","Plantae","Poaceae","Ichnanthus","bambusiflorus","Ichnanthus bambusiflorus","Nunes, TS","1530","2006","01","09",NA,"Brasil",NA,NA,NA,"SPF00176918",NA,NA,"(Trin.) Döll","Oliveira, RP","Bahia",NA,"-41.316667","-13.690833",NA,NA,"SPF00176918","Barra da Estiva",NA,NA,NA,"2006","02",NA,"-41.316667","-13.690833",NA,NA,NA,NA,NA
"252","2021-03-15 18:29:26-03","USP","SPF","227182","PreservedSpecimen","Plantae","Poaceae","Ichnanthus","bambusiflorus","Ichnanthus bambusiflorus","Mello-Silva, R","4032","2016","12","16",NA,"Brasil",NA,NA,"Pequena população, entre rochas. Espiguetas verdes com ápice vináceo.; Rochas quartzíticas com vegetação arbustiva.","SPF00227182",NA,NA,"(Trin.) Döll","Oliveira, RP; Dórea, MC","Minas Gerais","Pico do Padre Ângelo, Início da subida ao pico.","-41.578056","-19.306528","882","882","SPF00227182","Conselheiro Pena",NA,NA,NA,NA,NA,NA,"-41.578056","-19.306528",NA,NA,NA,NA,NA
"253","2020-01-14 17:44:53-03","USP","SPF","232425","PreservedSpecimen","Plantae","Poaceae","Ichnanthus","bambusiflorus","Ichnanthus bambusiflorus","Longhi-Wagner, HM","10474","2007","12","04",NA,"Brasil",NA,NA,NA,"SPF00232425",NA,NA,"(Trin.) Döll","Longhi-Wagner, HM","Minas Gerais","Serra do Ouro Branco","-43.728556","-20.471194","1211","1211",NA,"Ouro Branco",NA,NA,NA,NA,NA,NA,"-43.728556","-20.471194",NA,NA,NA,NA,NA
"254","2019-11-13 11:28:49-03","USP","SPF","67814","PreservedSpecimen","Plantae","Poaceae","Ichnanthus","bambusiflorus","Ichnanthus bambusiflorus","Pirani, JR","CFCR12709","1989","12","13",NA,"Brasil",NA,NA,NA,"SPF00067814",NA,NA,"(Trin.) Döll","Longhi-Wagner, HM","Minas Gerais",NA,"-42.816667","-16.533333","750","750","SPF00067814","Grão Mogol",NA,NA,NA,"1992",NA,NA,"-42.816667","-16.533333",NA,NA,NA,NA,NA
"255","2019-11-13 11:28:49-03","USP","SPF","90617","PreservedSpecimen","Plantae","Poaceae","Ichnanthus","bambusiflorus","Ichnanthus bambusiflorus","Harley, RM","H50440","1991","12","26",NA,"Brasil",NA,NA,NA,"SPF00090617",NA,NA,"(Trin.) Döll","Renvoize, SA","Bahia","Perto do riacho da Quebrada, ao pé da Serra do Atalho.","-41.833333","-13.233333","1100","1300","SPF00090617","Abaíra",NA,NA,NA,"1997",NA,NA,"-41.833333","-13.233333",NA,NA,NA,NA,NA
"256","2019-11-13 11:28:49-03","USP","SPF","155501","PreservedSpecimen","Plantae","Poaceae","Ichnanthus","bambusiflorus","Ichnanthus bambusiflorus","Oliveira, RP","169","1999","03","23",NA,"Brasil",NA,NA,NA,"SPF00155501",NA,NA,"(Trin.) Döll","Oliveira, RP","Bahia","Catolés de Cima","-41.6636009216309","-13.2496995925903",NA,NA,"SPF00155501","Abaíra",NA,"26531","auto","1999","03",NA,NA,NA,NA,NA,NA,NA,NA
"257","2019-11-13 11:28:49-03","USP","SPF","95131","PreservedSpecimen","Plantae","Poaceae","Ichnanthus","bambusiflorus","Ichnanthus bambusiflorus","Sano, PT","CFCR14407","1994","02","22",NA,"Brasil",NA,NA,NA,"SPF00095131",NA,NA,"(Trin.) Döll","Oliveira, RP","Bahia",NA,"-41.3269004821777","-13.6260995864868","1160","1160","SPF00095131","Barra da Estiva",NA,"61861","auto","1998","09",NA,NA,NA,NA,NA,NA,NA,NA
"258","2019-11-13 11:28:49-03","USP","SPF","155500","PreservedSpecimen","Plantae","Poaceae","Ichnanthus","bambusiflorus","Ichnanthus bambusiflorus","Oliveira, RP","141","1996","11","28",NA,"Brasil",NA,NA,NA,"SPF00155500",NA,NA,"(Trin.) Döll","Anônimo","Bahia","Trilha para Cachoeira da Primavera.","-41.3899993896484","-12.563099861145",NA,NA,"SPF00155500","Lençóis",NA,"47385","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"259","2019-11-13 11:28:49-03","USP","SPF","163869","PreservedSpecimen","Plantae","Poaceae","Ichnanthus","bambusiflorus","Ichnanthus bambusiflorus","Mota, RC","296","2000","12","02",NA,"Brasil",NA,NA,NA,"SPF00163869",NA,NA,"(Trin.) Döll","Viana, PL","Minas Gerais","Serra do Caraça","-43.4075012207031","-20.0746994018555",NA,NA,"SPF00163869","Catas Altas",NA,"11966","auto","2004","03",NA,NA,NA,NA,NA,NA,NA,NA
"260","2019-11-13 11:28:49-03","USP","SPF","137749","PreservedSpecimen","Plantae","Poaceae","Ichnanthus","bambusiflorus","Ichnanthus bambusiflorus","Garcia, CA","21A","1999","07","29",NA,"Brasil",NA,NA,NA,"SPF00137749",NA,NA,"(Trin.) Döll","Garcia, CA","Minas Gerais",NA,"-43.6002998352051","-18.2493991851807",NA,NA,"SPF00137749","Diamantina",NA,"101169","auto","2000",NA,NA,NA,NA,NA,NA,NA,NA,NA
"261","2019-11-13 11:28:49-03","USP","SPF","41604","PreservedSpecimen","Plantae","Poaceae","Ichnanthus","bambusiflorus","Ichnanthus bambusiflorus","Longhi-Wagner, HM","CFCR9213","1986","01","25",NA,"Brasil",NA,NA,NA,"SPF00041604",NA,NA,"(Trin.) Döll","Longhi-Wagner, HM","Minas Gerais","Lavras Novas.","-43.5080986022949","-20.2875003814697",NA,NA,"SPF00041604","Ouro Preto",NA,"44599","auto","1990","01",NA,NA,NA,NA,NA,NA,NA,NA
"262","2019-11-13 11:28:49-03","USP","SPF","183640","PreservedSpecimen","Plantae","Poaceae","Ichnanthus","bambusiflorus","Ichnanthus bambusiflorus","Garcia, CA","119","2006","02","03",NA,"Brasil",NA,NA,NA,"SPF00183640",NA,NA,"(Trin.) Döll","Garcia, CA","Minas Gerais","Parque Nacional da Serra do Cipó","-43.7144012451172","-19.1688995361328",NA,NA,"SPF00183640","Santana do Riacho",NA,"26557","auto","2006",NA,NA,NA,NA,NA,NA,NA,NA,NA
"263","2019-11-13 11:28:49-03","USP","SPF","137748","PreservedSpecimen","Plantae","Poaceae","Ichnanthus","bambusiflorus","Ichnanthus bambusiflorus","Garcia, CA","8","1999","07","27",NA,"Brasil",NA,NA,NA,"SPF00137748",NA,NA,"(Trin.) Döll","Garcia, CA","Minas Gerais","Serra do Cipó","-43.7144012451172","-19.1688995361328",NA,NA,"SPF00137748","Santana do Riacho",NA,"26557","auto","2000","02",NA,NA,NA,NA,NA,NA,NA,NA
"264","2019-11-13 11:28:49-03","USP","SPF","200674","PreservedSpecimen","Plantae","Poaceae","Ichnanthus","bambusiflorus","Ichnanthus bambusiflorus","Garcia, CA","49","2000","01","06",NA,"Brasil",NA,NA,NA,"SPF00200674",NA,NA,"(Trin.) Döll","Garcia, CA","Minas Gerais","Serra do Cipó, Morro do Juquinha.","-43.7144012451172","-19.1688995361328",NA,NA,"SPF00200674","Santana do Riacho",NA,"26557","auto","2000","02",NA,NA,NA,NA,NA,NA,NA,NA
