"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","decimalLongitude","decimalLatitude","identifiedBy","county","maximumElevationInMeters","class","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","minimumElevationInMeters","fieldNumber","typeStatus","individualCount"
"15","2021-03-21 19:32:48-03","UFC","EAC","43289","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Barrosoa","apiculata","Barrosoa apiculata","(Gardner) R.M.King & H.Rob.","Moro, M.F.; Menezes, M.O.T.; Souza, S.S.G.","135","2007","05","25","Southern America","Brasil","Ceará","RPPN Fancy Nunes",NA,"Herbáceo; Flor branca; Coordenadas geográdicas: ponto 20; Caatinga","EAC0043289","EAC0043289","-39.4543991088867","-4.05278015136719","Quaresma, A.S.","General Sampaio",NA,NA,NA,NA,"15114","auto","2014","05","23",NA,NA,NA,NA
"16","2021-03-21 19:32:48-03","UFC","EAC","43349","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Barrosoa","apiculata","Barrosoa apiculata","(Gardner) R.M.King & H.Rob.","Moro, M.F.; Menezes, M.O.T.; Souza, S.S.G.","185","2008","05","31","Southern America","Brasil","Ceará","RPPN Fancy Nunes",NA,"Caatinga","EAC0043349","EAC0043349","-39.4543991088867","-4.05278015136719","Quaresma, A.S.","General Sampaio",NA,NA,NA,NA,"15114","auto","2014","05","23",NA,NA,NA,NA
"17","2021-03-21 19:32:47-03","UFC","EAC","32053","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Barrosoa","apiculata","Barrosoa apiculata","(Gardner) R.M.King & H.Rob.","Costa, R.C.","s.n.","2000","06","01","Southern America","Brasil","Ceará","Fazenda Não Me Deixes",NA,"Planta herbácea; Forma de vida terófito.","EAC0032053","EAC0032053","-39.0153007507324","-4.97138977050781","Quaresma, A.S.","Quixadá",NA,NA,NA,NA,"41968","auto","2014","05","23",NA,NA,NA,NA
"18","2021-03-21 19:32:47-03","UFC","EAC","18098","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Barrosoa","apiculata","Barrosoa apiculata","(Gardner) R.M.King & H.Rob.","Figueiredo, M.A.; et al.","272","1991","07","17","Southern America","Brasil","Rio Grande do Norte","Serra Nova",NA,"Erva","EAC0018098","EAC0018098","-37.9110984802246","-6.0877799987793","Quaresma, A.S.","Martins","720",NA,NA,NA,"10029","auto","2014","06","11","720",NA,NA,NA
"19","2020-12-21 16:15:06-03","MBM","MBM","282838","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Barrosoa","apiculata","Barrosoa apiculata","(Gardner) R.M. King & H. Rob.","Brade, A.C.; et al.; et al.","14","1931","08","04","Southern America","Brazil","Rio de Janeiro","Recreio dos Bandeirantes",NA,NA,"MBM282838","MBM282838","-43.2075004577637","-22.9027996063232",NA,"Rio de Janeiro",NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA
"20","2020-12-21 16:15:06-03","MBM","MBM","266126","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Barrosoa","apiculata","Barrosoa apiculata","(Gardner) R.M. King & H. Rob.","Conceição, A.S.","128","1997","12","06","Southern America","Brazil","Bahia","Paraque Metropolitano de Pituaçu",NA,NA,"MBM266126","MBM266126","-38.510799407959","-12.9710998535156","Costa, J.","Salvador",NA,NA,NA,NA,"26018","auto",NA,NA,NA,NA,NA,NA,NA
"21","2020-12-21 16:15:06-03","MBM","MBM","303716","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Barrosoa","apiculata","Barrosoa apiculata","(Gardner) R.M. King & H. Rob.","Hatschbach, G.; Barboza, E.; Costa, E.F.; Barboza, E.; Costa, E.F.","78991","2005","03","10","Southern America","Brazil","Santa Catarina","Serra do Corvo Branco",NA,"Ereta, flor alva.; Paredão rochoso.","MBM303716",NA,"-49.2146987915039","-28.1849994659424","Nakajima, J.","Grão Pará",NA,NA,NA,NA,"24844","auto","2019","07",NA,NA,NA,NA,NA
"22","2019-10-11 15:59:09-03","UESC","UESC","8324","S","Plantae","Angiospermae","Florideophycidae","Asteraceae","Eupatorium","apiculatum","Eupatorium apiculatum","Gard.","Conceição, A.S.","128","1997","12","06",NA,"Brasil","Bahia",NA,NA,"Veg. Sec. de Floresta Atlântica e Restinga (antropizada). Solo; textura argilosa.; Subarbusto ca. 0,80 m de altura.","UESC0008324",NA,"-38.416389","-12.945556",NA,"Salvador",NA,"Dicotyledoneae","38W24'59''","12S56'44''",NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2018-04-24 14:12:30-03","MNHN","RECOLNAT_MNHN_P","P00148861","PreservedSpecimen",NA,NA,NA,"Asteraceae","Barrosoa","apiculata","Barrosoa apiculata","(Gardner) R.M.King & H.Rob.","Burchell, W.J.",NA,NA,NA,NA,NA,"Brésil",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00148861' target='other'> <mi>dwc_moreinfo</mi></a>","P00148861","P00148861_01",NA,NA,"Esteves",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1379",NA,NA
"24","2015-09-04 05:16:01-03","MNHN","RECOLNAT_MNHN_P","P02671107","PreservedSpecimen",NA,NA,NA,"Asteraceae","Eupatorium","apiculatum","Eupatorium apiculatum","Gardner","Riedel",NA,"1832","2","1",NA,"Brasil","Rio de Janeiro",". Rio de Janeiro, Sudeste, Brasil, América do Sul","hb",". . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02671107' target='other'> <mi>dwc_moreinfo</mi></a>","P02671107","P02671107_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"221",NA,NA
"25","2017-05-11 16:33:23-03","MNHN","RECOLNAT_MNHN_P","P02671108","PreservedSpecimen",NA,NA,NA,"Asteraceae","Eupatorium","apiculatum","Eupatorium apiculatum","Gardner","Riedell",NA,NA,NA,NA,NA,"Brasil","Rio de Janeiro","Brasilia. Rio de Janeiro, Sudeste, Brasil, América do Sul","hb",". s.d. 917 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02671108' target='other'> <mi>dwc_moreinfo</mi></a>","P02671108","P02671108_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1237",NA,NA
"26","2015-09-04 05:16:01-03","MNHN","RECOLNAT_MNHN_P","P02671109","PreservedSpecimen",NA,NA,NA,"Asteraceae","Eupatorium","apiculatum","Eupatorium apiculatum","Gardner","Riedel, L.",NA,"1864","8","20",NA,"Brésil",NA,"s.l.","hb","avec P01168116 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02671109' target='other'> <mi>dwc_moreinfo</mi></a>","P02671109","P02671109_01 P02671109_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"221",NA,NA
"27","2015-09-04 05:16:01-03","MNHN","RECOLNAT_MNHN_P","P02671106","PreservedSpecimen",NA,NA,NA,"Asteraceae","Eupatorium","apiculatum","Eupatorium apiculatum","Gardner","Riedel",NA,NA,NA,NA,NA,"Brasil",NA,". Brasil, América do Sul","hb",". 30/03/66. Nº 1237 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02671106' target='other'> <mi>dwc_moreinfo</mi></a>","P02671106","P02671106_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1345",NA,NA
"28","2015-10-05 04:39:23-03","MNHN","RECOLNAT_MNHN_P","P00742299","PreservedSpecimen",NA,NA,NA,"Asteraceae","Eupatorium","apiculatum","Eupatorium apiculatum","Gardner","Gardner, G.",NA,"1838",NA,NA,NA,"Brésil",NA,"Montagnes Organ","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00742299' target='other'> <mi>dwc_moreinfo</mi></a>","P00742299","P00742299_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"773","type",NA
"29","2017-05-15 11:43:23-03","MNHN","RECOLNAT_MNHN_P","P01168116","PreservedSpecimen",NA,NA,NA,"Asteraceae","Eupatorium","apiculatum","Eupatorium apiculatum","Gardner","Riedel",NA,"1824","12","1",NA,"Brasil","Rio de Janeiro","Rio Janeiro","hb","avec P02671109 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01168116' target='other'> <mi>dwc_moreinfo</mi></a>","P01168116","P01168116_01",NA,NA,"Nakijama",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"623",NA,NA
"30","2015-09-04 05:16:01-03","MNHN","RECOLNAT_MNHN_P","P02671102","PreservedSpecimen",NA,NA,NA,"Asteraceae","Eupatorium","apiculatum","Eupatorium apiculatum","Gardner","Glaziou",NA,"1867","18","27",NA,"Brasil","Rio de Janeiro","Brésil (Rio Janeiro). Rio de Janeiro, Sudeste, Brasil, América do Sul","hb",". . Herbier de A. Glaziou donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02671102' target='other'> <mi>dwc_moreinfo</mi></a>","P02671102","P02671102_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1407",NA,NA
"31","2015-09-04 05:16:01-03","MNHN","RECOLNAT_MNHN_P","P02671104","PreservedSpecimen",NA,NA,NA,"Asteraceae","Eupatorium","apiculatum","Eupatorium apiculatum","Gardner","Riedel",NA,NA,NA,NA,NA,"Brasil",NA,"Brasilia. Brésil. Brasil, América do Sul","hb",". . Herbier de A. Glaziou donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02671104' target='other'> <mi>dwc_moreinfo</mi></a>","P02671104","P02671104_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2015-09-04 05:16:01-03","MNHN","RECOLNAT_MNHN_P","P02671105","PreservedSpecimen",NA,NA,NA,"Asteraceae","Eupatorium","apiculatum","Eupatorium apiculatum","Gardner","Smith, L.B.",NA,"1928","11","21",NA,"Brasil","Rio de Janeiro","Sea cliffs by Avenida Niemeyer, Rio de Janeiro. Rio de Janeiro, Rio de Janeiro, Sudeste, Brasil, América do Sul","hb",". . Flora of Brazil. Federal District. Reçu le 31 Octobre 1931 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02671105' target='other'> <mi>dwc_moreinfo</mi></a>","P02671105","P02671105_01","-43.25","-22.98333",NA,"Rio de Janeiro","40",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1300",NA,NA
"33","2015-09-04 05:16:01-03","MNHN","RECOLNAT_MNHN_P","P02671110","PreservedSpecimen",NA,NA,NA,"Asteraceae","Eupatorium","apiculatum","Eupatorium apiculatum","Gardner","Riedel",NA,"1832","1","1",NA,"Brasil","Rio de Janeiro",". Rio de Janeiro, Sudeste, Brasil, América do Sul","hb",". . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02671110' target='other'> <mi>dwc_moreinfo</mi></a>","P02671110","P02671110_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"221",NA,NA
"34","2015-09-04 05:12:13-03","MNHN","RECOLNAT_MNHN_P","P02671112","PreservedSpecimen",NA,NA,NA,"Asteraceae","Eupatorium","apiculatum","Eupatorium apiculatum","Gardner","Riedel",NA,NA,NA,NA,NA,"Brasil",NA,"Brésil . Brasil, América do Sul","hb",". s.d. Herbier de A. Glaziou donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02671112' target='other'> <mi>dwc_moreinfo</mi></a>","P02671112","P02671112_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2015-09-04 05:16:01-03","MNHN","RECOLNAT_MNHN_P","P02671114","PreservedSpecimen",NA,NA,NA,"Asteraceae","Eupatorium","apiculatum","Eupatorium apiculatum","Gardner","Glaziou",NA,NA,NA,NA,NA,"Brasil","Rio de Janeiro","Brésil (Rio Janeiro). Rio de Janeiro, Sudeste, Brasil, América do Sul","hb",". s.d. Herbier de A. Glaziou donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02671114' target='other'> <mi>dwc_moreinfo</mi></a>","P02671114","P02671114_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1408",NA,NA
"36","2015-09-04 05:16:01-03","MNHN","RECOLNAT_MNHN_P","P02671103","PreservedSpecimen",NA,NA,NA,"Asteraceae","Eupatorium","apiculatum","Eupatorium apiculatum","Gardner","Glaziou, A.",NA,"1867","11","9",NA,"Brasil","Rio de Janeiro","Brésil (Rio Janeiro) Copacabana. Rio de Janeiro, Rio de Janeiro, Sudeste, Brasil, América do Sul","hb",". . Herbier de A. Glaziou. Donné par Mme SIMARD, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02671103' target='other'> <mi>dwc_moreinfo</mi></a>","P02671103","P02671103_01","-43.2075004577637","-22.9027996063232",NA,"Rio de Janeiro",NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,"2094",NA,NA
"37","2015-09-04 05:16:01-03","MNHN","RECOLNAT_MNHN_P","P02671113","PreservedSpecimen",NA,NA,NA,"Asteraceae","Eupatorium","apiculatum","Eupatorium apiculatum","Gardner","Glaziou",NA,"1861","1","20",NA,"Brasil","Rio de Janeiro","Brésil (Rio Janeiro) Copacabana. Rio de Janeiro, Rio de Janeiro, Sudeste, Brasil, América do Sul","hb",". . Herbier de A. Glaziou donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02671113' target='other'> <mi>dwc_moreinfo</mi></a>","P02671113","P02671113_01","-43.2075004577637","-22.9027996063232",NA,"Rio de Janeiro",NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,"99",NA,NA
"38","2015-09-04 10:10:42-03","MNHN","RECOLNAT_MNHN_P","P04288972","PreservedSpecimen",NA,NA,NA,"Asteraceae","Eupatorium","apiculatum","Eupatorium apiculatum","Gardner","Glaziou",NA,NA,NA,NA,NA,"Brasil","Rio de Janeiro","Restinga de Copacabana . Rio de Janeiro, Rio de Janeiro, Sudeste, Brasil, América do Sul","hb","Plantae Brasiliae Centralis. s.d. Soc. Bot. de France, Mém. I-3, p391,296 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04288972' target='other'> <mi>dwc_moreinfo</mi></a>","P04288972","P04288972_01","-43.2075004577637","-22.9027996063232",NA,"Rio de Janeiro",NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,"2094",NA,NA
"39","2020-07-10 09:45:14-03","MBML","MBML-HERBARIO","2219",NA,"Plantae",NA,NA,"Compositae","Barrosoa","apiculata","Barrosoa apiculata","(Gardner) R.M.King & H.Rob.","W. Boone","747","1985","09","11",NA,"Brasil","Espírito Santo","Country Club",NA,"Erva portrada, capítulos com brácteas verde claras e flores internamente brancas, semi-sombra, capoeirão, viária.","MBML002219","MBML002219","-40.635556","-19.925556","G. Heiden/06-04-2016","Santa Teresa",NA,NA,"40W38'8","19S55'32",NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-07-10 09:45:14-03","MBML","MBML-HERBARIO","2238",NA,"Plantae",NA,NA,"Compositae","Barrosoa","apiculata","Barrosoa apiculata","(Gardner) R.M.King & H.Rob.","W. Boone","619","1985","08","06",NA,"Brasil","Espírito Santo","Reserva Biológica de Nova Lombardia",NA,"Escandente, capítulos verdes, em botões, heliófila, viária.","MBML002238","MBML002238","-40.553056","-19.9075","G. Heiden/06-04-2016","Santa Teresa",NA,NA,"40W33'11","19S54'27",NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-07-24 17:21:05-03","MBML","MBML-HERBARIO","22708",NA,"Plantae",NA,NA,"Compositae","Barrosoa","apiculata","Barrosoa apiculata","(Gardner) R.M.King & H.Rob.","L. Kollmann; et al","6985","2004","09","04",NA,"Brasil","Espírito Santo","Parque Estadual do Forno Grande",NA,"Escandente na sombra, flores brancas.","MBML022708","MBML022708","-41.100556","-20.519167","A.M. Teles/VIII-2015","Castelo",NA,NA,"41W6'2","20S31'9",NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2020-07-10 09:45:14-03","MBML","MBML-HERBARIO","2199",NA,"Plantae",NA,NA,"Compositae","Barrosoa","apiculata","Barrosoa apiculata","(Gardner) R.M.King & H.Rob.","W. Boone","281","1984","08","01",NA,"Brasil","Espírito Santo","Três Barras",NA,"Arbusto com flores brancas, solo úmido, flores levemente perfumada.","MBML002199","MBML002199","-40.449444","-19.925","G. Heiden/06-04-2016","Santa Teresa",NA,NA,"40W26'58","19S55'30",NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2020-07-24 17:21:05-03","MBML","MBML-HERBARIO","2283",NA,"Plantae",NA,NA,"Compositae","Barrosoa","apiculata","Barrosoa apiculata","(Gardner) R.M.King & H.Rob.","H. Q. Boudet Fernandes","1390","1985","08","13",NA,"Brasil","Espírito Santo","Encosta do Jardim da Montanha",NA,"Erva com capítulos brancos, aromáticos, viária, heliófila.","MBML002283","MBML002283","-40.588333","-19.945278","G. Heiden/06-04-2016","Santa Teresa",NA,NA,"40W35'18","19S56'43",NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2020-07-10 09:45:14-03","MBML","MBML-HERBARIO","28249",NA,"Plantae",NA,NA,"Compositae","Barrosoa","apiculata","Barrosoa apiculata","(Gardner) R.M.King & H.Rob.","L. Kollmann","9288","2006","09","01",NA,"Brasil","Espírito Santo","Nova Lombardia",NA,"Erva 1,3m no sol. Flores brancas.","MBML028249","MBML028249","-40.510556","-19.823611","G. Heiden/05-04-2016","Santa Teresa",NA,NA,"40W30'38","19S49'25",NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2020-07-10 09:45:14-03","MBML","MBML-HERBARIO","36081",NA,"Plantae",NA,NA,"Compositae","Barrosoa","apiculata","Barrosoa apiculata","(Gardner) R.M.King & H.Rob.","M.M. Saavedra; et al","791","2008","07","17",NA,"Brasil","Espírito Santo","Distrito de Forno Grande. Parque Estadual do Forno Grande.Trilha para piscinas",NA,NA,"MBML036081","MBML036081","-41.0875","-20.502778","G. Heiden/05-04-2016","Castelo",NA,NA,"41W5'15","20S30'10",NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2020-11-18 11:39:44-03","UERJ","HRJ","11814","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Barrosoa","apiculata","Barrosoa apiculata","(Gardner) R.M.King & H.Rob.","?","s.n.",NA,NA,NA,NA,"Brasil","Rio de Janeiro","Morro dos Cabritos.",NA,NA,"HRJ00011764",NA,"-43.2075004577637","-22.9027996063232",NA,"Rio de Janeiro",NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA
