"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","continentOcean","preparationType","previousCatalogNumber","phylum","order","coordinatePrecision","geoFlag","class","relatedCatalogItem","typeStatus","fieldNumber","individualCount"
"11","2021-03-15 16:37:00-03","NY","NYBG","616026","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","bombycina","Myrcia bombycina","(O.Berg) Kiaersk.","L. R. Landrum","R. A. Wasum","5349","1989","03","02","Brazil","Rio Grande do Sul","Nova Prata","Cascata da Usina","-51.61","-28.7842",NA,NA,"750","750","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=768095' target='other'> <mi>dwc_moreinfo</mi></a>","NY00616026","NY00616026_01",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","616023","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","bombycina","Myrcia bombycina","(O.Berg) Kiaersk.","M. Sobral","M. Sobral","4596","1985","12",NA,"Brazil","Rio Grande do Sul","Jaguari","Gruta Linha, Um, Jaguari","-54.6897","-29.4975",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=768087' target='other'> <mi>dwc_moreinfo</mi></a>","NY00616023","NY00616023_01",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA
"13","2016-09-29 18:41:00-03","NY","NYBG","616029","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","bombycina","Myrcia bombycina",NA,NA,"L. R. Landrum","5739","1987","12","11","Argentina","Misiones","San Ignacio","San Ignacio, new road to Loreto, ca. 3 km from Ruta 12",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=768101' target='other'> <mi>dwc_moreinfo</mi></a>","NY00616029",NA,NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","616021","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","bombycina","Myrcia bombycina","(O.Berg) Kiaersk.","G. G. Hatschbach","G. G. Hatschbach","40626","1977","12","15","Brazil","Paraná",NA,"Laranjeiras do Sul arredores",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=768099' target='other'> <mi>dwc_moreinfo</mi></a>","NY00616021","NY00616021_01",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","557687","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","bombycina","Myrcia bombycina","(O.Berg) Kiaersk.","S. F. Smith","R. A. Wasum","HUCS8054","1992","01","16","Brazil","Rio Grande do Sul","Caxias do Sul","Caxias do Sul - Ana Rech - Faxinal","-51.094927","-29.108528",NA,NA,"750","750","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=768089' target='other'> <mi>dwc_moreinfo</mi></a>","NY00557687","NY00557687_01",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","616015","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","bombycina","Myrcia bombycina","(O.Berg) Kiaersk.","C. M. D. E. Legrand","R. M. Klein","2177","1957","01","26","Brazil","Santa Catarina","Ibirama","Ibirama","-49.534691","-27.013976",NA,NA,"100","100","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=768091' target='other'> <mi>dwc_moreinfo</mi></a>","NY00616015","NY00616015_01",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","616020","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","bombycina","Myrcia bombycina","(O.Berg) Kiaersk.","M. Sobral","G. G. Hatschbach","40522","1977","12","08","Brazil","Paraná","Santa Helena","Rio S. Francisco Chico","-54.3328","-24.8606",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=768085' target='other'> <mi>dwc_moreinfo</mi></a>","NY00616020","NY00616020_01",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","616028","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","bombycina","Myrcia bombycina","(O.Berg) Kiaersk.","S. F. Smith","R. A. Wasum","HUCS11411","1995","12","27","Brazil","Rio Grande do Sul","Ipiranga do Sul","Ipiranga do Sul - BR 153","-52.4264","-27.9369",NA,NA,"730","730","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=768088' target='other'> <mi>dwc_moreinfo</mi></a>","NY00616028","NY00616028_01",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","1522701","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","bombycina","Myrcia bombycina","(O.Berg) Kiaersk.","M. L. Kawasaki","G. G. Hatschbach","20600","1968","12","10","Brazil","Paraná","Laranjeiras do Sul","Pinhal Ralo","-52.08","-25.42",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1776691' target='other'> <mi>dwc_moreinfo</mi></a>","NY01522701","NY01522701_01",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","01093220","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","bombycina","Myrcia bombycina","(O.Berg) Kiaersk.",NA,"L. B. Smith","10901","1957","02","06","Brazil","Santa Catarina","Caçador","9 km west of Caçador","-51.0920296","-26.781823",NA,NA,"900","1000","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1230530' target='other'> <mi>dwc_moreinfo</mi></a>","NY01093220","NY01093220_01",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","616019","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","bombycina","Myrcia bombycina","(O.Berg) Kiaersk.","C. M. D. E. Legrand","L. B. Smith","11044","1957","02","08","Brazil","Santa Catarina","Curitibanos","6 km northwest of lebon Regis; So. east of C 41 km","-50.5842","-27.2831",NA,NA,"700","900","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=768093' target='other'> <mi>dwc_moreinfo</mi></a>","NY00616019","NY00616019_01",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","557688","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","bombycina","Myrcia bombycina","(O.Berg) Kiaersk.","S. F. Smith","R. A. Wasum","8048","1992","01","16","Brazil","Rio Grande do Sul","Caxias do Sul","Caxias do Sul - Ana Rech - Faxinal","-51.094927","-29.108528",NA,NA,"750","750","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=768090' target='other'> <mi>dwc_moreinfo</mi></a>","NY00557688","NY00557688_01",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","616022","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","bombycina","Myrcia bombycina","(O.Berg) Kiaersk.","C. M. D. E. Legrand","L. B. Smith","14059","1964","12","16","Brazil","Santa Catarina","Chapecó","8-13 km west of Chapecó","-52.67","-27.1",NA,NA,"300","400","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=768094' target='other'> <mi>dwc_moreinfo</mi></a>","NY00616022","NY00616022_01",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA
"24","2016-09-29 18:41:00-03","NY","NYBG","616030","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","bombycina","Myrcia bombycina",NA,"B. K. Holst","M. L. Ortiz","875","1988","12","04","Paraguay","Caazapá",NA,"Tavai-Caminho a Y. Horry","-55.33","-26.17",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=768097' target='other'> <mi>dwc_moreinfo</mi></a>","NY00616030",NA,NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","616018","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","bombycina","Myrcia bombycina","(O.Berg) Kiaersk.","C. M. D. E. Legrand","R. Reitz","17867","1965","12","17","Brazil","Paraná","Castro","Carambeí, Rio Sao Joao, Castro","-50.152803","-24.908517",NA,NA,"950","950","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=768092' target='other'> <mi>dwc_moreinfo</mi></a>","NY00616018","NY00616018_01",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","02705666","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","oblongata","Myrcia oblongata","DC.",NA,"M. F. Santos","667","2011","03","27","Brazil","Santa Catarina","Capão Alto","Rodovia entre Capão Alto e Campo Alegre do Sul, a 12 km de Capão Alto. Area florestal na margem esquerda da rodovia (sentido C. Alegre do Sul). Planta coletada na borda.","-50.61494","-27.92117",NA,NA,"981",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3005056' target='other'> <mi>dwc_moreinfo</mi></a>","NY02705666","NY02705666_01",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","1522415","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","oblongata","Myrcia oblongata","DC.","M. F. Santos","J. C. Lindeman","3667","1966","12","14","Brazil","Rio Grande do Sul","Muitos Capoes","40 km SE. of Lagoa Vermelha","-51.1817016601562","-28.3141994476318",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1751663' target='other'> <mi>dwc_moreinfo</mi></a>","NY01522415","NY01522415_01",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Myrtales","41750","auto",NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","1552037","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","oblongata","Myrcia oblongata","DC.","E. J. Lucas; A. C. Araújo","R. Affonso","171","2011","01","07","Brazil","Santa Catarina","Lages","BR 116, km 282 Estrada Lages - Vacaria.","-50.5686","-28.0553",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1434173' target='other'> <mi>dwc_moreinfo</mi></a>","NY01552037","NY01552037_01",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA
"29","2021-02-08 11:09:36-03","UNESP-IBB","BOTU","28647","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","oblongata","Myrcia oblongata","DC.","Sobral, M.","Bosio, F.","77","2011","12","26","Brasil","Santa Catarina","Campo Belo do Sul","Sítio São João","-50.725556","-27.885161","50°43'32w","27°53'6.58s",NA,NA,NA,"BOTU028647",NA,"2013","11","07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-02-18 09:30:15-03","UNESP-IBB","BOTU","28761","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","oblongata","Myrcia oblongata","DC.","Valduga, E.","Sartori, M.","166","2007","05","06","Brasil","Rio Grande do Sul","Caxias do Sul","Vila Seca, fazenda A. Scopel",NA,NA,"9999","9999",NA,NA,NA,"BOTU028761",NA,"2012","07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-11-13 09:20:24-03","UFRJ","RFA","11012","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","bombycina","Myrcia bombycina","(O.Berg) Kiaersk.","M. Sobral","G.G. Hatschbach","20600","1968","07","10","Brasil","Paraná","Laranjeiras do Sul","Pinhal Ralo","-52.4160995483398","-25.4078006744385",NA,NA,NA,NA,"Arbusto 1 a 2 m de altura; flor alva","RFA10891",NA,"2001",NA,NA,NA,NA,NA,NA,NA,"28404","auto",NA,NA,NA,NA,NA
"32","2020-11-24 17:10:54-03","UTFPR","DVPR","953","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","oblongata","Myrcia oblongata","DC.","Soares-Silva, LH","Francisco, EM; et al.","s.n.","1998","10","24","Brasil","Paraná","Curiúva",NA,"-50.4583015441895","-24.0324993133545",NA,NA,NA,NA,"Árvore 5m, botões amarelos.","DVPR000953","DVPR000953","2001",NA,NA,NA,NA,NA,"Magnoliophyta",NA,"23566","auto",NA,NA,NA,NA,NA
"33","2020-11-24 17:10:54-03","UTFPR","DVPR","948","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","oblongata","Myrcia oblongata","DC.","Soares-Silva, LH","Pavão, OC; et al.","s.n.","1999","02","04","Brasil","Paraná","Ortigueira","Sítio Cubines- Estrada Briolândia, rio Barra Grande","-50.9494018554688","-24.2082996368408",NA,NA,NA,NA,"Árvore 3m, frutos verdes.","DVPR000948","DVPR000948","2004","02",NA,NA,NA,NA,"Magnoliophyta",NA,"46016","auto",NA,NA,NA,NA,NA
"34","2020-11-24 17:10:54-03","UTFPR","DVPR","3844","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","oblongata","Myrcia oblongata","DC.","Cordeiro, J","Caxambu, MG; et al.","3641","2011","11","03","Brasil","Paraná","Tuneiras do Oeste","cerrado alterado","-52.45127","-23.54394","-52.45127","-23.54394","520","520","arvoreta heliófita, ca. 2,20m. Flores alvas. Frequente.; Solo: Neossolo Quartzênico não Hidromórfico. Relevo:suave-ondulado. Vegetação: savana (campo sujo)","DVPR003844",NA,"2014",NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA
"35","2020-11-24 17:10:54-03","UTFPR","DVPR","5824","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","oblongata","Myrcia oblongata","DC.","Verdi, M","Verdi, M; Hasckel, RP; Klemz, G","1793","2009","03","16","Brasil","Santa Catarina","Zortéa","Fazenda Tupitiniga.","-51.313","-27.3225","-51.313","-27.3225","657","657","Árborea, frutos verdes.; Ecótono Floresta Estadional Decidual/Floresta Ombrófila Mista.","DVPR005824",NA,"2009","03","16",NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA
"36","2020-12-15 11:14:50-03","FUNED","FUNED-POL","2154","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","bombycina","Myrcia bombycina",NA,NA,NA,NA,"1995","09","25","Brasil","MG",NA,"Cachoeira da Prata","-44.453333","-19.524722","44W 27' 12","19S 31' 29",NA,NA,NA,"POL002154",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-30 12:45:59-03","EAO","IAN","53392","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","bombycina","Myrcia bombycina","(O.Berg) Kiaersk.","Legrand, CDR","Schwarz, GJ","3823","1947","01","08","Argentina",NA,NA,"Gob. Missiones, dep. San Javier, Loc. Mojon Grande.",NA,NA,NA,NA,NA,NA,NA,"IAN053392",NA,"1947","10",NA,"Southern America",NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-30 12:45:59-03","EAO","IAN","53421","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","bombycina","Myrcia bombycina","(O.Berg) Kiaersk.","Legrand, CDR","Schwarz, GJ","1529","1945","11","22","Argentina",NA,NA,"Gob. Missiones, dep. Cainguás, Loc. Arroyo Cabay.",NA,NA,NA,NA,NA,NA,"Flor branca.","IAN053421",NA,"1947","10",NA,"Southern America",NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA
"39","2020-01-20 14:40:43-03","UPM","MACK","1278","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","oblongata","Myrcia oblongata","DC.","M. Sobral","S. Dreveck; et al.","319","2008","03","14","Brasil","SC","Ponte Alta do Norte","Floresta Ombrófila mista.","-50.4644012451172","-27.1583003997803","S","W",NA,NA,NA,NA,NA,"2008","04","01",NA,NA,NA,NA,NA,"22632","auto",NA,NA,NA,NA,NA
"40","2020-02-08 10:06:54-03","NBC","NL-BOTANY","U.1450322","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","bombycina","Myrcia bombycina","(O.Berg) Kiaersk.",NA,"Lindeman JC; et al.",NA,"1972","12","21","Brazil",NA,NA,"4 km E de S. Pedro, campo arenoso.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1450322 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1450322","NL-U1450322",NA,NA,NA,"Southern America",NA,NA,NA,"Myrtales",NA,NA,"Magnoliopsidae","U 0214059",NA,NA,NA
"41","2020-02-08 10:06:54-03","NBC","NL-BOTANY","U.1452335","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","bombycina","Myrcia bombycina","(O.Berg) Kiaersk.","Legrand CMDE","Pedersen TM",NA,"1951","01","29","Argentina","Corrientes",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1452335 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1452335","NL-U1452335",NA,NA,NA,"Southern America",NA,NA,NA,"Myrtales",NA,NA,"Magnoliopsidae","U 0063035",NA,NA,NA
"42","2020-02-08 10:06:54-03","NBC","NL-BOTANY","U.1452336","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","bombycina","Myrcia bombycina","(O.Berg) Kiaersk.",NA,"Tressens SG; Ferrucci MS; Pellegrini MG",NA,"1993","02","09","Argentina",NA,NA,"Argentina, Corrientes, Dep Santo Tome. Loc Ayo Chimaray y ruta 40. Borde de selva marginal.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1452336 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1452336","NL-U1452336",NA,NA,NA,"Southern America",NA,NA,NA,"Myrtales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"43","2020-02-08 10:07:06-03","NBC","NL-BOTANY","L.2527126","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","oblongata","Myrcia oblongata","DC.",NA,"Hatschbach GG",NA,"1968","03","24","Brazil",NA,NA,"Barra rio das mortes (mun. Jaguariaiva), Paraná.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2527126 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2527126","NL-L2527126",NA,NA,NA,"Southern America",NA,NA,NA,"Myrtales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"44","2020-02-08 10:07:06-03","NBC","NL-BOTANY","U 0284929","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","oblongata","Myrcia oblongata","DC.","Lima DF","Lindeman JC; Haas JH de",NA,"1966","12","28","Brazil","Rio Grande do Sul",NA,"c. 10 km S of Vacaria",NA,NA,NA,NA,NA,NA,"Capão, wood island in campo, stony soil.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200284929 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0284929",NA,NA,NA,NA,"Southern America",NA,NA,NA,"Myrtales",NA,NA,"Magnoliopsidae","Uw14112",NA,NA,NA
"45","2020-02-08 10:07:06-03","NBC","NL-BOTANY","U.1444151","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","oblongata","Myrcia oblongata","DC.","Lima DF","Lindeman JC; Haas JH de",NA,"1966","12","28","Brazil","Rio Grande do Sul",NA,"c. 10 km S of Vacaria",NA,NA,NA,NA,NA,NA,"Capão, wood island in campo, stony soil.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1444151 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1444151","NL-U1444151",NA,NA,NA,"Southern America",NA,NA,NA,"Myrtales",NA,NA,"Magnoliopsidae","U 0120196",NA,NA,NA
