"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","continentOcean","country","barcode","identifiedBy","yearIdentified","monthIdentified","year","month","day","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","typeStatus","occurrenceRemarks","imagecode","coordinatePrecision","geoFlag","individualCount","order","minimumElevationInMeters","maximumElevationInMeters","class","dayIdentified"
"11","2021-01-14 15:23:13-03","MN","R","237462","PreservedSpecimen","Plantae",NA,"Araceae","Urospatha","edwallii","Urospatha edwallii","Engl.","Calazans, L.S.B.","631",NA,"Brasil","R010067166","Calazans, L.S.B.","2019","02","2016","06","03","Minas Gerais","Uberlândia","Anel Viário St. Sul, próximo ao Espaço Golf","-48.2658333","-18.9691667","-48,2658333","-18,9691667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2016-02-02 14:37:45-02","BGBM","B","B 10 0202899","S","Plantae",NA,"Araceae","Urospatha","edwallii","Urospatha edwallii","Engl.","Edwall",NA,"Middle and South America","Brazil","B100202899",NA,NA,NA,"1901","01",NA,NA,NA,"Sao Paulo, Sumpf auf dem Campo Morro Pellado.",NA,NA,NA,NA,"type","<a href=http://herbarium.bgbm.org/object/B100202899 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100202899",NA,NA,NA,NA,NA,NA,NA,NA
"13","2020-04-27 16:08:45-03","UFES","VIES","44690","S","Plantae",NA,"Araceae","Urospatha","edwallii","Urospatha edwallii","Engl.","L.S.B. Calazans; R.T. Valadares, J.L. Silva","631",NA,"Brasil","VIES044690","L.S.B. Calazans","2019","02","2016","06","03","Minas Gerais","Uberlândia","Anel Viário St. Sul, próximo ao 'Espaço Golf'.","-48.265833","-18.969167","48º15'57''W","18º58'9''S",NA,NA,"VIES044690",NA,NA,NA,NA,NA,NA,NA,NA
"14","2020-12-21 16:13:24-03","MBM","MBM","217316","PreservedSpecimen","Plantae",NA,"Araceae","Urospatha","edwallii","Urospatha edwallii","Engl.","Hatschbach, G.; Schinini, A.; Barboza, E.; Schinini, A.; Barboza, E.","66627","Southern America","Brazil","MBM217316",NA,NA,NA,"1997","08","11","Mato Grosso","Campos Belos","Rio Casca",NA,NA,NA,NA,NA,NA,"MBM217316",NA,NA,NA,NA,NA,NA,NA,NA
"15","2020-12-21 16:13:24-03","MBM","MBM","270535","PreservedSpecimen","Plantae",NA,"Araceae","Urospatha","edwallii","Urospatha edwallii","Engl.","Proença, C.; et al.; et al.","1739","Southern America","Brazil","MBM270535","Gonçalves, E.G.",NA,NA,"1997","05","12","Bahia","Barreiras","Cachoeira do Acaba Vidas","-44.9900016784668","-12.1527996063232",NA,NA,NA,NA,"MBM270535","152720","auto",NA,NA,NA,NA,NA,NA
"16","2020-12-21 16:13:24-03","MBM","MBM","91494","PreservedSpecimen","Plantae",NA,"Araceae","Urospatha","edwallii","Urospatha edwallii","Engl.","Hoehne, W.; et al.; et al.","3799","Southern America","Brazil","MBM091494","Hohene, W.",NA,NA,"1951","11","29","São Paulo","Araraquara","Araraquara","-48.1699981689453","-21.7900009155273",NA,NA,NA,NA,"MBM091494","29178","auto",NA,NA,NA,NA,NA,NA
"17","2018-12-10 13:05:00-02","MO","MOBOT","101087328","PreservedSpecimen","Plantae",NA,"Araceae","Urospatha","edwallii","Urospatha edwallii","Engl.","Wilson Hoehne","Hoehne 3799","South America","Brazil",NA,NA,NA,NA,NA,NA,NA,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2011-03-21 06:00:00-03","MO","MOBOT","2903948","PreservedSpecimen","Plantae",NA,"Araceae","Urospatha","edwallii","Urospatha edwallii","Engl.","Gustavo Edwall","Edwall s.n.","South America","Brazil",NA,NA,NA,NA,NA,NA,NA,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2011-10-03 13:40:00-03","MO","MOBOT","954125","PreservedSpecimen","Plantae",NA,"Araceae","Urospatha","edwallii","Urospatha edwallii","Engl.","A. Loefgren","Loefgren 1121","South America","Brazil",NA,"Thomas B. Croat (MO)",NA,NA,"1888","12","1","São Paulo",NA,"20 km de Araracuara. (296 km from Sao Paulo)","-48.1747223","-21.7941666",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA
"20","2020-08-31 09:18:59-03","INPA","INPA","212243","S","Plantae","Monocotyledon","Araceae","Urospatha","edwallii","Urospatha edwallii","Engl.","Proença, CEB","1739","Southern America","Brasil","INPA0212243","Gonçalves, EG","1997","05","1997","05","12","Bahia","Barreiras","Ca. 90 km NNO de Barreiras. Cachoeira do Acaba-vidas.","-45.6","-11.883333","-45.6","-11.883333",NA,NA,"INPA0212243 INPA0212243_e",NA,NA,NA,"Alismatales","630","630",NA,NA
"21","2019-10-07 09:19:37-03","UEFS","HUEFS","64524","PreservedSpecimen","Plantae","Angiospermae","Araceae","Urospatha","edwallii","Urospatha edwallii","Engl.","Proença, C.","1739",NA,"Brasil","HUEFS0064524",NA,NA,NA,"1997","05","12","Bahia","Barreiras","Ca. 90 km NNO de Barreiras. Cachoeira do Acaba-vidas. Centro oeste. No meio da correnteza rasa.","-45.6","-11.883333","45W36'0''","11S53'0''",NA,"Cerrado c/ Caryocar coriaceum/ Terminalia fagifolia. Solo arenoso.","HUEFS0064524",NA,NA,NA,"Alismatales","630","630","Lilianae",NA
"22","2019-09-04 19:48:42-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta","Araceae","Urospatha","edwallii","Urospatha edwallii",NA,"G. Edwall",NA,"South America","Brazil",NA,NA,NA,NA,"1901","1",NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,"Type [status unknown]",NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledoneae",NA
"23","2020-11-12 16:58:00-03","UEL","FUEL","33357","PreservedSpecimen","Plantae","Tracheophyta","Araceae","Urospatha","edwallii","Urospatha edwallii","Engl.","Proença, C; França, F; Melo, E; C.F. Rozindo Cardoso","1739",NA,"Brasil",NA,"Gonçalves, EG","1997","05","1997","05","12","Bahia","Barreiras","Cachoeira do Acaba-vidas, vidas","-44.9900016784668","-12.1527996063232",NA,NA,NA,NA,NA,"152720","auto",NA,"Alismatales",NA,NA,NA,"25"
"24","2019-11-01 15:13:00-03","UnB","UB","7440","PreservedSpecimen","Plantae","Monocotyledonae","Araceae","Urospatha","edwallii","Urospatha edwallii","Engl.","Proença, CEB; França, F; Melo, E; Cardoso, CFR","1739","Southern America","Brasil","UB0001947","Gonçalves, EG","1997","05","1997","05","12","Bahia","Barreiras","Ca. 90 km NNO de Barreiras. Cachoeira do Acaba-vidas","-45.6","-11.883333","-45.6","-11.883333",NA,"Profundamente fixa; pecíolo branco na base; folha com nervura marg. clara. Espata imatura verde-roxa; pedunculo branco na base. Foto.; Erva 0,8m. Flor vináceos verde; No meio da correnteza rasa. Solo: Solo arenoso.","UB0001947 UB0001947_1",NA,NA,NA,NA,"630","630",NA,"25"
"25","2019-11-21 09:59:18-03","IBt","SP","43206","S","Plantae",NA,"Araceae","Urospatha","edwallii","Urospatha edwallii","Engl.","Toledo, JF; Gehrt, A","s.n.",NA,"Brasil","SP049910","Mayo, S","1981","02","1940","09","25","São Paulo",NA,"Campo Alegre. Beira do córrego do Baú.",NA,NA,NA,NA,NA,NA,"SP049910",NA,NA,NA,NA,NA,NA,NA,"23"
"26","2021-02-18 08:30:12-03","IBt","SP","10711","S","Plantae",NA,"Araceae","Urospatha","edwallii","Urospatha edwallii","Engl.","Edwall, G","CGG6078",NA,"Brasil",NA,NA,NA,NA,"1901","01",NA,"São Paulo","Itirapina","Morro Pellado","-47.8199996948242","-22.25",NA,NA,NA,NA,NA,"22843","auto",NA,NA,NA,NA,NA,NA
