"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","typeStatus","recordedBy","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","recordNumber","year","month","day","stateProvince","county","locality","decimalLongitude","decimalLatitude","imagecode","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","class","verbatimLongitude","verbatimLatitude","fieldNumber","individualCount","sex"
"18","2020-02-08 09:32:54-03","NBC","NL-BOTANY","U.1413587","PreservedSpecimen","Plantae","Labiatae","Salvia","lachnostachys","Salvia lachnostachys",NA,"Hatschbach GG","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1413587 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1413587",NA,"Lamiales","Benth.",NA,NA,"1996","02","16",NA,NA,"Est: Parana (Brasil). Mun: Palmas. Gal. Carneiro.",NA,NA,"NL-U1413587",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"19","2020-02-08 09:32:54-03","NBC","NL-BOTANY","U.1413588","PreservedSpecimen","Plantae","Labiatae","Salvia","lachnostachys","Salvia lachnostachys",NA,"Hatschbach GG; Pereira E","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1413588 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1413588",NA,"Lamiales","Benth.",NA,NA,"1963","11","19",NA,NA,"Est. Parana, Mun. Alm. Tamandaré. Campo Magro.",NA,NA,"NL-U1413588",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"20","2020-02-08 09:32:54-03","NBC","NL-BOTANY","U.1413589","PreservedSpecimen","Plantae","Labiatae","Salvia","lachnostachys","Salvia lachnostachys",NA,"Lindeman JC; Haas JH de","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1413589 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1413589",NA,"Lamiales","Benth.",NA,NA,"1966","09","24",NA,NA,"Est. Paraná. N. outskirts of Curitiba, towards Cruz Pelarzinho. Capoeira.",NA,NA,"NL-U1413589",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"21","2020-11-04 11:11:49-03","ESALQ","ESA","80477","PreservedSpecimen","Plantae","Lamiaceae","Salvia","lachnostachys","Salvia lachnostachys",NA,"Silva, J.M. ; Ribas, O.S.",NA,"Brasil",NA,NA,NA,"ESA080477","Magnoliophyta",NA,"Benth.","Hatschbach, G.","3470.0","2001","10","05","Paraná","Balsa Nova",NA,"-49.6356010437012","-25.5839004516602","ESA080477",NA,NA,"27346","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2020-11-04 11:11:49-03","ESALQ","ESA","76648","PreservedSpecimen","Plantae","Lamiaceae","Salvia","lachnostachys","Salvia lachnostachys",NA,"Leitão Filho, H.F. et al.",NA,"Brasil",NA,NA,NA,"ESA076648","Magnoliophyta",NA,"Benth.",NA,"1194.0","1981","09","22","Minas Gerais","Poços de Caldas",NA,"-46.5614013671875","-21.7877998352051","ESA076648",NA,NA,"23696","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2020-11-04 11:11:49-03","ESALQ","ESA","88766","PreservedSpecimen","Plantae","Lamiaceae","Salvia","lachnostachys","Salvia lachnostachys",NA,"Soares, A.",NA,"Brasil",NA,NA,NA,"ESA088766","Magnoliophyta",NA,"Benth.","Hatschbach, G.","277.0","1998","11","04","Paraná","Palmas",NA,"-51.9906005859375","-26.4841995239258","ESA088766",NA,NA,"46666","auto","1999","03","04",NA,NA,NA,NA,NA,NA
"24","2019-08-27 13:30:20-03","IAP","PACA-AGP","68734","PreservedSpecimen","Plantae","Labiatae","Salvia","lachnostachys","Salvia lachnostachys",NA,"J. M. Silva",NA,"Brasil",NA,NA,"Fenofase: flor Hábito: erva","PACA068734","Magnoliophyta","Lamiales","Benth.","G. Hatschbach",NA,"1985","10","30","PR","Colombo","Vila Guarani","-49.2242012023926","-25.2917003631592",NA,NA,NA,"13536","auto","1986","07",NA,"Magnoliatae",NA,NA,NA,NA,NA
"25","2019-08-27 13:30:20-03","IAP","PACA-AGP","56880","PreservedSpecimen","Plantae","Labiatae","Salvia","lachnostachys","Salvia lachnostachys",NA,"M. Frank",NA,"Brasil",NA,NA,"Habitat: in campestribus dumetosis Fenofase: flor","PACA056880","Magnoliophyta","Lamiales","Benth.","Emrich-Rambo",NA,"1955","02",NA,"PR","Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,"1955","04","03","Magnoliatae",NA,NA,NA,NA,NA
"26","2019-08-27 13:30:20-03","IAP","PACA-AGP","36920","PreservedSpecimen","Plantae","Labiatae","Salvia","lachnostachys","Salvia lachnostachys",NA,"Hatschbach, G.",NA,"Brasil",NA,NA,"Habitat: in humidis dumetosis Fenofase: flor","PACA036920","Magnoliophyta","Lamiales","Benth.","E. P. Santos",NA,"1947","11","09","PR","São José dos Pinhais",NA,"-49.2064018249512","-25.5347003936768",NA,NA,NA,"45291","auto",NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA
"27","2021-03-10 14:35:09-03","UFSC","CTBS","5157","PreservedSpecimen","Plantae","Lamiaceae","Salvia","lachnostachys","Salvia lachnostachys",NA,"Drew, B.T. & Antar, G.M.",NA,"Brasil",NA,NA,"Sky-blue flowers, oval bracts. Brown punctate glands on bracts, petioles, & calyx. Lower leaves petioled, upper sessile; stems long hairy. Open lot with creek surrounded by urbanization; disturbed vegetation",NA,NA,NA,"Benth.","Drew, B.T. & Antar, G.M.","1155","2019","03","24","Paraná","Curitiba","Capão Raso region of Curitiba.","-49.2731018066406","-25.4277992248535",NA,"917","917","25180","auto",NA,NA,NA,NA,"-49.30913801W","-25.50511303S",NA,NA,NA
"28","2021-03-01 16:32:14-03","UNICAMP","UEC","192900","S","Plantae","Lamiaceae","Salvia","lachnostachys","Salvia lachnostachys",NA,"Leitão Filho, HF; et al.",NA,"Brazil",NA,NA,"Herbáceo com xilopódio. Flores azuis.; Campo.","UEC129911","Magnoliopsida",NA,"Benth.",NA,"1194","1981","09","22","Minas Gerais","Morro do Ferro",NA,"-46.564722","-21.838889","UEC129911",NA,NA,NA,NA,NA,NA,NA,NA,"-46.564722","-21.838889",NA,NA,NA
"29","2021-03-01 16:32:14-03","UNICAMP","UEC","25508","S","Plantae","Lamiaceae","Salvia","lachnostachys","Salvia lachnostachys",NA,"Leitão Filho, HF; et al.",NA,"Brazil",NA,NA,"Herbáceo com xilopódio. Flores azuis.; Campo.","UEC000070","Magnoliopsida",NA,"Benth.",NA,"1194","1981","09","22","Minas Gerais","Morro do Ferro",NA,"-46.564722","-21.838889","UEC000070",NA,NA,NA,NA,NA,NA,NA,NA,"-46.564722","-21.838889",NA,NA,NA
"30","2021-03-01 16:32:14-03","UNICAMP","UEC","70179","S","Plantae","Lamiaceae","Salvia","lachnostachys","Salvia lachnostachys",NA,"Leitão Filho, HF; et al.",NA,"Brazil",NA,NA,"Herbáceo com xilopódio. Flores azuis.; Campo.","UEC138298","Magnoliopsida",NA,"Benth.",NA,"1194","1981","09","22","Minas Gerais","Morro do Ferro",NA,"-46.564722","-21.838889","UEC138298",NA,NA,NA,NA,NA,NA,NA,NA,"-46.564722","-21.838889",NA,NA,NA
"31","2021-03-01 16:32:14-03","UNICAMP","UEC","136752","S","Plantae","Lamiaceae","Salvia","lachnostachys","Salvia lachnostachys",NA,"Leitão Filho, HF; et al.",NA,"Brazil",NA,NA,"Herbáceo com xilopódio. Flores azuis.; Campo.","UEC000069","Magnoliopsida",NA,"Benth.",NA,"1194","1981","09","22","Minas Gerais","Morro do Ferro",NA,"-46.564722","-21.838889","UEC000069",NA,NA,NA,NA,NA,NA,NA,NA,"-46.564722","-21.838889",NA,NA,NA
"32","2021-03-01 16:32:14-03","UNICAMP","UEC","5909","S","Plantae","Lamiaceae","Salvia","lachnostachys","Salvia lachnostachys",NA,"Davis, PH; Shepherd, GJ",NA,"Brazil",NA,NA,"Flowers lavender blue with white tube.; Moist grassy slopes benesth cliffs.","UEC000072","Magnoliopsida",NA,"Benth.","Harley, RM","61027","1976","09","19","Paraná","Vila Velha","(Nr Ponta Grossa), on sandstone.",NA,NA,"UEC000072",NA,NA,NA,NA,"1978","11",NA,NA,NA,NA,NA,NA,NA
"33","2019-12-04 15:45:34-03","FURB","FURB","51172","PreservedSpecimen","Plantae","Lamiaceae","Salvia","lachnostachys","Salvia lachnostachys",NA,"Ferreira, J.P.R.",NA,"Brasil",NA,NA,"Habitat: Campos rasos Habito: Erva, flor azul arroxeada","FURB51172",NA,NA,"Benth.","Funez, L.A.","714","2015","10","26","Rio Grande do Sul","Santana do Livramento","Passa Guarda.","-55.9252778","-30.4597222","FURB51172",NA,NA,NA,NA,"2018","06","21",NA,"-55.9252778","-30.4597222",NA,NA,NA
"34","2020-10-14 10:02:08-03","FURB","FURB","47742","PreservedSpecimen","Plantae","Lamiaceae","Salvia","lachnostachys","Salvia lachnostachys",NA,"Engels, M.E.; Lozano, E.D.",NA,"Brasil",NA,NA,NA,"FURB47742",NA,NA,"Benth.","Brotto, ML","2088","2013","12","10","Paraná","Palmeira",NA,"-50.0064010620117","-25.4293994903564","FURB47742",NA,NA,"35166","auto","2015","02","12",NA,NA,NA,NA,NA,NA
"35","2021-03-16 17:52:51-03","UCS","HUCS","39962","PreservedSpecimen","Plantae","Lamiaceae","Salvia","lachnostachys","Salvia lachnostachys",NA,"Brotto, M.L.",NA,"Brasil",NA,NA,"Erva, 50cm, flores lilases.; campo limpo",NA,"Angiospermae","Lamiales","Benth.","Brotto, M.L.","926","2013","02","15","Paraná","Piraí do Sul","Fazenda Nova Era","-49.948600769043","-24.5261001586914",NA,NA,NA,"37171","auto","2013","02","18",NA,NA,NA,NA,NA,NA
"36","2021-03-16 17:52:51-03","UCS","HUCS","16770","PreservedSpecimen","Plantae","Lamiaceae","Salvia","lachnostachys","Salvia lachnostachys",NA,"Cordeiro, J.",NA,"Brasil",NA,NA,"Ascedentes, flor azul.; Campo limpo, seco",NA,"Angiospermae","Lamiales","Benth.","Cordeiro, J.","1616","1999","11","13","Paraná","Lapa","Rio Passa Dois","-49.7158012390137","-25.7696990966797",NA,NA,NA,"49965","auto","1999",NA,NA,NA,NA,NA,NA,NA,NA
"37","2019-08-16 08:39:40-03","UTFPR","HCF","21831","S","Plantae","Lamiaceae","Salvia","lachnostachys","Salvia lachnostachys",NA,"P.C. Ferreira",NA,"Brasil",NA,NA,"herbácea, 0,40 m, flores lilases. Em campo úmido.",NA,NA,NA,"Benth.","P.C. Ferreira","26","2015","10","02","PR","Piraquara","Mananciais da Serra, próximo ao Reser","-49.033056","-25.511111",NA,"897","897",NA,NA,"2015","10","08",NA,"49°01'59 W","25°30'40 S",NA,NA,NA
"38","2019-08-16 08:39:40-03","UTFPR","HCF","8233","S","Plantae","Lamiaceae","Salvia","lachnostachys","Salvia lachnostachys",NA,"M.G. Caxambu",NA,"Brasil",NA,NA,"erva heliófita, pilosa, ereta, odorífera. Flores de cálice arroxeado e corola lilás.",NA,NA,NA,"Benth.","J. Cordeiro & R.C. Silva","2703","2009","10","16","PR","Ponta Grossa","Buraco do Padre","-49.968889","-25.174583",NA,"859","859",NA,NA,"2012",NA,NA,NA,"49°58'08 W","25°10'28,5 S",NA,NA,NA
"39","2019-08-16 08:39:40-03","UTFPR","HCF","1592","S","Plantae","Lamiaceae","Salvia","lachnostachys","Salvia lachnostachys",NA,"M.G. Caxambu",NA,"Brasil",NA,NA,"Herbácea, ereta, com folhas opostas, pilosas de margens renadas. Flores azuis em inflorescências apicais.",NA,NA,NA,"Benth.","J. Cordeiro & E. Barboza","656","2004","11","07","PR","Palmeira","Rio dos Papagaios","-50.0064010620117","-25.4293994903564",NA,NA,NA,"35166","auto","2005","09",NA,NA,NA,NA,NA,NA,NA
"40","2019-08-16 08:39:40-03","UTFPR","HCF","1576","S","Plantae","Lamiaceae","Salvia","lachnostachys","Salvia lachnostachys",NA,"M.G. Caxambu",NA,"Brasil",NA,NA,"Herbácea, ereta, pilosa, com flores azuis em inflorescências apicais.",NA,NA,NA,"Benth.","J. Cordeiro & E. Barboza","640","2004","11","07","PR","Palmeira","Rio dos Papagaios","-50.0064010620117","-25.4293994903564",NA,NA,NA,"35166","auto","2005","09",NA,NA,NA,NA,NA,NA,NA
"41","2019-08-16 08:39:40-03","UTFPR","HCF","11982","S","Plantae","Lamiaceae","Salvia","lachnostachys","Salvia lachnostachys",NA,"E.D. Lozano",NA,"Brasil",NA,NA,"subarbusto, 50 cm, flores azuis, campo sujo.",NA,NA,NA,"Benth.","E.D. Lozano","1083","2012","10","10","PR","Ponta Grossa","Fazenda Capão das Almas","-50.1618995666504","-25.0949993133545",NA,NA,NA,"46557","auto","2012",NA,NA,NA,NA,NA,NA,NA,NA
"42","2020-12-21 16:30:32-03","MBM","MBM","211605","PreservedSpecimen","Plantae","Lamiaceae","Salvia","lachnostachys","Salvia lachnostachys",NA,"Moreira, E.A.","Southern America","Brazil",NA,NA,NA,"MBM211605",NA,NA,"Benth.","Smith, L.B.","57",NA,NA,NA,"Paraná",NA,"Rod. BR-116, km 14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2020-12-21 16:30:32-03","MBM","MBM","211627","PreservedSpecimen","Plantae","Lamiaceae","Salvia","lachnostachys","Salvia lachnostachys",NA,"Dombrowski, L.T.; et al.; et al.","Southern America","Brazil",NA,NA,NA,"MBM211627",NA,NA,"Benth.","Harley, R.M.","3505",NA,NA,NA,"Paraná",NA,"Rio Tibagi, estrada Curitiba - Ponta Grossa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2020-12-21 16:30:32-03","MBM","MBM","400525","PreservedSpecimen","Plantae","Lamiaceae","Salvia","lachnostachys","Salvia lachnostachys",NA,"Silva, J.M.","Southern America","Brazil",NA,NA,"Herbácea, flor lilás.; Estepe gramíneo-lenhosa (Campos de Curitiba).","MBM400525",NA,NA,"Benth.","Barboza, E.","8938","2015","08","18","Paraná","Curitiba","Jardim Botânico Municipal, Coleção do Campo Nativo","-49.2375","-25.443611",NA,"920","920",NA,NA,"2015","10","09",NA,"-49.2375","-25.443611",NA,NA,NA
"45","2020-12-21 16:30:32-03","MBM","MBM","401001","PreservedSpecimen","Plantae","Lamiaceae","Salvia","lachnostachys","Salvia lachnostachys",NA,"Brotto, M.L.; Lubow, S.; Zemke, J.M.; Lubow, S.; Zemke, J.M.","Southern America","Brazil",NA,NA,"Erva ereta; flor branco azulada.; Estepe Gramíneo-lenhosa (Campos de Curitiba).","MBM401001",NA,NA,"Benth.","Barboza, E.","2142","2015","11","26","Paraná","Curitiba","Bairro Pinheirinho","-49.308889","-25.506111","MBM401001","913","913",NA,NA,"2015","12","03",NA,"-49.308889","-25.506111",NA,NA,NA
"46","2020-12-21 16:30:32-03","MBM","MBM","410572","PreservedSpecimen","Plantae","Lamiaceae","Salvia","lachnostachys","Salvia lachnostachys",NA,"May, D.; Barboza, E.; Barboza, E.","Southern America","Brazil",NA,NA,"Herbácea, 30 cm, flor azul.; Campo limpo seco.","MBM410572",NA,NA,"Benth.","Barboza, E.","118","2012","11","14","Paraná","Lapa","Reserva Particular do Patrimonio Natural Uru","-49.684167","-25.806389","MBM410572","840","840",NA,NA,"2012","11","25",NA,"-49.684167","-25.806389",NA,NA,NA
"47","2020-12-21 16:30:32-03","MBM","MBM","211607","PreservedSpecimen","Plantae","Lamiaceae","Salvia","lachnostachys","Salvia lachnostachys",NA,"Moreira, H.","Southern America","Brazil",NA,NA,NA,"MBM211607",NA,NA,"Benth.","Moreira, H.","49",NA,NA,NA,"Paraná","Araucária","Araucária","-49.4103012084961","-25.5930995941162",NA,NA,NA,"21346","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2020-12-21 16:30:32-03","MBM","MBM","211633","PreservedSpecimen","Plantae","Lamiaceae","Salvia","lachnostachys","Salvia lachnostachys",NA,"Dombrowski, L.T.; et al.; et al.","Southern America","Brazil",NA,NA,NA,"MBM211633",NA,NA,"Benth.","Santos, E.P.","10647",NA,NA,NA,"Paraná","Balsa Nova","Tamanduá","-49.6356010437012","-25.5839004516602",NA,NA,NA,"27346","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2020-12-21 16:30:32-03","MBM","MBM","211624","PreservedSpecimen","Plantae","Lamiaceae","Salvia","lachnostachys","Salvia lachnostachys",NA,"Dombrowski, L.T.","Southern America","Brazil",NA,NA,NA,"MBM211624",NA,NA,"Benth.","Harley, R.M.","5427",NA,NA,NA,"Paraná","Curitiba","Capão da Imbuia","-49.2731018066406","-25.4277992248535",NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
