"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","barcode","imagecode","geoFlag","minimumElevationInMeters","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","occurrenceRemarks"
"13","2020-07-10 09:44:43-03","MBML","MBML-HERBARIO","24908",NA,"Plantae","Bromeliaceae","Tillandsia","kautskyi","Tillandsia kautskyi","E.Pereira","L. Kollmann/02-09-2005",NA,NA,NA,"L. Kollmann; et al","8296","2005","09","02","Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia","-40.530278","-19.971389",NA,"MBML024908","MBML024908",NA,NA,NA,"40W31'49","19S58'17","Epífita. Brácteas rosas."
"14","2020-07-10 09:44:43-03","MBML","MBML-HERBARIO","24910",NA,"Plantae","Bromeliaceae","Tillandsia","kautskyi","Tillandsia kautskyi","E.Pereira","L. Kollmann/19-07-2005",NA,NA,NA,"L. Kollmann; et al","8140","2005","07","19","Brasil","Espírito Santo","São Roque do Canaã","Alto Misterioso","-40.775278","-19.796944",NA,"MBML024910","MBML024910",NA,NA,NA,"40W46'31","19S47'49","Epífita na sombra, brácteas rosas."
"15","2020-07-10 09:44:43-03","MBML","MBML-HERBARIO","28780",NA,"Plantae","Bromeliaceae","Tillandsia","kautskyi","Tillandsia kautskyi","E.Pereira","L.F.S. Magnago & V. Demuner","2006","04","18","L. F. S. Magnago; V. Demuner, T. Cruz e Elias Bausen","852","2006","04","18","Brasil","Espírito Santo","Marilândia","Alto Liberdade, Pedra do Cruzeiro, propr.: Aguilar.","-40.550833","-19.348056",NA,"MBML028780","MBML028780",NA,"150","150","40W33'3","19S20'53","Epífita em Velloziaceae. Frutos verdes. Vegetação rupícula arbustiva(Cruzeiro a gruta)."
"16","2020-07-10 09:44:43-03","MBML","MBML-HERBARIO","31442",NA,"Plantae","Bromeliaceae","Tillandsia","kautskyi","Tillandsia kautskyi","E.Pereira","L. Kollmann/09-08-2007",NA,NA,NA,"L. Kollmann; A. P. Fontana","10009","2007","08","09","Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia","-40.530278","-19.971389",NA,"MBML031442","MBML031442",NA,"570","570","40W31'49","19S58'17","Epífita caída, brácteas rosas."
"17","2020-07-10 09:44:43-03","MBML","MBML-HERBARIO","31550",NA,"Plantae","Bromeliaceae","Tillandsia","kautskyi","Tillandsia kautskyi","E.Pereira","T.S. Coser & T. Wendt/30-08-2008",NA,NA,NA,"R.R. Vervloet; T. Wendt","2610","2004","03","04","Brasil","Espírito Santo","Santa Teresa","REBIO Augusto Ruschi","-40.553056","-19.9075",NA,"MBML031550","MBML031550",NA,NA,NA,"40W33'11","19S54'27","Epífita, a 1,5m, frutos imaturos de cor verde, escapo e brácteas escapais de cor verde claro."
"18","2020-07-10 09:44:43-03","MBML","MBML-HERBARIO","33418",NA,"Plantae","Bromeliaceae","Tillandsia","kautskyi","Tillandsia kautskyi","E.Pereira","T.S. Coser & T. Wendt/30-08-2008",NA,NA,NA,"P. Labiak; et al","4094","2007","07","13","Brasil","Espírito Santo","São Roque do Canaã","Alto Misterioso","-40.775278","-19.796944",NA,"MBML033418","MBML033418",NA,NA,NA,"40W46'31","19S47'49","Epífita, brácteas róseas."
"19","2020-07-10 09:44:43-03","MBML","MBML-HERBARIO","33569",NA,"Plantae","Bromeliaceae","Tillandsia","kautskyi","Tillandsia kautskyi","E.Pereira","A.P. Fontana/17-07-2006",NA,NA,NA,"C. Esgario; et al","43","2006","07","16","Brasil","Espírito Santo","São Roque do Canaã","Alto Misterioso","-40.775278","-19.796944",NA,"MBML033569","MBML033569",NA,NA,NA,"40W46'31","19S47'49","Epífita sobre Velloziaceae, heliófila, frutos verdes."
"20","2020-07-10 09:44:43-03","MBML","MBML-HERBARIO","33570",NA,"Plantae","Bromeliaceae","Tillandsia","kautskyi","Tillandsia kautskyi","E.Pereira","A.P. Fontana/28-08-2006",NA,NA,NA,"C. Esgario; et al","80","2006","08","27","Brasil","Espírito Santo","São Roque do Canaã","Alto Misterioso","-40.775278","-19.796944",NA,"MBML033570","MBML033570",NA,NA,NA,"40W46'31","19S47'49","Rupestre, heliófila, brácteas avermelhadas e flores lilás."
"21","2020-07-10 09:44:43-03","MBML","MBML-HERBARIO","33571",NA,"Plantae","Bromeliaceae","Tillandsia","kautskyi","Tillandsia kautskyi","E.Pereira","A.P. Fontana/26-08-2006",NA,NA,NA,"C. Esgario; et al","77","2006","08","26","Brasil","Espírito Santo","São Roque do Canaã","Alto Misterioso","-40.775278","-19.796944",NA,"MBML033571","MBML033571",NA,NA,NA,"40W46'31","19S47'49","Epífita, heliófila, flores e brácteas lilás."
"22","2020-07-10 09:44:43-03","MBML","MBML-HERBARIO","7826",NA,"Plantae","Bromeliaceae","Tillandsia","kautskyi","Tillandsia kautskyi","E.Pereira","R. C. Tardivo/18-09-2000",NA,NA,NA,"I. G. Varassin","34","1998","07","31","Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia","-40.530278","-19.971389",NA,"MBML007826","MBML007826",NA,NA,NA,"40W31'49","19S58'17","Epífita. Heliófila. Brácteas escapais e florais rosas, flores vermelhas."
"23","2020-07-10 09:44:43-03","MBML","MBML-HERBARIO","32596",NA,"Plantae","Bromeliaceae","Tillandsia","kautskyi","Tillandsia kautskyi","E.Pereira","L. Kollmann/25-04-2007",NA,NA,NA,"L. Kollmann; A. P. Fontana & Kaio A. Brahim","9677","2007","04","25","Brasil","Espírito Santo","Atílio Vivácqua","Moitão, Pedra do Coração.","-41.203889","-21.342667",NA,"MBML032596","MBML032596",NA,"700","700","41W12'14","21S20'33,6","Epífita na luz forte, brácteas rosas."
