"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","identifiedBy","recordedBy","recordNumber","year","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","month","day","county","decimalLongitude","decimalLatitude","scientificNameAuthorship","minimumElevationInMeters","maximumElevationInMeters","infraspecificEpithet","typeStatus","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","coordinatePrecision","geoFlag","fieldNumber","individualCount"
"11","2021-03-15 16:37:00-03","NY","NYBG","602994","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Indigofera","bongardiana","Indigofera bongardiana","R. R. D. Rodas","G. Eiten","2331-E","1960","South America","Brazil","São Paulo","Campos das Sete Lagôas. Fazenda Campininha, just north of Rio Moji-Guaçu. 3.5 km. NNW of Padua Sales. (About 27 km. NW of city of Moji-Mirim.)","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=440884' target='other'> <mi>dwc_moreinfo</mi></a>","NY00602994",NA,"09","19","Moji-Guaçu",NA,NA,"(Kuntze) Burkart","600","600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2016-11-02 15:40:00-02","NY","NYBG","01056632","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Indigofera","bongardiana","Indigofera bongardiana","R. C. Barneby","M. Aparecida da Silva","4137","1999","South America","Brazil","Tocantins","Ilha do Bananal; Parque Nacional do Araguaia; Quintandeiro; Lago do Quintandeiro","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1141794' target='other'> <mi>dwc_moreinfo</mi></a>","NY01056632","NY01056632_01","03","25","Lagoa da Confusão","-50.4453","-10.3953",NA,"170","170",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","602995","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Indigofera","bongardiana","Indigofera bongardiana","R. R. D. Rodas","G. Eiten","2272","1960","South America","Brazil","São Paulo","Campos das Sete Lagôas. Fazenda Campininha, just north of Rio Moji-Guaçu. 10 km. NNE of Padua Sales. (About 27 km. NW of city of Moji-Mirim.)","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=440882' target='other'> <mi>dwc_moreinfo</mi></a>","NY00602995","NY00602995_01","09","02","Moji-Guaçu","-47.142","-22.242","(Kuntze) Burkart","575","650",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","01056607","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Indigofera","bongardiana","Indigofera bongardiana","R. R. Duré Rodas","H. S. Irwin","7530","1964","South America","Brazil","Goiás","Ca. 60 km. S. of Caiapônia on rd. to Jataí. Serra do Caiapó.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1141790' target='other'> <mi>dwc_moreinfo</mi></a>","NY01056607","NY01056607_01","10","29","Jataí","-51.75","-17.4","(Kuntze) Burkart","800","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","603000","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Indigofera","bongardiana","Indigofera bongardiana","R. S. Cowan","O. Huber","4516","1979","South America","Venezuela","Amazonas","Cuenca del río Manapiare","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=440880' target='other'> <mi>dwc_moreinfo</mi></a>","NY00603000","NY00603000_01","10","09","Mun. Atures","-65.95","5.43","(Kuntze) Burkart","150","150",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2016-11-01 12:38:00-02","NY","NYBG","602996","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Indigofera","bongardiana","Indigofera bongardiana","J. C. Lindeman","J. C. Lindeman","3079","1966","South America","Brazil","Paraná","3 km N. of Rio 5 Reis, near Jaguariaíva","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=440886' target='other'> <mi>dwc_moreinfo</mi></a>","NY00602996","NY00602996_01","10","17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","01056585","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Indigofera","gracilis","Indigofera gracilis","R. C. Barneby","de Haas, Sr.","169","1967","South America","Brazil","Goiás","8 km N. de Tocantinzinho estrada Brasília-Veadeiros","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1141711' target='other'> <mi>dwc_moreinfo</mi></a>","NY01056585","NY01056585_01","09","22",NA,NA,NA,"Bong.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","15543","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Indigofera","gracilis","Indigofera gracilis graminoides",NA,"E. Hassler","4463",NA,"South America","Paraguay",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=281924' target='other'> <mi>dwc_moreinfo</mi></a>","NY00015543","NY00015543_01",NA,NA,NA,NA,NA,"Chodat & Hassl.",NA,NA,"graminoides","isotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-02-18 09:29:42-03","UNESP-IBB","BOTU","4264","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Indigofera","bongardiana","Indigofera bongardiana","Nabos, M.E.S.","Paleari, M.L.","32","1974",NA,"Brasil","São Paulo",NA,NA,"Erva com flor coral","BOTU004264",NA,"11","12","Botucatu",NA,NA,"(Kuntze) Burkart",NA,NA,NA,NA,"2019","04","10","9999","9999",NA,NA,NA,NA,NA
"20","2021-02-18 09:29:42-03","UNESP-IBB","BOTU","5673","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Indigofera","bongardiana","Indigofera bongardiana","Gissi, D.S.","Pinto, M.F.F.","34","1974",NA,"Brasil","São Paulo",NA,NA,"Planta herbácea, altura de 15 cm, raiz tuberosa, folhas simples, inflorescências arroxeadas","BOTU005673",NA,"10","12","Botucatu",NA,NA,"(Kuntze) Burkart",NA,NA,NA,NA,"2018","07",NA,"9999","9999",NA,NA,NA,NA,NA
"21","2021-02-18 09:29:42-03","UNESP-IBB","BOTU","1677","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Indigofera","bongardiana","Indigofera bongardiana","Nabos, M.E.S.","Takaki, I.","31","1972",NA,"Brasil","São Paulo",NA,NA,"Folhas alternas, flor cor de abóbora","BOTU001677",NA,"10","24","Botucatu","-48.375","-22.875","(Kuntze) Burkart",NA,NA,NA,NA,"2019","04","10","48°22'30w","22°52'30s",NA,NA,NA,NA,NA
"22","2021-02-18 09:29:42-03","UNESP-IBB","BOTU","1686","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Indigofera","bongardiana","Indigofera bongardiana","Nabas, M.E.S.","Gonzales, J.V.","31","1972",NA,"Brasil","São Paulo",NA,NA,"Folhas alternas, flor cor de abóbora","BOTU001686",NA,"10","24","Botucatu","-48.375","-22.875","(Kuntze) Burkart",NA,NA,NA,NA,"2019","08","05","48°22'30w","22°52'30s",NA,NA,NA,NA,NA
"23","2021-02-18 09:29:42-03","UNESP-IBB","BOTU","1793","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Indigofera","bongardiana","Indigofera bongardiana","Monteiro, T.C.","Gonzales, J.V.","31","1972",NA,"Brasil","São Paulo",NA,NA,"Folhas alternas, flor cor de abóbora","BOTU001793",NA,"10","24","Botucatu","-48.375","-22.875","(Kuntze) Burkart",NA,NA,NA,NA,"2019","03","20","48°22'30w","22°52'30s",NA,NA,NA,NA,NA
"24","2021-04-08 17:41:43-03","EAO","IAN","139045","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Indigofera","gracilis","Indigofera gracilis","Arroyo, MTK","Irwin, HS; Soderstrom, TR","7530","1964","Southern America","Brasil","Goiás","Serra do Caiapó, Burned over cerrado, ca. 60km S. of Caiaponia on road to Jataí, occasional.",NA,"Herb from fusiform taproot .Co orange, fruits green.","IAN139045",NA,"10","29",NA,"-51.783333","-17.2","Bong.","800","1000",NA,NA,NA,NA,NA,"-51.783333","-17.2",NA,NA,NA,NA,NA
"25","2020-02-08 09:13:12-03","NBC","NL-BOTANY","L.2050312","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Pap.","Indigofera","bongardiana","Indigofera bongardiana",NA,"Pedersen TM",NA,"1976","Southern America","Argentina",NA,"Estancia 'Los Angeles', Depts. Paso de los Libres/San Martín, Prov. Corrientes.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2050312 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2050312","NL-L2050312","11","06",NA,NA,NA,"(Kuntze) Burkart",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"26","2020-02-08 09:13:12-03","NBC","NL-BOTANY","U.1246653","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Pap.","Indigofera","bongardiana","Indigofera bongardiana",NA,"Lindeman JC; Haas JH de",NA,"1966","Southern America","Brazil",NA,"Brasiliae Australis. Est. Paraná. Recently burned campo near airstrip of Campo Mourão.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1246653 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1246653","NL-U1246653","10","17",NA,NA,NA,"(Kuntze) Burkart",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"27","2020-02-08 09:13:12-03","NBC","NL-BOTANY","U.1246654","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Pap.","Indigofera","bongardiana","Indigofera bongardiana",NA,"Lindeman JC; Haas JH de",NA,"1966","Southern America","Brazil",NA,"Brasiliae Australis. Est. Paraná. 3 km N. of Rio 5 Reis, near Jaguariaíva.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1246654 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1246654","NL-U1246654","10","17",NA,NA,NA,"(Kuntze) Burkart",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"28","2020-02-08 09:13:12-03","NBC","NL-BOTANY","WAG.1021962","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Pap.","Indigofera","bongardiana","Indigofera bongardiana",NA,"Hatschbach GG",NA,"1974","Southern America","Brazil",NA,"Rod. BR-364, prox. Corrego Alegre (mun.Mineiros) Golás.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1021962 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1021962","NL-WAG1021962","03","20",NA,NA,NA,"(Kuntze) Burkart",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"29","2020-02-08 09:13:12-03","NBC","NL-BOTANY","WAG.1021963","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Pap.","Indigofera","bongardiana","Indigofera bongardiana",NA,"Hatschbach GG; Kummrow R",NA,"1975","Southern America","Brazil",NA,"Rod. 153, Km 145 (mun. Morrinhos).",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1021963 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1021963","NL-WAG1021963","09","30",NA,NA,NA,"(Kuntze) Burkart",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"30","2020-02-08 09:13:12-03","NBC","NL-BOTANY","WAG.1021965","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Pap.","Indigofera","bongardiana","Indigofera bongardiana",NA,"Hatschbach GG; Kummrow R",NA,"1975","Southern America","Brazil",NA,"Rod. 153, Km 145 (mun. Morrinhos).",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1021965 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1021965","NL-WAG1021965","09","30",NA,NA,NA,"(Kuntze) Burkart",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"31","2020-11-04 11:09:33-03","ESALQ","ESA","17319","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Indigofera","bongardiana","Indigofera bongardiana","Scaramuzze, C.A.M.","Sakuragui, C.M. et al.",NA,"1994",NA,"Brasil","São Paulo",NA,NA,NA,"ESA017319",NA,"01","19","Itararé","-49.3400001525879","-24.1100006103516","(Kuntze) Burk.",NA,NA,NA,NA,"1994","01","19",NA,NA,NA,"27729","auto",NA,NA
"32","2020-11-04 11:09:33-03","ESALQ","ESA","38313","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Indigofera","bongardiana","Indigofera bongardiana","Souza, V.C.","Souza, V.C.; Souza, J.P.; Duarte, A.R.; Mazine, F.F.","14523.0","1997",NA,"Brasil","Mato Grosso","Estrada para a Mata do Coco, ca. 16 km N de Luciara. Fazenda Três Pontas do Araguaia. 140 m.s.m. Savana Parque. Área arborizada, alagada, com arbustos e árvores concentrados sobre os murunduns (campo cerrado).",NA,"Erva, até 60 cm alt.; flores salmão.","ESA038313","ESA038313","03","19","Luciara","-50.6692008972168","-11.2222003936768","(Kunth.) Burkart",NA,NA,NA,NA,"2012","03","30",NA,NA,NA,"148375","auto",NA,NA
"33","2020-11-04 11:09:33-03","ESALQ","ESA","38311","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Indigofera","bongardiana","Indigofera bongardiana","Souza, V.C.","Souza, V.C.; Souza, J.P.; Duarte, A.R.; Mazine, F.F.","14119.0","1997",NA,"Brasil","Mato Grosso","Estrada São Félix do Araguaia. - Alto Boa Vista, ca. 39 Km de São Félix do Araguaia. 180 m.s.m. Savana arborizada (cerrado). Área alagável.",NA,"Erva; flores vermelho-alaranjadas.","ESA038311","ESA038311","03","14","São Félix do Araguaia","-50.6693992614746","-11.6171998977661","(Kunth.) Burkart",NA,NA,NA,NA,"2012","03","30",NA,NA,NA,"290331","auto",NA,NA
"34","2020-11-04 11:09:33-03","ESALQ","ESA","38306","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Indigofera","bongardiana","Indigofera bongardiana","Souza, V.C.","Souza, V.C.; Souza, J.P.; Duarte, A.R.; Mazine, F.F.","14701.0","1997",NA,"Brasil","Mato Grosso","Ca. 31 km WNW (em linha reta) de São Félix do Araguaia. Estrada para Luciara. Fazenda Buritizal. Savana Parque. Área arborizada com palmeiras (buritizal).",NA,"Erva; flores vermelhas.","ESA038306","ESA038306","03","20","São Félix do Araguaia","-50.6693992614746","-11.6171998977661","(Kunth.) Burkart",NA,NA,NA,NA,"2012","03","30","-50,942,222","-11,501,389",NA,"290331","auto",NA,NA
"35","2020-11-04 11:09:33-03","ESALQ","ESA","38267","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Indigofera","bongardiana","Indigofera bongardiana","Lewis, G.P.","Souza, V.C.; Souza, J.P.; Duarte, A.R.; Mazine, F.F.","14121.0","1997",NA,"Brasil","Mato Grosso","Estrada São Félix do Araguaia. - Alto Boa Vista, ca. 39 Km de São Félix do Araguaia. 180 m.s.m. Savana arborizada (cerrado). Área alagável.",NA,"Erva; corola alaranjada; frutos imaturos verdes com margem vinho.","ESA038267","ESA038267","03","14","São Félix do Araguaia","-50.6693992614746","-11.6171998977661",NA,NA,NA,NA,NA,"2011",NA,NA,NA,NA,NA,"290331","auto",NA,NA
"36","2020-11-04 11:09:33-03","ESALQ","ESA","9255","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Indigofera","bongardiana","Indigofera bongardiana","Moreira, J.L.A.","Scaramuzza, C.A.M.","542.0","1989",NA,"Brasil","São Paulo",NA,NA,NA,"ESA009255",NA,"09","24","Itararé","-49.3400001525879","-24.1100006103516","(Kuntze) Burk.",NA,NA,NA,NA,"1994","02","04",NA,NA,NA,"27729","auto",NA,NA
"37","2020-11-04 11:09:33-03","ESALQ","ESA","38312","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Indigofera","bongardiana","Indigofera bongardiana","Souza, V.C.","Souza, V.C.; Souza, J.P.; Duarte, A.R.; Mazine, F.F.","14603.0","1997",NA,"Brasil","Mato Grosso","Ca. 9 km N de Luciara. Fazenda Folha Larga. 140 m.s.m. Savana Parque. Área arborizada, alagada, com arbustos e árvores concentrados sobre os murunduns (campo cerrado).",NA,"Erva; flores salmão.","ESA038312","ESA038312","03","19","Luciara","-50.6692008972168","-11.2222003936768","(Kunth.) Burkart",NA,NA,NA,NA,"2012","03","30","-50,710,278","-11,184,167",NA,"148375","auto",NA,NA
"38","2020-11-04 11:09:33-03","ESALQ","ESA","96705","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Indigofera","gracilis","Indigofera gracilis","Lewis, G.P.","Jancoski, H. et al.","109.0","2005",NA,"Brasil","Mato Grosso",NA,NA,NA,"ESA096705","ESA096705","06","04","Novo Santo Antônio",NA,NA,NA,NA,NA,NA,NA,"2009",NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-31 13:39:53-03","MN","R","23152","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Indigofera","bongardiana","Indigofera bongardiana","Duré, R.","Malme, G.O.A.","1998 c","1902",NA,"Brasil","Mato Grosso","Santa Ana da Chapada",NA,"Herb. Brasil. Regnell. Musei bot. Stockholm. Planta Itineris Regnelliani IIdi",NA,NA,"08","10",NA,NA,NA,"(Kuntze) Burkart",NA,NA,NA,NA,"1989","10","25",NA,NA,NA,NA,NA,NA,NA
"40","2021-01-14 15:29:29-03","MN","R","27743","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Indigofera","bongardiana","Indigofera bongardiana","Duré, R.","Kuhlmann, J.G.","2039","1918",NA,"Brasil","Mato Grosso",NA,NA,"Comissão Rondon",NA,NA,"04",NA,NA,NA,NA,"(Kuntze) Burkart",NA,NA,NA,NA,"1989","10","25",NA,NA,NA,NA,NA,NA,NA
"41","2021-01-14 15:29:29-03","MN","R","8434","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Indigofera","gracilis","Indigofera gracilis",NA,"Glaziou, A.F.M.","20924","1888",NA,"Brasil","Goiás",NA,NA,"Plantas do Brasil Central","R000008434","R000008434_001","12","21",NA,NA,NA,"Spreng.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2020-12-20 21:17:24-03","UFV","VIC","32824","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Indigofera","bongardiana","Indigofera bongardiana",NA,"Araújo, G.M.; Barbosa, A.A.A.","s.n.","1997",NA,"Brasil","Minas Gerais","Clube Caça e Pesca Itororó de Uberlândia, Vereda 1 recém queimada.",NA,"Erva com flor alaranjada.","VIC032824",NA,"09","19","Uberlândia","-48.2771987915039","-18.9186000823975","(Kuntze) Burkart",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"58223","auto",NA,NA
"43","2021-04-07 11:44:14-03","UFMS","CGMS","66198","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Indigofera","bongardiana","Indigofera bongardiana","A. Pott","V.J. Pott","12285","2016",NA,"Brasil","Mato Grosso do Sul","Fazenda São Francisco. Banhados do Rio da Prata. Estrada interna da fazenda ao longo e dentro das valas de drenagens.",NA,"Papilionoideae. Flor salmão. Fruto ausente. Habitat: Campo úmido de nascente, sem buriti, próximo a vala de drenagem. Solo hidromórfico orgânico, preto acinzentado escuro. Relevo plano. Habito: Subarbusto. Ocasional.","CGMS1099159",NA,"10","20","Bonito","-56.5747223","-21.3819445","(Kuntze) Burkart","349","349",NA,NA,"2016",NA,NA,"-56,5747223","-21,3819445",NA,NA,NA,NA,NA
"44","2021-03-01 16:30:38-03","UNICAMP","UEC","167753","S","Plantae","Magnoliopsida",NA,"Fabaceae","Indigofera","bongardiana","Indigofera bongardiana","Walter, BMT","Faria, JG; Walter, BMT; Pereira, JB; et al.","164","1999",NA,"Brazil","Distrito Federal","Fazenda Sucupira, lado direito, antes da 1º ponte na estrada principal da fazenda.&nf;Ambiente: cerrado strictu sensu.&nf;Substrato: solo com afloramento de rochas.",NA,"Mat. coletado: exsicata.&nf;Uso: taxonômico.&nf;Frequência: ocasional no local.&nf;Flor: lilás.&nf;Hábito: &nf;Pétalas internas mais escurecidas (roxas).","UEC091802","UEC091802","06","09","Brasília","-48.016667","-15.916667","(Kuntze) Burkart","1070","1070",NA,NA,"2000","09",NA,"-48.016667","-15.916667",NA,NA,NA,NA,NA
