"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","typeStatus","relatedCatalogItem","fieldNumber","individualCount","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","469471","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Ocotea","daphnifolia","Ocotea daphnifolia","(Meisn.) Mez",NA,"A. F. M. Glaziou","6021","1872","10","08","South America","Brazil","Rio de Janeiro","Rio de Janeiro","Tijuca","-43.274528","-22.95583",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=238721' target='other'> <mi>dwc_moreinfo</mi></a>","NY00469471","NY00469471_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","469467","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Ocotea","daphnifolia","Ocotea daphnifolia","(Meisn.) Mez","H. H. van der Werff","J. G. Jardim","237","1993","07","29","South America","Brazil","Bahia","Ilhéus","5 a 6km SW de Olivença, na estrada que liga Olivença ao povoado do Maruim","-39.04","-14.78",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=238713' target='other'> <mi>dwc_moreinfo</mi></a>","NY00469467","NY00469467_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","469472","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Ocotea","daphnifolia","Ocotea daphnifolia","(Meisn.) Mez","J. G. Rohwer","G. H. von Langsdorff","86",NA,NA,NA,"South America","Brazil",NA,NA,"Brasilia",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=238718' target='other'> <mi>dwc_moreinfo</mi></a>","NY00469472","NY00469472_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","02674866","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Ocotea","daphnifolia","Ocotea daphnifolia","(Meisn.) Mez","D. Piotto","D. Piotto","3380","2010","06","10","South America","Brazil","Bahia","Uruçuca","Parque Est. Serra do Conduru","-39.08","-14.42","120","300","Sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3671552' target='other'> <mi>dwc_moreinfo</mi></a>","NY02674866","NY02674866_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","469470","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Ocotea","daphnifolia","Ocotea daphnifolia","(Meisn.) Mez",NA,"A. F. M. Glaziou","8103","1878","06","29","South America","Brazil","Rio de Janeiro","Rio de Janeiro","Haut de la Gavea","-43.2075","-22.9031",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=238720' target='other'> <mi>dwc_moreinfo</mi></a>","NY00469470","NY00469470_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","469468","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Ocotea","daphnifolia","Ocotea daphnifolia","(Meisn.) Mez","H. H. van der Werff","A. M. V. de Carvalho","4578","1994","08","19","South America","Brazil","Bahia","Canavieiras","ESCAN (Estaçao de Canavieiras/CEPLAC). Entrada no km 21 da Rodovia Una/Sta. Luzia. Ca. 7.5km da entrada","-38.94","-15.67",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=238715' target='other'> <mi>dwc_moreinfo</mi></a>","NY00469468","NY00469468_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","469469","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Ocotea","daphnifolia","Ocotea daphnifolia","(Meisn.) Mez","J. B. Baitello","L. R. Landrum","4151","1982","01","19","South America","Brazil","Rio de Janeiro","Rio de Janeiro","Rio de Janeiro, alto da Boa Vista, Estrada da Vista Chinesa, mata atras do DECAM","-43.273873","-22.971901","300","400","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=238711' target='other'> <mi>dwc_moreinfo</mi></a>","NY00469469","NY00469469_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","298238","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Ocotea","daphnifolia","Ocotea daphnifolia","(Meisn.) Mez","H. H. van der Werff","W. W. Thomas","10158","1993","10","23","South America","Brazil","Bahia","Prado","Reserva Florestal da Brasil Holanda de Industrias S.A.; 16 km from entrance to reserve.","-39.33","-17.18",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=238712' target='other'> <mi>dwc_moreinfo</mi></a>","NY00298238","NY00298238_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","1039662","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Ocotea","vaccinioides","Ocotea vaccinioides","(Meisn.) Mez","M. L. Brotto","M. L. Brotto","366","2009","08","05","South America","Brazil","Paraná","Morretes","Parque Estadual Pico Marunmbi, Facãozinho.","-48.9161","-25.4394","1050",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1488720' target='other'> <mi>dwc_moreinfo</mi></a>","NY01039662","NY01039662_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","02423605","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Ocotea","vaccinioides","Ocotea vaccinioides","(Meisn.) Mez",NA,"M. L. Brotto","763","2011","08","28","South America","Brazil","Paraná","Quatro Barras","Serra da Farinha Seca, pico Mãe Catira","-48.907047","-25.347158","1268",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2669372' target='other'> <mi>dwc_moreinfo</mi></a>","NY02423605","NY02423605_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","539548","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Ocotea","vaccinioides","Ocotea vaccinioides","(Meisn.) Mez","I. de Vattimo","R. Reitz","10797","1961","03","02","South America","Brazil","Santa Catarina","Rancho Queimado","Serra da Boa Vista, Rancho Queimado","-49.0217","-27.6728","1000","1000","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=373517' target='other'> <mi>dwc_moreinfo</mi></a>","NY00539548","NY00539548_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","01067298","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Ocotea","vaccinioides","Ocotea vaccinioides","(Meisn.) Mez","A. Quinet","R. C. Forzza","3245","2004","03","11","South America","Brazil","Minas Gerais","Lima Duarte","Parque Estadual da Serra do Ibitipoca, trilha entre a Lombada e o Pico do Piao","-43.7931","-21.8428","1600","1600","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1206111' target='other'> <mi>dwc_moreinfo</mi></a>","NY01067298","NY01067298_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","1144637","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Ocotea","vaccinioides","Ocotea vaccinioides","(Meisn.) Mez",NA,"R. C. Forzza","3679","2004","11","24","South America","Brazil","Minas Gerais","Lima Duarte","Parque Estadual da Serra do Ibitipoca, mata do Monjolinho.","-43.88","-21.7","1600","1600","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1297151' target='other'> <mi>dwc_moreinfo</mi></a>","NY01144637","NY01144637_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","539549","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Ocotea","vaccinioides","Ocotea vaccinioides","(Meisn.) Mez","J. B. Baitello","C. V. Roderjan","973","1992","04","10","South America","Brazil","Paraná","Quatro Barras","Morro Anhangava","-49.05","-25.38","1260","1260","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=373516' target='other'> <mi>dwc_moreinfo</mi></a>","NY00539549","NY00539549_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","02423600","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Ocotea","vaccinioides","Ocotea vaccinioides","(Meisn.) Mez",NA,"M. L. Brotto","770","2011","09","04","South America","Brazil","Paraná","Guaratuba","Pico Pedra Branca de Araraquara","-48.879278","-25.937467","1045",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2669361' target='other'> <mi>dwc_moreinfo</mi></a>","NY02423600","NY02423600_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2020-06-29 11:31:01-03","UFRJ","RFA","39571","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Ocotea","daphnifolia","Ocotea daphnifolia","(Meisn.) Mez","Alexandre Quinet","Finotti R.; Caruzo J.","84",NA,NA,NA,NA,"Brasil","Rio de Janeiro","Cachoeiras de Macacu","Interior de fragmento florestal de propriedade do Sr. Odinho, próximo a Reserva do Guapiaçu (REGUA)","-42.730278","-22.515","50","50",NA,"Arvoreta de 12 metros de altura e PAP de 57,3 cm.","RFA24555",NA,"42º43'49''W","22º30'54''S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2020-11-13 09:20:05-03","UFRJ","RFA","25698","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Ocotea","daphnifolia","Ocotea daphnifolia","(Meisn.) Mez","A. Quinet","A. Quinet","15/54","2000","11","25",NA,"Brasil","Rio de Janeiro","Magé","Distrito de Piabetá","-43.124444","-22.573333","290","290",NA,"Árvore, 4,5 m de altura, DAP 42 cm, folha verde discolor, comum no local.","RFA38534",NA,"43º7'28''W","22º34'24''S","2001","06","20",NA,NA,NA,NA,NA,NA,NA,NA
"28","2020-06-29 11:31:01-03","UFRJ","RFA","12949","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Ocotea","daphnifolia","Ocotea daphnifolia","(Meisn.) Mez","I. de Vattimo","E. Pereira","5122","1959","12","07",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Entre a Mesa do Imperador e Alto da Boa Vista","-43.2075004577637","-22.9027996063232",NA,NA,NA,"Arbusto de flores amarelas","RFA43250",NA,NA,NA,"1961","06","30","57442","auto",NA,NA,NA,NA,NA,NA
"29","2020-11-24 17:10:47-03","UTFPR","DVPR","3175","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lauraceae","Ocotea","vaccinioides","Ocotea vaccinioides","(Meisn.) Mez","Brotto, ML","Brotto, ML; Silva, JM; Mello, MCH","1790","2014","08","28",NA,"Brasil","Paraná","Tunas do Paraná","estrada de Pacas ao Parque Estadual das Lauráceas, próximo à entrada da Madepar","-48.463","-24.5348","968","968",NA,"Árvore 16 m, frutos imaturos verdes.; Floresta Ombrófila Densa Montana, vegetação secundária","DVPR003175",NA,"-48.463","-24.5348","2014","09","09",NA,NA,NA,NA,NA,NA,NA,NA
"30","2019-12-04 15:26:05-03","PUCPR","HUCP","18561","S","Plantae","Magnoliidae",NA,"Lauraceae","Ocotea","daphnifolia","Ocotea daphnifolia","(Meisn.) Mez.","Selusniaki, M","Selusniaki, M","1386","2007","10","27",NA,"Brasil","Paraná","Quatro Barras","Morro do Anhangava","-49.0769004821777","-25.3656005859375",NA,NA,NA,NA,"HUCP00012676","HUCP00012676",NA,NA,NA,NA,NA,"17116","auto",NA,NA,NA,NA,NA,NA
"31","2019-12-04 15:26:06-03","PUCPR","HUCP","12424","S","Plantae","Magnoliidae",NA,"Lauraceae","Ocotea","vaccinioides","Ocotea vaccinioides","(Meisn.) Mez.","Dalla Rosa, S","Dalla Rosa, S","068","2000","01","13",NA,"Brasil","Paraná","Morretes","Parque Estadual Pico do Marumbi","-48.834400177002","-25.476900100708",NA,NA,NA,"Nº 40739.","HUCP00012902","HUCP00012902",NA,NA,NA,NA,NA,"30514","auto",NA,NA,NA,NA,NA,NA
"32","2019-12-04 15:26:06-03","PUCPR","HUCP","23332","S","Plantae","Magnoliidae",NA,"Lauraceae","Ocotea","vaccinioides","Ocotea vaccinioides","(Meisn.) Mez.","Brotto, M","Brotto, M","1810","2014","11","25",NA,"Brasil","Paraná","Adrianópolis","Parque Estadual das Lauráceas","-48.9911003112793","-24.6571998596191",NA,NA,NA,NA,"HUCP00012863","HUCP00012863",NA,NA,NA,NA,NA,"49901","auto",NA,NA,NA,NA,NA,NA
"33","2019-12-04 15:26:06-03","PUCPR","HUCP","19822","S","Plantae","Magnoliidae",NA,"Lauraceae","Ocotea","vaccinioides","Ocotea vaccinioides","(Meisn.) Mez.","Selusniaki, M","Selusniaki, M","2244","2008","05","04",NA,"Brasil","Paraná","Morretes","Rochedinho, Pico Marumbi.","-48.834400177002","-25.476900100708",NA,NA,NA,NA,"HUCP00013019","HUCP00013019",NA,NA,NA,NA,NA,"30514","auto",NA,NA,NA,NA,NA,NA
"34","2019-12-04 15:26:06-03","PUCPR","HUCP","18714","S","Plantae","Magnoliidae",NA,"Lauraceae","Ocotea","vaccinioides","Ocotea vaccinioides","(Meisn.) Mez.","Brotto, M","Selusniaki, M","1380","2007","10","27",NA,"Brasil","Paraná","Quatro Barras","Morro do Anhangava","-49.0769004821777","-25.3656005859375",NA,NA,NA,NA,"HUCP00012967","HUCP00012967",NA,NA,NA,NA,NA,"17116","auto",NA,NA,NA,NA,NA,NA
"35","2019-10-09 11:18:11-03","UFBA","ALCB","026617","PreservedSpecimen","Plantae","Dicotyledon",NA,"Lauraceae","Ocotea","daphnifolia","Ocotea daphnifolia","(Meisn.) Mez","Moraes, PLR de","Guedes, ML; et al.","s/n","1993","08","14","Southern America","Brasil","Bahia","Cairu","Baixo Sul, Fazenda Marandiba","-39.033333","-13.483333",NA,NA,NA,"Terrestre. ca. 15m alt. Folhas discolores, semi-crassa.","ALCB003633","ALCB003633","-39.033333","-13.483333","2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2019-10-09 11:18:11-03","UFBA","ALCB","039387","PreservedSpecimen","Plantae","Dicotyledon",NA,"Lauraceae","Ocotea","daphnifolia","Ocotea daphnifolia","(Meisn.) Mez","Moraes, PLR de","Melo, E; Funch, L; Santos, ES; Paraguassu, A; Silva, MP da; Argôlo, AS","PCD1233","1994","11","22","Southern America","Brasil","Bahia","Lençóis","Chapada Diamantina, Serra da Chapadinha","-41.45","-12.433333","1000","1000",NA,"4,00 m de altura. Folhas simples, cartáceas, discolores. Inflorescência com pedúnculo e pedicelo verde-claros; flores creme-amareladas. Ocasional.; Vegetação de campo rupestre. Afloramento rochoso.","ALCB003117","ALCB003117","-41.45","-12.433333","2010","06",NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2019-10-09 11:18:11-03","UFBA","ALCB","74079","PreservedSpecimen","Plantae","Dicotyledon",NA,"Lauraceae","Ocotea","daphnifolia","Ocotea daphnifolia","(Meisn.) Mez","Moraes, PLR de","Guedes, ML; Valadão, RM; Carvalho, G; Santos, JS; Sousa, DC de; Nogueira, T","12130","2006","08","02","Southern America","Brasil","Bahia","Miguel Calmon","Piemonte da Diamantina, Sete Passagens. Trilha para a Grota de Dona Antônia","-40.516667","-11.333333","1045","1045",NA,"de ca 4m. Folhas cartáceas, levemente discolores. Fruto imaturo. Freqüente.","ALCB003116","ALCB003116 ALCB003116_1","-40.516667","-11.333333","2010","08","18",NA,NA,NA,NA,NA,NA,NA,NA
"38","2019-10-09 11:18:11-03","UFBA","ALCB","74809","PreservedSpecimen","Plantae","Dicotyledon",NA,"Lauraceae","Ocotea","daphnifolia","Ocotea daphnifolia","(Meisn.) Mez","Werff, H van der; Moraes, PLR de","Guedes, ML; Carvalho, G; Santos, JS","12609","2006","09","17","Southern America","Brasil","Bahia","Ituberá","Litoral Sul, Mata da Sede","-39.133333","-13.716667",NA,NA,NA,"Folhas glabras, discolores, nervação proeminente na face abaxial. Frutos imaturos verdes.","ALCB003115","ALCB003115","-39.133333","-13.716667","2009","09","02",NA,NA,NA,NA,NA,NA,NA,NA
"39","2020-02-08 09:36:47-03","NBC","NL-BOTANY","L.1804419","PreservedSpecimen","Plantae",NA,"Laurales","Lauraceae","Ocotea","vaccinioides","Ocotea vaccinioides","(Meisn.) Mez",NA,"Reitz R; Klein RM",NA,"1961","03","02","Southern America","Brazil",NA,NA,"SANTA CATARINA. Serre da Bos Vista, Rancho Queimado. Mata. Arvoreta.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1804419 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1804419","NL-L1804419",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"40","2020-02-08 09:36:47-03","NBC","NL-BOTANY","U.1402738","PreservedSpecimen","Plantae",NA,"Laurales","Lauraceae","Ocotea","vaccinioides","Ocotea vaccinioides","(Meisn.) Mez",NA,"Dutra J",NA,NA,NA,NA,"Southern America","Brazil",NA,NA,"Vaccaria Rio Grande do Sul.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1402738 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1402738","NL-U1402738",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"41","2020-02-08 09:36:47-03","NBC","NL-BOTANY","L 0036998","PreservedSpecimen","Plantae",NA,"Laurales","Lauraceae","Ocotea","verruculosa","Ocotea verruculosa","(Meisn.) Mez","Werff HH van der","Riedel L",NA,NA,NA,NA,"Southern America","Brazil",NA,NA,"Brasilia.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L%20%200036998 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L0036998","NL-L0036998",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","isotype","905234464",NA,NA,NA
"42","2020-11-04 11:12:03-03","ESALQ","ESA","128516","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lauraceae","Ocotea","daphnifolia","Ocotea daphnifolia","(Meissn.) Mez","Baitello, J.B.","Virillo, C.B.","144.0","2013","04","01",NA,"Brasil","São Paulo","Tapiraí","Reserva Particular da Votorantim (CBA). UHE - Trilha da Chaminé, Floresta Ombrófila Densa na beira do ribeirão do veado","-47.204722","-24.110555","269","269",NA,NA,"ESA128516",NA,"-47.204722","-24.110555","2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2020-11-04 11:12:03-03","ESALQ","ESA","28850","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lauraceae","Ocotea","daphnifolia","Ocotea daphnifolia","(Meissn.) Mez","Baitello, J.B.","Ivanauskas, N.M.","611.0","1995","12","16",NA,"Brasil","São Paulo","Pariquera-Açu",NA,"-47.8800010681152","-24.7099990844727",NA,NA,NA,NA,"ESA028850",NA,NA,NA,NA,NA,NA,"17990","auto",NA,NA,NA,NA,NA,NA
"44","2020-11-04 11:12:03-03","ESALQ","ESA","104276","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lauraceae","Ocotea","daphnifolia","Ocotea daphnifolia","(Meissn.) Mez","Baitello, J.B.","Aguiar, O.T.","1093.0","2002","03","13",NA,"Brasil","São Paulo","São Miguel Arcanjo",NA,"-47.9900016784668","-23.8700008392334",NA,NA,NA,NA,"ESA104276","ESA104276",NA,NA,"2002","03","19","27904","auto",NA,NA,NA,NA,NA,NA
