"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","occurrenceRemarks","imagecode","identifiedBy","yearIdentified","monthIdentified","county","coordinatePrecision","geoFlag","class","order","minimumElevationInMeters","maximumElevationInMeters","typeStatus","dayIdentified","fieldNumber","preparationType","individualCount"
"11","2021-03-30 12:53:57-03","EAO","IAN","64943","PreservedSpecimen","Plantae","Monocotiledônea","Poaceae","Paratheria","prostrata","Paratheria prostrata","Griseb.","Swallen, JR","3235","1934","01","07","Southern America","Brasil","Pará","Aramanaí. Rio Tapajós.",NA,NA,NA,NA,"IAN064943",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-30 12:53:57-03","EAO","IAN","65737","PreservedSpecimen","Plantae","Monocotiledônea","Poaceae","Paratheria","prostrata","Paratheria prostrata","Griseb.","Schwacke, CAW","64","1882","02","07","Southern America","Brasil","Pará","Marajó et Natal.",NA,NA,NA,NA,"IAN065737",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-30 12:53:57-03","EAO","IAN","70379","PreservedSpecimen","Plantae","Monocotiledônea","Poaceae","Paratheria","prostrata","Paratheria prostrata","Griseb.","Black, GA","12563","1951","08","16","Southern America","Brasil","Roraima","Boa Vista. Campo de aviação.","-59.254167","0.737222","-59.254167","0.737222","IAN070379",NA,NA,"Coradin, L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-30 12:53:57-03","EAO","IAN","71525","PreservedSpecimen","Plantae","Monocotiledônea","Poaceae","Paratheria","prostrata","Paratheria prostrata","Griseb.","Pires, JM","3905","1952","01","13","Southern America","Brasil","Pará","Conceição, perto da fóz do Rio Juruena.",NA,NA,NA,NA,"IAN071525",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-30 12:53:57-03","EAO","IAN","85823","PreservedSpecimen","Plantae","Monocotiledônea","Poaceae","Paratheria","prostrata","Paratheria prostrata","Griseb.","Pires, JM; Silva, NT da","4854","1955","04","10","Southern America","Brasil","Pará","Arredores de Bragança; campo alagável periódicamente.",NA,NA,NA,NA,"IAN085823",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-30 12:53:57-03","EAO","IAN","95134","PreservedSpecimen","Plantae","Monocotiledônea","Poaceae","Paratheria","prostrata","Paratheria prostrata","Griseb.","sc","s.n.","1955","12","08",NA,"Guiana Francesa",NA,"Route de Sinnamary more au fond de Pariacabo.",NA,NA,NA,NA,"IAN095134",NA,NA,"Hoock, J","1957","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-30 12:53:57-03","EAO","IAN","159382","PreservedSpecimen","Plantae","Monocotiledônea","Poaceae","Paratheria","prostrata","Paratheria prostrata","Griseb.","Dantas, M; Cordeiro, MR","1423","1982","11","10","Southern America","Brasil","Amapá","Bonito; margem do rio Aporema. Campo de várzea.","-51.4132995605469","0.713333010673523",NA,NA,"IAN159382","Erva petene; com fruto.",NA,"Cordeiro, MR",NA,NA,"Porto Grande","112612","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-30 12:53:57-03","EAO","IAN","75253","PreservedSpecimen","Plantae","Monocotiledônea","Poaceae","Paratheria","prostrata","Paratheria prostrata","Griseb.","Fróes, RL","28473","1952","04","28","Southern America","Brasil","Amazonas","Rio Negro, praia.","-62.9241981506348","-0.974722027778625",NA,NA,"IAN075253",NA,NA,NA,NA,NA,"Barcelos","358570","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-30 12:53:57-03","EAO","IAN","52308","PreservedSpecimen","Plantae","Monocotiledônea","Poaceae","Paratheria","prostrata","Paratheria prostrata","Griseb.","Fróes, RL","26070","1950","02","26","Southern America","Brasil","Amazonas","Rio Tarumã. Crescendo ao longo do rio.","-60.0250015258789","-3.10193991661072",NA,NA,"IAN052308",NA,NA,NA,NA,NA,"Manaus","138090","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-30 12:53:57-03","EAO","IAN","62195","PreservedSpecimen","Plantae","Monocotiledônea","Poaceae","Paratheria","prostrata","Paratheria prostrata","Griseb.","Black, GA","10906","1950","12","07","Southern America","Brasil","Pará","Cultivada no I.A.N., Originaria dos arredores de Soure. Ilha do Marajó.","-48.5043983459473","-1.4558299779892",NA,NA,"IAN062195","rasteira; inflorescência alongada.","IAN062195 IAN062195_e",NA,NA,NA,"Belém","48462","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-30 12:53:57-03","EAO","IAN","56722","PreservedSpecimen","Plantae","Monocotiledônea","Poaceae","Paratheria","prostrata","Paratheria prostrata","Griseb.","Black, GA; Ledoux, PVD","10209","1950","09","29","Southern America","Brasil","Pará","Cultivado no I.A.N.","-48.5043983459473","-1.4558299779892",NA,NA,"IAN056722","Rastejante, formando boa grama.",NA,NA,NA,NA,"Belém","48462","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-30 12:53:57-03","EAO","IAN","62196","PreservedSpecimen","Plantae","Monocotiledônea","Poaceae","Paratheria","prostrata","Paratheria prostrata","Griseb.","Black, GA","10907","1950","12","07","Southern America","Brasil","Pará","Cultivado no I.A.N.; procedente dos arredores de Soure, ilha do Marajó.","-48.5043983459473","-1.4558299779892",NA,NA,"IAN062196","Rasteira, pubescente.",NA,NA,NA,NA,"Belém","48462","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-30 12:53:57-03","EAO","IAN","62238","PreservedSpecimen","Plantae","Monocotiledônea","Poaceae","Paratheria","prostrata","Paratheria prostrata","Griseb.","Black, GA","10960","1951","01","02","Southern America","Brasil","Pará","I.A.N. Cultivada, procedente do Rio Paracauarí. Ilha do Marajó.","-48.5043983459473","-1.4558299779892",NA,NA,"IAN062238","Rastejante.","IAN062238 IAN062238_e",NA,NA,NA,"Belém","48462","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-30 12:53:57-03","EAO","IAN","153841","PreservedSpecimen","Plantae","Monocotiledônea","Poaceae","Paratheria","prostrata","Paratheria prostrata","Griseb.","Maciel, UN; Bouças, PRP","22","1977","02","18","Southern America","Brasil","Pará","7 km da Estação Experimental de Tracuateua. Campos de Santa Maria. Solo argilo-arenoso; alagável estacional.","-46.7655982971191","-1.05360996723175",NA,NA,"IAN153841","Capim abundantissimo; campo aberto.",NA,NA,NA,NA,"Bragança","56429","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-30 12:53:57-03","EAO","IAN","64941","PreservedSpecimen","Plantae","Monocotiledônea","Poaceae","Paratheria","prostrata","Paratheria prostrata","Griseb.","Swallen, JR","3319","1934","01","26","Southern America","Brasil","Pará",NA,"-54.7083015441895","-2.44305992126465",NA,NA,"IAN064941",NA,NA,NA,NA,NA,"Santarém","205258","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-30 12:53:57-03","EAO","IAN","87634","PreservedSpecimen","Plantae","Monocotiledônea","Poaceae","Paratheria","prostrata","Paratheria prostrata","Griseb.","Fróes, RL","31680","1955","04","15","Southern America","Brasil","Pará","Lago Cuçarí; Planalto de Santarém, onde foi feito o Levantamento Estatístico Florestal pelo IAN, SPVEA e FAO. Rio Cuçarí.","-54.7083015441895","-2.44305992126465",NA,NA,"IAN087634","Capim.",NA,NA,NA,NA,"Santarém","205258","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-30 12:53:57-03","EAO","IAN","64777","PreservedSpecimen","Plantae","Monocotiledônea","Poaceae","Paratheria","prostrata","Paratheria prostrata","Griseb.","Jobert, C","1877",NA,NA,NA,"Southern America","Brasil","Pará",NA,"-48.5233001708984","-0.716666996479034",NA,NA,"IAN064777",NA,NA,NA,NA,NA,"Soure","69952","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-30 12:53:57-03","EAO","IAN","54169","PreservedSpecimen","Plantae","Monocotiledônea","Poaceae","Paratheria","prostrata","Paratheria prostrata","Griseb.","Black, GA; Camargo, FC de","8845","1950","02","01","Southern America","Brasil","Pará","fazendinha; pasto com torrões.","-48.5233001708984","-0.716666996479034",NA,NA,"IAN054169","Algo reptante, bastante freqüente; colmos decumbentes; parece ser ótima forragem.",NA,NA,NA,NA,"Soure","69952","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-30 12:53:57-03","EAO","IAN","158947","PreservedSpecimen","Plantae","Monocotiledônea","Poaceae","Paratheria","prostrata","Paratheria prostrata","Griseb.","Neves, MP das; Rodrigues, IA","63","1982","10","22","Southern America","Brasil","Pará","Soure pesqueiro, próximo ao sítio Vista Alegre.","-48.5233001708984","-0.716666996479034",NA,NA,"IAN158947","Erva perene.",NA,"Cordeiro, MR",NA,NA,"Soure","69952","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-30 12:53:57-03","EAO","IAN","84289","PreservedSpecimen","Plantae","Monocotiledônea","Poaceae","Paratheria","prostrata","Paratheria prostrata","Griseb.","Black, GA","16901","1954","09","29","Southern America","Brasil","Pará","Ilha de Colares. Sítio Horizonte. Em lugares úmidos do campo aberto.","-48.1417007446289","-0.858332991600037",NA,NA,"IAN084289",NA,NA,NA,NA,NA,"Vigia","33395","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-02-08 10:19:10-03","NBC","NL-BOTANY","U.1503449","PreservedSpecimen","Plantae",NA,"Gramineae","Paratheria","prostrata","Paratheria prostrata","Griseb.","Black GA",NA,"1948","04","25","Southern America","Brazil",NA,"Amazonia, Estado do Amazonas, Rio Negro, Santa Izabel, em campo aberto.",NA,NA,NA,NA,"NL-U1503449","<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1503449 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1503449",NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Poales",NA,NA,NA,NA,NA,NA,NA
"32","2020-02-08 10:19:10-03","NBC","NL-BOTANY","U.1503450","PreservedSpecimen","Plantae",NA,"Gramineae","Paratheria","prostrata","Paratheria prostrata","Griseb.","Idrobo JM; Cleef AM",NA,"1973","07","09","Southern America","Colombia",NA,"Departamento de Cordoba, Cienaga de Ayapel.",NA,NA,NA,NA,"NL-U1503450","<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1503450 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1503450",NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Poales",NA,NA,NA,NA,NA,NA,NA
"33","2020-02-08 10:19:10-03","NBC","NL-BOTANY","U.1503451","PreservedSpecimen","Plantae",NA,"Gramineae","Paratheria","prostrata","Paratheria prostrata","Griseb.","Schultes RE; Cabrera I",NA,"1952","02","14","Southern America","Colombia",NA,"Colombianae, Rio Apaporis, Soratama.",NA,NA,NA,NA,"NL-U1503451","<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1503451 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1503451",NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Poales",NA,NA,NA,NA,NA,NA,NA
"34","2020-11-19 10:24:54-03","CPAP","CPAP","404","PreserverdSpecimen","Plantae",NA,"Poaceae","Paratheria","prostrata","Paratheria prostrata","Griseb.","Pott, A.","1264","1982","12","04",NA,"Brasil","MS","Fazenda Santana do Piquiri; Sub-região do Paiaguás; Pantanal","-55.4","-17.766667","55°24' W","17°46' S",NA,"Erva prostrada. INTERESSE: Forrageira. FREQUÊNCIA: . AMBIENTE: Vazante (canal amplo de drenagem), muito alagável. SUBSTRATO: solo arenoso (Podzol Hidromórfico). RELEVO: plano.",NA,NA,NA,NA,"Corumbá",NA,NA,NA,NA,"100","100",NA,NA,NA,NA,NA
"35","2020-11-19 10:24:54-03","CPAP","CPAP","8647","PreserverdSpecimen","Plantae",NA,"Poaceae","Paratheria","prostrata","Paratheria prostrata","Griseb.","Pott, A.","5842","1991","02","06",NA,"Brasil","MS","Fazenda Fazendinha (brejo), largo da Água Branca, área do rio Negro, Pantanal","-56.383333","-19.483333","56°23' W","19°29' S",NA,"Erva cespitosa estolonífera. FLOR: . FRUTO: . INTERESSE: Forrageira. FREQUÊNCIA: Frequente a dominante. AMBIENTE: Campo limpo, muito alagável. SUBSTRATO: solo siltoso. RELEVO: plano.",NA,NA,NA,NA,"Aquidauana",NA,NA,NA,NA,"90","90",NA,NA,NA,NA,NA
"36","2020-11-19 10:24:54-03","CPAP","CPAP","20837","PreserverdSpecimen","Plantae",NA,"Poaceae","Paratheria","prostrata","Paratheria prostrata","Griseb.","Garcia, H. C.","19","2005","11","18",NA,"Brasil","MS","Baía do Tuiuiú; rio Paraguai; Pantanal","-57.6533012390137","-19.0091991424561","57 35'26''W","18 48'12''S",NA,"Erva rizomatoza, estolonífera. FLOR: . FRUTO: . INTERESSE: Apícola. FREQUÊNCIA: . AMBIENTE: Lagoa marginal e área inundável. SUBSTRATO: solo argiloso. RELEVO: plano. <ll>dwc_commonname:</ll> Jasmim-do-campo; cipó fofo",NA,"Garcia, H. C.","2006","09","Corumbá","295160","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2016-02-02 14:38:16-02","BGBM","B","B 10 0383437","S","Plantae",NA,"Gramineae","Panicum","leptachyrium","Panicum leptachyrium","Döll","R. Spruce",NA,"1849","11",NA,"Middle and South America","Brazil",NA,"In vicinibus Santarem, Prov. Parà.",NA,NA,NA,NA,"B100383437","<a href=http://herbarium.bgbm.org/object/B100383437 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100383437",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"type",NA,NA,NA,NA
"38","2019-02-15 11:48:11-02","IPA","IPA","8395","S","Plantae","Plantae","Poaceae","Paratheria","prostrata","Paratheria prostrata","Griseb.","Black","10960","1951","01","02","Southern America","Brasil","Pará","I.A.N., Cultivada, procedete do Rio Paracauarí, Ilha do Marajó.","-48.5043983459473","-1.4558299779892",NA,NA,"IPA0008395","Rastejante.",NA,NA,NA,NA,"Belém","48462","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2020-10-20 14:17:59-03","UFOPA","HSTM","3559","PreservedSpecimen","Plantae",NA,"Poaceae","Paratheria","prostrata","Paratheria prostrata","Griseb.","Almeida, T.E.; Giacomim, L.L.","4228","2016","02","14",NA,"Brasil","Pará","Distrito de Alter do Chão. Margens do Lago Verde. Vegetação ripária.","-54.943611","-25.05","54º56'37''W","25º3'0''S","HSTM003559",NA,"HSTM003559","P.L. Viana","2016","12","Santarém",NA,NA,NA,NA,"13","13",NA,"05",NA,NA,NA
"40","2015-09-24 20:38:37-03","MNHN","RECOLNAT_MNHN_P","P00642064","PreservedSpecimen",NA,NA,"Poaceae","Paratheria","prostrata","Paratheria prostrata","Griseb.","Spruce, R.",NA,NA,NA,NA,NA,"Brésil",NA,"Santarem",NA,NA,NA,NA,"P00642064","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00642064' target='other'> <mi>dwc_moreinfo</mi></a>","P00642064_01","R.P.Oliveira & M.C.Dorea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"674","hb",NA
"41","2015-09-03 23:35:24-03","MNHN","RECOLNAT_MNHN_P","P01939456","PreservedSpecimen",NA,NA,"Poaceae","Paratheria","prostrata","Paratheria prostrata","Griseb.","Hoock",NA,"1956","2","8",NA,"Guyane française",NA,"Guyane Française. Route de Simomary Passouras.",NA,NA,NA,NA,"P01939456","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01939456' target='other'> <mi>dwc_moreinfo</mi></a>","P01939456_01","R.P.Oliveira & M.C.Dorea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"327","hb",NA
"42","2016-03-17 12:22:23-03","MNHN","RECOLNAT_MNHN_P","P01939459","PreservedSpecimen",NA,NA,"Poaceae","Paratheria","prostrata","Paratheria prostrata","Griseb.","Pires, J.M.",NA,"1952","1","13",NA,"Brasil","Pará","Brésil. Conceição de Rio Juruena.",NA,NA,NA,NA,"P01939459","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01939459' target='other'> <mi>dwc_moreinfo</mi></a>","P01939459_01","R.P.Oliveira & M.C.Dorea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3905","hb",NA
"43","2016-03-17 12:22:23-03","MNHN","RECOLNAT_MNHN_P","P01939457","PreservedSpecimen",NA,NA,"Poaceae","Paratheria","prostrata","Paratheria prostrata","Griseb.","Hoock",NA,"1957","12","27",NA,"Guyane française",NA,"Guyane Française. Route de Simomary Marais débus chemin Pariacabo.",NA,NA,NA,NA,"P01939457","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01939457' target='other'> <mi>dwc_moreinfo</mi></a>","P01939457_01","R.P.Oliveira & M.C.Dorea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"328","hb",NA
"44","2015-09-03 23:35:25-03","MNHN","RECOLNAT_MNHN_P","P01939458","PreservedSpecimen",NA,NA,"Poaceae","Paratheria","prostrata","Paratheria prostrata","Griseb.","Black, G.A.",NA,"1951","1","2",NA,"Brasil","Pará","Belém, I.A.N., cultivada, procedente do Rio Paracauarí, Ilha de Marajó.",NA,NA,NA,NA,"P01939458","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01939458' target='other'> <mi>dwc_moreinfo</mi></a>","P01939458_01","R.P.Oliveira & M.C.Dorea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"50 10960","hb",NA
"45","2015-09-03 23:35:25-03","MNHN","RECOLNAT_MNHN_P","P01939460","PreservedSpecimen",NA,NA,"Poaceae","Paratheria","prostrata","Paratheria prostrata","Griseb.","Hoock",NA,"1955","12","8",NA,"Guyane française",NA,"Guyane Française. Route de Simomary mare au fond de Pariacabo.",NA,NA,NA,NA,"P01939460","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01939460' target='other'> <mi>dwc_moreinfo</mi></a>","P01939460_01","R.P.Oliveira & M.C.Dorea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"326","hb",NA
"46","2016-03-17 12:22:23-03","MNHN","RECOLNAT_MNHN_P","P01939463","PreservedSpecimen",NA,NA,"Poaceae","Paratheria","prostrata","Paratheria prostrata","Griseb.","Hoock, J.",NA,"1955","12","8",NA,"Guyane française",NA,"Guyane Française. Route de Simomary mare du fond de Pariacabo prés [camé muller].",NA,NA,NA,NA,"P01939463","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01939463' target='other'> <mi>dwc_moreinfo</mi></a>","P01939463_01","R.P.Oliveira & M.C.Dorea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"180","hb",NA
"47","2015-09-03 23:35:25-03","MNHN","RECOLNAT_MNHN_P","P01939466","PreservedSpecimen",NA,NA,"Poaceae","Paratheria","prostrata","Paratheria prostrata","Griseb.","Regnell",NA,NA,NA,NA,NA,"Brasil",NA,"Brésil.",NA,NA,NA,NA,"P01939466","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01939466' target='other'> <mi>dwc_moreinfo</mi></a>","P01939466_01","R.P.Oliveira & M.C.Dorea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"III 64","hb",NA
"48","2015-09-04 01:02:58-03","MNHN","RECOLNAT_MNHN_P","P02633922","PreservedSpecimen",NA,NA,"Poaceae","Paratheria","prostrata","Paratheria prostrata","Griseb.","Davidse, G.|Tillett, S.S.|Huber, O.",NA,"1979","4","29",NA,"Venezuela",NA,"Departamento Atabapo, ca. 1 km up Caño Caname from the junction with the Rio Atabapo, El Manguito.","-67.45","3.7",NA,NA,"P02633922","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02633922' target='other'> <mi>dwc_moreinfo</mi></a>","P02633922_01","R.P.Oliveira & M.C.Dorea",NA,NA,NA,NA,NA,NA,NA,"95",NA,NA,NA,"16864","hb",NA
"49","2015-09-04 01:02:58-03","MNHN","RECOLNAT_MNHN_P","P02633923","PreservedSpecimen",NA,NA,"Poaceae","Paratheria","prostrata","Paratheria prostrata","Griseb.","Davidse, G.|Tillett, S.S.|Huber, O.",NA,"1979","5","4",NA,"Venezuela",NA,"Departamento Atabapo, ca. 5 km N of the mouth of Caño Caname along the eastern bank of the Rio Atabapo.","-67.48333","3.75",NA,NA,"P02633923","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02633923' target='other'> <mi>dwc_moreinfo</mi></a>","P02633923_01","R.P.Oliveira & M.C.Dorea",NA,NA,NA,NA,NA,NA,NA,"95",NA,NA,NA,"17165","hb",NA
"50","2015-09-04 01:02:58-03","MNHN","RECOLNAT_MNHN_P","P02633924","PreservedSpecimen",NA,NA,"Poaceae","Paratheria","prostrata","Paratheria prostrata","Griseb.","Davidse, G.|Tillett, S.S.|Huber, O.",NA,"1979","5","4",NA,"Venezuela",NA,"Depart. Atabapo, ca. 5 km N of the mouth of Caño Caname along the eastern bank of the Rio Atabapo.","-67.48333","3.75",NA,NA,"P02633924","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02633924' target='other'> <mi>dwc_moreinfo</mi></a>","P02633924_01","R.P.Oliveira & M.C.Dorea",NA,NA,NA,NA,NA,NA,NA,"95",NA,NA,NA,"17165","hb",NA
"51","2016-03-17 12:22:23-03","MNHN","RECOLNAT_MNHN_P","P01939461","PreservedSpecimen",NA,NA,"Poaceae","Paratheria","prostrata","Paratheria prostrata","Griseb.","Harley, R.M.",NA,"1968","11","24",NA,"Brasil","Mato Grosso","Brésil. Small lake just South of the Rio Suia Missu Ferry, ca. 40km NW of base camp.","-51.76667","-12.81667",NA,NA,"P01939461","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01939461' target='other'> <mi>dwc_moreinfo</mi></a>","P01939461_01","R.P.Oliveira & M.C.Dorea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11214","hb",NA
