"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","occurrenceRemarks","imagecode","identifiedBy","yearIdentified","monthIdentified","county","coordinatePrecision","geoFlag","class","order","minimumElevationInMeters","maximumElevationInMeters","typeStatus","dayIdentified","fieldNumber","preparationType","individualCount"
"107","2017-09-11 17:12:52-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,"Poaceae","Panicum","leptachyrium","Panicum leptachyrium","Döll","Spruce, R","674",NA,NA,NA,"Southern America","Brazil","Pará ","prope Santarem prov. Paraënsis","-54.7083","-2.44306",NA,NA,NA,NA,"P02P2N0025",NA,NA,NA,"Santarém","205258","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","2017-09-11 17:12:52-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,"Poaceae","Panicum","leptachyrium","Panicum leptachyrium","Döll","Yelski, K","s.n.",NA,NA,NA,"Southern America","French Guiana","Cayenne","extra fines nostros in Savanna quadam (,,Coique foillée) prope Cayenna",NA,NA,NA,NA,NA,NA,"P02P2N0025",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","2017-09-11 17:12:52-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,"Poaceae","Panicum","leptachyrium","Panicum leptachyrium","Döll","Yelski, K","s.n.",NA,NA,NA,"Southern America","French Guiana","Cayenne","extra fines nostros in Savanna quadam (,,Coique foillée) prope Cayenna",NA,NA,NA,NA,NA,NA,"P02P2N0025",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","2021-02-08 12:53:59-03","UFRGS","ICN","092526","S","Plantae","Monocotyledon","Poaceae","Paratheria","prostrata","Paratheria prostrata","Griseb.","Filgueiras, TS","1940","1989","11","05","América do Sul","Brasil","MG","Parque Nacional Grande Sertão Veredas; vereda próximo ao Rio Preto.","-45.766667","-15.133333","-45.766667","-15.133333",NA,"reptante; crescendo em leito seco de lagoa temporária",NA,"Filgueiras, TS","1989",NA,"Formoso",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111","2021-02-08 12:53:59-03","UFRGS","ICN","092527","S","Plantae","Monocotyledon","Poaceae","Paratheria","prostrata","Paratheria prostrata","Griseb.","Filgueiras, TS","1942","1989","11","05","América do Sul","Brasil","MG","Parque Nacional Grande Sertão Veredas; vereda próximo ao Rio Preto.","-45.766667","-15.133333","-45.766667","-15.133333",NA,"Procumbente; espiguetas aristadas; Em todas as lagoas temporárias (secas), entre as 10 visitadas",NA,"Filgueiras, TS","1989",NA,"Formoso",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","2021-02-08 12:54:00-03","UFRGS","ICN","188040","S","Plantae","Monocotyledon","Poaceae","Paratheria","prostrata","Paratheria prostrata","Griseb.","Allem, A; et al.","2259","1978","10","29","América do Sul","Brasil","MS","Fazenda Rio Negro","-55.7872009277344","-20.4710998535156",NA,NA,NA,"Erva cespitosa, prostrada, densamente pilosa, 10-15 de altura inflorescência ainda inclusas; Ocasional no gramado da beira de vazante",NA,"Valls, JFM","1979","07","Aquidauana","212961","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"113","2020-05-19 11:39:06-03","FEPAGRO","BLA","3622","PreservedSpecimen","Plantae","Spermatophyta","Poaceae","Paratheria","prostrata","Paratheria prostrata","Griseb.","I. L. Barreto",NA,NA,NA,NA,NA,"Brasil","Rio Grande do Sul","Granja Quero-Quero","-51.1836013793945","-29.9178009033203",NA,NA,"BLA003622","Data de Coleta: 12/1958.",NA,NA,NA,NA,"Canoas","8037","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","2019-11-21 10:16:16-03","IBt","SP","248849","S","Plantae",NA,"Poaceae","Paratheria","prostrata","Paratheria prostrata","Griseb.","Filgueiras, TS","1940","1989","11","05",NA,"Brasil","Minas Gerais","Parque Nacional Grande Sertão Veredas, Vereda próxima ao Rio Preto.","-45.766667","-15.133333","-45.766667","-15.133333","SP036056",NA,"SP036056","Filgueiras, TS","1989",NA,"Formoso",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115","2019-11-21 10:16:16-03","IBt","SP","36040","S","Plantae",NA,"Poaceae","Paratheria","prostrata","Paratheria prostrata","Griseb.","Swallen, JR","3235","1934","01",NA,NA,"Brasil","Pará","Aramanahy, Rio Tapajós.",NA,NA,NA,NA,"SP036055",NA,"SP036055",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","2019-11-21 10:16:16-03","IBt","SP","36039","S","Plantae",NA,"Poaceae","Paratheria","prostrata","Paratheria prostrata","Griseb.","Swallen, JR","3319","1934","01",NA,NA,"Brasil","Pará",NA,"-54.7083015441895","-2.44305992126465",NA,NA,"SP036060",NA,"SP036060",NA,NA,NA,"Santarém","205258","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","2019-11-21 10:16:16-03","IBt","SP","57234","S","Plantae",NA,"Poaceae","Paratheria","prostrata","Paratheria prostrata","Griseb.","Black, GA","51-12563","1951","08","16",NA,"Brasil","Roraima","Território do Rio Branco. Boa Vista: campo de aviação.","-60.6733016967773","2.81972002983093",NA,NA,"SP036054",NA,"SP036054",NA,NA,NA,"Boa Vista","90031","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","2019-11-21 10:16:16-03","IBt","SP","128231","S","Plantae",NA,"Poaceae","Paratheria","prostrata","Paratheria prostrata","Griseb.","Skvortzov, B","289","1963","11","10",NA,"Brasil","São Paulo","Near village of Paranapiacaba.","-46.5299987792969","-23.6599998474121",NA,NA,"SP036057",NA,"SP036057","Longhi Wagner, HM","1997","11","Santo André","27258","auto",NA,NA,"800","850",NA,"03",NA,NA,NA
"119","2019-11-21 10:16:16-03","IBt","SP","105509","S","Plantae",NA,"Poaceae","Paratheria","prostrata","Paratheria prostrata","Griseb.","Sendulsky, T","646","1964","03","12",NA,"Brasil","São Paulo","Along road Anchieta, bottom of Represa Billings.","-46.560001373291","-23.6900005340576",NA,NA,"SP036059",NA,"SP036059","Longhi Wagner, HM","1997","11","São Bernardo do Campo","31119","auto",NA,NA,NA,NA,NA,"03",NA,NA,NA
"120","2019-11-21 10:16:16-03","IBt","SP","258924","S","Plantae",NA,"Poaceae","Paratheria","prostrata","Paratheria prostrata","Griseb.","Sendulsky, T","648","1966","12","15",NA,"Brasil","São Paulo","Parque do Estado","-46.6300010681152","-23.5400009155273",NA,NA,"SP036058",NA,"SP036058","Longhi Wagner, HM","1997","11","São Paulo","53584","auto",NA,NA,NA,NA,NA,"03",NA,NA,NA
"121","2014-09-23 10:59:14-03","G","G","G00099833","S","Plantae",NA,"Poaceae","Paratheria","prostrata","Paratheria prostrata","Griseb.","Spruce, R.",NA,NA,NA,NA,"AMERIQUE DU SUD","Brazil","Pará",NA,"-52.53","-5.64861111","-52.53","-5.64861111","G00099833","Coordinate uncertainty: Precision at the level of departement/region Image URL: http://www.ville-ge.ch/musinfo/bd/cjb/chg/adetail.php?id=130024&base=img&lang=en","G00099833","?",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ISOSYNTYPUS of Panicum leptachyrium Döll",NA,NA,NA,NA
