"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","recordNumber","typeStatus","continentOcean","preparationType","previousCatalogNumber","phylum","order","infraspecificEpithet","imagecode","class","relatedCatalogItem","coordinatePrecision","geoFlag","individualCount","fieldNumber","sex"
"13","2016-09-29 10:11:00-03","NY","NYBG","442120","PreservedSpecimen","Plantae","Gesneriaceae","Sinningia","warmingii","Sinningia warmingii",NA,"A. Chautems",NA,NA,NA,"T. M. Pedersen","1975","01","10","Argentina","Corrientes","Empedrado",NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=276132' target='other'> <mi>dwc_moreinfo</mi></a>","NY00442120","10861",NA,"South America","sheet",NA,"Magnoliophyta","Lamiales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","442121","PreservedSpecimen","Plantae","Gesneriaceae","Sinningia","warmingii","Sinningia warmingii","(Hiern) Chautems","L. E. Skog",NA,NA,NA,"I. M. Sánchez Vega","1991","11","01","Peru","Cajamarca","Hualgayoc","Entre Hualgayoc y Bambamarca, cerca a las minas de cal",NA,NA,NA,NA,"2900","2900","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=276129' target='other'> <mi>dwc_moreinfo</mi></a>","NY00442121","5831",NA,"South America","sheet",NA,"Magnoliophyta","Lamiales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2020-02-08 09:31:35-03","NBC","NL-BOTANY","L.2821862","PreservedSpecimen","Plantae","Gesneriaceae","Corytholoma","warmingii","Corytholoma warmingii","(Hiern) Toursark.",NA,NA,NA,NA,"Pedersen TM","1975","01","10","Argentina",NA,NA,"Argentinenses, Estancia,,La Yela', Dep. Empedrado, Prov. Corrientes.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2821862 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2821862",NA,NA,"Southern America",NA,NA,NA,"Lamiales",NA,"NL-L2821862","Magnoliopsidae",NA,NA,NA,NA,NA,NA
"16","2020-02-08 09:31:35-03","NBC","NL-BOTANY","L.3794749","PreservedSpecimen","Plantae","Gesneriaceae","Corytholoma","warmingii","Corytholoma warmingii","(Hiern) Toursark.",NA,NA,NA,NA,"Renvoize SA; Wilmot-Dear CM; Tur N","1978","11","26","Argentina",NA,NA,"Sand road to Santa Ana 1/2 km from Route 12.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3794749 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3794749",NA,NA,"Southern America",NA,NA,NA,"Lamiales",NA,"NL-L3794749","Magnoliopsidae",NA,NA,NA,NA,NA,NA
"17","2020-02-08 09:31:35-03","NBC","NL-BOTANY","WAG.1825823","PreservedSpecimen","Plantae","Gesneriaceae","Corytholoma","warmingii","Corytholoma warmingii","(Hiern) Toursark.",NA,NA,NA,NA,"Pedersen TM","1975","01","10","Argentina",NA,NA,"Argentinenses, Estancia,,La Yela', Dep. Empedrado, Prov. Corrientes.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1825823 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1825823",NA,NA,"Southern America",NA,NA,NA,"Lamiales",NA,"NL-WAG1825823","Magnoliopsidae",NA,NA,NA,NA,NA,NA
"18","2020-02-08 09:32:00-03","NBC","NL-BOTANY","U.1334692","PreservedSpecimen","Plantae","Gesneriaceae","Rechsteineria","lindleyi","Rechsteineria lindleyi","(Hook.) Fritsch",NA,NA,NA,NA,"Pierotti SA","1942","11","21","Argentina",NA,NA,"Formosa. Loc. Yuasacan (20km al noreste de Parane).",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1334692 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1334692",NA,NA,"Southern America",NA,NA,NA,"Lamiales",NA,"NL-U1334692","Magnoliopsidae",NA,NA,NA,NA,NA,NA
"19","2020-02-08 09:32:00-03","NBC","NL-BOTANY","WAG.1826447","PreservedSpecimen","Plantae","Gesneriaceae","Rechsteineria","lindleyi","Rechsteineria lindleyi","(Hook.) Fritsch",NA,NA,NA,NA,"Zehntner L","1925","10","01","Venezuela",NA,NA,"Venezuela: Caracas, Missionsstation, Maracay (St. Ottilien).",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1826447 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1826447",NA,NA,"Southern America",NA,NA,NA,"Lamiales",NA,"NL-WAG1826447","Magnoliopsidae",NA,NA,NA,NA,NA,NA
"20","2020-02-08 09:32:00-03","NBC","NL-BOTANY","L 0003112","PreservedSpecimen","Plantae","Gesneriaceae","Rechsteineria","multiflora","Rechsteineria multiflora","Fritsch","Leeuwenberg AJM",NA,NA,NA,"Fiebrig K","1903","02","01","Paraguay",NA,NA,"ParaguayensisTobati",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L%20%200003112 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L0003112",NA,"isotype","Southern America",NA,NA,NA,"Lamiales",NA,"NL-L0003112","Magnoliopsidae","907171229",NA,NA,NA,NA,NA
"21","2020-02-08 09:32:05-03","NBC","NL-BOTANY","L 0003124","PreservedSpecimen","Plantae","Gesneriaceae","Sinningia","warmingii","Sinningia warmingii","(Hiern) Chautems","Chautems A",NA,NA,NA,"Herzog T","1910","12","01","Bolivia",NA,NA,"BoliviamMontes Zwisschen Cumbarute und Parapiti",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L%20%200003124 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L0003124",NA,"isotype","Southern America",NA,NA,NA,"Lamiales",NA,"NL-L0003124","Magnoliopsidae","92260810",NA,NA,NA,NA,NA
"22","2020-02-08 09:32:05-03","NBC","NL-BOTANY","L.2819290","PreservedSpecimen","Plantae","Gesneriaceae","Sinningia","warmingii","Sinningia warmingii","(Hiern) Chautems",NA,NA,NA,NA,"Reitz R; Klein RM","1958","12","15","Brazil",NA,NA,"Santa Catarina, Serra do Rio do Rastro, Lauro Mueller.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2819290 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2819290",NA,NA,"Southern America",NA,NA,NA,"Lamiales",NA,"NL-L2819290","Magnoliopsidae",NA,NA,NA,NA,NA,NA
"23","2020-02-08 09:32:05-03","NBC","NL-BOTANY","U.1334683","PreservedSpecimen","Plantae","Gesneriaceae","Sinningia","warmingii","Sinningia warmingii","(Hiern) Chautems","Skog LE",NA,NA,NA,"Ellenberg H","1957","04","16","Peru","Cuzco",NA,"Rio Colorado valley, W. of Cusco, S. of Mollepata.",NA,NA,NA,NA,NA,NA,"Bombax thicket.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1334683 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1334683",NA,NA,"Southern America",NA,NA,NA,"Lamiales",NA,"NL-U1334683","Magnoliopsidae","U 0253040",NA,NA,NA,NA,NA
"24","2020-02-08 09:32:05-03","NBC","NL-BOTANY","U.1334696","PreservedSpecimen","Plantae","Gesneriaceae","Sinningia","warmingii","Sinningia warmingii","(Hiern) Chautems","Chautems A",NA,NA,NA,"Pedersen TM",NA,NA,NA,"Argentina","Corrientes",NA,"Near Santa Ana, Dep. San Cosme, Prov. Corrientes",NA,NA,NA,NA,NA,NA,"Scrubland, on clay.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1334696 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1334696",NA,NA,"Southern America",NA,NA,NA,"Lamiales",NA,"NL-U1334696","Magnoliopsidae","U 0119579",NA,NA,NA,NA,NA
"25","2020-02-08 09:32:05-03","NBC","NL-BOTANY","U.1334697","PreservedSpecimen","Plantae","Gesneriaceae","Sinningia","warmingii","Sinningia warmingii","(Hiern) Chautems","Chautems A",NA,NA,NA,"Pedersen TM",NA,NA,NA,"Argentina","Corrientes",NA,"Near Santa Ana, Dep. San Cosme, Prov. Corrientes",NA,NA,NA,NA,NA,NA,"Scrubland, on clay.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1334697 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1334697",NA,NA,"Southern America",NA,NA,NA,"Lamiales",NA,"NL-U1334697","Magnoliopsidae","U 0119578",NA,NA,NA,NA,NA
"26","2020-11-04 11:11:16-03","ESALQ","ESA","85332","PreservedSpecimen","Plantae","Gesneriaceae","Sinningia","warmingii","Sinningia warmingii","(Hiern) Chautems","Chautems, A.",NA,NA,NA,"Hatschbach, G. et al.","2001","11","13","Brasil","Santa Catarina","Timbé do Sul",NA,"-49.8471984863281","-28.8302993774414",NA,NA,NA,NA,NA,"ESA085332","72683.0",NA,NA,NA,NA,"Magnoliophyta",NA,NA,"ESA085332",NA,NA,"15081","auto",NA,NA,NA
"27","2020-11-04 11:11:16-03","ESALQ","ESA","85817","PreservedSpecimen","Plantae","Gesneriaceae","Sinningia","warmingii","Sinningia warmingii","(Hiern.) Chautems","Araújo, A.O.",NA,NA,NA,"Duarte, A.P.","1965","01","01","Brasil","Minas Gerais","Diamantina","Rio dos Cristais","-43.6002998352051","-18.2493991851807",NA,NA,NA,NA,NA,"ESA085817","9902.0",NA,NA,NA,NA,"Magnoliophyta",NA,NA,"ESA085817",NA,NA,"101169","auto",NA,NA,NA
"28","2021-01-14 15:31:10-03","MN","R","11044","PreservedSpecimen","Plantae","Gesneriaceae","Sinningia","warmingii","Sinningia warmingii","(Hiern) Chautems","Chautems, A.","1992",NA,NA,"Glaziou, A.F.M.","1891","12","29","Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,"Plantas do Brasil Central","R000011044","19585",NA,NA,NA,NA,NA,NA,NA,"R000011044_001",NA,NA,NA,NA,NA,NA,NA
"29","2015-07-02 14:02:18-03","JBP","HPL","9021","S","Plantae","Gesneriaceae","Sinningia","warmingi","Sinningia warmingi",NA,"H. Lorenzi","2000","12","02","H. Lorenzi","2000","12","02","Brasil","SP","Nova Odessa","Coletado no Instituto Plantarum; cultivado a pleno sol.","-47.29","-22.77",NA,NA,NA,NA,NA,NA,"2502",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8440","auto",NA,NA,NA
"30","2015-07-02 14:02:18-03","JBP","HPL","3146","S","Plantae","Gesneriaceae","Sinningia","warmingii","Sinningia warmingii","(Hiern) Chautems","A. Chautems","2010","03","20","E.R. Salviani & H. Lorenzi","2000","02","28","Brasil","SP","Altinópolis","Coletada na Cachoeira do Esmeril.","-47.37","-21.02",NA,NA,NA,NA,NA,NA,"1248",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30403","auto",NA,NA,NA
"31","2015-07-02 14:02:18-03","JBP","HPL","3145","S","Plantae","Gesneriaceae","Sinningia","warmingii","Sinningia warmingii","(Hiern) A. Chautems","E.R. Salviani & H. Lorenzi","2000","01","27","E.R. Salviani & H. Lorenzi","2000","01","27","Brasil","SC","Lauro Miiller","Coletada no Contraforte da Serra do Rio do Rastro.",NA,NA,NA,NA,NA,NA,NA,NA,"1100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2015-07-02 14:02:18-03","JBP","HPL","13055","S","Plantae","Gesneriaceae","Sinningia","warmingii","Sinningia warmingii","(Hiern) Chautems","H. Lorenzi","2008","10","31","H. Lorenzi","2008","10","31","Brasil","SP","Nova Odessa","Coletado em cultivo no Jardim Botânico Plantarum; originário do habitat natural em Altinópolis - SP, Represa do Esmerril, em encosta rochosa com cachoeira.","-47.29","-22.77",NA,NA,NA,NA,NA,NA,"6531",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8440","auto",NA,NA,NA
"33","2019-08-27 13:33:05-03","IAP","PACA-AGP","56819","PreservedSpecimen","Plantae","Gesneriaceae","Corytholoma","lindleyi","Corytholoma lindleyi","(Hook) Dcne.","Emrich-Rambo","1955","04","10","Rambo, B.","1955","02","16","Brasil","RS","São Francisco de Paula","Taibesinho","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,"SEM MATERIAL Habitat: in ipso barathro ad rivum Fenofase: flor","PACA056819",NA,NA,NA,NA,NA,"Magnoliophyta","Scrophulariales",NA,NA,"Magnoliatae",NA,"76715","auto",NA,NA,NA
"34","2019-08-27 13:33:05-03","IAP","PACA-AGP","54633","PreservedSpecimen","Plantae","Gesneriaceae","Corytholoma","lindleyi","Corytholoma lindleyi","(Hook) Dcne.","B. Rambo SJ",NA,NA,NA,"Rambo, B.","1954","01","01","Brasil","RS","Torres","ad fl. Maquine sup.","-49.7268981933594","-29.3353004455566",NA,NA,NA,NA,"SEM MATERIAL Habitat: ad rupes in silva Fenofase: flor e fruto","PACA054633",NA,NA,NA,NA,NA,"Magnoliophyta","Scrophulariales",NA,NA,"Magnoliatae",NA,"20837","auto",NA,NA,NA
"35","2019-12-17 09:17:18-03","IAP","PACA-AGP","41608","PreservedSpecimen","Plantae","Gesneriaceae","Rechsteineria","lindleyi","Rechsteineria lindleyi var. macrophylla","Hoehne","F. Hoehne","1958",NA,NA,"Rambo, B.","1949","05","16","Brasil","RS","Novo Hamburgo","ad montem Ferrabraz","-51.1305999755859","-29.6783008575439",NA,NA,NA,NA,"HOLOTYPUS. Habitat: ad rupes humidas Fenofase: flor","PACA041608",NA,"Holotipo",NA,NA,NA,"Magnoliophyta","Scrophulariales","var. macrophylla","PACA041608","Magnoliatae",NA,"20722","auto",NA,NA,NA
"36","2019-12-17 09:17:18-03","IAP","PACA-AGP","41608","PreservedSpecimen","Plantae","Gesneriaceae","Rechsteineria","lindleyi","Rechsteineria lindleyi var. macrophylla","Hoehne","F. Hoehne","1958",NA,NA,"Rambo, B.","1949","05","16","Brasil","RS","Novo Hamburgo","ad montem Ferrabraz","-51.1305999755859","-29.6783008575439",NA,NA,NA,NA,"HOLOTYPUS. Habitat: ad rupes humidas Fenofase: flor","PACA041608",NA,"Holotipo",NA,NA,NA,"Magnoliophyta","Scrophulariales","var. macrophylla","PACA041608","Magnoliatae",NA,"20722","auto",NA,NA,NA
"37","2019-08-27 13:33:08-03","IAP","PACA-AGP","30516","PreservedSpecimen","Plantae","Gesneriaceae","Sinningia","warmingii","Sinningia warmingii","(Hiern) Chautems","G. E. Ferreira","2011","06",NA,"Reitz, R.","1944","01","20","Brasil","RS","Bom Jesus","Serra da Rocinha","-50.4166984558105","-28.6678009033203",NA,NA,NA,NA,"Emrich-Rambo det. em 2.8.1954. como Corytholoma strictum Dcne. Habitat: in paludosis turfosis Fenofase: flor","PACA030516",NA,NA,NA,NA,NA,"Magnoliophyta","Scrophulariales",NA,NA,"Magnoliatae",NA,"55856","auto",NA,NA,NA
"38","2019-08-27 13:33:08-03","IAP","PACA-AGP","72165","PreservedSpecimen","Plantae","Gesneriaceae","Sinningia","warmingii","Sinningia warmingii","(Hiern) Chautems","G. E. Ferreira","2013","04",NA,"Sehnem, A.","1952","02","14","Brasil","RS","São Francisco de Paula","Inst. Nac. do Pinho","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,"Habitat: ad rupem in dumetoso","PACA072165","5869",NA,NA,NA,NA,"Magnoliophyta","Scrophulariales",NA,NA,"Magnoliatae",NA,"76715","auto",NA,NA,NA
"39","2019-08-27 13:33:08-03","IAP","PACA-AGP","52123","PreservedSpecimen","Plantae","Gesneriaceae","Sinningia","warmingii","Sinningia warmingii","(Hiern) Chautems","A. Chautems","1989","02",NA,"Rambo, B.","1952","02","07","Brasil","RS","São Francisco de Paula","Morrinhos","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,"Há possibilidade de ser um typus. Aguardar referências. Habitat: ad rupes humidas in silva Fenofase: flor","PACA052123",NA,NA,NA,NA,NA,"Magnoliophyta","Scrophulariales",NA,NA,"Magnoliatae",NA,"76715","auto",NA,NA,NA
"40","2019-08-27 13:33:08-03","IAP","PACA-AGP","32114","PreservedSpecimen","Plantae","Gesneriaceae","Sinningia","warmingii","Sinningia warmingii","(Hiern) Chautems","A. Chautems","1991",NA,NA,"Rambo, B.","1946","02","14","Brasil","RS","São Francisco de Paula","Serra do Fachinal","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,"VULNERÁVEL Habitat: in rupestribus humidis Fenofase: flor","PACA032114",NA,NA,NA,NA,NA,"Magnoliophyta","Scrophulariales",NA,NA,"Magnoliatae",NA,"76715","auto",NA,NA,NA
"41","2019-08-27 13:33:08-03","IAP","PACA-AGP","50162","PreservedSpecimen","Plantae","Gesneriaceae","Sinningia","warmingii","Sinningia warmingii","(Hiern) Chautems","G. E. Ferreira","2011","06",NA,"Rambo, B.","1951","01","22","Brasil","RS","São Francisco de Paula","Taimbezinho","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,"Há possibilidade de ser um typus. Aguardar referências. Habitat: ad rupes humidas in ipso barathro Fenofase: flor","PACA050162",NA,NA,NA,NA,NA,"Magnoliophyta","Scrophulariales",NA,NA,"Magnoliatae",NA,"76715","auto",NA,NA,NA
"42","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0029853","PreservedSpecimen","Plantae","Gesneriaceae","Sinningia","warmingii","Sinningia warmingii","(Hiern) Chautems","A. Chautems",NA,NA,NA,"G. Hatschbach; A. C. Cervi & E. Barbosa","2001","11","13","Brazil","Santa Catarina",NA,"Rod. BR-285, Serra da Rocinha (Mun. Timbé do Sul).","-49.84934","-28.831933",NA,NA,NA,NA,"Flor com exterior vermelho-pálido, base creme.",NA,"72683",NA,NA,NA,NA,"Magnoliophyta","Lamiales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2019-11-21 14:37:24-03","UFJF","CESJ","54324","PreservedSpecimen","Plantae","Gesneriaceae","Sinningia","warmingii","Sinningia warmingii","(Hiem) Chautems","M. M. Arbo","2002",NA,NA,"R.C. Forzza; R. Mello-Silva; A.C.Marcato","2001","12","17","Argentina","Corrientes","San Cayetano","Riachuelo (Ruta 12), Argentina. Correntes. San Caytano, 2 Km da rodovia Correntes - Riachuelo (Ruta 12). Campos e vegetação arbóreo-arbustiva com Bromelia 27º 32' 39 S 58º 43' 35 W elev. 95 m",NA,NA,NA,NA,NA,NA,"Em solo arenoso, formando grande população. Folhas discolores caule levemente avermelhado. Flores com cálice vermelho; corola vermelho com face creme.","CESJ054324","2022",NA,"América do Sul",NA,NA,"Angiosperma",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2019-11-21 14:37:24-03","UFJF","CESJ","54325","PreservedSpecimen","Plantae","Gesneriaceae","Sinningia","warmingii","Sinningia warmingii","(Hiem) Chautems",NA,NA,NA,NA,"R. Mello-Silva; R. C. Fazza; A.C.Marcato","2001","12","11","Argentina","Tumbaya","Jujuy","Volcán, Volcán, Quebrada de Humahuaca, ca. 17 Km N de San Salvador de Jujuy, ao lado da rodovia San Salvador de Jujuy - Humahuaca (Ruta 9 ). Montanhas com afloramento de quartzito, no limite da zona única com a arida 23C59' 10 S 65º27' 16 W",NA,NA,NA,NA,NA,NA,"Em solo arenoso-pedregoso, entre rochas quartzitos. Caule vermelho. Folhas discolores. Cálice grená. Corola vermelha.","CESJ054325","1900",NA,"América do Sul",NA,NA,"Angiosperma",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
